CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED604,7,12,17,21,50,90,152,150,81,573,12,4,12,32,87,230,402,298,107,1184,265,1085,1409,1400,1296,1129,725,323,190,7827,4,0,5,25,36,86,172,186,125,644,327,419,631,762,879,1017,967,499,241,5735,7814,3348,4667,4274,3720,3404,2327,858,232,30646,664,416,430,463,436,454,396,286,137,3688,9514,5486,7396,7409,7173,7720,6962,3953,1633,57234,17,93,309,676,1471,2920,4069,2795,1132,13473,1251,1081,1321,1390,1294,1307,1253,681,191,9767,22,26,53,181,348,801,1284,936,328,3977,0,3,5,6,6,39,151,329,396,942,46,65,147,270,585,1061,1561,980,311,5017,35,29,43,95,288,787,1533,1379,664,4857,17,16,23,49,82,175,287,295,140,1086,19,10,29,63,162,423,740,562,197,2212,554,1712,2130,2216,2129,1844,1284,547,293,12716,8,3,14,43,79,176,370,394,214,1302,853,763,948,1229,1469,1762,1706,880,409,10004,15656,7552,9783,8691,7525,6647,4498,1694,390,62439
CED605,8,12,28,40,71,121,163,165,72,674,7,0,15,41,171,412,610,310,79,1654,276,1051,1368,1318,1364,1333,798,253,128,7896,0,0,9,25,78,122,162,153,96,648,360,319,525,659,913,1126,870,417,216,5413,7337,3364,3892,3555,3573,3567,2397,876,182,28737,867,539,521,552,575,693,531,324,99,4686,9405,5569,6685,6575,7429,8725,7440,3725,1182,56733,24,83,304,712,1850,3749,4911,2820,877,15329,1565,1143,1408,1336,1396,1608,1544,718,178,10902,16,23,57,148,373,866,1461,913,239,4091,0,0,0,3,8,41,136,254,252,702,36,76,160,331,804,1553,1976,1180,303,6410,38,36,53,132,427,1104,1747,1407,510,5443,17,24,36,66,119,235,351,346,128,1329,23,15,34,87,309,759,1182,712,177,3297,605,1627,2035,2097,2267,2270,1469,467,185,13014,0,9,13,41,142,279,416,349,167,1406,934,637,851,1067,1556,2101,1703,741,347,9935,14723,7511,8261,7349,7335,7368,4901,1747,351,59547
CED694,0,0,0,0,0,3,0,0,0,8,0,0,0,3,6,9,7,0,0,23,0,42,21,28,23,19,6,0,0,145,0,0,0,0,0,0,0,0,0,10,0,6,6,11,16,19,9,0,0,59,49,34,49,27,21,28,19,4,0,232,5,19,11,24,18,31,28,4,0,136,61,108,92,97,78,98,72,13,4,616,0,0,8,16,26,38,21,9,3,120,7,22,29,17,18,15,9,0,0,121,0,0,0,3,6,10,6,3,0,37,0,0,0,0,0,4,0,0,0,5,0,0,0,9,18,8,14,0,0,53,0,0,0,0,7,7,17,3,3,45,0,0,0,0,3,8,0,0,0,18,0,0,0,3,4,11,11,0,0,38,4,69,51,51,53,34,16,0,0,288,0,0,0,5,4,3,5,0,0,12,4,12,8,21,32,23,9,0,0,117,102,90,107,64,70,51,40,7,0,529
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
CED701,12,28,54,91,166,181,120,55,27,737,30,11,16,46,96,188,150,85,29,659,98,468,732,593,482,371,165,48,24,2980,6,0,4,26,44,62,66,47,11,273,333,259,470,571,655,651,387,161,57,3542,10548,5920,7474,5699,4152,2706,1139,259,36,37925,1442,855,1227,1004,899,750,424,119,29,6753,12900,8001,10676,9022,7699,6227,3300,1038,274,59140,12,62,177,392,765,1271,1134,503,158,4468,882,627,1000,1064,1054,997,552,199,41,6420,20,14,53,92,237,452,434,217,38,1557,3,5,10,6,15,52,132,138,99,456,49,145,338,792,1294,1526,1103,412,92,5750,282,374,331,401,665,907,801,372,97,4243,47,46,89,158,280,337,254,111,44,1365,71,26,41,101,181,382,348,173,45,1370,238,743,1156,1025,874,699,342,98,29,5204,6,0,15,43,93,170,160,124,21,638,852,521,784,968,1149,1220,764,329,108,6696,21448,12565,14778,11487,8528,5662,2477,545,73,77571
CED702,9,7,26,40,53,77,88,71,27,394,17,7,9,20,88,150,187,120,32,644,135,653,1019,832,590,445,219,80,30,4012,4,0,3,13,44,61,65,53,20,267,317,284,562,659,630,627,511,220,80,3890,8837,4372,7827,5954,4173,2656,1330,357,56,35554,1126,672,1081,890,671,531,308,154,58,5492,10767,6247,11046,9025,7079,5579,3594,1488,389,55222,10,60,243,455,985,1468,1543,814,209,5792,930,731,1303,1077,927,801,557,204,45,6584,14,15,59,136,336,514,631,328,54,2086,0,6,0,8,6,34,76,146,94,370,19,74,183,400,738,1136,1095,502,102,4253,47,41,79,131,349,656,828,482,160,2765,20,22,45,96,117,159,194,143,41,834,50,17,30,47,157,315,372,252,52,1295,296,987,1486,1316,1064,803,425,154,50,6582,5,0,9,25,76,152,189,125,43,621,864,576,914,1123,1153,1175,920,414,130,7273,17789,9341,15488,11854,8448,5452,2714,744,112,71939
CED794,0,0,0,9,7,20,8,4,0,44,0,0,0,5,3,10,9,0,0,29,0,6,27,30,15,24,3,5,0,109,0,0,0,0,0,4,0,0,0,8,3,3,14,25,24,17,13,4,0,99,153,88,182,120,84,73,32,4,0,745,32,48,105,71,105,98,33,0,0,482,190,162,364,268,280,279,114,17,4,1675,0,0,0,14,27,60,58,5,0,165,11,7,36,30,34,35,22,0,0,179,0,0,0,8,13,18,28,4,0,81,0,0,0,4,3,0,5,0,0,8,0,0,9,12,43,60,39,4,0,169,0,6,14,19,35,58,36,5,0,181,0,3,0,4,24,31,13,3,0,84,0,0,0,6,10,22,15,0,0,61,6,14,41,55,50,48,22,8,0,237,0,0,0,0,3,9,4,0,0,24,10,11,25,41,56,45,27,3,0,217,355,149,356,269,183,166,91,12,3,1580
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,12,8,0,0,0,58
CED801,6,19,35,59,75,143,176,205,108,825,14,8,21,57,121,250,349,322,120,1256,348,1684,2038,1740,1517,1090,560,274,113,9367,6,0,10,21,63,96,123,147,97,555,529,685,1173,1373,1400,1534,1201,699,317,8914,11604,5184,7035,6674,5309,4159,2586,994,213,43759,813,478,589,566,507,440,395,271,141,4207,14008,8262,11299,11153,10085,9486,7512,4174,1547,77528,27,118,405,872,1834,3176,3810,2570,1031,13845,1943,1572,2311,2313,1967,1746,1428,702,226,14211,27,42,109,237,522,1001,1420,982,341,4683,0,0,0,3,8,35,144,343,347,888,51,99,255,519,1029,1647,1887,1134,336,6962,50,57,89,178,423,985,1707,1410,700,5606,21,32,63,112,161,260,415,377,197,1644,31,26,38,102,218,460,715,618,227,2435,754,2585,3101,2816,2489,1836,1050,467,164,15260,5,9,15,45,126,193,324,314,197,1233,1367,1205,1811,2224,2419,2745,2211,1208,491,15673,23504,11515,14756,13820,10918,8265,4817,1844,382,89811
CED802,13,11,21,33,67,82,134,163,105,624,12,16,13,36,70,159,232,242,134,920,234,2475,2319,1451,1118,814,479,315,187,9403,5,3,9,20,26,61,93,151,143,513,388,1038,1381,1137,1089,1124,1069,649,410,8274,8337,7374,8478,6333,4938,3494,2183,934,298,42372,584,1133,868,573,491,435,386,191,142,4812,10007,12414,13449,10210,8603,7392,6187,3827,1970,74059,26,137,353,632,1187,2123,2774,2296,1119,10658,1248,2245,2443,1869,1482,1290,1103,636,237,12558,13,45,113,237,462,789,1179,932,356,4128,0,3,0,6,11,34,121,418,594,1190,26,108,194,320,509,867,1078,814,348,4264,27,67,72,125,271,646,1175,1249,819,4445,19,22,48,72,130,163,283,315,199,1259,13,28,38,66,137,287,471,468,246,1759,487,3529,3635,2417,1945,1437,839,482,282,15053,0,4,15,42,59,132,242,311,246,1062,908,1565,2114,1836,1904,2101,1930,1153,602,14109,16864,15703,18192,13110,10193,7074,4244,1739,508,87633
CED803,10,3,27,60,95,100,150,151,64,652,10,6,36,63,105,191,289,206,78,992,399,1739,2218,1924,1445,830,478,185,94,9315,0,3,14,28,52,74,98,132,60,458,582,788,1286,1539,1322,1122,952,490,204,8283,13573,6140,9623,8700,5259,2954,1792,565,105,48713,957,563,729,661,501,318,266,134,41,4155,16313,9481,14345,13794,9833,6818,5508,2661,821,79572,31,112,427,967,1707,2305,2717,1856,642,10758,2306,1789,2565,2600,1866,1292,1072,541,152,14180,27,44,118,278,496,728,930,649,188,3447,5,0,0,12,11,26,93,210,218,576,57,105,261,699,1172,1441,1570,864,200,6367,49,42,85,197,465,765,1126,1019,408,4157,30,16,56,120,175,224,310,281,112,1323,30,29,55,120,197,349,513,417,139,1846,873,2665,3502,3114,2412,1426,776,342,134,15239,8,9,21,44,105,179,221,280,104,963,1539,1304,1959,2524,2376,1967,1631,841,321,14464,27514,13211,20075,18246,11217,5966,3351,1112,214,100894
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,8,5,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,8,0,0,0,29,15,39,33,19,13,11,0,0,0,132,0,3,7,7,4,6,4,0,0,40,21,74,53,33,30,35,10,8,0,273,0,0,0,3,3,20,10,3,4,42,5,12,9,8,3,6,3,0,0,53,0,0,0,0,0,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,0,17,0,0,0,0,3,4,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,40,19,20,14,11,0,0,0,108,0,0,0,0,3,0,0,0,0,6,0,9,12,8,14,14,5,0,0,62,35,75,57,37,28,11,4,0,0,253
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
