CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED317,10,4,19,47,94,139,205,189,103,811,16,6,18,32,142,414,531,352,97,1613,250,872,1167,1174,1254,1238,673,301,147,7078,4,5,11,20,63,130,188,183,88,687,390,400,553,727,998,1282,904,520,249,6021,12757,6166,6783,6182,6024,5226,3194,1241,292,47865,2018,1161,1325,1263,1324,1151,913,528,264,9946,16060,9054,10496,10263,11044,11413,9039,4856,1779,84011,20,89,250,598,1571,3465,4365,2927,1049,14325,1690,1227,1510,1589,1647,1812,1486,664,182,11809,26,24,80,177,474,1096,1726,1064,291,4965,4,6,4,7,17,96,228,456,469,1279,40,128,222,570,1219,2259,2501,1502,369,8816,90,101,117,235,596,1585,2339,1870,798,7747,13,14,41,81,169,315,486,399,200,1735,44,26,39,80,284,867,1160,815,223,3540,581,1388,1778,1920,2134,2245,1362,561,237,12198,9,11,22,36,130,333,484,426,173,1631,1072,827,904,1240,1810,2403,1825,999,400,11481,25903,13383,14023,12246,12086,10751,6701,2555,582,98224
CED318,13,15,25,36,84,144,149,138,72,678,21,10,21,42,111,315,467,285,84,1365,228,1026,1267,1320,1323,1136,592,264,137,7297,7,8,13,28,62,136,153,156,88,651,433,420,622,891,1182,1334,1038,580,335,6845,13241,6985,8170,8016,7355,5307,2900,983,219,53169,1947,1243,1594,1351,1291,1194,801,376,140,9917,16338,10072,12259,12483,12680,11355,8157,3821,1405,88573,26,71,202,586,1457,2966,3576,2128,779,11803,1214,1091,1361,1520,1602,1542,1199,558,143,10228,27,35,91,234,586,1095,1494,857,283,4700,0,6,3,12,7,69,227,464,419,1206,39,109,234,597,1199,1868,2001,1034,280,7346,87,106,129,233,549,1292,1842,1330,572,6142,23,28,50,76,184,314,363,279,143,1451,50,28,36,96,237,631,996,653,163,2884,543,1580,1979,2171,2352,2032,1139,455,194,12455,9,11,23,58,120,305,442,375,145,1486,1075,805,1037,1480,2110,2513,1987,1055,517,12569,26722,14459,16004,15440,14663,10820,6011,2009,396,106516
CED319,8,14,28,50,59,108,136,173,169,753,19,18,21,45,142,279,420,409,215,1565,269,1744,2355,1762,1608,1214,737,388,309,10383,0,4,8,26,49,92,161,198,159,700,488,659,1140,1213,1284,1298,1117,734,514,8453,11537,6092,8406,7799,6080,4013,2281,1087,383,47678,901,598,780,714,627,480,367,301,396,5159,13709,9468,13225,12377,10842,8787,6893,4768,2760,82842,20,101,346,676,1478,2520,3183,2693,1440,12454,1357,1642,2527,2401,2037,1550,1346,827,328,14007,20,48,133,298,638,970,1357,1187,536,5179,0,0,4,6,19,41,125,438,614,1245,44,110,231,484,984,1584,1795,1303,472,7007,38,54,106,156,495,1132,1847,1798,1100,6721,24,29,52,90,124,227,308,346,279,1474,40,36,43,86,228,549,793,745,348,2873,571,2542,3679,2888,2768,2056,1280,620,416,16819,4,14,23,46,111,204,345,392,274,1411,1218,1134,1822,2021,2253,2355,1915,1221,732,14670,23519,13024,17262,16105,12241,7909,4305,1952,639,96957
CED320,9,16,62,75,105,160,290,316,162,1204,58,17,40,111,295,603,924,640,157,2845,723,2077,2588,2275,2215,1947,1228,528,226,13802,5,8,19,48,103,176,283,263,118,1013,888,768,1139,1356,1610,1848,1676,870,345,10503,13388,6629,6814,6145,5676,4592,3216,1224,244,47913,1657,994,999,899,894,736,677,413,230,7499,17600,10974,12167,11607,11937,11660,11153,5998,1998,95091,47,171,628,1255,2723,4563,6676,4320,1312,21696,2983,2166,2813,2687,2568,2362,2408,1163,257,19399,34,49,128,278,662,1346,2308,1699,443,6952,6,9,3,5,20,76,303,601,557,1575,64,147,304,706,1389,2431,3258,1930,425,10645,83,89,152,292,744,1731,3208,2616,933,9847,38,38,96,113,202,343,636,633,284,2383,128,45,82,208,500,1119,1787,1349,352,5578,1582,3327,3909,3638,3563,3158,2284,1002,351,22825,16,13,28,79,194,371,642,599,216,2159,2327,1568,1857,2178,2762,3228,3029,1584,560,19103,26638,14083,13948,12308,11590,9047,6183,2420,444,96660
CED321,20,16,19,44,83,135,217,242,115,889,19,15,15,53,169,464,599,366,119,1815,358,1169,1334,1286,1504,1501,883,350,168,8553,0,0,14,27,80,167,221,224,135,856,467,420,605,711,968,1271,1056,550,293,6338,10650,4793,5089,4795,4947,4478,2849,1303,313,39211,1701,955,982,980,1091,1087,893,586,331,8604,13889,7816,8573,8518,9764,10783,9174,5291,2054,75875,37,102,285,705,1796,3980,5374,3474,1241,16984,2073,1598,1786,1833,1957,2234,2008,1035,241,14764,23,33,75,190,539,1081,1684,1188,345,5161,3,7,4,6,25,59,166,410,419,1099,60,105,192,472,1091,2059,2769,1603,371,8734,47,58,86,157,557,1541,2487,1990,807,7731,37,31,39,74,161,288,490,489,229,1838,47,24,36,96,322,928,1294,893,241,3883,795,1874,2061,2053,2546,2626,1704,640,259,14559,9,4,25,46,128,360,546,482,239,1840,1154,801,1004,1217,1762,2355,1980,1034,450,11754,21404,10328,10525,9466,9908,9086,6057,2660,562,80003
CED322,6,11,16,29,51,99,142,222,187,748,20,8,21,37,92,306,486,445,191,1598,279,1192,1367,1344,1217,1056,708,441,355,7967,0,8,5,20,43,87,167,203,150,685,460,517,726,915,996,1223,1123,699,503,7163,11639,6747,7446,8089,7232,5278,3466,1336,375,51605,1145,791,941,944,864,728,625,438,354,6817,14149,9691,11072,12104,11540,10259,8972,5242,2606,85643,27,77,233,582,1388,2677,3990,3008,1413,13395,1687,1389,1666,1837,1616,1348,1318,792,282,11938,24,31,93,242,545,1038,1638,1250,530,5399,0,0,0,12,16,51,195,580,734,1574,40,99,129,234,539,1023,1533,1209,428,5240,34,38,72,122,349,911,1802,1834,957,6117,19,22,37,56,107,193,279,412,288,1421,44,27,38,73,179,510,887,823,334,2899,646,1764,2054,2159,2111,1768,1248,703,479,12929,11,7,12,35,101,208,420,464,274,1535,1096,912,1119,1442,1725,2023,2018,1226,720,12289,23350,13705,14611,15545,14068,9974,6536,2543,673,101008
CED323,4,14,32,39,49,99,150,211,156,755,18,21,30,41,141,329,629,529,216,1942,276,1495,1596,1290,1436,1243,836,427,232,8832,0,3,8,28,43,115,179,248,147,773,362,578,898,820,1133,1296,1194,860,480,7611,9799,7643,10135,7892,7229,5728,3929,1718,398,54479,1032,1154,1615,1172,1111,1138,895,648,391,9156,12042,11340,14862,11977,12124,11584,10155,6378,2549,93016,23,110,292,665,1546,3125,4459,3596,1435,15257,1448,1696,2040,1864,1776,1537,1521,918,291,13090,16,43,118,241,559,1144,1792,1443,529,5892,5,0,9,5,17,47,185,531,595,1391,56,96,211,335,745,1353,1859,1429,442,6527,39,55,90,162,385,1129,2098,2106,1067,7142,21,30,46,71,127,205,361,429,276,1556,38,32,60,100,268,622,1157,994,370,3638,621,2228,2525,2268,2489,2121,1442,739,382,14818,7,9,19,58,113,265,444,563,300,1786,943,1047,1399,1408,1982,2330,2202,1461,752,13518,19936,15565,20526,15828,14360,11141,7482,3348,726,108908
CED324,0,16,24,40,56,83,120,126,107,585,17,15,24,40,100,175,314,292,130,1101,236,1686,1796,1459,1236,913,548,345,274,8493,0,4,12,29,47,95,128,172,133,621,479,635,1010,1112,1141,1220,1068,693,461,7827,12602,7579,9877,8941,6402,4383,2589,963,281,53609,906,660,825,743,558,471,367,237,164,4935,14738,10964,14000,13051,10506,8719,6867,3990,2025,84858,16,98,253,539,1198,2105,2745,2301,1106,10355,1433,1778,2165,1961,1700,1310,1155,611,235,12342,25,34,112,258,500,879,1173,923,407,4309,0,5,3,0,13,43,164,400,571,1199,36,98,211,529,947,1501,1773,1237,409,6750,41,53,90,187,446,997,1562,1499,855,5729,14,33,49,78,119,175,272,282,179,1211,35,40,48,66,182,385,599,577,225,2157,489,2542,2980,2360,2107,1601,1016,574,384,14051,3,14,24,48,95,206,321,362,232,1300,1150,1165,1643,1901,2062,2202,1956,1181,674,13935,25456,16319,20892,18217,12861,8725,4934,1862,494,109762
CED325,11,16,43,67,85,117,128,147,82,710,38,15,30,48,171,360,432,310,116,1520,389,1649,1981,1766,1571,1190,658,365,219,9784,8,9,18,34,76,136,170,158,89,679,706,667,1054,1309,1429,1378,1022,594,343,8507,16210,8026,9172,8987,6608,4238,2246,751,225,56460,1713,942,1085,1041,772,598,358,205,102,6816,19927,11781,14009,14208,12022,9604,6777,3504,1376,93200,39,121,398,894,1900,2969,3244,2149,732,12448,2535,2080,2398,2432,2021,1750,1266,713,184,15379,38,54,130,275,513,924,1063,763,229,3989,6,0,5,7,23,51,162,375,360,987,48,141,332,802,1587,2334,2261,1211,326,9044,81,76,123,222,590,1214,1640,1297,557,5817,27,40,77,125,160,234,307,296,140,1410,80,38,53,98,289,634,810,573,198,2769,918,2571,3147,2885,2600,1992,1141,571,292,16123,16,11,31,60,147,308,385,344,156,1457,1824,1246,1736,2172,2444,2479,1835,999,487,15213,33036,17086,18311,18024,13404,8508,4368,1436,378,114547
CED326,22,22,48,68,92,138,200,306,181,1074,28,18,42,85,218,475,793,676,260,2596,539,1866,2229,2086,2090,1623,1061,570,316,12394,4,8,13,41,93,127,217,263,164,934,727,737,1036,1329,1563,1636,1481,975,654,10127,14449,6578,7332,8376,6586,4602,3079,1273,316,52586,1290,775,820,882,778,632,545,415,329,6471,17808,10380,12051,13719,12544,10901,9879,6079,2736,96101,35,145,457,1046,2196,3754,5273,3971,1684,18554,2346,1980,2401,2657,2410,2018,1963,1118,401,17300,35,44,125,298,660,1154,1820,1485,515,6147,4,5,14,5,20,50,212,567,691,1577,63,134,305,679,1478,2136,2690,1870,500,9853,74,65,108,256,682,1529,2675,2594,1164,9153,41,43,77,105,186,286,461,582,326,2112,70,34,67,155,396,831,1428,1248,452,4689,1175,2907,3449,3398,3396,2654,1772,965,445,20157,12,12,21,77,190,304,523,607,276,2011,1932,1428,1726,2200,2662,2790,2557,1640,949,17885,29075,14184,14750,16757,13207,9005,5743,2269,578,105563
CED327,12,16,39,69,106,131,182,160,84,799,29,23,31,73,225,389,507,315,107,1697,411,1588,1784,1759,1632,1278,686,334,221,9703,5,6,15,36,90,139,203,168,83,743,694,641,929,1234,1360,1437,1138,595,374,8400,16679,8116,8935,9063,6075,4241,2445,670,119,56344,1975,1100,1187,1174,871,615,478,271,211,7887,20804,11986,13514,14398,11583,9901,7575,3343,1297,94401,40,116,380,866,2006,3147,3849,2186,775,13365,2906,2127,2390,2553,2161,1831,1412,722,187,16285,27,51,101,276,556,904,1237,767,226,4151,3,5,6,5,23,38,192,440,399,1113,68,138,351,895,1755,2509,2648,1275,298,9939,74,79,104,247,631,1307,1962,1395,565,6365,32,28,75,142,192,283,397,329,158,1634,65,44,72,131,372,730,976,648,182,3229,937,2536,2925,2892,2701,2085,1223,592,318,16200,15,11,34,68,172,328,476,358,157,1620,1822,1243,1593,2139,2345,2478,2071,1071,541,15301,33348,17450,18156,18179,12450,8423,4713,1402,218,114337
CED328,11,14,30,30,62,47,79,119,102,497,16,20,12,27,65,151,261,293,146,996,320,2277,1764,1537,1331,863,556,321,252,9215,0,0,10,18,43,49,86,143,85,443,521,969,931,1155,1205,1087,1060,701,484,8113,12629,8817,6655,8057,7229,4400,2804,1186,286,52067,707,662,568,549,558,415,332,237,193,4216,14689,13222,10248,12080,11618,8381,6971,4178,1975,83367,29,117,272,537,1187,1939,2692,2159,1092,10017,1469,2324,1804,1957,1888,1314,1187,690,244,12878,41,64,96,292,621,908,1382,1084,431,4918,0,4,0,0,11,12,131,393,505,1058,61,120,171,337,660,889,1207,907,289,4651,40,60,61,126,412,829,1560,1624,851,5578,20,27,46,56,118,130,219,252,162,1030,45,40,41,64,132,292,482,552,229,1874,700,3406,2823,2537,2237,1483,957,570,357,15078,6,7,13,31,86,123,222,304,164,974,1323,1625,1481,1877,2031,1928,1876,1208,690,14037,25647,19304,13881,15919,14458,8590,5181,2141,490,105604
CED329,3,12,19,38,60,114,235,229,147,851,15,20,15,64,214,614,842,609,168,2557,387,1116,1175,1322,1699,1884,1137,493,231,9435,3,7,9,32,74,170,264,258,141,951,488,421,505,796,1192,1771,1537,785,367,7862,8876,4386,3810,4745,5616,5649,4113,1492,357,39034,1244,654,639,758,969,989,859,542,315,6954,11506,6889,6459,8242,10567,12733,11936,6247,2300,76871,23,94,270,700,1952,4581,6633,4268,1401,19921,1590,1237,1259,1630,1863,2236,2238,1075,306,13439,25,25,60,188,557,1293,2380,1651,437,6620,3,0,0,13,19,85,254,545,545,1464,58,93,158,323,804,1844,2637,1689,447,8048,55,53,82,142,502,1589,3028,2513,1034,8998,14,22,34,69,130,271,503,516,239,1812,41,35,29,124,410,1159,1737,1288,327,5150,847,1848,1904,2223,2892,3240,2223,928,351,16444,6,19,14,63,146,354,664,611,270,2148,1238,880,860,1345,2099,3241,2960,1498,590,14708,18062,9625,7844,9052,11045,10779,8299,3124,616,78446
CED330,13,16,31,51,101,113,187,160,113,782,33,14,24,79,235,491,599,401,114,1990,583,1631,1785,1986,1874,1480,875,342,185,10747,9,0,13,31,85,129,206,173,90,732,771,642,880,1225,1492,1534,1181,569,253,8543,14484,6956,6639,7081,6722,5074,2810,984,204,50955,1729,1057,1019,1129,1085,832,591,325,167,7936,18441,10770,10984,12375,12971,11562,8783,4110,1401,91387,37,124,414,1050,2473,4318,5170,2865,901,17367,2690,1892,2113,2544,2463,2220,1737,820,184,16662,35,47,141,278,736,1281,1701,1110,267,5595,6,0,7,8,21,55,181,380,309,962,68,128,255,509,1210,1946,2376,1314,307,8095,79,73,100,179,581,1348,2363,1685,671,7070,31,35,50,98,182,277,424,359,168,1636,71,31,56,156,435,904,1244,877,220,3994,1253,2588,2721,3089,3128,2546,1678,653,263,17920,18,12,27,56,169,281,501,416,158,1640,1934,1269,1398,1980,2592,2804,2250,1092,393,15719,29309,14599,13349,14347,13886,10348,5727,2003,370,103942
CED394,0,0,3,0,8,14,16,0,7,52,0,0,7,6,23,63,61,8,5,173,25,165,216,170,181,179,104,6,6,1047,0,0,0,5,10,17,14,8,3,61,21,59,86,87,109,176,115,11,0,670,490,364,652,343,312,422,304,47,0,2934,124,199,380,267,232,217,127,28,5,1578,680,777,1345,885,887,1170,870,160,25,6807,3,7,33,80,160,444,484,117,13,1341,87,109,187,160,137,194,172,25,5,1078,0,6,4,19,45,106,163,45,3,390,0,0,0,0,0,8,11,8,6,44,0,0,20,32,74,163,204,70,6,579,0,5,9,24,49,165,249,80,13,591,0,0,7,7,13,21,40,10,3,115,0,3,11,17,45,116,139,31,3,376,68,248,363,339,327,333,202,25,6,1912,0,0,0,10,18,38,44,18,8,143,65,107,137,162,204,318,253,33,3,1281,990,705,1300,787,642,893,711,136,10,6171
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,10,0,0,0,0,42
CED401,18,22,34,53,57,93,128,107,137,636,15,15,25,42,96,269,404,341,193,1396,175,1757,2349,1539,1454,1346,919,525,493,10566,0,3,9,24,53,98,177,202,198,766,415,726,1227,1156,1229,1527,1323,796,757,9160,12258,10032,13019,9506,6833,5303,3257,1238,419,61872,787,854,947,782,711,606,510,300,217,5723,14129,13822,18114,13855,11439,10790,8901,5142,3182,99379,25,115,354,668,1479,2941,3870,2879,1823,14143,1390,1873,2584,2113,1759,1676,1457,784,368,13995,33,41,134,240,523,972,1445,1091,487,4973,0,0,5,8,16,71,207,584,1016,1913,40,140,302,647,1178,1979,2317,1546,755,8898,47,49,111,157,497,1149,1989,1730,1303,7023,36,35,65,106,135,214,321,267,236,1427,26,31,54,83,195,558,766,659,360,2743,374,2568,3887,2814,2674,2477,1562,831,669,17856,4,3,24,41,124,271,462,441,332,1706,1131,1251,1935,2004,2255,2762,2376,1346,1077,16133,24737,20778,27547,19779,14093,10398,6110,2287,733,126461
CED402,17,17,13,42,68,111,187,176,121,737,16,21,20,67,220,453,632,485,169,2076,310,1363,1696,1566,1700,1736,1016,512,307,10202,0,0,23,39,75,135,175,228,159,829,488,464,762,918,1220,1491,1203,655,398,7596,11446,5339,5503,5598,5903,5488,3878,1647,447,45247,1260,728,667,703,931,926,873,586,335,7011,14306,8408,9061,9571,11096,12397,10996,6438,2816,85087,36,118,328,827,2051,4463,5819,4141,1758,19535,2234,1837,1984,2084,2199,2394,2150,1133,355,16378,33,35,64,228,529,1136,1887,1389,468,5778,0,3,0,4,18,69,234,587,690,1607,54,126,218,470,1247,2367,3358,2133,704,10681,34,52,78,166,566,1556,2779,2359,1121,8708,31,36,28,84,141,285,436,393,202,1625,52,34,42,126,390,922,1348,983,341,4234,682,2088,2586,2580,2844,2962,1943,853,425,16957,4,10,32,49,151,345,537,533,285,1937,1280,904,1196,1494,2127,2777,2329,1156,608,13871,22854,12075,11805,11412,12189,11281,7851,3116,801,93386
CED403,8,16,21,33,49,80,166,174,172,707,28,8,18,45,105,277,527,438,288,1730,211,1629,1737,1503,1475,1404,1030,589,570,10154,4,4,9,23,49,112,192,242,278,921,456,711,955,1086,1281,1572,1497,919,816,9290,11354,7143,7981,7872,6668,5567,3849,1659,612,52707,625,533,549,544,580,628,545,364,269,4642,13210,10426,11686,11856,11261,11454,10741,6624,4008,91268,13,87,298,602,1466,3149,4888,3954,2521,16988,1465,1684,1983,2014,1888,1899,1863,1086,515,14393,30,42,90,230,522,1165,1959,1496,785,6322,0,0,3,9,19,63,243,649,1071,2054,39,105,203,439,914,1638,2395,1790,810,8337,50,64,77,153,473,1193,2350,2388,1765,8515,28,29,43,63,105,195,362,370,282,1475,57,22,46,84,182,493,903,796,490,3074,420,2334,2808,2492,2558,2388,1774,940,774,16494,4,10,24,45,122,257,477,539,447,1918,1087,1199,1476,1810,2191,2759,2672,1568,1170,15926,22872,15072,16370,15630,13375,10766,7247,3012,985,105332
CED404,14,17,28,44,85,157,221,210,107,894,16,13,27,64,229,559,695,486,185,2274,244,1204,1606,1414,1672,1752,1057,499,281,9725,4,8,15,37,74,162,206,254,124,878,462,444,684,829,1128,1480,1164,671,444,7302,11465,5217,5697,5206,5673,5263,3728,1519,420,44180,1495,784,870,821,944,1051,836,589,288,7687,14537,8194,9536,9182,10880,12531,10889,6321,2549,84624,37,110,408,835,2248,4915,6122,4223,1619,20511,2220,1792,2129,2100,2202,2677,2312,1283,372,17082,25,26,86,164,471,1204,1929,1471,464,5845,0,3,3,3,20,83,258,623,631,1628,74,121,301,565,1351,2962,3703,2397,724,12200,76,58,87,196,632,1787,2745,2367,1088,9052,34,30,51,91,175,352,481,483,220,1912,52,29,56,115,421,1110,1519,1066,355,4720,504,1906,2508,2295,2854,3100,2013,876,412,16459,6,13,23,51,145,374,537,575,254,1986,1165,894,1154,1371,2098,2851,2260,1238,663,13699,23036,11318,12001,10870,11563,11064,7568,3038,729,91184
CED405,16,18,29,54,77,126,154,194,168,832,12,7,25,58,152,338,493,411,240,1731,194,1251,1728,1420,1428,1475,944,555,532,9522,4,3,15,22,66,117,193,276,218,917,409,550,951,976,1249,1572,1354,896,763,8718,10916,6509,8199,7477,6728,5613,3467,1502,471,50885,823,604,651,665,686,673,511,360,169,5140,12902,9332,12090,11405,11451,11834,9799,6264,3391,88465,20,105,299,637,1626,3639,4820,3868,2273,17307,1604,1593,2062,2052,1886,1831,1642,980,421,14075,29,33,105,234,505,1144,1733,1295,641,5719,3,4,4,8,22,65,201,657,1020,1982,56,100,240,509,1182,2170,2645,1945,882,9739,34,51,69,133,490,1367,2256,2194,1545,8133,36,50,56,93,157,271,369,389,293,1706,37,25,45,100,260,653,956,782,436,3288,395,1959,2627,2406,2570,2541,1599,912,736,15739,12,15,20,45,144,311,462,550,397,1967,1067,977,1457,1580,2119,2796,2378,1516,1109,15003,21861,13878,17112,15142,13428,11151,6452,2780,858,102663
CED406,20,20,35,58,77,105,198,181,115,815,31,18,25,59,187,442,618,512,193,2083,406,1856,2319,2132,1852,1658,1044,434,251,11946,7,11,16,29,68,156,228,241,159,925,656,693,1091,1312,1498,1710,1511,720,410,9595,11300,5761,6123,6175,5567,4627,3052,1103,276,43994,1032,590,570,669,632,630,454,309,155,5044,14194,9301,10664,11248,10880,11147,10005,5128,2181,84740,34,112,453,1045,2162,3912,5551,3568,1520,18346,2240,1965,2624,2857,2259,2275,2028,1008,306,17567,41,39,100,253,561,1143,1882,1165,451,5629,4,3,9,4,22,54,224,480,623,1421,65,129,259,641,1288,2407,3156,1765,569,10281,59,57,81,202,517,1464,2585,1999,980,7934,47,54,56,100,147,235,423,407,237,1702,67,32,61,114,309,747,1235,954,369,3890,844,2865,3549,3423,3062,2721,1866,749,369,19447,8,12,25,51,166,319,566,536,300,1986,1707,1300,1673,2079,2480,2941,2642,1275,596,16705,22812,12609,13132,12880,11668,9161,5864,2105,487,90720
CED407,19,16,30,40,61,119,167,186,129,768,16,11,17,49,137,316,475,412,147,1579,317,1486,1731,1638,1581,1379,960,536,325,9960,9,10,14,25,45,113,170,231,159,775,620,634,858,1157,1363,1499,1343,818,476,8764,12418,6797,7613,7483,5846,4724,3063,1269,275,49486,900,608,649,725,640,568,438,345,207,5067,14975,10014,11468,11924,10976,10624,9376,5792,2285,87443,22,99,354,788,1927,3521,4902,3950,1561,17131,2059,1862,2254,2308,2084,1845,1727,1042,319,15488,16,38,74,222,496,1007,1587,1262,462,5169,0,3,6,11,11,54,186,591,639,1496,61,114,299,764,1453,2364,3048,2017,643,10764,52,43,96,183,569,1354,2221,2160,1027,7703,46,36,57,73,137,245,359,383,244,1570,50,33,48,87,256,566,910,859,297,3111,641,2253,2798,2774,2668,2222,1610,843,462,16273,11,9,20,43,107,250,428,485,291,1648,1618,1177,1382,1905,2336,2620,2377,1409,749,15567,25176,15236,16164,15543,12216,9320,5730,2347,517,102252
CED408,13,11,20,45,61,89,152,163,109,666,12,14,14,42,122,335,600,472,189,1807,313,1406,1591,1715,1805,1665,1174,545,268,10481,3,4,7,18,62,117,220,253,158,845,542,610,775,1048,1404,1678,1696,867,427,9032,11984,5776,4789,6183,6627,6077,4630,1743,380,48192,1002,565,531,616,722,793,756,408,194,5598,14558,8774,8131,10348,11950,12847,12833,6726,2514,88675,27,104,290,790,1909,4004,6338,4495,1681,19641,2019,1657,1767,2086,2204,2227,2308,1199,353,15827,37,39,78,239,588,1344,2278,1625,491,6716,0,0,0,4,17,52,215,579,666,1540,55,102,159,369,911,1813,2827,1918,581,8726,58,50,83,136,451,1430,2900,2655,1200,8972,25,23,36,79,111,212,379,357,199,1434,40,34,39,67,223,633,1166,958,376,3531,622,2223,2469,2646,2987,2820,2148,996,382,17291,7,11,10,36,132,274,561,591,305,1932,1364,1068,1211,1682,2337,2987,3061,1577,667,15946,23996,12402,10042,12313,13492,11971,8975,3482,688,97371
