CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
CED601,0,0,0,14,61,77,105,90,40,14,46,30,6,0,18,504,7,0,11,7,34,13,14,6,0,0,0,0,0,0,0,102,4,9,9,6,12,10,21,26,6,9,9,8,0,0,0,129,0,3,20,36,44,50,123,29,9,4,13,12,11,6,4,356,0,0,0,3,10,0,28,55,45,27,36,24,16,7,0,252,0,0,0,0,0,7,10,46,3,17,11,6,0,0,3,102,0,0,0,0,10,19,43,31,0,9,10,9,3,0,8,152,140,578,1344,871,473,221,384,126,19,21,21,28,20,6,153,4391,0,4,18,50,42,41,88,40,6,7,13,14,8,0,5,329,0,0,0,5,7,3,24,83,37,11,19,25,13,0,7,245,26,92,179,163,158,111,469,455,162,133,148,177,99,19,56,2446,258,1203,1936,1550,1337,925,2297,2621,974,946,899,902,354,71,432,16698
CED602,0,0,0,12,82,57,96,88,23,17,27,21,0,3,23,461,3,6,3,9,22,0,5,0,0,0,3,0,0,0,0,58,0,6,12,6,3,6,0,13,0,0,0,0,0,0,0,47,0,6,15,18,46,48,120,21,9,0,3,18,5,0,8,323,0,0,0,3,10,8,24,42,25,37,27,21,9,7,9,217,0,0,0,0,0,0,12,33,3,19,32,37,7,0,4,155,0,0,0,0,10,13,36,27,18,5,4,6,5,0,3,132,136,556,1312,818,409,176,252,90,19,22,12,27,12,3,148,4002,0,10,18,44,21,33,66,38,6,6,7,7,6,0,4,271,0,0,0,4,3,0,14,26,4,3,3,10,0,0,5,83,31,82,164,112,105,87,174,117,24,49,33,118,53,47,49,1246,259,1062,1892,1365,1179,830,1347,1069,339,410,415,490,179,95,379,11307
CED603,0,0,5,12,84,51,152,151,52,35,63,54,32,3,18,707,13,26,21,24,78,29,20,16,4,0,0,0,0,0,7,249,3,4,5,17,14,14,42,37,10,18,26,9,5,0,3,217,3,15,26,67,76,57,119,43,8,13,6,20,0,10,4,470,0,0,8,9,23,19,67,190,85,55,46,34,10,0,8,554,0,0,0,0,7,11,29,139,21,24,27,12,4,0,5,275,0,0,5,5,17,20,117,70,21,15,12,11,4,0,5,292,148,487,1103,711,441,320,486,236,40,28,44,56,28,17,139,4269,0,4,34,64,59,90,134,87,16,16,28,28,16,3,9,586,0,0,0,16,11,19,79,257,66,73,57,80,35,0,23,723,57,119,170,235,250,288,752,696,247,240,242,204,94,18,65,3691,369,1167,1916,1641,1694,1523,4013,6262,2230,2146,1989,1741,610,123,615,28046
CED604,0,0,0,15,64,35,71,77,32,23,27,5,16,0,11,376,4,3,9,4,32,16,11,10,0,0,0,3,0,0,0,91,4,8,11,12,17,14,33,17,7,7,4,10,5,0,0,134,0,6,26,45,57,97,203,66,20,16,32,32,28,17,8,662,0,0,4,7,9,6,20,101,29,18,19,14,5,0,0,230,0,0,0,0,4,7,11,55,6,9,7,7,0,0,3,114,0,0,0,5,7,17,65,26,15,8,6,5,5,0,8,182,168,613,1449,1055,637,350,666,258,53,42,36,41,21,15,198,5596,0,7,34,70,58,71,143,65,16,16,12,18,9,9,10,547,0,0,0,7,7,4,30,99,22,17,19,24,16,4,17,263,47,105,186,199,235,191,368,306,105,99,96,98,31,0,55,2127,338,1253,2190,1916,1705,1238,2874,2819,899,813,755,716,288,65,502,18368
CED605,0,0,3,12,48,49,68,86,19,28,23,24,16,3,19,391,3,10,9,8,25,12,9,0,0,3,0,0,0,0,0,82,0,6,4,3,3,12,21,10,0,4,0,11,0,0,0,61,0,5,17,28,21,36,85,20,11,4,26,4,0,0,3,272,0,0,0,0,3,4,10,42,6,8,10,8,4,0,4,111,0,0,0,0,0,0,6,16,0,0,7,5,0,0,6,52,0,0,0,5,4,13,23,24,6,4,3,5,3,0,6,103,119,529,1422,835,489,227,368,121,20,20,24,19,3,0,207,4408,3,0,34,46,44,41,70,56,8,4,12,3,4,0,12,335,0,0,0,0,0,0,14,19,9,3,0,10,7,0,4,78,27,93,182,163,141,108,181,115,43,48,53,99,65,8,43,1355,250,987,1995,1541,1308,801,1305,1060,290,299,313,312,151,20,451,11092
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,8,9,4,6,4,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,8,0,0,9,39,4,6,14,23,13,8,26,11,5,9,8,9,0,0,18,161
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CED701,0,0,0,26,144,144,501,524,109,69,100,138,44,11,72,1880,0,0,0,0,14,5,10,3,8,0,0,0,0,0,0,50,0,4,5,26,18,9,13,5,6,0,0,5,0,0,0,104,0,0,4,8,31,33,175,96,8,14,11,6,18,3,15,424,0,0,4,10,8,6,29,78,22,27,19,17,4,3,16,244,0,0,0,0,0,14,22,51,6,5,7,6,0,0,0,123,0,0,4,16,33,32,99,58,20,12,21,25,16,0,18,358,25,135,527,353,230,195,358,235,41,38,41,55,29,10,118,2390,0,0,24,35,27,58,60,112,33,47,74,128,116,108,16,827,0,0,3,33,60,37,57,67,9,21,17,40,11,0,35,382,3,45,141,205,215,232,877,484,172,111,111,136,104,46,217,3112,63,341,995,1247,1415,1334,3737,3136,819,679,821,1032,480,256,869,17240
CED702,0,3,5,105,464,287,1243,1207,280,269,228,256,77,18,75,4526,3,0,4,8,25,11,17,4,3,12,0,0,0,0,0,85,0,7,21,37,32,24,32,21,5,22,15,15,12,0,5,250,3,3,9,19,17,37,164,80,43,22,39,70,16,3,4,534,0,0,9,28,62,37,130,225,131,116,122,104,31,3,19,1021,0,0,0,6,9,14,79,167,38,32,22,12,0,0,9,388,0,0,10,35,74,84,234,140,41,28,27,39,17,6,23,755,43,185,669,478,331,260,583,481,76,53,79,113,57,17,75,3511,0,0,14,39,31,39,68,72,8,12,24,12,19,3,6,357,0,0,0,40,123,84,133,214,85,76,68,85,45,7,26,980,20,66,242,712,665,482,979,838,265,203,213,356,120,16,129,5295,126,564,1659,2416,2917,2361,6567,7139,2100,2100,1970,2167,803,135,764,33785
CED794,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,13,11,6,26,6,0,3,4,27,12,11,6,144,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,5,7,9,9,0,6,10,35,25,3,8,124,0,15,31,38,47,32,70,39,7,13,25,83,52,30,22,492
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,0,4,22
CED801,0,0,9,72,235,162,405,510,134,95,104,100,47,30,47,1950,11,22,31,28,181,43,30,9,0,0,7,5,0,0,10,377,4,10,23,51,59,37,49,43,13,4,6,0,0,3,11,328,0,6,21,65,72,105,180,129,11,20,10,24,7,0,6,673,0,5,34,57,233,164,239,158,14,14,9,18,11,11,9,972,0,0,5,9,15,24,20,23,3,6,9,3,0,0,0,109,0,3,10,26,74,96,142,87,18,14,15,13,16,4,19,525,163,598,1650,1000,721,392,620,381,45,43,36,27,19,15,115,5814,8,13,45,111,105,133,173,117,25,40,34,53,42,10,11,915,0,0,8,202,214,90,125,87,22,10,19,15,8,0,26,824,114,281,805,882,879,765,1159,825,182,244,189,221,111,47,138,6846,541,1750,3881,3668,4504,3741,7056,5856,1311,1393,1301,1091,522,239,833,37692
CED802,0,0,5,43,111,116,190,228,52,58,81,79,42,11,8,1031,23,17,25,39,126,27,39,19,0,9,11,0,0,0,3,338,7,5,24,44,45,47,116,65,21,28,19,18,11,7,10,464,0,22,23,82,96,128,223,62,11,19,20,37,5,14,5,745,4,3,10,42,113,151,189,134,25,45,41,41,10,3,15,834,0,0,0,0,27,36,71,86,24,21,24,19,8,3,9,324,0,0,6,29,46,50,126,91,16,38,29,35,5,0,9,481,188,547,1259,901,653,507,964,435,64,57,72,76,65,32,133,5952,8,21,83,159,168,195,345,248,42,67,69,94,91,40,30,1647,0,0,12,152,209,158,197,182,55,70,51,56,28,0,39,1212,124,242,522,664,619,773,1096,1072,275,387,559,626,321,53,146,7470,573,1713,3091,3236,3807,4216,7535,6337,1772,2341,2401,2307,1236,310,795,41656
CED803,0,0,16,42,269,285,518,478,91,99,97,121,32,10,34,2103,12,0,14,21,126,44,32,28,3,0,3,0,5,0,4,294,3,7,15,46,53,38,106,51,13,9,7,4,10,5,5,377,0,6,8,29,51,102,286,263,33,45,34,40,17,0,7,930,0,7,20,21,170,249,505,336,47,44,42,27,16,4,7,1496,0,0,0,6,15,33,66,70,15,9,11,8,3,0,7,256,0,0,5,24,49,73,211,137,22,20,20,23,4,4,16,613,102,433,929,671,469,318,634,412,73,55,60,56,26,5,61,4305,4,0,36,72,81,105,198,156,29,32,36,33,25,13,7,822,0,0,5,203,415,339,421,291,77,73,65,57,32,3,56,2043,57,178,520,607,865,1021,2206,1236,340,324,350,353,122,36,146,8354,347,1169,2494,2654,4155,5187,13713,9973,2398,2768,2616,2315,864,205,918,51771
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,0,0,0,0,0,5,26,0,0,10,7,15,14,12,18,6,0,3,9,3,5,13,121
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
