CED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED508,13,95,0,2236,10,0,6,11,14,16,6,13,8,28,1094,1201,11,0,3,4,0,6,0,4,3,50,70,158,4232,769,106,2768,346,1652,176,1177,158,4655,1218,17256
CED509,17,87,0,1604,13,9,4,14,9,17,8,10,11,52,1163,1299,12,5,17,12,3,6,0,6,3,92,84,247,3797,713,152,2451,325,1701,143,1216,203,5220,1308,17226
CED510,22,136,0,2253,8,4,5,4,9,10,0,8,0,43,949,1044,15,7,7,3,0,7,4,9,8,86,63,212,3243,917,127,2395,306,1685,154,1511,232,6654,1063,18299
CED511,20,83,9,1676,15,3,7,22,9,26,7,21,9,66,1345,1521,34,16,12,24,9,3,3,10,8,137,164,409,4128,1089,249,3021,379,1819,230,1403,291,6084,1659,20348
CED512,11,44,3,1182,15,4,6,12,10,9,7,11,7,34,1175,1286,7,4,8,11,4,3,0,7,6,83,85,222,3570,626,111,2363,322,1487,170,885,185,4402,1316,15441
CED513,20,107,4,3881,12,3,12,13,10,17,3,10,6,32,1330,1450,10,7,6,5,4,8,0,5,3,55,73,181,6559,1196,139,3637,412,1962,164,1247,193,4323,1479,21308
CED514,18,108,3,2673,18,6,3,10,12,17,7,5,12,32,1335,1453,9,4,13,4,3,5,0,5,7,51,113,213,5204,1109,136,3324,338,2085,163,1331,198,4645,1527,20062
CED515,26,173,3,2318,5,3,9,12,8,12,9,12,4,50,800,916,14,0,5,9,5,5,0,4,3,98,64,200,2962,842,98,2187,222,1607,120,1640,214,7139,904,17934
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,5,47,0,666,5,0,0,3,3,19,3,5,4,32,443,515,10,0,0,3,0,0,0,4,0,79,68,163,2177,712,78,1963,167,1061,124,1166,158,4780,599,12993
CED602,10,52,3,530,7,0,4,7,5,15,6,11,4,63,572,686,6,0,7,8,4,3,0,6,4,90,107,237,1929,649,137,1879,223,1132,161,1090,200,5779,792,13968
CED603,7,94,6,1079,8,3,0,10,0,4,3,9,0,31,403,470,3,0,3,0,0,0,0,3,0,52,43,114,2267,957,90,1941,169,1040,132,1126,142,3806,517,12197
CED604,9,55,0,864,8,3,3,3,0,14,3,8,3,39,453,535,4,3,9,4,0,0,0,0,5,64,57,148,2132,826,103,1756,166,1003,126,1195,189,5314,585,13395
CED605,5,54,3,509,7,10,6,11,5,8,5,11,5,54,545,668,15,6,8,7,4,5,4,3,3,107,108,260,2251,784,150,1906,217,1116,172,1188,199,5708,775,14458
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,8,35,0,1025,11,4,0,3,11,11,3,10,8,40,655,756,17,0,4,0,4,0,5,6,8,57,117,218,2843,302,122,1019,198,852,76,399,123,2220,830,8988
CED702,4,43,7,1442,18,0,12,4,3,10,4,5,4,15,867,945,5,0,3,0,0,0,0,0,5,27,43,93,3505,477,108,1570,243,1050,90,475,106,1572,961,10147
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,24,150,3,2684,13,0,0,6,9,8,5,3,3,34,420,495,3,0,3,5,5,0,0,5,4,38,41,99,4433,585,106,1912,320,1454,125,1109,192,5430,509,16164
CED802,44,362,0,4230,6,0,0,12,0,11,5,3,4,32,545,606,9,0,0,0,0,3,0,0,3,34,37,88,5164,777,95,2132,261,1510,110,1057,161,4389,624,16270
CED803,13,86,0,2110,13,4,0,8,4,10,4,0,5,19,424,487,6,0,7,0,0,0,0,0,0,30,39,92,4737,653,100,2207,291,1434,135,849,141,3878,511,14933
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
