CED_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
CED197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
CED201,..,660,119,780,0,783,..,13532,4109,17638,191,17829,..,250,26,278,0,278,..,284,10,294,0,297,..,803,36,840,6,845,..,1517,183,1695,6,1707,..,209,7,213,0,216,..,897,76,978,5,983,..,1428,45,1471,6,1482,..,237,23,259,7,268,..,999,61,1052,8,1065,..,2563,123,2684,19,2705,..,347,16,360,0,365,..,429,16,445,5,452,..,7106,369,7476,60,7533,..,1253,124,1377,13,1389,..,216,23,234,10,242,..,302,120,422,0,421,..,740,201,939,10,949,..,128,15,135,0,138,..,557,19,573,0,572,..,942,197,1130,14,1144,..,466,51,522,7,526,..,108,9,119,0,119,..,245,31,272,0,277,..,59,5,59,0,59,..,284,42,325,0,326,..,501,13,514,4,518,..,629,43,668,8,682,..,601,18,622,7,626,..,279,8,287,4,293,..,2013,82,2092,20,2115,..,644,81,725,10,734,..,1382
CED202,..,32,15,42,0,42,..,990,272,1255,16,1275,..,131,20,156,6,158,..,174,10,186,0,185,..,274,3,281,0,284,..,171,20,192,4,195,..,122,8,134,0,136,..,117,13,121,0,129,..,380,19,399,0,401,..,237,7,247,0,247,..,720,49,776,11,783,..,215,8,225,4,225,..,221,25,244,3,242,..,41,0,41,0,41,..,2052,127,2184,20,2205,..,283,14,297,0,301,..,176,22,197,0,198,..,28,4,29,0,29,..,62,9,69,0,69,..,57,3,62,0,62,..,438,32,472,7,475,..,65,9,79,0,77,..,81,0,81,0,82,..,63,3,63,0,65,..,77,13,93,3,94,..,23,0,26,0,26,..,108,18,134,0,134,..,232,4,240,5,238,..,79,0,78,0,79,..,245,10,251,0,251,..,87,3,88,0,88,..,637,18,651,4,659,..,275,20,293,10,298,..,144
CED203,..,14,0,17,0,17,..,630,249,882,10,889,..,56,13,63,0,63,..,167,5,175,4,179,..,210,9,217,4,218,..,218,31,247,7,252,..,79,4,80,0,80,..,65,9,73,0,73,..,220,8,234,3,235,..,123,5,129,0,133,..,452,26,481,8,495,..,187,17,203,0,211,..,127,4,134,0,134,..,48,0,49,0,49,..,1309,78,1384,15,1403,..,275,14,286,0,286,..,89,3,91,0,91,..,25,3,34,0,34,..,54,17,74,0,74,..,25,0,26,0,26,..,457,37,497,6,501,..,44,8,48,0,53,..,46,0,45,3,50,..,50,9,60,4,59,..,47,5,51,0,51,..,11,0,14,0,14,..,25,5,32,0,32,..,233,6,240,5,240,..,85,11,100,0,99,..,255,6,263,4,266,..,123,22,146,0,147,..,700,42,742,6,747,..,182,13,195,0,200,..,87
CED204,..,609,212,824,4,823,..,5716,2555,8267,73,8340,..,989,213,1201,16,1215,..,841,29,871,11,878,..,292,8,300,3,308,..,2767,511,3270,14,3285,..,612,27,635,9,639,..,653,39,693,10,702,..,2291,101,2395,15,2408,..,161,11,173,4,177,..,3401,290,3694,27,3714,..,5350,314,5670,40,5708,..,1671,175,1851,15,1870,..,471,23,500,3,502,..,14615,988,15598,117,15721,..,1843,317,2160,19,2181,..,125,13,137,0,138,..,929,390,1314,12,1328,..,521,158,676,12,689,..,334,61,397,0,397,..,1557,85,1644,12,1660,..,1275,383,1656,8,1666,..,972,197,1172,6,1179,..,243,30,273,0,276,..,465,91,558,0,558,..,832,85,919,6,927,..,2461,795,3259,30,3286,..,830,30,864,11,866,..,655,65,713,3,718,..,925,36,962,7,968,..,568,71,638,12,653,..,2983,197,3179,28,3204,..,1584,261,1845,18,1863,..,3184
CED205,..,98,34,135,0,136,..,1152,403,1554,25,1576,..,474,73,549,0,546,..,185,9,193,0,196,..,89,0,89,0,96,..,1774,288,2058,11,2072,..,587,43,628,9,635,..,575,41,614,9,622,..,3552,188,3743,37,3781,..,2575,441,3012,53,3059,..,10880,1200,12083,173,12259,..,3378,243,3618,22,3642,..,4872,321,5201,83,5280,..,410,15,425,12,430,..,26822,2495,29317,385,29704,..,3396,379,3781,14,3794,..,72,8,80,3,87,..,49,8,61,0,61,..,96,31,124,0,127,..,591,67,662,10,669,..,1272,73,1346,23,1367,..,494,146,643,6,650,..,224,28,254,0,255,..,241,38,280,0,280,..,89,15,97,0,97,..,1742,170,1916,20,1936,..,368,82,444,0,447,..,1048,30,1078,9,1090,..,269,27,296,7,306,..,1246,37,1285,14,1294,..,478,39,512,4,516,..,3043,130,3169,36,3211,..,859,158,1018,4,1021,..,842
CED206,..,43,5,49,0,49,..,1296,363,1659,19,1676,..,119,12,126,0,126,..,268,10,272,0,276,..,670,15,689,5,694,..,367,44,409,5,415,..,31,0,34,0,34,..,55,6,54,0,54,..,303,20,317,6,322,..,64,7,76,0,79,..,249,18,267,0,267,..,238,13,247,0,249,..,54,4,52,0,52,..,72,4,73,0,73,..,1059,68,1127,4,1134,..,1005,134,1139,11,1151,..,191,21,213,0,216,..,57,12,66,0,66,..,75,18,99,0,102,..,62,9,71,0,73,..,152,15,170,3,173,..,294,32,324,5,328,..,266,21,285,0,291,..,67,4,72,0,74,..,138,15,151,3,154,..,25,0,29,0,29,..,80,9,88,0,88,..,152,8,164,0,163,..,103,9,107,0,111,..,199,4,201,0,207,..,62,0,64,0,64,..,521,13,537,3,544,..,326,21,344,4,354,..,82
CED207,..,1176,347,1524,9,1530,..,33030,11582,44609,330,44936,..,294,51,339,5,345,..,532,12,543,4,545,..,465,12,480,0,480,..,5312,1077,6384,27,6411,..,779,24,802,0,802,..,1078,46,1126,5,1125,..,3587,96,3684,12,3697,..,349,14,369,3,366,..,1246,74,1317,8,1329,..,4829,166,4994,21,5015,..,791,22,813,9,820,..,1068,14,1086,0,1089,..,13726,462,14186,56,14250,..,1828,248,2076,16,2086,..,693,81,782,12,788,..,224,59,283,0,281,..,1580,473,2056,10,2066,..,138,22,161,0,161,..,762,15,773,6,776,..,1029,118,1141,9,1155,..,476,42,511,0,511,..,161,13,174,7,182,..,527,83,615,4,615,..,39,0,39,0,39,..,250,43,294,4,301,..,442,7,453,3,454,..,1323,72,1390,11,1405,..,495,9,508,4,509,..,341,18,364,9,368,..,2605,112,2714,26,2739,..,788,63,852,9,856,..,2724
CED208,..,174,66,240,3,244,..,4326,2408,6732,51,6786,..,390,64,452,4,454,..,543,18,563,9,574,..,540,16,555,7,565,..,6783,1942,8729,47,8770,..,289,21,314,3,317,..,241,14,257,3,258,..,1038,59,1097,7,1101,..,1034,33,1066,3,1073,..,719,49,766,6,775,..,495,22,518,7,525,..,659,46,705,14,716,..,167,10,179,0,179,..,4645,256,4901,42,4943,..,6549,1486,8030,63,8094,..,439,39,477,7,485,..,60,21,79,0,82,..,160,22,181,0,183,..,1620,363,1979,17,1997,..,229,16,246,8,248,..,328,60,381,0,382,..,184,14,200,0,200,..,328,31,359,3,360,..,108,10,122,0,121,..,63,14,76,0,76,..,288,67,349,3,353,..,312,6,316,0,320,..,276,27,302,4,306,..,405,14,420,5,422,..,183,15,196,0,196,..,1172,64,1235,7,1245,..,1410,121,1529,14,1542,..,433
CED209,..,14,6,19,0,19,..,869,216,1084,17,1099,..,194,26,222,3,225,..,285,12,295,3,300,..,395,3,398,3,405,..,423,65,490,7,501,..,87,11,97,4,94,..,119,8,132,0,128,..,331,7,342,5,343,..,130,8,146,3,149,..,694,70,770,6,773,..,228,11,231,0,237,..,183,8,193,0,196,..,70,0,70,0,69,..,1847,119,1963,24,1986,..,672,53,721,14,734,..,146,8,153,3,152,..,13,0,15,0,15,..,66,6,77,0,77,..,104,7,111,0,111,..,434,19,452,0,457,..,142,14,155,0,156,..,114,13,125,4,131,..,152,9,155,8,165,..,73,0,72,0,72,..,16,0,13,0,15,..,102,14,118,0,118,..,227,6,230,0,234,..,112,7,112,0,116,..,253,6,264,0,264,..,86,3,92,0,92,..,674,18,697,4,700,..,355,34,391,9,397,..,104
CED210,..,64,7,74,0,74,..,1376,317,1692,20,1711,..,1497,311,1809,10,1819,..,276,19,290,4,294,..,340,14,351,8,361,..,560,78,637,11,651,..,121,5,125,0,128,..,267,13,280,0,281,..,606,25,632,0,634,..,224,8,231,0,228,..,1268,93,1367,25,1382,..,286,19,299,3,302,..,428,40,467,3,477,..,94,0,91,0,91,..,3291,203,3495,38,3535,..,1318,200,1524,17,1535,..,161,13,173,4,177,..,44,20,68,0,68,..,114,20,135,0,135,..,827,187,1017,4,1023,..,292,25,319,0,318,..,255,63,321,5,322,..,280,40,324,0,323,..,152,21,174,0,177,..,223,39,263,0,268,..,29,9,34,6,36,..,590,148,741,6,752,..,442,14,461,0,461,..,159,8,165,4,167,..,519,5,525,4,531,..,148,7,157,6,157,..,1268,32,1303,16,1321,..,457,72,531,5,537,..,322
CED211,..,452,129,582,0,582,..,13430,4285,17720,187,17903,..,186,15,206,5,205,..,283,3,291,5,294,..,583,6,588,3,589,..,1410,172,1581,18,1599,..,219,9,227,0,233,..,546,41,584,3,588,..,1456,59,1514,11,1521,..,225,7,231,0,231,..,899,76,971,11,979,..,1084,57,1143,10,1149,..,406,18,420,6,426,..,298,11,306,0,306,..,5137,264,5395,41,5437,..,1086,118,1197,8,1200,..,311,31,339,3,344,..,182,87,267,0,272,..,639,181,822,9,835,..,101,4,109,0,109,..,404,22,427,7,434,..,1041,171,1211,9,1216,..,289,40,330,3,333,..,102,0,105,0,113,..,227,29,253,0,257,..,20,0,26,6,26,..,165,40,205,0,203,..,302,6,313,3,309,..,434,28,468,0,474,..,422,7,431,3,435,..,147,13,162,0,162,..,1315,58,1371,10,1379,..,704,73,777,7,789,..,549
CED212,..,53,24,77,0,74,..,1451,554,2005,13,2020,..,260,27,291,0,293,..,396,13,409,6,417,..,503,15,517,9,528,..,1190,162,1354,20,1371,..,44,0,47,0,44,..,71,7,77,0,81,..,423,30,451,6,452,..,84,11,91,0,92,..,339,28,369,11,382,..,247,20,265,7,268,..,81,0,80,0,84,..,64,4,72,0,72,..,1357,101,1453,21,1476,..,742,58,799,4,802,..,150,14,156,0,162,..,109,36,144,0,144,..,109,31,135,0,135,..,53,9,65,0,64,..,522,35,553,7,561,..,139,15,152,0,156,..,361,41,399,4,402,..,151,18,167,0,169,..,606,121,731,5,733,..,179,8,186,0,186,..,266,32,298,0,299,..,403,18,417,8,426,..,152,6,164,0,167,..,472,12,487,4,490,..,131,3,131,0,131,..,1159,41,1197,14,1208,..,654,75,731,11,741,..,318
CED213,..,10,3,13,0,13,..,370,116,481,12,494,..,240,21,262,4,268,..,280,16,299,10,304,..,486,10,494,4,497,..,1014,182,1189,28,1219,..,8,0,8,0,8,..,0,0,0,0,0,..,62,4,65,0,65,..,29,0,29,0,27,..,104,0,101,0,104,..,34,0,37,0,37,..,0,0,0,0,0,..,9,0,12,0,12,..,253,7,259,0,262,..,1279,116,1395,15,1411,..,121,7,123,0,123,..,27,6,35,0,35,..,20,0,21,0,21,..,107,6,115,5,116,..,68,3,69,0,69,..,37,0,43,0,43,..,139,13,149,0,149,..,52,0,53,0,58,..,111,7,122,0,123,..,12,4,14,0,14,..,96,16,106,0,106,..,138,0,139,3,140,..,78,0,83,0,83,..,167,10,175,0,175,..,34,0,34,0,34,..,421,10,432,3,433,..,357,24,382,0,382,..,20
CED214,..,590,239,827,0,833,..,6286,2946,9231,68,9301,..,1262,357,1615,8,1624,..,314,18,329,9,338,..,352,10,363,12,369,..,2594,835,3424,17,3447,..,704,68,779,5,784,..,361,23,391,5,394,..,1237,80,1316,9,1328,..,1428,60,1486,7,1493,..,2344,202,2547,30,2581,..,416,21,442,0,443,..,1400,112,1513,22,1539,..,165,14,180,5,181,..,8058,584,8647,87,8737,..,1926,406,2330,18,2352,..,291,26,325,4,330,..,70,14,91,0,91,..,230,57,284,7,289,..,1542,562,2101,13,2120,..,193,11,198,3,201,..,285,98,376,0,380,..,643,124,772,3,777,..,329,54,379,0,380,..,168,20,186,5,191,..,720,70,794,7,799,..,817,266,1085,8,1093,..,1174,46,1228,15,1240,..,370,41,408,9,420,..,1873,63,1933,14,1947,..,296,24,321,0,325,..,3721,172,3896,39,3934,..,2191,389,2580,27,2613,..,629
CED215,..,270,76,348,0,347,..,7473,2711,10184,110,10289,..,823,130,956,3,954,..,562,31,593,9,598,..,461,10,466,5,473,..,2610,524,3137,11,3142,..,1143,66,1212,21,1233,..,2514,182,2699,27,2726,..,6148,294,6441,61,6505,..,644,47,691,12,709,..,6091,508,6599,100,6697,..,841,49,891,13,899,..,2754,184,2940,59,3002,..,1028,44,1070,20,1089,..,21180,1381,22558,310,22864,..,2094,336,2429,13,2444,..,335,37,371,5,375,..,203,61,259,0,262,..,555,165,716,8,730,..,1368,273,1641,9,1652,..,797,44,839,7,848,..,542,64,605,13,617,..,473,63,538,0,541,..,497,43,543,9,552,..,353,48,396,0,400,..,731,49,783,10,790,..,803,158,963,0,967,..,1238,37,1277,9,1288,..,1269,119,1383,30,1412,..,1542,47,1590,10,1597,..,459,36,489,5,498,..,4506,225,4739,57,4791,..,1513,191,1706,16,1714,..,1643
CED216,..,29,3,30,0,30,..,503,171,672,8,674,..,72,7,81,0,84,..,134,7,138,0,140,..,295,6,296,7,305,..,302,50,354,6,359,..,53,3,56,0,56,..,41,7,45,0,45,..,145,5,152,0,155,..,68,5,75,0,75,..,297,25,319,7,327,..,156,4,158,0,158,..,123,10,128,0,129,..,35,0,35,0,33,..,912,65,977,10,990,..,714,105,818,3,823,..,39,18,55,0,60,..,25,17,44,0,44,..,33,4,36,0,36,..,15,0,15,0,15,..,270,15,281,0,281,..,20,0,20,0,20,..,124,14,141,0,142,..,27,6,28,0,28,..,52,5,56,0,56,..,16,0,16,0,16,..,32,11,41,0,41,..,313,16,327,0,331,..,66,10,76,3,83,..,351,12,362,3,363,..,147,24,169,0,171,..,878,60,941,7,947,..,193,21,218,0,223,..,116
CED217,..,132,45,178,0,179,..,5566,1696,7261,49,7312,..,238,19,260,0,260,..,914,34,951,11,963,..,837,23,860,6,870,..,3093,451,3543,12,3552,..,101,0,100,0,100,..,300,14,314,4,320,..,945,27,970,7,977,..,204,5,204,0,207,..,259,5,264,4,270,..,202,0,204,0,200,..,97,0,101,0,97,..,173,5,173,0,173,..,2273,62,2330,15,2346,..,1471,123,1596,12,1609,..,671,135,809,8,815,..,47,11,59,0,59,..,285,54,337,0,341,..,126,7,136,3,136,..,127,0,129,0,131,..,236,26,265,3,267,..,647,56,707,0,709,..,349,19,375,3,383,..,2680,432,3114,14,3130,..,16,0,16,3,15,..,356,25,380,4,384,..,150,0,151,0,156,..,276,11,288,0,290,..,180,4,188,0,186,..,94,0,93,4,97,..,699,23,723,6,732,..,1092,60,1152,17,1170,..,325
CED218,..,956,379,1337,9,1342,..,3913,1525,5439,34,5475,..,2229,346,2575,20,2597,..,231,8,240,0,239,..,165,8,178,0,176,..,2920,370,3295,13,3306,..,420,30,447,0,450,..,492,32,521,0,527,..,2976,149,3125,15,3138,..,329,24,352,10,357,..,6736,651,7391,79,7470,..,1496,93,1586,7,1593,..,1869,160,2026,21,2049,..,443,19,458,4,462,..,14756,1147,15906,143,16048,..,2880,328,3209,17,3222,..,152,11,161,0,159,..,65,14,74,0,74,..,163,30,189,0,189,..,3877,822,4699,36,4737,..,731,45,783,8,788,..,347,57,403,0,405,..,659,103,764,5,764,..,262,61,325,0,326,..,144,14,160,0,160,..,872,88,961,13,972,..,1203,242,1447,12,1455,..,2402,56,2457,19,2472,..,305,38,342,4,348,..,3460,109,3568,26,3595,..,417,52,465,6,468,..,6578,259,6839,44,6886,..,2190,366,2554,19,2575,..,1157
CED219,..,103,28,129,0,129,..,875,268,1143,9,1153,..,659,81,739,4,743,..,171,9,182,0,182,..,245,9,249,4,250,..,807,99,909,8,912,..,693,83,780,12,789,..,209,22,232,4,236,..,1515,85,1595,25,1625,..,233,83,309,3,315,..,5361,649,6010,100,6111,..,595,35,630,0,636,..,1154,117,1269,17,1290,..,162,4,165,3,170,..,9926,1071,10995,164,11158,..,1158,97,1252,15,1264,..,107,6,110,0,110,..,31,13,43,0,43,..,115,24,141,3,145,..,637,90,730,5,729,..,346,21,372,4,373,..,82,17,103,0,103,..,260,41,298,0,298,..,189,17,202,7,212,..,103,7,106,4,113,..,1050,104,1160,15,1175,..,451,82,533,7,541,..,883,30,911,5,918,..,184,11,194,3,194,..,1124,23,1147,7,1153,..,254,12,262,0,260,..,2446,74,2520,16,2536,..,924,123,1045,11,1055,..,447
CED220,..,354,66,423,0,429,..,9067,1853,10924,86,11013,..,161,16,178,0,177,..,984,18,1001,16,1013,..,543,8,552,7,554,..,4177,992,5175,20,5192,..,236,13,245,0,246,..,836,54,883,7,887,..,1345,37,1379,8,1393,..,417,7,427,0,428,..,298,14,313,0,310,..,526,12,534,3,534,..,201,8,204,5,212,..,360,8,369,4,369,..,4215,143,4356,29,4390,..,1274,83,1358,15,1373,..,605,94,699,9,710,..,75,9,85,0,85,..,439,87,531,4,535,..,83,7,93,0,93,..,236,3,239,5,239,..,389,31,420,4,425,..,375,35,412,7,421,..,320,14,328,3,329,..,1123,413,1537,24,1565,..,8,0,10,0,10,..,279,25,309,7,308,..,274,10,281,0,281,..,577,44,621,8,626,..,331,4,338,0,339,..,173,6,182,0,182,..,1360,60,1422,9,1429,..,1485,89,1573,16,1586,..,602
CED221,..,305,89,394,5,401,..,2504,1037,3537,26,3559,..,275,46,320,3,320,..,884,28,909,12,920,..,194,4,193,9,200,..,926,120,1045,4,1053,..,478,20,499,3,507,..,1604,173,1776,20,1792,..,3567,197,3767,40,3800,..,524,77,595,13,606,..,10109,1084,11188,139,11325,..,5349,331,5672,74,5746,..,1341,169,1505,19,1521,..,726,44,768,3,769,..,23690,2079,25768,304,26074,..,683,81,765,4,765,..,117,16,131,3,137,..,1443,713,2160,14,2172,..,191,56,246,0,246,..,130,21,154,0,154,..,2832,214,3039,43,3086,..,714,195,914,7,922,..,329,76,406,0,402,..,198,24,220,0,222,..,308,49,352,4,356,..,1879,218,2098,26,2120,..,693,162,852,11,863,..,1573,58,1630,9,1640,..,402,46,447,4,448,..,1997,57,2060,10,2069,..,569,39,605,3,608,..,4544,200,4743,29,4770,..,1368,221,1587,10,1606,..,2826
CED222,..,1093,566,1655,11,1660,..,14088,6124,20217,170,20390,..,456,96,550,5,560,..,812,40,848,16,864,..,353,9,361,9,368,..,8999,2592,11591,101,11690,..,888,38,929,5,935,..,1680,106,1785,14,1797,..,3250,147,3398,22,3419,..,744,37,784,5,793,..,4293,316,4607,43,4652,..,2924,168,3087,32,3113,..,1188,86,1273,19,1291,..,553,13,567,4,575,..,15514,913,16431,150,16574,..,2521,613,3138,33,3166,..,645,84,728,8,742,..,5026,3319,8345,52,8401,..,1048,372,1416,12,1432,..,173,28,198,0,198,..,929,38,967,9,971,..,424,74,492,4,498,..,592,122,717,6,721,..,259,29,285,0,285,..,1669,339,2008,10,2018,..,228,30,257,0,260,..,668,189,860,6,860,..,978,27,999,9,1009,..,1047,195,1242,21,1263,..,1162,31,1196,7,1202,..,1380,542,1917,15,1937,..,4558,794,5353,56,5405,..,1278,244,1524,12,1537,..,1759
CED223,..,24,4,32,0,32,..,438,133,575,5,581,..,144,29,171,6,173,..,210,9,227,4,227,..,422,9,428,6,430,..,150,12,159,3,166,..,50,3,48,0,48,..,75,7,82,0,82,..,160,11,164,0,164,..,279,75,357,9,360,..,327,40,363,8,375,..,116,4,127,0,125,..,83,6,86,0,86,..,24,0,27,0,27,..,1109,145,1256,15,1271,..,872,116,989,20,1003,..,83,7,89,0,89,..,35,12,46,0,46,..,39,7,41,0,41,..,21,5,31,0,34,..,172,17,188,3,193,..,31,0,36,0,36,..,55,10,63,0,63,..,49,7,49,0,53,..,62,0,58,0,58,..,24,0,24,0,24,..,77,10,86,0,86,..,251,11,266,5,270,..,46,6,53,0,52,..,238,3,244,0,244,..,62,11,75,0,75,..,603,33,632,3,641,..,185,15,201,0,203,..,66
