CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED233,4,17,142,362,53,16,14,4,0,612,0,6,51,274,45,21,26,3,0,427,4,0,99,297,49,21,20,6,4,498,5,10,71,408,20,23,7,0,0,545,6,8,120,548,28,10,3,7,0,727,0,5,7,165,41,41,14,15,0,287,24,64,135,553,125,70,28,20,0,1022,7,55,372,544,270,297,198,70,23,1839,0,0,3,49,15,3,9,8,4,86,0,0,23,48,10,12,0,4,0,95,34,137,572,2960,472,330,211,149,34,4891,185,324,1096,3327,678,561,352,166,72,6752,3252,4892,16371,49750,9062,7144,4835,2358,751,98410,3,3,12,25,7,0,5,0,0,55,2745,3687,8686,20478,4722,3835,2828,1236,455,48668,0,5,33,71,5,7,0,0,0,115,0,0,0,36,12,9,11,4,0,75,0,3,42,297,16,4,4,0,0,365,0,0,45,42,10,15,5,0,0,122,3,12,34,304,35,22,8,5,0,427
CED234,8,51,67,163,84,74,65,27,5,551,0,40,86,153,121,110,69,32,9,606,0,20,60,263,94,88,85,37,23,664,0,33,37,266,68,42,49,23,0,516,3,8,12,48,10,6,5,0,0,92,0,4,5,19,26,37,16,9,3,120,4,55,58,70,54,34,17,8,3,299,0,15,33,163,202,230,121,45,12,832,0,0,4,14,5,21,8,10,0,55,0,0,4,36,19,23,4,4,0,85,13,147,137,519,271,329,293,253,145,2113,92,230,280,686,324,268,263,252,166,2561,4056,10500,11033,21268,11196,10045,7694,5658,2391,83846,0,0,0,8,6,3,3,0,0,21,3689,7904,7071,8725,6382,5198,3590,3153,1507,47211,0,4,8,26,13,7,4,0,0,54,0,0,0,5,7,12,7,10,0,40,0,0,3,31,12,10,4,0,0,56,0,0,6,47,37,36,21,15,7,172,0,10,9,49,31,13,9,3,0,131
CED235,0,0,4,10,0,3,7,0,0,23,0,9,17,60,39,42,36,18,4,219,0,3,9,66,14,18,22,13,0,148,0,0,4,49,0,0,0,0,0,59,0,23,13,18,0,0,0,0,0,53,0,0,0,0,5,0,3,0,0,19,0,15,19,27,18,27,47,10,0,166,0,3,3,37,12,8,5,4,0,72,0,0,6,12,8,21,26,17,4,86,0,0,3,16,9,8,9,0,0,41,4,14,27,176,96,150,214,158,47,882,208,545,388,1060,650,779,782,493,187,5090,3894,9007,7146,14995,8496,10239,10509,5567,1618,71468,0,0,0,0,0,0,0,0,0,0,3520,7633,6198,13186,7403,8587,7798,3802,1596,59721,0,0,0,5,0,0,0,0,0,4,0,0,0,8,3,8,4,5,0,24,0,0,0,9,0,4,3,0,0,19,3,0,4,15,4,4,0,0,0,33,0,3,4,27,15,21,17,5,0,88
CED236,0,0,0,9,11,0,0,0,0,14,0,12,20,41,19,16,9,3,5,126,4,15,8,83,21,12,6,6,0,153,0,0,4,53,0,0,0,0,0,59,3,10,15,39,13,3,4,5,0,88,0,0,3,33,36,40,15,16,0,145,4,13,8,28,10,15,14,3,0,89,0,9,0,37,20,5,3,0,0,70,0,4,5,6,7,9,14,9,0,44,0,0,5,12,13,7,0,0,0,32,17,108,113,325,126,146,120,92,30,1078,266,707,649,1388,812,888,871,589,236,6400,4467,10260,9228,17547,9868,10768,9871,5707,1784,79509,0,22,79,126,56,22,3,0,0,312,3844,8453,7018,13348,8125,8881,7684,4418,1977,63748,0,3,0,12,5,0,3,0,0,21,0,0,0,4,0,0,0,0,5,9,0,3,0,11,0,3,0,0,0,23,0,0,4,12,3,0,5,0,0,25,5,6,5,31,13,8,8,0,0,74
CED237,3,25,25,48,19,21,12,0,0,163,6,12,22,54,37,30,10,0,0,170,3,45,154,665,280,212,144,51,11,1558,4,0,0,31,8,10,0,0,0,55,4,10,20,54,10,3,3,0,0,97,0,3,7,87,94,103,64,32,4,399,9,15,25,45,18,11,7,0,0,139,5,43,81,440,340,362,210,42,18,1549,0,0,0,8,7,8,5,0,0,27,0,6,17,52,25,8,0,0,0,105,32,238,303,1229,579,517,405,186,64,3553,192,424,489,1157,444,346,259,257,127,3697,5818,11490,10953,26576,10304,8739,6427,3422,1160,84897,0,15,11,64,26,14,8,0,0,137,5073,8950,7070,12007,5607,4044,2133,997,401,46275,0,12,3,111,19,0,3,0,0,159,0,0,0,63,50,47,30,15,5,210,0,0,6,41,10,9,7,0,0,74,0,5,11,57,25,44,18,6,0,169,0,7,5,27,12,9,3,0,0,59
CED238,0,0,0,0,4,0,3,0,0,15,0,20,14,50,43,19,14,3,0,171,0,6,8,66,10,8,11,0,0,118,0,0,9,113,0,0,0,0,0,127,3,12,11,22,3,0,0,0,0,59,0,0,0,10,5,4,5,0,0,19,3,4,9,27,22,25,31,14,0,139,7,9,9,56,10,3,0,0,0,93,0,0,0,11,7,6,15,7,4,47,0,0,3,16,9,5,5,0,0,44,0,21,31,262,91,88,104,67,25,691,234,574,509,1130,742,807,826,487,199,5502,3960,9351,8199,16695,9679,11192,10653,5409,1708,76844,0,0,5,8,0,0,0,0,0,9,3515,7889,6669,13497,8447,9688,8611,4709,2266,65291,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,0,19,0,0,0,6,6,0,0,0,0,14,0,4,6,39,14,26,10,7,3,99
CED239,4,15,11,78,26,7,5,0,0,148,0,0,18,123,33,7,9,7,0,203,5,20,38,224,58,74,25,18,0,466,0,0,4,62,4,0,5,3,0,70,0,18,22,68,5,0,0,0,0,115,0,27,12,267,201,243,95,60,12,928,12,34,24,226,67,27,20,8,6,427,0,26,25,147,104,92,65,12,6,481,0,0,3,26,5,9,0,3,0,49,0,0,3,28,5,6,0,0,0,43,19,140,137,1245,314,249,210,165,73,2547,170,283,372,1293,397,298,232,200,136,3371,4604,7815,9182,29963,9371,7099,4524,2957,1711,77216,0,6,11,21,0,3,0,0,0,43,4135,6503,6868,18157,6370,4549,2210,994,866,50655,0,19,22,152,28,15,12,0,0,248,0,0,0,28,7,15,6,6,5,77,0,7,7,136,19,7,3,0,0,176,0,0,0,10,6,0,3,0,0,21,3,11,6,156,40,6,8,5,0,235
CED294,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,17,0,0,0,7,0,3,0,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,8,3,3,0,0,0,12,3,6,4,11,4,0,0,0,0,25,0,0,0,3,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,7,47,21,6,14,0,0,116,82,152,196,811,414,269,123,20,10,2079,222,370,575,1944,912,644,392,90,15,5170,0,0,0,0,0,0,0,0,0,3,115,187,298,689,232,260,124,26,10,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,0,0,24,0,0,0,17,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,0,10,3,24,13,9,4,0,0,65,0,27,67,181,102,72,36,14,5,507,3,11,9,71,25,13,5,0,0,135,0,0,5,31,0,0,4,0,0,44,0,9,14,22,3,3,3,0,0,61,0,0,0,14,0,0,0,0,0,16,8,20,28,63,53,43,25,13,0,253,0,7,7,71,40,33,19,5,0,185,0,0,7,11,25,19,10,11,5,89,0,3,18,59,32,20,4,0,0,133,16,148,257,732,258,214,158,80,17,1872,324,750,767,1607,638,594,442,260,102,5481,6813,14789,12406,26214,11277,10192,7534,3769,991,93989,0,0,9,16,6,5,0,0,0,36,6005,12239,9817,19681,8597,7703,5784,3036,1158,74018,0,0,0,58,0,7,3,0,0,65,0,0,0,11,5,0,0,0,0,19,0,5,8,48,12,3,0,0,0,79,0,0,4,5,3,0,0,0,0,12,0,7,9,39,14,15,8,5,0,103
CED302,0,19,31,60,43,22,11,0,0,201,4,115,164,398,256,154,59,27,3,1184,0,29,80,163,122,77,45,16,0,542,5,49,40,269,66,34,39,7,0,514,0,16,30,44,12,6,0,0,0,116,0,0,4,13,16,7,0,4,0,47,7,35,47,104,48,51,31,11,3,333,0,21,32,92,102,91,56,9,4,408,0,0,8,22,23,14,7,8,0,99,0,0,8,50,34,25,18,4,0,128,11,130,186,637,348,332,233,144,30,2053,116,253,315,805,372,286,234,181,94,2659,4877,11305,10417,21519,11171,8766,6468,3659,1254,79425,0,0,6,39,16,8,0,0,0,69,4349,9201,7217,12702,7074,5799,4605,2929,1419,55289,0,3,7,36,9,9,0,0,0,64,0,0,3,55,18,35,22,4,6,140,0,0,14,114,19,8,4,4,0,166,0,0,0,12,9,8,0,0,0,27,8,24,27,91,38,16,18,4,3,241
CED303,0,5,3,9,15,19,4,3,0,56,5,94,201,404,299,229,111,48,11,1406,0,4,10,23,15,21,17,11,0,108,3,5,5,25,11,11,7,3,0,70,4,14,16,17,3,3,0,0,0,63,0,0,0,11,3,7,0,0,0,21,5,23,30,45,49,45,48,16,0,272,0,10,9,13,20,8,10,4,0,76,0,10,17,36,33,26,32,11,0,160,0,0,3,41,42,55,28,8,0,181,7,65,82,295,227,246,279,168,70,1440,95,323,276,595,395,404,392,249,110,2839,4193,10499,9666,17127,10332,10419,9086,4929,1478,77727,0,0,0,5,3,0,0,0,0,13,3815,8740,7038,13269,7525,7585,6617,3518,1463,59582,0,0,0,4,0,5,0,0,0,9,0,0,0,7,13,6,7,0,0,38,0,0,3,33,12,5,0,0,0,59,0,0,3,11,5,0,3,0,0,17,0,8,14,58,22,36,30,11,6,176
CED304,11,43,64,139,21,11,10,3,0,303,3,23,117,441,151,66,45,19,3,858,4,11,27,141,29,35,16,0,7,266,6,18,38,184,40,15,9,4,0,314,4,21,72,206,19,4,3,0,0,332,0,3,3,57,10,14,3,0,0,88,27,69,79,291,86,72,44,19,0,694,3,26,90,123,66,37,20,4,5,373,0,0,10,42,34,28,16,3,0,138,0,0,25,97,33,15,9,0,0,186,40,180,372,2265,388,238,150,86,27,3742,126,232,551,2201,632,465,301,177,92,4773,3874,7767,13288,36218,11928,8867,5594,2679,805,91020,0,0,4,15,5,0,0,0,0,18,3442,6438,10463,19454,7970,5956,3894,2028,979,60621,0,11,9,60,3,0,0,0,0,82,0,0,0,29,6,6,0,0,5,53,3,10,79,733,38,14,7,0,0,883,0,0,3,17,5,0,5,0,0,37,8,26,41,275,64,57,18,8,0,495
CED305,0,0,3,8,3,6,3,0,0,29,6,38,44,168,109,61,19,8,3,454,7,10,11,90,40,4,0,0,0,167,0,3,3,11,0,0,0,0,0,21,3,13,8,14,6,0,0,0,0,49,0,0,0,0,4,0,0,0,0,6,0,11,13,41,13,21,27,8,0,133,0,16,47,62,45,9,8,0,0,176,0,0,4,9,5,15,18,4,0,55,0,3,14,37,30,20,12,0,6,119,4,22,34,175,63,82,78,52,10,527,304,749,1076,3431,1623,1367,708,329,132,9718,5038,11337,9930,21844,10665,10509,7647,3692,1125,81784,0,3,6,11,5,0,0,0,0,21,4298,9521,7697,16023,7766,7953,5698,3250,1343,63557,0,0,3,37,11,0,0,0,0,61,0,0,0,3,0,0,0,0,0,0,0,7,22,43,22,4,0,0,0,92,0,3,0,4,0,0,0,0,0,3,3,3,7,43,20,19,18,0,3,122
CED306,0,0,0,9,13,5,6,0,0,41,7,60,113,278,166,117,44,10,3,794,3,13,10,60,21,11,7,6,0,130,0,0,4,47,0,0,0,0,0,55,0,12,29,29,3,0,0,0,0,81,0,0,0,3,4,10,0,0,0,17,4,11,17,52,17,18,26,11,0,147,0,3,15,40,27,20,13,0,0,107,0,0,0,24,8,12,13,8,3,71,0,12,25,63,37,55,27,3,0,220,14,75,124,478,125,158,140,74,21,1209,261,686,819,2444,1250,1186,725,378,148,7900,4604,10904,9945,21274,11038,11001,8111,3993,1116,81985,0,0,0,0,0,0,0,0,0,0,3889,8920,7743,15142,8029,7930,5829,3098,1333,61908,0,3,3,24,3,0,0,0,0,28,0,0,0,4,0,4,4,0,0,7,0,6,8,36,10,4,0,0,0,52,0,0,3,8,0,0,0,0,0,15,0,12,13,99,14,26,14,9,3,191
CED307,0,4,7,17,16,12,0,0,0,66,9,106,157,386,303,178,81,33,7,1253,0,4,9,37,27,24,29,10,4,140,0,3,3,22,3,3,0,3,0,47,0,5,41,42,5,0,0,0,0,100,0,0,0,4,5,3,0,0,0,13,5,27,41,72,51,35,28,16,4,281,0,0,5,14,19,11,8,0,0,60,0,9,8,26,35,29,18,6,4,130,0,4,21,44,50,31,23,0,0,179,7,84,101,422,247,219,161,96,27,1355,132,297,309,745,377,282,216,120,48,2533,4901,11996,10475,20007,11415,9173,6831,3352,759,78905,0,0,0,15,0,0,0,0,0,16,4237,9983,8095,15326,8433,6734,5392,2582,878,61668,0,0,0,5,0,0,0,0,0,12,0,0,0,8,4,3,0,0,0,20,0,6,7,66,25,3,0,0,0,102,0,0,0,5,4,4,0,0,0,11,0,7,12,70,45,27,15,5,3,182
CED308,0,14,11,42,23,29,21,9,0,149,12,83,176,442,302,244,146,49,13,1464,0,8,12,45,24,21,16,6,7,135,3,15,19,80,14,14,12,5,0,162,4,26,44,60,12,3,4,0,0,158,0,3,3,29,30,29,8,10,5,121,4,48,44,94,52,70,56,27,4,396,0,11,38,73,44,13,10,7,0,190,0,5,11,30,30,27,38,18,7,172,0,3,17,75,40,36,24,3,0,194,16,143,229,753,417,402,375,247,60,2642,296,690,649,1586,716,498,473,339,95,5354,5815,12802,11905,24767,12294,10781,9132,5513,1404,94416,0,0,5,27,6,6,0,0,0,52,5152,9902,8404,15020,7437,6419,6050,3265,1203,62861,3,3,7,58,24,4,5,3,0,106,0,5,3,67,59,48,22,15,0,222,0,4,10,159,14,9,13,4,0,206,0,0,0,21,4,9,0,0,0,30,0,14,14,110,35,31,28,13,0,261
CED309,0,19,9,8,14,8,6,3,4,74,4,95,104,337,221,170,118,41,10,1095,0,3,4,29,13,13,12,4,0,79,0,7,0,20,0,6,0,0,0,36,0,25,15,33,16,9,3,0,0,105,0,0,0,9,0,4,5,0,0,20,11,47,54,112,67,67,65,24,10,454,0,8,12,31,10,9,3,0,0,66,0,10,5,45,33,29,33,23,9,184,0,4,8,54,55,68,27,9,0,227,17,83,67,384,226,241,211,144,54,1434,153,434,399,1173,629,499,487,332,154,4251,4368,10929,8808,18930,11063,10503,9755,5407,1766,81533,0,0,0,0,0,0,0,0,0,9,3866,9083,7259,14450,8458,8479,7385,4098,1722,64792,0,0,0,7,0,0,0,0,0,10,0,0,0,9,0,3,0,0,0,12,0,10,10,208,22,11,5,0,0,270,0,4,0,8,0,0,0,0,0,20,8,30,20,181,61,48,45,12,7,418
CED310,0,17,6,17,16,6,5,0,0,71,4,60,95,255,200,129,104,34,12,890,0,5,3,24,10,12,12,6,3,72,0,7,6,32,7,0,0,0,0,58,3,11,13,20,9,0,0,0,0,60,0,0,4,11,9,8,0,0,0,30,11,27,45,101,56,60,67,32,7,404,0,16,6,45,11,0,0,0,0,87,0,3,13,34,27,26,22,24,7,154,0,0,10,44,40,28,24,16,0,172,11,78,87,330,187,185,228,165,65,1332,162,475,449,1156,639,596,522,365,183,4534,4359,10838,9726,19085,10726,10397,9632,5937,1954,82661,0,0,0,0,0,0,0,0,0,0,3836,8993,8075,14952,8355,8471,7630,4481,1761,66562,0,0,0,8,0,0,0,0,0,6,0,0,0,3,3,6,0,5,0,15,0,5,10,154,16,8,5,0,0,201,0,3,0,4,0,0,0,0,0,7,10,32,29,147,65,51,32,19,3,391
CED311,0,5,0,7,6,0,0,0,0,23,9,62,82,188,151,100,22,10,6,637,0,8,13,34,13,5,3,0,0,76,0,7,0,10,0,0,0,0,0,14,0,16,14,36,3,0,0,0,0,69,0,0,0,3,3,0,0,0,0,11,0,18,17,32,24,31,27,11,0,168,0,3,5,23,13,8,0,0,0,54,0,0,0,9,12,14,13,9,3,61,0,0,14,36,40,18,8,5,0,124,9,27,69,318,130,111,116,77,16,874,328,857,854,2284,1252,1334,888,441,118,8358,4950,11777,9241,19392,10772,11457,8534,3902,894,80918,0,0,0,0,0,0,0,0,0,0,4507,10042,7279,15357,8013,8035,5475,2689,849,62257,0,0,0,13,0,8,0,0,0,21,0,0,0,0,4,0,0,0,0,7,0,4,3,15,6,0,0,0,0,30,0,3,0,16,5,0,0,0,0,33,0,11,9,55,13,19,8,0,0,111
CED312,0,3,11,29,23,14,18,3,0,99,5,62,90,332,175,136,70,49,8,927,0,7,20,75,28,24,20,15,0,199,6,11,11,89,26,18,26,12,5,203,0,13,22,90,12,5,4,0,0,148,0,5,6,50,29,18,3,0,0,108,5,31,26,85,43,53,24,7,0,268,0,11,39,75,54,37,21,7,6,239,0,0,0,22,22,21,20,19,6,119,0,0,16,60,38,31,24,9,0,184,24,128,269,836,413,439,343,169,54,2670,414,975,773,1762,712,497,342,231,76,5789,6937,14575,12828,26773,11630,9498,7399,3893,1019,94551,5,38,83,191,49,10,10,0,0,395,6266,11914,9366,17118,7239,5810,4852,2445,811,65822,0,5,5,17,7,0,3,0,0,26,0,0,3,54,9,25,9,4,0,108,0,0,13,65,13,7,0,0,0,104,0,5,15,75,67,37,21,16,3,231,0,11,13,72,23,11,15,0,0,157
CED313,8,39,46,132,32,13,4,5,0,277,0,30,96,454,152,84,28,8,0,863,6,21,48,166,63,36,18,9,6,369,7,16,61,233,30,16,9,11,0,376,0,21,36,117,21,4,5,0,0,204,0,3,4,52,21,14,3,0,0,105,10,59,73,245,69,56,29,15,0,559,4,42,80,150,127,79,55,19,9,562,0,0,14,50,17,20,13,7,0,125,0,0,13,82,26,21,12,0,0,163,31,158,270,1778,418,280,181,132,49,3300,136,278,573,1711,548,424,306,181,76,4245,4469,9172,12777,32101,11453,8280,5163,2460,941,86810,0,0,7,32,16,8,5,5,0,67,3855,7375,9783,18648,7784,5660,3639,1896,1046,59676,0,14,11,44,15,3,3,0,0,88,0,3,0,53,37,32,19,12,0,165,0,17,31,442,51,7,5,3,0,561,0,0,4,10,0,0,0,0,0,29,10,24,45,260,52,26,14,0,7,431
CED314,7,7,13,57,28,14,5,0,0,131,0,25,89,164,101,85,40,26,6,536,0,24,16,105,45,11,3,0,0,209,0,5,0,56,7,8,7,0,0,93,0,3,13,14,7,0,0,0,0,43,9,5,0,6,4,5,3,0,0,31,6,11,26,56,31,27,32,14,6,202,0,4,7,30,15,3,0,0,3,57,0,0,6,6,4,11,9,7,3,47,0,9,27,58,62,55,32,9,0,250,18,194,216,467,188,131,91,53,22,1372,196,426,545,1130,548,509,430,275,125,4183,4865,11372,10552,19292,9171,8788,7614,4523,1488,77671,0,4,21,31,14,3,4,0,0,75,4469,9584,8370,15546,8051,7896,7015,4378,2019,67326,0,3,4,41,5,4,0,0,0,57,0,0,0,0,0,5,0,0,0,8,0,8,25,82,33,0,0,3,0,146,0,3,0,10,0,0,0,0,0,12,3,12,11,52,18,21,12,8,0,144
CED315,0,0,5,15,12,3,10,0,0,53,3,19,69,133,72,62,31,4,3,394,0,3,26,63,13,15,6,0,0,132,0,4,0,11,0,0,0,0,0,22,3,14,34,27,6,5,3,0,0,93,0,0,3,5,3,3,0,0,0,13,4,12,22,85,26,25,29,5,0,213,3,10,19,46,25,8,11,0,0,123,0,0,0,20,9,13,16,8,0,67,0,8,9,51,26,20,9,6,0,131,28,166,223,442,187,185,149,96,27,1495,289,716,1390,2224,901,707,425,228,76,6957,5214,11459,12277,22414,10089,9148,6724,3167,815,81309,0,0,0,5,0,0,0,0,0,6,4360,9630,9747,17545,7943,7114,5165,2719,1070,65295,0,0,7,15,6,0,0,0,0,31,0,0,0,5,0,0,0,0,0,4,0,3,3,43,6,0,5,0,0,61,0,3,5,12,4,0,0,0,0,30,0,4,12,88,25,30,16,8,0,180
CED316,0,4,4,18,10,0,4,0,0,37,3,30,43,95,80,90,51,25,7,429,4,16,5,34,15,16,13,5,0,108,0,7,4,61,0,0,0,0,0,78,0,12,20,52,9,3,0,0,0,99,0,3,0,9,10,9,0,3,0,31,4,7,19,52,22,29,45,20,8,201,0,13,8,26,22,15,6,0,0,89,0,3,4,6,10,19,18,24,6,89,0,3,10,17,22,19,14,5,0,88,17,48,38,229,115,137,209,188,52,1032,171,476,425,1006,651,751,774,554,188,4983,3516,9405,7757,14323,8690,10573,12084,7449,1947,75739,0,0,0,0,0,0,0,0,0,0,3098,8039,6574,12290,7502,9009,9340,5301,1962,63123,0,3,4,7,3,0,0,0,0,22,0,0,0,0,0,3,0,0,0,3,0,4,0,12,6,4,3,0,0,31,0,6,0,3,3,6,0,0,0,13,0,5,3,50,21,32,29,7,0,150
CED317,0,0,0,5,8,3,0,4,0,17,10,33,29,120,55,52,31,13,0,333,0,5,3,34,10,10,14,0,0,80,0,0,5,39,0,0,0,0,0,43,0,23,25,85,4,0,3,0,0,146,0,0,0,5,0,5,0,0,0,9,0,15,13,36,17,44,53,24,4,206,0,3,3,15,4,3,4,0,0,32,0,0,0,9,13,9,10,3,4,51,0,7,15,35,35,32,14,3,0,140,10,42,81,559,147,205,200,177,50,1465,387,1142,1091,2449,1308,1341,1022,570,206,9520,5151,12234,10317,20545,10871,11886,9883,5082,1420,87392,0,0,0,0,0,0,0,0,0,0,4282,10001,7578,14971,8187,8502,6540,3368,1156,64589,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,20,5,0,3,0,0,29,0,0,0,8,0,0,0,0,0,17,4,8,5,49,22,20,20,17,0,149
CED318,0,6,3,18,17,16,8,6,0,73,0,28,44,150,98,58,39,19,0,438,0,3,13,43,15,28,19,13,4,133,0,5,3,54,10,4,3,0,0,83,4,32,33,87,16,10,5,0,0,191,0,0,0,12,8,4,0,3,0,33,3,19,23,108,53,66,69,31,3,377,0,15,32,51,40,7,4,3,0,159,0,4,7,29,10,33,28,10,0,117,0,0,7,13,26,23,7,5,0,87,15,97,135,758,375,378,311,187,56,2316,413,841,1012,2694,1293,1149,830,372,112,8708,5040,12139,10243,22431,12269,11413,8650,3861,1000,87048,0,7,0,4,0,0,0,0,0,10,4435,9833,7815,15110,7877,7103,5083,2288,890,60441,0,5,5,8,3,0,0,0,0,18,0,0,0,3,0,4,6,0,0,16,0,0,4,99,18,13,5,4,0,144,0,0,0,21,7,0,6,4,0,41,9,10,19,152,51,52,36,16,3,346
