CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED101,0,8,21,47,23,24,24,11,0,163,0,7,13,91,55,40,36,23,3,268,0,0,0,44,18,18,26,7,5,134,0,9,18,101,22,11,23,7,0,186,0,11,23,104,28,22,5,0,0,202,0,0,4,21,23,22,9,5,3,95,11,27,29,59,25,28,16,3,4,202,0,34,83,352,270,335,170,64,27,1334,0,0,4,11,6,7,9,3,0,51,0,0,4,12,11,3,3,0,0,38,13,97,160,804,482,489,347,212,70,2676,165,322,359,998,338,367,291,217,124,3189,4673,9699,10466,22239,9903,10000,7221,3956,1708,79869,0,0,0,8,6,0,0,0,0,18,3972,8135,7149,10237,5131,4222,3195,2143,1481,45665,5,11,36,221,41,8,6,0,0,322,0,0,0,57,32,56,18,13,4,177,0,10,7,137,25,18,6,0,0,205,0,0,0,20,13,14,3,3,0,58,0,3,11,40,16,18,7,5,0,102
CED102,9,19,15,94,41,15,29,6,0,224,0,3,10,88,42,34,21,9,0,203,0,0,11,77,18,11,14,9,4,143,0,3,8,179,25,3,19,3,0,250,4,15,31,299,67,33,18,4,0,472,0,0,0,102,45,66,43,17,3,274,11,31,29,120,46,31,8,5,0,281,8,52,189,480,265,253,189,58,15,1501,0,0,0,15,12,9,3,0,0,52,0,0,4,15,12,9,0,0,0,37,53,171,295,2206,609,659,556,389,133,5066,201,370,558,1686,498,416,295,218,101,4352,5116,9074,11634,31581,10595,9324,6993,4312,1877,90505,0,0,0,11,7,0,0,0,0,15,4351,7246,6555,11185,4983,2988,1621,978,708,40610,3,25,82,501,67,31,8,0,0,721,0,0,0,40,14,42,27,19,6,145,9,17,56,702,48,30,16,3,5,881,0,0,13,30,9,21,10,4,3,86,0,0,9,73,25,10,3,0,0,118
CED103,10,72,69,142,88,34,38,13,3,470,4,30,37,181,112,53,60,20,7,496,9,32,45,286,122,131,134,50,25,836,8,27,42,353,88,34,52,26,0,636,9,12,35,144,41,16,12,4,0,282,0,0,8,70,29,25,24,3,4,162,19,71,48,124,42,33,22,14,5,386,5,24,88,262,147,116,71,23,8,750,0,0,3,22,13,15,10,11,3,81,0,7,21,39,14,5,0,0,0,87,38,278,210,1338,459,426,302,197,88,3340,172,333,318,1219,339,304,217,157,95,3157,5407,11387,11189,31465,11005,10025,7472,3832,1736,93521,0,4,3,70,42,39,25,5,0,175,4700,8258,6893,9477,4402,3732,2672,1968,1473,43577,4,18,66,246,27,13,7,0,0,380,0,0,0,16,13,10,13,6,0,57,0,12,15,189,17,13,3,0,0,251,0,0,6,21,12,11,3,8,0,57,0,5,10,79,28,16,13,3,4,164
CED104,4,66,60,69,51,50,43,17,3,356,10,82,125,250,263,188,70,46,12,1044,0,24,59,182,179,212,179,59,17,913,3,12,8,103,42,31,47,11,0,265,3,9,10,32,14,10,4,0,4,87,0,0,9,18,16,15,4,4,0,79,3,54,59,88,65,46,39,18,0,380,0,6,11,65,69,68,42,8,4,273,0,7,7,16,27,26,19,12,3,106,0,0,8,22,38,22,13,6,0,114,8,122,164,403,361,379,260,212,76,1982,67,176,202,354,209,174,155,146,72,1551,3577,11415,10201,15619,10985,9805,7544,4471,1578,75201,0,0,0,20,22,19,14,0,0,79,3274,8776,7453,8109,6095,5112,4067,2876,1489,47247,0,4,6,41,23,10,11,0,0,94,0,0,0,3,14,4,0,3,0,25,0,0,3,39,12,7,4,0,3,72,0,3,0,4,15,7,4,0,0,38,0,18,10,40,39,35,18,9,3,170
CED105,0,11,7,20,9,5,10,4,0,75,0,0,6,17,15,8,13,8,0,75,0,8,45,184,107,82,78,27,13,541,0,4,18,188,12,11,5,0,0,240,0,3,14,94,15,10,4,0,0,149,5,20,28,239,273,311,145,119,17,1156,0,17,27,33,12,14,3,0,0,105,31,169,455,1730,1509,1864,952,301,129,7137,0,0,0,0,0,0,3,0,0,9,0,3,7,20,11,6,0,0,0,50,34,330,428,1634,810,694,423,286,117,4755,462,1036,1091,2379,835,676,477,282,119,7353,6842,12945,14378,29625,10817,10066,6813,3613,1413,96511,3,88,178,420,138,67,23,12,3,948,5829,9960,7952,9220,2397,1790,1418,901,767,40227,5,30,62,580,67,33,6,0,0,785,0,0,3,43,28,41,27,18,0,155,0,8,5,46,9,6,0,5,0,78,0,0,10,44,51,60,40,26,7,228,0,5,0,10,10,3,0,0,0,28
CED106,13,123,107,97,81,46,40,19,5,537,12,154,218,391,466,345,274,107,31,1994,0,10,10,132,103,92,59,37,13,456,8,33,40,294,103,37,75,36,0,626,3,27,29,111,34,18,11,3,0,232,0,6,3,25,20,22,4,0,0,87,39,151,139,117,116,98,42,19,3,728,0,10,19,114,130,41,31,4,7,356,0,0,7,9,25,25,13,12,0,94,0,0,6,26,41,38,21,7,0,147,24,185,153,646,489,390,259,212,83,2449,109,230,226,506,231,191,161,141,126,1915,4331,12366,10666,19165,11591,9500,7152,4754,2140,81650,0,0,0,15,5,9,9,0,0,38,3544,9014,6969,6721,5219,4050,3384,3114,1941,43961,0,3,5,44,10,3,5,0,0,61,0,0,0,5,0,5,4,0,0,12,0,9,7,95,30,17,7,0,0,163,0,0,3,9,13,5,3,0,0,30,3,14,28,55,57,42,23,23,3,252
CED107,4,7,7,8,9,0,3,0,0,33,0,26,27,63,55,34,32,12,5,250,0,15,8,47,6,18,5,10,0,119,0,0,3,3,3,0,0,0,0,18,0,8,20,36,14,0,3,0,0,80,0,0,0,4,6,0,0,0,0,13,0,13,19,46,22,30,26,13,4,178,0,9,12,55,26,13,5,3,0,114,0,0,0,10,7,13,15,17,0,64,4,12,11,32,20,16,5,0,0,88,8,33,38,232,114,118,138,125,34,836,266,755,660,1381,731,809,795,488,164,6050,5207,11828,10122,20069,10363,10845,9525,5246,1526,84728,0,0,0,7,0,3,0,0,0,13,4492,10095,8181,16374,8868,8989,7497,4402,1941,70843,0,7,0,37,0,0,3,0,0,52,0,0,0,4,3,0,0,3,0,12,0,0,0,13,0,0,0,0,0,11,0,5,0,12,6,7,0,0,0,29,3,4,3,53,28,18,8,6,0,120
CED108,0,49,13,23,13,19,15,3,0,135,0,14,22,95,45,43,28,9,3,267,0,46,76,418,171,138,86,33,9,973,0,0,4,27,4,4,5,3,0,52,0,8,19,53,17,10,6,0,0,113,0,6,15,78,76,83,45,32,3,341,7,37,26,39,21,25,7,6,0,166,0,7,12,66,76,82,44,8,5,301,0,0,0,0,4,4,0,3,0,21,0,3,12,42,16,4,0,0,0,88,30,219,476,1437,799,708,478,260,127,4535,481,1073,902,2008,722,572,388,221,95,6459,8150,15760,13732,30700,11585,9690,6661,3012,833,100120,3,50,103,378,118,85,37,14,3,794,6967,11711,8245,10855,4234,3315,2480,1304,485,49597,9,79,52,612,106,75,29,3,0,955,0,0,0,39,32,33,24,16,7,150,0,0,0,32,0,6,0,0,0,41,0,3,8,34,20,7,6,3,0,81,0,3,3,18,5,0,7,4,0,47
CED109,4,12,7,27,18,20,16,4,0,106,0,22,21,127,85,56,44,25,4,378,0,3,7,8,18,14,9,0,0,55,0,0,0,20,8,3,9,0,0,43,0,20,21,47,14,5,5,0,0,113,0,0,3,35,21,21,18,14,0,114,14,24,22,74,37,34,15,13,0,236,0,8,8,29,60,42,31,19,0,194,0,0,0,23,8,24,13,10,0,82,0,0,0,14,7,4,0,0,0,33,10,105,88,713,419,394,323,269,87,2419,131,302,239,842,390,296,255,219,130,2818,4292,9064,8556,18065,9987,9103,7105,4501,1967,72635,0,0,0,0,0,0,0,0,0,3,3720,7622,7378,12996,7223,6161,4878,3194,2111,55281,0,0,0,29,15,11,4,0,0,61,0,0,0,44,21,35,17,7,0,126,0,11,20,284,34,28,12,6,0,395,0,0,5,27,7,5,12,0,4,53,4,0,9,104,35,31,13,5,0,196
CED110,0,7,3,16,4,7,6,4,0,40,0,12,34,87,71,50,52,35,4,349,0,7,10,18,4,0,0,6,3,49,0,0,6,12,0,3,0,0,0,18,0,26,29,22,7,3,0,0,0,91,0,0,0,6,3,5,0,4,0,26,7,13,17,58,27,33,71,28,3,260,3,9,10,28,18,11,3,0,0,75,0,3,5,8,15,14,19,16,6,87,0,0,0,17,14,14,9,0,0,62,10,68,103,283,164,167,173,152,49,1167,230,598,568,1235,685,801,794,554,251,5716,4127,10092,8861,16776,9691,11430,11917,6910,2368,82185,0,0,3,9,7,0,0,0,0,22,3674,8843,7465,13834,8643,10163,9580,5747,2680,70633,0,0,0,5,3,0,0,0,0,11,0,0,0,0,4,7,0,0,0,10,0,3,0,34,3,5,0,3,0,50,0,4,0,13,5,0,0,0,0,15,0,8,6,70,30,36,29,12,3,197
CED111,0,15,6,9,13,7,4,3,0,63,5,19,27,120,55,34,45,18,3,317,0,0,28,47,10,20,11,6,4,123,0,7,0,20,3,0,0,0,0,30,0,22,61,86,21,6,0,3,0,201,0,3,10,29,49,78,23,29,9,224,10,35,48,94,52,39,32,21,4,328,4,8,72,101,43,59,50,17,6,356,0,0,6,12,21,44,31,11,7,146,0,0,7,21,12,12,0,0,0,45,25,179,207,610,335,357,351,292,115,2461,139,330,507,932,400,366,304,248,98,3328,4529,9568,11311,20895,9974,9683,7442,4496,1675,79564,0,5,8,9,0,3,0,0,0,21,4028,8097,9426,15206,7585,6839,4869,2854,1522,60418,0,0,11,59,4,5,0,0,0,76,0,0,0,45,15,30,20,14,4,135,0,0,10,56,14,3,3,0,0,84,0,4,0,9,4,0,0,0,0,19,3,18,14,127,46,29,15,0,0,260
CED112,0,3,0,7,7,11,6,6,0,36,0,16,35,102,96,50,42,26,5,373,0,0,0,18,5,12,11,5,4,61,0,3,0,4,0,3,3,0,0,13,0,12,5,35,18,9,0,0,0,90,0,0,0,4,4,11,6,3,0,25,0,15,17,74,37,34,43,16,0,236,0,4,5,27,19,8,3,5,0,77,0,0,0,12,20,20,13,15,3,99,0,3,11,32,21,14,8,6,0,89,0,28,37,206,188,196,220,175,56,1121,181,461,445,957,496,438,466,349,184,3989,4981,10951,9804,18681,9838,9435,8355,4949,1744,78744,0,0,0,3,0,0,0,0,0,3,4528,9436,8384,15980,8259,7811,6796,4072,2117,67395,0,0,0,25,0,0,0,0,0,33,0,0,0,6,4,0,3,3,0,13,0,5,0,51,10,0,3,0,0,74,0,0,0,15,3,0,0,0,0,30,0,5,8,54,21,21,14,6,0,141
CED113,0,7,4,13,14,11,7,0,0,47,0,36,24,109,76,60,31,13,6,357,0,8,4,41,11,9,19,3,0,100,0,0,0,35,0,0,0,0,0,42,3,15,12,47,11,3,0,0,0,102,0,0,0,8,4,3,3,0,0,21,12,38,37,91,33,56,53,34,0,357,0,0,3,24,17,12,5,0,0,66,0,0,3,6,15,26,17,6,10,78,0,0,3,17,20,8,15,6,0,69,11,39,35,295,177,226,275,206,81,1350,195,560,455,1191,666,841,753,423,174,5247,4413,10346,8462,18748,10800,11761,9990,4893,1394,80807,0,0,0,3,0,0,0,0,0,6,4144,8545,6841,14951,8785,8851,6932,3336,1399,63777,0,4,8,72,4,0,0,0,0,91,0,0,0,12,0,6,4,9,3,30,0,0,0,34,7,0,5,4,0,54,0,0,0,4,0,0,6,0,0,15,0,7,9,61,40,34,27,9,0,197
CED114,0,4,0,5,4,0,0,0,0,15,12,20,27,75,42,43,23,5,3,251,4,15,12,56,13,8,8,4,0,112,0,0,4,59,0,0,0,0,0,63,0,8,14,24,0,3,0,0,0,53,0,0,0,13,11,16,6,3,0,48,3,9,10,22,18,15,12,5,0,98,0,10,9,22,14,5,4,0,0,60,0,0,0,8,7,10,14,12,4,53,0,0,3,31,16,15,0,0,0,67,7,63,67,377,172,147,131,95,36,1100,337,882,755,1673,916,1025,994,570,246,7398,5245,11230,9831,19612,10321,11469,10511,5702,1861,85777,0,8,3,9,4,0,0,0,0,23,4593,9405,8084,15119,8577,9474,8171,4796,2139,70361,0,6,0,42,9,3,0,0,0,51,0,0,0,0,0,0,0,4,0,4,0,4,0,13,5,3,0,0,0,21,0,0,0,9,0,0,0,0,0,14,0,0,3,20,11,12,5,0,0,62
CED115,0,5,7,24,3,6,11,3,0,55,0,0,8,14,8,8,6,4,3,62,0,3,4,46,19,14,21,16,5,118,0,0,5,31,4,4,7,0,0,57,3,26,53,335,57,38,25,3,0,546,0,14,4,38,42,55,39,23,5,229,5,10,17,51,8,9,6,0,0,110,34,335,783,2923,2818,3316,1632,466,178,12492,0,0,0,0,0,6,5,3,0,10,0,6,7,19,6,4,0,0,0,46,31,309,433,1596,1051,1054,964,600,170,6212,332,721,720,1652,711,614,431,217,76,5462,5041,11082,11964,23007,10711,11037,7765,3703,1376,85684,4,7,13,80,10,15,0,0,0,136,4177,7714,7519,7157,2012,1950,1152,612,320,32600,0,7,10,183,12,19,8,0,0,247,0,0,12,132,99,154,97,46,24,562,0,0,0,11,5,3,3,0,0,26,4,36,140,906,670,684,467,182,94,3190,0,0,0,15,6,8,3,0,0,31
CED116,5,7,0,7,10,4,11,4,0,42,0,9,10,56,42,54,55,26,5,257,0,5,0,22,5,5,0,3,0,39,0,0,0,7,0,0,0,0,0,7,0,12,12,33,5,8,0,0,0,66,0,3,0,3,4,4,4,4,0,21,4,20,24,40,42,51,71,29,3,293,0,0,10,19,23,10,3,0,0,65,0,5,0,5,8,28,31,23,4,115,0,0,0,13,14,12,7,0,0,39,8,30,26,153,105,164,262,253,76,1070,233,595,537,1010,682,803,818,539,189,5412,4104,9124,7933,15834,9175,11911,13103,7335,2161,80692,0,0,0,0,0,0,0,0,0,4,3542,7874,6390,13025,7766,10016,9947,5174,2270,65997,0,4,0,10,0,0,0,0,0,15,0,0,0,0,4,4,6,3,0,12,0,0,0,32,4,10,0,0,0,45,0,4,3,11,4,0,4,0,0,20,0,3,7,65,29,31,26,9,0,174
CED117,9,23,19,87,37,24,8,10,0,218,6,3,22,222,95,37,33,13,0,431,0,0,4,97,26,16,9,11,5,169,0,3,7,83,10,3,11,0,0,117,4,17,22,225,51,23,16,4,0,363,0,3,0,85,38,28,19,15,0,196,25,83,67,290,113,86,43,18,8,738,0,23,69,290,160,207,132,41,18,944,0,0,0,50,25,20,17,4,0,119,0,0,0,21,10,6,6,0,0,38,17,84,119,1124,455,405,363,342,116,3026,95,237,326,1216,453,434,258,192,84,3295,3930,7487,7521,26657,10597,7982,5439,2849,1048,73515,0,0,0,8,0,0,0,0,0,7,3525,6383,5936,16929,6838,4641,3031,1171,474,48931,0,4,8,67,6,3,4,0,0,91,0,0,0,19,9,12,4,9,0,51,3,4,24,210,24,16,5,0,0,284,0,4,0,16,10,10,11,3,0,51,0,10,19,176,70,35,26,9,0,348
CED118,10,52,39,53,30,26,27,4,4,247,5,67,66,299,142,99,66,19,5,780,11,96,175,1158,540,412,236,100,14,2739,0,8,5,55,15,7,15,4,5,111,4,13,26,71,24,7,8,0,0,145,0,3,8,113,80,86,37,21,5,368,11,76,55,89,26,38,16,6,0,302,5,13,16,88,64,32,32,8,0,266,0,0,4,5,6,3,3,8,3,33,0,8,24,50,37,16,4,0,0,136,30,279,314,1163,548,457,344,227,76,3435,260,543,588,1559,481,326,248,172,68,4245,7494,15710,12978,33675,12677,8964,6193,2910,778,101385,0,5,33,268,102,103,51,12,3,579,6578,11520,7767,11399,5087,3318,2503,1188,497,49850,5,38,45,373,102,79,30,3,0,674,0,0,3,26,21,33,22,6,3,121,0,3,4,46,7,10,0,0,0,81,0,0,3,14,13,3,9,5,0,47,4,15,15,42,17,8,14,0,0,106
CED119,3,12,11,17,12,10,16,3,0,76,5,24,24,126,98,73,62,37,10,463,0,0,4,23,21,31,23,10,3,108,0,3,0,18,3,3,3,5,0,34,0,13,10,47,13,13,0,0,0,99,0,0,0,19,21,14,4,0,0,58,6,32,26,68,48,37,14,10,0,245,4,16,16,127,86,62,53,10,0,383,0,3,3,25,21,24,8,12,4,88,0,0,8,20,13,12,5,0,0,55,3,92,117,530,356,350,268,167,67,1946,89,232,250,516,242,222,143,169,85,1933,4687,10762,9688,18430,10147,8740,6682,3706,1211,74052,0,0,0,7,0,0,0,0,0,7,4427,9444,7834,13753,7653,5997,4678,2662,1249,57687,0,3,9,79,34,26,3,3,0,161,0,0,0,22,15,18,6,3,6,71,0,7,10,116,21,10,3,4,0,179,0,0,0,20,6,7,4,4,0,50,0,10,0,75,31,18,11,3,0,154
CED120,0,0,6,3,12,15,8,0,0,44,0,15,14,93,59,48,33,17,4,292,0,3,9,26,22,11,8,0,0,74,0,0,0,10,3,4,4,0,0,18,0,10,10,25,4,5,4,0,0,63,0,0,0,12,11,6,3,0,0,35,0,19,19,40,35,38,38,7,3,200,0,4,4,38,13,14,8,0,0,85,0,0,4,11,16,16,19,14,0,87,0,0,11,21,17,11,4,0,0,73,8,38,48,351,240,269,244,134,46,1359,192,533,464,1000,525,547,480,329,135,4210,6127,12449,10589,21261,11072,10139,8315,4298,1177,85432,0,0,0,15,3,0,0,0,0,20,5497,10942,9039,18238,8985,7949,6089,3140,1296,71174,0,3,3,38,12,3,0,0,0,60,0,0,0,25,8,8,6,0,0,46,0,0,0,37,0,4,0,0,0,41,0,0,0,32,8,4,5,0,0,52,0,9,12,32,27,20,8,3,0,117
CED121,0,3,3,6,0,6,3,0,0,25,6,33,43,109,84,46,46,21,0,384,3,3,5,23,14,10,3,0,0,57,0,0,0,10,0,0,0,0,0,11,4,3,16,60,17,4,0,0,0,104,0,0,0,8,4,3,0,0,0,14,4,14,18,52,34,23,21,8,0,181,0,6,11,66,17,13,0,0,0,108,0,0,0,3,12,19,21,8,4,70,0,4,8,33,14,10,8,5,0,79,3,32,49,202,110,136,131,96,39,793,203,481,542,1090,504,538,505,352,133,4336,5429,11611,10709,21748,10672,10698,9323,5180,1666,87036,0,3,3,5,0,0,0,0,0,11,4897,10238,8836,18242,9085,8992,7764,4423,2148,74637,0,3,0,25,0,0,0,0,0,39,0,0,0,5,7,5,4,3,0,18,0,0,0,17,7,3,0,0,0,23,0,0,0,15,8,4,8,0,0,33,0,5,3,32,13,16,18,10,0,96
CED122,14,16,63,130,37,36,29,12,3,345,0,31,83,321,257,155,79,56,13,989,3,0,20,94,30,20,28,10,5,218,0,4,29,148,32,13,22,3,0,257,0,18,34,196,43,26,22,5,0,343,0,4,16,97,62,92,31,41,6,349,24,68,55,233,96,64,32,16,3,588,3,13,68,170,81,52,53,15,8,467,0,4,8,91,24,17,7,3,0,165,0,0,3,24,16,13,0,4,0,67,44,201,296,2357,717,742,679,492,182,5711,208,410,669,1803,533,439,299,219,95,4667,4914,9123,11823,31796,11056,8995,6390,3931,1499,89527,0,0,4,7,4,0,5,0,0,17,4265,7395,7216,12855,5600,4298,2756,1838,986,47201,3,18,39,282,117,57,17,4,0,538,0,0,0,26,14,21,25,11,3,106,8,12,95,1163,62,31,23,12,0,1406,0,0,9,25,12,9,9,0,3,85,5,15,27,182,55,27,20,4,0,333
CED123,3,11,5,26,10,8,11,3,0,82,0,16,21,94,67,55,33,20,7,311,0,10,34,182,77,57,42,13,5,424,0,0,3,22,5,6,4,0,0,44,6,14,15,75,23,8,6,0,0,141,0,5,0,34,19,28,13,7,3,111,7,13,18,65,17,32,16,5,0,172,0,9,15,61,42,26,9,0,4,157,0,0,4,6,15,27,20,7,3,78,0,0,20,35,34,17,10,3,0,106,10,82,188,822,391,358,297,179,44,2377,310,666,661,1528,619,473,380,310,154,5093,7157,13520,12389,27614,11460,9276,6938,3399,872,92631,0,8,15,90,35,14,14,0,0,172,6170,11357,9968,19383,7751,6035,4401,1868,731,67661,4,15,10,160,28,16,7,0,0,230,0,0,0,18,12,13,12,6,3,70,0,5,5,27,0,3,4,0,0,47,0,3,4,28,8,11,0,0,0,59,0,7,3,25,14,17,9,6,0,77
CED124,0,0,0,5,4,5,0,0,0,16,7,13,16,38,37,38,47,29,4,229,0,0,0,8,4,8,8,8,0,31,0,0,0,0,0,0,0,0,0,6,0,5,5,6,8,0,0,0,0,31,0,0,0,3,0,0,4,0,0,13,0,17,16,34,21,33,48,19,3,191,0,5,0,11,3,0,6,0,0,29,0,0,0,7,8,13,20,19,0,70,0,0,0,6,14,9,6,0,0,45,0,24,11,82,68,100,177,145,41,650,185,562,440,856,624,806,910,616,230,5238,3439,9210,7424,12926,8943,11640,13312,7764,2237,76884,0,0,0,0,0,0,0,0,0,0,3208,8011,6332,12102,8099,10555,10486,6025,2584,67400,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,25,0,0,0,8,5,0,0,0,0,14,0,8,4,46,22,30,17,9,0,137
CED125,0,19,5,17,15,14,9,5,0,77,6,32,30,173,106,85,79,32,3,544,0,28,31,131,62,51,42,13,3,358,4,0,4,26,13,3,3,0,0,51,3,18,29,162,31,15,13,5,0,280,0,3,9,38,23,27,0,8,0,110,3,30,20,73,47,26,15,8,0,212,4,7,15,201,91,103,46,9,4,482,0,5,0,7,11,18,16,5,0,72,0,3,26,81,47,20,5,0,0,186,21,153,255,1231,726,700,519,277,40,3927,350,786,615,1460,587,423,310,209,58,4804,8740,15803,13014,30919,11684,9952,7314,3202,657,101285,0,4,30,96,32,23,8,3,4,198,7810,12933,9707,17647,6035,5395,4097,1595,530,65746,4,97,126,1400,263,139,44,3,0,2075,0,4,0,82,35,41,18,6,4,193,0,5,0,40,5,8,4,0,0,64,0,5,7,120,53,34,37,11,4,263,5,9,9,37,16,4,0,0,0,81
CED126,7,33,32,15,21,13,21,8,0,153,5,62,90,331,286,183,98,46,8,1109,0,0,0,8,3,13,3,9,0,44,0,4,0,10,8,0,4,3,0,37,0,11,16,45,14,8,4,0,0,106,0,0,0,21,20,19,17,7,6,87,21,64,73,142,104,106,83,39,0,629,0,8,9,36,31,26,5,5,0,112,0,5,0,38,41,29,26,21,12,174,0,0,3,17,35,28,18,4,0,98,19,107,103,695,470,406,312,250,61,2425,84,256,251,552,323,275,240,210,125,2319,4142,10426,9536,16469,11194,9715,7528,5144,1803,75968,0,0,0,3,4,0,7,0,0,12,3716,8709,7064,10492,7381,6089,5191,3773,1943,54361,0,0,0,16,6,0,0,0,0,22,0,0,0,17,9,24,20,5,0,71,0,16,47,668,90,32,14,0,3,870,0,0,0,12,8,4,0,0,0,25,0,15,20,133,79,78,23,17,3,365
CED127,0,4,5,12,14,11,3,4,0,62,0,9,18,82,77,50,43,17,3,303,0,0,0,27,13,17,4,5,0,85,0,5,3,10,0,4,4,0,0,25,0,14,5,20,18,0,3,0,0,67,0,0,0,9,10,9,4,0,0,25,10,18,28,76,57,59,52,22,3,324,4,7,22,42,15,4,11,0,0,104,0,0,0,6,26,16,26,20,5,103,0,0,0,12,6,9,5,0,0,35,6,27,27,219,218,240,235,162,44,1177,116,307,309,682,376,351,305,222,113,2785,4119,9506,8808,16398,9694,9549,8113,4028,1112,71325,0,0,0,11,0,0,0,0,0,9,3782,8387,7270,13905,8176,7572,6079,3134,1180,59478,0,0,0,6,0,0,0,0,0,16,0,0,0,3,3,8,5,3,0,15,0,0,0,23,5,10,9,0,0,52,0,0,4,14,5,8,0,0,0,36,0,4,6,45,34,27,23,5,6,153
