CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
CED318,0,0,0,0,0,0,0,76,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,16,5,9,30,47,80,46,117,63,3,7,6,6,7,0,10,437,19,148,98,23,19,35,72,117,12,14,15,43,19,4,43,677,0,3,8,13,94,429,639,219,23,27,33,30,22,0,38,1583,0,0,0,5,13,57,287,212,20,36,21,26,10,0,16,710,0,0,4,3,9,0,7,4,0,0,0,0,0,0,4,34,0,9,40,46,52,29,59,35,17,8,8,8,13,0,8,328,0,0,0,4,0,3,113,218,36,57,48,45,11,8,13,552,10,149,60,65,65,51,94,37,3,15,10,13,0,0,18,591,13,32,253,738,1043,824,972,447,72,50,83,70,31,40,170,4845,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,16,3,8,4,10,3,0,5,68
CED319,33,15,17,22,15,0,19,416,0,0,0,0,0,5,27,25,5,16,0,8,0,0,3,93,8,26,31,33,55,57,182,138,17,7,8,9,0,0,6,594,36,322,266,68,27,19,34,73,23,10,10,5,0,0,23,918,0,5,0,7,24,86,157,60,11,17,13,5,15,0,5,406,0,0,0,9,15,49,246,104,26,19,7,31,8,0,9,523,0,0,6,11,3,3,10,4,0,5,0,0,0,0,0,40,0,10,48,58,89,54,168,75,13,19,18,13,8,4,20,595,0,0,0,0,4,4,213,223,79,149,238,268,60,0,17,1260,7,99,36,35,20,16,38,16,7,0,5,3,0,3,7,296,15,26,148,625,1104,1035,1526,718,78,84,118,97,43,53,182,5851,0,0,7,11,3,4,4,3,0,0,0,0,0,0,0,34,0,0,0,3,7,0,43,32,10,21,8,14,9,3,4,149
CED320,0,9,4,0,0,0,10,68,0,0,0,0,0,4,20,4,6,0,0,0,0,0,4,47,7,4,42,47,56,23,76,45,5,7,5,3,4,8,24,358,17,92,61,15,3,4,12,30,4,0,3,6,5,0,27,276,0,0,0,0,8,24,47,20,7,5,28,30,12,0,11,195,0,0,0,0,7,14,107,66,16,31,52,76,36,0,14,413,0,0,5,9,4,7,0,0,0,0,0,0,0,0,3,20,4,14,49,51,35,12,33,21,25,7,12,18,0,0,16,299,0,0,0,0,0,0,15,32,12,8,12,4,3,0,4,77,25,275,68,54,64,27,59,23,3,4,0,5,0,0,20,630,18,34,251,928,1592,1458,2163,1080,126,107,129,161,78,39,358,8525,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,9,12,4,4,0,0,0,0,0,40
CED321,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,33,15,9,36,31,0,0,0,6,3,0,8,169,25,100,45,9,3,3,4,4,0,4,7,10,3,0,18,240,0,0,0,0,8,10,8,10,4,0,3,9,0,0,0,44,0,0,0,0,0,6,28,18,6,3,21,32,18,0,0,119,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,3,20,10,9,5,8,8,4,18,9,8,0,0,6,116,0,0,0,0,0,0,11,21,8,11,14,10,0,0,4,81,22,157,32,20,37,11,14,9,0,0,0,7,0,0,10,331,11,17,131,451,555,381,386,173,18,21,13,21,4,18,138,2341,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,18,3,5,4,4,0,0,0,39
CED322,0,9,0,0,4,4,7,151,0,0,0,3,0,0,20,4,0,0,0,0,0,0,0,29,0,27,43,44,72,50,130,52,4,9,9,8,0,0,17,457,15,118,90,26,17,22,53,58,12,16,10,10,9,0,27,479,0,4,3,10,95,241,443,167,33,30,35,39,16,5,22,1149,0,0,0,10,37,80,160,63,13,12,15,41,11,0,15,447,0,9,17,10,11,7,4,4,0,0,0,0,0,0,7,69,3,8,44,46,88,82,103,58,10,10,9,21,20,0,13,519,0,0,0,0,0,0,12,4,8,14,10,11,0,0,0,64,30,186,53,29,44,34,65,15,4,6,4,11,9,0,14,507,14,55,265,945,1642,1667,2428,918,158,136,144,104,62,65,254,8862,0,0,20,19,12,4,8,0,0,0,0,4,0,0,0,74,0,0,0,0,4,0,7,29,3,0,0,0,0,0,0,49
CED323,17,25,26,34,20,0,6,424,0,0,0,3,5,25,22,31,4,3,7,3,0,3,5,114,0,18,42,55,63,38,105,91,7,5,20,11,7,0,14,475,30,229,173,52,31,38,72,111,20,33,29,40,13,0,23,896,5,4,5,29,240,448,573,289,74,88,58,95,60,10,52,2025,0,0,0,26,91,207,474,285,72,104,97,120,65,4,39,1588,5,4,26,33,24,18,10,4,0,0,0,0,3,0,7,138,0,5,36,74,104,73,123,88,41,28,15,18,12,6,9,650,0,0,0,0,0,3,72,165,71,70,127,118,29,4,5,663,30,220,61,40,54,24,54,21,6,7,6,3,8,0,5,542,17,57,422,1219,2195,2095,2988,1310,177,176,181,204,109,144,343,11636,0,0,27,26,24,21,13,13,7,9,0,5,0,0,6,158,0,0,4,3,4,9,39,28,19,22,6,22,8,0,3,164
CED324,34,17,34,25,10,14,12,608,0,0,3,0,4,59,100,90,30,11,27,16,9,0,13,347,0,15,21,38,57,34,99,65,5,8,0,11,6,3,13,382,26,101,79,23,23,19,37,44,8,15,7,12,4,0,16,412,0,5,3,9,47,129,298,117,28,22,29,48,32,20,29,809,0,0,0,14,133,268,1164,540,116,103,126,152,49,6,80,2745,0,0,10,25,12,13,22,10,3,0,0,0,0,0,0,96,0,10,52,113,360,248,569,294,59,78,67,59,39,6,38,2001,0,0,0,0,4,5,69,54,17,44,84,68,12,0,9,362,5,96,36,12,38,18,35,17,0,0,9,7,3,0,7,287,5,19,133,466,808,870,1185,571,107,75,89,109,36,31,135,4635,0,0,8,24,13,12,8,4,0,0,0,6,3,0,0,84,0,0,5,6,28,65,241,356,70,60,84,66,42,0,14,1035
CED325,22,41,24,20,7,0,13,840,0,0,0,0,10,41,129,87,31,4,3,18,0,6,14,327,0,13,32,38,62,32,85,49,0,4,8,7,0,7,15,345,10,91,44,19,5,14,16,36,0,10,5,0,0,0,19,276,0,5,0,8,30,61,102,40,3,0,8,5,4,0,11,275,0,0,0,4,53,103,296,129,10,9,17,16,9,0,14,650,0,0,24,28,24,15,20,12,0,0,0,0,0,0,4,135,0,11,47,89,233,101,234,129,13,17,12,10,5,5,29,942,0,0,0,0,0,30,258,173,16,30,31,43,8,9,3,594,15,200,69,31,48,21,25,13,8,0,0,0,0,0,8,441,8,20,136,517,1185,1783,3051,1882,256,215,262,263,82,86,449,10185,0,4,8,20,16,21,5,3,0,0,0,0,0,0,0,84,0,0,6,3,15,21,105,152,57,19,24,19,3,6,8,437
CED326,11,15,12,11,11,6,3,357,0,0,0,0,0,4,16,17,92,30,9,34,8,0,6,215,8,20,32,50,76,38,173,101,3,15,3,6,0,0,16,550,16,152,118,38,17,12,30,46,9,0,7,3,0,0,17,476,0,9,0,8,10,43,100,37,18,4,3,6,6,3,5,260,0,0,0,0,16,36,224,117,10,10,16,38,13,6,13,512,0,5,12,16,5,5,11,0,4,9,0,0,4,0,0,66,0,4,45,53,56,36,113,53,13,11,8,12,12,0,11,433,0,0,0,0,0,15,345,178,22,46,29,54,13,0,18,712,22,227,50,26,54,26,50,28,6,0,0,4,4,4,21,519,12,31,204,832,1659,1670,2878,1802,237,233,246,223,126,101,261,10509,0,0,3,11,0,9,6,4,0,6,0,3,0,0,0,41,0,0,0,0,11,11,52,64,9,8,0,3,6,0,4,169
CED327,31,26,19,18,7,8,7,613,0,0,0,0,0,87,217,128,45,13,20,39,10,0,9,571,4,9,36,46,54,23,67,58,4,4,9,0,0,0,10,317,12,57,70,23,11,11,20,10,0,0,3,0,0,0,10,231,0,3,0,3,21,69,110,43,7,9,6,4,0,0,8,293,0,0,0,3,79,195,997,433,51,45,76,58,24,0,28,1989,0,3,24,37,42,28,53,17,10,9,4,0,0,0,6,235,0,7,30,81,217,166,479,281,47,38,39,54,19,4,15,1478,0,0,0,0,0,3,20,18,5,6,0,5,0,0,0,63,16,149,49,31,35,14,9,4,0,0,4,0,0,0,9,317,9,13,130,741,1660,2322,3690,2106,267,244,293,283,108,94,415,12367,0,0,14,20,39,34,24,10,0,3,0,0,0,0,0,143,0,0,3,10,33,81,414,467,79,59,81,83,41,18,19,1397
CED328,62,39,45,55,18,13,20,874,0,0,0,4,9,25,25,13,0,0,0,6,0,0,0,88,6,10,21,52,104,72,196,150,14,16,5,12,3,3,10,676,22,70,74,22,21,27,72,64,17,11,15,17,3,6,11,437,0,4,6,9,58,133,197,82,10,19,22,49,35,8,13,661,0,0,0,8,49,113,346,183,36,37,44,63,25,12,17,931,0,0,5,8,3,5,8,9,0,0,0,5,0,0,0,53,0,15,99,142,201,132,261,147,48,39,113,82,65,9,19,1377,0,0,0,0,3,14,71,64,33,48,129,117,26,0,8,511,17,114,34,21,49,55,93,38,11,0,6,13,13,0,4,468,17,28,169,522,730,672,1042,381,47,65,67,74,40,48,77,3977,0,0,12,17,11,12,3,0,4,0,0,0,0,0,0,63,0,0,0,0,11,10,20,48,13,19,19,20,6,8,3,186
CED329,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,15,31,34,33,23,52,30,6,3,6,5,3,0,8,250,8,59,42,21,13,16,31,54,9,7,11,8,0,0,7,271,0,4,0,0,8,17,33,21,4,6,12,8,6,0,0,127,0,0,0,6,5,4,19,17,13,0,0,9,0,0,4,74,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,11,29,23,27,12,9,3,3,0,5,4,3,0,12,144,0,0,0,0,0,0,0,6,5,14,9,13,5,0,6,64,34,247,78,55,57,33,57,26,0,6,0,4,4,0,18,616,19,36,301,858,1137,734,684,286,31,29,48,28,30,20,182,4434,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,21
CED330,0,0,0,0,0,0,0,58,0,0,0,0,0,9,20,20,0,0,0,0,0,0,0,56,0,8,36,41,39,30,95,59,3,0,0,5,0,3,10,323,15,49,50,16,8,3,10,16,4,0,0,5,0,0,5,191,0,4,0,7,41,66,86,25,9,3,19,41,13,3,13,322,0,0,0,4,12,28,72,48,14,13,32,65,26,0,5,320,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,0,7,46,47,35,30,32,18,9,4,7,14,4,0,6,253,0,0,0,0,3,0,4,6,6,3,0,6,3,0,0,38,24,211,71,66,70,48,59,19,3,5,14,0,0,0,20,614,8,29,242,935,1759,1531,1971,836,112,96,102,92,41,52,291,8099,0,0,5,0,4,4,3,0,0,0,0,0,0,0,3,28,0,0,0,3,0,13,41,33,11,0,7,9,3,0,0,128
CED394,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,9,0,8,8,0,0,6,14,5,0,6,51,0,3,0,0,4,0,0,4,3,0,5,17,12,0,4,54,0,0,0,0,0,0,3,0,0,0,0,6,4,4,0,21,0,0,0,0,0,0,3,0,0,0,5,6,6,4,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,3,4,4,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,3,4,12,3,3,0,0,0,0,6,6,5,5,72,0,0,23,81,109,94,94,45,6,0,8,14,7,14,69,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,6,0,14
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,55,68,70,72,42,10,19,1048,0,0,0,0,0,69,136,61,5,10,0,7,5,0,12,312,5,18,41,49,51,31,38,29,6,8,10,4,0,3,11,310,69,1022,756,138,39,15,57,93,36,13,27,26,13,0,81,2391,0,8,5,7,17,51,117,72,10,14,10,32,12,5,5,359,0,0,3,5,43,60,318,211,48,67,61,82,32,0,15,939,0,7,21,53,36,25,41,22,5,7,11,0,4,0,10,242,0,7,57,133,193,142,471,330,155,176,182,188,103,7,20,2165,0,0,0,0,0,6,188,275,183,279,309,312,91,7,23,1673,13,155,60,25,17,12,36,17,10,0,3,5,0,0,10,366,8,24,86,211,253,208,257,152,21,14,32,26,18,37,42,1386,0,3,4,8,4,8,10,0,0,0,0,0,0,0,0,49,0,0,4,7,0,18,179,476,78,118,153,233,100,23,32,1425
CED402,3,0,0,0,0,0,9,31,0,0,0,0,0,5,0,4,3,0,0,15,9,0,0,39,5,12,18,12,7,14,18,12,0,0,5,3,4,0,3,122,23,225,160,26,4,0,10,19,0,5,3,0,7,0,44,519,0,0,0,0,0,5,16,12,0,0,0,9,0,0,0,47,0,0,0,0,5,6,30,12,5,0,0,4,4,0,3,63,5,0,7,0,4,0,4,0,0,0,0,0,0,0,0,28,0,0,10,18,10,6,36,21,58,86,86,62,13,0,13,418,0,0,0,0,0,0,17,11,6,9,3,25,7,0,11,94,25,397,102,34,21,10,26,8,4,0,0,3,0,0,21,660,9,11,83,197,289,248,263,163,33,24,25,29,13,6,98,1479,0,0,0,9,5,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,20,60,4,15,9,22,8,0,0,133
CED403,36,32,29,51,11,6,10,713,0,0,0,0,0,33,30,35,10,4,5,0,0,4,0,125,6,27,72,56,76,35,116,85,10,7,9,10,4,3,8,528,56,398,249,59,22,24,36,43,8,7,13,3,5,0,25,951,0,4,6,9,23,39,89,35,12,12,11,17,9,0,4,269,0,0,0,8,27,45,209,82,29,18,36,25,15,6,12,504,5,11,37,76,24,25,33,11,0,4,4,3,10,0,12,269,0,10,54,86,148,101,252,173,36,48,50,36,22,12,16,1059,0,0,0,4,5,3,354,338,211,334,338,360,114,7,27,2086,35,314,99,44,25,19,62,27,4,12,0,11,4,0,18,676,17,23,89,242,314,184,279,127,22,17,20,22,17,3,38,1421,0,6,3,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,3,6,4,26,96,165,18,39,35,72,21,0,5,490
CED404,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,40,24,7,4,17,11,0,0,0,4,3,0,7,143,26,145,128,28,14,0,9,0,0,0,0,0,0,0,21,379,0,7,0,3,0,7,14,8,0,0,0,4,0,0,0,32,0,0,0,3,10,7,10,14,0,3,3,6,0,0,3,58,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,13,0,0,14,11,9,8,26,20,3,13,7,7,0,0,5,120,0,0,0,0,0,0,4,13,8,25,13,3,0,0,0,79,17,330,87,35,17,13,20,8,3,3,0,4,0,0,23,559,5,9,85,224,252,143,204,119,18,16,16,15,16,3,62,1191,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,33,18,4,5,3,3,0,0,91
CED405,10,25,15,27,11,0,6,359,0,0,0,0,0,28,92,49,0,4,0,4,0,4,4,191,6,31,55,50,63,22,84,89,4,7,8,5,0,0,10,435,193,1484,1172,183,62,50,81,91,15,10,16,16,0,0,120,3480,0,5,3,0,13,27,48,21,4,4,0,13,6,0,9,151,0,0,0,4,18,6,79,41,7,3,11,4,3,0,4,187,0,4,23,37,24,25,21,3,4,4,0,0,0,5,7,144,0,0,34,63,83,55,187,95,25,32,15,25,11,0,3,626,0,0,0,0,0,0,106,127,59,111,127,97,33,3,7,673,21,206,54,28,21,8,28,20,0,9,0,0,4,0,9,407,5,11,69,199,293,186,231,145,24,26,16,15,9,8,32,1263,7,25,31,17,19,15,7,6,0,0,0,0,0,0,4,136,0,0,0,6,0,15,86,145,46,45,83,71,37,8,0,539
CED406,11,0,4,17,0,0,6,398,0,0,0,0,0,17,30,31,8,16,3,0,0,0,5,114,5,17,83,70,68,32,77,70,0,0,0,0,0,0,12,433,11,150,116,39,14,17,24,31,4,6,0,0,0,0,21,431,0,3,0,0,8,26,54,22,6,3,9,5,0,0,0,131,0,0,0,4,17,16,82,19,3,3,3,8,4,0,4,165,0,0,20,54,24,25,33,12,6,7,0,3,0,0,5,189,0,6,27,28,83,18,73,64,5,5,4,9,3,0,0,339,0,0,0,0,0,0,66,30,8,3,11,5,5,0,0,121,21,462,142,54,46,13,46,25,0,3,0,5,0,0,21,833,4,14,65,289,438,281,271,119,9,17,19,7,12,9,46,1603,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,65,122,84,19,16,20,10,19,4,9,375
CED407,25,41,23,39,4,15,6,817,0,0,0,0,4,110,172,91,20,13,9,14,0,3,9,446,4,15,69,61,52,7,43,35,0,0,3,3,0,0,14,308,47,509,457,108,32,20,32,26,3,6,0,0,0,0,57,1293,0,7,0,3,9,22,34,14,7,0,0,5,4,0,3,109,0,0,0,10,30,31,187,89,8,15,15,9,4,0,4,389,0,3,28,63,66,37,73,30,6,7,6,13,3,0,8,352,0,5,47,48,78,56,188,140,32,30,25,38,28,3,9,722,0,0,0,0,0,13,173,130,44,29,37,28,21,0,10,472,12,358,108,22,14,15,24,0,0,0,0,0,0,0,25,582,5,12,61,163,250,160,176,113,13,11,14,13,12,6,37,1031,5,9,15,18,5,8,0,5,0,0,0,5,0,0,0,71,0,0,0,0,5,12,115,347,67,107,111,106,37,17,17,936
CED408,0,0,0,9,0,0,0,91,0,0,0,0,0,6,7,5,0,0,0,0,0,0,0,16,4,24,69,54,41,29,64,53,0,0,0,0,0,0,13,358,24,193,103,33,17,18,18,25,3,0,4,3,6,0,16,458,0,0,0,6,10,26,46,24,4,0,0,0,3,0,8,133,0,0,0,0,16,4,41,19,4,8,3,3,0,0,4,105,0,3,0,8,7,4,10,3,0,0,3,0,0,0,0,34,3,4,36,38,43,39,60,25,21,3,0,4,3,0,9,306,0,0,0,3,0,0,5,0,0,7,3,3,0,0,0,38,21,529,139,82,61,22,65,18,3,3,0,11,0,0,23,981,11,17,150,329,391,224,251,121,18,14,9,7,11,16,49,1624,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,14,9,0,10,0,0,3,0,0,42
CED409,38,22,14,28,9,4,6,471,0,0,0,0,0,45,95,46,6,0,4,11,0,5,0,215,0,29,104,56,46,5,26,23,0,0,3,0,0,0,13,315,43,362,349,72,15,12,17,15,10,3,3,0,3,0,75,978,0,0,0,0,7,6,10,8,0,0,4,3,0,0,5,49,0,0,0,5,12,11,24,14,0,0,0,0,0,0,3,66,0,0,12,13,14,5,37,12,19,9,8,8,0,0,3,135,0,0,18,32,32,25,34,134,37,47,71,59,16,0,18,516,0,0,0,0,0,0,219,501,106,165,82,109,10,13,21,1234,9,349,101,29,29,9,18,3,0,0,0,0,0,0,20,571,0,3,51,182,264,223,244,83,9,32,15,18,14,22,30,1192,0,0,13,4,7,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,3,119,359,54,91,56,83,37,10,19,848
CED410,54,60,78,147,31,5,15,1253,0,0,3,0,0,36,60,32,0,16,3,7,0,0,6,174,0,29,54,43,64,28,57,43,5,3,4,4,0,0,10,351,179,2696,1933,294,92,59,80,107,19,27,29,38,8,7,185,5769,0,7,4,6,20,61,117,45,4,12,11,32,22,7,3,360,0,0,6,8,53,93,647,281,63,41,57,49,27,0,30,1351,8,27,34,71,82,51,45,34,7,8,10,10,8,3,19,419,3,13,90,229,491,269,711,436,117,144,130,105,70,12,17,2829,0,0,0,0,4,5,182,156,78,97,109,97,25,0,10,772,19,257,62,42,13,28,39,14,4,5,3,0,0,0,14,498,14,28,110,198,229,170,232,116,15,14,23,17,12,12,36,1223,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,6,21,125,223,71,90,107,66,45,14,9,785
CED494,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,3,7,9,7,8,7,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,4,0,5,4,0,8,120,0,0,0,0,0,5,20,16,5,4,0,0,0,0,0,54,3,7,79,68,149,47,226,288,10,7,16,3,0,0,19,917,17,110,115,16,11,10,26,49,0,3,3,0,5,0,10,381,0,0,0,0,11,24,79,21,4,0,10,0,3,0,0,152,0,0,0,5,13,10,122,42,6,5,3,4,5,0,12,225,0,0,4,8,4,0,8,3,0,0,5,0,0,0,7,41,0,4,29,57,80,59,172,112,29,13,23,15,15,0,19,611,0,0,0,0,0,3,51,34,14,9,4,3,9,0,0,123,23,234,78,52,59,25,81,23,6,6,0,4,0,0,9,597,3,8,148,483,1029,1107,2669,2189,145,123,164,153,73,87,267,8646,0,0,4,8,8,4,12,0,0,0,0,0,0,0,3,45,0,0,3,3,7,3,73,70,12,13,3,4,6,0,6,193
