CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
CED124,0,5,8,0,0,0,0,32,0,0,0,5,0,3,6,4,0,0,0,0,0,0,0,21,3,25,53,40,44,18,20,9,0,0,6,3,3,0,5,232,12,76,41,11,3,4,3,0,0,0,0,0,0,0,11,172,0,4,0,5,5,4,14,0,0,0,0,0,0,0,3,48,0,0,0,4,7,10,24,9,5,0,0,0,0,0,0,51,0,6,11,18,8,0,6,0,0,0,0,0,0,0,3,42,3,6,21,28,19,10,20,9,7,0,3,0,0,3,4,144,0,0,0,0,0,0,13,20,18,24,28,21,0,0,0,132,42,241,77,36,25,12,23,11,0,5,0,0,0,0,14,487,23,38,203,422,390,208,181,51,10,0,3,12,6,4,108,1664,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,11,3,0,3,0,0,0,0,37
CED125,6,10,10,22,0,4,5,393,0,0,19,30,38,664,903,454,55,42,46,29,0,3,32,2318,0,8,60,65,83,26,71,81,14,8,6,0,0,0,18,439,29,221,353,123,52,22,17,26,13,3,0,3,0,0,42,913,0,7,0,0,13,22,25,20,3,12,0,4,0,0,0,102,0,0,0,3,22,39,72,24,4,6,3,4,3,0,9,193,0,17,174,309,316,185,270,111,11,24,21,10,9,4,55,1512,0,4,30,51,123,60,106,51,13,23,14,18,5,3,19,507,0,0,0,0,0,86,1517,745,94,126,138,180,62,6,32,2987,4,94,26,21,27,13,6,3,0,0,4,0,0,0,4,215,3,18,65,336,657,1033,1075,664,101,122,105,107,41,29,203,4564,0,5,61,79,63,51,38,19,4,4,0,0,0,0,7,327,0,0,5,22,97,269,583,538,98,121,82,56,33,4,29,1922
CED126,7,6,14,9,4,0,3,487,0,6,8,7,5,13,8,0,0,0,0,0,0,0,0,41,7,6,59,73,134,127,189,84,3,0,4,4,6,0,10,709,52,351,496,74,43,48,67,102,10,14,10,13,3,0,43,1318,0,3,15,29,83,97,121,53,13,10,3,22,9,0,14,463,0,0,0,21,109,89,102,44,12,5,10,4,3,0,3,396,0,13,33,53,38,19,6,3,0,6,0,4,0,0,5,185,3,17,40,74,96,34,51,20,3,9,7,5,3,0,11,364,0,0,0,0,0,6,99,101,50,118,175,154,20,4,12,738,52,199,80,50,42,67,102,41,14,5,7,10,6,0,20,702,28,63,262,461,613,580,604,229,41,30,35,45,15,17,91,3120,0,0,6,14,10,9,6,3,0,0,0,0,0,0,0,45,0,0,0,4,6,6,9,7,0,6,3,0,3,0,0,50
CED127,0,0,3,0,0,0,0,97,0,0,3,0,7,18,4,3,0,0,0,0,0,0,0,43,4,20,80,79,109,72,86,51,5,12,3,3,0,0,12,525,23,114,117,34,17,7,18,10,4,0,0,0,0,0,20,363,0,4,3,12,29,26,40,19,5,0,0,3,0,0,0,150,0,0,0,8,32,34,51,7,4,0,0,0,0,0,4,146,5,4,45,32,27,24,16,4,0,0,4,0,0,0,0,169,0,8,39,66,60,34,24,11,5,5,0,4,0,0,4,262,0,0,0,0,0,3,9,20,22,47,32,20,0,0,4,157,26,254,76,43,48,27,39,16,0,0,0,0,5,6,23,558,10,26,186,380,475,374,261,131,18,21,18,7,7,8,56,1975,0,7,37,20,7,10,9,0,0,0,0,0,0,0,0,79,0,0,4,5,9,11,11,10,0,0,8,5,0,0,0,73
CED128,34,44,39,31,3,5,21,1585,0,0,124,210,156,2110,3103,2854,1630,1118,608,1768,453,18,229,14379,0,3,48,60,48,26,33,22,0,0,4,0,0,0,10,249,56,651,818,176,54,30,13,21,7,0,5,12,0,0,82,1924,0,0,0,0,7,3,11,3,6,0,0,4,0,0,0,41,0,0,0,25,67,75,103,25,5,4,8,0,0,0,5,312,12,60,688,1156,1005,1023,945,404,143,115,98,132,53,31,217,6082,0,5,8,46,115,53,72,52,25,20,28,25,9,0,21,486,0,0,0,0,8,23,289,128,36,71,135,104,36,0,13,834,6,58,15,4,12,3,8,4,0,0,0,0,0,0,9,119,3,8,42,147,340,603,661,335,57,74,49,30,20,12,86,2477,0,7,78,92,41,38,4,8,5,0,0,0,0,0,6,282,0,0,4,14,96,122,282,525,112,142,152,143,81,28,20,1720
CED129,105,114,90,116,30,15,40,3157,0,0,17,9,22,99,81,33,4,3,11,6,0,3,4,288,0,13,49,54,99,76,124,109,10,8,3,3,3,5,11,574,38,293,285,72,39,23,36,30,5,15,7,4,0,0,32,884,0,0,6,11,31,49,86,46,7,3,3,5,5,0,0,256,0,0,0,89,527,732,1376,436,66,60,52,60,29,8,60,3492,3,59,170,223,215,147,88,27,0,9,6,9,6,8,25,984,5,10,64,194,540,217,475,245,46,56,51,28,22,5,26,1988,0,0,0,0,6,80,341,99,21,30,23,27,15,0,3,645,13,111,40,17,22,19,39,9,0,5,6,10,0,0,5,287,15,24,98,241,368,454,552,256,40,51,36,54,28,15,55,2289,0,0,18,19,8,9,8,4,0,0,0,0,0,0,4,58,0,0,6,37,118,215,359,474,135,151,120,79,38,28,19,1789
CED130,0,5,5,11,0,0,6,78,0,0,0,0,0,0,19,27,7,12,169,328,22,0,6,595,0,7,16,32,29,23,33,32,3,0,0,9,3,0,10,201,13,40,26,3,4,4,0,0,0,0,3,0,0,0,6,105,0,3,0,0,6,10,21,13,0,6,4,10,5,4,3,87,0,0,0,3,6,10,31,10,0,12,8,12,0,0,3,89,0,6,9,9,6,0,3,4,0,0,0,0,0,0,4,31,0,3,15,18,26,12,20,24,21,25,13,20,0,0,5,194,0,0,0,0,0,0,48,71,62,95,125,124,24,0,9,555,11,122,44,19,15,12,13,4,0,0,6,0,4,0,11,254,15,27,110,282,270,207,200,123,13,22,17,18,14,9,75,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,34,39,0,13,8,17,3,3,8,128
CED131,19,46,19,23,9,0,8,250,0,0,3,0,0,8,17,31,0,7,4,9,0,0,0,81,0,14,23,26,50,36,77,82,4,8,6,4,0,5,10,336,18,249,136,35,11,14,18,23,7,5,3,7,8,0,35,570,0,0,4,9,13,22,38,36,4,7,9,6,18,6,6,164,0,0,3,8,40,58,156,74,13,14,20,16,3,0,5,418,0,0,5,5,5,0,11,10,3,0,0,3,0,0,0,48,0,5,33,45,65,28,87,50,26,21,43,34,17,0,3,471,0,0,0,0,0,0,51,64,60,81,126,83,12,0,4,479,16,70,26,8,15,13,22,18,0,8,4,0,5,0,7,216,7,26,117,313,333,276,323,177,24,22,31,29,14,24,61,1779,3,51,286,145,63,28,23,6,6,3,0,6,0,0,20,639,0,0,0,4,8,17,55,167,51,43,51,69,26,3,7,503
CED132,54,85,26,52,29,9,19,1406,0,0,17,10,3,22,22,8,0,4,0,0,0,0,3,102,0,20,49,55,175,144,174,180,20,26,24,21,11,0,4,901,41,231,208,59,34,34,82,174,32,26,40,25,20,6,17,1033,0,5,16,66,244,381,535,267,72,98,109,168,71,73,67,2169,0,0,9,97,255,349,557,249,57,64,53,114,26,25,44,1908,3,20,74,122,56,27,23,17,0,0,3,3,3,0,14,380,3,11,105,283,570,240,382,175,48,54,59,51,27,19,26,2046,0,0,0,0,0,15,168,120,52,104,206,129,25,4,19,828,21,76,29,28,29,32,69,39,16,13,8,6,0,5,9,377,31,50,202,451,576,641,688,384,41,79,70,60,45,32,45,3388,0,16,26,25,13,16,15,6,6,3,0,0,0,4,4,134,0,0,9,16,24,32,43,72,15,20,24,21,18,5,3,291
CED133,0,0,0,0,0,3,8,36,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,11,0,12,28,19,21,27,38,24,9,5,0,0,0,0,7,187,35,94,46,8,12,9,12,18,7,6,6,7,0,0,7,285,0,7,0,7,8,16,51,25,4,3,16,19,0,7,0,161,0,0,0,3,9,12,15,10,6,10,8,10,5,0,3,92,0,0,7,0,3,0,0,0,0,0,0,0,0,0,8,18,0,7,21,22,23,9,31,21,30,36,30,31,22,0,9,292,0,0,0,0,0,0,7,9,12,16,20,30,8,0,0,108,28,184,49,48,40,12,48,17,0,0,5,5,0,0,18,455,7,27,184,520,496,297,265,100,28,18,20,20,14,15,137,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,4,0,14,15,5,3,6,4,0,0,0,56
CED134,3,0,5,6,0,0,0,29,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,3,10,10,11,15,22,29,3,0,0,9,8,0,5,123,3,40,24,5,3,0,0,4,0,0,0,5,0,0,7,97,0,0,0,0,4,7,5,5,0,0,3,5,0,0,0,36,0,0,0,0,0,6,31,13,4,7,3,13,10,4,4,95,3,7,6,13,4,5,9,0,5,0,0,0,0,0,0,47,0,4,3,5,13,7,21,10,6,0,10,11,0,0,8,102,0,0,0,0,0,4,139,211,129,164,101,44,5,0,10,812,10,84,27,10,11,3,9,4,3,0,0,7,0,0,6,175,7,16,83,151,193,139,169,79,3,13,17,6,9,15,59,951,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,31,74,25,19,19,16,12,0,7,210
CED135,82,88,61,116,38,25,49,2603,0,0,11,23,23,318,369,280,43,27,12,30,13,6,15,1169,4,6,29,34,40,39,33,37,10,3,16,3,3,0,6,253,12,174,212,61,22,21,44,41,14,4,3,15,0,5,30,671,0,0,5,4,19,51,80,52,11,13,10,15,5,0,6,281,0,0,3,152,641,972,1370,528,88,82,50,82,19,7,67,4060,35,190,861,1188,999,787,704,257,48,78,72,71,63,15,176,5537,0,5,44,131,328,173,404,234,96,79,82,65,17,6,38,1690,0,0,0,0,4,140,939,758,353,829,1589,1262,334,19,113,6339,7,48,14,9,9,12,13,8,5,0,7,0,0,0,0,130,7,6,52,186,334,510,560,307,53,45,67,52,19,34,76,2310,0,0,16,7,14,24,0,7,0,0,3,0,0,0,4,78,0,0,0,20,64,150,402,833,283,248,310,278,155,52,37,2841
CED136,0,0,0,0,6,0,0,45,0,0,3,3,0,10,11,0,0,0,4,0,0,0,0,37,0,13,36,31,30,15,44,51,0,8,0,0,0,0,9,238,16,92,67,18,6,6,9,4,3,4,4,0,0,0,9,238,0,0,0,0,3,14,21,7,0,0,0,3,0,0,0,58,0,0,0,5,15,15,44,39,6,3,8,5,0,0,3,137,0,0,5,10,9,3,5,0,0,0,0,0,0,0,0,36,0,14,41,68,42,13,22,24,5,20,28,23,0,0,13,310,0,0,0,0,0,0,29,29,26,39,52,26,5,0,6,206,19,191,48,24,16,7,16,13,0,0,0,0,0,0,6,352,11,25,159,335,427,279,319,153,42,17,30,36,8,6,86,1922,0,3,13,13,3,0,0,0,0,0,0,0,0,0,0,40,0,0,3,8,6,10,28,54,10,10,11,5,7,0,0,156
CED137,67,57,66,71,30,14,20,1113,0,0,8,16,11,74,53,31,6,5,0,10,0,0,11,224,0,12,45,54,124,117,198,187,17,13,20,25,4,10,12,841,102,1353,1691,375,81,89,116,260,45,54,31,40,17,3,210,4472,0,4,3,11,51,90,169,93,21,26,34,35,11,6,11,561,0,0,0,345,1082,1601,3272,1702,380,349,396,389,124,23,271,9935,12,80,372,375,254,133,118,75,10,13,23,30,11,7,75,1594,4,26,74,187,434,233,408,328,182,201,187,190,45,7,76,2571,0,0,0,0,0,55,589,707,479,1237,2538,1964,455,9,202,8249,6,42,7,7,10,21,29,28,9,0,3,0,0,0,3,161,12,17,86,263,337,460,489,275,44,35,52,56,27,33,82,2262,0,4,20,36,16,21,3,3,0,0,0,5,0,0,4,104,0,0,3,22,57,111,143,249,58,78,64,82,26,36,19,945
CED138,0,0,5,0,0,0,0,52,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,4,17,47,52,50,32,90,44,0,0,12,6,5,0,17,369,26,103,43,13,21,14,58,108,14,20,26,25,12,0,32,510,0,5,9,9,28,78,142,90,13,22,15,30,12,0,20,475,0,0,3,5,20,14,22,13,0,12,5,6,0,0,0,90,0,0,7,11,0,0,0,0,4,0,0,0,0,0,0,33,0,9,42,43,42,15,24,8,0,4,7,3,0,0,12,207,0,0,0,3,0,0,8,21,21,20,15,4,0,0,4,96,38,199,58,34,36,38,62,28,10,15,18,15,7,0,21,571,23,57,313,678,900,675,742,330,61,44,48,42,40,17,184,4148,0,3,3,8,0,4,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,11,8,4,0,0,0,0,0,0,25
CED139,10,9,3,4,0,0,9,89,0,0,0,0,0,9,28,19,106,123,153,309,80,0,12,850,3,11,11,21,12,15,35,39,0,4,0,6,5,0,4,170,13,47,36,0,3,6,0,14,0,0,3,8,0,0,10,145,0,3,0,3,0,4,16,5,0,5,0,0,0,0,0,44,0,0,0,4,10,0,27,15,0,0,5,0,0,0,4,73,0,0,12,21,14,8,25,12,0,0,0,8,0,0,13,104,0,6,23,21,17,6,29,31,17,18,23,29,11,0,10,245,0,0,0,0,0,6,60,69,32,52,35,12,7,0,0,271,11,134,29,13,10,12,14,4,0,6,4,6,0,0,14,255,13,17,76,196,220,165,154,118,8,16,28,16,9,11,75,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,5,8,35,54,9,8,4,20,6,3,0,153
CED140,5,3,0,5,0,0,3,129,0,0,5,3,0,10,4,3,0,3,0,0,0,0,0,29,0,16,52,75,92,75,157,88,3,0,0,0,0,0,5,583,28,144,119,35,8,16,25,26,0,6,8,12,0,0,18,436,0,3,4,9,21,49,73,37,11,3,8,4,0,0,9,225,0,0,0,12,63,56,194,79,16,5,8,5,3,0,11,455,3,15,20,23,13,12,9,0,0,0,0,0,0,0,0,97,5,11,22,36,55,19,29,23,8,16,9,9,7,0,9,259,0,0,0,0,0,6,63,71,34,48,81,27,0,0,9,330,38,179,51,36,41,25,46,13,0,5,4,0,0,0,23,466,22,38,207,511,630,496,457,164,34,30,21,33,17,12,99,2786,0,0,8,11,5,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,6,4,22,22,15,6,10,9,0,0,4,99
CED141,0,0,0,0,0,3,4,51,0,0,0,0,0,0,3,4,0,9,3,5,0,8,0,35,0,11,46,37,38,38,71,35,0,6,0,0,0,0,6,300,10,143,96,22,13,3,19,8,0,3,4,0,0,0,23,340,0,0,3,0,7,13,22,9,0,3,9,4,3,0,0,84,0,0,0,9,18,10,60,23,5,4,4,3,0,0,5,138,0,4,8,12,4,3,4,0,0,0,0,0,0,0,0,47,0,6,27,66,59,12,41,17,7,9,8,10,4,0,5,264,0,0,0,0,0,0,9,29,17,31,16,12,0,0,0,109,16,187,50,22,18,8,12,11,0,0,0,0,0,0,13,345,14,27,149,361,352,279,263,121,24,19,18,21,4,8,42,1690,0,21,98,50,21,3,9,0,0,0,0,0,0,0,10,211,0,0,0,0,4,3,3,14,6,0,4,6,0,0,0,50
CED142,55,41,50,65,29,9,10,882,0,0,6,4,4,53,20,16,0,0,4,8,5,0,0,132,0,8,33,33,130,119,455,533,122,183,237,287,117,8,13,2282,10,80,113,55,34,59,173,489,103,111,116,164,63,7,33,1611,0,0,10,22,94,257,349,213,64,83,111,149,77,32,45,1510,0,0,5,59,202,254,572,397,137,117,161,237,82,8,73,2305,3,20,90,81,75,32,35,31,10,4,5,0,12,0,9,411,0,12,69,189,445,263,537,345,138,211,215,170,74,22,55,2747,0,0,0,0,6,24,73,42,27,52,81,73,19,3,19,417,6,31,19,21,24,44,75,90,26,29,33,37,16,7,0,465,9,29,192,471,782,923,1070,685,151,146,214,248,161,214,107,5408,0,5,34,30,22,22,17,14,5,4,5,0,0,0,4,163,0,0,3,0,17,30,52,90,21,28,26,35,21,5,6,333
CED143,0,4,6,12,6,0,12,411,0,0,3,7,5,11,9,10,4,0,0,0,0,0,0,50,3,13,55,85,172,161,283,200,18,49,29,31,8,3,13,1123,28,245,303,69,37,47,112,212,30,38,30,51,19,0,65,1291,0,0,12,40,108,153,233,84,14,23,27,23,20,8,10,746,0,0,0,35,105,69,126,45,14,9,12,10,6,0,7,448,0,10,31,27,38,13,7,3,0,0,0,0,0,0,6,135,5,12,59,99,149,62,72,49,3,5,9,16,11,0,13,566,0,0,0,0,0,8,90,67,19,52,83,72,24,0,5,420,24,94,43,33,34,67,100,96,40,28,31,40,25,12,14,664,31,56,259,490,641,633,818,391,76,60,69,65,33,35,65,3717,0,3,13,8,19,34,8,3,0,0,0,0,4,0,0,84,0,0,4,7,8,10,13,16,0,0,4,0,3,0,0,75
CED144,5,4,4,3,0,0,7,198,0,0,10,6,5,167,184,172,12,6,25,13,5,0,9,625,4,4,30,36,45,51,89,76,3,10,9,0,3,0,12,376,39,627,1039,257,83,67,74,121,17,20,10,12,3,0,103,2473,0,4,0,11,25,53,62,33,7,5,3,0,0,0,0,216,0,0,4,249,703,761,1046,370,67,80,65,104,29,7,112,3587,32,210,1562,2983,2147,1465,1278,533,92,116,103,110,53,38,391,11107,0,8,24,87,244,116,296,337,192,252,216,209,30,9,104,2125,0,0,0,0,5,72,635,446,266,544,788,686,141,12,72,3668,0,23,9,9,9,0,6,7,0,4,0,0,0,0,3,70,5,9,57,136,295,375,452,179,33,20,27,34,20,14,71,1733,0,3,76,67,67,19,26,5,0,0,0,0,0,0,9,280,0,0,4,23,137,305,705,796,177,187,279,307,130,38,66,3156
CED145,4,12,5,6,0,0,12,321,6,3,13,18,12,11,4,10,0,0,0,0,0,0,5,89,5,12,65,53,113,159,368,326,70,91,153,203,89,14,34,1769,38,160,148,66,51,59,159,336,69,92,80,87,24,4,49,1405,3,5,13,38,71,121,132,73,16,16,29,19,13,7,9,546,0,0,0,24,58,75,106,37,13,9,3,19,8,8,6,363,5,10,40,57,45,13,16,8,0,0,0,0,0,0,11,205,0,5,55,112,131,87,80,36,18,14,8,11,4,5,17,586,0,0,0,0,0,7,16,12,5,5,20,11,8,0,11,98,16,49,18,21,13,26,47,49,28,26,29,37,15,3,14,399,22,48,225,407,592,564,731,457,77,104,117,125,69,57,108,3711,0,0,12,13,13,4,3,5,0,0,0,0,0,0,0,56,0,0,3,5,8,8,12,14,0,0,3,0,0,0,3,66
CED146,8,7,9,7,7,6,15,762,0,3,97,151,273,2354,3850,2199,936,595,253,549,125,17,156,11550,0,3,25,18,35,12,24,49,3,3,6,5,0,0,6,184,50,548,667,232,106,52,52,46,10,5,4,4,3,0,182,1972,0,0,0,0,5,10,28,13,3,0,0,6,0,0,0,72,0,0,0,6,21,29,91,28,7,3,4,0,0,0,6,203,3,22,268,795,821,715,767,342,68,61,49,57,25,10,137,4133,0,0,17,44,135,68,108,25,12,8,12,14,0,0,21,454,0,0,0,0,0,103,1287,632,106,100,118,124,41,4,23,2534,0,46,14,9,3,3,5,4,0,0,0,0,0,0,0,96,0,6,28,160,408,857,883,613,118,98,88,89,35,17,136,3538,0,4,189,230,160,183,92,33,5,6,8,6,0,0,17,928,0,0,7,22,153,291,558,425,114,92,70,73,30,24,29,1898
CED147,6,8,4,6,5,0,0,108,0,0,8,3,0,7,23,29,10,0,8,5,0,0,0,106,3,17,75,55,63,42,45,56,0,0,0,0,4,0,9,365,30,325,345,93,33,17,25,27,9,0,6,6,5,0,39,952,0,0,0,6,6,13,15,8,0,0,0,0,0,5,3,66,0,0,0,7,17,26,49,24,3,4,0,0,0,0,3,140,0,8,45,87,75,49,55,27,8,3,4,0,0,0,10,370,0,8,18,20,21,25,34,18,0,6,8,5,5,0,8,169,0,0,0,0,0,5,132,105,44,53,61,41,15,0,4,459,33,311,59,35,26,8,10,0,0,3,3,0,0,0,27,523,20,33,171,321,346,315,333,160,18,32,13,14,6,8,76,1874,0,15,548,668,210,104,78,26,4,4,4,4,0,0,40,1715,0,0,3,8,5,9,35,62,3,8,6,7,9,0,5,151
CED194,0,0,0,0,0,4,3,28,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,10,0,0,0,5,4,0,5,5,0,0,0,4,3,0,0,29,0,8,3,3,0,0,0,0,0,0,8,0,4,0,0,31,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,14,0,0,0,0,0,0,10,0,0,0,3,6,0,0,0,21,0,0,7,3,3,3,0,0,4,0,0,0,0,0,0,20,0,0,4,3,6,0,0,9,4,10,12,9,7,3,4,67,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,17,0,9,3,0,5,0,0,4,0,0,3,0,0,5,0,37,0,4,8,22,52,42,17,16,0,0,5,0,0,5,8,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,47,49,36,57,7,0,8,957,0,0,4,3,8,20,58,27,11,24,0,4,0,0,0,151,3,21,51,82,90,26,32,39,5,0,4,6,0,0,6,373,31,349,434,84,32,15,22,23,3,0,0,3,0,3,53,1071,0,4,0,6,11,28,67,29,3,3,3,0,0,0,3,164,0,0,0,0,30,102,423,157,12,14,14,9,3,6,0,763,0,0,20,58,53,14,22,11,0,0,4,0,0,0,7,204,0,8,74,205,864,441,1278,627,117,97,82,66,36,12,53,3955,0,0,0,0,0,19,101,44,8,9,10,17,3,0,3,220,19,431,101,46,37,9,24,5,3,0,0,3,0,0,13,697,9,17,90,191,405,312,452,259,20,28,30,28,15,11,36,1915,0,5,16,23,11,9,0,0,3,0,0,0,0,0,3,74,0,0,0,11,30,35,76,85,6,17,24,29,8,6,5,334
CED202,0,0,9,4,4,0,5,77,0,0,0,0,0,6,18,10,6,11,3,0,0,0,0,57,3,15,36,36,39,27,62,35,8,6,3,4,0,0,3,272,12,108,50,21,6,9,9,11,5,3,3,3,4,0,16,258,0,5,3,4,6,20,44,24,3,4,4,0,0,0,5,114,0,0,0,0,11,12,25,16,0,0,0,0,0,0,0,76,0,0,6,3,5,0,4,0,3,0,0,0,0,0,0,20,4,6,21,29,52,21,70,47,12,5,8,14,4,0,0,301,0,0,0,0,0,3,19,44,32,45,39,49,10,0,3,243,18,480,62,28,35,15,24,8,0,4,4,0,0,0,25,714,8,21,75,238,293,259,240,148,22,12,32,14,8,9,41,1428,0,0,14,16,4,0,3,0,0,0,0,0,0,0,4,36,0,0,0,0,0,4,56,59,17,11,19,16,8,0,9,193
