CED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
CED601,0,0,0,7,0,0,0,0,0,8,0,0,3,19,13,9,17,14,5,73,0,3,0,11,0,8,26,26,23,93,0,0,5,3,0,0,0,0,0,14,0,4,6,30,0,9,4,0,0,58,0,0,0,0,0,3,0,0,0,3,7,9,39,67,21,8,6,7,0,163,0,0,0,0,0,3,0,6,0,11,0,0,0,5,0,0,0,0,0,6,0,12,28,31,21,3,0,0,0,92,4,60,120,548,10,0,0,0,6,743,0,0,0,16,19,19,79,91,23,240,0,17,32,119,104,126,91,25,3,518,0,0,0,0,0,0,0,0,0,4,4,18,19,228,7,0,3,0,0,274,0,0,0,11,10,6,3,0,0,22,5,13,24,42,18,11,9,4,0,110,0,0,0,4,11,8,6,7,5,38,0,0,8,9,3,0,0,0,0,20,0,4,5,22,23,61,70,35,23,241
CED602,0,0,0,8,0,3,0,0,0,14,0,0,4,7,8,4,16,8,6,48,0,0,0,12,5,13,10,8,9,54,0,3,0,3,0,0,0,0,0,5,0,0,4,19,0,0,0,0,0,34,0,0,0,4,0,4,0,0,0,9,0,4,4,20,5,8,8,0,0,52,0,0,0,0,4,3,4,0,0,15,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,6,14,183,0,0,0,0,0,201,0,0,5,16,17,29,82,70,21,240,5,21,18,119,131,150,107,46,10,606,0,0,0,0,0,0,0,0,0,0,0,0,5,155,0,0,0,0,0,161,0,0,0,14,8,0,0,0,0,27,0,14,11,44,10,0,7,0,0,98,0,0,0,5,0,10,7,5,0,32,0,0,5,3,0,0,0,0,0,12,0,0,4,14,20,42,63,56,9,211
CED603,0,0,0,10,5,3,0,0,0,17,0,6,8,28,14,16,17,10,0,100,0,3,3,28,16,10,43,49,34,183,0,11,12,22,5,0,6,0,0,56,3,11,11,82,9,11,3,0,0,136,0,0,0,14,5,3,5,0,0,25,0,6,53,121,22,13,20,8,4,248,0,0,0,0,0,4,4,4,6,11,0,0,0,8,0,0,0,0,0,16,0,0,10,16,8,7,5,0,0,47,3,44,185,1438,17,5,0,0,0,1695,0,0,3,19,10,10,41,40,10,130,8,19,22,108,91,83,76,25,4,436,0,0,0,0,0,4,0,0,0,6,12,22,24,341,9,3,4,0,0,409,0,0,0,3,11,6,0,0,0,22,5,33,37,134,39,7,7,3,0,264,0,0,3,19,6,15,25,15,10,84,0,0,0,0,3,3,0,0,0,11,0,5,4,27,40,50,45,35,23,236
CED604,0,0,0,5,0,5,0,0,0,11,0,3,0,23,14,15,16,12,4,82,0,0,0,13,10,15,29,17,14,103,0,4,6,4,8,0,4,0,0,34,0,15,7,59,11,14,0,6,0,110,0,0,0,4,0,0,0,0,0,10,0,3,16,47,9,20,10,5,4,114,0,0,0,0,0,4,3,0,0,20,0,0,0,9,0,0,3,0,0,16,0,0,0,0,0,0,3,0,0,6,5,23,67,429,9,0,0,0,0,532,0,3,3,21,16,21,89,82,19,269,0,29,31,150,115,123,86,39,5,583,0,0,0,0,4,4,0,0,0,8,3,0,3,109,5,0,0,0,0,136,0,0,0,7,24,14,0,0,0,43,7,9,17,48,11,6,5,0,0,113,0,0,0,13,4,9,13,8,0,44,0,0,0,3,0,0,0,0,0,3,0,5,4,29,39,46,79,46,17,268
CED605,0,0,0,0,5,0,0,0,0,9,0,0,3,10,11,12,14,8,0,65,0,0,4,9,0,9,23,16,5,63,0,0,0,0,4,0,3,0,0,7,0,3,4,11,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,5,8,3,3,11,9,4,42,0,0,0,0,0,5,8,9,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,8,0,5,16,152,3,0,0,0,0,173,0,0,0,20,12,34,68,42,13,183,0,10,24,116,102,124,139,49,3,568,0,0,0,0,0,0,0,0,0,0,0,3,0,68,5,0,3,0,0,75,0,0,0,4,19,10,6,0,0,34,0,17,11,31,10,3,3,0,0,76,0,0,0,9,4,7,14,3,5,38,0,0,0,0,0,0,0,0,0,0,0,4,4,9,21,46,63,51,15,202
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,0,0,15,7,5,0,0,0,31,0,0,0,62,10,11,22,7,0,130,0,0,0,29,4,10,19,21,4,92,0,0,0,12,4,0,0,0,0,19,0,5,0,39,0,0,3,0,0,56,0,0,0,5,0,4,3,0,0,9,8,10,4,79,40,24,72,18,5,255,0,0,0,0,0,7,5,0,4,12,0,0,0,8,0,0,0,0,0,15,0,0,0,12,3,0,0,0,0,20,5,3,27,252,8,3,3,0,0,298,0,0,0,12,8,11,24,25,10,86,7,52,72,336,179,226,149,46,0,1066,0,0,0,0,0,0,0,0,0,3,0,0,0,73,5,0,0,0,0,80,0,3,3,32,27,24,3,0,0,101,12,63,130,320,134,58,15,3,0,733,0,0,0,6,0,6,0,0,0,19,0,0,3,8,0,6,0,0,0,28,0,4,6,18,17,28,21,12,0,111
CED702,0,0,5,3,6,0,0,0,0,7,0,15,16,162,21,13,18,14,0,253,0,8,3,71,17,23,40,29,13,193,0,8,3,27,3,5,0,0,0,54,3,15,11,70,11,8,0,0,0,116,0,0,0,17,0,3,0,0,0,26,4,15,20,92,48,29,34,23,0,260,0,0,0,0,0,0,8,0,0,14,0,5,0,20,3,5,0,0,0,35,0,4,4,30,23,7,11,3,0,75,0,33,216,1045,28,11,0,0,0,1330,0,0,0,20,13,12,25,9,3,73,10,46,73,254,191,233,157,42,3,1007,0,0,0,0,0,0,0,0,0,3,11,22,26,286,18,10,3,0,0,380,0,4,9,43,53,19,12,4,3,147,11,195,335,729,360,155,66,12,4,1861,0,0,0,10,5,5,7,6,0,36,0,0,3,8,4,3,3,0,0,17,0,4,7,42,29,43,32,21,4,171
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,4,7,12,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,0,10,27,76,29,25,15,0,0,184,0,21,7,45,18,21,23,23,14,166,0,5,3,25,26,46,111,72,29,315,0,3,8,17,13,5,5,0,0,51,4,18,22,108,20,6,12,0,0,187,0,4,7,32,31,18,21,7,3,123,3,17,15,106,67,74,53,27,8,365,0,0,0,3,0,10,24,21,4,60,0,0,4,13,5,5,3,3,3,43,0,0,3,22,4,7,13,4,4,63,3,15,127,747,18,0,5,0,0,913,0,0,9,7,15,22,62,31,23,165,4,56,67,253,202,207,117,62,10,988,0,0,6,19,10,16,16,0,0,65,4,28,21,175,44,29,9,0,0,309,0,0,8,14,48,29,4,3,0,107,9,60,84,387,132,51,32,13,0,770,0,4,0,34,10,34,54,17,3,160,0,3,8,12,8,14,4,4,0,51,0,4,5,40,46,87,80,53,20,347
CED802,0,3,7,19,14,10,4,0,0,73,0,0,15,53,22,16,22,14,4,151,0,8,10,66,23,48,81,81,52,354,4,19,32,34,9,9,10,0,0,115,5,11,46,195,44,21,10,5,0,330,0,0,5,20,12,7,11,3,0,60,0,16,102,186,54,58,41,14,5,483,0,0,0,5,3,0,12,4,0,29,0,0,3,15,0,0,0,0,0,25,0,0,12,28,16,13,5,9,0,83,3,7,124,637,4,3,6,0,0,787,4,8,5,28,32,18,40,28,15,186,0,35,147,303,169,143,93,57,20,966,0,0,0,15,9,13,13,0,0,62,0,19,53,241,21,8,4,0,0,361,0,3,10,26,52,19,11,0,0,118,3,34,53,210,47,17,7,4,0,381,0,0,3,34,21,16,36,20,4,139,0,3,12,12,11,4,0,0,0,42,0,3,21,55,35,61,56,48,15,296
CED803,0,13,23,58,21,19,8,0,0,141,0,13,4,69,17,18,9,15,0,142,0,0,4,44,35,42,79,54,23,289,6,20,16,8,13,4,0,0,0,65,10,28,57,427,85,33,14,4,4,649,0,0,3,27,16,0,9,7,0,72,8,23,40,177,77,68,28,15,3,435,0,0,0,3,4,4,16,12,6,37,0,4,14,47,8,17,11,0,0,106,0,0,13,74,52,23,8,8,0,174,0,15,224,1067,36,4,7,3,0,1358,3,0,4,18,11,10,30,27,9,120,9,65,92,318,132,118,65,31,9,842,0,0,3,22,14,19,29,6,0,99,16,93,87,636,115,41,14,4,0,1004,0,0,4,18,50,23,0,0,0,103,0,60,117,385,155,85,27,5,3,851,0,6,5,36,35,18,25,11,3,130,0,3,12,20,7,10,0,4,0,55,0,4,13,49,47,57,60,41,14,281
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
