CED_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED506,171,1177,5172,23749,19999,2639,652,1026,54581,34,617,1996,1389,202,18,11,135,4394,14,112,335,439,188,31,3,26,1145,45,729,2331,1821,386,48,9,160,5534,15,323,491,205,19,0,10,46,1112,0,55,102,23,0,0,0,3,185,0,37,57,25,0,0,0,3,114,0,61,65,5,0,0,0,0,132,0,10,9,3,0,0,0,0,24,18,482,724,269,19,0,9,53,1581,264,680,238,203,157,39,22,186,1789,45,164,131,122,80,22,37,95,690,540,3222,8599,26174,20648,2750,733,1521,64174
CED507,83,563,3183,18815,24950,2673,495,651,51414,13,506,1740,1719,204,16,11,141,4343,0,61,162,402,101,16,0,15,757,13,567,1899,2122,305,31,8,157,5103,4,137,245,114,12,0,0,16,527,0,10,64,26,0,0,0,0,104,0,4,26,6,0,0,0,0,30,0,0,10,20,0,0,0,0,32,3,16,9,9,11,0,0,0,39,8,164,352,169,22,4,0,18,736,64,288,234,65,38,3,0,52,750,8,15,29,22,27,6,5,23,142,167,1597,5701,21190,25343,2715,518,905,58142
CED508,48,376,2563,18197,22786,2579,413,430,47399,15,579,2670,3278,414,36,3,123,7111,14,279,895,1354,220,19,3,42,2825,25,856,3566,4629,628,57,12,165,9941,8,320,726,141,12,3,3,22,1237,9,389,953,286,8,0,0,19,1661,45,661,1229,313,29,0,0,27,2305,0,91,257,32,0,0,0,3,380,10,31,31,22,17,8,3,0,124,62,1487,3200,794,65,10,9,75,5711,24,119,179,46,10,5,0,8,384,0,12,20,20,10,0,0,17,83,162,2851,9523,23686,23505,2655,444,691,63514
CED509,67,342,2549,18709,27746,3876,812,559,54671,3,391,1235,1870,184,4,3,90,3790,0,61,360,305,46,4,3,10,780,3,448,1591,2182,236,9,8,100,4573,0,71,199,49,12,0,0,11,345,0,62,265,19,0,0,0,3,357,0,24,64,8,0,0,0,0,100,0,14,33,3,0,0,0,0,53,0,26,27,13,13,4,3,6,87,3,195,591,97,21,4,3,24,942,34,101,85,18,7,6,5,13,268,3,11,14,26,11,5,6,14,80,111,1100,4832,21031,28018,3913,831,713,60539
CED510,24,138,762,14051,30164,5155,705,334,51333,0,184,1087,2356,259,21,7,74,3975,9,96,311,729,269,52,12,25,1497,10,279,1392,3084,528,70,14,100,5475,26,89,173,132,5,0,0,41,469,0,88,328,126,5,0,0,19,568,4,107,337,136,0,0,0,5,581,0,0,0,0,0,0,0,0,0,0,21,27,8,11,8,9,0,82,36,302,863,400,26,8,7,71,1701,12,50,62,18,8,0,0,14,173,0,8,4,10,0,0,0,7,29,82,771,3084,17564,30727,5232,728,518,58715
CED511,151,1162,6598,26260,18896,2950,730,983,57739,19,762,1735,1152,170,19,14,158,4014,3,32,133,144,57,5,0,5,386,21,797,1863,1297,232,22,11,164,4403,8,168,203,85,10,0,7,21,505,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,9,7,5,0,0,36,8,178,225,96,16,6,8,21,548,111,314,162,93,26,9,8,40,764,10,53,64,97,73,24,27,28,365,292,2503,8913,27845,19245,3001,789,1235,63824
CED512,31,210,1750,15755,33893,3470,510,596,56214,6,151,996,1694,174,6,5,70,3111,0,47,200,183,30,3,0,8,472,6,198,1195,1882,205,11,9,77,3583,0,9,30,20,0,0,0,0,56,0,47,84,12,0,0,0,0,149,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,21,4,10,4,4,0,60,0,71,137,36,10,4,4,5,268,20,65,58,6,8,0,0,17,183,3,0,7,13,6,0,0,8,33,56,551,3150,17694,34124,3488,523,701,60283
CED513,18,383,4377,19005,11142,1817,299,320,37357,14,645,4752,5678,512,34,8,154,11798,7,403,2146,3141,673,42,13,70,6493,23,1048,6903,8818,1185,78,21,223,18296,25,1277,3516,703,25,0,9,70,5627,69,1434,2378,467,19,0,0,65,4429,125,2031,3163,732,29,5,4,79,6168,124,1543,3029,815,17,0,7,69,5597,0,10,15,6,0,0,0,0,32,347,6293,12096,2720,92,9,21,279,21856,4,14,37,10,8,0,0,0,69,3,19,12,24,12,0,7,17,96,389,7756,23425,30576,12437,1906,341,838,77678
CED514,38,522,3977,21005,17751,2744,566,550,47149,36,801,3360,5506,721,72,57,195,10756,26,533,1937,3485,643,77,60,107,6864,63,1335,5292,8994,1366,147,119,303,17624,14,674,1359,572,99,16,8,55,2794,14,589,1262,226,0,0,0,26,2115,12,835,1014,359,14,0,3,21,2262,0,426,1132,407,26,3,3,7,2002,0,14,17,12,7,0,0,0,50,39,2534,4779,1576,141,16,15,122,9217,15,32,98,15,3,0,0,15,184,0,22,22,23,13,3,0,25,116,159,4446,14171,31612,19277,2911,698,1010,74290
CED515,18,204,1826,16215,28826,5261,972,405,53735,8,264,2405,3329,505,51,19,68,6640,0,35,217,701,354,63,5,12,1387,4,299,2623,4026,863,112,23,78,8025,4,230,578,415,33,5,4,20,1288,0,58,203,28,0,0,0,6,298,3,82,363,151,5,0,0,8,615,0,48,104,25,0,0,0,4,174,0,16,25,14,11,7,4,5,81,11,431,1273,633,52,11,9,39,2456,0,0,0,5,3,4,0,0,13,0,3,9,13,17,0,0,6,64,38,935,5740,20896,29760,5390,1002,531,64292
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
CED601,95,671,5675,20625,7835,1513,336,535,37281,7,531,1416,308,36,9,5,194,2514,0,63,300,332,117,25,9,8,861,13,592,1720,644,148,40,12,203,3374,18,675,1345,238,36,8,3,51,2375,0,25,69,6,4,0,0,3,112,7,13,10,0,0,0,0,0,31,0,0,6,9,0,0,0,0,9,0,45,38,16,6,0,0,0,114,23,760,1468,265,45,9,4,52,2638,7,50,64,32,16,3,5,44,225,3,23,21,15,11,0,3,9,88,140,2088,8950,21585,8054,1565,359,850,43594
CED602,64,662,5983,23695,7770,1273,271,550,40262,12,798,1761,267,19,6,0,117,2988,5,44,269,50,3,6,3,7,385,22,841,2034,313,24,9,4,125,3368,7,52,90,27,4,5,0,8,194,17,21,5,0,0,0,0,0,43,0,12,19,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,14,21,89,119,45,6,5,0,9,304,45,163,77,61,6,4,0,48,404,6,16,19,26,14,4,4,8,96,155,1773,8228,24145,7816,1284,284,733,44424
CED603,65,633,5881,16938,7091,1815,419,346,33181,10,468,930,235,45,11,4,39,1746,10,225,935,488,97,20,5,19,1802,20,697,1864,722,144,30,12,56,3551,86,1490,2444,569,111,25,14,119,4861,49,314,450,107,22,7,3,16,963,16,124,372,68,3,0,0,14,593,0,0,22,6,0,0,0,0,31,0,48,34,10,4,3,0,0,109,148,1983,3316,760,140,36,14,151,6553,13,48,60,49,13,3,0,8,196,8,22,50,15,8,0,8,12,122,258,3375,11168,18491,7399,1888,454,567,43596
CED604,103,759,6204,21152,8991,1862,398,405,39869,19,350,766,135,15,3,0,36,1336,0,64,396,171,19,3,0,3,662,21,413,1164,306,35,10,0,42,1993,0,104,221,65,10,0,0,9,412,0,9,56,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,9,3,0,0,29,0,124,288,75,23,3,0,9,513,35,93,54,31,3,4,3,9,239,0,16,13,12,9,0,6,8,71,168,1403,7715,21572,9063,1875,404,471,42677
CED605,198,1141,6984,22072,7993,1517,427,637,40970,7,231,444,142,29,4,3,36,894,0,13,59,91,39,15,0,5,226,7,240,505,232,63,23,10,38,1124,15,183,1077,208,17,8,0,34,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,0,0,0,26,15,192,1090,217,24,4,0,34,1578,65,121,53,59,14,8,3,15,336,5,12,22,34,19,3,8,3,115,285,1725,8650,22613,8119,1554,444,727,44115
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,177,1121,3339,12486,6154,1178,428,539,25420,42,705,1669,820,94,4,9,96,3451,8,139,628,256,15,0,0,28,1076,53,842,2296,1082,113,12,12,130,4526,52,339,345,103,4,3,3,30,880,3,37,93,25,3,0,0,8,175,0,13,109,57,3,0,0,8,185,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,5,25,53,403,561,190,11,5,3,40,1262,236,409,91,81,46,11,11,97,975,51,167,121,87,41,10,14,79,566,569,2936,6407,13911,6362,1210,463,883,32742
CED702,56,209,750,11502,7413,1525,338,313,22107,10,323,1392,564,31,3,0,65,2393,9,101,1187,714,106,4,6,33,2146,16,417,2577,1278,141,4,6,99,4536,18,498,2237,1015,96,8,4,106,3983,45,264,1110,361,5,0,0,37,1823,14,305,1739,953,24,0,6,45,3085,38,461,1071,935,44,5,0,31,2592,0,12,0,0,0,0,0,0,20,122,1538,6158,3259,171,11,12,224,11514,45,89,25,15,8,3,0,15,205,10,39,23,4,6,4,0,22,102,252,2297,9531,16062,7738,1549,356,678,38465
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED801,27,252,1316,17420,17501,3861,708,345,41425,12,326,1812,2844,292,6,6,56,5350,14,378,1182,1901,440,18,3,24,3963,23,704,2998,4745,725,26,10,78,9315,9,132,435,541,71,0,0,24,1203,4,365,757,174,36,0,0,18,1345,17,709,1165,313,23,0,0,30,2258,0,544,560,94,0,0,0,11,1209,6,55,44,32,11,4,0,0,156,28,1811,2956,1152,142,9,0,73,6171,0,23,48,16,3,0,0,0,84,0,6,16,17,8,5,4,7,72,81,2793,7328,23347,18384,3895,720,514,57064
CED802,31,369,1510,10829,10697,2872,548,201,27051,19,366,1057,1395,238,30,13,41,3155,8,515,1907,3402,586,50,11,35,6512,30,880,2963,4795,824,80,23,77,9671,47,1186,1943,537,66,4,0,48,3828,58,1402,2476,485,18,0,3,38,4484,54,2626,3481,908,23,5,0,43,7132,37,1372,1616,392,17,0,0,29,3467,7,105,114,29,8,0,3,3,274,208,6696,9624,2341,131,10,3,162,19183,5,34,31,10,0,0,0,0,81,6,31,28,20,9,0,0,0,89,279,8006,14156,17990,11661,2962,580,446,56079
CED803,14,246,1435,15386,17729,3271,469,347,38905,0,153,2042,2794,198,11,0,49,5261,14,242,1174,2582,594,38,0,46,4687,11,392,3225,5374,795,52,5,95,9952,7,171,349,61,5,0,3,5,605,7,711,911,240,32,0,0,23,1922,0,1388,1498,306,24,0,0,27,3243,11,522,787,183,0,0,0,13,1526,5,6,3,7,0,0,0,0,21,24,2803,3559,796,61,5,9,69,7321,0,0,0,3,0,0,0,0,9,3,11,12,12,19,3,0,5,70,59,3455,8226,21576,18604,3324,479,518,56249
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
