CED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED320,2510,486,41,17,2337,414,5813,1801,865,129,54,2218,562,5633,2990,2977,762,337,3108,1415,11590,2613,3389,1033,492,2160,1104,10777,2684,3665,1075,481,2436,859,11198,2267,3352,1101,596,2698,586,10593,1547,2800,1452,884,2994,561,10239,749,1256,742,511,2032,427,5725,169,199,103,97,717,148,1435,17336,18992,6432,3468,20707,6076,73012,2551,722,94,39,1874,351,5641,1455,1316,366,285,1553,361,5335,1660,3567,1805,2154,2189,791,12167,1070,3749,2372,2345,1393,676,11607,1382,4338,2348,1569,1697,606,11937,1243,3685,2298,1723,2180,539,11660,742,2419,2419,2172,2853,553,11153,520,1053,899,979,2110,439,5998,205,225,96,100,1082,293,1998,10815,21076,12701,11359,16931,4607,77495,5061,1214,133,59,4217,765,11459,3260,2176,494,339,3774,924,10965,4648,6547,2564,2494,5301,2205,23749,3680,7142,3408,2832,3551,1776,22386,4068,7999,3431,2043,4130,1468,23135,3509,7036,3392,2319,4878,1126,22253,2285,5216,3870,3059,5847,1121,21392,1269,2312,1642,1492,4147,866,11724,377,425,197,191
CED321,1732,433,47,29,1632,514,4389,1251,667,121,72,1294,462,3866,2156,2103,536,251,2242,1037,8325,1960,2318,641,356,1581,843,7697,2331,2647,735,424,2112,982,9231,2372,2887,937,587,2848,1088,10715,1585,2311,1165,856,3029,970,9919,698,986,571,529,1878,636,5301,171,198,105,88,658,225,1440,14255,14551,4851,3190,17271,6752,60874,1598,589,71,29,1308,473,4071,909,1019,314,230,892,383,3746,1069,2375,1192,1677,1374,888,8573,737,2694,1701,1748,852,784,8518,1000,3268,1865,1407,1336,891,9764,1048,3098,2127,1752,1851,912,10783,615,1761,1858,1959,2172,816,9174,423,833,731,982,1689,636,5291,202,246,135,131,998,343,2054,7597,15887,9996,9906,12464,6131,61981,3334,1020,121,57,2938,989,8459,2155,1687,436,303,2188,847,7609,3227,4474,1730,1924,3618,1927,16902,2698,5016,2342,2102,2438,1626,16212,3335,5915,2598,1831,3448,1872,18996,3412,5983,3063,2342,4695,1997,21498,2200,4072,3017,2811,5201,1788,19090,1124,1827,1296,1512,3564,1276,10596,371,445,237,217
CED322,2288,300,15,13,2029,250,4892,1599,625,62,40,1776,281,4385,2947,2605,481,202,2842,776,9852,2802,3760,1069,373,1943,631,10573,2773,3839,1006,416,2023,607,10668,2198,2899,825,359,2156,478,8904,1473,2323,984,454,2196,423,7845,630,1011,555,293,1625,380,4510,193,209,116,78,683,310,1590,16901,17570,5118,2223,17273,4141,63223,2233,453,40,13,1707,218,4664,1787,1224,193,86,1419,315,5026,2395,3588,1242,1112,2006,730,11072,1442,3912,2581,2164,1348,661,12104,1425,4334,2376,1468,1380,553,11540,1313,3522,2051,1161,1772,433,10259,757,2225,1887,1328,2308,473,8972,472,943,777,669,1847,532,5242,246,304,143,109,1156,643,2606,12070,20520,11298,8104,14944,4564,71489,4518,752,61,30,3738,464,9551,3384,1850,265,123,3195,593,9416,5341,6194,1728,1304,4849,1511,20926,4245,7673,3649,2530,3285,1292,22677,4198,8179,3386,1882,3400,1163,22205,3510,6420,2874,1516,3928,908,19163,2226,4544,2870,1779,4500,894,16819,1100,1957,1340,963,3475,913,9752,439,515,259,192
CED323,1886,326,37,22,2110,349,4729,2015,917,121,48,2501,561,6175,3878,3177,566,258,4916,1487,14285,3100,3458,870,419,2812,1046,11704,3012,3531,920,413,2738,945,11562,2598,3183,839,373,2809,895,10694,1791,2421,1014,413,3053,781,9461,852,1239,579,320,2206,543,5739,226,238,134,93,843,264,1792,19359,18488,5078,2354,23996,6874,76146,1978,536,59,23,1725,313,4637,2046,1642,272,143,2009,588,6704,2949,4206,1355,1174,3759,1425,14862,1571,3604,2084,1858,1939,919,11977,1627,4052,2190,1502,1916,839,12124,1641,3607,1983,1144,2360,847,11584,897,2442,1967,1328,2802,716,10155,605,1163,964,724,2249,678,6378,255,311,148,128,1231,478,2549,13568,21572,11013,8022,20000,6803,80975,3865,863,98,48,3836,662,9368,4067,2564,398,195,4516,1149,12878,6824,7384,1919,1435,8677,2915,29150,4668,7065,2952,2276,4760,1966,23681,4639,7581,3113,1913,4650,1788,23688,4244,6790,2824,1518,5166,1739,22277,2688,4861,2978,1738,5857,1494,19614,1463,2404,1533,1039,4455,1228,12122,479,550,282,216
CED324,2147,444,47,19,1845,187,4684,2352,1182,134,59,2734,432,6897,4003,3725,691,288,4920,973,14609,2939,4291,1304,485,3034,642,12699,2480,3771,1012,350,2091,486,10194,1918,2834,841,391,1968,388,8342,1154,1853,867,381,1686,282,6224,537,875,445,245,1126,185,3415,150,173,73,53,594,85,1133,17688,19155,5422,2267,20009,3649,68188,2171,587,84,28,1606,182,4653,2139,1663,266,114,1803,326,6309,2799,4241,1458,1272,3467,765,14000,1450,3964,2585,2368,2137,556,13051,1168,3692,2235,1450,1587,372,10506,978,2782,1847,1153,1631,324,8719,623,1673,1503,1179,1624,271,6867,366,769,699,607,1297,246,3990,212,275,148,83,1134,176,2025,11907,19646,10819,8249,16286,3219,70122,4321,1026,126,44,3449,368,9342,4490,2843,401,172,4536,760,13202,6803,7970,2157,1555,8386,1733,28605,4396,8252,3888,2844,5175,1194,25750,3648,7467,3241,1806,3679,863,20700,2897,5619,2688,1543,3594,713,17061,1777,3528,2370,1561,3308,548,13096,906,1651,1143,852,2425,430,7405,361,447,226,142
CED325,2491,610,63,23,2707,421,6326,1893,924,120,66,2638,704,6338,3319,3451,704,313,4151,1982,13925,2831,4395,1331,591,3303,1668,14116,2657,3797,1004,410,2884,1028,11781,1989,2872,861,375,2643,589,9339,1034,1758,752,392,1925,362,6229,452,642,342,209,1127,179,2946,113,108,65,34,431,77,818,16777,18565,5234,2412,21821,7013,71815,2407,769,99,51,2301,359,5985,1673,1384,337,208,1807,382,5791,1995,4009,1793,1950,3311,958,14009,1321,4108,2696,2613,2619,847,14208,1292,3999,2313,1531,2346,534,12022,1090,3000,1766,1247,2104,403,9604,594,1527,1388,1080,1883,298,6777,353,642,527,445,1311,215,3504,155,162,88,60,805,103,1376,10879,19603,11008,9199,18485,4109,73277,4897,1376,163,77,5013,778,12307,3568,2307,455,275,4441,1088,12131,5312,7458,2497,2262,7467,2938,27936,4147,8496,4033,3206,5925,2515,28322,3950,7802,3316,1939,5229,1567,23804,3082,5873,2626,1623,4747,1000,18939,1628,3287,2138,1473,3814,665,13004,809,1289,868,651,2438,398,6448,269,275,146,96
CED326,2498,517,40,24,2329,226,5626,1807,777,121,51,2051,285,5090,3022,3154,659,279,3126,695,10939,3048,4439,1289,547,2647,678,12640,2988,4066,1047,442,2403,592,11538,2342,3036,910,425,2384,453,9549,1422,2359,1150,538,2506,410,8387,679,1115,559,350,1836,357,4893,192,234,110,80,822,203,1646,17994,19687,5876,2743,20107,3895,70301,2516,617,91,35,1809,246,5322,1515,1359,319,199,1413,253,5058,1818,3856,1781,1781,2180,641,12051,1422,4478,2798,2571,1840,613,13719,1616,4589,2408,1557,1866,503,12544,1389,3606,2069,1279,2164,403,10901,875,2336,2042,1603,2596,438,9879,581,1128,905,775,2225,469,6079,279,308,165,122,1454,407,2736,12014,22277,12568,9909,17546,3979,78298,5011,1132,130,59,4144,474,10949,3313,2134,442,254,3468,542,10150,4846,7011,2435,2059,5304,1338,22994,4471,8917,4083,3116,4487,1291,26363,4601,8659,3451,2004,4274,1099,24082,3732,6639,2974,1703,4549,854,20450,2300,4690,3193,2139,5097,842,18267,1264,2239,1466,1123,4062,823,10971,470,539,276,204
CED327,2380,606,91,30,3014,557,6685,1894,916,136,76,2734,496,6252,3142,3037,681,341,4765,1120,13077,2986,3935,1175,527,3915,1025,13563,2602,3255,894,440,3086,742,11020,2036,2597,798,375,2793,527,9132,1199,1736,818,439,2320,370,6882,421,648,380,214,1332,211,3210,85,77,51,25,434,91,768,16737,16811,5031,2481,24401,5135,70590,2305,795,125,65,2436,461,6180,1477,1319,340,271,1950,440,5807,1828,3403,1662,1976,3535,1104,13514,1345,3937,2552,2697,2920,959,14398,1260,3598,2030,1573,2460,678,11583,1062,2818,1778,1362,2418,461,9901,659,1624,1386,1247,2269,384,7575,323,517,444,433,1373,246,3343,116,115,67,40,771,187,1297,10373,18131,10398,9658,20125,4921,73598,4683,1402,217,96,5450,1012,12869,3369,2234,479,344,4687,938,12056,4970,6442,2346,2317,8304,2222,26595,4331,7870,3731,3221,6831,1977,27962,3859,6855,2926,2011,5540,1413,22607,3096,5412,2576,1742,5213,994,19038,1854,3368,2203,1688,4588,753,14458,752,1162,823,646,2702,457,6551,199,191,118,67
CED328,3372,559,31,26,2349,159,6490,3100,1429,125,47,2437,378,7518,3070,3286,630,207,2457,492,10141,2591,4585,1474,486,1533,368,11040,2681,4913,1395,416,1242,342,10989,1875,3206,963,355,1068,246,7721,1164,2208,1036,391,1069,187,6059,609,1126,553,286,903,154,3630,169,217,123,63,507,101,1179,18631,21534,6330,2284,13557,2436,64773,3251,744,56,23,1988,168,6228,2766,1914,281,92,1692,249,6997,2323,3759,1214,933,1588,439,10248,1264,4123,2902,2440,1024,318,12080,1292,4586,2944,1685,868,248,11618,998,3283,2018,1059,804,226,8381,601,2052,1782,1212,1120,206,6971,377,943,913,711,1027,209,4178,234,279,161,118,967,213,1975,13102,21687,12271,8276,11079,2267,68680,6622,1304,85,52,4334,323,12718,5870,3342,401,142,4132,630,14515,5393,7046,1845,1140,4039,933,20394,3858,8709,4379,2929,2557,687,23113,3974,9504,4332,2103,2106,590,22608,2871,6489,2985,1414,1877,473,16107,1762,4268,2813,1607,2183,394,13032,989,2068,1468,999,1929,361,7811,403,496,281,182
CED329,1972,430,44,17,1633,415,4505,1103,521,95,48,1129,350,3240,1629,1692,387,229,1712,833,6488,1669,2396,752,403,1307,857,7381,2248,3188,1010,517,1905,918,9795,2364,3569,1377,797,2631,852,11583,1826,3249,1856,1235,3160,767,12092,897,1373,863,667,2037,504,6338,197,224,138,106,740,194,1602,13900,16644,6525,4006,16258,5690,63021,1896,488,66,32,1234,296,4005,840,707,207,159,753,209,2885,923,1799,981,1154,1083,520,6459,745,2614,1716,1756,835,568,8242,1244,3770,2159,1497,1203,696,10567,1428,3948,2720,1985,1944,718,12733,823,2603,2669,2540,2607,688,11936,527,1044,1020,1115,1988,554,6247,229,246,158,138,1182,343,2300,8646,17228,11701,10381,12835,4583,65366,3866,916,109,46,2868,703,8516,1943,1227,300,208,1883,557,6125,2556,3495,1367,1384,2797,1355,12946,2411,5008,2471,2160,2148,1422,15624,3492,6957,3167,2017,3107,1620,20360,3783,7516,4096,2781,4570,1569,24313,2648,5856,4529,3767,5764,1459,24024,1418,2419,1879,1778,4027,1055,12582,429,469,307,247
CED330,2646,572,42,26,2447,455,6179,1659,768,120,51,1921,360,4882,2521,2795,731,319,2739,794,9901,2616,3944,1272,581,2128,890,11427,2888,4329,1324,583,2495,883,12495,2465,3587,1305,717,2583,722,11370,1333,2312,1283,878,2533,517,8867,601,887,550,434,1482,355,4314,136,140,69,70,418,148,974,16853,19332,6691,3655,18749,5126,70407,2677,811,91,45,1942,413,5979,1379,1178,363,210,1302,360,4793,1416,3088,1774,1953,1887,862,10984,997,3944,2686,2639,1262,851,12375,1299,4617,2782,1937,1563,773,12971,1084,3505,2537,1991,1860,579,11562,568,1928,1877,1956,1933,520,8783,349,736,624,704,1315,380,4110,146,147,84,78,665,267,1401,9904,19945,12821,11525,13743,5011,72947,5319,1381,135,68,4389,868,12153,3032,1950,480,264,3227,720,9673,3938,5883,2503,2278,4631,1656,20890,3609,7890,3961,3220,3388,1738,23802,4181,8938,4109,2520,4053,1656,25465,3553,7089,3839,2707,4448,1298,22927,1909,4240,3160,2834,4466,1039,17649,950,1619,1170,1139,2801,740,8416,280,289,153,149
CED394,80,11,4,3,104,71,272,83,39,10,3,149,152,444,244,174,43,41,390,406,1301,180,172,55,42,283,461,1194,147,163,50,19,267,402,1042,241,253,77,43,362,312,1297,179,269,98,45,446,210,1253,35,40,15,13,124,49,283,5,0,0,0,6,6,23,1198,1130,348,211,2143,2076,7108,87,33,7,3,97,61,291,94,96,20,17,131,127,493,244,228,89,105,314,370,1345,113,193,86,101,119,271,885,155,193,87,68,164,217,887,194,310,149,88,243,193,1170,111,204,123,78,237,118,870,19,23,15,14,65,28,160,0,0,0,0,16,4,25,1022,1277,585,479,1385,1392,6127,163,47,13,3,206,134,566,179,133,30,20,277,284,934,491,402,131,146,704,776,2649,292,362,136,140,402,734,2077,297,350,138,90,431,620,1929,430,565,229,133,613,510,2468,298,475,225,121,681,330,2124,56,70,30,27,188,74,444,10,3,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,5,30,37,6,0,0,0,10,45,55,0,3,0,0,6,31,42,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,28,108,149,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,3,13,13,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,0,0,3,0,0,0,0,14,16,0,0,0,0,10,34,49,6,0,0,0,10,52,64,0,3,0,0,6,32,45,0,0,0,0,0,8,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
CED401,1997,385,38,10,2259,220,4911,2776,1544,193,83,3744,482,8821,5358,5123,864,329,6241,1122,19041,3599,4840,1320,472,3471,817,14528,2996,4029,1063,367,2660,637,11750,2500,3459,929,341,2647,488,10366,1579,2465,879,388,2282,369,7967,682,1013,432,213,1487,239,4070,215,249,133,63,945,113,1727,21700,23096,5856,2289,25744,4498,83174,2168,629,62,35,2006,243,5143,2734,2144,345,126,2918,422,8690,3883,5644,1834,1519,4417,821,18114,1696,4362,2666,2411,2169,553,13855,1518,4010,2432,1322,1721,434,11439,1356,3858,2107,1147,1938,388,10790,836,2510,1915,1182,2055,401,8901,542,1066,900,647,1684,302,5142,308,455,208,156,1815,247,3182,15037,24680,12466,8545,20720,3806,85250,4164,1016,102,44,4268,463,10053,5509,3687,536,212,6664,903,17512,9245,10762,2695,1851,10656,1947,37156,5294,9197,3994,2889,5639,1370,28378,4511,8034,3490,1696,4379,1077,23185,3855,7314,3036,1487,4587,870,21154,2421,4975,2791,1575,4337,768,16862,1222,2079,1335,858,3174,548,9215,522,706,342,215
CED402,2336,427,52,10,1879,447,5148,1568,809,111,45,1527,385,4447,2633,2719,638,293,2194,1031,9502,2234,3176,952,448,1683,1085,9581,2805,3773,1063,421,2069,1014,11143,3004,3832,1270,581,2819,915,12425,1964,3047,1552,965,3201,857,11584,851,1272,704,546,2032,530,5935,208,276,162,112,890,206,1850,17606,19315,6513,3420,18299,6479,71622,2188,586,83,25,1327,366,4571,1111,1128,284,197,868,246,3836,1200,2865,1559,1671,1209,552,9061,827,3152,2180,1992,881,542,9571,1167,4092,2464,1466,1243,668,11096,1213,4055,2791,1760,1886,692,12397,663,2286,2562,2358,2374,753,10996,478,1031,1013,1149,2186,583,6438,260,351,225,168,1466,353,2816,9108,19536,13158,10770,13443,4763,70782,4533,1012,134,29,3206,814,9726,2683,1941,394,239,2391,636,8277,3840,5582,2194,1959,3404,1586,18566,3062,6322,3129,2439,2566,1630,19153,3964,7864,3532,1885,3319,1688,22241,4220,7886,4066,2340,4704,1605,24820,2626,5328,4115,3321,5576,1611,22579,1321,2302,1717,1695,4221,1115,12374,464,618,385,285
CED403,2477,313,28,8,1868,155,4849,2226,953,103,50,1948,217,5490,3566,3451,614,206,3053,474,11363,2725,4354,1252,461,1830,381,10996,2748,4287,1131,379,1717,399,10660,2554,3908,1042,399,1988,339,10235,1793,3135,1323,501,2188,313,9258,893,1430,729,389,1689,257,5390,308,372,181,126,1077,159,2220,19276,22206,6394,2526,17358,2702,70462,2500,428,58,12,1587,112,4703,2330,1443,212,102,1450,194,5724,2542,4130,1303,1101,2204,419,11686,1353,4162,2725,2069,1224,323,11856,1392,4629,2667,1196,1067,305,11261,1486,4373,2410,1247,1606,336,11454,869,3019,2653,1682,2149,367,10741,580,1371,1289,1004,2066,313,6624,442,568,338,219,2180,271,4008,13488,24117,13652,8633,15526,2639,78062,4978,746,81,24,3457,271,9555,4549,2395,309,147,3397,412,11214,6102,7581,1915,1305,5251,892,23054,4075,8514,3977,2536,3057,704,22857,4140,8917,3800,1579,2785,697,21919,4041,8277,3456,1645,3591,678,21689,2658,6154,3973,2181,4338,685,19999,1469,2806,2011,1397,3757,569,12010,750,932,517,343
CED404,1967,436,44,22,1809,474,4750,1388,759,134,57,1482,448,4286,2412,2706,686,332,2500,1122,9754,2115,2932,953,430,1766,1026,9229,2621,3346,1006,482,2308,1106,10870,2852,3904,1286,728,3446,1054,13271,1860,2883,1546,1027,3360,839,11519,752,1179,726,627,2246,608,6135,196,247,139,133,827,234,1757,16162,18404,6518,3821,19750,6917,71574,1818,576,86,39,1326,438,4291,1001,1171,295,201,953,288,3905,1172,2852,1513,1879,1370,750,9536,713,2832,1987,1984,996,666,9182,1110,3828,2267,1512,1360,798,10880,1144,3775,2766,1887,2123,839,12531,646,2236,2244,2344,2641,779,10889,420,985,939,1129,2225,620,6321,225,308,186,167,1359,305,2549,8251,18567,12289,11144,14358,5476,70085,3781,1011,128,65,3137,911,9035,2399,1931,429,258,2432,738,8187,3583,5559,2200,2210,3873,1876,19299,2825,5774,2941,2409,2765,1697,18412,3735,7178,3267,2001,3672,1902,21755,3993,7679,4050,2611,5569,1892,25800,2509,5120,3795,3362,6003,1618,22406,1173,2163,1662,1753,4475,1231,12455,416,555,326,293
CED405,1939,263,25,8,2040,196,4461,1953,844,81,43,2229,237,5392,3544,3330,621,224,3594,597,11911,2790,3944,1009,386,2338,454,10921,2895,3809,1003,336,2474,480,10987,2725,3697,1007,422,2945,467,11270,1586,2540,1073,514,2564,308,8592,812,1129,631,286,1787,243,4886,279,311,183,119,1084,133,2106,18516,19874,5640,2340,21046,3115,70528,1930,437,45,12,1635,138,4195,1870,1280,210,119,1444,199,5132,2471,4079,1468,1304,2267,494,12090,1293,3800,2450,1932,1515,421,11405,1454,4235,2298,1390,1710,363,11451,1383,4139,2295,1476,2152,395,11834,828,2393,2159,1631,2438,344,9799,564,1236,1091,920,2106,350,6264,379,456,275,188,1877,220,3391,12169,22059,12286,8982,17141,2921,75560,3863,700,66,20,3670,331,8656,3823,2128,300,164,3670,440,10527,6018,7409,2088,1537,5863,1090,23994,4081,7738,3454,2320,3855,877,22327,4346,8040,3298,1725,4191,842,22440,4110,7841,3308,1899,5101,861,23109,2408,4936,3233,2152,4994,658,18386,1374,2368,1723,1205,3885,593,11151,656,766,458,303
CED406,2261,346,34,7,2124,189,4958,1987,708,87,46,1827,195,4856,3248,3247,684,277,2469,470,10401,2756,4056,1080,440,1854,478,10665,2712,3919,1026,398,1986,448,10490,2545,3527,961,405,2228,394,10056,1537,2782,1282,612,2397,343,8958,596,1100,592,357,1549,224,4422,161,242,99,92,717,128,1430,17802,19931,5833,2634,17157,2877,66231,2275,451,40,18,1648,193,4621,1774,1168,249,154,1166,171,4682,1923,3676,1611,1575,1482,396,10664,1184,3982,2513,2121,1031,408,11248,1348,4319,2171,1387,1280,367,10880,1355,4064,2266,1331,1773,358,11147,754,2405,2318,1818,2344,363,10005,457,957,880,780,1715,332,5128,230,262,153,116,1186,238,2181,11299,21279,12212,9298,13632,2820,70541,4534,794,73,24,3766,379,9580,3759,1873,342,199,2996,366,9535,5173,6928,2291,1853,3959,867,21061,3945,8038,3594,2562,2888,889,21906,4065,8232,3194,1789,3266,823,21365,3899,7596,3226,1734,4000,749,21206,2284,5192,3601,2429,4748,703,18961,1057,2056,1477,1139,3265,554,9544,390,501,251,199
CED407,2239,371,31,12,2400,200,5255,2134,876,110,48,2563,270,5998,3332,3105,621,264,3836,718,11880,2866,4112,1084,453,2774,656,11944,2841,3801,978,342,2430,481,10870,2435,3290,902,374,2438,337,9783,1518,2406,1021,516,2380,305,8142,699,1125,649,355,1715,249,4791,178,230,118,98,779,141,1544,18233,19304,5518,2461,21322,3363,70201,2213,533,57,14,1876,174,4864,1800,1140,222,136,1686,159,5149,1947,3423,1523,1569,2526,483,11468,1108,3817,2493,2317,1721,478,11924,1242,4186,2265,1398,1567,329,10976,1145,3647,2180,1366,1984,303,10624,703,2201,2070,1685,2369,348,9376,483,1029,940,847,2097,388,5792,266,290,149,138,1199,249,2285,10914,20258,11894,9466,17016,2910,72465,4450,899,91,25,4273,381,10115,3936,2014,333,187,4249,427,11144,5278,6531,2145,1833,6366,1200,23349,3976,7924,3573,2772,4493,1132,23868,4074,7981,3241,1740,3996,807,21846,3587,6937,3079,1739,4429,641,20409,2221,4599,3091,2203,4747,649,17514,1185,2155,1590,1202,3809,641,10581,438,521,264,229
