CED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED221,1970,485,45,29,2988,320,5837,1781,823,124,57,3179,397,6361,3466,3230,703,332,5923,1052,14710,3403,4587,1282,627,5076,912,15878,2501,3176,829,355,3578,579,11009,1823,2136,628,274,2962,448,8268,843,1183,462,254,1984,272,4991,359,412,195,131,1043,164,2302,57,79,32,29,352,66,609,16190,16109,4301,2090,27081,4207,69971,2085,697,103,27,2483,312,5709,1596,1325,319,212,2376,361,6183,1933,3914,2031,2468,4622,992,15965,1170,3700,2837,3227,3727,770,15419,1037,3030,1963,1694,2755,535,11011,780,2208,1401,1118,2380,404,8289,478,1103,875,749,1922,298,5434,260,428,296,279,1130,185,2591,93,97,54,48,647,92,1031,9433,16509,9877,9825,22045,3944,71631,4053,1181,154,60,5475,630,11548,3374,2154,438,268,5547,756,12543,5400,7141,2734,2797,10550,2042,30666,4564,8287,4118,3853,8803,1678,31300,3532,6210,2787,2049,6329,1115,22019,2602,4345,2027,1393,5340,848,16563,1324,2294,1337,1001,3905,571,10430,622,844,484,413,2175,348,4887,151,170,86,72
CED222,1956,375,37,14,2579,246,5202,2293,1089,144,76,4106,582,8288,4223,3683,715,289,8100,1450,18457,2825,3920,1129,472,4881,764,13998,2680,3296,916,392,3862,560,11700,2135,2703,789,395,3553,481,10047,1366,1780,703,375,2978,381,7583,794,937,442,226,2089,322,4806,283,260,117,82,1066,161,1972,18550,18042,4987,2325,33217,4931,82051,2007,519,64,27,2161,248,5019,2045,1357,260,121,2902,431,7114,2724,3834,1515,1369,5517,1017,15973,1366,3532,2410,2277,3637,684,13903,1127,3482,2258,1712,3074,505,12155,1032,2759,1844,1392,2943,451,10420,764,1810,1534,1289,2839,423,8668,576,1059,807,663,2222,384,5704,323,385,176,145,1627,278,2941,11956,18735,10879,8997,26921,4419,81903,3967,894,103,38,4737,490,10219,4333,2445,405,199,7012,1008,15407,6947,7516,2227,1661,13618,2465,34431,4188,7448,3539,2752,8521,1450,27900,3801,6781,3173,2106,6933,1064,23858,3169,5456,2628,1786,6490,929,20465,2130,3595,2241,1671,5816,802,16254,1368,1994,1249,888,4310,701,10506,604,641,297,228
CED223,2021,381,31,24,1788,401,4642,1237,607,84,48,1357,318,3660,2199,2416,587,242,1946,635,8032,1978,3011,927,408,1354,661,8342,2366,3369,983,412,1737,692,9564,2567,3596,1254,556,2360,791,11115,1834,2993,1419,902,2813,803,10761,816,1236,647,498,1907,499,5591,211,239,100,122,798,195,1673,15230,17844,6038,3207,16061,5000,63375,2023,515,65,23,1258,390,4273,955,941,223,144,854,280,3398,1126,2694,1256,1393,1198,583,8246,843,2957,2092,1831,812,591,9130,1025,3853,2243,1424,1093,685,10324,1140,4117,2572,1680,1678,725,11910,733,2429,2326,2146,2315,686,10640,450,1043,955,1020,1887,581,5933,234,308,192,163,1330,347,2575,8525,18844,11928,9823,12427,4871,66422,4047,888,99,46,3045,793,8916,2194,1545,311,193,2214,597,7052,3329,5106,1846,1636,3143,1216,16281,2814,5976,3014,2244,2169,1252,17472,3392,7220,3233,1838,2830,1378,19886,3710,7705,3822,2233,4039,1516,23021,2562,5422,3749,3045,5127,1490,21401,1258,2275,1601,1514,3791,1081,11529,445,546,295,285
CED224,2114,278,13,0,2059,168,4634,1644,542,60,22,1913,177,4365,2841,2686,423,174,3075,514,9724,2910,4152,1105,385,2459,455,11466,2993,4236,995,322,2346,371,11255,2379,3128,793,267,2295,345,9203,1352,1987,732,321,2044,299,6737,681,895,389,195,1507,268,3925,202,245,112,82,733,134,1507,17116,18146,4622,1774,18434,2734,62821,2261,389,21,13,1654,138,4478,1638,897,149,61,1233,141,4115,2013,3394,1103,990,2050,465,10021,1324,3985,2626,2208,1774,464,12380,1301,4511,2645,1545,1787,356,12143,1155,3369,1997,1077,1880,307,9793,704,1987,1578,1075,2136,365,7836,486,939,750,616,1769,348,4912,282,355,183,115,1465,226,2620,11168,19821,11059,7702,15751,2801,68297,4374,667,38,15,3711,299,9111,3286,1442,207,83,3146,321,8485,4854,6085,1535,1165,5129,978,19743,4241,8133,3728,2600,4231,925,23851,4291,8748,3642,1862,4133,728,23399,3531,6494,2791,1344,4178,658,19002,2056,3975,2304,1399,4176,659,14574,1162,1835,1142,802,3277,620,8841,482,598,295,196
CED225,2443,320,14,9,1863,168,4822,1887,639,61,36,1783,196,4603,2940,2907,528,183,2375,395,9331,2631,4248,1320,406,1761,419,10785,2717,4415,1127,384,1668,348,10654,2227,3572,949,349,1867,316,9282,1510,2558,1033,440,1858,282,7668,702,1165,554,298,1321,206,4249,204,233,121,74,706,131,1467,17270,20059,5706,2176,15202,2463,62867,2305,426,48,5,1444,119,4341,1755,1017,136,52,1107,145,4212,2051,3551,1114,921,1611,357,9618,1106,3816,2770,2298,1127,365,11482,1102,4254,2836,1712,1128,299,11333,1067,3727,2356,1452,1416,287,10305,642,2263,2100,1547,1811,344,8707,466,1025,968,776,1535,254,5018,262,357,192,135,1265,192,2403,10760,20441,12511,8890,12454,2363,67424,4748,745,58,11,3308,285,9163,3643,1656,195,85,2889,349,8816,4994,6460,1647,1111,3991,754,18952,3736,8069,4088,2706,2886,781,22268,3820,8667,3968,2089,2792,649,21990,3292,7305,3308,1800,3282,601,19590,2154,4818,3128,1989,3668,623,16381,1179,2188,1519,1065,2858,455,9268,468,591,306,208
CED226,2983,415,25,12,2264,173,5870,2584,1142,113,49,1993,194,6089,3499,3109,448,150,2678,440,10321,2346,3591,978,317,1635,327,9190,2812,4331,1208,386,1442,370,10554,2438,3829,1072,382,1563,304,9586,1642,2796,944,330,1336,242,7299,796,1347,593,210,1109,202,4256,283,358,130,92,817,136,1821,19395,20931,5513,1925,14832,2395,64987,3024,560,31,6,1858,179,5657,2620,1530,192,48,1374,206,5977,2796,3832,931,573,2008,407,10543,1299,3462,2251,1975,1354,336,10684,1088,4299,3200,2185,1227,361,12363,1059,3869,2643,1487,1164,293,10519,719,2562,2240,1343,1319,281,8461,527,1268,1162,748,1364,278,5347,304,524,306,159,1577,305,3168,13440,21910,12956,8531,13246,2638,72722,6009,979,53,17,4125,352,11534,5209,2675,307,99,3372,398,12067,6296,6941,1380,728,4688,844,20867,3648,7049,3227,2297,2988,661,19873,3901,8637,4410,2568,2663,729,22915,3499,7695,3717,1865,2725,597,20099,2361,5360,3185,1674,2653,526,15755,1327,2616,1754,955,2468,485,9605,589,880,433,250
CED227,2455,418,37,13,2295,322,5536,1808,729,91,29,2172,286,5115,3333,3341,705,272,4019,733,12406,3109,4437,1231,570,3183,688,13221,2569,3620,936,366,2269,517,10272,1850,2474,667,273,1950,332,7559,934,1460,647,367,1582,285,5278,478,616,327,235,1108,219,2977,101,122,61,40,387,94,809,16639,17214,4717,2175,18956,3480,63186,2291,571,56,27,1827,290,5061,1605,1143,283,148,1538,251,4964,1777,3897,1913,2274,3064,735,13663,1017,3821,2828,3043,2146,624,13482,999,3673,2239,1623,1590,491,10612,827,2603,1605,1119,1501,393,8044,461,1430,1268,1070,1606,337,6162,306,640,520,475,1155,305,3402,120,137,98,51,669,193,1271,9385,17920,10812,9830,15094,3615,66650,4746,984,96,41,4123,615,10598,3410,1869,375,176,3708,533,10078,5106,7234,2620,2545,7090,1468,26068,4127,8259,4065,3619,5322,1311,26702,3562,7295,3181,1991,3859,1006,20885,2678,5080,2270,1393,3448,724,15597,1392,2888,1913,1439,3186,616,11444,783,1259,850,707,2261,520,6381,222,260,155,95
CED228,2036,573,48,25,2778,412,5868,1863,844,166,69,3538,560,7043,3631,3744,913,388,7016,1509,17204,3604,5534,1683,869,5846,1270,18796,2409,3107,839,414,3277,662,10709,1741,2218,675,304,2703,443,8100,913,1248,607,300,1977,293,5335,315,447,210,149,982,170,2270,76,50,33,17,306,84,566,16592,17754,5173,2544,28426,5404,75889,1866,719,112,33,2318,373,5420,1545,1300,323,211,2249,461,6088,2078,4251,2464,2963,5586,1413,18757,1202,4199,3190,3783,4163,1091,17623,942,2976,1897,1666,2505,595,10575,848,2224,1555,1366,2297,402,8693,439,1114,968,955,1903,343,5721,248,425,318,256,1093,215,2555,93,98,45,33,601,160,1038,9253,17312,10868,11268,22727,5044,76468,3903,1290,162,57,5097,786,11294,3417,2143,486,280,5787,1019,13134,5709,7993,3379,3354,12609,2920,35954,4802,9727,4871,4651,10009,2360,36421,3351,6083,2732,2082,5786,1255,21287,2586,4447,2231,1672,5005,850,16791,1353,2359,1573,1254,3875,635,11050,559,867,527,406,2077,386,4825,170,155,79,55
CED229,1388,209,21,4,1129,154,2896,1701,1139,155,63,1973,344,5371,5820,5637,815,263,5671,1433,19644,3963,4973,1021,410,2900,973,14237,3046,3810,847,271,1834,727,10536,2318,3025,651,217,1745,576,8543,1553,2018,587,213,1693,461,6516,654,854,293,105,1098,305,3311,161,166,55,41,515,174,1101,20605,21833,4439,1585,18549,5137,72154,1467,330,33,8,995,152,2989,1951,1669,263,107,1623,384,5998,5191,7438,1519,854,4615,1350,20964,2716,4930,2134,1601,1997,913,14287,1884,4220,1909,1076,1247,592,10935,1407,3391,1519,706,1297,481,8802,777,2233,1304,702,1459,427,6911,416,843,590,398,1057,350,3650,197,232,125,61,811,322,1757,16012,25292,9395,5507,15101,4972,76283,2855,529,49,9,2127,302,5881,3653,2808,415,166,3588,727,11363,11006,13073,2335,1118,10288,2781,40606,6679,9904,3157,2008,4895,1887,28521,4938,8034,2751,1345,3080,1320,21470,3730,6416,2176,922,3047,1056,17343,2331,4255,1890,918,3144,885,13427,1067,1699,883,500,2151,648,6958,355,405,179,104
CED230,1916,369,28,26,1857,510,4701,1383,743,117,60,1672,363,4333,2437,2564,625,267,2899,904,9688,2087,2630,786,397,1991,823,8713,2398,2962,880,403,2359,904,9910,2791,3463,1079,592,3190,1012,12130,1785,2694,1275,865,3375,978,10974,802,1177,654,526,2247,695,6099,270,287,152,111,991,326,2129,15871,16883,5587,3245,20582,6496,68674,1837,567,67,32,1349,431,4283,983,1026,316,204,1061,312,3902,1188,2698,1393,1729,2088,780,9873,679,2515,1912,1932,1258,789,9092,926,3374,2203,1609,1513,779,10412,1082,3503,2592,1915,2168,842,12097,625,2041,2172,2292,2679,829,10641,457,980,942,1191,2251,772,6596,307,374,243,191,1696,535,3339,8095,17083,11837,11100,16058,6071,70245,3755,938,98,58,3203,937,8984,2367,1768,429,264,2737,673,8235,3621,5263,2018,1997,4986,1682,19562,2771,5148,2696,2325,3246,1612,17807,3324,6337,3086,2015,3871,1683,20319,3872,6973,3667,2507,5362,1852,24230,2411,4735,3451,3159,6053,1810,21612,1261,2154,1599,1719,4501,1461,12696,576,659,388,300
CED231,1804,259,19,3,1847,162,4092,1754,775,85,33,1999,229,4882,3531,3490,532,181,3414,655,11811,2870,3975,1012,376,2234,483,10951,2654,3625,911,320,2150,453,10114,2004,2722,779,306,2132,372,8317,1169,1833,756,343,2083,265,6444,651,883,413,250,1537,236,3965,215,257,97,53,787,119,1526,16650,17815,4607,1868,18194,2970,62097,1850,358,31,7,1391,147,3790,1793,1228,163,58,1233,213,4692,2742,4391,1229,867,2288,633,12153,1469,3788,2275,2044,1506,490,11574,1133,3796,2338,1514,1486,413,10688,950,2957,1884,1248,1688,328,9057,616,1780,1518,1216,2075,320,7522,453,936,744,689,1740,321,4889,261,324,168,100,1312,172,2332,11270,19559,10354,7744,14717,3037,66690,3655,623,53,13,3242,304,7886,3547,2006,249,95,3235,437,9572,6271,7879,1765,1052,5706,1293,23961,4335,7763,3283,2425,3742,973,22522,3792,7420,3245,1832,3635,863,20803,2955,5671,2666,1555,3822,696,17371,1789,3612,2273,1559,4154,585,13963,1107,1819,1160,933,3281,566,8855,474,575,260,154
CED232,2471,370,36,15,2125,303,5316,1693,588,74,30,1867,222,4479,2703,2804,623,265,2901,504,9796,2778,4277,1217,533,2345,552,11704,2620,3861,1099,419,1968,482,10448,2034,2910,940,402,1869,440,8598,1092,1824,933,506,1654,358,6364,460,732,381,285,1044,224,3138,82,102,57,41,327,72,679,15933,17475,5359,2495,16095,3169,60522,2404,505,53,14,1687,296,4956,1419,920,224,115,1178,167,4030,1389,3269,1596,1910,2046,535,10739,934,3677,2776,2872,1548,533,12340,997,3960,2650,1801,1267,467,11141,853,2881,2015,1438,1398,416,9004,468,1602,1587,1383,1578,349,6954,246,545,551,547,953,222,3069,96,125,54,63,608,125,1076,8809,17486,11503,10141,12267,3103,63308,4877,875,91,28,3814,597,10275,3115,1510,294,149,3049,394,8507,4082,6075,2217,2174,4947,1036,20536,3712,7958,3996,3405,3893,1081,24045,3620,7819,3750,2224,3232,950,21585,2890,5792,2951,1839,3266,862,17607,1561,3425,2516,1884,3231,701,13314,706,1276,934,831,1998,448,6201,178,228,111,102
CED233,1226,380,45,19,1525,253,3449,3494,2564,348,179,5329,1015,12923,9476,9559,1443,445,9893,2543,33351,4351,5551,1244,403,3511,1339,16397,2336,3106,784,255,1818,760,9062,1761,2434,599,196,1572,577,7144,1013,1591,492,167,1224,348,4835,412,601,235,73,849,188,2358,111,123,53,17,368,71,751,24185,25906,5234,1763,26085,7094,90270,1731,648,81,36,1524,312,4326,4210,3739,638,228,5167,1070,15054,8573,11534,2137,989,8345,2390,33977,2831,5167,1961,1370,2428,1024,14783,1410,3291,1463,818,1331,594,8916,1076,2564,1200,609,1222,483,7154,578,1684,1011,564,1179,361,5380,303,619,451,250,912,195,2731,145,172,87,55,698,99,1255,20854,29425,9025,4921,22812,6538,93572,2959,1028,124,52,3041,569,7776,7701,6297,989,411,10496,2086,27976,18047,21093,3580,1435,18237,4932,67326,7182,10717,3206,1770,5940,2362,31175,3750,6400,2248,1075,3147,1358,17975,2837,4999,1795,810,2799,1066,14302,1593,3277,1507,728,2406,711,10215,717,1224,684,320,1759,378,5089,259,300,134,78
CED234,2593,375,29,15,2167,166,5343,2208,798,94,39,2339,207,5683,2891,2521,460,209,3648,488,10218,2601,3730,1128,420,2756,413,11052,2716,4206,1120,414,2340,406,11196,2442,3560,1086,410,2253,304,10045,1423,2397,1059,492,2062,263,7694,960,1489,708,373,1849,281,5658,359,402,195,112,1130,201,2391,18189,19483,5867,2485,20545,2723,69291,2442,506,41,16,1675,136,4818,2066,1106,158,56,1505,191,5085,2149,2926,1068,894,2879,479,10392,1138,3384,2489,2363,2384,432,12194,1110,4006,2922,2055,1757,370,12220,1016,3473,2522,1785,2021,323,11134,665,2157,2046,1700,2213,318,9097,644,1390,1297,1067,2126,376,6895,346,473,294,181,1776,309,3383,11570,19424,12834,10113,18327,2934,75208,5038,881,73,24,3847,298,10157,4273,1896,254,99,3844,403,10771,5032,5450,1528,1102,6524,963,20607,3744,7118,3623,2786,5134,841,23247,3825,8214,4033,2469,4095,775,23420,3454,7036,3604,2196,4276,626,21181,2085,4559,3106,2186,4270,583,16789,1604,2877,2000,1446,3974,654,12559,706,871,489,297
CED235,1763,325,13,8,1426,320,3852,1195,520,86,36,1227,219,3287,2131,2235,545,251,1766,482,7410,1829,2637,879,401,1266,574,7582,2152,2869,879,412,1586,603,8496,2262,3310,1097,609,2292,677,10239,1750,2982,1534,911,2635,701,10509,764,1235,739,534,1787,504,5567,185,228,131,103,728,244,1618,14022,16342,5901,3269,14715,4316,58569,1824,459,63,17,1130,310,3798,959,833,214,148,748,184,3084,1042,2528,1257,1586,1130,541,8088,710,2423,1821,1926,721,576,8175,931,3243,2066,1405,1019,562,9232,1021,3593,2445,1788,1756,663,11269,693,2519,2463,2149,2333,740,10893,438,1011,974,995,1808,583,5811,215,255,174,147,1272,317,2375,7835,16869,11459,10155,11919,4481,62717,3584,781,75,27,2557,623,7650,2160,1351,303,190,1974,400,6375,3179,4763,1794,1829,2894,1032,15497,2535,5058,2694,2327,1989,1152,15754,3083,6112,2945,1818,2607,1162,17726,3283,6907,3542,2395,4041,1338,21510,2442,5499,3995,3058,4968,1437,21404,1198,2254,1709,1526,3595,1091,11374,392,483,305,254
CED236,2001,355,28,17,2036,480,4919,1365,648,98,50,1797,360,4317,2310,2371,549,258,2693,869,9049,1990,2690,771,365,1926,755,8498,2433,3039,794,399,2384,821,9868,2578,3145,929,491,2810,815,10768,1703,2498,1098,683,3111,774,9871,790,1115,560,462,2170,602,5707,223,233,132,96,851,244,1784,15397,16098,4964,2808,19785,5722,64777,1843,505,57,20,1469,391,4293,1085,1052,256,186,1093,298,3977,1122,2700,1337,1559,1852,743,9310,735,2531,1863,1918,1268,702,9023,926,3414,2086,1474,1496,683,10082,1015,3328,2331,1646,2047,713,11072,645,2067,2014,1897,2569,713,9904,430,917,828,960,2069,684,5888,203,312,167,172,1407,434,2694,7998,16823,10947,9836,15277,5362,66241,3843,864,87,35,3507,876,9207,2449,1700,353,237,2888,661,8291,3430,5072,1887,1817,4543,1613,18361,2725,5221,2640,2288,3195,1457,17517,3357,6458,2882,1877,3878,1498,19953,3589,6473,3266,2130,4856,1524,21840,2354,4564,3108,2577,5682,1492,19778,1218,2030,1392,1421,4240,1292,11593,431,546,299,273
CED237,1649,331,46,19,2655,290,4988,1617,694,102,49,3102,401,5961,3068,2833,570,296,5636,879,13284,2871,3585,1070,504,4559,715,13294,2404,2642,690,361,3694,518,10304,1862,2177,575,300,3428,404,8739,1099,1435,536,324,2715,324,6427,566,615,273,183,1530,267,3422,150,131,66,50,618,155,1160,15278,14431,3927,2075,27926,3949,67589,1613,547,64,30,2126,240,4611,1477,1117,255,109,2101,301,5358,1849,3330,1515,1716,4018,729,13158,1011,3171,2333,2763,3215,648,13132,880,2872,1938,1795,2680,440,10603,763,2360,1630,1484,2865,398,9501,649,1373,1118,1099,2604,362,7206,425,692,489,458,1599,364,4030,165,166,91,67,955,318,1762,8825,15625,9432,9510,22160,3800,69353,3262,872,108,47,4777,530,9602,3097,1810,352,157,5211,701,11325,4923,6163,2087,2008,9656,1610,26442,3876,6758,3403,3266,7769,1360,26426,3284,5514,2631,2153,6373,957,20910,2624,4536,2206,1788,6294,803,18236,1745,2807,1658,1426,5313,691,13637,986,1306,764,639,3127,627,7448,315,294,153,116
CED238,1996,344,39,13,1668,424,4488,1283,645,91,47,1344,313,3713,2359,2375,515,242,2165,815,8478,1999,2687,823,387,1473,856,8215,2509,3121,913,406,1815,912,9679,2692,3445,1121,561,2552,826,11192,1913,2832,1329,844,2881,852,10653,785,1188,618,499,1760,547,5409,203,227,143,94,791,246,1708,15745,16871,5590,3096,16448,5792,63535,1906,477,51,18,1291,374,4123,966,972,209,138,855,217,3364,1132,2654,1294,1429,1245,527,8280,726,2583,1932,1923,818,568,8556,968,3520,2336,1498,1084,602,10016,1082,3715,2644,1880,1747,651,11711,677,2335,2353,2223,2192,717,10494,394,1037,961,1090,1868,579,5927,276,334,206,168,1426,431,2849,8131,17630,11985,10364,12544,4659,65309,3900,823,93,28,2959,799,8601,2248,1618,304,185,2201,524,7078,3494,5032,1805,1672,3411,1343,16759,2724,5271,2749,2310,2293,1426,16776,3480,6643,3252,1906,2902,1516,19697,3772,7159,3761,2437,4301,1476,22905,2588,5166,3682,3068,5073,1568,21143,1180,2222,1576,1590,3633,1127,11334,479,565,354,261
CED239,1418,261,19,16,1468,184,3359,1892,1077,127,52,2324,351,5821,4919,5148,847,312,4622,982,16831,3136,4830,1367,464,2687,655,13140,2191,3340,926,367,2105,438,9371,1565,2201,652,257,2092,325,7099,799,1159,514,233,1573,252,4524,493,588,265,120,1269,224,2957,249,244,97,68,880,168,1711,16667,18846,4817,1878,19023,3579,64803,1475,383,41,20,1123,155,3197,1994,1606,268,121,1575,286,5846,4122,6478,1659,1191,3090,904,17440,1751,4586,2397,2075,1764,543,13111,1069,3417,1956,1402,1397,386,9634,826,2434,1450,988,1578,295,7560,494,1280,953,741,1609,258,5333,417,760,562,538,1541,303,4127,300,376,205,144,1441,314,2776,12453,21316,9482,7212,15124,3443,69028,2890,638,63,34,2590,337,6556,3879,2682,393,172,3906,636,11671,9040,11627,2505,1498,7708,1886,34271,4890,9414,3765,2532,4449,1195,26247,3259,6759,2882,1775,3504,825,19003,2392,4631,2098,1238,3674,625,14656,1297,2439,1464,971,3179,510,9855,910,1344,827,658,2813,531,7085,553,619,299,214
CED294,44,14,0,0,76,88,234,71,36,13,6,95,125,345,147,124,29,16,241,391,939,127,116,30,24,176,525,1008,105,91,24,17,209,465,912,82,82,19,13,153,291,644,54,70,11,13,113,136,392,18,9,6,0,28,27,90,0,0,0,0,0,11,15,643,546,134,92,1104,2058,4576,62,22,4,8,56,87,229,75,47,20,10,74,93,321,126,166,61,69,150,313,878,75,103,58,75,77,343,730,62,82,39,36,83,178,479,62,111,46,25,67,118,429,31,37,30,10,49,63,224,7,12,3,6,28,6,58,0,0,0,0,9,10,19,499,574,256,237,589,1214,3373,109,32,7,8,128,182,459,140,82,33,18,178,218,671,272,284,85,83,387,699,1819,204,221,84,96,251,871,1736,169,173,59,54,297,643,1393,148,190,63,42,220,409,1074,78,105,46,22,162,195,613,24,21,8,4,59,38,152,4,0,0,0
