CED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
CED230,0,26,28,189,48,74,32,7,0,398,0,0,0,5,6,8,9,3,0,30,0,6,4,14,7,7,8,0,0,48,5,42,32,250,136,125,109,64,35,802,237,719,601,1459,849,941,865,682,465,6826,4440,9623,8189,18964,10412,12097,10641,6596,3339,84301,0,23,78,128,59,48,21,3,0,362,8253,17577,14739,27615,16337,19637,17153,9683,4144,135141,0,3,6,36,5,3,3,0,0,62,0,0,0,5,0,3,8,0,0,14,0,0,0,13,5,3,0,0,0,24,0,6,7,56,15,20,11,7,0,124,3,4,8,31,15,32,14,3,0,119,0,0,0,21,0,0,0,0,0,33,0,16,44,245,69,48,33,11,0,469,0,0,0,0,0,15,29,28,26,105,0,0,7,14,4,7,8,3,0,40,3,34,46,219,252,635,755,512,145,2609,0,3,11,57,46,19,21,8,0,170,0,0,5,31,3,19,5,5,0,67
CED231,7,28,62,478,352,365,232,91,71,1698,0,0,0,12,4,6,6,0,3,42,0,0,3,25,3,0,0,0,0,39,15,142,251,1451,501,409,386,262,137,3551,129,251,265,973,364,282,277,274,143,2957,3840,8130,8481,23724,10688,9057,7522,4889,2332,78659,0,0,4,17,7,3,6,0,0,37,7473,14746,14444,30096,14437,10921,6883,3318,1327,103645,0,7,12,78,14,7,5,0,0,117,0,0,0,75,22,44,28,21,6,196,0,7,8,174,12,7,9,0,0,215,0,0,3,11,19,17,15,0,3,79,6,31,21,140,67,38,12,9,0,318,0,10,10,90,64,37,58,33,0,297,6,51,133,797,306,332,240,135,108,2108,0,3,0,60,56,112,178,224,66,692,4,15,18,111,55,100,167,160,59,683,25,99,149,767,472,509,414,285,108,2823,0,0,8,71,49,53,26,20,7,239,0,4,7,86,24,21,22,5,3,176
CED232,4,4,20,96,26,10,5,0,0,173,0,0,9,13,12,13,21,4,6,73,4,10,28,99,38,24,4,0,0,206,5,97,122,505,292,197,163,109,34,1528,179,479,344,946,452,433,353,184,89,3452,5637,11859,8992,23078,11141,9004,6954,3069,1076,80801,0,0,4,20,5,0,0,0,0,27,11146,21823,15942,30704,16150,12719,9040,3931,1114,122561,0,5,3,75,15,5,3,0,0,109,0,0,0,21,3,3,8,3,0,39,0,0,0,38,3,3,3,0,0,60,0,3,5,21,8,12,3,0,0,47,0,9,9,69,49,28,25,3,3,195,0,0,0,18,25,12,9,4,0,66,0,24,34,241,90,57,37,11,3,510,0,0,0,25,28,64,56,33,9,208,0,19,23,94,29,26,46,22,3,266,17,200,326,719,897,1117,866,578,157,4877,0,10,16,88,54,33,8,5,0,215,0,0,4,34,17,23,21,9,0,110
CED233,5,41,574,855,456,394,313,106,64,2817,0,0,3,46,9,12,16,5,0,86,0,0,27,49,5,8,0,0,0,95,39,144,688,3169,524,358,269,172,80,5441,188,318,1234,3121,573,481,339,159,79,6499,3189,4797,19380,48756,8916,7154,5380,2731,1255,101559,5,13,22,74,10,0,3,0,0,128,5545,7386,15943,43087,9902,7872,5459,2396,699,98288,0,4,77,167,5,3,0,0,0,267,0,0,3,65,20,26,20,10,0,135,0,10,60,576,32,9,6,0,0,692,0,0,87,84,13,31,15,0,0,237,12,23,53,513,70,52,19,12,0,749,0,10,11,270,34,36,20,15,4,396,23,167,5686,7213,753,700,415,236,196,15376,0,0,0,53,20,38,47,34,18,218,3,14,27,94,14,35,45,27,17,274,33,132,540,2918,731,710,511,250,60,5880,0,0,19,97,21,28,13,4,0,179,5,19,62,586,69,34,27,11,5,809
CED234,0,18,67,287,222,230,152,60,18,1054,0,0,0,9,9,10,6,5,0,40,0,0,8,32,15,21,10,0,0,91,15,120,149,614,347,337,342,319,167,2418,121,206,245,715,335,282,296,325,258,2783,3994,9805,9905,22588,12220,11134,9097,6895,3383,89005,0,0,0,23,8,12,10,0,0,52,7477,16235,14861,17906,12641,10231,6522,5481,2412,93770,0,12,17,46,14,12,8,4,0,116,0,0,3,21,14,22,10,14,0,89,5,4,7,53,16,19,4,0,0,113,0,6,10,68,59,61,50,24,9,275,5,14,22,77,63,40,12,7,5,247,0,0,4,24,22,21,18,8,0,109,87,985,1714,8887,2688,2921,1992,707,389,20377,0,0,3,24,35,57,90,113,47,365,4,58,48,196,67,168,137,130,48,864,23,165,212,454,527,662,556,517,244,3365,0,3,0,55,55,46,54,27,14,250,0,7,9,37,24,20,14,10,6,133
CED235,0,3,10,63,23,7,4,0,0,110,0,0,0,6,11,23,22,14,3,78,0,7,3,16,12,8,4,3,0,52,6,27,34,216,111,172,173,131,39,905,218,537,368,1132,610,791,796,529,242,5211,3774,8395,6884,16263,9232,11269,10893,5811,2375,74883,0,0,0,4,0,0,0,0,0,8,7180,15869,12639,25424,14307,16537,15198,7329,2607,117092,0,0,0,8,0,0,0,0,0,10,0,0,0,14,7,17,11,9,0,56,0,0,0,19,5,4,3,0,0,33,3,3,6,21,9,5,0,0,0,47,3,11,5,65,25,42,34,6,3,188,0,4,0,15,10,24,16,12,0,79,0,18,11,137,57,56,30,12,0,321,0,0,0,4,14,21,36,38,10,126,0,0,5,11,0,7,29,8,0,56,4,72,109,455,580,1305,1697,1174,369,5783,0,4,5,36,19,17,4,4,0,82,0,4,4,27,3,8,14,13,4,73
CED236,0,6,5,59,18,4,4,0,0,93,0,0,3,6,8,6,8,9,0,35,0,0,0,16,10,3,0,3,0,34,18,90,120,373,122,126,128,82,35,1098,236,639,528,1385,695,834,784,600,352,6052,4142,9620,8270,18332,10082,11072,9904,5888,2694,80000,3,56,143,312,139,70,22,5,0,745,7972,17428,14763,26182,16006,17547,15315,8539,3235,126983,0,4,0,34,5,3,3,0,0,53,0,0,0,4,0,3,3,0,0,18,0,7,0,17,0,3,0,0,0,22,5,9,7,21,5,3,5,0,0,43,5,7,8,38,18,15,21,5,0,122,0,0,0,16,4,0,5,0,0,26,9,13,90,242,57,56,24,9,0,506,0,0,0,13,8,24,24,38,0,99,0,18,13,26,4,0,13,8,5,78,5,35,60,273,282,595,725,555,175,2702,3,10,16,66,28,14,9,0,0,143,0,0,0,30,13,19,11,3,0,77
CED237,6,40,89,755,452,361,188,54,25,1966,0,0,0,0,3,4,7,0,0,18,0,0,26,61,18,7,0,0,0,117,29,236,345,1342,571,548,448,210,86,3808,187,409,369,1021,370,341,327,328,231,3592,5400,10743,9970,26289,10603,9501,7206,4030,1762,85498,0,16,31,144,42,40,18,3,0,297,10543,18529,14507,24275,10912,7651,3905,1689,613,92633,3,25,23,232,55,18,4,0,0,359,0,0,3,119,83,107,56,29,9,407,0,12,8,73,16,16,7,0,0,136,0,4,17,87,46,85,40,8,0,290,3,6,12,52,26,17,3,0,0,116,0,6,0,34,45,22,23,21,0,160,8,78,222,1837,434,540,334,107,41,3601,0,0,3,58,69,112,138,137,34,558,0,24,55,175,91,148,186,101,36,806,3,85,99,284,199,323,272,161,51,1484,0,16,34,258,119,111,73,26,5,658,0,6,0,28,16,23,10,7,0,87
CED238,0,9,11,56,12,7,3,0,3,108,0,0,0,5,5,4,15,4,0,32,0,4,0,22,4,8,3,0,0,43,3,28,30,210,78,108,69,59,27,607,176,523,454,1102,640,812,745,531,306,5285,3728,8680,7483,16836,10016,11711,10494,5927,2849,77714,0,4,3,22,3,0,3,0,0,42,7191,16346,13960,26876,16548,19063,17185,8915,3585,129664,0,0,0,25,3,0,0,0,0,28,0,0,0,0,0,0,6,0,0,7,0,3,0,14,8,0,0,0,0,26,0,3,0,11,3,0,0,0,0,26,0,5,13,57,23,35,12,8,3,158,0,0,0,9,5,5,3,4,0,22,0,54,53,306,59,44,18,4,0,539,0,0,0,0,0,10,15,13,3,47,0,5,7,21,8,17,9,4,3,62,10,72,76,337,353,716,900,591,185,3232,0,0,5,28,16,5,3,0,0,62,0,3,8,41,12,9,11,3,0,85
CED239,0,12,52,276,135,122,74,14,10,693,0,0,3,14,6,3,3,0,0,35,0,0,7,38,0,0,0,0,0,52,22,122,171,1349,296,264,256,195,123,2795,154,311,344,1204,350,274,254,230,209,3324,4432,7639,9042,30549,9634,7560,5333,4127,2776,81096,0,11,10,51,13,8,4,0,0,102,8433,13137,13532,35530,12479,8654,4130,1666,1260,98820,3,40,52,313,65,43,22,0,0,532,0,0,0,55,17,31,14,7,6,139,0,15,11,248,35,7,5,4,0,331,0,0,0,19,6,5,0,3,0,45,3,16,16,249,64,18,16,3,0,389,3,3,11,131,30,33,12,10,8,237,4,37,173,829,233,299,217,57,22,1872,0,0,0,27,31,69,56,92,61,342,4,32,13,112,40,68,106,82,63,523,26,113,217,1530,550,445,255,141,70,3350,0,7,8,100,36,41,17,8,5,220,0,5,16,223,24,31,17,5,3,330
CED294,0,0,5,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,53,15,9,4,0,0,120,64,147,167,608,169,104,55,13,7,1339,189,361,556,1604,479,429,224,58,19,3915,0,0,4,6,0,0,0,0,0,8,251,367,607,1490,623,532,330,73,13,4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,3,5,0,0,21,0,0,4,5,3,0,0,0,0,18,0,0,10,22,11,4,6,0,0,57,0,0,0,0,0,4,3,0,0,12,0,0,6,0,0,0,3,0,0,5,3,6,7,52,21,42,20,15,0,170,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,12
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,5,11,16,134,55,41,24,9,0,296,0,0,8,8,15,17,19,9,3,82,0,4,20,70,33,17,3,0,0,143,10,126,253,821,274,204,149,69,18,1923,233,722,689,1449,599,493,411,340,171,5117,6348,13984,12088,27290,11972,10573,7885,4265,1565,95955,0,9,27,27,17,5,0,0,0,91,12365,25195,19837,38738,16718,15123,11335,5631,1871,146810,0,3,0,105,6,7,7,0,0,129,0,0,0,17,5,8,0,0,0,38,0,9,30,86,28,7,4,0,0,162,0,0,4,13,4,0,0,0,0,23,3,19,15,59,30,33,18,8,3,194,0,0,8,14,19,22,9,4,0,85,3,30,40,184,81,52,28,6,0,417,0,0,0,13,6,10,5,12,0,53,0,7,21,13,0,0,0,8,0,44,12,148,265,747,878,1358,1018,705,177,5314,0,12,39,215,96,58,39,18,3,485,0,7,6,30,16,21,9,9,0,104
CED302,0,18,40,166,124,112,71,23,12,569,0,3,6,25,18,17,14,8,4,87,0,0,4,51,31,23,20,0,0,138,14,129,167,827,396,346,258,152,64,2363,95,290,262,714,297,268,229,226,189,2566,4588,10924,9668,23146,11785,9443,7302,4463,2137,83459,0,3,14,73,27,18,3,0,0,132,8950,18764,14979,25138,13747,11147,8607,5173,2200,108700,0,17,10,69,29,6,7,0,0,135,0,3,0,98,44,68,46,15,4,276,0,11,25,195,39,7,7,3,0,294,0,0,5,16,17,12,3,0,0,54,7,48,44,150,93,50,35,12,10,452,0,5,6,33,24,14,14,12,0,109,31,277,605,2914,587,533,370,153,37,5513,0,0,0,38,18,40,41,20,5,173,0,9,9,32,10,16,27,9,10,119,37,345,438,1170,1069,1049,795,600,246,5756,0,3,27,304,142,199,127,45,14,869,4,20,18,122,38,26,14,14,3,256
CED303,0,4,10,55,29,12,21,3,0,133,0,11,17,22,28,25,25,19,5,149,0,4,7,46,40,53,22,9,3,177,9,38,73,426,286,279,309,147,108,1674,118,246,234,594,334,386,367,272,172,2718,3990,9695,8623,18506,11445,11433,9969,5521,2316,81498,0,0,0,11,6,4,3,3,0,28,7830,18117,14947,25964,14398,14359,12561,6445,2335,116956,0,0,0,5,5,0,0,0,0,11,0,0,0,16,18,16,14,4,0,63,0,4,3,59,20,8,0,0,0,99,0,0,5,14,4,5,5,0,0,35,3,8,21,91,49,59,59,19,10,325,0,0,4,13,15,13,6,10,0,64,4,53,36,276,132,93,59,37,3,698,0,0,0,21,20,29,30,33,10,148,0,5,6,15,0,10,17,17,0,69,21,368,787,1408,1765,2129,1835,1407,437,10163,0,5,9,117,55,74,49,17,0,334,0,9,9,43,29,42,31,20,0,191
CED304,6,23,131,220,68,40,30,17,0,532,0,5,15,24,13,18,7,5,0,95,0,0,17,58,28,16,17,0,0,143,40,156,427,2429,364,229,147,76,30,3893,113,194,652,1782,384,370,253,193,123,4051,3784,7731,14857,35286,11663,8659,5743,3051,1462,92237,3,0,5,32,6,0,0,0,0,50,6953,12844,19914,40406,15909,11902,7614,3712,1451,120712,0,13,15,118,16,0,0,0,0,168,0,0,4,55,16,16,9,4,5,99,3,26,138,1378,73,30,9,3,0,1648,0,0,10,20,6,8,3,0,0,50,20,56,67,471,131,95,42,9,0,898,0,9,21,156,25,12,3,0,0,228,13,101,1015,1458,314,208,162,64,21,3363,0,0,0,32,6,14,10,18,7,95,0,15,5,70,13,4,3,5,0,125,47,321,734,2281,1143,1134,671,361,93,6788,0,0,24,153,64,42,36,18,10,352,5,40,52,378,67,38,19,11,5,615
CED305,0,5,30,97,35,14,4,0,0,196,0,0,0,16,5,10,6,7,0,50,0,3,15,51,25,12,13,4,0,120,7,22,21,194,86,83,65,37,13,535,272,681,833,1886,850,779,504,384,171,6366,4644,10588,9125,20769,10017,10028,7059,4095,1671,78011,0,9,11,19,6,0,0,0,0,38,8976,19640,15897,31920,15521,15987,11729,6099,2200,127976,6,5,3,67,20,7,0,0,0,120,0,0,0,7,0,0,0,0,0,6,0,10,33,90,52,8,0,0,0,203,0,0,0,8,0,0,0,0,0,11,5,17,8,80,36,24,20,4,3,193,0,0,0,20,0,0,4,0,0,28,3,47,34,314,59,41,16,9,0,530,0,0,0,5,3,8,3,3,7,27,0,0,6,11,3,0,5,0,0,25,12,70,99,362,387,601,464,356,109,2451,0,8,18,83,36,33,10,0,0,197,0,0,3,19,9,23,5,6,3,75
CED306,0,5,23,67,21,15,9,0,0,143,0,0,5,20,10,11,12,5,0,62,0,4,29,67,52,47,16,5,3,222,13,58,100,525,169,139,111,87,16,1227,252,705,768,1761,806,756,514,399,212,6184,4218,10220,9470,21228,10844,10487,7634,4206,1790,80096,0,0,0,9,0,0,0,0,0,10,8156,18520,15944,30434,16126,16096,11879,5952,2116,125227,0,11,7,34,4,0,0,0,0,60,0,0,0,3,0,8,4,0,0,15,0,4,13,59,20,3,0,0,0,95,0,6,3,8,3,0,0,0,0,17,0,23,24,155,36,53,26,14,7,333,0,0,0,77,5,6,4,0,0,97,4,24,29,255,89,58,19,17,3,490,0,0,0,7,0,7,6,10,6,32,0,12,3,26,8,0,9,4,0,56,15,132,227,715,611,833,663,471,100,3770,0,14,28,63,33,39,15,13,6,209,0,0,18,103,25,24,12,8,4,195
CED307,0,4,11,48,22,16,7,3,0,118,0,3,15,27,25,20,25,9,5,132,0,3,11,73,59,44,23,10,0,222,7,90,119,531,259,237,163,83,36,1511,122,296,261,651,314,223,243,166,69,2345,4417,11080,9703,21260,12030,9712,7489,3688,1294,80662,0,3,0,28,3,0,4,0,0,40,8921,20830,16887,30114,16451,13023,10148,4837,1352,122552,0,0,0,21,0,3,0,0,0,34,0,0,0,15,12,7,0,5,0,43,8,9,6,107,32,3,3,3,0,181,0,0,0,10,0,5,0,0,0,21,3,13,21,118,75,56,33,11,3,337,0,0,0,19,14,10,0,4,0,44,0,26,38,239,88,105,46,12,7,562,0,0,0,10,7,15,11,7,0,51,0,14,14,20,10,8,5,7,0,76,19,286,569,1153,1403,1573,1063,723,210,6998,0,14,26,245,126,112,90,37,9,657,0,9,14,52,30,24,18,6,10,157
CED308,0,6,29,139,54,19,19,3,0,269,0,3,12,35,33,29,40,26,8,181,0,4,20,90,43,36,24,9,5,224,14,132,219,984,546,453,359,221,79,3000,298,635,688,1548,684,549,513,374,203,5493,5612,11979,11686,26737,13598,11953,10567,5907,2167,100202,0,0,11,46,19,15,6,0,0,95,10501,20497,16845,29320,14572,12328,11162,6190,1919,123332,0,7,22,108,48,22,3,4,0,214,0,4,7,131,91,102,47,27,3,416,0,15,17,303,35,12,18,0,0,405,0,6,0,25,12,8,3,3,0,60,8,28,31,198,83,60,58,32,5,509,0,0,3,53,35,29,22,19,0,167,17,182,257,1470,462,405,211,58,25,3090,0,0,0,39,25,46,73,61,23,264,4,13,15,45,25,36,50,29,13,227,39,374,816,1760,1715,2043,1876,1445,489,10561,0,11,23,132,87,76,54,11,15,409,0,13,6,85,35,47,26,22,9,246
CED309,0,11,6,70,27,13,3,0,0,137,0,11,5,36,22,33,31,14,10,167,0,3,16,53,54,65,30,13,6,229,10,96,71,509,258,242,238,171,65,1652,142,437,385,1050,481,508,457,375,254,4080,4106,10400,8830,20818,12160,12182,10623,6158,2657,87937,0,5,0,9,3,0,0,0,0,21,7981,18683,14533,27886,16132,15768,14105,7552,2832,125461,0,3,0,17,0,0,0,0,0,22,0,0,0,10,0,5,0,0,0,20,0,24,14,396,37,13,13,0,0,490,0,9,5,15,5,0,0,0,0,28,11,53,38,274,133,86,92,40,7,734,6,0,7,31,17,6,4,10,0,72,0,25,30,166,45,66,22,4,3,365,0,4,0,10,12,18,24,27,5,109,0,3,0,9,3,5,8,15,5,54,49,440,661,1669,1715,1988,1823,1348,504,10197,0,3,11,51,35,44,31,12,0,183,0,15,19,117,50,38,24,19,3,284
CED310,0,13,17,71,16,12,4,0,0,134,0,6,12,35,30,30,29,21,3,162,0,0,18,52,38,39,26,6,5,187,11,67,72,509,230,233,220,181,67,1574,126,442,488,1049,519,561,547,421,243,4407,4075,10276,9889,21214,11840,11950,10980,6629,2670,89519,0,0,0,0,0,0,0,0,0,3,7918,18406,16117,28713,15876,15792,14223,8315,2991,128350,0,7,0,12,4,0,0,0,0,18,0,0,0,8,4,7,0,8,0,29,0,12,15,288,31,10,6,0,0,365,0,8,5,4,0,0,0,0,0,16,11,66,56,231,105,96,61,42,5,663,0,5,0,25,17,12,10,3,0,67,4,31,36,179,57,25,29,11,5,379,0,0,0,7,9,21,27,10,8,83,0,0,0,12,6,5,22,16,10,67,34,461,705,1588,1587,1809,1791,1401,497,9875,0,7,9,59,35,35,26,14,5,183,0,11,9,93,36,36,37,18,4,242
CED311,0,4,12,46,15,5,7,0,0,92,0,0,3,11,0,8,6,4,0,34,0,5,8,48,31,25,15,6,0,132,0,30,41,256,119,120,110,44,18,735,301,777,666,1688,883,874,691,413,185,6478,4842,11282,8578,19964,10489,10491,7355,3610,1144,77766,0,0,0,7,6,0,0,0,0,9,9067,20480,14977,30064,16086,16708,11844,5487,1465,126176,0,4,0,26,7,8,3,0,0,45,0,4,0,0,8,0,0,0,0,10,0,7,10,28,8,0,0,0,0,55,0,3,0,19,14,4,0,0,0,43,0,17,8,87,28,31,21,8,0,196,0,0,0,16,3,0,3,0,0,29,3,22,20,184,56,22,16,8,3,336,0,3,0,7,9,8,11,3,0,39,0,12,0,19,0,0,3,4,0,46,3,67,79,367,477,826,726,476,102,3109,0,10,13,78,49,26,22,9,0,210,0,3,4,29,12,17,18,11,0,95
CED312,5,15,23,162,73,33,24,7,3,342,0,0,0,14,18,29,27,12,5,111,0,8,10,61,48,36,19,5,3,192,19,130,249,976,447,442,330,208,76,2875,381,846,803,1783,657,460,395,319,149,5798,6780,14070,12602,28323,12348,10311,8328,4451,1580,98792,7,95,164,471,114,28,21,3,0,901,12641,24121,18797,33519,14192,11224,9051,4474,1328,129350,0,4,5,25,13,0,3,0,0,49,0,0,10,107,30,47,21,6,0,229,0,3,26,112,31,15,4,0,0,195,0,11,26,123,112,75,46,28,3,415,4,25,20,129,48,34,28,5,4,309,0,0,0,33,14,29,7,6,0,90,5,49,93,483,133,156,79,41,33,1063,0,0,0,28,13,41,45,38,6,176,0,13,9,29,12,10,15,12,5,96,19,196,435,1253,1273,1718,1536,1181,410,8011,0,18,47,363,188,139,79,35,4,875,0,0,3,41,16,33,24,16,3,129
CED313,3,28,95,266,153,92,71,30,9,747,3,9,11,52,16,14,14,6,8,121,0,0,22,69,24,27,10,0,0,151,28,139,332,2073,422,317,217,131,46,3711,132,292,710,1551,454,342,252,182,170,4087,4172,8722,13955,33163,11958,8597,5588,3008,1617,90780,0,0,16,66,30,15,3,5,0,132,8002,15069,18973,37420,15166,11016,6895,3317,1588,117440,5,17,19,96,25,17,8,0,0,179,0,3,8,107,65,59,42,21,3,309,0,37,62,869,84,11,6,3,0,1066,0,0,8,18,3,6,6,0,0,42,12,47,67,435,121,64,32,11,3,799,3,12,16,140,25,18,19,3,0,241,17,135,1356,1872,341,217,151,85,46,4208,0,4,5,42,15,24,25,20,4,139,0,6,12,54,8,8,25,17,6,140,52,381,637,2111,1195,1089,598,351,102,6506,4,6,30,157,93,84,45,20,0,441,9,28,51,295,52,53,18,11,0,521
CED314,0,4,4,47,15,4,10,0,0,85,0,0,0,4,8,15,7,7,3,44,0,3,28,81,60,49,23,12,4,267,14,147,257,555,173,147,90,77,22,1473,183,394,479,950,422,466,433,398,227,3956,4786,10897,10267,20694,10120,9780,8625,5513,2520,83197,0,7,33,49,17,9,5,0,0,125,9017,19490,17033,29962,15150,14974,13165,7938,3177,129901,3,13,12,70,17,4,3,0,0,120,0,0,0,8,0,3,0,0,0,13,3,7,68,152,70,5,0,0,0,310,0,0,0,8,3,0,0,0,0,20,4,35,20,101,36,39,19,11,3,274,0,3,0,4,9,0,0,6,0,24,5,42,49,275,117,64,44,14,10,624,0,0,0,0,0,8,12,15,0,35,0,22,14,23,3,3,3,4,0,70,10,66,120,396,379,588,654,523,185,2911,0,7,17,87,38,27,22,3,4,202,0,0,4,31,4,6,5,0,0,61
CED315,0,5,17,72,25,22,15,0,0,155,0,0,0,10,12,10,11,6,4,46,0,8,29,57,26,25,8,4,4,161,24,151,236,591,244,198,123,90,21,1686,282,649,789,1635,665,519,379,249,124,5284,4720,10831,11819,23153,10631,9552,6913,3685,1439,82738,0,0,3,24,0,0,0,0,0,33,9196,19767,19471,34449,15521,13911,10090,4917,1623,128942,3,6,16,26,7,4,0,0,0,61,0,0,0,5,0,3,0,0,0,7,0,7,3,67,9,0,5,0,0,99,0,5,11,21,10,5,0,0,0,48,6,8,27,149,50,52,32,13,0,340,0,0,4,16,4,0,0,0,0,29,4,13,31,154,58,35,26,9,11,333,0,0,0,4,4,10,8,10,0,34,0,5,16,24,7,4,3,6,4,54,11,119,233,648,598,916,796,539,148,4007,0,5,22,80,33,42,25,9,4,219,0,4,10,57,33,25,19,13,3,164
