CED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
CED597,0,0,0,0,0,0,0,0,0,0,0,0,7,80,28,10,3,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
CED601,0,5,7,40,12,9,0,0,0,84,2704,5916,5518,9857,5313,5491,4690,2349,711,42546,0,0,7,39,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,5,3,10,4,35,14,8,21,4,0,92,0,4,0,12,3,3,3,0,0,31,3,13,37,243,9,20,13,3,0,336,0,0,0,0,0,5,0,7,0,16,0,5,0,3,0,3,0,0,0,20,4,27,42,152,217,444,478,413,101,1881,0,0,0,7,0,0,3,0,0,15,0,5,3,10,0,3,6,0,0,35,0,0,0,26,14,34,53,39,17,188,0,0,0,0,0,3,4,6,3,20,0,0,10,24,0,3,12,0,0,53,8,26,83,583,37,25,6,7,4,780,0,4,10,18,0,3,4,3,0,39,0,36,33,33,9,6,5,0,0,121
CED602,0,0,0,0,0,0,0,0,0,0,2698,6085,5325,9576,5640,6181,5386,2700,754,44349,0,3,0,9,0,0,0,0,0,18,0,0,0,7,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,4,3,4,0,43,0,0,0,7,0,0,0,0,0,10,0,0,3,85,10,7,4,3,0,121,0,0,0,0,0,0,0,8,0,15,0,5,0,12,0,8,4,0,0,28,0,13,21,93,157,371,501,424,100,1676,0,0,3,9,6,8,0,0,0,33,0,0,0,10,3,3,0,0,0,25,0,0,5,12,3,34,53,31,15,153,0,0,0,0,0,0,5,0,0,11,0,0,0,17,0,8,0,0,0,30,3,10,34,225,21,13,11,6,0,329,0,0,3,11,0,0,5,0,0,26,0,0,0,9,0,3,0,0,0,8
CED603,0,0,10,25,3,0,0,0,0,43,2456,5144,5267,9607,4932,4742,3814,1792,605,38355,0,4,19,185,3,0,0,0,0,213,0,0,0,14,0,6,9,9,0,27,0,0,0,57,5,4,0,0,0,68,0,0,5,13,0,0,0,0,0,22,4,6,10,42,23,19,7,5,0,121,0,0,0,23,8,9,4,0,0,51,8,51,210,1261,37,26,27,11,3,1635,0,0,0,0,0,6,6,27,6,45,4,5,7,24,0,0,4,0,0,43,9,45,52,244,278,414,402,288,99,1829,0,0,4,15,4,7,9,3,0,37,3,4,0,36,9,7,5,3,0,70,3,3,0,42,26,38,58,52,15,243,0,0,0,12,4,21,29,35,23,128,0,9,43,92,12,19,12,7,0,190,14,71,180,1389,63,25,16,15,8,1785,0,3,23,61,14,0,0,3,5,105,0,11,18,54,4,3,3,0,0,98
CED604,0,0,0,4,0,0,0,0,0,6,2949,6299,5288,10386,5385,5364,4677,2287,613,43245,0,5,5,62,5,0,0,0,0,74,0,0,0,5,0,3,0,0,0,8,4,4,4,71,0,5,0,0,0,86,0,0,0,3,0,0,0,0,0,5,0,3,3,38,24,22,20,10,0,133,0,0,4,12,8,5,0,5,0,39,10,35,60,609,18,19,22,4,0,782,0,0,0,0,0,7,6,12,3,22,0,0,0,0,0,0,0,0,0,5,0,57,65,245,307,541,585,449,160,2417,0,0,0,4,5,6,5,3,0,22,0,0,0,27,6,10,3,4,0,53,0,8,0,32,13,44,65,41,25,233,0,0,0,3,6,9,8,22,3,45,3,10,3,66,0,5,13,0,0,104,0,19,51,377,23,7,16,6,7,501,0,6,0,10,4,4,6,3,0,32,0,8,0,22,8,3,5,3,0,36
CED605,0,0,0,7,0,0,0,0,0,6,2857,6415,5446,10338,5850,6980,5868,2565,600,46917,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,3,16,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,9,0,20,10,17,19,5,0,85,0,0,0,0,3,0,4,0,0,12,0,9,6,65,0,4,5,0,0,93,0,0,0,0,0,0,4,7,5,20,0,0,0,0,0,0,5,0,0,6,0,12,29,141,202,428,622,391,115,1943,0,0,0,3,0,4,0,0,0,10,0,0,0,16,3,10,7,4,0,44,0,0,3,15,12,28,56,49,10,176,0,0,0,0,0,5,4,7,3,23,0,0,0,18,0,9,0,0,0,23,0,5,13,151,3,11,3,8,0,202,0,4,0,12,6,0,4,4,0,31,0,0,0,7,0,3,0,0,0,12
CED694,0,0,0,0,0,0,0,0,0,0,18,43,90,188,103,61,40,14,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,0,3,10,0,0,0,0,0,14,4192,8250,7594,14044,5698,4490,2468,720,131,47586,0,5,6,47,0,0,0,0,0,58,0,0,0,3,0,0,0,0,0,4,0,0,0,22,4,0,0,0,0,25,0,5,0,8,4,11,9,0,0,41,5,0,0,21,5,9,5,0,0,53,0,3,0,10,0,0,0,0,0,15,0,0,12,98,13,9,0,0,0,134,0,0,0,3,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,11,0,28,45,212,177,274,176,94,10,1026,0,18,17,53,30,23,13,4,0,152,0,0,8,44,6,9,8,0,0,71,0,0,4,33,12,28,42,19,6,141,0,0,3,17,3,7,13,4,0,56,0,5,4,15,0,0,0,0,0,20,16,64,51,613,77,28,22,3,0,873,0,16,11,33,13,9,5,0,0,97,0,0,3,19,4,0,0,0,0,31
CED702,0,0,3,18,5,0,0,0,0,17,3460,5857,4462,9683,4275,3468,2143,709,116,34170,3,11,52,255,20,8,4,0,0,370,0,3,0,3,0,5,3,4,0,19,0,9,6,52,8,4,0,0,0,71,3,6,4,10,8,5,3,0,0,40,4,11,7,37,7,14,12,4,0,104,0,0,0,4,4,3,7,0,0,23,0,23,75,307,58,31,21,13,0,533,0,0,0,0,0,0,5,4,0,12,0,3,4,18,0,3,0,6,0,33,0,75,96,350,234,357,263,103,17,1498,4,6,10,46,26,21,5,0,0,117,0,3,3,47,12,9,5,4,0,85,0,5,7,42,33,28,40,42,10,204,3,27,59,131,80,92,117,89,16,607,0,3,5,57,15,12,15,7,0,121,26,112,167,1216,174,86,48,16,5,1851,11,42,53,173,37,27,32,11,0,384,0,3,0,36,13,4,0,0,0,52
CED794,0,0,0,0,0,0,0,0,0,0,72,141,69,317,188,181,119,19,4,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,12,19,15,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,4,0,6,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
CED801,0,3,5,34,4,9,8,3,0,63,4557,8940,7435,14699,6704,5717,4184,1867,521,54624,0,7,17,106,31,22,13,5,0,207,0,0,0,9,9,13,17,12,0,59,0,0,3,29,8,3,0,0,0,50,0,0,8,9,8,9,6,3,0,38,3,7,24,57,36,41,14,5,0,186,0,3,6,30,19,16,16,12,0,95,6,30,28,302,63,92,68,33,6,625,0,0,0,8,18,33,40,76,15,192,0,5,11,14,9,16,13,4,0,72,4,71,96,318,328,598,503,368,129,2405,0,6,18,52,22,29,13,3,0,147,3,8,6,33,24,9,10,4,0,93,0,6,7,36,30,47,104,94,24,353,0,0,0,9,15,13,38,46,26,146,0,7,17,90,26,44,35,8,5,239,33,189,185,1554,357,143,92,43,13,2606,0,11,4,32,12,11,13,6,0,93,0,5,16,61,28,25,9,10,0,157
CED802,0,0,11,68,12,7,9,0,0,116,2924,6149,8390,14135,5579,4621,3510,1745,666,47726,4,20,16,147,23,12,5,0,0,224,0,0,0,8,6,3,5,7,4,37,0,3,5,60,11,10,0,0,0,92,0,3,26,21,16,3,3,7,0,71,3,22,28,89,59,40,34,14,0,289,0,3,9,39,24,16,7,11,0,105,7,63,457,1088,165,149,100,40,14,2072,0,0,3,7,11,21,35,54,23,158,0,5,4,18,0,3,9,5,7,57,10,105,267,425,371,513,437,312,126,2564,0,0,12,48,13,17,7,7,4,111,3,22,27,76,32,22,4,4,3,203,0,13,35,75,50,45,68,60,33,383,0,4,4,13,10,29,27,64,28,180,5,18,89,156,31,34,26,16,4,381,13,91,235,1195,214,85,72,33,15,1959,5,27,43,105,15,16,11,9,0,232,0,9,18,106,30,19,4,0,0,183
CED803,0,13,28,151,50,16,16,4,0,276,5510,10019,7084,14545,5979,3620,2533,1214,285,50787,6,27,41,317,110,42,21,4,0,570,0,0,0,29,13,22,17,8,3,103,0,8,5,74,24,9,0,0,0,126,0,0,4,31,26,17,5,0,0,85,0,21,14,61,40,20,9,0,0,167,0,8,0,55,36,40,29,15,0,183,9,52,309,1543,251,240,175,52,10,2643,0,0,4,32,25,54,81,73,12,282,0,29,17,66,25,11,14,10,0,169,12,84,117,347,313,375,302,191,74,1814,0,7,9,101,53,42,20,5,0,246,0,8,0,35,17,5,3,0,0,74,0,7,13,45,40,31,85,50,6,284,0,0,6,15,13,17,35,34,15,130,5,20,25,122,44,49,40,5,5,317,34,224,368,3061,530,161,124,45,8,4551,3,19,16,72,23,15,7,4,0,164,0,14,24,135,37,16,8,5,0,238
CED894,0,0,0,0,0,0,0,0,0,0,11,7,47,79,27,19,10,4,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
