region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED237,66,385,7449,21462,6643,1023,213,796,38037,11,371,3165,1426,213,25,3,144,5358,10,76,1331,1764,287,19,12,60,3559,21,447,4496,3190,500,44,15,204,8917,98,1739,3759,917,62,8,3,188,6774,25,334,600,74,7,3,0,16,1059,46,363,737,150,4,0,0,40,1340,0,20,10,9,0,0,0,3,42,169,2456,5106,1150,73,11,3,247,9215,3,39,101,53,17,3,5,7,228,0,6,13,13,4,0,0,0,36,259,3333,17165,25868,7237,1081,236,1254,56433
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,73,358,4032,21282,14229,2022,469,781,43246,49,164,511,359,58,18,0,39,1198,9,68,273,210,81,0,0,17,658,58,232,784,569,139,18,0,56,1856,13,499,619,135,16,3,3,56,1344,0,23,39,3,0,0,0,6,71,5,13,13,3,0,0,0,0,34,0,9,10,0,0,0,3,3,25,18,544,681,141,16,3,6,65,1474,24,199,167,58,18,4,0,28,498,3,3,12,21,13,0,0,3,55,176,1336,5676,22071,14415,2047,475,933,47129
CED302,42,269,2602,18423,15010,3415,675,518,40954,5,196,991,903,134,45,8,58,2340,10,93,564,2436,85,16,5,55,3264,15,289,1555,3339,219,61,13,113,5604,63,570,936,243,4,0,4,88,1908,22,87,289,131,3,0,0,12,544,6,61,128,61,0,0,0,7,263,0,28,19,5,5,0,0,4,61,91,746,1372,440,12,0,4,111,2776,83,333,272,63,11,0,0,38,800,0,4,0,6,3,0,0,0,13,231,1641,5801,22271,15255,3476,692,780,50147
CED303,53,383,2439,16738,18273,3661,539,482,42568,56,431,1427,540,50,3,6,111,2624,31,123,873,1018,23,8,7,38,2121,87,554,2300,1558,73,11,13,149,4745,22,328,551,267,10,0,0,41,1219,0,0,92,88,3,0,0,0,183,0,9,72,34,3,3,0,0,121,0,22,12,3,3,3,0,3,46,22,359,727,392,19,6,0,44,1569,22,112,81,30,11,3,0,20,279,0,3,0,5,3,0,0,0,11,184,1411,5547,18723,18379,3681,552,695,49172
CED304,46,321,4041,11789,7299,2707,658,357,27218,8,165,415,367,39,7,8,17,1026,19,235,1290,1665,168,39,13,51,3480,27,400,1705,2032,207,46,21,68,4506,235,2743,4836,889,78,15,29,250,9075,223,1392,5288,884,40,3,10,167,8007,276,2096,4964,1918,121,12,14,254,9655,5,40,22,12,3,3,0,0,85,739,6271,15110,3703,242,33,53,671,26822,20,39,41,30,11,10,3,8,162,0,18,17,9,7,0,3,0,54,832,7049,20914,17563,7766,2796,738,1104,58762
CED305,120,790,5125,21710,12951,2237,443,771,44147,4,203,724,365,64,12,0,65,1437,0,39,130,168,27,15,3,21,403,4,242,854,533,91,27,3,86,1840,41,533,1635,484,43,8,11,157,2912,11,18,106,27,5,0,0,3,170,3,13,58,40,0,0,0,4,118,7,13,5,0,0,0,0,0,25,62,577,1804,551,48,8,11,164,3225,145,449,222,112,40,0,15,66,1049,5,8,5,13,8,0,0,3,42,336,2066,8010,22919,13138,2272,472,1090,50303
CED306,107,710,4578,21246,13752,2092,362,697,43544,10,150,964,431,66,7,3,66,1697,4,46,333,302,32,5,0,20,742,14,196,1297,733,98,12,3,86,2439,93,758,2274,639,55,6,12,190,4027,6,64,251,80,7,0,0,10,418,5,75,171,169,19,0,0,10,449,0,11,9,7,0,0,4,4,35,104,908,2705,895,81,6,16,214,4929,228,598,182,131,48,6,4,114,1311,0,12,33,15,3,0,3,3,69,453,2424,8795,23020,13982,2116,388,1114,52292
CED307,53,242,1090,18156,17462,3369,651,398,41421,5,250,1098,694,41,6,4,55,2153,3,47,350,879,36,0,0,23,1338,8,297,1448,1573,77,6,4,78,3491,16,203,564,259,9,0,0,35,1086,0,0,0,0,0,0,0,0,0,3,39,8,0,0,0,0,5,55,0,28,9,9,5,0,0,3,54,19,270,581,268,14,0,0,43,1195,18,90,42,9,11,5,0,63,238,0,0,0,35,3,0,0,0,38,98,899,3161,20041,17567,3380,655,582,46383
CED308,37,117,1949,11949,16001,2718,454,441,33666,17,103,2832,2867,345,29,6,127,6326,10,100,1012,3541,400,45,6,72,5186,27,203,3844,6408,745,74,12,199,11512,46,289,1354,1066,48,11,3,74,2891,25,315,1354,341,12,0,0,50,2097,16,246,1100,451,22,3,0,28,1866,0,8,7,4,8,3,4,0,34,87,858,3815,1862,90,17,7,152,6888,38,210,468,52,9,3,0,43,823,3,22,8,9,12,4,0,0,58,192,1410,10084,20280,16857,2816,473,835,52947
CED309,79,443,2858,16823,14286,2516,483,464,37952,10,180,1655,1063,21,9,5,103,3046,5,118,677,1162,79,5,3,60,2109,15,298,2332,2225,100,14,8,163,5155,95,521,2008,779,38,5,0,134,3580,6,45,556,332,3,0,4,24,970,3,91,620,448,19,5,0,24,1210,7,31,23,11,11,0,0,3,86,111,688,3207,1570,71,10,4,185,5846,98,371,351,78,17,4,3,56,978,0,6,3,11,5,0,0,3,28,303,1806,8751,20707,14479,2544,498,871,49959
CED310,73,385,2742,16274,13586,2103,372,410,35945,11,196,1875,1007,33,5,5,93,3225,17,108,455,817,68,5,0,35,1505,28,304,2330,1824,101,10,5,128,4730,32,256,1045,496,19,5,6,50,1909,5,95,862,298,12,3,3,20,1298,19,289,1114,969,34,9,0,48,2482,4,26,13,10,7,3,3,4,70,60,666,3034,1773,72,20,12,122,5759,67,356,364,93,13,5,3,54,955,0,0,10,5,3,0,0,0,18,228,1711,8480,19969,13775,2138,392,714,47407
CED311,215,1072,4728,21488,14399,2264,523,910,45599,3,75,327,241,42,9,0,15,712,0,13,139,93,37,8,3,13,306,3,88,466,334,79,17,3,28,1018,39,269,1247,382,31,4,6,82,2060,9,18,34,13,0,0,0,3,77,0,14,92,14,0,0,0,0,120,0,10,8,6,6,0,0,0,30,48,311,1381,415,37,4,6,85,2287,248,711,301,182,72,17,5,152,1688,0,6,11,25,19,5,0,3,69,514,2188,6887,22444,14606,2307,537,1178,50661
CED312,55,316,2163,17158,17925,2850,685,582,41734,6,168,794,973,100,12,3,50,2106,4,34,901,1619,121,14,3,44,2740,10,202,1695,2592,221,26,6,94,4846,17,153,399,151,22,3,3,41,789,0,24,39,0,0,0,0,0,63,0,0,16,7,0,0,0,3,26,0,20,9,6,3,3,3,0,44,17,197,463,164,25,6,6,44,922,37,207,128,15,8,0,0,26,421,4,0,4,3,3,0,0,0,14,123,922,4453,19932,18182,2882,697,746,47937
CED313,39,339,4375,14614,8236,2634,661,421,31319,10,232,467,468,48,8,0,31,1264,17,360,1880,2600,140,29,19,84,5129,27,592,2347,3068,188,37,19,115,6393,155,2182,3898,1078,93,22,50,213,7691,76,838,3737,518,28,8,6,115,5326,123,923,2786,1169,97,8,3,75,5184,0,24,17,19,5,3,0,7,75,354,3967,10438,2784,223,41,59,410,18276,3,42,32,23,3,4,3,5,115,5,10,5,5,3,0,3,0,31,428,4950,17197,20494,8653,2716,745,951,56134
CED314,48,273,3327,20873,14924,2568,470,595,43078,10,180,853,561,60,11,3,33,1711,0,18,210,181,44,12,5,10,480,10,198,1063,742,104,23,8,43,2191,32,785,3022,921,57,7,3,164,4991,13,3,54,19,3,0,0,4,96,0,21,129,35,10,0,3,6,204,0,4,0,0,5,0,3,0,12,45,813,3205,975,75,7,9,174,5303,24,81,23,33,15,6,0,21,203,0,7,17,4,5,0,3,0,36,127,1372,7635,22627,15123,2604,490,833,50811
CED315,63,405,3154,20179,14025,2047,392,679,40944,3,97,1270,392,61,14,5,72,1914,9,96,693,498,71,11,5,39,1422,12,193,1963,890,132,25,10,111,3336,87,965,3387,588,40,8,11,250,5336,0,40,678,329,6,0,0,19,1072,7,95,485,401,12,3,4,10,1017,0,13,22,11,0,3,0,5,54,94,1113,4572,1329,58,14,15,284,7479,94,220,78,55,17,3,0,42,509,0,4,14,10,12,0,4,3,47,263,1935,9781,22463,14244,2089,421,1119,52315
CED316,89,480,4863,21998,13367,1756,410,758,43721,12,282,1350,577,36,11,0,108,2376,0,36,134,241,20,6,4,12,453,12,318,1484,818,56,17,4,120,2829,57,627,1882,727,60,8,12,154,3527,0,6,168,73,0,0,0,7,254,0,9,63,76,6,0,0,0,154,4,11,14,8,5,0,0,3,45,61,653,2127,884,71,8,12,164,3980,177,508,228,106,51,4,9,88,1171,0,0,6,11,0,0,0,4,21,339,1959,8708,23817,13545,1785,435,1134,51722
CED317,253,1553,6607,23618,11413,1893,489,1138,46964,10,130,594,177,34,7,3,50,1005,0,23,103,31,11,3,0,9,180,10,153,697,208,45,10,3,59,1185,34,740,2022,418,42,11,15,191,3473,0,8,52,3,0,0,0,3,66,0,15,50,17,0,0,0,4,86,0,5,9,3,4,3,0,3,27,34,768,2133,441,46,14,15,201,3652,288,647,298,222,78,14,19,216,1782,5,14,22,25,9,4,8,8,95,590,3135,9757,24514,11591,1935,534,1622,53678
CED318,139,784,3711,19209,13055,2060,536,688,40182,25,257,1569,565,79,18,7,96,2616,8,185,992,420,173,43,19,56,1896,33,442,2561,985,252,61,26,152,4512,161,1437,4561,739,60,5,14,259,7236,86,473,1775,590,16,3,5,81,3029,15,177,786,333,20,0,4,29,1364,0,21,14,12,5,3,3,6,64,262,2108,7136,1674,101,11,26,375,11693,140,327,165,134,42,6,8,73,895,4,7,45,21,13,6,3,6,105,578,3668,13618,22023,13463,2144,599,1294,57387
CED319,35,255,4290,22084,12051,2758,532,675,42680,24,295,1077,735,39,0,5,79,2254,7,242,1129,1578,36,7,3,79,3081,31,537,2206,2313,75,7,8,158,5335,68,1217,2562,718,17,11,3,155,4751,23,178,1510,221,8,0,3,37,1980,17,146,652,158,4,0,0,36,1013,0,33,9,20,5,0,5,0,72,108,1574,4733,1117,34,11,11,228,7816,3,106,95,19,5,0,0,17,245,0,3,15,3,0,0,0,0,21,177,2475,11339,25536,12165,2776,551,1078,56097
CED320,63,370,2294,17296,19224,2595,611,649,43102,6,345,852,820,161,13,5,103,2305,0,45,270,335,28,3,0,14,695,6,390,1122,1155,189,16,5,117,3000,4,338,688,488,69,5,7,67,1666,10,31,260,54,0,0,0,13,368,4,12,47,29,0,0,0,0,92,0,15,11,8,0,3,3,0,40,18,396,1006,579,69,8,10,80,2166,73,337,164,36,11,3,0,42,666,0,0,9,6,5,4,0,0,24,160,1493,4595,19072,19498,2626,626,888,48958
CED321,173,1119,6997,23473,13739,2473,675,1042,49691,3,96,378,201,85,13,6,23,805,0,3,18,28,7,0,3,3,62,3,99,396,229,92,13,9,26,867,7,424,1533,308,40,11,3,101,2427,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,7,3,3,0,0,0,3,16,7,434,1543,311,40,11,3,104,2453,114,306,141,143,48,18,11,133,914,6,16,26,48,21,6,17,4,144,303,1974,9103,24204,13940,2521,715,1309,54069
CED322,42,206,1815,15056,12337,2157,441,362,32416,19,133,1490,1782,155,12,4,89,3684,15,96,1293,4618,394,44,8,88,6556,34,229,2783,6400,549,56,12,177,10240,76,425,1759,635,90,5,6,113,3109,12,465,2521,530,43,3,8,88,3670,24,328,1643,476,24,0,3,59,2557,6,13,10,10,5,3,0,0,47,118,1231,5933,1651,162,11,17,260,9383,46,100,74,55,4,3,0,22,304,0,7,22,20,0,0,0,4,53,240,1773,10627,23182,13052,2227,470,825,52396
CED323,42,163,1425,13497,8818,1925,456,456,26782,28,313,2308,1523,158,17,5,128,4480,11,181,1692,3911,459,88,18,159,6519,39,494,4000,5434,617,105,23,287,10999,67,815,2705,518,38,11,5,194,4353,65,1454,3585,453,22,71,6,205,5861,192,2368,4846,1230,71,13,13,258,8991,4,20,8,4,4,3,0,0,43,328,4657,11144,2205,135,98,24,657,19248,44,292,281,48,10,0,3,29,707,3,14,35,12,0,0,0,6,70,456,5620,16885,21196,9580,2128,506,1435,57806
CED324,80,285,3023,18121,13036,3787,955,585,39872,16,92,474,701,117,37,11,48,1496,26,221,961,3151,155,14,9,91,4628,42,313,1435,3852,272,51,20,139,6124,42,852,1474,486,19,12,13,108,3006,31,158,751,93,3,0,6,34,1076,0,9,112,137,3,0,0,6,267,7,57,31,27,4,3,0,4,133,80,1076,2368,743,29,15,19,152,4482,12,85,38,12,7,0,4,15,173,0,5,4,8,3,0,0,0,20,214,1764,6868,22736,13347,3853,998,891,50671
CED325,63,227,1557,19189,17597,2654,488,582,42357,9,94,564,667,70,6,3,57,1470,6,63,386,1167,64,9,0,33,1728,15,157,950,1834,134,15,3,90,3198,6,140,385,149,7,0,3,34,724,8,27,63,13,0,0,0,0,111,0,0,18,3,0,0,0,0,21,0,15,14,5,4,0,0,3,41,14,182,480,170,11,0,3,37,897,17,159,148,24,0,5,0,22,375,0,3,3,4,3,7,0,0,20,109,728,3138,21221,17745,2681,494,731,46847
CED326,39,265,3395,19031,15494,2282,408,580,41494,35,340,1505,1036,81,0,0,96,3093,7,53,329,1545,67,16,0,35,2052,42,393,1834,2581,148,16,0,131,5145,35,554,1303,542,26,3,3,81,2547,15,72,432,213,13,0,0,24,769,10,209,446,440,3,3,3,41,1155,0,10,18,4,0,3,0,0,35,60,845,2199,1199,42,9,6,146,4506,124,299,129,27,10,3,0,73,665,0,5,3,3,0,0,0,0,11,265,1807,7560,22841,15694,2310,414,930,51821
CED327,66,125,954,22579,18270,2984,550,736,46264,7,209,697,597,171,17,5,82,1785,5,62,1439,2245,151,30,7,76,4015,12,271,2136,2842,322,47,12,158,5800,21,289,905,589,28,3,4,85,1924,0,0,42,0,0,0,3,0,45,0,8,91,26,3,0,0,3,131,0,12,20,12,0,3,0,0,47,21,309,1058,627,31,6,7,88,2147,24,64,32,10,3,0,0,35,168,0,0,3,8,0,3,0,0,14,123,769,4183,26066,18626,3040,569,1017,54393
CED328,31,220,2073,14106,15870,4314,972,329,37915,5,118,547,491,131,35,11,24,1362,8,55,590,1294,189,46,15,19,2216,13,173,1137,1785,320,81,26,43,3578,24,604,2069,683,47,8,7,44,3486,25,244,2782,485,18,3,0,56,3613,11,269,1755,933,43,6,8,47,3072,0,41,20,9,0,3,0,3,76,60,1158,6626,2110,108,20,15,150,10247,3,9,9,7,4,0,0,0,32,0,6,3,5,0,0,3,3,20,107,1566,9848,18013,16302,4415,1016,525,51792
CED329,129,847,5612,22744,12675,1908,402,726,45043,10,153,608,394,17,0,3,43,1228,0,60,606,420,21,8,0,23,1138,10,213,1214,814,38,8,3,66,2366,53,602,1592,432,33,0,6,142,2860,3,31,249,99,4,0,0,9,395,0,36,66,49,0,0,0,7,158,0,20,16,7,6,3,0,4,56,56,689,1923,587,43,3,6,162,3469,138,350,245,132,30,6,8,76,985,0,7,9,15,5,0,0,14,50,333,2106,9003,24292,12791,1925,419,1044,51913
CED330,90,618,3371,16637,17313,3719,1055,681,43484,6,58,242,109,32,4,0,17,468,0,4,68,39,5,4,0,3,123,6,62,310,148,37,8,0,20,591,13,106,371,130,11,5,4,40,680,7,11,20,3,0,0,0,3,44,0,3,4,3,0,0,0,0,10,0,29,43,9,9,3,3,0,96,20,149,438,145,20,8,7,43,830,77,195,81,31,16,4,3,61,468,0,0,4,9,3,0,3,3,22,193,1024,4204,16970,17389,3739,1068,808,45395
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,56,523,6639,18776,6728,1165,236,527,34650,24,936,4023,2495,209,24,6,186,7903,12,183,2148,2366,198,66,5,106,5084,36,1119,6171,4861,407,90,11,292,12987,47,1855,5449,819,46,5,10,240,8471,18,235,870,105,12,0,0,34,1274,96,801,1537,334,59,6,0,80,2913,3,31,17,9,3,3,3,0,69,164,2922,7873,1267,120,14,13,354,12727,3,25,29,19,10,3,0,3,92,0,4,12,12,0,4,4,3,39,259,4593,20724,24935,7265,1276,264,1179,60495
CED402,80,897,6568,30240,11650,1282,283,878,51878,5,208,965,1191,55,16,15,96,2551,0,5,32,34,18,4,0,4,97,5,213,997,1225,73,20,15,100,2648,14,516,1687,318,12,5,4,123,2679,0,11,9,0,0,0,0,3,23,0,3,36,7,0,0,0,0,46,0,9,10,4,0,0,0,0,23,14,539,1742,329,12,5,4,126,2771,55,205,122,88,21,0,7,60,558,0,4,15,15,12,0,0,7,53,154,1858,9444,31897,11768,1307,309,1171,57908
CED403,44,325,4842,22687,10098,1747,288,428,40459,12,379,2335,2193,144,17,4,139,5223,4,26,357,718,60,8,0,18,1191,16,405,2692,2911,204,25,4,157,6414,19,915,3547,519,22,3,9,143,5177,3,34,142,33,0,0,0,6,218,0,17,62,3,0,0,0,0,82,0,35,13,6,3,0,0,3,60,22,1001,3764,561,25,3,9,152,5537,34,85,21,11,0,0,0,16,167,0,3,0,5,0,0,0,0,8,116,1819,11319,26175,10327,1775,301,753,52585
CED404,97,956,6945,27840,9947,1151,282,867,48085,13,342,1257,2865,203,33,19,146,4878,0,3,27,100,42,10,4,4,190,13,345,1284,2965,245,43,23,150,5068,26,527,909,241,20,4,6,85,1818,0,11,57,3,0,0,0,8,79,0,40,84,14,0,0,0,13,151,0,11,9,11,3,0,0,0,34,26,589,1059,269,23,4,6,106,2082,106,255,135,122,43,8,10,64,743,5,6,9,21,7,4,5,7,64,247,2151,9432,31217,10265,1210,326,1194,56042
CED405,36,372,5737,21734,7205,994,184,532,36794,25,663,3652,2787,190,21,6,188,7532,0,72,576,1242,200,8,5,44,2147,25,735,4228,4029,390,29,11,232,9679,58,1760,6297,906,31,4,4,251,9311,11,149,886,81,0,0,0,31,1158,0,132,473,238,12,3,0,109,967,4,30,15,0,4,0,0,0,53,73,2071,7671,1225,47,7,4,391,11489,9,21,31,9,0,3,0,4,77,0,5,3,7,0,4,3,0,22,143,3204,17670,27004,7642,1037,202,1159,58061
CED406,55,341,3345,32766,12348,1532,223,583,51193,9,331,1482,702,51,10,6,94,2685,3,4,106,268,43,3,0,6,433,12,335,1588,970,94,13,6,100,3118,15,246,1453,336,22,7,4,54,2137,0,7,33,6,0,0,0,4,50,3,3,4,3,0,0,0,0,13,3,6,3,3,3,0,0,0,18,21,262,1493,348,25,7,4,58,2218,35,104,89,15,0,5,0,8,256,0,9,0,9,8,0,0,0,26,123,1051,6515,34108,12475,1557,233,749,56811
CED407,38,198,2072,29199,10881,1386,214,493,44481,3,290,2033,744,20,0,3,90,3183,3,0,121,316,22,6,0,7,475,6,290,2154,1060,42,6,3,97,3658,3,246,1068,383,8,0,0,55,1763,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,20,6,259,1079,383,8,0,0,55,1790,3,0,6,0,0,0,0,0,9,0,0,0,4,6,0,0,0,10,53,747,5311,30646,10937,1392,217,645,49948
CED408,82,722,5989,25730,13449,2032,402,508,48914,0,256,982,362,33,0,3,49,1685,0,0,77,128,25,3,3,7,243,0,256,1059,490,58,3,6,56,1928,8,140,502,230,21,0,0,34,935,8,17,15,4,0,0,3,0,47,0,0,17,0,0,0,0,0,17,3,13,18,16,3,3,3,0,59,19,170,552,250,24,3,6,34,1058,41,115,72,52,11,4,7,24,326,3,0,13,7,7,0,0,0,30,145,1263,7685,26529,13549,2042,421,622,52256
CED409,91,469,6314,29454,8658,1030,202,822,47040,19,496,2997,2363,225,23,13,216,6352,5,54,443,1036,113,15,6,23,1695,24,550,3440,3399,338,38,19,239,8047,14,718,3290,579,23,3,7,177,4811,3,34,424,43,0,3,0,15,522,0,132,199,22,0,0,0,6,359,3,18,17,7,3,0,0,0,48,20,902,3930,651,26,6,7,198,5740,34,83,74,51,7,4,0,7,260,4,8,3,9,0,0,0,0,24,173,2012,13761,33564,9029,1078,228,1266,61111
CED410,49,281,4604,24999,9707,1652,275,552,42119,10,265,2529,2084,140,11,5,113,5157,3,41,367,736,120,6,5,21,1299,13,306,2896,2820,260,17,10,134,6456,32,951,4779,690,17,6,7,182,6664,0,39,195,13,0,0,0,15,262,0,18,31,19,3,0,0,0,71,0,7,10,6,0,0,3,4,30,32,1015,5015,728,20,6,10,201,7027,8,44,20,12,0,0,0,3,87,0,4,5,8,0,0,0,0,17,102,1650,12540,28567,9987,1675,295,890,55706
CED411,72,458,3733,29755,12090,1643,330,775,48856,42,388,1483,3743,285,29,9,247,6226,0,3,48,130,36,12,0,8,237,42,391,1531,3873,321,41,9,255,6463,34,626,1296,285,11,0,6,108,2366,0,11,64,3,0,0,0,0,78,0,3,29,27,0,0,0,7,66,0,6,3,11,0,0,0,0,20,34,646,1392,326,11,0,6,115,2530,22,106,42,36,11,3,4,14,238,5,4,5,7,6,4,0,0,31,175,1605,6703,33997,12439,1691,349,1159,58118
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
