region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
CED404,59392,57361,116753,25923,11893,37816,5631,13856,19487,2403,2030,4433,2146,1562,3708,36103,29341,65444,19677,25106,44783,5.9,5.3,5.7,60.8,51.2,56.1,57.2,48.4,52.9,366,425,791,298,689,987,2388,4590,6978,2167,3656,5823,16490,7982,24472,58831,57296,116127,9702,9784,19486,41280,39565,80845,22947,23352,46299
CED405,56613,61351,117964,25474,15073,40547,7415,14981,22396,1871,2096,3967,1932,1653,3585,36692,33803,70495,17231,24841,42072,5.3,4.9,5.1,64.8,55.1,59.8,61.4,52.4,56.7,2146,1931,4077,793,1419,2212,7830,9406,17236,4558,5201,9759,13163,6744,19907,53862,57868,111730,9425,9896,19321,36983,40173,77156,23073,24445,47518
CED406,58380,61597,119977,27589,14102,41691,7326,16993,24319,2190,2282,4472,2524,2049,4573,39629,35426,75055,16383,23888,40271,6.4,5.8,6.1,67.9,57.5,62.6,63.6,54.2,58.7,705,758,1463,476,840,1316,3710,5936,9646,3596,5104,8700,18482,10527,29009,60445,62387,122832,9196,9964,19160,41197,42091,83288,23839,25838,49677
CED407,53077,55726,108803,25941,13790,39731,6170,14820,20990,1848,1961,3809,1974,1610,3584,35933,32181,68114,15214,21601,36815,5.5,5.0,5.3,67.7,57.8,62.6,64.0,54.9,59.3,1007,746,1753,486,792,1278,4106,5746,9852,3766,4653,8419,15577,8293,23870,55569,57836,113405,6503,6920,13423,40467,41780,82247,18022,19229,37251
CED408,55226,58162,113388,25506,12569,38075,7771,17277,25048,2041,2247,4288,1720,1458,3178,37038,33551,70589,16204,22748,38952,4.6,4.3,4.5,67.1,57.7,62.3,64.0,55.2,59.5,1767,1528,3295,810,1449,2259,5842,8117,13959,4524,5930,10454,15359,8399,23758,57526,59549,117075,8030,8746,16776,38983,39966,78949,22981,24880,47861
CED409,64209,66349,130558,28647,16200,44847,7418,14540,21958,2293,2271,4564,2921,2311,5232,41279,35322,76601,19346,27752,47098,7.1,6.5,6.8,64.3,53.2,58.7,59.7,49.8,54.7,1336,1272,2608,482,846,1328,5097,6779,11876,3508,4589,8097,15267,8677,23944,63858,65848,129706,10703,10784,21487,43122,44418,87540,26420,27378,53798
CED410,55587,61821,117408,24469,14408,38877,7559,15355,22914,1761,2052,3813,1884,1654,3538,35673,33469,69142,17713,25998,43711,5.3,4.9,5.1,64.2,54.1,58.9,60.8,51.5,55.9,3271,2608,5879,972,1658,2630,9806,11440,21246,4463,5673,10136,10666,6101,16767,55822,60545,116367,8546,9454,18000,38549,42236,80785,22493,24523,47016
CED411,60267,62368,122635,27140,12940,40080,6198,14360,20558,2212,2128,4340,2971,2459,5430,38521,31887,70408,18605,27466,46071,7.7,7.7,7.7,63.9,51.1,57.4,59.0,47.2,53.0,477,395,872,294,538,832,2404,3892,6296,2771,4012,6783,15806,10087,25893,62074,62747,124821,10851,11513,22364,40644,40611,81255,26573,28282,54855
CED494,1626,1140,2766,377,164,541,144,129,273,65,30,95,161,91,252,747,414,1161,602,596,1198,21.6,22.0,21.7,45.9,36.3,42.0,36.0,28.4,32.9,34,32,66,8,17,25,113,127,240,69,81,150,349,155,504,367,222,589,1065,894,1959,213,120,333,1119,877,1996
CED497,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
CED501,59726,60898,120624,30400,14618,45018,5375,14471,19846,2900,2158,5058,2287,2250,4537,40962,33497,74459,14482,24041,38523,5.6,6.7,6.1,68.6,55.0,61.7,64.8,51.3,58.0,606,539,1145,368,684,1052,3100,5019,8119,3689,4994,8683,18978,10345,29323,57048,58412,115460,13831,14535,28366,32442,33000,65442,32703,34434,67137
CED502,58227,59392,117619,27630,13291,40921,5808,14023,19831,2849,2105,4954,2120,1948,4068,38407,31367,69774,15691,24640,40331,5.5,6.2,5.8,66.0,52.8,59.3,62.3,49.5,55.9,752,585,1337,380,771,1151,3299,5039,8338,3407,4915,8322,18184,9571,27755,55133,55919,111052,12507,13368,25875,32881,33352,66233,29910,31434,61344
CED503,54404,56712,111116,30063,15410,45473,6458,15761,22219,2512,2283,4795,1652,1573,3225,40685,35027,75712,11213,19432,30645,4.1,4.5,4.3,74.8,61.8,68.1,71.7,59.0,65.2,1002,744,1746,539,888,1427,5195,6867,12062,3940,5305,9245,15843,8240,24083,57914,59441,117355,8701,9086,17787,37244,38259,75503,24529,25666,50195
CED504,55815,59129,114944,27566,15686,43252,7878,15316,23194,1926,2112,4038,1507,1268,2775,38877,34382,73259,12955,21323,34278,3.9,3.7,3.8,69.7,58.1,63.7,67.0,56.0,61.3,6054,4400,10454,1407,2588,3995,15281,16727,32008,4467,6183,10650,6779,3830,10609,50584,53539,104123,12115,12636,24751,31066,34070,65136,28359,28831,57190
CED505,78777,60751,139528,41618,19447,61065,5539,12097,17636,4116,2669,6785,2002,1592,3594,53275,35805,89080,14396,19001,33397,3.8,4.4,4.0,67.6,58.9,63.8,65.1,56.3,61.3,812,711,1523,492,992,1484,4298,6648,10946,3587,4586,8173,22585,8459,31044,62373,54538,116911,20205,16123,36328,35059,30981,66040,41466,34177,75643
CED506,54322,55355,109677,27155,12065,39220,5893,15197,21090,2867,2183,5050,1690,1542,3232,37605,30987,68592,13146,21432,34578,4.5,5.0,4.7,69.2,56.0,62.5,66.1,53.2,59.6,657,525,1182,447,888,1335,3825,5995,9820,3087,4816,7903,17800,9966,27766,52834,53833,106667,11502,11830,23332,32468,32590,65058,27332,28821,56153
CED507,56913,59852,116765,29972,16431,46403,6608,15730,22338,2529,2399,4928,1781,1580,3361,40890,36140,77030,12819,20919,33738,4.4,4.4,4.4,71.8,60.4,66.0,68.7,57.7,63.1,2138,2046,4184,829,1567,2396,7560,10204,17764,4355,5778,10133,14725,7026,21751,55582,58156,113738,10896,11199,22095,34499,36311,70810,27397,28808,56205
CED508,58919,60546,119465,30795,16089,46884,6308,14547,20855,2590,2230,4820,1977,1798,3775,41670,34664,76334,13332,22381,35713,4.7,5.2,4.9,70.7,57.3,63.9,67.4,54.3,60.7,1073,838,1911,529,848,1377,4402,6199,10601,3915,5358,9273,17151,9117,26268,58740,59766,118506,9968,10160,20128,38156,38731,76887,25834,26757,52591
CED509,56271,58280,114551,31515,15884,47399,7220,17949,25169,2467,2280,4747,1738,1694,3432,42940,37807,80747,10635,18336,28971,4.0,4.5,4.3,76.3,64.9,70.5,73.2,62.0,67.5,1874,1273,3147,786,1299,2085,7127,9007,16134,5023,6681,11704,16289,8304,24593,57300,58687,115987,10237,10785,21022,37157,38256,75413,26138,27076,53214
CED510,60742,57185,117927,30788,14426,45214,6014,14020,20034,3198,2522,5720,1855,1471,3326,41855,32439,74294,14075,21359,35434,4.4,4.5,4.5,68.9,56.7,63.0,65.9,54.2,60.2,705,532,1237,411,994,1405,3529,5767,9296,2864,4656,7520,16232,8216,24448,57769,56154,113923,12445,12033,24478,36563,34999,71562,28592,28409,57001
CED511,58617,59830,118447,30174,15299,45473,6097,15542,21639,2715,2326,5041,1717,1758,3475,40703,34925,75628,14049,21452,35501,4.2,5.0,4.6,69.4,58.4,63.8,66.5,55.4,60.9,937,813,1750,514,939,1453,3985,6236,10221,3826,5901,9727,17326,9092,26418,59166,60454,119620,10814,11397,22211,35605,35944,71549,29197,31017,60214
CED512,62010,61291,123301,31396,18903,50299,7667,13950,21617,2361,2172,4533,2058,1715,3773,43482,36740,80222,13485,20621,34106,4.7,4.7,4.7,70.1,59.9,65.1,66.8,57.1,62.0,2714,2439,5153,1036,1587,2623,10409,11338,21747,5038,5655,10693,12959,6554,19513,54012,54242,108254,12882,12569,25451,33846,34465,68311,29209,28764,57973
CED513,57321,60117,117438,28224,16470,44694,7177,13887,21064,2166,2182,4348,1814,1540,3354,39381,34079,73460,13702,22313,36015,4.6,4.5,4.6,68.7,56.7,62.6,65.5,54.1,59.7,2354,1850,4204,871,1439,2310,8958,10450,19408,4808,5705,10513,11988,6486,18474,53030,56237,109267,11013,11005,22018,32669,35180,67849,27207,28013,55220
CED514,67608,67114,134722,32411,19062,51473,8757,14374,23131,2495,2350,4845,2516,2218,4734,46179,38004,84183,15811,24633,40444,5.4,5.8,5.6,68.3,56.6,62.5,64.6,53.3,59.0,3680,2965,6645,1023,1586,2609,11328,12428,23756,5424,6227,11651,13112,6757,19869,56910,57673,114583,15960,15306,31266,31964,33621,65585,36338,34953,71291
CED515,56208,59663,115871,28961,15565,44526,7474,16597,24071,2176,2070,4246,1623,1562,3185,40234,35794,76028,13653,21799,35452,4.0,4.4,4.2,71.6,60.0,65.6,68.7,57.4,62.9,3450,2412,5862,1042,1661,2703,11103,12302,23405,5128,6478,11606,10917,5725,16642,56113,59529,115642,9531,9831,19362,37263,40083,77346,24877,26094,50971
CED594,3978,2713,6691,1236,570,1806,210,299,509,171,106,277,287,179,466,1904,1154,3058,1238,1173,2411,15.1,15.5,15.2,47.9,42.5,45.7,40.7,35.9,38.7,82,59,141,15,62,77,317,437,754,222,236,458,1028,363,1391,772,446,1218,2561,2090,4651,479,241,720,2726,2188,4914
CED597,382,34,416,275,19,294,13,0,13,22,3,25,4,0,4,314,22,336,12,6,18,1.3,0,1.2,82.2,64.7,80.8,81.2,64.7,79.8,3,3,6,0,0,0,17,3,20,28,3,31,143,6,149,254,15,269,64,11,75,153,9,162,156,19,175
CED601,38628,41790,80418,16841,8937,25778,4734,10739,15473,1355,1445,2800,1824,1410,3234,24754,22531,47285,12210,17583,29793,7.4,6.3,6.8,64.1,53.9,58.8,59.4,50.5,54.8,832,774,1606,360,650,1010,3241,4940,8181,2229,2858,5087,10262,5974,16236,39044,41352,80396,6710,7395,14105,26218,27578,53796,16629,18330,34959
CED602,38148,40792,78940,16392,7963,24355,4018,9808,13826,1491,1419,2910,1765,1357,3122,23666,20547,44213,12559,18331,30890,7.5,6.6,7.1,62.0,50.4,56.0,57.4,47.0,52.1,385,369,754,240,458,698,1933,3267,5200,1824,2750,4574,11215,6362,17577,39281,41096,80377,5992,6668,12660,27002,27959,54961,15209,16935,32144
CED603,39363,42876,82239,16446,10497,26943,5735,10912,16647,1276,1508,2784,1698,1214,2912,25155,24131,49286,12189,16796,28985,6.8,5.0,5.9,63.9,56.3,59.9,59.6,53.4,56.4,2139,1951,4090,730,1318,2048,5855,7408,13263,2572,3201,5773,8412,5128,13540,37366,40277,77643,7756,8231,15987,24806,27039,51845,17665,18928,36593
CED604,37874,40642,78516,16449,9181,25630,4899,11158,16057,1329,1490,2819,1370,987,2357,24047,22816,46863,12369,16405,28774,5.7,4.3,5.0,63.5,56.1,59.7,59.9,53.7,56.7,1136,1029,2165,539,915,1454,4077,5675,9752,2816,3482,6298,10280,5613,15893,39061,41219,80280,6067,6495,12562,26358,27768,54126,15733,17057,32790
CED605,39882,40402,80284,15868,7658,23526,4408,9874,14282,1589,1503,3092,1784,1300,3084,23649,20335,43984,14275,18219,32494,7.5,6.4,7.0,59.3,50.3,54.8,54.8,47.1,50.9,441,449,890,252,492,744,1817,3209,5026,1965,2834,4799,11310,6221,17531,41672,41335,83007,5701,6144,11845,29265,28304,57569,15025,16247,31272
CED694,566,409,975,116,60,176,49,41,90,19,15,34,68,44,112,252,160,412,207,219,426,27.0,27.5,27.2,44.6,38.9,42.2,32.6,28.2,30.7,15,14,29,3,6,9,39,50,89,21,43,64,116,49,165,114,84,198,363,326,689,62,37,99,394,354,748
CED697,82,28,110,52,8,60,3,4,7,5,4,9,3,3,6,63,19,82,7,9,16,4.8,15.8,7.3,77.8,61.3,73.2,74.1,51.6,67.9,0,0,0,0,3,3,5,3,8,14,0,14,25,9,34,44,20,64,28,12,40,28,14,42,42,18,60
CED701,42029,39523,81552,17962,12602,30564,3975,6137,10112,1999,1832,3831,1911,1488,3399,25847,22059,47906,11513,13551,25064,7.4,6.7,7.1,61.5,55.8,58.7,57.0,52.0,54.6,657,813,1470,367,821,1188,2315,4066,6381,1920,2430,4350,9777,4793,14570,41224,40067,81291,8275,8301,16576,28217,27442,55659,17158,17025,34183
CED702,42763,38879,81642,23039,16242,39281,3791,7072,10863,2299,1883,4182,1119,904,2023,30248,26101,56349,7699,9205,16904,3.7,3.5,3.6,70.7,67.1,69.0,68.1,64.8,66.5,1406,1418,2824,601,1132,1733,4248,6238,10486,2937,3341,6278,10532,5520,16052,34607,33153,67760,11239,10996,22235,18551,17906,36457,23910,23029,46939
CED794,953,773,1726,218,160,378,57,46,103,59,47,106,56,36,92,390,289,679,412,388,800,14.4,12.5,13.5,40.9,37.4,39.3,35.0,32.7,34.0,19,21,40,19,11,30,73,132,205,46,67,113,269,108,377,209,138,347,652,603,1255,112,61,173,710,645,1355
CED797,89,18,107,61,6,67,3,0,3,10,0,10,0,3,3,74,9,83,8,4,12,0,33.3,3.6,83.1,56.3,79.0,83.1,37.5,76.2,0,0,0,0,0,0,6,0,6,9,3,12,28,3,31,57,12,69,21,0,21,36,7,43,41,6,47
CED801,66613,70310,136923,36488,26076,62564,8257,15932,24189,2651,3453,6104,1700,1351,3051,49096,46812,95908,14915,21215,36130,3.5,2.9,3.2,73.7,66.6,70.0,71.2,64.7,67.8,6141,4455,10596,2005,3091,5096,12879,15049,27928,5558,7433,12991,12127,7511,19638,66912,69877,136789,11661,12234,23895,45347,47787,93134,28492,29881,58373
CED802,75784,77874,153658,40656,28750,69406,9601,17181,26782,2885,3818,6703,2281,1949,4230,55423,51698,107121,16129,22557,38686,4.1,3.8,3.9,73.1,66.4,69.7,70.1,63.9,67.0,8535,6561,15096,2444,3604,6048,15593,18345,33938,5945,7142,13087,11775,7670,19445,69054,70900,139954,18528,18630,37158,40133,42106,82239,41646,41999,83645
CED894,299,273,572,93,80,173,33,47,80,15,4,19,24,32,56,165,163,328,93,93,186,14.5,19.6,17.1,55.0,59.9,57.3,47.0,48.2,47.6,30,16,46,3,12,15,52,70,122,15,23,38,45,39,84,70,43,113,212,233,445,34,15,49,234,249,483
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,4,17,21,7,11,18,0,0,0,0,3,3,0,0,0,7,14,21,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,3,3,0,11,11,0,0,0,5,3,8,0,0,0,9,18,27,0,0,0,9,18,27
CED997,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
