region_id,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED212,37,170,0,207,3924,551,4682,142,153,3,298,3756,250,4304,2100,271,49,2420,4874,443,7737,4849,242,208,5299,3662,538,9499,2492,341,77,2910,5934,528,9372,347,760,14,1121,6600,491,8212,65,861,5,931,4408,509,5848,6,172,0,178,2613,513,3304,3,3,0,6,864,241,1111,10041,2973,356,13370,36635,4064,54069,62,287,6,355,3727,414,4496,398,368,21,787,3181,219,4187,3284,475,250,4009,3808,355,8172,5910,435,497,6842,2894,460,10196,2299,888,109,3296,6306,471,10073,175,2212,13,2400,6233,446,9079,48,1377,4,1429,4555,618,6602,12,208,0,220,3246,799,4265,3,14,0,17,1416,623,2056,12191,6264,900,19355,35366,4405,59126,99,457,6,562,7651,965,9178,540,521,24,1085,6937,469,8491,5384,746,299,6429,8682,798,15909,10759,677,705,12141,6556,998,19695,4791,1229,186,6206,12240,999,19445,522,2972,27,3521,12833,937,17291,113,2238,9,2360,8963,1127,12450,18,380,0,398,5859,1312,7569,6,17,0,23
CED213,26,148,0,174,4000,542,4716,144,132,5,281,3215,254,3750,2081,240,50,2371,3614,367,6352,4762,199,174,5135,3181,529,8845,2528,396,84,3008,5899,566,9473,378,909,9,1296,7448,527,9271,62,868,3,933,5989,694,7616,19,151,0,170,3655,784,4609,0,3,3,6,1089,311,1406,10000,3046,328,13374,38090,4574,56038,62,279,4,345,3304,455,4104,389,288,13,690,2492,180,3362,3094,381,236,3711,2639,276,6626,5966,398,460,6824,2418,448,9690,2223,936,131,3290,6090,451,9831,139,2320,12,2471,7066,543,10080,46,1405,3,1454,5863,782,8099,7,168,0,175,3863,968,5006,3,10,0,13,1674,629,2316,11929,6185,859,18973,35409,4732,59114,88,427,4,519,7304,997,8820,533,420,18,971,5707,434,7112,5175,621,286,6082,6253,643,12978,10728,597,634,11959,5599,977,18535,4751,1332,215,6298,11989,1017,19304,517,3229,21,3767,14514,1070,19351,108,2273,6,2387,11852,1476,15715,26,319,0,345,7518,1752,9615,3,13,3,19
CED214,27,113,0,140,3407,532,4079,84,163,0,247,4852,641,5740,2119,332,29,2480,9640,1300,13420,5269,259,136,5664,5914,993,12571,2662,240,74,2976,6441,778,10195,412,471,11,894,5645,590,7129,57,506,3,566,3221,494,4281,6,161,0,167,2252,466,2885,3,14,0,17,766,213,996,10639,2259,253,13151,42138,6007,61296,37,246,0,283,3072,460,3815,276,294,7,577,4178,440,5195,3425,588,134,4147,7693,871,12711,6381,511,379,7271,4523,677,12471,2339,592,137,3068,6389,601,10058,187,1346,6,1539,5178,509,7226,48,795,3,846,3203,546,4595,20,209,3,232,2956,593,3781,4,10,0,14,1383,310,1707,12717,4591,669,17977,38575,5007,61559,64,359,0,423,6479,992,7894,360,457,7,824,9030,1081,10935,5544,920,163,6627,17333,2171,26131,11650,770,515,12935,10437,1670,25042,5001,832,211,6044,12830,1379,20253,599,1817,17,2433,10823,1099,14355,105,1301,6,1412,6424,1040,8876,26,370,3,399,5208,1059,6666,7,24,0,31
CED215,34,196,0,230,4000,574,4804,235,166,11,412,3024,393,3829,2420,237,66,2723,3737,827,7287,3962,216,149,4327,2995,686,8008,2078,450,69,2597,6204,622,9423,338,879,8,1225,8018,671,9914,49,568,3,620,5663,705,6988,3,103,0,106,3013,575,3694,3,5,0,8,801,203,1012,9122,2820,306,12248,37455,5256,54959,102,389,12,503,3530,493,4526,557,326,35,918,2612,218,3748,3647,454,327,4428,2644,391,7463,4934,391,378,5703,2454,427,8584,1872,1154,103,3129,6451,433,10013,119,2016,14,2149,7198,543,9890,37,868,3,908,5285,706,6899,9,99,0,108,3329,739,4176,0,7,3,10,1546,323,1879,11277,5704,875,17856,35049,4273,57178,136,585,12,733,7530,1067,9330,792,492,46,1330,5636,611,7577,6067,691,393,7151,6381,1218,14750,8896,607,527,10030,5449,1113,16592,3950,1604,172,5726,12655,1055,19436,457,2895,22,3374,15216,1214,19804,86,1436,6,1528,10948,1411,13887,12,202,0,214,6342,1314,7870,3,12,3,18
CED216,25,135,0,160,3691,437,4288,23,101,0,124,3693,233,4050,1021,169,10,1200,4903,432,6535,5391,165,163,5719,3253,445,9417,3852,155,103,4110,5272,471,9853,612,592,14,1218,6329,376,7923,64,907,5,976,3498,333,4807,17,246,0,263,2493,358,3114,3,21,0,24,1221,221,1466,11008,2491,295,13794,34353,3306,51453,23,231,0,254,3376,317,3947,60,189,0,249,3353,181,3783,1765,288,73,2126,4334,337,6797,6955,365,543,7863,2654,444,10961,3617,419,189,4225,6067,384,10676,201,1675,20,1896,6139,342,8377,63,1629,9,1701,3378,418,5497,23,312,5,340,3343,604,4287,6,35,0,41,2559,502,3102,12713,5143,839,18695,35203,3529,57427,48,366,0,414,7067,754,8235,83,290,0,373,7046,414,7833,2786,457,83,3326,9237,769,13332,12346,530,706,13582,5907,889,20378,7469,574,292,8335,11339,855,20529,813,2267,34,3114,12468,718,16300,127,2536,14,2677,6876,751,10304,40,558,5,603,5836,962,7401,9,56,0,65
CED217,34,171,0,205,5674,923,6802,142,213,6,361,5999,759,7119,3651,395,53,4099,9891,1405,15395,7061,166,94,7321,6405,1144,14870,2989,266,38,3293,7878,869,12040,417,787,10,1214,7470,669,9353,79,647,0,726,3783,526,5035,17,123,0,140,1633,305,2078,3,6,0,9,411,102,522,14393,2774,201,17368,49144,6702,73214,70,363,6,439,5146,739,6324,500,404,15,919,5109,544,6572,6444,660,153,7257,7241,1027,15525,9037,411,252,9700,4934,954,15588,2502,952,79,3533,8259,798,12590,230,1992,18,2240,6605,663,9508,56,881,7,944,3287,562,4793,20,149,0,169,2123,404,2696,3,10,0,13,738,215,966,18862,5822,530,25214,43442,5906,74562,104,534,6,644,10820,1662,13126,642,617,21,1280,11108,1303,13691,10095,1055,206,11356,17132,2432,30920,16098,577,346,17021,11339,2098,30458,5491,1218,117,6826,16137,1667,24630,647,2779,28,3454,14075,1332,18861,135,1528,7,1670,7070,1088,9828,37,272,0,309,3756,709,4774,6,16,0,22
CED218,11,101,0,112,2932,307,3351,29,117,0,146,4875,485,5506,1014,280,9,1303,10238,1034,12575,4112,200,102,4414,4430,620,9464,2887,124,64,3075,4461,494,8030,472,373,3,848,5432,409,6689,66,753,3,822,3245,376,4443,12,237,0,249,2047,350,2646,3,18,0,21,854,166,1041,8606,2203,181,10990,38514,4241,53745,11,184,3,198,2839,327,3364,57,245,4,306,5302,407,6015,1677,528,45,2250,9778,822,12850,5161,391,360,5912,3458,487,9857,2752,313,137,3202,5074,419,8695,194,1181,11,1386,5624,395,7405,59,1421,3,1483,3143,417,5043,21,300,3,324,2675,468,3467,3,23,0,26,1602,361,1989,9935,4586,566,15087,39495,4103,58685,22,285,3,310,5771,634,6715,86,362,4,452,10177,892,11521,2691,808,54,3553,20016,1856,25425,9273,591,462,10326,7888,1107,19321,5639,437,201,6277,9535,913,16725,666,1554,14,2234,11056,804,14094,125,2174,6,2305,6388,793,9486,33,537,3,573,4722,818,6113,6,41,0,47
CED219,47,257,5,309,6389,875,7573,249,237,8,494,5742,441,6677,4243,449,72,4764,8621,760,14145,7264,302,158,7724,6163,753,14640,3260,426,61,3747,8515,627,12889,431,729,8,1168,7069,552,8789,74,469,4,547,3487,408,4442,10,115,3,128,1693,323,2144,3,3,0,6,443,93,542,15581,2987,319,18887,48122,4832,71841,104,452,3,559,5592,710,6861,753,489,30,1272,4815,337,6424,7141,686,315,8142,6187,734,15063,8845,456,401,9702,4771,731,15204,2650,1162,89,3901,8404,588,12893,205,1881,20,2106,6184,534,8824,60,755,4,819,3291,479,4589,16,117,0,133,2116,438,2687,4,6,0,10,917,152,1079,19778,6004,862,26644,42277,4703,73624,151,709,8,868,11981,1585,14434,1002,726,38,1766,10557,778,13101,11384,1135,387,12906,14808,1494,29208,16109,758,559,17426,10934,1484,29844,5910,1588,150,7648,16919,1215,25782,636,2610,28,3274,13253,1086,17613,134,1224,8,1366,6778,887,9031,26,232,3,261,3809,761,4831,7,9,0,16
CED220,13,108,0,121,3510,456,4087,70,163,0,233,4474,423,5130,1773,224,21,2018,7355,731,10104,4714,170,111,4995,4364,477,9836,2448,176,66,2690,5453,460,8603,374,495,14,883,5562,333,6778,79,690,3,772,3630,407,4809,17,219,3,239,2847,429,3515,0,25,0,25,1033,196,1254,9488,2270,218,11976,38228,3912,54116,19,201,0,220,3028,310,3558,170,210,8,388,3643,261,4292,3032,354,93,3479,5660,477,9616,5840,329,334,6503,3400,416,10319,2195,476,90,2761,5743,376,8880,208,1464,8,1680,5449,359,7488,61,1147,4,1212,3738,431,5381,23,280,3,306,3696,576,4578,7,25,0,32,1813,403,2248,11555,4486,540,16581,36170,3609,56360,32,309,0,341,6538,766,7645,240,373,8,621,8117,684,9422,4805,578,114,5497,13015,1208,19720,10554,499,445,11498,7764,893,20155,4643,652,156,5451,11196,836,17483,582,1959,22,2563,11011,692,14266,140,1837,7,1984,7368,838,10190,40,499,6,545,6543,1005,8093,7,50,0,57
CED221,31,195,0,226,3958,506,4690,190,172,0,362,2778,197,3337,1989,243,60,2292,3294,380,5966,4004,205,153,4362,2913,434,7709,2224,379,62,2665,6000,440,9105,337,797,13,1147,7630,538,9315,44,556,6,606,5112,509,6227,8,119,0,127,2771,522,3420,0,6,0,6,844,189,1039,8827,2672,294,11793,35300,3715,50808,67,357,3,427,3388,371,4186,456,250,33,739,2024,126,2889,3092,419,238,3749,2405,244,6398,4941,364,414,5719,2320,268,8307,1957,969,99,3025,6396,321,9742,129,1840,6,1975,6770,417,9162,33,953,0,986,4820,553,6359,7,140,0,147,3185,701,4033,0,14,0,14,1559,399,1972,10682,5306,793,16781,32867,3400,53048,98,552,3,653,7346,877,8876,646,422,33,1101,4802,323,6226,5081,662,298,6041,5699,624,12364,8945,569,567,10081,5233,702,16016,4181,1348,161,5690,12396,761,18847,466,2637,19,3122,14400,955,18477,77,1509,6,1592,9932,1062,12586,15,259,0,274,5956,1223,7453,0,20,0,20
CED222,36,140,0,176,4337,614,5127,123,156,4,283,4344,363,4990,2473,282,40,2795,7229,664,10688,5775,212,153,6140,4976,704,11820,2947,283,65,3295,6849,626,10770,420,724,11,1155,6627,520,8302,62,675,5,742,3910,522,5174,13,181,0,194,2353,456,3003,3,9,0,12,889,180,1081,11852,2662,278,14792,41514,4649,60955,49,303,0,352,4012,473,4837,338,322,6,666,3697,283,4646,4073,528,175,4776,5774,577,11127,7023,453,449,7925,4056,603,12584,2498,750,101,3349,6977,542,10868,183,1872,14,2069,6328,533,8930,48,1145,6,1199,3933,565,5697,18,199,0,217,3183,665,4065,5,11,0,16,1767,333,2116,14235,5583,751,20569,39727,4574,64870,85,443,0,528,8349,1087,9964,461,478,10,949,8041,646,9636,6546,810,215,7571,13003,1241,21815,12798,665,602,14065,9032,1307,24404,5445,1033,166,6644,13826,1168,21638,603,2596,25,3224,12955,1053,17232,110,1820,11,1941,7843,1087,10871,31,380,0,411,5536,1121,7068,8,20,0,28
CED223,14,121,0,135,3713,388,4236,51,146,0,197,4068,249,4514,1545,228,38,1811,5718,408,7937,4996,172,156,5324,3462,381,9167,2852,207,82,3141,5297,356,8794,406,719,14,1139,6212,313,7664,51,934,3,988,3406,341,4735,20,198,4,222,2129,365,2716,0,12,0,12,814,167,993,9935,2737,297,12969,34819,2968,50756,29,240,0,269,3388,305,3962,133,274,10,417,3659,156,4232,2433,493,139,3065,4766,333,8164,5977,372,505,6854,2637,297,9788,2746,541,155,3442,5940,316,9698,175,2018,21,2214,5913,312,8439,44,1436,3,1483,3327,423,5233,13,238,0,251,2876,520,3647,3,20,0,23,1635,366,2024,11553,5632,833,18018,34141,3028,55187,43,361,0,404,7101,693,8198,184,420,10,614,7727,405,8746,3978,721,177,4876,10484,741,16101,10973,544,661,12178,6099,678,18955,5598,748,237,6583,11237,672,18492,581,2737,35,3353,12125,625,16103,95,2370,6,2471,6733,764,9968,33,436,4,473,5005,885,6363,3,32,0,35
CED224,17,176,0,193,4275,439,4907,19,148,0,167,5035,338,5540,870,222,4,1096,7095,650,8841,4100,120,107,4327,2965,363,7655,3597,131,80,3808,4641,409,8858,562,474,11,1047,5720,325,7092,75,845,3,923,3079,267,4269,9,309,7,325,2179,257,2761,3,15,0,18,986,176,1180,9252,2440,212,11904,35975,3224,51103,21,245,0,266,4087,312,4665,43,256,5,304,4810,245,5359,1421,371,43,1835,6411,450,8696,5592,312,359,6263,2543,314,9120,3553,334,168,4055,5463,332,9850,243,1392,9,1644,5792,278,7714,60,1479,3,1542,2958,314,4814,23,377,0,400,2945,433,3778,0,25,0,25,2213,500,2738,10956,4791,587,16334,37222,3178,56734,38,421,0,459,8362,751,9572,62,404,5,471,9845,583,10899,2291,593,47,2931,13506,1100,17537,9692,432,466,10590,5508,677,16775,7150,465,248,7863,10104,741,18708,805,1866,20,2691,11512,603,14806,135,2324,6,2465,6037,581,9083,32,686,7,725,5124,690,6539,3,40,0,43
CED225,29,204,3,236,4537,541,5314,128,183,0,311,4063,245,4619,2526,302,67,2895,5288,385,8568,6221,253,213,6687,3972,528,11187,3048,326,94,3468,6505,522,10495,402,803,14,1219,6674,426,8319,38,659,6,703,3615,383,4701,8,123,0,131,1771,349,2251,0,6,0,6,564,115,685,12400,2859,397,15656,36989,3494,56139,50,354,4,408,4472,467,5347,293,374,10,677,3507,198,4382,3763,519,287,4569,4163,369,9101,7376,405,615,8396,3042,450,11888,2628,863,120,3611,6867,462,10940,156,2149,11,2316,5971,380,8667,37,1001,0,1038,3424,466,4928,4,147,0,151,2108,444,2703,0,15,0,15,1041,262,1318,14307,5827,1047,21181,34595,3498,59274,79,558,7,644,9009,1008,10661,421,557,10,988,7570,443,9001,6289,821,354,7464,9451,754,17669,13597,658,828,15083,7014,978,23075,5676,1189,214,7079,13372,984,21435,558,2952,25,3535,12645,806,16986,75,1660,6,1741,7039,849,9629,12,270,0,282,3879,793,4954,0,21,0,21
CED226,61,300,0,361,6173,866,7400,380,323,10,713,6435,653,7801,5535,522,99,6156,11225,1545,18926,8576,357,189,9122,7013,1300,17435,3237,481,69,3787,8781,906,13474,408,979,20,1407,7910,785,10102,64,612,5,681,3705,552,4938,4,94,0,98,1560,345,2003,3,4,0,7,400,108,515,18268,3672,392,22332,53202,7060,82594,138,503,3,644,5756,817,7217,1000,604,36,1640,5487,499,7626,8823,896,355,10074,8739,1117,19930,10034,572,456,11062,5425,923,17410,2722,1338,110,4170,8748,746,13664,220,2356,19,2595,6936,652,10183,46,835,10,891,3361,557,4809,11,130,3,144,2011,455,2610,0,10,0,10,882,187,1079,22994,7244,992,31230,47345,5953,84528,199,803,3,1005,11929,1683,14617,1380,927,46,2353,11922,1152,15427,14358,1418,454,16230,19964,2662,38856,18610,929,645,20184,12438,2223,34845,5959,1819,179,7957,17529,1652,27138,628,3335,39,4002,14846,1437,20285,110,1447,15,1572,7066,1109,9747,15,224,3,242,3571,800,4613,3,14,0,17
CED227,38,169,3,210,3717,579,4506,251,169,9,429,2709,252,3390,2108,241,63,2412,3391,427,6230,3883,217,138,4238,2822,541,7601,2114,336,50,2500,6012,527,9039,304,705,9,1018,6943,569,8530,37,485,3,525,4864,616,6005,10,140,0,150,3061,624,3835,3,5,0,8,958,249,1215,8748,2467,275,11490,34477,4384,50351,81,353,3,437,3319,509,4265,559,288,33,880,2067,194,3141,3210,397,252,3859,2349,350,6558,4819,348,324,5491,2238,390,8119,1746,965,88,2799,5891,421,9111,93,1695,12,1800,5880,487,8167,36,901,4,941,4613,626,6180,11,173,5,189,3572,834,4595,4,12,0,16,1852,397,2265,10559,5132,721,16412,31781,4208,52401,119,522,6,647,7036,1088,8771,810,457,42,1309,4776,446,6531,5318,638,315,6271,5740,777,12788,8702,565,462,9729,5060,931,15720,3860,1301,138,5299,11903,948,18150,397,2400,21,2818,12823,1056,16697,73,1386,7,1466,9477,1242,12185,21,313,5,339,6633,1458,8430,7,17,0,24
CED228,24,109,0,133,3292,467,3892,64,137,0,201,4130,410,4741,1585,239,15,1839,7379,855,10073,3955,149,66,4170,4278,641,9089,2233,143,41,2417,5232,527,8176,333,504,10,847,5626,476,6949,60,722,4,786,3763,486,5035,13,216,0,229,2595,463,3287,3,9,0,12,810,182,1004,8270,2228,136,10634,37105,4507,52246,20,185,4,209,3089,440,3738,217,231,3,451,3658,290,4399,2741,397,67,3205,5779,691,9675,5155,347,212,5714,3316,557,9587,2059,487,77,2623,5495,433,8551,161,1532,8,1701,5334,469,7504,49,1107,3,1159,3851,593,5603,16,234,3,253,3262,608,4123,3,16,0,19,1495,395,1909,10421,4536,377,15334,35279,4476,55089,44,294,4,342,6381,907,7630,281,368,3,652,7788,700,9140,4326,636,82,5044,13158,1546,19748,9110,496,278,9884,7594,1198,18676,4292,630,118,5040,10727,960,16727,494,2036,18,2548,10960,945,14453,109,1829,7,1945,7614,1079,10638,29,450,3,482,5857,1071,7410,6,25,0,31
CED229,27,252,4,283,5554,700,6537,191,181,7,379,4720,293,5392,3435,318,83,3836,6106,524,10466,7687,285,258,8230,4588,671,13489,3780,454,119,4353,8125,677,13155,528,1052,17,1597,8614,602,10813,74,745,3,822,4981,563,6366,9,129,0,138,2062,371,2571,3,5,0,8,532,147,687,15734,3421,491,19646,45282,4548,69476,65,427,0,492,5136,645,6273,455,386,23,864,3832,239,4935,5204,578,343,6125,4838,448,11411,9270,526,697,10493,3556,583,14632,3292,1185,198,4675,8323,587,13585,233,2535,16,2784,7576,549,10909,37,1122,6,1165,4118,529,5812,14,142,3,159,2245,486,2890,3,10,0,13,1036,198,1247,18573,6911,1286,26770,40660,4264,71694,92,679,4,775,10690,1345,12810,646,567,30,1243,8552,532,10327,8639,896,426,9961,10944,972,21877,16957,811,955,18723,8144,1254,28121,7072,1639,317,9028,16448,1264,26740,761,3587,33,4381,16190,1151,21722,111,1867,9,1987,9099,1092,12178,23,271,3,297,4307,857,5461,6,15,0,21
CED230,46,179,0,225,3977,518,4720,236,178,5,419,3256,210,3885,2758,274,82,3114,4047,377,7538,4611,222,143,4976,3170,438,8584,2232,360,74,2666,5954,459,9079,346,859,15,1220,6924,521,8665,45,605,3,653,5057,617,6327,10,131,0,141,2784,568,3493,3,4,0,7,782,237,1026,10287,2812,322,13421,35951,3945,53317,73,399,0,472,3638,453,4563,607,372,32,1011,2669,155,3835,4053,461,314,4828,2964,315,8107,5555,364,402,6321,2479,360,9160,1887,1044,127,3058,6061,408,9527,139,2066,17,2222,6359,482,9063,36,963,3,1002,4839,658,6499,12,148,0,160,3184,794,4138,3,9,0,12,1507,401,1920,12365,5826,895,19086,33700,4026,56812,119,578,0,697,7615,971,9283,843,550,37,1430,5925,365,7720,6811,735,396,7942,7011,692,15645,10166,586,545,11297,5649,798,17744,4119,1404,201,5724,12015,867,18606,485,2925,32,3442,13283,1003,17728,81,1568,6,1655,9896,1275,12826,22,279,0,301,5968,1362,7631,6,13,0,19
CED231,9,129,0,138,3555,552,4245,42,229,3,274,10329,1484,12087,1490,542,19,2051,20233,2842,25126,3827,303,100,4230,7817,1505,13552,2072,179,81,2332,5712,996,9040,381,354,14,749,5402,757,6908,63,404,0,467,2900,545,3912,8,133,0,141,1656,340,2137,3,8,0,11,521,125,657,7895,2281,217,10393,58125,9146,77664,21,198,3,222,4066,532,4820,162,455,8,625,11876,1279,13780,2491,1114,72,3677,19887,2239,25803,4588,571,293,5452,6124,1088,12664,1811,393,119,2323,5671,751,8745,146,1030,5,1181,5433,617,7231,47,794,3,844,2792,473,4109,13,164,0,177,2081,443,2701,3,7,0,10,1019,198,1227,9282,4726,503,14511,58949,7620,81080,30,327,3,360,7621,1084,9065,204,684,11,899,22205,2763,25867,3981,1656,91,5728,40120,5081,50929,8415,874,393,9682,13941,2593,26216,3883,572,200,4655,11383,1747,17785,527,1384,19,1930,10835,1374,14139,110,1198,3,1311,5692,1018,8021,21,297,0,318,3737,783,4838,6,15,0,21
CED232,11,141,0,152,2281,373,2806,51,115,3,169,5065,680,5914,1356,436,25,1817,15370,1878,19065,4113,278,110,4501,7449,1209,13159,2410,189,64,2663,5714,826,9203,500,490,16,1006,6152,702,7860,51,632,3,686,3257,526,4469,14,161,0,175,1841,411,2427,0,17,0,17,771,236,1024,8506,2459,221,11186,47900,6841,65927,9,218,0,227,2251,306,2784,126,285,5,416,5772,516,6704,2175,868,86,3129,14886,1445,19460,4959,574,310,5843,6229,911,12983,2167,449,103,2719,5840,710,9269,213,1417,7,1637,5603,599,7839,35,1045,4,1084,2877,482,4443,13,189,3,205,2264,537,3006,6,17,0,23,1375,484,1882,9703,5062,518,15283,47097,5990,68370,20,359,0,379,4532,679,5590,177,400,8,585,10837,1196,12618,3531,1304,111,4946,30256,3323,38525,9072,852,420,10344,13678,2120,26142,4577,638,167,5382,11554,1536,18472,713,1907,23,2643,11755,1301,15699,86,1677,7,1770,6134,1008,8912,27,350,3,380,4105,948,5433,6,34,0,40
CED233,16,119,0,135,3834,333,4302,23,115,5,143,3854,168,4165,1078,169,11,1258,4694,246,6198,4250,124,103,4477,2976,274,7727,2883,148,43,3074,5275,307,8656,430,631,10,1071,5857,278,7206,95,1290,3,1388,4347,369,6104,20,323,0,343,2773,372,3488,3,13,0,16,752,164,932,8798,2932,175,11905,34362,2511,48778,21,202,0,223,3502,277,4002,78,228,0,306,3501,114,3921,1853,279,63,2195,3870,186,6251,5539,247,319,6105,2365,235,8705,2822,416,99,3337,5933,267,9537,206,1922,13,2141,5841,316,8298,86,1937,12,2035,4122,398,6555,24,316,0,340,3061,443,3844,4,8,0,12,1338,391,1741,10633,5555,506,16694,33533,2627,52854,37,321,0,358,7336,610,8304,101,343,5,449,7355,282,8086,2931,448,74,3453,8564,432,12449,9789,371,422,10582,5341,509,16432,5705,564,142,6411,11208,574,18193,636,2553,23,3212,11698,594,15504,181,3227,15,3423,8469,767,12659,44,639,0,683,5834,815,7332,7,21,0,28
