region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED327,213,101,141,22,477,220,132,160,24,536,70,71,315,5,461,127,99,540,14,780,1616,487,1362,59,3524,1294,1036,1392,104,3826,1159,1260,997,71,3487,1192,1952,1041,104,4289,1261,2110,631,96,4098,1944,3723,748,106,6521,1852,3113,332,84,5381,829,1993,178,32,3032,509,1214,60,17,1800,182,555,20,3,760,188,617,20,5,830,797,2445,720,46,4008,294,391,325,26,1036,13747,21299,8982,818,44846
CED328,171,66,96,67,400,130,53,56,55,294,21,31,80,15,147,97,32,169,35,333,862,165,407,64,1498,960,251,457,122,1790,1189,400,379,123,2091,894,597,486,124,2101,1015,810,436,91,2352,1551,1938,586,141,4216,1752,2039,258,113,4162,1434,3204,400,48,5086,1334,2478,105,38,3955,535,1313,40,8,1896,1062,2348,25,18,3453,959,2253,399,26,3637,162,128,75,9,374,14128,18106,4454,1097,37785
CED329,254,62,66,3,385,418,90,96,9,613,99,46,268,4,417,226,95,527,21,869,3538,425,1372,51,5386,2341,942,1191,94,4568,2278,1127,698,71,4174,1300,1512,545,43,3400,1407,1462,285,33,3187,1681,2173,266,32,4152,1130,1432,71,25,2658,556,896,68,7,1527,415,470,12,6,903,105,156,11,3,275,203,217,8,0,428,1318,2103,523,16,3960,461,213,215,12,901,17730,13421,6222,430,37803
CED330,193,78,64,6,341,295,78,70,12,455,74,49,188,3,314,161,69,370,6,606,2163,333,909,38,3443,1569,690,798,56,3113,1608,1022,595,43,3268,1181,1561,514,42,3298,1286,1791,310,31,3418,1732,3278,335,37,5382,1489,2536,120,12,4157,752,1720,105,15,2592,530,1100,29,3,1662,141,428,10,0,579,193,488,9,3,693,979,2348,414,20,3761,370,333,167,16,886,14716,17902,5007,343,37968
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,219,88,112,66,485,224,86,115,48,473,52,39,170,9,270,106,81,325,45,557,1468,296,707,85,2556,1114,597,752,151,2614,1194,622,551,118,2485,955,876,549,138,2518,991,928,411,118,2448,1712,1797,522,138,4169,1814,1627,196,107,3744,1211,1793,267,43,3314,1144,1594,74,32,2844,453,817,27,14,1311,824,1447,21,9,2301,945,1741,526,29,3241,218,154,128,16,516,14644,14583,5453,1166,35846
CED402,225,77,52,3,357,368,126,129,10,633,73,59,252,11,395,189,82,510,16,797,3204,490,1290,29,5013,2311,970,1104,97,4482,2328,1270,627,53,4278,1495,1851,545,58,3949,1668,1856,290,47,3861,2099,2841,287,40,5267,1498,1970,87,21,3576,563,1042,45,7,1657,415,576,15,5,1011,100,198,6,0,304,223,264,10,3,500,1091,2050,447,24,3612,413,222,193,22,850,18263,15944,5889,446,40542
CED403,106,60,79,19,264,174,49,61,16,300,32,27,112,4,175,90,43,265,13,411,1684,197,616,55,2552,1630,441,684,89,2844,1734,502,576,93,2905,1175,865,595,85,2720,1160,1121,426,50,2757,1676,2264,559,77,4576,1687,2360,207,41,4295,1014,2153,226,9,3402,856,1723,44,16,2639,277,810,25,6,1118,414,1134,7,3,1558,919,1987,567,23,3496,201,144,75,11,431,14829,15880,5124,610,36443
CED404,204,65,61,9,339,389,76,142,12,619,55,47,319,6,427,197,81,579,18,875,3544,482,1226,48,5300,2157,871,999,86,4113,2089,956,594,57,3696,1121,1363,454,51,2989,1256,1410,299,31,2996,1716,2332,283,36,4367,1369,1658,96,32,3155,673,1204,96,7,1980,532,783,18,4,1337,177,266,13,0,456,259,338,8,4,609,1270,2055,491,26,3842,442,247,242,23,954,17450,14234,5920,450,38054
CED405,178,70,65,21,334,254,66,72,30,422,49,40,169,12,270,132,59,283,31,505,2171,260,736,75,3242,1789,546,729,115,3179,1836,673,561,104,3174,1195,1016,630,104,2945,1181,1153,457,83,2874,1701,2311,530,103,4645,1696,2115,244,77,4132,928,1622,190,30,2770,812,1299,59,16,2186,264,570,26,5,865,363,751,19,4,1137,951,1679,506,34,3170,292,122,90,15,519,15792,14352,5366,859,36369
CED406,114,49,45,9,217,211,71,122,18,422,27,32,270,8,337,146,35,549,15,745,2542,314,1501,50,4407,2106,814,1319,80,4319,1937,1090,861,60,3948,1360,1863,787,60,4070,1359,2052,527,46,3984,2160,3577,510,68,6315,1778,2668,230,43,4719,633,1511,101,8,2253,380,849,29,5,1263,113,296,8,0,417,106,284,10,4,404,913,2121,646,18,3698,286,168,169,14,637,16171,17794,7684,506,42155
CED407,103,50,52,5,210,206,70,98,8,382,37,40,151,4,232,102,45,321,13,481,2403,287,925,43,3658,1902,612,929,71,3514,1738,882,769,56,3445,1208,1453,732,48,3441,1191,1638,502,61,3392,1877,3221,556,68,5722,1637,2579,250,61,4527,708,1628,129,12,2477,399,1050,49,9,1507,126,454,11,0,591,109,479,4,4,596,748,1879,534,27,3188,246,158,124,5,533,14740,16525,6136,495,37896
CED408,169,53,43,5,270,279,66,90,13,448,54,35,137,3,229,173,49,268,4,494,2537,278,798,27,3640,2260,561,769,54,3644,2211,871,570,38,3690,1423,1456,537,38,3454,1419,1556,332,26,3333,1980,2866,388,29,5263,1620,2382,144,27,4173,923,1941,121,15,3000,673,1178,36,5,1892,199,575,3,0,777,324,722,4,0,1050,1124,2323,514,17,3978,301,173,91,14,579,17669,17085,4845,315,39914
CED409,156,109,94,16,375,266,137,174,27,604,48,83,334,9,474,122,137,657,33,949,2636,568,1480,69,4753,1565,1168,1369,123,4225,1490,1236,991,95,3812,1040,1856,958,114,3968,1049,1862,618,98,3627,1757,3256,632,105,5750,1715,2466,243,79,4503,714,1489,144,20,2367,501,893,44,7,1445,152,377,10,6,545,166,379,10,3,558,811,2032,757,35,3635,316,257,263,27,863,14504,18305,8778,866,42453
CED410,196,83,127,25,431,298,84,99,33,514,49,33,152,12,246,122,69,256,30,477,2125,300,741,57,3223,1694,628,793,101,3216,1842,751,638,103,3334,1129,1124,654,94,3001,1138,1176,446,54,2814,1568,2458,589,94,4709,1591,2193,254,57,4095,935,1956,253,25,3169,820,1575,52,18,2465,281,761,23,7,1072,430,1130,22,5,1587,867,1895,546,22,3330,296,182,112,14,604,15381,16398,5757,751,38287
CED411,130,52,83,10,275,277,135,142,15,569,57,52,397,7,513,114,76,846,27,1063,2869,544,1930,59,5402,1875,1059,1643,106,4683,1763,1244,947,85,4039,1265,2003,877,74,4219,1240,1950,473,45,3708,2028,3203,465,72,5768,1405,2215,175,35,3830,498,1227,96,8,1829,301,713,26,4,1044,77,252,5,0,334,114,255,11,0,380,924,2083,707,30,3744,285,277,309,20,891,15222,17340,9132,597,42291
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,186,66,106,9,367,227,57,115,3,402,58,22,245,4,329,125,47,453,17,642,2169,204,1205,37,3615,1652,422,1041,45,3160,1403,647,664,43,2757,891,1214,671,67,2843,998,1466,460,45,2969,1788,3146,562,74,5570,1667,2418,210,52,4347,1201,2699,196,23,4119,795,1574,68,27,2464,310,673,28,11,1022,276,793,23,6,1098,1587,3555,568,31,5741,336,211,212,20,779,15669,19214,6827,514,42224
CED502,171,52,104,9,336,261,74,124,14,473,52,26,230,3,311,148,43,516,13,720,2502,232,1161,29,3924,1835,487,950,53,3325,1765,635,647,57,3104,1078,1119,567,51,2815,1137,1248,420,52,2857,1774,2648,507,50,4979,1689,2002,222,63,3976,1176,2192,169,21,3558,843,1330,51,18,2242,274,566,21,9,870,392,728,16,12,1148,1501,3012,571,23,5107,353,218,188,22,781,16951,16612,6464,499,40526
CED503,127,123,85,11,346,179,103,100,21,403,45,41,164,5,255,96,71,321,9,497,1448,310,682,32,2472,1086,559,699,54,2398,1132,766,552,47,2497,839,1131,674,57,2701,892,1504,437,50,2883,1536,3284,613,107,5540,1757,2896,316,78,5047,1031,2831,200,42,4104,833,1824,82,19,2758,311,840,28,8,1187,312,1014,36,10,1372,999,2887,560,29,4475,220,260,116,15,611,12843,20444,5665,594,39546
CED504,168,61,104,39,372,153,42,69,46,310,27,10,80,11,128,70,25,145,25,265,722,104,281,48,1155,743,169,337,73,1322,980,252,322,79,1633,735,355,360,70,1520,826,484,302,69,1681,1347,1072,443,108,2970,1463,1046,212,75,2796,1470,3235,486,36,5227,1365,2189,114,39,3707,752,1287,44,8,2091,1769,3039,51,29,4888,1263,2365,441,21,4090,158,103,41,4,306,14011,15838,3832,780,34461
CED505,249,93,93,8,443,211,131,145,15,502,46,47,391,7,491,138,105,443,14,700,1465,407,858,52,2782,925,650,733,85,2393,1033,681,483,49,2246,723,925,435,52,2135,954,993,321,36,2304,1548,2016,375,52,3991,1600,1597,146,49,3392,1260,2475,239,19,3993,1237,1512,73,13,2835,680,651,41,11,1383,1027,1254,40,24,2345,1576,2963,596,32,5167,415,348,306,40,1109,15087,16848,5718,558,38211
CED506,156,72,65,5,298,268,64,83,10,425,47,14,197,4,262,141,47,409,11,608,2075,216,1040,22,3353,1538,461,863,37,2899,1576,625,564,35,2800,1014,1054,511,39,2618,1218,1372,290,28,2908,1762,2669,410,44,4885,1617,1959,141,26,3743,1024,2251,147,15,3437,904,1272,42,14,2232,295,486,13,6,800,358,580,9,12,959,1395,2811,529,23,4758,315,194,143,18,670,15703,16147,5456,349,37655
CED507,164,78,90,12,344,230,56,119,15,420,44,15,201,9,269,95,30,332,20,477,1591,183,797,52,2623,1083,370,737,83,2273,1103,484,611,62,2260,754,918,634,64,2370,908,1121,463,57,2549,1488,2452,601,99,4640,1830,2254,277,86,4447,1343,2770,278,39,4430,1215,1814,88,44,3161,527,835,31,19,1412,733,1223,25,21,2002,1293,2747,638,28,4706,259,201,145,17,622,14660,17551,6067,727,39005
CED508,156,58,91,16,321,224,104,101,16,445,45,27,206,9,287,115,54,404,13,586,1878,233,957,43,3111,1425,500,872,72,2869,1353,754,652,66,2825,1046,1195,766,64,3071,1063,1500,494,49,3106,1842,2909,649,107,5507,1882,2501,333,90,4806,1083,2282,229,34,3628,766,1330,95,35,2226,330,635,37,13,1015,307,856,39,9,1211,1256,2862,666,24,4808,280,245,181,23,729,15051,18045,6772,683,40551
CED509,150,73,76,9,308,172,55,95,14,336,32,24,124,3,183,94,38,246,17,395,1127,126,602,36,1891,1084,283,606,48,2021,1161,495,523,47,2226,861,828,548,57,2294,999,1134,431,60,2624,1664,2808,608,78,5158,1810,2626,305,59,4800,1292,3589,310,29,5220,1081,2384,92,26,3583,432,1168,28,11,1639,538,1789,36,7,2370,1209,3464,544,19,5236,204,175,86,11,476,13910,21059,5260,531,40760
CED510,291,117,78,7,493,334,113,114,6,567,71,51,249,10,381,187,99,489,11,786,2062,454,971,36,3523,1539,770,816,58,3183,1698,915,474,53,3140,1054,1269,481,49,2853,1318,1410,281,46,3055,1838,2459,319,44,4660,1642,1694,118,48,3502,975,1762,126,19,2882,907,1109,37,17,2070,289,386,17,6,698,426,594,17,3,1040,1522,2608,474,21,4625,395,275,225,12,907,16548,16085,5286,446,38365
CED511,209,70,97,3,379,267,71,118,8,464,62,34,181,8,285,147,69,388,8,612,1920,238,891,21,3070,1415,463,811,30,2719,1430,691,587,32,2740,974,1227,570,38,2809,1142,1524,408,42,3116,1838,3245,492,58,5633,1848,2541,218,50,4657,1210,2805,220,26,4261,866,1654,67,21,2608,316,661,34,7,1018,392,901,30,6,1329,1489,3556,588,24,5657,353,239,186,9,787,15878,19989,5886,391,42144
CED512,161,76,100,38,375,201,63,77,26,367,53,45,186,19,303,110,59,270,17,456,1644,271,662,61,2638,1210,474,703,93,2480,1244,634,552,92,2522,964,891,614,106,2575,983,1052,434,83,2552,1706,1960,587,122,4375,1797,1682,274,115,3868,1403,1944,301,64,3712,1284,1350,82,47,2763,610,642,36,12,1300,995,1103,23,21,2142,1335,1975,549,47,3906,266,165,158,18,607,15966,14386,5608,981,36941
CED513,189,87,108,20,404,243,103,106,18,470,41,47,200,5,293,109,80,307,23,519,1722,311,729,55,2817,1216,488,726,81,2511,1299,638,538,75,2550,900,898,584,103,2485,965,1054,438,82,2539,1579,1969,549,124,4221,1718,1653,307,122,3800,1082,2242,275,63,3662,1140,1517,102,43,2802,541,765,33,15,1354,775,1291,32,32,2130,1158,2051,557,55,3821,272,220,182,23,697,14949,15414,5773,939,37075
CED514,244,109,120,111,584,224,92,126,64,506,65,55,203,29,352,136,70,329,42,577,1541,305,774,98,2718,1247,540,753,157,2697,1205,649,540,170,2564,942,938,643,190,2713,1107,1047,421,159,2734,1785,1988,564,236,4573,1982,1674,278,184,4118,1464,2190,300,91,4045,1231,1314,90,57,2692,596,667,31,26,1320,947,1132,31,15,2125,1314,2019,569,49,3951,278,177,188,32,675,16308,14966,5960,1710,38944
CED515,188,94,118,42,442,202,82,107,30,421,37,31,80,12,160,86,48,174,27,335,1168,175,365,52,1760,1139,312,433,90,1974,1247,468,419,49,2183,880,756,479,79,2194,858,950,400,68,2276,1401,2313,561,93,4368,1459,2181,287,87,4014,1232,3587,336,55,5210,1053,2422,133,38,3646,451,1315,45,11,1822,766,2229,45,20,3060,983,3171,459,18,4631,194,152,51,8,405,13344,20286,4492,779,38901
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,71,29,23,3,126,187,43,71,11,312,29,28,190,6,253,133,49,407,13,602,1894,284,949,49,3176,1353,631,813,67,2864,1254,673,517,46,2490,866,1158,463,52,2539,880,1111,290,39,2320,1252,1831,269,45,3397,959,1423,88,18,2488,445,868,61,11,1385,347,521,15,8,891,91,234,4,0,329,122,271,0,4,397,637,1266,410,17,2330,193,120,128,10,451,10713,10540,4698,399,26350
CED602,105,24,38,5,172,256,63,62,10,391,27,29,213,0,269,127,55,459,9,650,2361,264,1040,38,3703,1573,655,758,59,3045,1391,807,450,33,2681,937,1143,410,35,2525,908,1174,246,21,2349,1238,1908,229,14,3389,879,1213,70,16,2178,402,740,49,3,1194,261,425,16,6,708,70,125,5,0,200,111,161,5,0,277,738,1527,414,13,2692,269,131,140,12,552,11653,10444,4604,274,26975
CED603,86,34,44,15,179,135,32,59,15,241,35,19,135,9,198,95,33,305,16,449,1233,227,790,44,2294,1046,408,760,69,2283,1035,540,473,57,2105,831,785,491,66,2173,815,796,321,50,1982,1252,1521,388,43,3204,1175,1431,143,25,2774,615,1038,143,15,1811,539,825,30,9,1403,175,377,11,4,567,248,518,5,0,771,679,1253,461,18,2411,169,86,127,4,386,10163,9923,4686,459,25231
CED604,93,20,27,0,140,140,51,52,11,254,39,19,145,6,209,82,44,290,17,433,1552,218,722,31,2523,1349,526,743,51,2669,1356,581,533,36,2506,990,1032,517,42,2581,965,1068,285,31,2349,1380,1987,361,31,3759,1190,1737,136,22,3085,604,1093,73,0,1770,447,832,21,3,1303,120,301,9,3,433,166,351,8,0,525,702,1399,432,21,2554,215,88,95,8,406,11390,11347,4449,313,27499
CED605,114,36,54,6,210,292,61,81,4,438,47,26,230,4,307,177,74,432,8,691,2642,382,982,40,4046,1677,794,767,70,3308,1618,995,452,40,3105,1000,1338,377,27,2742,943,1267,213,10,2433,1295,1855,218,19,3387,822,1223,53,7,2105,368,610,35,0,1013,233,351,7,3,594,62,129,3,0,194,79,142,7,0,228,853,1514,348,16,2731,292,170,127,20,609,12514,10967,4386,274,28141
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,87,57,67,6,217,202,428,381,21,1032,44,116,494,11,665,99,219,402,15,735,661,767,562,58,2048,465,780,485,51,1781,444,605,337,26,1412,391,729,385,42,1547,455,676,284,36,1451,903,1304,305,51,2563,1127,1241,156,40,2564,691,1051,120,13,1875,576,839,39,11,1465,182,326,18,3,529,273,484,12,6,775,717,1556,363,19,2655,205,321,235,36,797,7522,11499,4645,445,24111
CED702,86,45,51,4,186,65,32,72,4,173,16,16,124,3,159,47,25,215,5,292,350,134,390,26,900,344,171,404,29,948,410,293,344,32,1079,480,513,434,46,1473,575,698,336,36,1645,1260,1451,510,71,3292,1628,1638,216,72,3554,970,1454,228,34,2686,880,1213,63,19,2175,338,570,28,5,941,473,942,23,4,1442,934,1663,424,20,3041,125,158,142,15,440,8981,11016,4004,425,24426
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
CED801,95,37,56,4,192,120,42,84,14,260,30,19,177,6,232,54,44,317,15,430,870,146,599,26,1641,816,285,615,40,1756,1001,359,523,46,1929,1069,655,679,57,2460,1151,828,650,51,2680,2006,2203,1047,96,5352,2455,2654,495,103,5707,1682,3020,651,74,5427,1918,2957,213,34,5122,766,1720,103,24,2613,1528,3669,72,9,5278,1049,2589,673,26,4337,156,128,107,10,401,16766,21355,7061,635,45817
CED802,145,57,56,20,278,137,71,89,21,318,43,26,186,6,261,62,46,356,22,486,924,179,596,36,1735,859,371,548,74,1852,1184,520,539,65,2308,1138,789,670,78,2675,1148,1010,563,81,2802,2134,2519,942,101,5696,2867,2867,431,139,6304,1926,3178,586,59,5749,2166,3131,146,50,5493,770,1597,74,20,2461,1493,2980,50,15,4538,1243,2367,616,21,4247,143,131,92,11,377,18382,21839,6540,819,47580
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
