region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED142,5182,103,0,6,109,4,5295,110,145,6,0,151,0,261,0,10,4,0,14,0,14,5,0,0,13,13,0,18,115,155,10,13,178,0,293,0,0,0,0,0,0,0,5297,258,10,19,287,4,5588,4912,72,4,10,86,0,4998,87,125,0,0,125,0,212,8,9,6,0,15,0,23,4,0,0,9,9,0,13,99,134,6,9,149,0,248,0,0,0,0,0,0,0,5011,206,10,19,235,0,5246,3146,35,0,9,44,0,3190,57,76,0,0,76,0,133,0,4,7,0,11,0,11,4,0,0,4,4,0,8,61,80,7,4,91,0,152,0,0,0,0,0,0,0,3207,115,7,13,135,0,3342,2129,30,0,0,30,0,2159,35,58,4,0,62,0,97,0,0,4,0,4,0,4,5,0,0,7,7,0,12,40,58,8,7,73,0,113,0,0,0,0,0,0,0,2169,88,8,7,103,0,2272,2666,27,0,3
CED143,3709,213,3,6,222,3,3934,442,1204,49,0,1253,0,1695,6,106,50,3,159,3,168,4,6,0,4,10,0,14,452,1316,99,7,1422,3,1877,11,3,0,0,3,0,14,4172,1532,102,13,1647,6,5825,2006,89,0,5,94,0,2100,192,503,32,0,535,0,727,3,41,39,0,80,3,86,6,0,0,5,5,0,11,201,544,71,5,620,3,824,0,3,0,0,3,3,6,2207,636,71,10,717,6,2930,818,37,0,0,37,3,858,74,249,14,0,263,0,337,3,25,33,0,58,0,61,4,0,0,0,0,0,4,81,274,47,0,321,0,402,0,3,0,0,3,0,3,899,314,47,0,361,3,1263,437,13,0,4,17,0,454,38,125,12,0,137,0,175,0,19,32,0,51,0,51,0,0,0,0,0,0,0,38,144,44,0,188,0,226,0,0,0,0,0,0,0,475,157,44,4,205,0,680,548,17,0,0
CED144,5170,180,0,3,183,0,5353,179,497,29,0,526,7,712,6,46,15,0,61,0,67,4,4,0,4,8,0,12,189,547,44,4,595,7,791,0,3,0,0,3,3,6,5359,730,44,7,781,10,6150,4904,128,0,9,137,3,5044,156,507,28,3,538,0,694,3,30,30,0,60,0,63,9,3,0,5,8,0,17,168,540,58,8,606,0,774,3,3,0,0,3,3,9,5075,671,58,17,746,6,5827,3163,84,0,8,92,3,3258,81,286,17,0,303,0,384,0,27,14,0,41,0,41,0,3,0,0,3,0,3,81,316,31,0,347,0,428,0,0,0,0,0,3,3,3244,400,31,8,439,6,3689,2008,43,0,5,48,0,2056,39,199,18,0,217,0,256,4,10,14,0,24,0,28,3,3,0,3,6,0,9,46,212,32,3,247,0,293,0,0,0,0,0,0,0,2054,255,32,8,295,0,2349,2637,58,0,8
CED145,6891,288,3,3,294,5,7190,614,919,20,4,943,0,1557,3,53,24,0,77,0,80,10,0,0,0,0,0,10,627,972,44,4,1020,0,1647,6,4,0,0,4,0,10,7524,1264,47,7,1318,5,8847,5889,167,0,7,174,0,6063,363,734,24,0,758,4,1125,5,38,19,0,57,0,62,7,3,0,3,6,0,13,375,775,43,3,821,4,1200,0,0,0,0,0,3,3,6264,942,43,10,995,7,7266,2940,73,0,0,73,3,3016,180,391,20,0,411,3,594,0,32,15,0,47,0,47,0,3,0,0,3,0,3,180,426,35,0,461,3,644,3,0,0,0,0,3,6,3123,499,35,0,534,9,3666,1748,53,0,0,53,0,1801,105,228,14,0,242,0,347,0,26,16,0,42,0,42,0,0,0,0,0,0,0,105,254,30,0,284,0,389,3,0,0,0,0,0,3,1856,307,30,0,337,0,2193,2286,40,0,0
CED146,1500,365,9,4,378,7,1885,332,5816,371,5,6192,15,6539,12,852,396,4,1252,8,1272,7,15,3,37,55,0,62,351,6683,770,46,7499,23,7873,8,34,0,0,34,24,66,1859,7082,779,50,7911,54,9824,1273,262,8,3,273,0,1546,235,4955,305,5,5265,10,5510,13,674,523,0,1197,3,1213,5,8,3,34,45,0,50,253,5637,831,39,6507,13,6773,4,19,3,3,25,26,55,1530,5918,842,45,6805,39,8374,714,89,5,0,94,0,808,99,2635,210,0,2845,9,2953,8,406,389,4,799,0,807,0,3,0,20,23,0,23,107,3044,599,24,3667,9,3783,0,15,3,0,18,12,30,821,3148,607,24,3779,21,4621,476,47,7,0,54,0,530,62,1717,148,3,1868,9,1939,3,284,254,0,538,3,544,0,0,0,15,15,0,15,65,2001,402,18,2421,12,2498,3,5,0,0,5,4,12,544,2053,409,18,2480,16,3040,658,70,3,0
CED147,5381,322,3,16,341,6,5728,553,867,30,3,900,9,1462,3,31,6,0,37,0,40,10,6,0,0,6,0,16,566,904,36,3,943,9,1518,0,0,0,0,0,0,0,5947,1226,39,19,1284,15,7246,3891,160,0,10,170,3,4064,266,602,14,3,619,0,885,3,20,5,0,25,0,28,10,0,0,4,4,0,14,279,622,19,7,648,0,927,0,9,0,0,9,3,12,4170,791,19,17,827,6,5003,1997,58,0,0,58,0,2055,119,271,8,0,279,0,398,0,13,11,0,24,0,24,6,0,0,0,0,0,6,125,284,19,0,303,0,428,0,0,0,0,0,5,5,2122,342,19,0,361,5,2488,1189,29,0,0,29,0,1218,71,191,9,0,200,0,271,0,12,6,0,18,0,18,3,0,0,3,3,0,6,74,203,15,3,221,0,295,0,0,0,0,0,0,0,1263,232,15,3,250,0,1513,1503,49,0,0
CED148,3443,334,3,15,352,0,3795,389,3743,150,3,3896,3,4288,12,314,190,0,504,0,516,3,9,0,19,28,0,31,404,4066,340,22,4428,3,4835,3,14,0,0,14,16,33,3850,4414,343,37,4794,19,8663,3248,287,3,3,293,4,3545,306,3766,157,5,3928,7,4241,4,312,201,0,513,0,517,3,6,0,33,39,0,42,313,4084,358,38,4480,7,4800,0,23,0,0,23,14,37,3561,4394,361,41,4796,25,8382,1900,127,0,5,132,3,2035,163,2208,98,3,2309,5,2477,3,195,146,0,341,0,344,3,3,0,15,18,0,21,169,2406,244,18,2668,5,2842,3,5,3,0,8,15,26,2072,2538,247,23,2808,23,4903,1242,76,6,0,82,3,1327,114,1456,75,4,1535,3,1652,0,127,90,0,217,0,217,3,3,0,8,11,0,14,117,1586,165,12,1763,3,1883,0,7,0,0,7,7,14,1359,1669,171,12,1852,13,3224,1689,100,0,0
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,4197,150,0,6,156,0,4353,265,1562,38,0,1600,3,1868,7,108,58,0,166,0,173,3,3,0,3,6,3,12,275,1673,96,3,1772,6,2053,9,4,0,0,4,0,13,4481,1827,96,9,1932,6,6419,4202,136,3,7,146,0,4348,241,1614,66,3,1683,0,1924,4,108,85,0,193,0,197,3,3,0,3,6,0,9,248,1725,151,6,1882,0,2130,3,8,0,3,11,4,18,4453,1869,154,16,2039,4,6496,2723,68,8,0,76,0,2799,137,1055,51,3,1109,6,1252,0,68,58,0,126,0,126,3,0,0,3,3,0,6,140,1123,109,6,1238,6,1384,0,5,0,0,5,0,5,2863,1196,117,6,1319,6,4188,1898,52,0,3,55,0,1953,90,731,28,0,759,0,849,6,38,56,0,94,0,100,4,0,0,4,4,0,8,100,769,84,4,857,0,957,0,0,0,0,0,0,0,1998,821,84,7,912,0,2910,2581,69,0,4
CED202,6631,101,0,7,108,0,6739,129,210,9,0,219,0,348,0,36,6,0,42,0,42,10,0,0,4,4,0,14,139,246,15,4,265,0,404,3,0,0,0,0,0,3,6773,347,15,11,373,0,7146,6040,81,0,3,84,0,6124,115,173,9,3,185,0,300,0,32,13,0,45,0,45,5,3,0,8,11,0,16,120,208,22,11,241,0,361,0,3,0,0,3,0,3,6160,292,22,14,328,0,6488,3512,44,0,3,47,0,3559,79,89,9,3,101,0,180,0,14,7,0,21,0,21,6,0,0,5,5,0,11,85,103,16,8,127,0,212,0,0,0,0,0,3,3,3597,147,16,11,174,3,3774,2387,28,0,3,31,0,2418,40,48,7,0,55,0,95,3,10,5,0,15,0,18,0,0,0,5,5,0,5,43,58,12,5,75,0,118,0,0,0,0,0,0,0,2430,86,12,8,106,0,2536,3118,31,0,3
CED203,4114,275,0,5,280,3,4397,363,2006,65,3,2074,5,2442,10,271,88,0,359,0,369,0,3,0,17,20,0,20,373,2280,153,20,2453,5,2831,5,11,0,0,11,13,29,4492,2566,153,25,2744,21,7257,3010,214,3,0,217,3,3230,238,1686,66,3,1755,4,1997,0,162,116,0,278,0,278,4,0,0,9,9,0,13,242,1848,182,12,2042,4,2288,9,0,3,0,3,13,25,3261,2062,188,12,2262,20,5543,1399,75,0,0,75,0,1474,110,872,51,0,923,3,1036,5,80,71,0,151,0,156,3,0,0,5,5,0,8,118,952,122,5,1079,3,1200,0,0,0,0,0,11,11,1517,1027,122,5,1154,14,2685,808,41,0,0,41,0,849,68,566,35,3,604,0,672,0,67,54,0,121,0,121,0,0,0,3,3,0,3,68,633,89,6,728,0,796,0,0,0,0,0,7,7,876,674,89,6,769,7,1652,1087,42,3,3
CED204,6055,78,4,7,89,3,6147,93,151,5,0,156,0,249,0,12,29,0,41,0,41,9,0,0,12,12,0,21,102,163,34,12,209,0,311,0,0,0,0,0,3,3,6157,241,38,19,298,6,6461,5633,40,4,3,47,0,5680,89,135,5,0,140,0,229,3,8,24,0,32,0,35,4,0,0,9,9,0,13,96,143,29,9,181,0,277,3,0,0,0,0,3,6,5732,183,33,12,228,3,5963,3360,26,0,0,26,3,3389,68,65,6,3,74,0,142,0,5,18,0,23,0,23,4,0,0,8,8,0,12,72,70,24,11,105,0,177,0,0,0,0,0,0,0,3432,96,24,11,131,3,3566,2318,28,3,3,34,3,2355,38,46,5,0,51,0,89,0,3,15,0,18,0,18,7,0,0,6,6,0,13,45,49,20,6,75,0,120,0,0,0,0,0,0,0,2363,77,23,9,109,3,2475,3107,29,0,4
CED205,1722,196,3,3,202,3,1927,288,3337,141,3,3481,13,3782,9,482,250,3,735,3,747,0,4,3,18,25,0,25,297,3823,394,24,4241,16,4554,0,21,3,0,24,16,40,2019,4040,400,27,4467,35,6521,1756,110,0,4,114,3,1873,193,2801,145,5,2951,4,3148,7,364,257,0,621,3,631,9,4,0,12,16,0,25,209,3169,402,17,3588,7,3804,0,17,3,0,20,23,43,1965,3296,405,21,3722,33,5720,982,56,0,0,56,0,1038,97,1556,106,3,1665,5,1767,4,224,235,0,459,3,466,7,3,0,4,7,0,14,108,1783,341,7,2131,8,2247,3,6,0,0,6,10,19,1093,1845,341,7,2193,18,3304,706,31,0,0,31,0,737,64,1051,65,3,1119,5,1188,5,175,180,3,358,3,366,0,5,0,4,9,0,9,69,1231,245,10,1486,8,1563,0,3,0,0,3,9,12,775,1265,245,10,1520,17,2312,985,45,0,3
CED206,4087,326,13,8,347,10,4444,310,3747,416,8,4171,6,4487,11,639,373,0,1012,3,1026,5,10,3,25,38,0,43,326,4396,792,33,5221,9,5556,6,20,3,0,23,25,54,4419,4742,808,41,5591,44,10054,3917,203,8,5,216,3,4136,282,3510,334,3,3847,3,4132,10,634,421,0,1055,0,1065,0,4,0,17,21,0,21,292,4148,755,20,4923,3,5218,3,11,5,0,16,31,50,4212,4362,768,25,5155,37,9404,2404,125,0,0,125,0,2529,143,2018,170,3,2191,0,2334,3,385,292,3,680,3,686,0,0,3,9,12,0,12,146,2403,465,15,2883,3,3032,0,13,4,0,17,7,24,2550,2541,469,15,3025,10,5585,1722,95,0,4,99,0,1821,84,1407,109,0,1516,5,1605,0,215,231,0,446,0,446,3,6,0,5,11,0,14,87,1628,340,5,1973,5,2065,5,3,0,0,3,14,22,1814,1726,340,9,2075,19,3908,2289,95,3,0
CED207,6235,140,4,10,154,0,6389,161,397,19,0,416,0,577,3,40,93,0,133,0,136,7,0,3,7,10,0,17,171,437,115,7,559,0,730,4,4,0,0,4,3,11,6410,581,119,17,717,3,7130,5910,104,0,10,114,3,6027,133,370,9,0,379,0,512,3,30,43,0,73,0,76,8,0,0,11,11,0,19,144,400,52,11,463,0,607,0,4,0,0,4,0,4,6054,508,52,21,581,3,6638,3557,66,0,6,72,3,3632,82,203,9,3,215,0,297,3,15,29,0,44,0,47,0,3,0,6,9,0,9,85,221,38,9,268,0,353,0,0,0,0,0,4,4,3642,287,38,15,340,7,3989,2417,31,0,0,31,3,2451,47,145,4,3,152,0,199,0,8,30,0,38,0,38,0,0,0,4,4,0,4,47,153,34,7,194,0,241,0,3,0,0,3,0,3,2464,187,34,7,228,3,2695,3249,47,0,0
CED208,3136,195,0,0,195,0,3331,365,2167,78,8,2253,3,2621,4,191,90,0,281,0,285,3,0,3,0,3,0,6,372,2358,171,8,2537,3,2912,4,5,0,0,5,13,22,3512,2558,171,8,2737,16,6265,3225,131,0,4,135,3,3363,286,1816,69,3,1888,9,2183,6,132,95,0,227,0,233,3,0,3,0,3,0,6,295,1948,167,3,2118,9,2422,3,5,0,0,5,7,15,3523,2084,167,7,2258,19,5800,1821,70,0,0,70,3,1894,118,1060,45,0,1105,5,1228,3,89,110,0,199,0,202,5,0,0,0,0,0,5,126,1149,155,0,1304,5,1435,0,0,0,0,0,3,3,1947,1219,155,0,1374,11,3332,1140,38,0,3,41,3,1184,66,703,32,0,735,7,808,0,61,70,0,131,0,131,4,0,0,0,0,0,4,70,764,102,0,866,7,943,0,6,0,0,6,0,6,1210,808,102,3,913,10,2133,1605,51,3,0
CED209,6694,95,0,6,101,0,6795,139,247,8,0,255,3,397,0,12,3,0,15,0,15,6,3,0,3,6,0,12,145,262,11,3,276,3,424,0,0,0,0,0,0,0,6839,357,11,9,377,3,7219,6488,92,0,14,106,3,6597,123,257,13,0,270,0,393,3,3,6,0,9,0,12,3,3,0,3,6,0,9,129,263,19,3,285,0,414,0,0,0,3,3,4,7,6617,355,19,20,394,7,7018,3668,52,0,3,55,3,3726,67,151,3,0,154,0,221,3,7,8,0,15,0,18,7,0,0,3,3,0,10,77,158,11,3,172,0,249,3,3,0,3,6,0,9,3748,213,11,9,233,3,3984,2452,29,3,3,35,0,2487,37,98,3,0,101,0,138,0,3,3,0,6,0,6,4,0,0,0,0,0,4,41,101,6,0,107,0,148,0,0,0,0,0,0,0,2493,130,9,3,142,0,2635,3238,37,3,7
CED210,5287,165,0,5,170,3,5460,156,480,18,3,501,0,657,3,60,78,0,138,0,141,6,3,0,3,6,0,12,165,543,96,6,645,0,810,4,0,0,0,0,0,4,5456,708,96,11,815,3,6274,4732,125,0,10,135,0,4867,128,422,14,0,436,5,569,0,50,67,0,117,0,117,6,3,0,4,7,0,13,134,475,81,4,560,5,699,0,0,0,0,0,3,3,4866,600,81,14,695,8,5569,2685,58,0,7,65,3,2753,57,231,13,0,244,0,301,3,20,44,0,64,0,67,9,0,0,5,5,0,14,69,251,57,5,313,0,382,0,3,0,0,3,4,7,2754,312,57,12,381,7,3142,1853,40,0,3,43,3,1899,41,162,15,0,177,0,218,0,20,25,0,45,0,45,0,0,0,3,3,0,3,41,182,40,3,225,0,266,0,0,0,0,0,0,0,1894,222,40,6,268,3,2165,2420,43,0,3
CED211,5011,178,3,5,186,0,5197,276,1355,65,3,1423,7,1706,5,137,153,0,290,0,295,11,4,0,5,9,0,20,292,1496,218,8,1722,7,2021,0,14,5,0,19,3,22,5303,1688,226,13,1927,10,7240,4424,122,0,5,127,0,4551,186,1007,37,3,1047,3,1236,5,94,113,0,207,0,212,4,0,0,9,9,0,13,195,1101,150,12,1263,3,1461,4,6,0,0,6,0,10,4623,1229,150,17,1396,3,6022,2370,54,5,0,59,0,2429,108,530,26,0,556,0,664,0,50,85,0,135,0,135,0,0,0,3,3,0,3,108,580,111,3,694,0,802,6,0,0,0,0,0,6,2484,634,116,3,753,0,3237,1407,27,0,0,27,0,1434,60,355,20,0,375,0,435,0,31,52,0,83,0,83,3,0,0,3,3,0,6,63,386,72,3,461,0,524,0,5,0,0,5,3,8,1470,418,72,3,493,3,1966,1891,45,3,0
CED212,5742,178,4,5,187,0,5929,224,467,15,0,482,0,706,0,36,18,0,54,0,54,8,0,0,10,10,0,18,232,503,33,10,546,0,778,0,0,0,0,0,0,0,5974,681,37,15,733,0,6707,5130,102,3,4,109,0,5239,162,422,14,0,436,0,598,3,30,13,0,43,0,46,6,0,0,7,7,0,13,171,452,27,7,486,0,657,5,4,0,0,4,0,9,5306,558,30,11,599,0,5905,3074,62,0,4,66,0,3140,100,240,9,0,249,0,349,0,19,5,0,24,0,24,0,3,0,0,3,0,3,100,262,14,0,276,0,376,3,0,0,0,0,3,6,3177,324,14,4,342,3,3522,1936,42,0,0,42,0,1978,52,140,5,0,145,0,197,3,11,9,0,20,0,23,3,3,0,0,3,0,6,58,154,14,0,168,0,226,0,0,0,0,0,5,5,1994,196,14,0,210,5,2209,2682,39,4,4
CED213,5988,108,0,3,111,3,6102,148,171,0,0,171,0,319,0,17,0,0,17,0,17,13,0,0,8,8,0,21,161,188,0,8,196,0,357,0,0,0,0,0,3,3,6149,296,0,11,307,6,6462,5819,133,3,10,146,3,5968,107,171,3,0,174,0,281,4,5,4,0,9,0,13,5,0,0,10,10,0,15,116,176,7,10,193,0,309,3,0,0,0,0,0,3,5938,309,10,20,339,3,6280,3450,59,0,3,62,0,3512,42,81,3,0,84,0,126,0,3,4,0,7,0,7,4,0,0,10,10,0,14,46,84,7,10,101,0,147,0,0,0,0,0,0,0,3496,143,7,13,163,0,3659,2227,37,0,3,40,0,2267,25,55,7,0,62,0,87,0,3,0,0,3,0,3,6,4,0,4,8,0,14,31,62,7,4,73,0,104,0,0,0,0,0,0,0,2258,99,7,7,113,0,2371,2889,33,0,11
CED214,4988,297,6,4,307,0,5295,454,2197,121,3,2321,8,2783,4,287,186,3,476,3,483,9,5,0,6,11,0,20,467,2489,307,12,2808,11,3286,7,11,0,0,11,4,22,5462,2797,313,16,3126,15,8603,3448,203,3,6,212,0,3660,248,1544,95,0,1639,4,1891,3,188,188,0,376,3,382,5,5,0,8,13,0,18,256,1737,283,8,2028,7,2291,0,8,0,0,8,7,15,3704,1948,286,14,2248,14,5966,1705,88,0,0,88,0,1793,118,804,59,0,863,0,981,3,125,159,0,284,0,287,3,3,0,6,9,0,12,124,932,218,6,1156,0,1280,0,6,0,0,6,11,17,1829,1026,218,6,1250,11,3090,1065,39,3,0,42,0,1107,73,508,43,0,551,0,624,4,97,107,0,204,0,208,0,0,0,4,4,0,4,77,605,150,4,759,0,836,0,5,0,0,5,7,12,1142,649,153,4,806,7,1955,1435,56,3,5
