region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED502,6069,114,4,12,130,7,6206,204,513,7,0,520,0,724,6,49,21,0,70,0,76,9,3,0,12,15,0,24,219,565,28,12,605,0,824,10,0,0,0,0,0,10,6298,679,32,24,735,7,7040,5488,106,0,11,117,0,5605,148,453,9,6,468,0,616,3,23,32,0,55,0,58,10,0,0,7,7,0,17,161,476,41,13,530,0,691,0,0,0,0,0,3,3,5649,582,41,24,647,3,6299,3368,42,0,7,49,3,3420,69,256,8,3,267,0,336,4,19,12,0,31,0,35,6,0,0,3,3,0,9,79,275,20,6,301,0,380,0,0,0,0,0,0,0,3447,317,20,13,350,3,3800,2243,29,0,3,32,0,2275,60,157,3,3,163,0,223,5,10,7,0,17,0,22,3,0,0,5,5,0,8,68,167,10,8,185,0,253,0,0,0,0,0,0,0,2311,196,10,11,217,0,2528,2443,43,0,0
CED503,6022,207,6,4,217,0,6239,314,1306,70,0,1376,0,1690,13,202,194,0,396,0,409,3,0,0,16,16,0,19,330,1508,264,16,1788,0,2118,0,9,0,0,9,8,17,6352,1724,270,20,2014,8,8374,5248,164,3,3,170,3,5421,247,1448,73,0,1521,4,1772,6,203,267,0,470,0,476,3,3,0,17,20,0,23,256,1654,340,17,2011,4,2271,4,7,3,0,10,5,19,5508,1825,346,20,2191,12,7711,3106,87,4,4,95,3,3204,115,848,46,0,894,5,1014,3,120,181,0,301,0,304,7,0,0,11,11,0,18,125,968,227,11,1206,5,1336,0,5,0,0,5,6,11,3231,1060,231,15,1306,14,4551,2134,56,0,5,61,0,2195,72,506,31,0,537,3,612,10,67,127,0,194,0,204,0,0,3,4,7,0,7,82,573,161,4,738,3,823,0,0,0,0,0,0,0,2216,629,161,9,799,3,3018,2607,67,0,0
CED504,4803,175,0,6,181,0,4984,352,870,19,0,889,0,1241,4,67,10,0,77,0,81,3,0,0,3,3,0,6,359,937,29,3,969,0,1328,0,3,0,0,3,6,9,5162,1115,29,9,1153,6,6321,5066,129,0,8,137,0,5203,269,753,12,0,765,0,1034,3,48,17,0,65,0,68,4,0,0,4,4,0,8,276,801,29,4,834,0,1110,0,0,0,0,0,5,5,5342,930,29,12,971,5,6318,2887,81,0,5,86,4,2977,155,414,8,0,422,0,577,0,26,11,0,37,0,37,0,0,0,0,0,0,0,155,440,19,0,459,0,614,0,0,0,0,0,0,0,3042,521,19,5,545,4,3591,1713,55,0,0,55,0,1768,91,265,5,0,270,0,361,0,22,5,0,27,0,27,3,0,0,3,3,0,6,94,287,10,3,300,0,394,0,0,0,0,0,0,0,1807,342,10,3,355,0,2162,2471,57,0,4
CED505,7653,154,0,4,158,3,7814,281,733,6,5,744,5,1030,4,30,18,0,48,0,52,10,0,0,50,50,0,60,295,763,24,55,842,5,1142,0,5,3,0,8,4,12,7948,922,27,59,1008,12,8968,6729,110,6,12,128,3,6860,231,807,19,0,826,0,1057,11,26,21,0,47,0,58,5,0,0,45,45,0,50,247,833,40,45,918,0,1165,0,0,3,0,3,9,12,6976,943,49,57,1049,12,8037,3759,62,4,7,73,3,3835,114,474,7,0,481,0,595,4,22,30,0,52,0,56,0,0,0,16,16,0,16,118,496,37,16,549,0,667,0,0,0,0,0,0,0,3877,558,41,23,622,3,4502,2002,43,0,6,49,0,2051,57,240,8,0,248,0,305,0,6,7,0,13,0,13,0,0,0,6,6,0,6,57,246,15,6,267,0,324,0,0,3,0,3,0,3,2059,289,18,12,319,0,2378,1725,18,0,3
CED506,6337,105,0,11,116,0,6453,179,361,7,0,368,0,547,3,29,11,0,40,0,43,10,0,0,19,19,0,29,192,390,18,19,427,0,619,0,0,0,0,0,0,0,6529,495,18,30,543,0,7072,5916,81,0,9,90,0,6006,163,342,0,0,342,0,505,3,24,9,0,33,0,36,4,0,0,12,12,0,16,170,366,9,12,387,0,557,3,0,0,0,0,3,6,6089,447,9,21,477,3,6569,3712,47,0,3,50,0,3762,85,177,4,0,181,0,266,3,13,4,0,17,0,20,5,0,0,6,6,0,11,93,190,8,6,204,0,297,0,0,0,0,0,5,5,3805,237,8,9,254,5,4064,2341,21,6,4,31,0,2372,57,128,0,0,128,0,185,0,7,5,0,12,0,12,5,0,0,0,0,0,5,62,135,5,0,140,0,202,0,0,0,0,0,4,4,2403,156,11,4,171,4,2578,2586,37,0,6
CED507,5939,245,3,3,251,0,6190,382,943,29,4,976,3,1361,8,55,24,0,79,0,87,8,0,0,4,4,0,12,398,998,53,8,1059,3,1460,8,0,0,0,0,6,14,6345,1243,56,11,1310,9,7664,4926,187,0,10,197,3,5126,276,857,21,4,882,3,1161,0,51,40,0,91,0,91,10,3,0,13,16,0,26,286,911,61,17,989,3,1278,0,0,0,0,0,7,7,5212,1098,61,27,1186,13,6411,2729,108,0,6,114,0,2843,141,478,21,0,499,3,643,3,36,19,0,55,0,58,6,3,0,5,8,0,14,150,517,40,5,562,3,715,4,4,3,0,7,3,14,2883,629,43,11,683,6,3572,1788,54,0,3,57,3,1848,88,320,12,3,335,3,426,7,24,27,0,51,0,58,0,0,0,4,4,0,4,95,344,39,7,390,3,488,7,0,0,0,0,0,7,1890,398,39,10,447,6,2343,1995,55,0,5
CED508,5769,166,3,3,172,0,5941,251,990,34,4,1028,3,1282,9,162,91,0,253,0,262,3,0,0,13,13,0,16,263,1152,125,17,1294,3,1560,0,5,3,0,8,0,8,6032,1323,131,20,1474,3,7509,5008,146,0,0,146,0,5154,193,831,33,0,864,5,1062,4,118,130,0,248,0,252,3,3,3,6,12,0,15,200,952,166,6,1124,5,1329,4,0,0,0,0,5,9,5212,1098,166,6,1270,10,6492,2981,55,0,3,58,0,3039,124,522,16,0,538,0,662,3,64,90,0,154,3,160,3,0,0,5,5,0,8,130,586,106,5,697,3,830,3,0,0,0,0,3,6,3114,641,106,8,755,6,3875,2013,40,0,0,40,0,2053,71,310,11,0,321,0,392,0,50,43,0,93,3,96,0,0,0,8,8,0,8,71,360,54,8,422,3,496,0,0,0,0,0,0,0,2084,400,54,8,462,3,2549,2370,36,4,3
CED509,6241,161,3,5,169,0,6410,297,703,17,3,723,5,1025,8,50,17,0,67,0,75,9,0,0,6,6,0,15,314,753,34,9,796,5,1115,0,0,0,0,0,7,7,6555,914,37,14,965,12,7532,6139,120,0,3,123,0,6262,221,669,18,4,691,0,912,0,45,27,0,72,0,72,10,0,0,6,6,0,16,231,714,45,10,769,0,1000,4,0,0,0,0,0,4,6374,834,45,13,892,0,7266,3877,62,3,0,65,0,3942,127,409,4,0,413,0,540,3,30,18,0,48,0,51,3,3,0,3,6,0,9,133,442,22,3,467,0,600,0,0,0,0,0,0,0,4010,504,25,3,532,0,4542,2670,36,0,5,41,0,2711,84,305,4,0,309,3,396,0,21,11,0,32,0,32,7,0,0,0,0,0,7,91,326,15,0,341,3,435,8,0,0,0,0,0,8,2769,362,15,5,382,3,3154,3593,45,0,3
CED510,6914,99,0,11,110,0,7024,179,491,17,0,508,0,687,5,34,28,0,62,0,67,8,0,0,15,15,0,23,192,525,45,15,585,0,777,0,3,0,0,3,0,3,7106,627,45,26,698,0,7804,6589,69,0,14,83,5,6677,152,505,11,3,519,0,671,0,15,38,0,53,0,53,5,0,0,20,20,0,25,157,520,49,23,592,0,749,0,0,0,0,0,0,0,6746,589,49,37,675,5,7426,3965,46,0,3,49,3,4017,80,296,3,4,303,0,383,0,23,18,0,41,0,41,0,0,0,3,3,0,3,80,319,21,7,347,0,427,3,0,0,0,0,3,6,4048,365,21,10,396,6,4450,2251,30,0,0,30,0,2281,40,165,3,0,168,0,208,0,12,22,0,34,0,34,4,0,0,0,0,0,4,44,177,25,0,202,0,246,3,3,0,0,3,0,6,2298,210,25,0,235,0,2533,2149,31,0,0
CED511,6973,202,0,8,210,3,7186,260,581,17,0,598,3,861,7,64,36,0,100,0,107,9,0,0,15,15,0,24,276,645,53,15,713,3,992,7,3,0,0,3,3,13,7256,850,53,23,926,9,8191,7084,161,4,3,168,0,7252,208,620,14,0,634,0,842,4,65,42,0,107,0,111,8,0,0,13,13,0,21,220,685,56,13,754,0,974,5,3,0,0,3,0,8,7309,849,60,16,925,0,8234,4348,86,0,6,92,0,4440,112,356,8,0,364,0,476,4,39,32,0,71,0,75,8,0,0,8,8,0,16,124,395,40,8,443,0,567,0,3,0,0,3,0,3,4472,484,40,14,538,0,5010,2734,60,3,3,66,0,2800,72,188,5,0,193,0,265,0,29,22,0,51,0,51,7,0,0,5,5,0,12,79,217,27,5,249,0,328,0,5,0,0,5,0,5,2813,282,30,8,320,0,3133,3019,61,0,9
CED512,4097,184,0,6,190,0,4287,395,1317,49,0,1366,6,1767,0,183,133,0,316,0,316,4,3,0,6,9,0,13,399,1503,182,6,1691,6,2096,4,14,3,0,17,6,27,4500,1701,185,12,1898,12,6410,3207,114,0,7,121,0,3328,218,991,38,7,1036,0,1254,4,135,140,0,275,3,282,6,0,0,0,0,0,6,228,1126,178,7,1311,3,1542,3,3,3,0,6,6,15,3438,1243,181,14,1438,9,4885,1648,59,0,0,59,0,1707,117,556,25,3,584,0,701,6,76,104,0,180,0,186,0,0,0,5,5,0,5,123,632,129,8,769,0,892,3,3,4,0,7,10,20,1774,694,133,8,835,10,2619,1209,38,0,0,38,0,1247,86,337,21,0,358,0,444,0,62,65,0,127,0,127,7,0,0,0,0,0,7,93,399,86,0,485,0,578,0,3,0,0,3,4,7,1302,440,86,0,526,4,1832,1485,44,0,0
CED513,4277,231,0,4,235,0,4512,394,1663,81,4,1748,6,2148,10,320,243,0,563,3,576,9,5,3,27,35,0,44,413,1988,327,31,2346,9,2768,0,13,0,0,13,11,24,4690,2232,327,35,2594,20,7304,3349,147,0,4,151,0,3500,245,1367,61,0,1428,0,1673,8,227,233,0,460,0,468,3,3,0,8,11,0,14,256,1597,294,8,1899,0,2155,0,8,0,0,8,8,16,3605,1752,294,12,2058,8,5671,1821,87,0,0,87,3,1911,105,678,39,0,717,0,822,8,119,161,0,280,0,288,3,0,3,3,6,0,9,116,797,203,3,1003,0,1119,0,4,0,0,4,5,9,1937,888,203,3,1094,8,3039,1180,57,0,0,57,3,1240,68,448,21,0,469,0,537,0,97,113,0,210,0,210,3,3,0,3,6,0,9,71,548,134,3,685,0,756,3,0,3,0,3,5,11,1254,605,137,3,745,8,2007,1437,66,0,0
CED514,4099,212,0,0,212,0,4311,381,2132,69,5,2206,12,2599,10,356,162,3,521,0,531,4,6,0,18,24,0,28,395,2494,231,26,2751,12,3158,3,12,3,0,15,11,29,4497,2718,234,26,2978,23,7498,3018,115,0,4,119,3,3140,261,1505,60,5,1570,6,1837,5,236,165,3,404,3,412,8,3,0,20,23,0,31,274,1744,225,28,1997,9,2280,3,6,3,0,9,12,24,3295,1865,228,32,2125,24,5444,1557,46,0,0,46,0,1603,125,677,41,0,718,4,847,8,128,93,0,221,0,229,0,0,0,9,9,0,9,133,805,134,9,948,4,1085,0,6,0,0,6,8,14,1690,857,134,9,1000,12,2702,1004,33,0,3,36,0,1040,78,405,22,3,430,0,508,7,85,65,0,150,0,157,0,3,0,3,6,0,6,85,493,87,6,586,0,671,0,6,0,0,6,0,6,1089,532,87,9,628,0,1717,1354,31,0,3
CED515,4073,161,0,3,164,3,4240,268,1377,42,0,1419,10,1697,4,114,57,0,171,0,175,3,4,0,4,8,0,11,275,1495,99,4,1598,10,1883,3,8,0,0,8,8,19,4351,1664,99,7,1770,21,6142,4426,140,0,9,149,3,4578,258,1594,47,0,1641,7,1906,4,133,80,0,213,0,217,3,0,0,3,3,0,6,265,1727,127,3,1857,7,2129,0,11,0,0,11,3,14,4691,1878,127,12,2017,13,6721,3003,61,5,3,69,3,3075,123,1063,23,4,1090,0,1213,0,99,92,0,191,0,191,4,0,0,0,0,0,4,127,1162,115,4,1281,0,1408,0,0,0,0,0,7,7,3130,1223,120,7,1350,10,4490,2127,37,0,0,37,0,2164,89,736,18,3,757,0,846,0,60,57,0,117,0,117,0,0,0,3,3,0,3,89,796,75,6,877,0,966,3,0,0,0,0,5,8,2219,833,75,6,914,5,3138,2919,57,0,3
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,4140,77,0,6,83,0,4223,91,145,0,0,145,0,236,0,30,25,0,55,0,55,3,0,3,4,7,0,10,94,175,28,4,207,0,301,3,0,0,0,0,4,7,4237,252,28,10,290,4,4531,3879,32,5,5,42,0,3921,70,124,6,0,130,0,200,0,22,30,0,52,0,52,3,0,0,9,9,0,12,73,146,36,9,191,0,264,0,3,0,0,3,0,3,3952,181,41,14,236,0,4188,2394,25,0,5,30,0,2424,38,63,4,0,67,0,105,0,15,39,0,54,0,54,5,0,0,0,0,0,5,43,78,43,0,121,0,164,3,3,0,0,3,0,6,2440,106,43,5,154,0,2594,1593,13,0,4,17,0,1610,22,45,3,0,48,0,70,0,9,23,0,32,0,32,0,0,0,0,0,0,0,22,54,26,0,80,0,102,0,3,0,0,3,0,3,1615,70,26,4,100,0,1715,2013,22,0,0
CED602,4272,26,0,9,35,0,4307,57,60,5,0,65,0,122,0,6,0,0,6,0,6,7,3,0,5,8,0,15,64,69,5,5,79,0,143,0,0,0,0,0,0,0,4336,95,5,14,114,0,4450,3891,13,0,9,22,0,3913,41,79,0,0,79,0,120,0,0,0,0,0,0,0,3,0,0,5,5,0,8,44,79,0,5,84,0,128,4,0,0,0,0,0,4,3939,92,0,14,106,0,4045,2534,6,0,0,6,0,2540,28,41,0,3,44,3,75,3,4,0,0,4,0,7,3,0,0,3,3,0,6,34,45,0,6,51,3,88,0,0,0,0,0,0,0,2568,51,0,6,57,3,2628,1768,10,0,0,10,0,1778,17,19,0,0,19,0,36,0,0,5,0,5,0,5,3,0,0,3,3,0,6,20,19,5,3,27,0,47,0,0,0,0,0,0,0,1788,29,5,3,37,0,1825,1956,8,0,4
CED603,3439,85,0,8,93,0,3532,131,320,17,3,340,0,471,3,46,47,0,93,0,96,5,0,0,8,8,0,13,139,366,64,11,441,0,580,3,4,0,0,4,0,7,3581,455,64,19,538,0,4119,3197,62,0,0,62,0,3259,83,264,10,3,277,0,360,0,44,60,0,104,0,104,3,0,0,3,3,0,6,86,308,70,6,384,0,470,0,0,0,0,0,0,0,3283,370,70,6,446,0,3729,1882,52,0,4,56,3,1941,43,136,11,0,147,0,190,0,16,41,0,57,0,57,3,0,0,3,3,0,6,46,152,52,3,207,0,253,0,0,0,0,0,0,0,1928,204,52,7,263,3,2194,1247,19,0,0,19,0,1266,25,86,0,0,86,0,111,0,17,27,0,44,0,44,3,0,0,0,0,0,3,28,103,27,0,130,0,158,3,0,0,0,0,0,3,1278,122,27,0,149,0,1427,1661,32,0,0
CED604,4474,82,0,9,91,0,4565,122,163,3,0,166,0,288,8,17,5,0,22,0,30,8,0,0,0,0,0,8,138,180,8,0,188,0,326,3,0,0,0,0,0,3,4615,262,8,9,279,0,4894,4159,62,3,6,71,0,4230,84,152,3,0,155,0,239,0,16,6,0,22,0,22,8,3,0,4,7,0,15,92,171,9,4,184,0,276,0,0,0,0,0,0,0,4251,233,12,10,255,0,4506,2556,32,0,3,35,0,2591,32,86,3,0,89,0,121,3,8,4,0,12,0,15,3,0,0,3,3,0,6,38,94,7,3,104,0,142,0,0,0,0,0,0,0,2594,126,7,6,139,0,2733,1589,12,0,3,15,0,1604,24,50,3,0,53,0,77,0,5,4,0,9,0,9,3,0,0,5,5,0,8,27,55,7,5,67,0,94,3,0,0,0,0,0,3,1619,67,7,8,82,0,1701,2051,25,0,4
CED605,4357,35,0,8,43,0,4400,71,36,0,0,36,0,107,0,4,0,0,4,0,4,10,0,0,6,6,0,16,81,40,0,6,46,0,127,0,0,0,0,0,0,0,4438,75,0,14,89,0,4527,4238,33,0,9,42,0,4280,58,39,3,0,42,0,100,4,0,3,0,3,0,7,8,0,0,3,3,0,11,70,39,6,3,48,0,118,0,0,0,0,0,0,0,4308,72,6,12,90,0,4398,2780,18,0,5,23,0,2803,31,23,3,0,26,0,57,3,0,3,0,3,0,6,8,0,0,0,0,0,8,42,23,6,0,29,0,71,0,0,0,0,0,0,0,2822,41,6,5,52,0,2874,1810,10,0,3,13,0,1823,25,10,3,0,13,0,38,0,0,4,0,4,0,4,8,0,0,0,0,0,8,33,10,7,0,17,0,50,0,0,0,0,0,0,0,1843,20,7,3,30,0,1873,2041,13,0,5
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,3304,108,6,4,118,3,3425,204,2391,87,0,2478,13,2695,6,101,124,0,225,0,231,6,0,0,63,63,6,75,216,2492,211,63,2766,19,3001,0,12,0,0,12,20,32,3520,2612,217,67,2896,42,6458,2935,113,4,3,120,3,3058,180,2543,100,3,2646,7,2833,6,77,127,0,204,4,214,6,0,0,51,51,0,57,192,2620,227,54,2901,11,3104,0,7,0,3,10,28,38,3127,2740,231,60,3031,42,6200,1639,41,0,0,41,0,1680,106,1376,52,4,1432,3,1541,4,39,90,0,129,7,140,3,0,0,33,33,0,36,113,1415,142,37,1594,10,1717,3,3,0,0,3,9,15,1755,1459,142,37,1638,19,3412,955,25,0,0,25,0,980,55,715,32,0,747,0,802,3,41,45,0,86,3,92,3,3,0,17,20,0,23,61,759,77,17,853,3,917,0,4,0,0,4,9,13,1016,788,77,17,882,12,1910,988,14,0,0
