region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
CED206,0,0,6,44,31,14,181,26,3,0,3,0,0,0,3,311,0,0,0,0,7,12,4,3,0,4,0,0,0,0,0,30,0,0,4,6,19,17,23,16,3,3,5,0,7,10,0,113,0,0,4,21,13,94,128,110,35,32,33,33,30,17,20,570,0,0,55,403,150,48,86,4,3,3,3,0,0,3,24,782,0,24,110,238,78,101,95,72,6,13,4,10,13,7,39,810,0,0,0,4,36,221,206,114,31,25,48,32,8,5,36,766,0,0,9,87,92,48,54,15,10,4,6,3,5,3,9,345,0,119,193,86,30,44,36,29,4,3,0,5,3,3,19,574,0,11,225,593,146,63,36,26,3,0,3,0,3,6,67,1182,0,0,0,6,6,43,26,17,4,0,0,5,4,0,0,111,0,7,4,172,174,262,468,880,329,412,479,439,157,62,109,3954,0,0,0,5,11,27,51,50
CED207,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,24,0,0,0,0,11,55,38,15,7,0,0,7,0,5,0,138,0,0,8,22,32,29,25,24,3,7,0,4,3,0,4,161,0,0,3,10,13,67,101,138,50,56,41,45,50,25,26,625,0,3,33,65,25,11,14,0,0,0,0,0,0,0,9,160,0,10,23,18,0,0,4,5,0,0,0,3,0,0,3,66,0,0,0,5,17,36,32,5,3,0,0,5,0,6,4,113,0,0,4,17,14,5,0,0,0,0,0,0,0,0,4,44,3,100,374,211,80,103,37,35,3,10,10,8,5,0,25,1004,0,8,46,60,26,7,6,0,0,0,0,0,0,0,7,160,0,0,6,8,17,27,20,19,6,8,5,4,10,0,0,130,3,17,8,55,79,75,106,145,48,37,75,34,13,11,21,727,0,7,18,15,10,19,26,16
CED208,0,0,0,6,5,5,55,6,0,0,0,0,0,0,0,77,0,0,0,0,37,96,29,14,6,3,3,4,8,0,9,209,0,0,10,6,39,37,46,38,3,9,8,14,10,6,0,226,3,10,29,51,106,1252,2171,2397,704,1131,1524,1820,1491,632,629,13950,3,4,51,106,22,17,23,3,0,0,0,0,0,0,13,242,0,17,82,100,36,36,26,15,8,3,3,6,3,4,11,350,4,0,3,0,26,73,64,28,5,6,5,12,9,6,18,259,0,7,7,26,21,3,9,0,0,0,0,0,0,0,0,73,4,76,220,96,46,41,53,29,4,13,13,9,27,17,19,667,0,17,632,1578,328,79,43,14,0,3,3,4,11,10,128,2850,3,5,10,38,142,434,537,295,91,126,118,160,95,43,79,2176,0,24,11,111,162,278,578,783,383,591,765,670,346,219,136,5057,0,3,8,18,36,106,316,256
CED209,0,0,0,6,4,4,19,0,0,0,5,0,0,0,3,41,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,4,4,3,12,26,14,26,25,9,10,15,4,17,3,6,178,3,3,3,5,7,29,66,74,39,41,63,51,33,27,24,468,0,4,49,112,29,13,7,7,0,3,0,0,0,0,8,232,0,4,18,13,5,3,5,4,3,5,4,0,3,0,3,70,0,3,0,5,10,6,9,3,3,0,0,4,0,0,3,46,0,0,16,28,13,4,3,4,0,0,0,0,0,0,0,68,0,161,300,84,39,57,35,22,7,7,5,4,5,14,25,765,0,8,74,93,30,6,4,0,0,0,0,0,0,0,11,226,3,0,6,6,8,16,28,7,0,4,7,5,7,5,3,105,0,11,4,34,20,27,31,46,72,50,89,95,40,27,21,567,0,0,15,4,6,11,24,16
CED210,0,0,11,80,46,17,217,70,4,0,0,3,3,0,10,461,0,0,0,0,0,32,3,6,3,0,3,0,0,3,3,53,0,0,7,24,13,12,26,14,6,3,3,6,3,4,10,131,0,6,3,87,11,22,35,58,17,50,51,60,56,23,28,507,0,11,221,609,161,56,166,48,4,0,3,3,0,4,51,1337,0,0,7,10,5,9,3,13,4,3,3,0,0,0,3,60,0,0,3,3,6,14,11,3,3,0,4,3,3,3,4,60,0,0,24,278,195,72,33,9,5,3,5,0,3,4,28,659,0,225,458,94,29,39,18,20,10,7,3,9,8,3,47,970,0,10,64,173,26,10,6,4,0,0,0,0,0,0,24,317,0,3,0,3,3,14,3,16,3,3,4,12,8,3,4,79,6,5,8,35,9,12,19,51,62,91,127,63,46,25,19,578,0,0,16,4,6,16,19,15
CED211,0,0,0,3,3,0,61,4,0,0,0,0,0,3,0,74,0,0,0,0,85,169,81,9,3,8,0,15,3,0,13,386,0,0,15,20,33,34,49,20,12,5,11,9,8,3,8,227,0,7,23,24,56,530,991,1191,298,370,466,424,366,142,218,5106,0,0,46,86,21,7,33,0,0,0,0,0,0,0,12,205,0,8,71,47,22,14,18,23,5,3,5,12,5,0,8,241,5,3,5,7,35,74,45,22,3,0,13,5,4,0,3,224,0,0,4,17,16,11,3,3,0,0,0,0,0,0,3,57,4,110,287,104,45,66,41,22,3,11,12,4,8,0,18,735,6,12,288,655,113,46,9,3,0,0,3,0,4,11,57,1207,0,3,9,16,74,314,271,114,17,31,33,12,13,10,25,942,0,23,25,73,101,206,345,463,227,328,386,292,152,73,93,2787,3,3,25,5,27,67,147,88
CED212,0,0,5,3,4,5,166,39,4,4,0,0,0,0,3,233,0,0,0,0,3,16,5,6,0,3,0,3,3,0,0,39,0,0,10,35,43,37,48,40,7,11,3,14,6,10,3,267,3,4,3,12,8,62,106,119,29,54,60,81,66,20,48,675,0,0,43,90,36,28,68,8,3,3,0,0,0,0,3,282,0,17,32,52,10,9,16,8,4,4,0,4,0,0,14,170,0,3,0,3,8,37,21,43,11,3,4,0,9,3,3,148,0,0,0,5,9,7,5,0,0,0,0,0,0,0,0,26,8,117,286,159,81,119,88,55,12,3,11,10,5,0,17,971,4,4,123,183,65,16,9,3,5,0,0,0,3,0,19,434,3,5,9,3,14,25,14,5,3,3,3,3,8,0,4,102,0,18,11,74,64,72,47,106,55,82,123,102,51,33,31,869,0,5,12,4,6,21,22,18
CED213,0,0,0,6,3,3,4,0,0,0,0,0,0,0,0,16,0,0,0,0,5,8,14,11,0,3,10,0,5,3,3,62,0,4,12,29,29,32,28,26,10,11,9,9,5,6,3,213,3,5,12,7,5,25,32,18,4,3,13,11,10,0,12,160,0,5,56,121,23,4,7,0,0,0,0,0,0,0,8,224,4,21,54,36,13,10,4,8,3,0,0,0,3,0,0,156,0,0,6,3,12,16,11,3,0,0,0,0,3,0,3,57,0,0,5,15,13,5,5,0,0,0,0,0,0,0,14,57,4,99,326,145,66,79,37,27,0,5,5,3,3,0,24,823,4,11,173,304,41,8,8,0,0,0,0,0,0,0,21,570,3,0,0,5,7,10,0,3,3,7,3,3,0,0,3,47,4,13,12,45,28,26,22,15,10,13,18,27,13,0,8,254,0,3,19,7,6,4,12,10
CED214,0,0,5,51,26,21,223,22,0,0,0,0,10,0,4,362,0,0,0,0,27,139,26,15,3,3,0,0,5,3,4,225,0,0,3,15,22,30,59,38,15,8,9,9,6,19,21,254,0,3,4,6,50,362,467,538,144,203,242,299,263,122,159,2862,0,11,148,478,127,53,106,18,0,3,3,0,0,0,33,980,0,10,51,94,37,29,23,10,3,9,3,13,3,4,9,298,0,0,4,0,21,70,45,22,12,9,15,14,8,9,15,244,3,5,13,466,462,164,72,21,3,14,5,8,4,0,51,1291,0,157,202,74,26,47,62,43,15,17,13,20,23,7,33,739,3,11,501,1160,245,46,18,13,0,3,0,4,7,4,96,2111,0,4,3,9,19,104,99,52,16,11,13,6,9,9,16,370,0,0,9,65,89,103,219,621,375,603,924,869,294,165,148,4484,0,0,9,3,11,39,123,102
CED215,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,17,0,4,0,0,0,0,0,5,34,0,0,3,19,32,15,21,17,3,11,8,12,9,3,5,158,0,7,4,6,0,15,29,56,14,18,24,61,51,23,29,337,3,3,18,52,18,6,6,0,0,0,0,0,0,0,7,113,0,5,14,17,3,5,0,9,3,0,3,6,9,0,3,77,0,0,4,4,9,28,13,3,0,6,8,20,4,3,0,102,0,3,0,5,3,0,0,0,0,0,0,0,0,0,4,15,3,172,396,127,57,47,16,15,3,3,3,0,4,0,33,879,0,3,48,66,20,5,3,0,0,3,0,0,3,3,15,169,0,0,0,3,8,12,9,3,0,3,4,0,4,0,3,49,0,10,9,22,14,18,23,68,37,46,69,73,27,12,24,452,0,4,3,9,9,12,10,5
CED216,0,0,0,11,3,3,42,9,3,0,0,3,0,0,3,77,0,0,0,0,7,31,0,3,0,0,4,0,0,4,0,49,4,0,7,24,51,52,74,53,16,17,23,13,26,26,21,407,5,13,41,32,38,341,479,392,135,222,267,296,206,85,120,2672,0,4,39,99,22,19,22,0,0,0,0,0,0,3,7,215,3,11,77,112,35,23,18,3,4,3,3,0,3,0,7,302,0,3,0,6,16,13,23,8,0,0,0,0,3,0,3,75,0,0,3,10,18,13,8,3,0,0,0,0,0,0,0,55,39,134,249,114,63,80,119,80,11,24,45,17,39,26,42,1082,4,20,305,728,140,24,12,8,0,0,4,0,7,0,41,1293,0,0,10,16,44,62,98,47,12,17,14,26,19,8,10,383,0,22,16,129,152,150,199,403,227,368,407,308,177,79,89,2726,0,4,7,10,14,28,45,42
CED217,0,0,3,98,76,67,966,229,12,3,13,3,6,4,26,1506,0,0,0,0,15,93,22,7,0,3,6,10,0,3,8,167,0,0,3,3,13,18,16,17,9,7,10,6,5,4,6,117,0,3,5,0,32,259,377,500,132,148,136,101,108,28,81,1910,0,7,122,1139,396,177,323,59,4,4,4,8,0,0,89,2332,0,16,102,179,154,222,234,127,51,38,33,35,19,21,39,1270,0,0,0,3,32,229,223,84,42,40,27,38,21,11,23,773,3,3,20,952,1428,523,381,139,28,20,25,28,12,8,158,3728,3,262,264,81,55,54,78,40,6,8,7,10,3,6,30,907,0,4,428,1045,299,89,34,15,6,3,6,6,0,3,116,2054,3,0,0,9,25,156,181,39,10,10,7,4,4,4,17,469,0,3,0,176,272,484,949,1566,625,862,899,816,272,162,248,7334,0,0,4,3,13,65,174,100
CED218,0,0,0,4,9,3,69,3,0,0,0,3,0,0,0,91,0,0,0,4,15,34,9,4,0,0,0,3,0,0,0,69,0,0,3,22,55,63,48,36,8,24,14,10,31,21,21,356,3,16,42,37,57,444,561,672,230,333,367,428,344,124,131,3789,0,7,31,59,17,15,36,3,0,0,0,3,0,0,0,171,0,10,69,88,32,18,7,4,0,0,4,0,3,0,7,242,0,0,4,12,12,23,18,16,3,4,0,5,6,3,7,113,0,3,3,11,7,6,12,4,3,0,0,0,0,0,0,49,32,126,156,68,49,51,48,43,18,14,6,28,28,13,26,706,5,22,573,1341,227,40,7,5,4,3,0,4,9,4,80,2324,3,3,19,42,76,169,165,113,19,31,41,40,36,10,27,794,3,22,17,115,128,139,217,569,379,502,543,484,345,176,104,3743,3,3,4,23,26,61,200,160
CED219,0,0,4,42,23,36,752,148,4,21,12,8,0,4,28,1082,0,0,0,3,37,353,390,179,52,50,35,43,31,18,67,1258,0,0,3,8,16,28,33,29,3,18,5,4,7,0,3,157,0,0,13,73,39,342,433,440,184,176,177,107,89,26,85,2184,0,6,34,361,206,57,301,133,7,3,3,3,0,0,33,1147,0,9,39,100,81,133,151,143,25,47,27,21,8,3,31,818,0,3,3,4,43,399,479,270,73,73,58,45,23,16,32,1521,0,3,0,51,104,123,56,31,4,9,9,9,3,0,24,426,0,70,264,140,68,88,64,36,7,10,8,4,4,3,23,789,0,10,84,290,121,67,25,3,0,0,0,0,0,0,27,627,0,0,0,5,26,110,73,23,7,0,4,13,10,0,17,288,3,11,6,196,300,727,1625,2398,808,954,955,596,283,173,269,9304,0,0,3,4,23,95,158,85
CED220,0,0,0,20,12,27,144,11,0,0,0,3,5,0,9,231,0,0,0,7,139,898,669,252,66,84,63,73,47,38,76,2412,0,4,3,12,34,28,36,23,3,3,4,8,8,3,5,174,3,7,19,31,70,523,773,949,262,377,406,377,315,118,174,4404,0,4,49,205,54,16,40,3,3,3,3,0,0,4,13,397,0,17,79,168,57,54,25,14,6,9,7,13,0,0,21,470,0,0,4,7,18,100,75,23,5,0,17,3,6,4,5,267,0,0,4,16,22,12,5,4,0,0,0,0,5,0,3,71,10,61,222,93,46,34,45,17,15,10,11,6,8,14,14,606,7,17,738,2351,709,132,61,18,6,3,17,16,17,5,142,4239,0,3,9,13,48,151,120,67,16,10,25,16,17,4,16,515,0,16,17,210,262,470,754,917,541,946,1209,1098,344,184,237,7205,0,0,3,6,28,48,120,119
CED221,0,0,5,10,4,0,14,0,0,4,0,0,0,0,0,37,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,9,0,5,0,21,15,23,27,13,3,3,3,6,7,3,3,132,0,3,0,3,3,15,21,19,12,9,12,9,6,4,6,122,0,7,47,114,20,7,11,0,0,0,0,0,0,0,9,215,0,8,3,5,0,0,0,0,0,0,0,3,3,4,3,29,0,0,5,3,3,19,13,10,4,0,6,0,7,0,0,70,0,0,3,6,3,0,0,0,0,0,0,0,0,3,0,15,0,152,463,143,44,48,34,25,8,9,6,3,6,3,31,975,0,3,26,42,8,5,0,0,0,0,0,0,0,0,6,90,0,3,0,3,9,12,5,9,0,0,0,6,0,0,3,50,0,10,9,14,6,14,16,44,15,38,46,25,13,11,10,271,3,4,4,3,0,6,5,4
CED222,0,0,0,25,34,33,449,50,3,4,3,3,4,4,12,624,0,0,0,3,109,910,965,402,86,99,102,116,116,37,130,3075,0,4,9,16,30,29,44,38,3,7,10,11,14,6,6,227,0,3,25,62,41,363,446,356,78,116,111,140,78,50,80,1949,0,0,36,189,66,34,110,16,3,0,3,3,0,0,18,478,0,14,52,99,41,48,41,27,9,4,0,7,7,3,21,373,0,0,0,3,38,153,122,97,13,34,23,14,8,7,18,530,0,0,3,57,197,209,173,57,6,10,9,9,9,5,56,800,4,82,239,132,76,77,68,58,18,11,9,18,11,6,21,830,3,13,194,648,219,56,43,6,4,5,7,3,0,10,55,1266,4,0,3,12,30,94,84,30,0,5,6,3,3,0,17,291,5,12,4,201,272,458,737,649,240,424,442,400,120,73,144,4181,0,3,7,7,24,50,80,33
CED223,0,0,3,21,4,9,71,4,0,0,0,0,0,0,0,112,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,14,4,0,8,16,33,38,44,36,9,5,5,3,4,10,4,219,0,7,32,19,20,314,411,401,126,126,151,199,126,70,71,2073,0,3,47,217,43,26,33,3,0,0,3,3,0,0,12,390,0,10,50,63,23,21,24,8,0,0,0,3,0,4,9,215,0,0,3,9,10,24,9,9,3,3,3,4,0,3,0,80,3,7,26,130,75,42,37,8,0,0,3,0,0,3,6,340,8,130,219,87,44,43,57,40,17,10,21,3,9,3,21,712,5,15,279,486,109,33,5,4,0,0,0,0,0,0,37,973,0,0,10,17,52,102,68,33,15,14,5,9,5,10,8,348,0,10,5,55,85,104,192,233,113,170,187,216,80,92,49,1591,0,3,12,3,4,17,74,32
CED224,0,0,0,0,0,0,23,4,0,3,0,0,0,0,0,30,0,0,0,0,16,27,3,3,0,0,3,0,3,0,3,58,0,4,10,24,45,45,47,33,11,6,14,17,37,10,10,313,5,24,53,88,90,965,1134,750,281,388,524,652,497,161,310,5922,0,13,41,76,18,5,15,0,0,0,0,0,0,0,6,174,3,13,42,54,18,30,16,7,3,3,5,9,13,4,8,228,0,3,10,22,9,39,27,12,0,4,0,4,0,0,6,136,0,6,22,30,17,6,10,6,5,0,0,3,0,0,3,108,14,118,125,47,35,57,43,43,7,4,18,13,14,10,18,566,10,41,557,691,96,22,13,3,0,3,3,0,0,0,76,1515,0,3,21,64,181,398,393,138,28,18,21,20,39,8,43,1375,4,17,14,110,140,183,253,477,308,375,398,339,207,115,85,3025,0,9,8,31,28,77,167,121
CED225,0,0,0,14,9,6,55,5,0,3,0,3,0,0,4,99,0,0,0,0,3,19,8,6,0,0,0,3,3,4,3,49,0,0,3,20,42,37,41,43,9,5,5,3,8,4,7,227,3,3,15,34,14,96,139,209,49,67,71,53,36,16,31,836,0,0,34,146,65,18,28,7,0,0,0,0,4,0,15,317,0,4,28,39,15,33,30,34,3,9,15,3,6,4,4,227,0,0,0,6,10,68,63,31,13,4,9,3,5,3,7,222,0,0,4,15,17,5,0,4,0,3,0,0,0,0,3,51,6,124,423,212,85,97,68,22,14,7,10,7,3,3,94,1175,0,0,46,95,40,12,0,3,0,0,0,0,0,0,10,206,4,0,0,7,15,38,44,14,3,12,7,7,16,0,7,174,0,8,16,86,98,168,310,387,128,114,118,57,56,22,73,1641,0,5,16,3,11,12,44,61
CED226,0,0,0,19,18,25,378,45,3,3,3,3,0,3,14,514,0,0,0,0,8,75,46,19,0,4,8,4,7,3,11,185,0,0,3,21,18,36,51,41,5,9,8,16,16,7,3,234,0,0,4,20,18,162,435,803,154,239,222,209,195,87,132,2680,0,4,49,274,110,44,150,36,0,3,3,7,0,0,14,694,0,4,42,54,39,63,45,57,17,15,23,12,4,16,19,410,0,0,3,3,20,161,216,158,36,46,42,40,21,17,24,787,0,0,8,164,234,138,137,46,3,11,20,7,12,4,35,819,0,211,263,109,59,73,57,44,15,14,15,10,9,4,31,914,7,27,155,248,85,30,17,5,0,0,0,6,0,0,50,630,0,0,0,10,16,84,149,69,23,17,13,15,11,0,15,422,0,5,7,91,131,252,1029,2488,918,1116,1266,934,409,250,293,9189,0,0,8,3,17,55,356,266
CED227,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,19,19,11,0,4,0,3,0,0,6,62,0,4,3,6,10,6,7,5,0,3,3,3,10,3,5,68,0,0,3,4,4,11,19,31,3,4,8,14,17,11,15,144,10,0,42,51,8,3,3,0,0,0,0,0,0,0,6,123,0,0,3,3,3,3,0,3,3,0,0,3,4,0,0,25,0,0,3,0,5,21,26,20,5,4,10,6,12,0,8,120,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,62,115,31,20,23,10,9,0,4,5,10,5,3,16,313,7,0,81,113,27,5,3,0,0,3,0,0,0,3,14,256,0,3,0,4,0,8,6,0,0,4,0,4,7,21,20,77,0,4,10,6,7,7,41,71,57,80,141,201,63,30,21,739,0,3,3,3,0,3,8,6
CED228,0,0,11,57,23,27,253,20,0,0,8,0,0,0,8,407,0,0,0,0,15,58,18,5,0,0,0,0,0,4,0,100,0,0,3,9,25,19,17,21,3,4,3,15,0,3,3,125,0,6,12,19,30,265,386,278,73,116,98,73,91,34,68,1549,0,6,187,771,200,63,130,14,0,3,0,0,0,0,59,1433,0,16,147,129,62,62,43,42,11,12,12,14,4,3,20,577,4,3,3,0,23,56,43,15,4,3,8,8,14,0,0,184,0,3,16,269,241,76,49,22,5,3,0,0,3,0,36,723,5,253,289,58,35,24,38,11,6,5,3,3,9,6,23,768,5,27,451,922,184,48,21,0,0,3,0,0,0,3,80,1744,3,0,4,3,31,119,101,33,10,8,8,11,14,6,21,372,0,6,6,161,127,145,220,544,355,667,988,905,261,140,184,4709,0,0,4,3,18,22,63,23
CED229,0,0,0,14,0,0,56,0,0,0,0,0,0,0,0,70,0,0,0,0,3,22,10,4,0,3,3,3,0,0,3,51,0,0,4,26,41,29,52,40,5,7,3,4,3,3,5,222,3,11,9,10,8,31,32,91,18,18,31,23,60,32,46,423,0,5,26,106,38,11,26,12,4,0,0,0,4,3,9,244,0,13,39,45,14,18,23,27,5,5,17,0,4,0,7,217,0,0,6,7,11,40,43,27,3,10,4,9,4,4,3,171,0,3,27,174,232,183,157,34,23,5,6,0,3,0,25,872,0,153,346,168,75,97,78,50,10,13,12,9,3,0,35,1049,3,4,116,209,78,21,23,6,5,0,0,0,0,0,24,489,0,0,3,5,8,25,15,15,3,3,6,6,0,3,4,96,0,12,14,47,61,69,197,374,186,193,177,117,48,35,47,1577,0,3,17,7,12,13,39,21
CED230,0,0,4,7,9,0,37,4,0,3,0,0,0,0,0,64,0,0,0,0,4,11,16,3,0,5,0,3,0,0,3,45,0,4,6,15,31,27,19,23,0,0,5,3,0,4,3,140,0,5,13,11,3,17,36,26,15,19,13,7,17,7,7,196,0,8,22,72,28,3,6,3,0,0,0,0,0,0,9,151,0,6,12,17,5,4,0,10,0,0,0,4,0,0,0,58,0,3,0,6,4,32,15,14,0,6,0,10,0,0,10,100,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,0,145,360,121,52,44,28,26,5,3,3,3,4,3,32,829,0,3,28,60,12,4,3,0,0,3,0,0,0,0,3,116,0,0,3,3,5,7,9,7,6,3,3,0,0,0,0,46,3,5,12,38,27,29,43,116,54,51,61,51,19,20,21,550,0,0,14,0,3,3,14,17
CED231,0,0,0,22,8,3,89,8,0,3,0,0,3,3,3,142,0,0,0,0,16,59,15,8,9,0,4,13,5,3,10,142,3,0,5,23,52,76,73,92,28,30,42,57,86,89,32,688,3,8,27,42,113,609,1084,1404,511,740,990,1045,992,370,399,8337,0,3,39,133,39,17,59,8,0,0,3,0,5,0,13,319,0,6,41,87,43,42,55,42,12,10,4,10,7,0,18,377,0,0,0,8,23,49,21,16,3,3,8,3,10,6,3,153,0,0,6,41,54,29,14,9,0,4,0,0,5,3,14,179,5,68,106,64,42,90,75,88,32,42,38,51,50,55,36,842,3,12,461,996,164,38,13,5,4,3,0,0,3,5,86,1793,0,3,8,21,86,284,302,265,85,95,118,101,114,45,90,1617,0,6,13,44,97,99,165,373,256,334,394,377,627,446,166,3397,0,3,8,11,21,52,293,380
CED232,0,0,0,5,4,3,123,9,0,0,0,4,0,0,3,151,0,0,0,0,4,12,3,0,0,3,3,0,3,3,4,35,0,0,9,25,53,70,90,65,30,31,43,43,69,38,26,592,3,12,20,13,38,224,445,597,211,307,332,363,303,104,106,3078,0,4,25,80,23,20,43,6,3,3,3,3,4,0,7,224,0,18,73,95,42,36,13,8,3,3,0,3,0,5,9,308,0,0,3,7,25,39,19,10,3,3,15,9,11,7,10,161,0,0,5,8,20,15,14,14,0,3,3,0,3,3,5,93,64,184,238,86,54,90,85,114,28,39,31,56,82,44,44,1239,7,25,421,991,171,21,12,14,3,0,0,3,3,3,77,1751,3,0,5,22,66,144,138,102,36,27,36,41,27,16,22,685,3,19,10,79,117,133,184,433,319,477,511,474,349,210,109,3427,0,5,12,9,18,50,292,380
