region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
CED201,73,0,2654,131,1007,54,0,1061,4,1196,4,84,90,0,174,0,178,3,3,0,0,3,0,6,138,1094,144,0,1238,4,1380,0,3,0,0,3,5,8,2719,1166,144,4,1314,9,4042,1487,40,4,0,44,0,1531,82,744,29,0,773,3,858,0,67,86,0,153,0,153,3,3,0,0,3,0,6,85,814,115,0,929,3,1017,0,6,0,0,6,3,9,1572,860,119,0,979,6,2557,680,19,0,0,19,0,699,27,386,19,0,405,0,432,3,47,51,0,98,0,101,3,0,0,0,0,0,3,33,433,70,0,503,0,536,0,0,0,0,0,3,3,713,452,70,0,522,3,1238,17768,534,15,20,569,0,18337,973,7099,285,6,7390,16,8379,24,520,484,0,1004,0,1028,22,12,0,13,25,3,50,1019,7631,769,19,8419,19,9457,12,26,0,3,29,15,56,18799,8191,784,42,9017,34,27850
CED202,34,6,3158,44,69,0,0,69,0,113,0,6,3,0,9,0,9,6,0,0,4,4,0,10,50,75,3,4,82,0,132,3,0,0,0,0,0,3,3171,106,3,7,116,6,3293,1040,8,0,3,11,0,1051,18,29,3,0,32,0,50,0,4,3,0,7,0,7,0,0,0,0,0,0,0,18,33,6,0,39,0,57,0,0,0,0,0,0,0,1058,41,6,3,50,0,1108,298,3,4,0,7,0,305,8,9,3,0,12,0,20,0,0,3,0,3,0,3,0,0,0,3,3,0,3,8,9,6,3,18,0,26,0,0,0,0,0,0,0,306,12,10,3,25,0,331,23026,296,4,22,322,6,23354,433,627,40,6,673,0,1106,3,102,40,0,142,0,145,27,3,0,29,32,0,59,463,732,80,35,847,0,1310,6,3,0,0,3,3,12,23495,1031,84,57,1172,9,24676
CED203,48,8,1143,76,725,47,0,772,3,851,0,91,91,0,182,0,182,3,0,0,0,0,0,3,79,816,138,0,954,3,1036,0,0,0,0,0,6,6,1166,858,141,3,1002,17,2185,566,28,0,0,28,0,594,45,465,22,0,487,0,532,0,66,64,0,130,0,130,0,0,0,0,0,0,0,45,531,86,0,617,0,662,3,3,0,0,3,5,11,614,562,86,0,648,5,1267,247,10,0,0,10,0,257,20,221,20,0,241,0,261,0,37,40,0,77,0,77,0,0,0,0,0,0,0,20,258,60,0,318,0,338,0,0,0,0,0,3,3,267,268,60,0,328,3,598,11231,685,6,8,699,14,11944,920,6541,306,9,6856,15,7791,15,774,524,0,1298,0,1313,10,3,0,34,37,0,47,945,7318,830,43,8191,15,9151,17,14,3,0,17,58,92,12193,8017,839,51,8907,87,21187
CED204,33,0,3140,46,46,0,0,46,0,92,3,0,21,0,21,0,24,3,0,0,4,4,0,7,52,46,21,4,71,0,123,0,0,0,0,0,0,0,3159,75,21,8,104,0,3263,947,4,0,3,7,0,954,8,12,0,0,12,0,20,0,0,17,0,17,0,17,0,0,0,0,0,0,0,8,12,17,0,29,0,37,0,0,0,0,0,0,0,955,16,17,3,36,0,991,218,3,0,0,3,0,221,4,8,0,0,8,0,12,0,4,6,0,10,0,10,0,0,0,0,0,0,0,4,12,6,0,18,0,22,0,0,0,0,0,0,0,222,15,6,0,21,0,243,21638,208,11,20,239,9,21886,346,463,21,3,487,0,833,6,32,130,0,162,0,168,27,0,0,39,39,0,66,379,495,151,42,688,0,1067,3,0,0,0,0,6,9,22020,703,162,62,927,15,22962
CED205,48,0,1033,69,1362,104,3,1469,4,1542,6,202,282,0,484,3,493,0,0,0,3,3,0,3,75,1564,386,6,1956,7,2038,0,7,0,0,7,11,18,1060,1616,386,9,2011,18,3089,688,25,0,0,25,0,713,59,942,54,0,996,0,1055,4,122,216,0,338,3,345,0,0,0,0,0,0,0,63,1064,270,0,1334,3,1400,3,3,0,0,3,5,11,754,1092,270,0,1362,8,2124,314,8,0,0,8,0,322,22,476,39,0,515,0,537,0,79,135,0,214,3,217,0,3,0,0,3,0,3,22,558,174,0,732,3,757,3,0,0,0,0,0,3,339,566,174,0,740,3,1082,7153,471,3,10,484,6,7643,792,11525,654,17,12196,31,13019,35,1648,1555,6,3209,21,3265,16,19,3,41,63,0,79,843,13192,2212,64,15468,52,16363,9,57,6,0,63,74,146,8005,13720,2221,74,16015,132,24152
CED206,98,0,2387,128,1655,149,0,1804,5,1937,3,343,305,0,648,0,651,3,0,0,0,0,0,3,134,1998,454,0,2452,5,2591,0,3,3,0,6,14,20,2423,2096,460,0,2556,19,4998,1048,35,0,0,35,0,1083,63,952,77,3,1032,3,1098,0,210,210,0,420,0,420,3,0,0,0,0,0,3,66,1162,287,3,1452,3,1521,0,3,0,0,3,4,7,1114,1200,287,3,1490,7,2611,397,14,0,0,14,0,411,19,373,25,0,398,3,420,0,98,132,0,230,0,230,0,0,0,0,0,0,0,19,471,157,0,628,3,650,0,0,0,0,0,3,3,416,485,157,0,642,6,1064,15864,893,24,17,934,13,16811,1029,13662,1280,17,14959,25,16013,27,2524,1964,3,4491,6,4524,14,20,6,56,82,0,96,1070,16206,3250,76,19532,31,20633,14,53,15,0,68,98,180,16948,17152,3289,93,20534,142,37624
CED207,47,3,3299,64,181,13,0,194,0,258,0,12,30,0,42,3,45,4,3,3,8,14,0,18,68,196,46,8,250,3,321,0,4,0,0,4,0,4,3317,247,46,8,301,6,3624,1485,27,0,0,27,3,1515,34,119,8,0,127,0,161,0,9,20,0,29,0,29,0,0,0,0,0,0,0,34,128,28,0,156,0,190,0,0,0,0,0,3,3,1519,155,28,0,183,6,1708,565,12,0,0,12,0,577,16,45,3,0,48,0,64,0,4,6,0,10,0,10,0,0,0,0,0,0,0,16,49,9,0,58,0,74,0,0,0,0,0,3,3,581,61,9,0,70,3,654,23418,427,4,26,457,15,23890,537,1460,65,6,1531,0,2068,9,118,251,0,369,3,381,19,6,6,36,48,0,67,565,1584,322,42,1948,3,2516,4,15,0,0,15,13,32,23987,2026,326,68,2420,31,26438
CED208,54,0,1659,96,963,48,0,1011,4,1111,4,65,129,0,194,3,201,0,0,0,4,4,0,4,100,1028,177,4,1209,7,1316,3,0,0,0,0,0,3,1708,1079,180,4,1263,7,2978,1109,28,0,4,32,0,1141,58,617,39,0,656,0,714,0,56,85,0,141,0,141,0,0,0,0,0,0,0,58,673,124,0,797,0,855,3,4,0,0,4,3,10,1170,705,124,4,833,3,2006,543,14,0,3,17,0,560,24,331,19,0,350,0,374,0,41,68,0,109,0,109,0,0,0,0,0,0,0,24,372,87,0,459,0,483,0,3,0,0,3,0,3,567,389,87,3,479,0,1046,12579,527,3,14,544,9,13132,1013,7657,330,11,7998,28,9039,17,635,647,0,1282,3,1302,15,0,6,4,10,0,25,1045,8292,983,15,9290,31,10366,13,23,0,0,23,26,62,13637,8842,986,29,9857,66,23560
CED209,47,0,3285,58,116,4,0,120,0,178,0,9,3,0,12,0,12,3,0,0,3,3,0,6,61,125,7,3,135,0,196,0,0,0,0,0,0,0,3299,162,10,10,182,0,3481,1130,15,0,3,18,0,1148,15,48,0,3,51,0,66,0,0,3,0,3,0,3,0,0,0,0,0,0,0,15,48,3,3,54,0,69,0,0,0,0,0,0,0,1145,63,3,6,72,0,1217,393,3,0,0,3,0,396,9,25,0,0,25,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,28,0,0,28,0,37,0,0,0,0,0,0,0,402,31,0,0,31,0,433,24063,323,6,36,365,6,24434,448,942,31,3,976,3,1427,6,37,26,0,63,0,69,23,6,0,12,18,0,41,477,985,57,15,1057,3,1537,3,3,0,6,9,4,16,24543,1311,63,57,1431,13,25987
CED210,46,5,2471,65,235,16,0,251,0,316,0,21,41,0,62,0,62,3,4,0,0,4,0,7,68,260,57,0,317,0,385,0,0,0,0,0,0,0,2488,303,57,3,363,5,2856,852,23,0,0,23,0,875,15,140,14,0,154,0,169,0,8,32,0,40,0,40,0,0,0,0,0,0,0,15,148,46,0,194,0,209,0,0,0,0,0,0,0,867,171,46,0,217,0,1084,291,6,0,0,6,0,297,9,47,4,0,51,0,60,0,5,15,0,20,0,20,4,0,0,0,0,0,4,13,52,19,0,71,0,84,0,0,0,0,0,0,0,304,58,19,0,77,0,381,18120,460,0,28,488,14,18622,471,1717,94,3,1814,5,2290,6,184,302,0,486,0,492,28,10,0,15,25,0,53,505,1911,396,18,2325,5,2835,4,3,0,0,3,7,14,18629,2374,396,46,2816,26,21471
CED211,48,0,1939,85,431,30,3,464,3,552,3,62,106,0,168,0,171,0,0,0,0,0,0,0,88,493,136,3,632,3,723,0,6,0,0,6,0,6,1979,544,139,3,686,3,2668,1055,22,3,0,25,0,1080,31,309,21,0,330,4,365,0,38,77,0,115,0,115,3,0,0,0,0,0,3,34,347,98,0,445,4,483,0,0,0,0,0,4,4,1089,369,101,0,470,8,1567,442,10,0,0,10,0,452,19,167,11,0,178,0,197,0,25,45,0,70,0,70,0,0,0,0,0,0,0,19,192,56,0,248,0,267,0,0,0,0,0,3,3,461,202,56,0,258,3,722,16600,458,14,10,482,0,17082,765,4154,210,9,4373,17,5155,13,437,631,0,1068,0,1081,21,4,0,20,24,0,45,799,4595,841,29,5465,17,6281,10,31,5,0,36,13,59,17409,5084,860,39,5983,30,23422
CED212,47,0,2729,80,155,14,0,169,0,249,3,3,7,0,10,0,13,0,0,0,0,0,0,0,83,158,21,0,179,0,262,0,0,0,0,0,4,4,2765,197,25,4,226,4,2995,1132,20,0,3,23,0,1155,40,94,5,0,99,0,139,0,12,8,0,20,0,20,3,0,0,0,0,0,3,43,106,13,0,119,0,162,0,0,0,0,0,0,0,1175,126,13,3,142,0,1317,421,5,0,0,5,0,426,13,49,6,0,55,0,68,0,0,4,0,4,0,4,0,0,0,0,0,0,0,13,49,10,0,59,0,72,0,0,0,0,0,0,0,434,54,10,0,64,0,498,20117,448,11,20,479,0,20596,671,1567,68,0,1635,0,2306,9,111,64,0,175,0,184,20,6,0,17,23,0,43,700,1684,132,17,1833,0,2533,8,4,0,0,4,12,24,20825,2136,143,37,2316,12,23153
CED213,44,0,2933,51,71,8,0,79,0,130,6,7,0,0,7,0,13,3,0,0,0,0,0,3,60,78,8,0,86,0,146,3,0,0,0,0,0,3,2952,111,8,11,130,0,3082,827,6,0,0,6,0,833,19,30,0,0,30,0,49,0,3,3,0,6,0,6,3,0,0,0,0,0,3,22,33,3,0,36,0,58,0,0,0,0,0,0,0,849,39,3,0,42,0,891,304,4,0,0,4,0,308,10,21,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,21,0,31,0,0,0,0,0,0,0,314,25,0,0,25,0,339,21504,380,3,30,413,6,21923,402,600,21,0,621,0,1023,10,38,11,0,49,0,59,34,4,0,32,36,0,70,446,642,32,32,706,0,1152,6,0,0,0,0,3,9,21956,1022,35,62,1119,9,23084
CED214,64,0,1499,87,709,64,3,776,3,866,3,135,179,0,314,0,317,5,0,0,0,0,0,5,95,844,243,3,1090,3,1188,0,6,0,0,6,9,15,1530,906,246,8,1160,12,2702,749,28,0,0,28,0,777,36,417,33,0,450,0,486,0,116,135,0,251,0,251,0,0,0,0,0,0,0,36,533,168,0,701,0,737,3,4,0,0,4,0,7,788,565,168,0,733,0,1521,312,9,0,0,9,0,321,26,220,18,0,238,0,264,0,57,85,0,142,0,142,0,0,0,0,0,0,0,26,277,103,0,380,0,406,0,3,3,0,6,3,9,338,289,106,0,395,3,736,13702,720,15,15,750,0,14452,1042,6399,433,6,6838,15,7895,17,1005,1039,3,2047,6,2070,22,13,0,24,37,0,59,1081,7417,1472,33,8922,21,10024,10,43,3,0,46,41,97,14793,8180,1490,48,9718,62,24573
CED215,38,0,3015,46,89,5,0,94,0,140,3,4,7,0,11,0,14,4,0,0,3,3,0,7,53,93,12,3,108,0,161,0,0,0,0,0,0,0,3030,125,15,6,146,0,3176,648,6,0,0,6,0,654,12,37,0,0,37,0,49,3,4,0,0,4,0,7,0,0,0,6,6,0,6,15,41,0,6,47,0,62,0,0,0,0,0,0,0,663,47,0,6,53,0,716,135,0,0,0,0,0,135,4,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,10,0,0,0,0,0,0,0,139,6,0,0,6,0,145,19871,275,6,17,298,0,20169,374,709,21,0,730,4,1108,12,60,60,0,120,0,132,14,3,0,48,51,0,65,400,772,81,48,901,4,1305,0,0,0,0,0,5,5,20271,1047,87,65,1199,9,21479
CED216,71,3,2759,116,470,21,3,494,0,610,3,25,27,0,52,0,55,5,0,0,3,3,0,8,124,495,48,6,549,0,673,0,0,0,0,0,3,3,2809,566,48,6,620,6,3435,1753,34,0,0,34,0,1787,88,306,11,0,317,0,405,3,8,13,0,21,0,24,3,0,0,0,0,0,3,94,314,24,0,338,0,432,0,3,0,0,3,3,6,1847,351,24,0,375,3,2225,891,15,0,0,15,0,906,36,175,8,0,183,0,219,0,10,12,0,22,0,22,0,0,0,0,0,0,0,36,185,20,0,205,0,241,0,0,0,0,0,0,0,927,200,20,0,220,0,1147,21423,602,0,8,610,6,22039,1200,4082,96,6,4184,14,5398,17,203,134,0,337,3,357,30,6,0,19,25,3,58,1247,4291,230,25,4546,20,5813,6,15,0,0,15,15,36,22676,4908,230,33,5171,41,27888
CED217,114,0,1897,127,2100,127,3,2230,8,2365,4,295,420,0,715,0,719,0,0,0,3,3,0,3,131,2395,547,6,2948,8,3087,0,13,3,0,16,16,32,1914,2518,550,10,3078,24,5016,867,30,3,3,36,0,903,71,1326,82,0,1408,7,1486,0,174,267,0,441,0,441,3,0,0,3,3,0,6,74,1500,349,3,1852,7,1933,3,8,0,0,8,10,21,944,1538,352,6,1896,17,2857,326,16,0,0,16,0,342,32,630,50,3,683,4,719,0,68,136,0,204,0,204,5,0,0,3,3,0,8,37,698,186,6,890,4,931,0,3,0,0,3,3,6,363,717,186,6,909,7,1279,15054,1176,14,14,1204,21,16279,1462,17710,775,15,18500,63,20025,33,1908,2274,3,4185,0,4218,15,24,0,79,103,0,118,1510,19642,3049,97,22788,63,24361,26,95,13,0,108,110,244,16590,20913,3076,111,24100,194,40884
CED218,47,0,2058,85,357,7,0,364,0,449,3,23,16,0,39,0,42,3,0,0,0,0,0,3,91,380,23,0,403,0,494,3,0,0,0,0,0,3,2105,424,26,0,450,0,2555,1284,33,0,3,36,3,1323,45,229,7,0,236,0,281,0,11,16,0,27,3,30,0,0,0,0,0,0,0,45,240,23,0,263,3,311,0,0,0,0,0,0,0,1329,273,23,3,299,6,1634,815,13,0,3,16,0,831,27,159,3,0,162,0,189,0,6,17,0,23,0,23,0,0,0,0,0,0,0,27,165,20,0,185,0,212,0,0,3,0,3,3,6,842,178,23,3,204,3,1049,16118,542,6,21,569,9,16696,832,3257,74,3,3334,7,4173,10,148,102,3,253,3,266,22,0,0,3,3,0,25,864,3405,176,9,3590,10,4464,3,10,3,0,13,23,39,16985,3957,185,30,4172,42,21199
CED219,87,0,2934,114,1726,83,0,1809,3,1926,3,252,280,4,536,0,539,0,0,0,3,3,0,3,117,1978,363,7,2348,3,2468,0,8,3,0,11,12,23,2964,2073,366,7,2446,15,5425,1111,37,0,0,37,0,1148,43,984,48,0,1032,3,1078,3,197,181,0,378,0,381,0,0,0,4,4,0,4,46,1181,229,4,1414,3,1463,0,4,3,0,7,0,7,1157,1222,232,4,1458,3,2618,365,11,0,0,11,0,376,17,451,26,0,477,0,494,6,76,89,0,165,0,171,0,0,0,0,0,0,0,23,527,115,0,642,0,665,0,3,0,0,3,3,6,388,541,115,0,656,3,1047,21812,943,14,23,980,7,22799,1279,14912,571,20,15503,35,16817,38,2105,1495,7,3607,0,3645,28,9,3,67,79,6,113,1345,17026,2069,94,19189,41,20575,25,84,10,0,94,90,209,23182,18053,2093,117,20263,138,43583
CED220,63,0,1530,72,825,70,0,895,5,972,3,154,209,0,363,0,366,4,0,0,0,0,0,4,79,979,279,0,1258,5,1342,0,3,0,0,3,9,12,1546,1042,279,3,1324,14,2884,849,22,0,0,22,0,871,36,516,56,0,572,4,612,3,106,171,0,277,0,280,3,0,0,5,5,0,8,42,622,227,5,854,4,900,3,6,0,0,6,5,14,894,650,227,5,882,9,1785,399,14,0,0,14,0,413,16,301,28,0,329,3,348,0,43,112,0,155,3,158,0,0,0,3,3,0,3,16,344,140,3,487,6,509,0,0,0,0,0,0,0,415,358,140,3,501,6,922,12133,647,0,16,663,0,12796,847,7464,446,6,7916,23,8786,25,1084,1273,0,2357,6,2388,26,9,0,37,46,0,72,898,8557,1719,43,10319,29,11246,10,34,3,0,37,45,92,13041,9238,1722,59,11019,74,24134
CED221,36,0,3062,38,54,0,0,54,0,92,0,3,10,0,13,0,13,3,0,0,4,4,0,7,41,57,10,4,71,0,112,0,3,0,0,3,0,3,3067,88,10,12,110,0,3177,612,0,0,0,0,0,612,14,14,0,0,14,0,28,0,3,3,0,6,0,6,0,0,0,3,3,0,3,14,17,3,3,23,0,37,0,0,0,0,0,0,0,626,17,3,3,23,0,649,122,0,0,0,0,0,122,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,0,0,125,4,0,0,4,0,129,19912,272,6,27,305,0,20217,395,466,13,0,479,0,874,16,30,31,0,61,0,77,39,0,0,20,20,0,59,450,496,44,20,560,0,1010,0,6,0,0,6,3,9,20362,774,50,47,871,3,21236
CED222,53,0,2222,76,903,80,0,983,0,1059,3,154,246,3,403,0,406,3,0,0,0,0,0,3,82,1057,326,3,1386,0,1468,0,3,0,0,3,9,12,2251,1110,326,6,1442,9,3702,985,31,0,0,31,0,1016,48,530,41,0,571,0,619,3,99,175,0,274,0,277,0,0,0,0,0,0,0,51,629,216,0,845,0,896,0,3,0,0,3,3,6,1036,663,216,0,879,3,1918,407,8,0,4,12,0,419,18,223,21,0,244,0,262,0,45,86,0,131,0,131,0,0,0,0,0,0,0,18,268,107,0,375,0,393,0,0,0,0,0,0,0,425,276,107,4,387,0,812,17917,619,3,13,635,14,18566,958,7070,446,8,7524,7,8489,14,1151,1447,6,2604,0,2618,12,9,4,59,72,0,84,984,8230,1897,73,10200,7,11191,12,29,5,0,34,53,99,18913,8878,1905,86,10869,74,29856
CED223,64,3,2632,107,400,16,0,416,0,523,0,40,29,0,69,0,69,0,0,0,3,3,0,3,107,440,45,3,488,0,595,0,0,0,0,0,4,4,2672,500,45,7,552,7,3231,1480,48,0,0,48,0,1528,51,262,10,0,272,0,323,3,10,18,0,28,0,31,3,0,0,0,0,0,3,57,272,28,0,300,0,357,0,0,0,0,0,0,0,1537,320,28,0,348,0,1885,791,31,0,4,35,0,826,30,161,8,0,169,0,199,0,5,5,0,10,3,13,0,0,0,0,0,0,0,30,166,13,0,179,3,212,0,0,0,0,0,3,3,821,197,13,4,214,6,1041,19086,660,6,20,686,12,19784,1018,3450,122,0,3572,0,4590,13,256,175,0,431,9,453,17,4,0,12,16,0,33,1048,3710,297,12,4019,9,5076,16,10,0,0,10,26,52,20150,4380,303,32,4715,47,24912
CED224,81,0,2688,134,718,37,0,755,4,893,3,60,79,0,139,0,142,4,0,0,0,0,0,4,141,778,116,0,894,4,1039,3,0,0,0,0,4,7,2751,859,116,0,975,8,3734,1926,41,0,4,45,0,1971,88,473,35,0,508,3,599,3,36,39,0,75,0,78,3,0,0,0,0,0,3,94,509,74,0,583,3,680,3,3,3,0,6,3,12,2023,553,77,4,634,6,2663,1042,26,0,5,31,0,1073,46,230,10,0,240,0,286,3,25,22,0,47,0,50,0,0,0,0,0,0,0,49,255,32,0,287,0,336,3,3,0,0,3,3,9,1094,284,32,5,321,3,1418,17930,631,4,16,651,4,18585,1178,4903,184,11,5098,23,6299,12,328,342,0,670,0,682,28,0,0,0,0,0,28,1218,5231,526,11,5768,23,7009,12,15,3,0,18,20,50,19160,5877,533,27,6437,47,25644
CED225,69,3,3577,88,421,12,3,436,3,527,0,28,24,0,52,0,52,0,0,0,3,3,0,3,88,449,36,6,491,3,582,3,3,0,0,3,0,6,3596,521,36,6,563,6,4165,1621,28,0,5,33,0,1654,42,222,16,4,242,0,284,0,21,13,0,34,0,34,0,0,0,0,0,0,0,42,243,29,4,276,0,318,0,0,0,0,0,0,0,1663,271,29,9,309,0,1972,573,6,0,0,6,3,582,14,102,5,0,107,3,124,3,7,8,0,15,0,18,0,0,0,0,0,0,0,17,109,13,0,122,3,142,0,0,0,0,0,0,0,590,115,13,0,128,6,724,25826,612,9,14,635,18,26479,821,3245,98,7,3350,15,4186,6,210,112,0,322,0,328,17,6,0,21,27,0,44,844,3461,210,28,3699,15,4558,17,25,0,0,25,13,55,26687,4098,219,42,4359,46,31092
