region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
CED212,575,532,431,228,88,18,2240,29,362,479,498,458,157,43,7,2033,691,2843,3074,2253,1718,992,440,115,12126,686,1747,2257,2056,1866,1171,519,168,10470,198,284,344,365,355,202,84,35,1867,2138,3870,4187,4103,2996,1831,908,245,20278,334,316,260,212,154,62,26,11,1375,2670,4470,4791,4680,3505,2095,1018,291,23520,76,167,236,247,275,198,134,54,1387,1503,984,1428,1561,1539,1642,1622,1037,11316,5664,10932,12840,11827,9792,6483,3864,1690,63092
CED213,352,356,421,304,82,16,1707,17,221,406,442,457,212,51,7,1813,404,1814,2250,1921,1853,1244,515,116,10117,496,1284,1942,1847,1835,1397,650,142,9593,168,209,342,371,348,264,100,38,1840,2109,3787,4636,4623,3487,2355,1178,319,22494,295,296,272,253,157,80,33,8,1394,2572,4292,5250,5247,3992,2699,1311,365,25728,75,118,210,249,240,247,124,54,1317,1425,835,1308,1512,1753,2105,2112,1191,12241,5002,8727,11718,11574,10551,8208,4845,1891,62516
CED214,1871,1086,482,124,27,11,6106,53,806,1066,802,365,85,18,0,3195,1685,8004,6161,3022,1452,437,141,36,20938,1178,2781,2580,1848,1036,381,176,53,10033,151,303,398,328,176,78,39,7,1480,1471,2904,3053,2817,1835,928,614,211,13833,249,256,209,162,87,25,12,0,1000,1871,3463,3660,3307,2098,1031,665,218,16313,85,259,223,220,141,93,59,16,1096,2108,2369,1941,1724,1566,1312,1306,686,13012,7114,20053,17502,12009,7140,3463,2392,1020,70693
CED215,307,304,326,127,33,7,1358,24,275,356,426,445,141,35,6,1708,586,2023,1720,1685,1543,665,253,62,8537,380,1049,1406,1647,1675,931,354,87,7529,166,264,262,305,321,178,67,14,1577,2294,4091,4152,4641,3684,2093,876,207,22038,382,351,249,257,169,50,13,6,1477,2842,4706,4663,5203,4174,2321,956,227,25092,80,138,148,219,293,238,94,35,1245,1638,1371,1405,1520,1905,1898,1612,678,12027,5564,9802,10005,11004,10361,6321,3337,1102,57496
CED216,2296,2055,1250,518,189,51,7972,37,476,1110,1164,794,279,69,23,3952,1644,5063,7258,5968,3749,1684,758,299,26423,687,1421,2507,2582,2232,1346,684,239,11698,90,124,284,362,318,191,92,51,1512,771,1224,1723,2069,1385,947,584,282,8985,126,92,116,134,117,56,16,22,679,987,1440,2123,2565,1820,1194,692,355,11176,60,124,176,250,240,207,152,91,1300,1080,856,1099,1251,1169,1154,1458,1344,9411,4596,10892,16569,15835,11254,6382,4002,2402,71932
CED217,1010,471,210,56,13,3,3289,46,519,531,305,178,37,8,3,1627,1658,6690,4828,2385,1308,340,94,16,17319,1375,3402,2965,1834,1000,343,97,24,11040,230,486,560,415,230,69,24,3,2017,2268,4724,4564,3612,2474,1042,379,85,19148,324,422,332,268,129,16,3,0,1494,2822,5632,5456,4295,2833,1127,406,88,22659,129,339,313,277,236,99,52,4,1449,3032,2915,2627,2404,2108,1483,942,437,15948,9131,20954,17730,11971,7873,3485,1612,575,73331
CED218,2506,2014,1503,714,225,62,10563,70,999,1099,1008,754,278,72,14,4294,3083,10899,7268,5315,3777,1833,846,271,33292,1003,2475,2038,1865,1780,1162,565,181,11069,100,214,231,255,231,160,72,40,1303,926,1718,1204,1148,821,543,332,117,6809,142,129,96,83,69,41,17,9,586,1168,2061,1531,1486,1121,744,421,166,8698,85,184,165,200,179,151,114,75,1153,1464,1987,1289,1163,1118,1094,1063,759,9937,7091,21926,15896,13051,10232,5976,3306,1528,79006
CED219,927,507,263,73,20,4,3079,45,422,449,308,179,59,7,0,1469,1174,4893,3673,2164,1163,331,115,29,13542,1225,3512,3203,2263,1276,438,146,28,12091,271,440,526,430,277,95,33,3,2075,2891,5667,5769,4920,3001,1285,490,77,24100,495,525,415,304,152,31,8,0,1930,3657,6632,6710,5654,3430,1411,531,80,28105,137,356,386,336,267,143,65,16,1706,2347,1864,2064,2025,1734,1337,1049,470,12890,8623,18926,17412,13257,8312,3792,1933,627,72882
CED220,1396,740,389,151,52,14,4865,34,466,707,539,320,96,25,3,2190,1518,5934,4962,2731,1560,588,289,96,17678,1184,2476,2343,1820,1278,591,349,103,10144,107,203,316,305,247,126,76,23,1403,1259,2169,2660,2583,1837,1176,783,242,12709,182,155,164,128,102,34,18,6,789,1548,2527,3140,3016,2186,1336,877,271,14901,109,226,249,207,183,128,110,54,1266,1398,1381,1188,1248,1141,1217,1344,797,9714,5928,14996,13985,10301,7057,4107,3046,1338,60758
CED221,320,392,401,153,38,9,1530,15,254,432,531,493,185,21,6,1937,330,1921,2093,1831,1793,751,274,81,9074,371,1085,1648,1859,1781,1022,385,85,8236,132,214,288,344,331,150,49,23,1531,2076,3593,4097,4370,3331,1686,722,180,20055,454,344,284,271,202,74,16,3,1648,2662,4151,4669,4985,3864,1910,787,206,23234,64,86,164,217,259,196,134,54,1174,1162,767,961,1237,1486,1522,1554,810,9499,4617,8468,10287,11052,10077,5739,3193,1251,54684
CED222,1037,689,433,200,45,6,3444,34,457,683,520,363,119,28,5,2209,1163,4959,4352,2609,1548,615,270,71,15587,934,2660,2823,2079,1491,724,311,94,11116,170,330,434,369,297,137,81,33,1851,1840,3653,4085,3697,2577,1457,697,250,18256,290,307,252,230,148,41,23,0,1291,2300,4290,4771,4296,3022,1635,801,283,21398,81,216,262,273,231,156,100,34,1353,1739,1515,1680,1683,1576,1494,1499,788,11974,6301,15081,15608,12149,8664,4943,3054,1281,67081
CED223,1599,1377,1094,469,125,26,6013,58,723,1071,940,772,225,49,8,3846,1471,5418,5085,3830,2791,1059,410,116,20180,682,1741,2100,2131,1893,941,369,139,9996,138,168,309,396,336,142,90,38,1617,1503,2322,2806,2778,2000,1364,720,201,13694,198,142,153,132,128,44,8,3,808,1839,2632,3268,3306,2464,1550,818,242,16119,61,147,180,201,217,138,106,37,1087,1121,853,894,1013,1059,1131,1213,929,8213,5326,12743,14197,12798,10290,5513,3090,1497,65454
CED224,2580,2690,1873,853,347,91,11080,74,696,1029,1184,890,320,102,27,4322,2727,7671,6480,6516,4342,2043,987,443,31209,829,1555,1722,2036,2000,1144,706,324,10316,115,130,176,283,237,151,91,75,1258,785,1167,999,1180,768,568,389,153,6009,114,105,81,93,80,47,22,7,549,1014,1402,1256,1556,1085,766,502,235,7816,68,146,145,194,185,137,114,90,1079,1286,1179,850,983,907,837,964,947,7953,6214,15079,14062,15159,11282,6100,3722,2157,73775
CED225,855,664,480,174,49,11,2814,37,434,698,575,465,138,34,6,2387,900,3783,3788,2579,1778,719,230,70,13847,820,2097,2800,2319,1761,811,270,74,10952,174,298,411,432,335,173,60,22,1905,2300,4151,5015,4671,3150,1627,657,140,21711,293,273,244,247,171,61,21,4,1314,2767,4722,5670,5350,3656,1861,738,166,24930,81,160,246,259,229,163,77,28,1243,1443,938,1298,1433,1297,1178,998,557,9142,6069,12694,15355,13179,9666,5044,2396,912,65315
CED226,1647,641,317,103,23,3,5842,51,729,667,455,267,63,13,3,2248,1439,7674,5087,2450,1361,392,79,25,18507,1324,3943,3492,2344,1456,484,138,28,13209,305,587,608,487,311,109,24,8,2439,3416,6858,6159,5036,3258,1321,439,109,26596,509,600,445,261,167,38,6,3,2029,4230,8045,7212,5784,3736,1468,469,120,31064,153,460,376,336,251,141,50,21,1788,2876,3037,2829,2372,2149,1482,1010,438,16193,10154,26915,21310,14382,9537,4133,1782,638,88851
CED227,210,180,158,59,9,4,798,22,208,321,347,277,90,22,4,1291,470,1828,1685,1360,1091,445,196,42,7117,315,1025,1382,1340,1207,615,227,80,6191,153,193,282,260,247,85,33,7,1260,2023,3203,3440,3759,2542,1267,530,124,16888,404,342,286,218,126,45,6,0,1427,2580,3738,4008,4237,2915,1397,569,131,19575,47,98,147,188,204,147,93,37,961,1479,963,1252,1460,1645,1695,1768,950,11212,4924,8027,9005,9112,7497,4448,2884,1248,47145
CED228,906,681,432,127,35,3,3624,40,477,586,513,351,89,19,6,2081,1445,5243,3973,2553,1489,444,160,42,15349,987,2210,1833,1475,1086,480,182,57,8310,146,241,295,284,201,95,44,19,1325,1267,2532,2455,2243,1714,1158,655,197,12221,172,235,183,139,102,28,7,6,872,1585,3008,2933,2666,2017,1281,706,222,14418,80,206,167,169,158,117,69,24,990,1560,1736,1490,1368,1478,1458,1450,731,11271,5763,14254,11888,9425,7011,3996,2621,1085,56043
CED229,870,801,604,294,60,11,3262,48,490,754,737,641,189,30,6,2895,889,4047,4158,3032,2273,978,287,61,15725,871,2361,3096,2746,2085,1032,288,58,12537,226,380,506,470,375,189,63,24,2233,2999,5598,6431,5841,3908,1829,643,131,27380,408,423,313,264,193,62,9,3,1675,3633,6401,7250,6575,4476,2080,715,158,31288,93,193,292,351,319,181,75,27,1531,1820,1215,1703,1814,1832,1472,1119,502,11477,7378,15305,18123,16056,12230,6226,2574,823,78715
CED230,297,302,323,182,47,5,1426,29,249,356,400,405,147,25,5,1616,470,2077,1835,1625,1551,744,242,60,8604,472,1489,1584,1550,1541,943,365,75,8019,192,296,331,303,277,179,56,26,1660,2565,4604,4627,4496,3208,1882,841,194,22417,362,404,292,229,185,47,13,4,1536,3119,5304,5250,5028,3670,2108,910,224,25613,78,158,146,209,242,168,109,37,1147,1349,866,1116,1345,1510,1675,1565,797,10223,5529,10401,10584,10459,9242,5967,3263,1203,56648
CED231,3634,2381,1785,751,169,35,15559,192,2087,1532,1041,844,210,47,3,5956,6754,21926,8228,4057,2835,1209,356,97,45462,1979,3920,2250,1483,1248,555,220,64,11719,172,349,279,234,147,79,27,8,1295,1522,3112,1813,1329,828,444,205,77,9330,230,273,166,111,75,19,7,4,885,1924,3734,2258,1674,1050,542,239,89,11510,225,332,210,170,163,124,45,18,1287,3991,5274,2809,2031,1682,1247,953,392,18379,15572,43570,20921,12837,9607,4638,2029,698,109872
CED232,3143,2092,1631,681,165,34,12282,89,1347,1386,1070,745,223,63,10,4933,3217,16155,9001,5156,3789,1513,589,179,39599,1132,3542,2740,1952,1811,903,387,124,12591,130,345,346,268,259,140,42,21,1551,1127,2966,1874,1507,1105,640,379,168,9766,158,254,149,76,75,34,16,0,762,1415,3565,2369,1851,1439,814,437,189,12079,91,315,259,201,224,166,91,51,1398,1862,3490,2366,1777,1681,1336,1237,944,14693,8074,32682,21264,14099,11320,5636,2969,1531,97575
CED233,1394,1296,934,445,92,19,5346,46,358,673,704,535,212,55,11,2594,1731,4811,4890,4051,2811,1442,523,150,20409,658,1381,2046,2146,1868,1314,532,149,10094,98,135,288,421,321,211,105,27,1606,1021,1354,2053,2377,1580,1571,732,161,10849,145,103,118,154,109,63,26,6,724,1264,1592,2459,2952,2010,1845,863,194,13179,76,104,181,245,237,210,122,39,1214,909,580,733,909,1032,1265,1104,726,7258,4771,9905,12376,12303,9427,6733,3291,1288,60094
CED234,251,242,186,69,26,4,986,23,251,314,344,276,88,12,4,1312,463,1906,1715,1355,1162,415,168,47,7231,328,1008,1315,1345,1192,666,264,73,6191,133,226,283,280,234,95,51,18,1320,1999,3279,3785,3831,2679,1467,658,137,17835,321,297,254,196,113,58,16,0,1255,2453,3802,4322,4307,3026,1620,725,155,20410,64,131,144,197,180,153,109,37,1015,1510,1036,1315,1501,1557,1850,1780,941,11490,4844,8339,9376,9291,7579,4861,3084,1261,48635
CED235,659,422,228,67,8,3,2517,50,317,344,287,174,39,13,3,1227,1285,3980,2658,1667,1029,301,88,13,11021,985,2174,1930,1427,897,347,112,24,7896,182,288,349,358,200,62,21,0,1460,1845,3017,3094,2963,2072,1063,424,80,14558,247,276,192,165,110,19,6,0,1015,2274,3581,3635,3486,2382,1144,451,80,17033,93,190,215,196,151,85,33,12,975,1754,1412,1307,1490,1499,1178,1048,509,10197,6501,12724,10748,8975,6360,3161,1753,644,50866
CED236,273,300,266,113,28,7,1158,21,244,378,387,367,104,22,3,1526,442,1960,1897,1624,1517,595,221,55,8311,287,975,1404,1558,1503,770,295,77,6869,154,229,272,298,247,138,36,23,1397,2117,3413,3865,3964,2734,1315,554,156,18118,319,279,238,186,156,42,12,5,1237,2590,3921,4375,4448,3137,1495,602,184,20752,55,123,161,238,231,187,101,25,1121,1220,868,1140,1499,1693,1644,1710,819,10593,4632,8245,9628,10054,8714,4908,2979,1170,50330
CED237,2108,1210,617,130,38,10,7058,56,1033,1165,860,434,79,29,6,3662,2253,9312,5880,2965,1494,416,148,37,22505,1199,3227,2422,1572,947,380,212,55,10014,157,287,376,304,182,67,47,12,1432,1566,2969,2786,2380,1486,827,673,266,12953,212,238,195,133,67,22,15,6,888,1935,3494,3357,2817,1735,916,735,284,15273,97,249,220,183,131,78,78,30,1066,1858,2245,1633,1490,1269,1437,1754,1023,12709,7566,22337,16785,11097,6627,3436,2994,1445,72287
CED294,52,28,12,9,0,0,244,6,38,34,8,14,3,0,0,103,120,450,191,91,64,18,4,3,941,64,147,80,58,54,14,9,0,426,22,17,26,13,18,3,5,0,104,135,224,185,159,111,62,9,4,889,38,29,15,12,7,3,0,0,104,195,270,226,184,136,68,14,4,1097,4,17,12,14,10,3,0,3,63,357,413,405,297,142,87,45,14,1760,760,1464,1000,680,432,202,72,24,4634
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,14,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,6,0,7,3,7,3,3,0,3,26
CED301,304,321,226,83,17,0,1208,21,197,273,267,190,69,12,0,1029,615,2176,1714,1271,920,411,130,20,7257,442,1300,1605,1612,1076,490,149,28,6702,206,325,354,316,253,90,41,7,1592,2485,4448,4100,3833,2821,1482,601,115,19885,673,522,279,235,119,33,7,6,1874,3364,5295,4733,4384,3193,1605,649,128,23351,105,143,194,211,196,136,62,19,1066,1811,1466,1607,1502,1258,1193,970,480,10287,6372,10820,10430,9568,7059,3987,1989,675,50900
CED302,1289,1114,625,229,62,9,4405,48,444,680,597,374,112,41,3,2299,1421,5077,5087,3211,2046,777,306,70,17995,802,1791,2465,2198,1522,736,308,113,9935,171,262,379,341,294,129,70,33,1679,1810,3325,3482,3423,2418,1381,755,199,16793,427,280,207,159,149,45,22,3,1292,2408,3867,4068,3923,2861,1555,847,235,19764,86,175,226,246,186,135,91,38,1183,1362,1154,1180,1231,1086,1064,1137,660,8874,6181,13531,14995,12520,8700,4608,2792,1128,64455
CED303,521,631,465,199,61,15,2172,22,171,369,424,324,107,37,6,1460,762,2272,2831,2399,1713,753,276,88,11094,623,1446,2360,2408,1770,872,335,112,9926,200,289,356,397,345,193,66,23,1869,2328,3907,4197,4656,3625,1919,886,218,21736,556,314,239,195,130,52,13,3,1502,3084,4510,4792,5248,4100,2164,965,244,25107,78,144,251,287,272,212,128,32,1404,1161,783,1057,1199,1274,1151,1121,661,8407,5754,9582,12181,12596,9918,5458,2923,1158,59570
CED304,2694,2098,1187,386,81,31,9598,92,1067,1200,911,538,140,35,7,3990,3596,12894,7976,4562,2708,1067,366,108,33277,1264,2985,2310,1887,1378,652,283,90,10849,188,330,302,247,241,101,40,13,1462,1953,3437,2227,1898,1350,666,359,134,12024,368,304,167,102,80,40,14,4,1079,2509,4071,2696,2247,1671,807,413,151,14565,122,279,216,208,163,117,77,22,1204,2056,3031,1707,1387,1170,808,777,575,11511,9830,27257,18799,13300,8815,3977,2032,984,84994
CED305,404,384,322,93,31,0,1519,25,198,329,324,199,64,14,5,1158,765,2842,2239,1717,1151,446,152,29,9341,256,982,1504,1550,1032,401,134,33,5892,181,280,317,258,193,91,28,7,1355,2792,5225,4883,4527,3082,1384,554,114,22561,600,442,239,186,111,29,5,3,1615,3573,5947,5439,4971,3386,1504,587,124,25531,92,144,182,219,181,124,55,15,1012,2131,2114,2133,2323,1810,1521,1425,716,14173,6864,12490,12230,11488,8081,4153,2398,922,58626
CED306,393,466,275,89,18,5,1600,23,192,295,341,199,59,13,0,1122,777,2818,2551,1855,1141,411,128,33,9714,360,1261,1819,1849,1126,499,143,30,7087,184,305,366,329,228,92,29,8,1541,3126,5470,5305,5163,3526,1620,585,109,24904,517,401,303,229,116,47,3,3,1619,3827,6176,5974,5721,3870,1759,617,120,28064,102,180,217,288,212,136,79,22,1236,2203,2351,2290,2302,1773,1342,1185,593,14039,7308,13316,13539,12822,8596,4295,2183,803,62862
CED307,823,750,473,136,28,5,2667,27,298,639,525,344,105,19,0,1957,814,3366,4015,2698,1534,577,150,39,13193,635,1736,2559,2417,1694,590,169,43,9843,186,300,423,346,311,131,33,9,1739,2306,4182,4518,4033,2832,1339,394,97,19701,460,336,249,184,127,35,9,3,1403,2952,4818,5190,4563,3270,1505,436,109,22843,78,155,233,232,209,124,61,20,1112,1092,808,1003,1028,918,751,635,361,6596,5617,11614,14462,12213,8442,3788,1498,577,58211
CED308,713,615,403,161,45,4,2628,30,252,368,284,220,78,17,7,1256,977,3135,3053,2018,1364,667,198,60,11472,814,1952,2602,2133,1557,830,294,77,10259,203,336,426,390,364,182,59,13,1973,2279,4267,4646,4322,3297,1997,780,198,21786,460,346,293,214,125,57,19,3,1517,2942,4949,5365,4926,3786,2236,858,214,25276,131,226,296,345,304,215,119,32,1668,1638,1494,1627,1604,1580,1604,1379,811,11737,6600,12627,14024,11925,9214,5791,2910,1205,64296
CED309,568,566,470,281,72,10,2224,23,184,451,455,408,157,38,4,1720,442,2561,3043,2460,1946,1022,370,112,11956,450,1257,2255,2258,1916,1081,474,122,9813,156,245,363,358,376,217,97,20,1832,1952,3559,4303,4549,3284,1913,812,231,20603,474,292,232,225,171,61,23,4,1482,2582,4096,4898,5132,3831,2191,932,255,23917,60,129,229,296,312,254,157,51,1488,1150,870,1144,1238,1282,1340,1297,818,9139,4721,9340,12588,12405,10165,6326,3340,1372,60257
CED310,427,454,423,243,81,5,1847,24,155,378,371,356,151,33,7,1475,524,2063,2468,1941,1648,966,379,75,10064,438,1255,1938,1882,1592,1057,439,112,8713,174,244,328,324,317,218,83,23,1711,1918,3399,4021,3947,3088,2004,1063,281,19721,467,231,250,168,121,65,29,6,1337,2559,3874,4599,4439,3526,2287,1175,310,22769,79,160,196,233,289,284,150,49,1440,1160,845,1194,1188,1182,1416,1442,738,9165,4794,8556,11200,10508,9016,6404,3699,1296,55473
CED311,309,247,169,62,6,0,1033,24,187,268,268,142,59,6,0,954,599,2506,2079,1392,962,363,70,7,7978,258,1066,1586,1582,1057,428,96,18,6091,188,281,381,336,260,100,14,6,1566,2765,5325,5182,4754,3334,1430,427,70,23287,553,450,297,226,131,34,9,0,1700,3506,6056,5860,5316,3725,1564,450,76,26553,67,165,228,244,196,142,64,10,1116,1992,1763,1937,2173,1821,1583,1041,419,12729,6459,11970,12267,11222,8072,4201,1733,530,56454
CED312,375,315,250,73,21,3,1375,40,171,279,233,167,46,9,0,945,670,2657,2058,1502,999,371,124,26,8407,647,1873,2023,1718,1150,458,137,36,8042,261,419,402,330,262,99,43,11,1827,2717,4928,4711,4074,3153,1562,581,121,21847,610,515,330,217,133,43,10,0,1858,3588,5862,5443,4621,3548,1704,634,132,25532,112,213,202,290,237,165,83,14,1316,1867,1440,1586,1477,1354,1202,935,463,10324,6944,12534,11966,10156,7705,4019,1943,674,55941
CED313,2419,1678,963,303,76,13,8189,80,991,1097,803,475,122,26,4,3598,2902,11060,7306,4099,2255,769,291,87,28769,1150,2860,2629,1914,1220,588,238,66,10665,163,316,299,280,249,97,49,18,1471,1854,3847,2719,2223,1552,799,472,159,13625,394,286,166,96,90,24,11,6,1073,2411,4449,3184,2599,1891,920,532,183,16169,110,271,258,211,194,122,74,28,1268,1700,2299,1573,1319,1108,814,887,606,10306,8507,24513,18466,12623,8106,3638,2124,987,78964
CED314,678,675,492,236,52,9,2612,17,225,390,405,344,134,37,3,1555,806,3006,2834,2183,1593,773,275,79,11549,448,1326,1760,1889,1315,676,300,59,7773,203,239,328,282,250,146,47,13,1508,2809,4050,3642,3602,2479,1271,566,127,18546,670,399,244,193,134,44,15,3,1702,3682,4688,4214,4077,2863,1461,628,143,21756,87,142,189,185,215,159,100,29,1106,1480,1083,1174,1195,1259,1270,1459,946,9866,6543,10917,11239,10609,8081,4709,2851,1268,56217
CED315,639,628,397,163,42,6,2423,46,289,354,322,235,75,10,4,1335,1172,4092,3013,2026,1304,540,161,39,12347,453,1440,2050,1804,1187,465,175,42,7616,230,322,361,293,200,88,34,14,1542,3037,5618,4676,4234,2778,1292,517,91,22243,716,440,254,187,105,28,7,3,1740,3983,6380,5291,4714,3083,1408,558,108,25525,131,210,214,232,220,131,51,17,1206,2328,2022,1864,1870,1488,1111,939,530,12152,8138,14956,13425,11596,7914,3893,1936,746,62604
CED316,263,292,235,125,31,8,1114,7,112,280,265,261,103,19,0,1047,358,1620,1755,1472,1181,655,223,55,7319,191,768,1284,1477,1371,876,315,67,6349,181,202,304,358,311,179,72,12,1619,1738,2945,3618,4025,3784,2735,1093,244,20182,645,407,320,255,175,74,16,0,1892,2564,3554,4242,4638,4270,2988,1181,256,23693,82,128,160,235,309,281,155,38,1388,1327,949,1202,1416,1692,2213,1959,907,11665,4539,7281,9186,9795,9319,7241,3883,1331,52575
CED317,288,321,252,104,27,6,1194,23,146,235,283,200,81,14,0,982,550,2123,1892,1509,1251,560,161,43,8089,276,966,1540,1494,1182,595,193,42,6288,154,259,337,334,251,103,28,10,1476,2530,4399,4838,4948,3592,1812,625,116,22860,488,365,276,217,141,46,8,3,1544,3172,5023,5451,5499,3984,1961,661,129,25880,83,158,195,267,289,200,97,18,1307,2350,2155,2400,2362,2092,1836,1365,531,15091,6463,10758,12001,11735,9250,5337,2518,769,58831
CED318,689,674,446,189,41,14,2518,32,292,451,492,300,76,9,3,1655,736,3684,3530,2693,1740,645,202,46,13276,438,1798,2721,2384,1613,716,191,34,9895,241,376,451,398,301,123,27,14,1931,2502,4980,5274,4828,3290,1547,515,102,23038,648,573,413,317,178,42,7,6,2184,3391,5929,6138,5543,3769,1712,549,122,27153,126,241,325,363,330,210,76,27,1698,2763,2808,2767,2613,2191,1380,881,469,15872,7519,15184,16621,14762,10389,4928,1949,715,72067
CED319,1206,915,591,200,70,8,4211,52,533,761,554,379,111,29,8,2427,1472,6288,5199,3003,1813,789,341,99,19004,817,2110,2548,2047,1384,749,398,117,10170,200,342,392,353,295,139,65,17,1803,2132,3853,3590,3239,2369,1383,860,222,17648,434,308,239,160,117,34,12,6,1310,2766,4503,4221,3752,2781,1556,937,245,20761,79,227,227,239,212,163,112,58,1317,1373,1441,1314,1233,1103,1198,1560,1264,10486,6617,16265,15476,11743,8263,4766,3447,1799,68376
CED320,252,231,260,125,27,4,1071,19,141,240,232,213,91,13,3,952,438,1655,1697,1275,1060,581,190,52,6948,477,1301,1830,1676,1317,790,220,51,7662,233,305,423,384,313,164,48,11,1881,2594,4282,4672,4227,3290,1948,796,151,21960,696,432,275,213,154,58,21,0,1849,3523,5019,5370,4824,3757,2170,865,162,25690,110,172,212,232,268,190,92,29,1305,1796,1475,1630,1471,1498,1474,1288,603,11235,6374,9924,11231,9941,8373,5421,2695,904,54863
CED321,207,187,188,91,18,4,898,25,149,244,264,213,75,23,0,993,541,2335,1930,1391,1190,578,188,61,8214,235,1044,1556,1591,1262,595,212,50,6545,172,265,435,374,303,139,38,14,1740,2456,3788,3773,3801,2965,1517,495,112,18907,603,401,301,212,130,57,8,0,1712,3231,4454,4509,4387,3398,1713,541,126,22359,69,127,176,206,243,168,83,30,1102,1549,1273,1684,1699,1787,1807,1491,652,11942,5660,9575,10306,9725,8281,5027,2556,923,52053
CED322,693,598,462,185,49,15,2686,46,285,375,323,276,87,11,6,1409,1095,3646,3166,2208,1575,718,272,64,12744,756,1933,2482,2108,1568,765,398,102,10112,239,320,415,414,350,190,78,16,2022,2103,3928,4269,4261,3077,1846,909,254,20647,435,289,229,224,140,79,26,3,1425,2777,4537,4913,4899,3567,2115,1013,273,24094,120,201,244,317,344,204,130,55,1615,1635,1427,1518,1588,1589,1525,1581,1000,11863,6491,12651,13391,12041,9381,5599,3454,1515,64523
CED323,770,590,478,208,59,14,3367,66,312,294,287,249,81,34,6,1329,1687,4712,3099,2253,1811,927,366,122,14977,1174,2419,2302,2035,1614,916,407,108,10975,295,361,402,391,308,191,78,25,2051,2351,4261,3808,3583,2923,1827,842,252,19847,428,349,214,162,159,63,19,10,1404,3074,4971,4424,4136,3390,2081,939,287,23302,137,295,237,330,337,271,146,65,1818,2735,2943,2255,2108,2159,2001,1784,1053,17038,8988,16785,13381,11739,10038,6485,3735,1655,72806
