State;Division;Ballot Position;Member;Candidate;Party;Gender;Vote;Vote Percent;Swing
VIC;McMillan;2;;ROBERTS, David;NP;M;2172;2.74;2.74
VIC;McMillan;3;;FORBES, Jim;LP;M;31532;39.80;0.89
VIC;McMillan;4;;WALL, David;DEM;M;3233;4.08;-0.17
VIC;McMillan;5;;FARRAR, Jenny;GRN;F;2918;3.68;1.51
VIC;McMillan;6;#;ZAHRA, Christian;ALP;M;35238;44.48;7.57
VIC;McMillan;7;;HOLTMAN, John F;HAN;M;2864;3.62;-1.61
VIC;McMillan;901;;;ASP;;0;0.00;-3.89
VIC;McMillan;904;;;NLP;;0;0.00;-0.15
VIC;McMillan;905;;;UNI;;0;0.00;-0.33
VIC;McMillan;906;;;FST;;0;0.00;-2.68
VIC;McMillan;997;;;OTH;;0;0.00;-5.47
VIC;Mallee;1;;KELLY, Timothy;DEM;M;3532;4.66;0.10
VIC;Mallee;2;;ZIGOURAS, John;ALP;M;15440;20.37;-1.47
VIC;Mallee;3;;RIVENDELL, Julie;GRN;F;1809;2.39;2.39
VIC;Mallee;4;;MACKLEY, Bob;HAN;M;6550;8.64;-3.97
VIC;Mallee;5;#;FORREST, John;NP;M;44769;59.06;1.88
VIC;Mallee;6;;DOUGLASS, Ross;IND;M;3704;4.89;4.89
VIC;Mallee;904;;;CEC;;0;0.00;-0.80
VIC;Mallee;997;;;OTH;;0;0.00;-3.02
VIC;Maribyrnong;1;;KOZLOWSKI, Andre;CEC;M;1840;2.46;0.64
VIC;Maribyrnong;2;;BECKWITH, Jules;GRN;F;2878;3.85;1.36
VIC;Maribyrnong;3;;BARCLAY, Grahame;LP;M;20705;27.67;3.25
VIC;Maribyrnong;4;#;SERCOMBE, Bob;ALP;M;44825;59.91;-4.75
VIC;Maribyrnong;5;;WILLIAMS, Charles;DEM;M;4567;6.10;1.48
VIC;Maribyrnong;903;;;UNI;;0;0.00;-1.61
VIC;Maribyrnong;905;;;NLP;;0;0.00;-0.36
VIC;Melbourne;1;#;TANNER, Lindsay James;ALP;M;39978;47.65;-10.25
VIC;Melbourne;2;;FERRARI, James Stephen;;M;558;0.67;0.21
VIC;Melbourne;3;;JOLLY, Stephen;;M;1260;1.50;1.50
VIC;Melbourne;4;;CURR, Pamela;GRN;F;13174;15.70;9.64
VIC;Melbourne;5;;FRANTZESKOS, Con;LP;M;20870;24.87;0.57
VIC;Melbourne;6;;MCKENNA, Brent;DEM;M;8062;9.61;0.64
VIC;Melbourne;905;;;UNI;;0;0.00;-1.38
VIC;Melbourne;906;;;NLP;;0;0.00;-0.22
VIC;Melbourne;907;;;CEC;;0;0.00;-0.17
VIC;Melbourne;908;;;DSL;;0;0.00;-0.54
VIC;Melbourne Ports;1;;CHIPP, Greg;DEM;M;7328;9.27;1.08
VIC;Melbourne Ports;2;;BECK, Jeremy;CEC;M;305;0.39;0.39
VIC;Melbourne Ports;3;#;DANBY, Michael;ALP;M;31110;39.36;-4.74
VIC;Melbourne Ports;4;;KAVANAGH, Jeannette;GRN;F;8912;11.28;6.55
VIC;Melbourne Ports;5;;MCLORINAN, Andrew;LP;M;31384;39.71;0.72
VIC;Melbourne Ports;901;;;HAN;;0;0.00;-1.85
VIC;Melbourne Ports;902;;;UNI;;0;0.00;-1.90
VIC;Melbourne Ports;906;;;NLP;;0;0.00;-0.24
VIC;Menzies;1;;WATSON, Barry;GRN;M;4301;5.51;5.51
VIC;Menzies;2;#;ANDREWS, Kevin;LP;M;41565;53.28;6.39
VIC;Menzies;3;;GRIFFIN, Brendan;NGST;M;1135;1.45;1.45
VIC;Menzies;4;;RYAN, Michael;DEM;M;5113;6.55;0.74
VIC;Menzies;5;;VASILOPOULOS, Olga;ALP;F;25895;33.19;0.34
VIC;Menzies;902;;;HAN;;0;0.00;-1.83
VIC;Menzies;906;;;NLP;;0;0.00;-0.32
VIC;Menzies;907;;;UNI;;0;0.00;-1.83
VIC;Menzies;997;;;OTH;;0;0.00;-10.46
VIC;Murray;1;;BUSH, Simon;IND;M;2483;3.12;3.12
VIC;Murray;2;#;STONE, Sharman;LP;F;53498;67.24;7.81
VIC;Murray;3;;JONES, David;GRN;M;1827;2.30;0.69
VIC;Murray;4;;HELLEMONS, Robert;HAN;M;3162;3.97;-2.81
VIC;Murray;5;;CALDER, Alan;ALP;M;16083;20.21;-0.50
VIC;Murray;6;;TAYLOR, Elizabeth Mary;DEM;F;2514;3.16;0.22
VIC;Murray;901;;;ASP;;0;0.00;-6.80
VIC;Murray;904;;;FST;;0;0.00;-1.23
VIC;Murray;997;;;OTH;;0;0.00;-0.50
VIC;Scullin;1;;MAWHINNEY, Brian;DEM;M;5306;6.53;0.70
VIC;Scullin;2;;CAMPBELL, Trudy;CEC;F;589;0.72;0.72
VIC;Scullin;3;;KOSTADINOSKI, Lucas;LP;M;21706;26.69;2.25
VIC;Scullin;4;;GRAY, Merinda;GRN;F;2421;2.98;2.98
VIC;Scullin;5;#;JENKINS, Harry;ALP;M;51294;63.08;-4.64
VIC;Scullin;902;;;UNI;;0;0.00;-1.23
VIC;Scullin;903;;;NLP;;0;0.00;-0.78
VIC;Wannon;1;;MCDONALD, Leigh;IND;M;1758;2.28;2.28
VIC;Wannon;2;;PACKER, Amanda Elise;DEM;F;2294;2.98;-3.50
VIC;Wannon;3;;O'BRIEN, Robert;IND;M;876;1.14;-1.25
VIC;Wannon;4;;BLAIR, Gillian;GRN;F;2765;3.59;3.59
VIC;Wannon;5;;WITNEY, Ricky;LEF;M;1196;1.55;1.55
VIC;Wannon;6;;SCHMIDT, Olive;HAN;F;2137;2.77;-4.92
VIC;Wannon;7;#;HAWKER, David;LP;M;40366;52.40;3.33
VIC;Wannon;8;;MORROW, Richard;ALP;M;25649;33.29;2.08
VIC;Wannon;906;;;ARP;;0;0.00;-3.17
VIC;Wills;1;;ISHERWOOD, Craig;CEC;M;1367;1.74;1.19
VIC;Wills;2;;GLANZ, David;;M;1036;1.32;1.32
VIC;Wills;3;;DI NATALE, Richard;GRN;M;6081;7.74;7.74
VIC;Wills;4;#;THOMSON, Kelvin;ALP;M;44019;56.03;-7.93
VIC;Wills;5;;VALASINAVICIUS, Vytautas Charles;LP;M;21030;26.77;1.08
VIC;Wills;6;;STONE, Robert;DEM;M;5036;6.41;0.70
VIC;Wills;903;;;PLP;;0;0.00;-2.37
VIC;Wills;905;;;UNI;;0;0.00;-1.73
QLD;Blair;1;;KYSON, Phil;GRN;M;2273;3.26;1.46
QLD;Blair;2;#;THOMPSON, Cameron P;LP;M;31933;45.87;24.17
QLD;Blair;3;;MCKENZIE, Neal R;DEM;M;2284;3.28;-0.35
QLD;Blair;4;;TURNER, Gary;HAN;M;10467;15.03;-20.93
QLD;Blair;5;;RYAN, Dan;IND;M;921;1.32;1.32
QLD;Blair;6;;WENDT, Wayne;ALP;M;19397;27.86;2.57
QLD;Blair;7;;JOHNSTON, Selwyn;IND;M;2131;3.06;3.06
QLD;Blair;8;;COSGROVE, Lindsay David;CEC;M;215;0.31;0.02
QLD;Blair;902;;;NP;;0;0.00;-10.25
QLD;Blair;909;;;NGST;;0;0.00;-0.25
QLD;Blair;997;;;OTH;;0;0.00;-0.82
QLD;Bowman;1;;LAMING, Andrew;LP;M;34121;43.06;5.52
QLD;Bowman;2;;MYATT, Barry Robert;HAN;M;3862;4.87;-6.19
QLD;Bowman;3;;SMITH, Fay Mary;GRN;F;2164;2.73;0.57
QLD;Bowman;4;;SMITH, Chad;DEM;M;3873;4.89;-0.52
QLD;Bowman;5;#;SCIACCA, Con;ALP;M;35213;44.44;0.61
QLD;Brisbane;1;;MONSOUR, Seb;LP;M;33704;39.32;1.30
QLD;Brisbane;2;;JANSEN, P R;HAN;M;1878;2.19;-2.65
QLD;Brisbane;3;;NIELSEN, Richard;GRN;M;6702;7.82;3.06
QLD;Brisbane;4;;LAVELLE, Ashley;;M;864;1.01;1.01
QLD;Brisbane;5;;EKERT, Sue;NP;F;1863;2.17;2.17
QLD;Brisbane;6;;DEWAR, Damian;DEM;M;7947;9.27;3.20
QLD;Brisbane;7;#;BEVIS, Arch;ALP;M;32770;38.23;-6.11
QLD;Brisbane;906;;;DSL;;0;0.00;-0.97
QLD;Brisbane;997;;;OTH;;0;0.00;-1.01
QLD;Capricornia;1;;GILLHAM, Ray;CEC;M;476;0.64;0.27
QLD;Capricornia;2;;CLARKE, Herb;HAN;M;5364;7.18;-6.72
QLD;Capricornia;3;;LEVER, John;NP;M;15889;21.26;-11.09
QLD;Capricornia;4;;SCHUBACK, Peter;IND;M;512;0.69;-0.80
QLD;Capricornia;5;;MURPHY, John Joseph;IND;M;343;0.46;0.46
QLD;Capricornia;6;;JOHNS, Naomi;DEM;F;1334;1.79;-1.23
QLD;Capricornia;7;;TAYLOR, Lea;LP;M;13159;17.61;17.61
QLD;Capricornia;8;;MUIR, Bob;GRN;M;1068;1.43;-0.35
QLD;Capricornia;9;#;LIVERMORE, Kirsten;ALP;F;36580;48.95;1.85
QLD;Dawson;1;;PUKALLUS, Jan;CEC;F;692;0.87;0.87
QLD;Dawson;2;;JONES, Barry;GRN;M;1940;2.45;1.12
QLD;Dawson;3;#;KELLY, De-Anne;NP;F;39827;50.22;8.59
QLD;Dawson;4;;FEENEY, Cherry;ALP;F;26782;33.77;-4.25
QLD;Dawson;5;;ELLUL, Andrew Bernard;IND;M;1050;1.32;1.32
QLD;Dawson;6;;OFFIELD, Karen;DEM;F;2195;2.77;0.75
QLD;Dawson;7;;ROBINSON, Rob;HAN;M;6814;8.59;-7.32
QLD;Dawson;997;;;OTH;;0;0.00;-1.08
QLD;Dickson;1;;HYLAND, Terry;IND;M;1220;1.53;1.53
QLD;Dickson;2;;KERNOT, Cheryl;ALP;F;26557;33.26;-7.34
QLD;Dickson;3;;TURNER, Shayne;DEM;M;4296;5.38;1.30
QLD;Dickson;4;#;DUTTON, Peter;LP;M;36390;45.58;10.79
QLD;Dickson;5;;KIMLIN, Gary;ORP;M;485;0.61;0.61
QLD;Dickson;6;;WHITNEY, Wayne;HAN;M;2575;3.23;-5.29
QLD;Dickson;7;;KRAMER, Paul;GRN;M;2812;3.52;1.44
QLD;Dickson;8;;KESSELS, Colin;IND;M;5203;6.52;6.52
QLD;Dickson;9;;BARNES, J F;IND;M;305;0.38;0.38
QLD;Dickson;909;;;FLR;;0;0.00;-0.30
QLD;Dickson;997;;;OTH;;0;0.00;-9.62
QLD;Fadden;1;;MERLEHAN, Ray;ALP;M;23434;30.51;-0.68
QLD;Fadden;2;;WOOLFORD, Julian;GRN;M;2305;3.00;0.96
QLD;Fadden;3;#;JULL, David Francis;LP;M;42856;55.80;8.31
QLD;Fadden;4;;COTTER, Neil;DEM;M;3308;4.31;-0.20
QLD;Fadden;5;;COYLE, Chris;HAN;M;4897;6.38;-6.42
QLD;Fadden;905;;;CTA;;0;0.00;-1.97
QLD;Fairfax;1;#;SOMLYAY, Alex;LP;M;35868;47.05;11.03
QLD;Fairfax;2;;JACKSON, Karen;DEM;F;3670;4.81;0.80
QLD;Fairfax;3;;MACKELLAR, Jim;HAN;M;6281;8.24;-9.51
QLD;Fairfax;4;;RINGROSE, Joy;GRN;F;3791;4.97;1.50
QLD;Fairfax;5;;HENDERSON, John;ALP;M;19101;25.06;-3.64
QLD;Fairfax;6;;PAULGER, Shane Peter Stanley;IND;M;7519;9.86;9.86
QLD;Fairfax;904;;;CTA;;0;0.00;-1.86
QLD;Fairfax;907;;;NP;;0;0.00;-6.84
QLD;Fairfax;997;;;OTH;;0;0.00;-1.34
QLD;Fisher;1;;TANNOCK, Bruce;HAN;M;5838;7.55;-7.11
QLD;Fisher;2;;ARMSTRONG, Geoff;DEM;M;2872;3.71;-0.19
QLD;Fisher;3;;O'DONNELL, Ray;ALP;M;19406;25.10;-2.69
QLD;Fisher;4;;MCLEOD, Tony;GRN;M;3032;3.92;1.24
QLD;Fisher;5;#;SLIPPER, Peter;LP;M;40173;51.95;3.93
QLD;Fisher;6;;HOURIGAN, Ros;IND;F;6002;7.76;7.76
QLD;Fisher;902;;;CTA;;0;0.00;-1.95
QLD;Fisher;997;;;OTH;;0;0.00;-0.99
QLD;Forde;1;;SMITH, Val;ALP;F;25424;33.00;0.34
QLD;Forde;2;#;ELSON, Kay;LP;F;38263;49.67;6.92
QLD;Forde;3;;DICKSON, Alan;DEM;M;3620;4.70;0.20
QLD;Forde;4;;NGAHOORO, Alice;HAN;F;7372;9.57;-7.53
QLD;Forde;5;;CLYNE, Rose;GRN;F;2363;3.07;0.82
QLD;Forde;902;;;CEC;;0;0.00;-0.33
QLD;Forde;905;;;FLR;;0;0.00;-0.42
QLD;Griffith;1;;ROOKE, Joseph;;M;547;0.65;0.65
QLD;Griffith;2;;MCMAHON, Edmund Gavin;HAN;M;2220;2.65;-4.33
QLD;Griffith;3;;WILSON, Rob;GRN;M;2671;3.19;0.54
QLD;Griffith;4;;VASTA, Ross;LP;M;32249;38.48;-1.79
QLD;Griffith;5;;RENDELL, David;DEM;M;3829;4.57;-0.36
QLD;Griffith;6;;GRAHAM, Ann;NP;F;1591;1.90;1.90
QLD;Griffith;7;#;RUDD, Kevin;ALP;M;40707;48.57;4.40
QLD;Griffith;903;;;AWP;;0;0.00;-1.01
QLD;Groom;1;;KANE, Michael;GRN;M;2774;3.55;1.80
QLD;Groom;2;;WUERSCHING, Barbara;NP;F;8563;10.97;-4.25
QLD;Groom;3;;HOY, David;HAN;M;6958;8.92;-9.05
QLD;Groom;4;#;MACFARLANE, Ian;LP;M;36573;46.86;13.79
QLD;Groom;5;;KING, Leeann;ALP;F;18467;23.66;-1.57
QLD;Groom;6;;BERRY, Rob;IND;M;2192;2.81;2.81
QLD;Groom;7;;EYRES, Stephen;DEM;M;2521;3.23;0.55
QLD;Groom;904;;;CTA;;0;0.00;-1.89
QLD;Groom;997;;;OTH;;0;0.00;-2.19
QLD;Herbert;1;;WEIL, Anthony John;HAN;M;5827;7.08;-7.21
QLD;Herbert;2;;HOOLIHAN, Richard;DEM;M;2494;3.03;0.46
QLD;Herbert;3;;BOWN, Conway;IND;M;6473;7.87;7.87
QLD;Herbert;4;;HILL, Jenny;ALP;F;29897;36.35;-0.84
QLD;Herbert;5;#;LINDSAY, Peter;LP;M;35349;42.98;3.07
QLD;Herbert;6;;GODDARD, Anne;GRN;F;2205;2.68;0.41
QLD;Herbert;904;;;AWP;;0;0.00;-0.81
QLD;Herbert;906;;;CTA;;0;0.00;-1.23
QLD;Herbert;997;;;OTH;;0;0.00;-1.72
QLD;Hinkler;1;;BATES, Theresa;GRN;F;1904;2.55;0.97
QLD;Hinkler;2;;MELVILLE, Peter;IND;M;7147;9.57;9.57
QLD;Hinkler;3;;WHITE, Lisa;DEM;F;1393;1.86;-0.45
QLD;Hinkler;4;;DORRON, Cheryl;ALP;F;28483;38.12;-1.99
QLD;Hinkler;5;#;NEVILLE, Paul;NP;M;29231;39.12;2.54
QLD;Hinkler;6;;JANKE, Martin;HAN;M;6562;8.78;-10.21
QLD;Hinkler;906;;;CEC;;0;0.00;-0.43
QLD;Kennedy;1;;WALL, Jo;DEM;F;2307;3.06;0.53
QLD;Kennedy;2;;RIVAS, Cherie;GRN;F;1601;2.12;0.75
QLD;Kennedy;3;;NEILAN, Alan;ALP;M;17613;23.33;-5.91
QLD;Kennedy;4;;LYLE, Mary;NP;F;10718;14.20;-29.92
QLD;Kennedy;5;;HARRIS, Judith;CEC;F;229;0.30;-0.03
QLD;Kennedy;6;#;KATTER, Bob;IND;M;35555;47.10;47.10
QLD;Kennedy;7;;BURNETT, Jerry;HAN;M;7460;9.88;-8.95
QLD;Kennedy;997;;;OTH;;0;0.00;-3.57
QLD;Leichhardt;1;;EAST, Thomas James;HAN;M;6324;8.51;-5.38
QLD;Leichhardt;2;#;ENTSCH, Warren;LP;M;36215;48.76;7.31
QLD;Leichhardt;3;;TREZISE, Matt;ALP;M;24636;33.17;-3.80
QLD;Leichhardt;4;;METCALFE, Jonathan;GRN;M;3890;5.24;2.35
QLD;Leichhardt;5;;PUGH, Rata Hami;IND;M;561;0.76;0.51
QLD;Leichhardt;6;;SALIER, Harold;DEM;M;2643;3.56;0.41
QLD;Leichhardt;997;;;OTH;;0;0.00;-1.41
QLD;Lilley;1;;MCDONOUGH, Rod;DEM;M;4565;5.70;0.80
QLD;Lilley;2;;ROSS, David;LP;M;31855;39.79;1.51
QLD;Lilley;3;;BOCQUEE, Pierre;HAN;M;2914;3.64;-4.86
QLD;Lilley;4;;MEEHAN, Sue;GRN;F;3011;3.76;1.50
QLD;Lilley;5;#;SWAN, Wayne;ALP;M;37713;47.11;1.94
QLD;Lilley;906;;;CTA;;0;0.00;-0.90
QLD;Longman;1;;BECKETT, Stephen;ALP;M;27629;36.62;1.86
QLD;Longman;2;;SCOPES, Eve;GRN;F;2556;3.39;0.23
QLD;Longman;3;;PATRICK, Bronwyn;DEM;F;2992;3.97;-1.02
QLD;Longman;4;#;BROUGH, Mal;LP;M;34229;45.37;6.44
QLD;Longman;5;;HALLAM, Brian;IND;M;1665;2.21;2.21
QLD;Longman;6;;HARDWICK, Leslie Vernon;CEC;M;148;0.20;0.20
QLD;Longman;7;;BOWDEN, Bert;HAN;M;6223;8.25;-9.90
QLD;McPherson;1;;LIGHT, Inge;GRN;F;4220;5.00;1.76
QLD;McPherson;2;;LEWIS, Paul;HAN;M;4989;5.91;-3.67
QLD;McPherson;3;#;MAY, Margaret;LP;F;46641;55.21;10.04
QLD;McPherson;4;;BRADLEY, Ronald;IND;M;607;0.72;0.72
QLD;McPherson;5;;TRIGGER, Kellie;ALP;F;24055;28.47;-4.65
QLD;McPherson;6;;GOODWIN, Kevin Patrick;IND;M;481;0.57;-0.17
QLD;McPherson;7;;WHITE, Russell V;DEM;M;3485;4.13;0.30
QLD;McPherson;906;;;NP;;0;0.00;-4.32
QLD;Maranoa;1;;WILSON, Rhonda;DEM;F;2977;3.92;1.12
QLD;Maranoa;2;;BOWDEN, David L;ALP;M;17696;23.32;-1.80
QLD;Maranoa;3;;ROLLS, Cindy;CEC;F;600;0.79;0.47
QLD;Maranoa;4;;MCNICHOL, Mark;HAN;M;11429;15.06;-7.34
QLD;Maranoa;5;#;SCOTT, Bruce;NP;M;41685;54.92;9.73
QLD;Maranoa;6;;NEMETH, Noel;GRN;M;1512;1.99;0.58
QLD;Maranoa;997;;;OTH;;0;0.00;-2.75
QLD;Moncrieff;1;;TOBIAS, Josephine;IND;F;2286;2.94;2.94
QLD;Moncrieff;2;;CARROLL, Maurie;IND;M;360;0.46;0.46
QLD;Moncrieff;3;#;CIOBO, Steven;LP;M;39586;50.91;-0.97
QLD;Moncrieff;4;;DOUGLAS, Susie;NP;F;4914;6.32;6.32
QLD;Moncrieff;5;;CHATTERJEE, Victoria;ALP;F;19158;24.64;-4.47
QLD;Moncrieff;6;;ALECKSON, Maxwell A;IND;M;549;0.71;0.71
QLD;Moncrieff;7;;MILLAR, Lesley;HAN;F;4458;5.73;-4.44
QLD;Moncrieff;8;;DERRICK, Kari;DEM;F;3439;4.42;0.81
QLD;Moncrieff;9;;HEPBURN, Dean;GRN;M;3014;3.88;0.87
QLD;Moncrieff;905;;;CTA;;0;0.00;-2.23
QLD;Moreton;1;#;HARDGRAVE, Gary;LP;M;39148;48.74;5.62
QLD;Moreton;2;;LAMB, Andrew;IND;M;1385;1.72;1.72
QLD;Moreton;3;;TAYLOR, Lenore;GRN;F;3677;4.58;1.22
QLD;Moreton;4;;BROOKES, Kathleen;ALP;F;29144;36.29;-3.64
QLD;Moreton;5;;COMANS, Tracy Anne;DEM;F;4525;5.63;0.46
QLD;Moreton;6;;WEEDON, Barry;HAN;M;2433;3.03;-4.16
QLD;Moreton;903;;;CTA;;0;0.00;-1.23
QLD;Oxley;1;;ARMSTRONG, Thomas John;HAN;M;8085;10.58;-7.08
QLD;Oxley;2;;KUNZELMANN, Kate;DEM;F;4282;5.60;1.73
QLD;Oxley;3;;MCKEON, John;GRN;M;2433;3.18;1.51
QLD;Oxley;4;;PARER, Kevin;LP;M;23818;31.17;6.68
QLD;Oxley;5;#;RIPOLL, Bernie;ALP;M;37797;49.46;3.71
QLD;Oxley;901;;;FLR;;0;0.00;-0.96
QLD;Oxley;997;;;OTH;;0;0.00;-5.59
QLD;Petrie;1;;GRIFFITHS, Owen;DEM;M;4284;5.24;0.15
QLD;Petrie;2;;PANTANO, Kim;GRN;F;2254;2.76;0.96
QLD;Petrie;3;;BLACK, Bill;HAN;M;3463;4.23;-6.86
QLD;Petrie;4;;HUME, Rosemary;ALP;F;31044;37.96;-1.70
QLD;Petrie;5;;EATON, Ron;IND;M;1319;1.61;1.61
QLD;Petrie;6;#;GAMBARO, Teresa;LP;F;39411;48.19;5.82
QLD;Rankin;1;#;EMERSON, Craig;ALP;M;36875;49.45;1.97
QLD;Rankin;2;;WOOD, Paul John;LP;M;27524;36.91;7.00
QLD;Rankin;3;;MACKENZIE, Mark;HAN;M;4724;6.33;-6.28
QLD;Rankin;4;;LLOYD, Daniel;GRN;M;1875;2.51;0.30
QLD;Rankin;5;;DOBSON, Darryl;DEM;M;3572;4.79;0.57
QLD;Rankin;901;;;CTA;;0;0.00;-2.24
QLD;Rankin;997;;;OTH;;0;0.00;-1.32
QLD;Ryan;1;;GILLIES, Stewart;NP;M;5049;6.18;6.18
QLD;Ryan;2;#;JOHNSON, Michael;LP;M;38894;47.57;-2.83
QLD;Ryan;3;;LANGENAUER, Jason;DEM;M;4742;5.80;-2.18
QLD;Ryan;4;;STASSE, Mike;GRN;M;4035;4.94;1.11
QLD;Ryan;5;;DREW, John;HAN;M;1339;1.64;-3.60
QLD;Ryan;6;;SHORT, Leonie;ALP;F;25603;31.32;0.97
QLD;Ryan;7;;BRAZIER, Clive;HMP;M;1084;1.33;1.33
QLD;Ryan;8;;ALLEN-ANKINS, Stephen;IND;M;1010;1.24;1.24
QLD;Ryan;906;;;FST;;0;0.00;-0.21
QLD;Ryan;997;;;OTH;;0;0.00;-2.00
QLD;Wide Bay;1;;WICKS, Graeme;IND;M;3380;4.61;4.61
QLD;Wide Bay;2;;HETHERINGTON, Maurice;CEC;M;489;0.67;0.67
QLD;Wide Bay;3;#;TRUSS, Warren;NP;M;33124;45.15;13.69
QLD;Wide Bay;4;;DWYER, Jim;HAN;M;8176;11.15;-15.19
QLD;Wide Bay;5;;JANSEN, Paul;GRN;M;1385;1.89;0.61
QLD;Wide Bay;6;;PITT, A R;IND;M;2650;3.61;3.61
QLD;Wide Bay;7;;TREMLIN, Russ;ALP;M;19733;26.90;-1.53
QLD;Wide Bay;8;;SMITH, Althea;DEM;F;1230;1.68;-0.49
QLD;Wide Bay;9;;DALGLEISH, David;IND;M;3192;4.35;4.35
QLD;Wide Bay;901;;;LP;;0;0.00;-8.28
QLD;Wide Bay;997;;;OTH;;0;0.00;-2.06
WA;Brand;1;#;BEAZLEY, Kim;ALP;M;36917;51.71;-1.38
WA;Brand;2;;ROBBIE, Steve;HAN;M;4380;6.14;-5.82
WA;Brand;3;;DAVIS, Kate;GWA;F;2486;3.48;0.58
WA;Brand;4;;MCCARTHY, Brian;CEC;M;164;0.23;0.23
WA;Brand;5;;IREDALE, Terry;CTA;M;621;0.87;0.29
WA;Brand;6;;HUBBARD, Paul;DEM;M;1706;2.39;0.04
WA;Brand;7;;THOMAS, Margaret;LP;F;17110;23.97;-2.47
WA;Brand;8;;WOOLLARD, Keith;LFF;M;8006;11.21;11.21
WA;Brand;904;;;NGST;;0;0.00;-0.25
WA;Brand;910;;;FST;;0;0.00;-0.42
WA;Brand;911;;;NLP;;0;0.00;-0.50
WA;Brand;997;;;OTH;;0;0.00;-1.51
WA;Canning;1;;MACDONALD, John;CEC;M;648;0.94;0.76
WA;Canning;2;;BROWN, Darren;DEM;M;2639;3.81;0.16
WA;Canning;3;;GERICK, Jane;ALP;F;26490;38.29;0.71
WA;Canning;4;;DACHEFF, Angelo;HAN;M;4976;7.19;-5.64
WA;Canning;5;#;RANDALL, Don;LP;M;28947;41.84;3.30
WA;Canning;6;;KENNEDY, Doug;CTA;M;1779;2.57;0.85
WA;Canning;7;;READ, Keith;GWA;M;3711;5.36;1.24
WA;Canning;909;;;NLP;;0;0.00;-0.22
WA;Canning;911;;;NGST;;0;0.00;-0.06
WA;Canning;913;;;FST;;0;0.00;-0.10
WA;Canning;916;;;NP;;0;0.00;-0.11
WA;Canning;997;;;OTH;;0;0.00;-0.89
WA;Cowan;1;;HOLT, Ron;HAN;M;4130;5.68;-2.39
WA;Cowan;2;;METCALF, Sue;NP;F;410;0.56;0.56
WA;Cowan;3;;CHALONER, Tracy;DEM;F;3111;4.28;0.34
WA;Cowan;4;;FORT, Dave;GWA;M;2951;4.06;0.16
WA;Cowan;5;;SHANNON, Andre;LP;M;26250;36.12;-2.72
WA;Cowan;6;;SALMON, Paul;CTA;M;1117;1.54;0.36
WA;Cowan;7;#;EDWARDS, Graham;ALP;M;34703;47.75;4.14
WA;Cowan;997;;;OTH;;0;0.00;-0.46
WA;Curtin;1;;BUCKLE, Ashley;DEM;M;4863;6.41;1.60
WA;Curtin;2;;GILMOUR, Neil;HAN;M;1840;2.42;-1.28
WA;Curtin;3;#;BISHOP, Julie;LP;F;41863;55.16;10.59
WA;Curtin;4;;FOWLER, Trish;ALP;F;17789;23.44;0.69
WA;Curtin;5;;WALKER, Steve;GWA;M;7019;9.25;2.93
WA;Curtin;6;;WOOD, G;LFF;M;1750;2.31;2.31
WA;Curtin;7;;MCDONALD, Karen;CTA;F;763;1.01;1.01
WA;Curtin;997;;;OTH;;0;0.00;-17.86
WA;Forrest;1;;GIORGI, Alan;HAN;M;7510;10.05;-1.88
WA;Forrest;2;;HARVEY, Arthur;CEC;M;281;0.38;0.25
WA;Forrest;3;;CALDWELL, Charles;NP;M;1397;1.87;-1.09
WA;Forrest;4;#;PROSSER, Geoff;LP;M;34392;46.03;3.79
WA;Forrest;5;;WYLIE, Alison;DEM;F;2477;3.31;0.27
WA;Forrest;6;;LLEWELLYN, Paul;GWA;M;5359;7.17;1.07
WA;Forrest;7;;KIRWAN, Megan;CLA;F;433;0.58;0.58
WA;Forrest;8;;SMITH, Tresslyn;ALP;F;22872;30.61;-0.10
WA;Forrest;903;;;CTA;;0;0.00;-1.39
WA;Forrest;910;;;FST;;0;0.00;-0.96
WA;Forrest;997;;;OTH;;0;0.00;-0.52
WA;Fremantle;1;;REYNOLDS, Chris;HAN;M;4308;5.95;-1.75
WA;Fremantle;2;;SHAVE, Michelle;CTA;F;1025;1.41;1.41
WA;Fremantle;3;;HARRIS, Sarah;;F;588;0.81;0.81
WA;Fremantle;4;;SMYTH, Louise;LP;F;22025;30.40;0.08
WA;Fremantle;5;;DELVES, Robert;GWA;M;6565;9.06;2.07
WA;Fremantle;6;;SWIFT, Rod;DEM;M;3878;5.35;0.91
WA;Fremantle;7;#;LAWRENCE, Carmen;ALP;F;34054;47.01;-2.33
WA;Fremantle;997;;;OTH;;0;0.00;-1.20
WA;Hasluck;1;;MCLEAN, Ronnie;CEC;M;804;1.14;0.89
WA;Hasluck;2;#;JACKSON, Sharryn;ALP;F;26890;38.23;-1.15
WA;Hasluck;3;;DANIELS, Michael;CLA;M;520;0.74;0.74
WA;Hasluck;4;;RYAN, Terry;CTA;M;1695;2.41;1.37
WA;Hasluck;5;;EDMONDS, Luke;GWA;M;3986;5.67;0.86
WA;Hasluck;6;;MARKHAM, Peter;DEM;M;3455;4.91;0.08
WA;Hasluck;7;;HOPKINSON, James;HAN;M;4920;7.00;-4.72
WA;Hasluck;8;;HEGARTY, Ros;NP;F;401;0.57;0.24
WA;Hasluck;9;;CHAN, Bethwyn;LP;F;27660;39.33;2.49
WA;Hasluck;909;;;NLP;;0;0.00;-0.14
