Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Deakin;Croydon Town;603;42.71;-0.97;809;LP;0;35
Deakin;Eastwood;1148;50.17;2.51;1140;LP;0;63
Deakin;Eley Park;1271;55.84;-1.42;1005;LP;0;68
Deakin;Forest Hill;615;49.24;1.86;634;LP;0;36
Deakin;Glen Park;349;54.70;0.60;289;LP;0;25
Deakin;Heatherdale;733;51.44;-2.24;692;LP;0;44
Deakin;Heathmont (Deakin);567;48.63;3.13;599;LP;0;19
Deakin;Inala Village;160;39.51;7.11;245;LP;0;6
Deakin;Kalinda;684;39.68;-1.35;1040;LP;0;42
Deakin;Laburnum;812;47.37;0.12;902;LP;0;24
Deakin;Melbourne (Deakin);45;50.00;12.79;45;LP;0;7
Deakin;Mitcham;734;50.17;1.22;729;LP;0;37
Deakin;Mitcham North;1137;51.63;0.58;1065;LP;0;57
Deakin;Mullum;635;43.67;0.47;819;LP;0;44
Deakin;Norwood;464;41.76;0.40;647;LP;0;29
Deakin;Nunawading;1025;55.89;-2.15;809;LP;0;83
Deakin;Nunawading South;1287;49.65;-1.04;1305;LP;0;82
Deakin;Parkwood;481;39.07;2.08;750;LP;0;27
Deakin;Rangeview;852;45.44;-1.07;1023;LP;0;44
Deakin;Ringwood;762;47.77;-2.88;833;LP;0;39
Deakin;Ringwood East;779;48.66;1.05;822;LP;0;47
Deakin;Ringwood Heights;691;44.90;0.24;848;LP;0;29
Deakin;Ringwood North (Deakin);473;36.27;-6.58;831;LP;0;21
Deakin;Ringwood South;1423;50.32;-0.88;1405;LP;0;84
Deakin;Special Hospital Team 1;11;33.33;-1.15;22;LP;0;0
Deakin;Special Hospital Team 2;86;39.09;9.55;134;LP;0;6
Deakin;Springview;1094;51.41;-0.32;1034;LP;0;50
Deakin;Tally Ho (Deakin);775;50.29;-1.94;766;LP;0;68
Deakin;Tinternvale;837;45.44;-0.18;1005;LP;0;50
Deakin;Vermont North;549;43.99;-0.17;699;LP;0;23
Deakin;ABSENT;2556;49.95;;2561;LP;0;164
Deakin;POSTAL;1877;43.06;;2482;LP;0;47
Deakin;PRE POLL;1465;45.78;;1735;LP;0;67
Deakin;PROVISIONAL;168;56.38;;130;LP;0;12
Dunkley;Aldercourt;981;65.14;-7.97;525;LP;0;54
Dunkley;Baden Powell;567;30.60;1.20;1286;LP;0;53
Dunkley;Ballam Park;1139;49.80;-6.36;1148;LP;0;75
Dunkley;Belvedere Park (Dunkley);571;55.38;-3.50;460;LP;0;45
Dunkley;Bruce Park;760;48.50;3.03;807;LP;0;60
Dunkley;Derinya;726;32.27;-1.28;1524;LP;0;51
Dunkley;Frankston;1076;45.81;-5.30;1273;LP;0;109
Dunkley;Frankston Beach;373;37.79;-4.00;614;LP;0;30
Dunkley;Frankston East;1039;50.39;-0.76;1023;LP;0;71
Dunkley;Frankston Forest;1105;64.36;-6.62;612;LP;0;105
Dunkley;Frankston Heights;649;52.51;-1.41;587;LP;0;39
Dunkley;Frankston Rail;848;56.01;-5.88;666;LP;0;78
Dunkley;Frankston South;1327;43.57;-4.15;1719;LP;0;93
Dunkley;Kananook;1067;54.58;-3.86;888;LP;0;85
Dunkley;Karingal;1348;53.58;-0.36;1168;LP;0;99
Dunkley;Karingal Heights;1319;50.67;-1.64;1284;LP;0;112
Dunkley;Kingsley Park;898;45.61;-3.83;1071;LP;0;56
Dunkley;Kunyung;698;35.13;-0.56;1289;LP;0;60
Dunkley;Langwarrin;2217;44.74;-3.99;2738;LP;0;197
Dunkley;Langwarrin North;431;43.14;-5.03;568;LP;0;24
Dunkley;Langwarrin Park;1220;40.69;-4.57;1778;LP;0;121
Dunkley;Melbourne (Dunkley);22;48.89;11.15;23;LP;0;0
Dunkley;Mornington;1262;37.38;-3.00;2114;LP;0;103
Dunkley;Mornington East;783;40.63;-1.44;1144;LP;0;71
Dunkley;Mornington South;1129;42.70;-4.56;1515;LP;0;101
Dunkley;Mt Eliza;1399;31.80;0.90;3000;LP;0;133
Dunkley;Mt Eliza Central;210;20.31;1.97;824;LP;0;34
Dunkley;Mt Eliza North;294;26.53;-0.92;814;LP;0;28
Dunkley;Mt Erin (Dunkley);612;37.82;-4.59;1006;LP;0;61
Dunkley;Mt Martha North (Dunkley);164;44.09;-1.14;208;LP;0;15
Dunkley;Seaford;1090;58.26;-5.59;781;LP;0;77
Dunkley;Seaford North;783;54.07;-5.11;665;LP;0;59
Dunkley;Skye (Dunkley);204;58.96;11.07;142;LP;0;24
Dunkley;Special Hospital Team 1;105;43.57;1.16;136;LP;0;9
Dunkley;Special Hospital Team 2;51;34.69;1.52;96;LP;0;9
Dunkley;Special Hospital Team 3;111;34.80;;208;LP;0;13
Dunkley;Tanti Park;1081;53.15;-7.54;953;LP;0;100
Dunkley;ABSENT;1794;46.60;;2056;LP;0;170
Dunkley;POSTAL;1452;39.99;;2179;LP;0;51
Dunkley;PRE POLL;1800;43.45;;2343;LP;0;93
Dunkley;PROVISIONAL;318;51.29;;302;LP;0;37
Flinders;Balnarring;688;42.79;-1.94;920;LP;0;38
Flinders;Bass;116;38.67;1.90;184;LP;0;16
Flinders;Baxter;754;42.36;-6.68;1026;LP;0;72
Flinders;Bayles;113;33.04;3.70;229;LP;0;15
Flinders;Bittern;582;46.75;-4.90;663;LP;0;60
Flinders;Blairgowrie;613;40.98;-4.29;883;LP;0;66
Flinders;Blind Bight;341;45.47;0.88;409;LP;0;35
Flinders;Boneo;188;36.22;-9.25;331;LP;0;23
Flinders;Cardinia;90;32.85;3.19;184;LP;0;11
Flinders;Catani;39;24.22;3.27;122;LP;0;7
Flinders;Clyde;162;30.17;-1.50;375;LP;0;31
Flinders;Corinella;422;55.38;-3.81;340;LP;0;29
Flinders;Cowes;1162;43.55;-5.70;1506;LP;0;90
Flinders;Cranbourne (Flinders);234;45.53;1.82;280;LP;0;38
Flinders;Cranbourne South;319;33.51;-4.96;633;LP;0;36
Flinders;Crib Point;622;52.67;-3.29;559;LP;0;41
Flinders;Dalyston;120;36.92;-4.15;205;LP;0;10
Flinders;Devon Meadows;575;39.68;-5.08;874;LP;0;53
Flinders;Dromana;1261;43.69;-4.17;1625;LP;0;142
Flinders;Dromana Beach;254;44.25;-7.09;320;LP;0;26
Flinders;Flinders;212;39.41;6.49;326;LP;0;21
Flinders;Glen Alvie;26;30.23;7.16;60;LP;0;2
Flinders;Grantville;319;49.84;-0.25;321;LP;0;31
Flinders;Hastings;1400;52.38;-5.11;1273;LP;0;141
Flinders;Kernot;29;22.48;0.86;100;LP;0;7
Flinders;Kilcunda;96;47.52;-1.66;106;LP;0;3
Flinders;Kooweerup;387;38.43;3.07;620;LP;0;71
Flinders;Lang Lang;316;32.28;-4.74;663;LP;0;52
Flinders;Main Ridge;74;34.58;-1.98;140;LP;0;5
Flinders;McCrae;307;39.11;-0.17;478;LP;0;21
Flinders;Melbourne (Flinders);19;48.72;25.99;20;LP;0;1
Flinders;Merricks North;94;38.21;-4.53;152;LP;0;3
Flinders;Moorooduc;140;26.62;3.30;386;LP;0;21
Flinders;Mt Erin (Flinders);370;37.45;-0.07;618;LP;0;25
Flinders;Mt Martha;1270;36.11;-3.70;2247;LP;0;102
Flinders;Mt Martha North (Flinders);1017;38.23;-4.19;1643;LP;0;87
Flinders;Newhaven;448;52.03;-1.72;413;LP;0;30
Flinders;Nyora;251;42.98;4.74;333;LP;0;20
Flinders;Pearcedale;842;42.96;0.14;1118;LP;0;70
Flinders;Portsea;61;24.11;-4.68;192;LP;0;13
Flinders;Red Hill;506;41.99;0.04;699;LP;0;40
Flinders;Rhyll;195;36.18;-5.04;344;LP;0;20
Flinders;Rosebud;602;47.63;-7.60;662;LP;0;75
Flinders;Rosebud East;1011;51.95;-4.63;935;LP;0;90
Flinders;Rosebud South;858;41.53;-6.88;1208;LP;0;87
Flinders;Rosebud West;1177;50.32;-4.40;1162;LP;0;99
Flinders;Rye;1852;49.70;-4.46;1874;LP;0;183
Flinders;Safety Beach;575;41.88;-4.29;798;LP;0;45
Flinders;San Remo;340;44.10;0.27;431;LP;0;19
Flinders;Shoreham;164;47.54;0.49;181;LP;0;9
Flinders;Somers;328;42.27;-3.94;448;LP;0;18
Flinders;Somerville East;995;40.14;-6.93;1484;LP;0;123
Flinders;Somerville West;979;36.80;-8.96;1681;LP;0;109
Flinders;Sorrento;421;34.45;-1.47;801;LP;0;44
Flinders;Special Hospital Team 1;403;30.46;-4.10;920;LP;0;36
Flinders;Special Hospital Team 2;179;41.06;0.79;257;LP;0;22
Flinders;St Andrews Beach;211;49.53;-3.16;215;LP;0;25
Flinders;Tooradin;237;36.57;-8.47;411;LP;0;48
Flinders;Tootgarook;735;52.16;-3.39;674;LP;0;66
Flinders;Tyabb;530;37.75;-5.39;874;LP;0;57
Flinders;West Park;493;61.47;-4.28;309;LP;0;35
Flinders;ABSENT;1927;41.71;;2693;LP;0;241
Flinders;POSTAL;1583;38.05;;2577;LP;0;68
Flinders;PRE POLL;2829;43.05;;3743;LP;0;149
Flinders;PROVISIONAL;270;45.23;;327;LP;0;27
Gellibrand;Albion;1638;73.62;-6.68;587;LP;0;150
Gellibrand;Altona East;2330;76.85;-4.59;702;LP;0;165
Gellibrand;Altona Gate;1545;74.24;-3.79;536;LP;0;128
Gellibrand;Altona North;821;70.71;-4.21;340;LP;0;82
Gellibrand;Ardeer;797;69.91;-1.39;343;LP;0;84
Gellibrand;Ardeer East (Gellibrand);849;79.57;-3.76;218;LP;0;63
Gellibrand;Braybrook;2139;80.56;-5.33;516;LP;0;148
Gellibrand;Brooklyn;495;68.94;-0.82;223;LP;0;47
Gellibrand;Footscray;2018;76.91;-7.13;606;LP;0;151
Gellibrand;Footscray Central;787;77.23;-4.18;232;LP;0;74
Gellibrand;Footscray East;500;76.45;-5.60;154;LP;0;53
Gellibrand;Footscray North;883;73.95;-7.50;311;LP;0;74
Gellibrand;Footscray South;941;74.56;-9.55;321;LP;0;60
Gellibrand;Footscray West;2553;74.85;-5.15;858;LP;0;189
Gellibrand;Glengala (Gellibrand);608;77.06;-1.91;181;LP;0;66
Gellibrand;Kingsville;1854;74.19;-3.75;645;LP;0;140
Gellibrand;Kingsville West;1091;73.37;-2.62;396;LP;0;101
Gellibrand;Maidstone;1427;75.42;-6.55;465;LP;0;122
Gellibrand;Maribyrnong;991;60.32;-4.97;652;LP;0;101
Gellibrand;Maribyrnong South;943;74.02;-3.21;331;LP;0;71
Gellibrand;Melbourne (Gellibrand);63;61.76;-17.40;39;LP;0;3
Gellibrand;Newport;1244;69.85;-3.75;537;LP;0;78
Gellibrand;Newport East;1045;69.44;-2.94;460;LP;0;46
Gellibrand;Newport West;1359;73.14;-5.81;499;LP;0;100
Gellibrand;Seddon;1519;74.13;-4.36;530;LP;0;89
Gellibrand;South Kingsville;900;72.41;-3.27;343;LP;0;67
Gellibrand;Special Hospital Team 1;149;57.31;-14.55;111;LP;0;13
Gellibrand;Spotswood;765;68.06;-6.08;359;LP;0;58
Gellibrand;Sunshine;1162;75.31;-2.20;381;LP;0;82
Gellibrand;Sunshine North;2381;77.73;-4.67;682;LP;0;209
Gellibrand;Sunvale;1502;71.02;-4.88;613;LP;0;122
Gellibrand;Tottenham North;991;81.30;-1.83;228;LP;0;59
Gellibrand;Western Hospital;276;75.20;-2.36;91;LP;0;26
Gellibrand;Williamstown;1396;61.93;-0.88;858;LP;0;90
Gellibrand;Williamstown North;833;61.52;-2.35;521;LP;0;42
Gellibrand;Williamstown South;1526;62.98;-1.41;897;LP;0;67
Gellibrand;Williamstown West;1304;54.06;-3.33;1108;LP;0;69
Gellibrand;Yarraville;1043;72.23;-7.29;401;LP;0;53
Gellibrand;Yarraville Central;1457;73.03;-3.75;538;LP;0;75
Gellibrand;Yarraville South;1026;69.94;-5.54;441;LP;0;75
Gellibrand;ABSENT;3068;68.59;;1405;LP;0;236
Gellibrand;POSTAL;1839;70.60;;766;LP;0;45
Gellibrand;PRE POLL;2262;70.20;;960;LP;0;117
Gellibrand;PROVISIONAL;494;74.85;;166;LP;0;48
Gippsland;Alberton;116;36.71;1.84;200;NP;0;28
Gippsland;Arawata;30;23.26;-2.77;99;NP;0;3
Gippsland;Bairnsdale;898;46.70;4.33;1025;NP;0;148
Gippsland;Bairnsdale East;283;55.93;2.97;223;NP;0;44
Gippsland;Bairnsdale West;1160;41.92;-2.39;1607;NP;0;149
Gippsland;Bemm River;32;40.51;-5.11;47;NP;0;4
Gippsland;Bena;50;24.04;1.43;158;NP;0;9
Gippsland;Benambra;26;20.00;8.98;104;NP;0;6
Gippsland;Bendoc;28;33.33;-1.83;56;NP;0;4
Gippsland;Berrys Creek;11;10.38;-2.39;95;NP;0;5
Gippsland;Boisdale;61;33.70;5.74;120;NP;0;11
Gippsland;Bonang;23;38.98;1.95;36;NP;0;4
Gippsland;Briagolong;253;49.90;1.24;254;NP;0;21
Gippsland;Bruthen;377;53.55;3.28;327;NP;0;47
Gippsland;Buchan;112;47.86;6.48;122;NP;0;14
Gippsland;Bundalaguah;73;26.45;1.77;203;NP;0;15
Gippsland;Cann River;102;43.78;4.12;131;NP;0;19
Gippsland;Cape Paterson;258;61.72;1.45;160;NP;0;21
Gippsland;Carrajung South;47;40.17;-1.10;70;NP;0;3
Gippsland;Cobains;55;26.83;6.64;150;NP;0;6
Gippsland;Coongulla;56;50.91;-5.97;54;NP;0;8
Gippsland;Cowwarr;92;38.66;4.14;146;NP;0;9
Gippsland;Dargo;38;32.76;5.31;78;NP;0;7
Gippsland;Denison;32;16.24;1.02;165;NP;0;14
Gippsland;Devon North;65;25.49;-6.68;190;NP;0;16
Gippsland;Dudley;217;55.64;-3.14;173;NP;0;20
Gippsland;Dumbalk;98;27.30;-2.11;261;NP;0;17
Gippsland;Eagle Point;243;44.42;1.80;304;NP;0;21
Gippsland;Ellaswood;57;36.54;-1.78;99;NP;0;4
Gippsland;Ensay;46;33.09;0.55;93;NP;0;2
Gippsland;Fernbank;19;25.68;-10.32;55;NP;0;2
Gippsland;Fish Creek;202;34.18;2.64;389;NP;0;40
Gippsland;Foster;572;44.14;-2.25;724;NP;0;69
Gippsland;Genoa;34;40.96;-3.83;49;NP;0;5
Gippsland;Glengarry;311;45.27;5.35;376;NP;0;42
Gippsland;Glenmaggie;34;34.69;6.60;64;NP;0;6
Gippsland;Golden Beach;115;59.28;-8.16;79;NP;0;14
Gippsland;Gormandale;120;36.59;-1.45;208;NP;0;22
Gippsland;Heyfield;522;43.25;-3.19;685;NP;0;85
Gippsland;Inverloch;1164;51.99;0.51;1075;NP;0;148
Gippsland;Johnsonville;213;39.66;-1.89;324;NP;0;20
Gippsland;Kilmany;29;25.66;4.89;84;NP;0;8
Gippsland;Kongwak;66;30.56;4.03;150;NP;0;15
Gippsland;Koonwarra;78;27.66;-2.52;204;NP;0;13
Gippsland;Korumburra;949;41.64;-0.17;1330;NP;0;195
Gippsland;Lakes Entrance;1378;42.04;0.72;1900;NP;0;229
Gippsland;Leongatha;1114;34.21;2.33;2142;NP;0;165
Gippsland;Leongatha South;27;16.27;-5.39;139;NP;0;9
Gippsland;Lindenow;248;33.70;6.52;488;NP;0;36
Gippsland;Loch;75;30.49;-2.48;171;NP;0;25
Gippsland;Loch Sport;256;50.89;-3.84;247;NP;0;38
Gippsland;Longford;218;36.76;2.19;375;NP;0;33
Gippsland;Lucknow;511;40.46;-0.88;752;NP;0;58
Gippsland;Maffra;1038;39.56;-1.06;1586;NP;0;157
Gippsland;Mallacoota;323;51.60;-3.35;303;NP;0;35
Gippsland;Mardan;19;18.63;0.00;83;NP;0;1
Gippsland;Marlo;147;46.37;2.46;170;NP;0;20
Gippsland;Meeniyan;267;37.93;2.53;437;NP;0;41
Gippsland;Meerlieu;39;30.00;-3.09;91;NP;0;3
Gippsland;Melbourne (Gippsland);28;41.79;0.28;39;NP;0;2
Gippsland;Metung;198;36.40;4.01;346;NP;0;23
Gippsland;Mirboo North;649;47.93;-1.36;705;NP;0;99
Gippsland;Mount Eccles;39;28.68;3.68;97;NP;0;4
Gippsland;Nambrok;35;16.51;4.39;177;NP;0;12
Gippsland;Nerrena;27;18.00;-4.46;123;NP;0;7
Gippsland;Newmerella;85;30.80;-1.07;191;NP;0;15
Gippsland;Newry;58;23.02;1.84;194;NP;0;11
Gippsland;Nicholson;311;48.29;-0.38;333;NP;0;19
Gippsland;Nowa Nowa;91;46.19;-4.66;106;NP;0;20
Gippsland;Nungurner;80;46.78;9.20;91;NP;0;11
Gippsland;Omeo;112;36.48;5.77;195;NP;0;14
Gippsland;Orbost;592;43.02;1.18;784;NP;0;108
Gippsland;Paynesville;888;42.11;0.68;1221;NP;0;114
Gippsland;Poowong;143;28.26;1.40;363;NP;0;27
Gippsland;Port Albert;105;50.72;-0.21;102;NP;0;17
Gippsland;Port Franklin;34;30.09;-2.32;79;NP;0;4
Gippsland;Rosedale;436;47.24;7.90;487;NP;0;60
Gippsland;Sale;1294;40.88;1.64;1871;NP;0;219
Gippsland;Sale East;647;32.27;0.77;1358;NP;0;87
Gippsland;Sale North;963;46.03;0.72;1129;NP;0;114
Gippsland;Seaspray;108;40.91;-3.19;156;NP;0;16
Gippsland;Special Hospital Team 1;49;26.92;-2.15;133;NP;0;11
Gippsland;Special Hospital Team 2;53;40.46;-3.06;78;NP;0;18
Gippsland;Special Hospital Team 3;51;30.36;-1.00;117;NP;0;3
Gippsland;Staceys Bridge;21;15.91;-0.76;111;NP;0;6
Gippsland;Stradbroke;50;37.31;-3.49;84;NP;0;2
Gippsland;Stratford;560;40.23;1.67;832;NP;0;81
Gippsland;Swifts Creek;124;46.62;1.46;142;NP;0;11
Gippsland;Tarwin Lower;263;44.43;-0.33;329;NP;0;43
Gippsland;Tinamba;46;19.01;1.07;196;NP;0;19
Gippsland;Toongabbie;216;51.18;-7.43;206;NP;0;33
Gippsland;Toora;219;42.36;-2.60;298;NP;0;35
Gippsland;Toorloo Arm;280;50.00;6.70;280;NP;0;17
Gippsland;Valencia Creek;44;35.48;11.67;80;NP;0;5
Gippsland;Welshpool;196;36.84;-2.38;336;NP;0;41
Gippsland;Won Wron;44;41.51;7.32;62;NP;0;8
Gippsland;Wonthaggi;1197;63.20;1.30;697;NP;0;132
Gippsland;Wonthaggi North;1000;56.27;-1.69;777;NP;0;163
Gippsland;Woodside;158;46.47;6.79;182;NP;0;18
Gippsland;Wurruk;128;36.57;-0.06;222;NP;0;19
Gippsland;Wy Yung;224;30.39;0.26;513;NP;0;31
Gippsland;Yanakie;62;36.90;-3.48;106;NP;0;9
Gippsland;Yarram;585;41.55;3.93;823;NP;0;88
Gippsland;ABSENT;1834;46.56;;2105;NP;0;268
Gippsland;POSTAL;962;38.68;;1525;NP;0;59
Gippsland;PRE POLL;1302;39.51;;1993;NP;0;122
Gippsland;PROVISIONAL;157;47.43;;174;NP;0;26
Goldstein;Beaumaris;403;27.74;0.09;1050;LP;0;36
Goldstein;Beaumaris Central;1048;31.71;1.58;2257;LP;0;83
Goldstein;Beaumaris East (Goldstein);475;37.49;1.52;792;LP;0;35
Goldstein;Beaumaris North;341;32.11;-0.73;721;LP;0;20
Goldstein;Bentleigh;1397;47.83;-4.34;1524;LP;0;89
Goldstein;Bentleigh Central (Goldstein);605;49.07;0.65;628;LP;0;55
Goldstein;Bentleigh West;946;48.71;-3.44;996;LP;0;74
Goldstein;Black Rock;648;37.92;1.48;1061;LP;0;36
Goldstein;Black Rock South;508;30.57;-2.04;1154;LP;0;49
Goldstein;Brighton;1196;31.60;0.87;2589;LP;0;81
Goldstein;Brighton Beach;472;24.37;0.96;1465;LP;0;34
Goldstein;Brighton East;749;38.57;-3.27;1193;LP;0;68
Goldstein;Brighton High;373;35.22;-1.11;686;LP;0;17
Goldstein;Carnegie;774;57.08;-1.61;582;LP;0;46
Goldstein;Cheltenham (Goldstein);499;43.93;1.09;637;LP;0;36
Goldstein;Cheltenham West;419;50.85;0.44;405;LP;0;21
Goldstein;Dendy;738;29.47;-1.03;1766;LP;0;66
Goldstein;Elsternwick South;465;44.63;0.34;577;LP;0;32
Goldstein;Gardenvale;789;30.87;0.35;1767;LP;0;78
Goldstein;Glenhuntly;1185;40.83;-5.90;1717;LP;0;127
Goldstein;Glenhuntly East;1246;54.48;-2.94;1041;LP;0;87
Goldstein;Hampton;1024;39.01;-0.18;1601;LP;0;62
Goldstein;Hampton Central;685;45.42;0.43;823;LP;0;47
Goldstein;Hemming;246;52.56;-4.70;222;LP;0;13
Goldstein;Highett;1259;53.39;-4.17;1099;LP;0;88
Goldstein;Highett West;895;46.96;-5.93;1011;LP;0;58
Goldstein;Holloway;392;37.30;-0.91;659;LP;0;24
Goldstein;Landcox;577;42.46;-0.17;782;LP;0;51
Goldstein;Ludstone;986;45.56;-2.19;1178;LP;0;66
Goldstein;McKinnon;1321;47.79;-3.44;1443;LP;0;111
Goldstein;McKinnon East;887;52.27;1.67;810;LP;0;42
Goldstein;Melbourne (Goldstein);36;38.71;-1.02;57;LP;0;3
Goldstein;Middle Brighton;700;26.48;0.35;1944;LP;0;60
Goldstein;Moorabbin West;877;53.97;-3.82;748;LP;0;51
Goldstein;Ormond;739;53.09;-4.69;653;LP;0;44
Goldstein;Ormond West;851;47.94;-1.33;924;LP;0;60
Goldstein;Sandringham;743;40.71;1.47;1082;LP;0;62
Goldstein;Sandringham North;744;44.66;-2.09;922;LP;0;37
Goldstein;Special Hospital Team 1;40;36.04;7.97;71;LP;0;1
Goldstein;Special Hospital Team 2;62;32.29;5.85;130;LP;0;5
Goldstein;ABSENT;2230;43.30;;2920;LP;0;173
Goldstein;POSTAL;1241;30.56;;2820;LP;0;24
Goldstein;PRE POLL;1508;38.42;;2417;LP;0;85
Goldstein;PROVISIONAL;140;41.42;;198;LP;0;14
Higgins;Alamein;480;60.00;-1.51;320;LP;0;33
Higgins;Armadale;686;36.80;-0.68;1178;LP;0;59
Higgins;Ashburton;1152;48.22;1.33;1237;LP;0;57
Higgins;Burwood;479;45.23;2.64;580;LP;0;22
Higgins;Burwood West;507;43.44;3.67;660;LP;0;20
Higgins;Camberwell;428;35.55;-1.47;776;LP;0;27
Higgins;Camberwell Middle;426;36.35;1.20;746;LP;0;29
Higgins;Camberwell South;909;37.99;2.24;1484;LP;0;59
Higgins;Carnegie North;627;41.63;-0.52;879;LP;0;47
Higgins;Carnegie Upper;765;57.65;-0.65;562;LP;0;54
Higgins;Chadstone;1109;51.90;2.28;1028;LP;0;69
Higgins;Darling;308;27.60;-5.15;808;LP;0;17
Higgins;Fawkner Park (Higgins);751;45.99;3.73;882;LP;0;23
Higgins;Ferndale;281;35.44;-2.08;512;LP;0;15
Higgins;Gardiner;850;42.37;-0.72;1156;LP;0;61
Higgins;Glen Iris;1089;39.30;1.05;1682;LP;0;77
Higgins;Glen Iris South;729;43.73;3.36;938;LP;0;30
Higgins;Hartwell West;253;43.85;3.66;324;LP;0;11
Higgins;Hawksburn;1132;37.81;-1.63;1862;LP;0;87
Higgins;Hawksburn Central;637;58.55;0.23;451;LP;0;49
Higgins;Hughesdale North;374;61.21;7.20;237;LP;0;17
Higgins;Kooyong Park;316;23.49;4.33;1029;LP;0;29
Higgins;Malvern;1079;38.40;0.84;1731;LP;0;95
Higgins;Malvern Central;763;46.33;2.55;884;LP;0;43
Higgins;Malvern East;1620;44.74;2.40;2001;LP;0;112
Higgins;Malvern Lower;439;24.89;0.25;1325;LP;0;39
Higgins;Malvern South;1420;39.99;2.58;2131;LP;0;113
Higgins;Malvern West;363;39.80;-2.39;549;LP;0;32
Higgins;Melbourne (Higgins);112;50.91;3.97;108;LP;0;12
Higgins;Murrumbeena;884;51.04;2.04;848;LP;0;49
Higgins;Oakleigh (Higgins);177;61.25;9.70;112;LP;0;16
Higgins;Orrong;821;49.01;0.74;854;LP;0;42
Higgins;Prahran;1234;63.15;-0.64;720;LP;0;83
Higgins;Prahran East;1633;56.66;-2.27;1249;LP;0;89
Higgins;South Yarra;375;57.69;1.12;275;LP;0;18
Higgins;Special Hospital Team 1;64;29.91;3.93;150;LP;0;2
Higgins;Special Hospital Team 2;15;23.44;-5.86;49;LP;0;2
Higgins;Toorak;603;20.22;1.22;2379;LP;0;81
Higgins;Toorak Central;488;33.22;3.99;981;LP;0;46
Higgins;Toorak West;391;25.76;2.78;1127;LP;0;33
Higgins;Windsor;568;61.01;-2.92;363;LP;0;28
Higgins;ABSENT;2964;44.21;;3741;LP;0;207
Higgins;POSTAL;1094;27.94;;2822;LP;0;57
Higgins;PRE POLL;1625;38.12;;2638;LP;0;86
Higgins;PROVISIONAL;176;45.01;;215;LP;0;21
Holt;Chandler;1570;68.71;-5.55;715;LP;0;119
Holt;Cleeland;1702;69.10;4.87;761;LP;0;162
Holt;Coomoora;2828;70.10;-2.80;1206;LP;0;208
Holt;Coral Park;2105;66.74;0.50;1049;LP;0;149
Holt;Dandenong;1242;62.04;-1.19;760;LP;0;124
Holt;Dandenong South;1450;78.51;-1.35;397;LP;0;161
Holt;Dandenong West (Holt);796;69.82;-0.31;344;LP;0;106
Holt;Douglas;583;73.43;1.25;211;LP;0;40
Holt;Doveton;1408;68.45;-3.04;649;LP;0;157
Holt;Doveton North;1081;74.24;-3.82;375;LP;0;106
Holt;Doveton West;872;70.78;-3.19;360;LP;0;98
Holt;Endeavour Hills;1972;60.81;-2.73;1271;LP;0;168
Holt;Endeavour Hills East;3010;60.06;-0.78;2002;LP;0;228
Holt;Endeavour Hills North;930;55.86;-2.14;735;LP;0;58
Holt;Fountain Gate;2000;57.67;0.95;1468;LP;0;173
Holt;Gleneagles;2372;63.51;-2.35;1363;LP;0;186
Holt;Hallam;2162;60.12;-0.67;1434;LP;0;195
Holt;Hampton Park;1968;63.94;-0.69;1110;LP;0;140
Holt;Hampton Park East;2740;64.15;-0.77;1531;LP;0;170
Holt;Keysborough;965;66.51;-1.20;486;LP;0;69
Holt;Maralinga;1273;71.32;-0.17;512;LP;0;102
Holt;Maramba;1716;49.74;-0.76;1734;LP;0;120
Holt;Melbourne (Holt);29;46.77;-19.89;33;LP;0;4
Holt;Narre Warren (Holt);1439;50.72;-0.26;1398;LP;0;138
Holt;Noble Park;1665;71.25;-2.79;672;LP;0;144
Holt;Southvale;1019;70.81;-2.85;420;LP;0;77
Holt;Special Hospital Team 1;78;36.45;0.48;136;LP;0;18
Holt;Special Hospital Team 2;33;66.00;-2.75;17;LP;0;3
Holt;Wallarano;2320;66.99;-1.03;1143;LP;0;193
Holt;ABSENT;2860;56.80;;2175;LP;0;286
Holt;POSTAL;1447;56.68;;1106;LP;0;58
Holt;PRE POLL;1797;59.86;;1205;LP;0;80
Holt;PROVISIONAL;646;73.91;;228;LP;0;69
Hotham;Bentleigh Central (Hotham);1263;51.85;-1.73;1173;LP;0;95
Hotham;Bentleigh East;1012;49.66;-3.30;1026;LP;0;80
Hotham;Carnegie East;1327;58.98;-2.20;923;LP;0;73
Hotham;Cheltenham East (Hotham);1162;50.09;-1.96;1158;LP;0;82
Hotham;Cheltenham North;1411;56.90;-0.34;1069;LP;0;130
Hotham;Clarinda;1844;74.78;0.01;622;LP;0;105
Hotham;Clarinda South;2100;80.06;-0.49;523;LP;0;92
Hotham;Clayton South;2684;77.26;-2.62;790;LP;0;147
Hotham;Clayton West;753;70.70;-4.17;312;LP;0;40
Hotham;Coatesville;2028;54.11;-3.47;1720;LP;0;149
Hotham;Dingley Village;1597;37.26;-3.46;2689;LP;0;156
Hotham;Heatherhill;1512;78.02;1.61;426;LP;0;91
Hotham;Heatherton North;766;62.07;-5.71;468;LP;0;53
Hotham;Hughesdale;1773;64.05;-0.50;995;LP;0;94
Hotham;Hughesdale South;1197;57.60;-1.34;881;LP;0;59
