Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Macarthur;Ruse;1308;44.46;-9.87;1634;LP;0;177
Macarthur;Special Hospital Team 1;18;62.07;12.07;11;LP;0;3
Macarthur;St Helens Park;618;52.46;-3.92;560;LP;0;73
Macarthur;Sydney (Macarthur);38;45.24;1.05;46;LP;0;2
Macarthur;Wedderburn;77;25.16;-10.22;229;LP;0;15
Macarthur;Woodbine;693;45.56;-11.99;828;LP;0;136
Macarthur;ABSENT;2086;45.67;;2482;LP;0;272
Macarthur;POSTAL;781;37.37;;1309;LP;0;50
Macarthur;PRE POLL;1255;40.21;;1866;LP;0;102
Macarthur;PROVISIONAL;212;45.01;;259;LP;0;46
Mackellar;Avalon;1446;39.04;4.16;2258;LP;0;111
Mackellar;Barrenjoey;801;39.36;-0.57;1234;LP;0;92
Mackellar;Bayview;384;26.39;0.80;1071;LP;0;50
Mackellar;Beacon Hill (Mackellar);657;33.02;1.79;1333;LP;0;96
Mackellar;Belrose;840;29.21;2.65;2036;LP;0;149
Mackellar;Belrose North;595;27.08;3.10;1602;LP;0;101
Mackellar;Bilgola Plateau;637;32.95;2.00;1296;LP;0;80
Mackellar;Collaroy;498;33.09;-1.69;1007;LP;0;61
Mackellar;Collaroy Plateau;803;31.97;-0.10;1709;LP;0;151
Mackellar;Coster Street;346;34.02;-1.01;671;LP;0;48
Mackellar;Cromer;932;33.31;-1.30;1866;LP;0;170
Mackellar;Cromer East;334;35.42;1.26;609;LP;0;54
Mackellar;Dee Why (Mackellar);1160;42.40;-2.31;1576;LP;0;229
Mackellar;Dee Why Central (Mackellar);213;39.96;-8.36;320;LP;0;45
Mackellar;Elanora;672;31.17;1.19;1484;LP;0;86
Mackellar;Forest High;449;33.26;4.22;901;LP;0;65
Mackellar;Frenchs Forest (Mackellar);372;31.53;-1.31;808;LP;0;46
Mackellar;Kambora;211;24.97;2.53;634;LP;0;41
Mackellar;Lagoon Street;455;35.60;-1.74;823;LP;0;90
Mackellar;Mimosa;669;27.44;1.77;1769;LP;0;99
Mackellar;Mona Vale;1205;29.12;-0.22;2933;LP;0;256
Mackellar;Mona Vale Beach;476;32.60;-0.06;984;LP;0;70
Mackellar;Mona Vale Hospital;297;42.73;4.34;398;LP;0;38
Mackellar;Mona Vale North;397;29.58;0.58;945;LP;0;37
Mackellar;Narrabeen;827;36.24;-2.92;1455;LP;0;111
Mackellar;Narrabeen North;948;37.34;-2.14;1591;LP;0;155
Mackellar;Narraweena;1343;37.64;-4.63;2225;LP;0;294
Mackellar;Newport;684;31.39;1.56;1495;LP;0;90
Mackellar;Newport Beach;654;33.62;-0.04;1291;LP;0;88
Mackellar;Palm Beach;318;31.58;-1.55;689;LP;0;39
Mackellar;RSL Retirement Village;188;27.33;-2.50;500;LP;0;25
Mackellar;Scotland Island;147;61.51;0.22;92;LP;0;5
Mackellar;Special Hospital Team 1;41;30.37;-19.63;94;LP;0;9
Mackellar;Special Hospital Team 2;65;29.68;;154;LP;0;39
Mackellar;Sydney (Mackellar);34;34.00;-6.74;66;LP;0;8
Mackellar;Terrey Hills;553;26.02;-0.46;1572;LP;0;97
Mackellar;Warriewood;598;37.12;0.89;1013;LP;0;104
Mackellar;Wheeler Heights;705;34.51;0.73;1338;LP;0;102
Mackellar;ABSENT;1845;34.92;;3439;LP;0;214
Mackellar;POSTAL;608;27.66;;1590;LP;0;34
Mackellar;PRE POLL;1249;29.86;;2934;LP;0;100
Mackellar;PROVISIONAL;127;35.18;;234;LP;0;22
Macquarie;Bilpin;173;39.86;0.23;261;LP;0;22
Macquarie;Blackheath;1225;53.92;-3.96;1047;LP;0;68
Macquarie;Blaxland (Macquarie);432;50.17;-0.99;429;LP;0;36
Macquarie;Blaxland East;1288;42.44;0.27;1747;LP;0;107
Macquarie;Bligh Park;878;32.45;-4.38;1828;LP;0;122
Macquarie;Bligh Park East;347;31.78;-7.55;745;LP;0;46
Macquarie;Bullaburra;284;51.08;-9.00;272;LP;0;21
Macquarie;Cattai;27;19.42;-4.04;112;LP;0;5
Macquarie;Colo Heights;50;33.78;-9.73;98;LP;0;10
Macquarie;Comleroy Road;236;29.06;-2.40;576;LP;0;39
Macquarie;Ebenezer;219;27.93;-3.65;565;LP;0;21
Macquarie;Faulconbridge;1003;44.36;-4.65;1258;LP;0;56
Macquarie;Freemans Reach;362;29.53;-3.49;864;LP;0;63
Macquarie;Glossodia;392;31.31;-8.66;860;LP;0;77
Macquarie;Grose View;189;29.39;-2.12;454;LP;0;35
Macquarie;Hazelbrook;1288;53.05;-5.80;1140;LP;0;95
Macquarie;Hobartville;586;37.42;-4.58;980;LP;0;88
Macquarie;Katoomba;555;67.52;0.46;267;LP;0;53
Macquarie;Katoomba High;270;55.10;-5.21;220;LP;0;20
Macquarie;Katoomba Hospital;92;57.14;1.99;69;LP;0;8
Macquarie;Katoomba North;682;58.89;1.01;476;LP;0;46
Macquarie;Katoomba Street;994;67.94;-1.30;469;LP;0;74
Macquarie;Kurmond;194;28.57;0.21;485;LP;0;39
Macquarie;Kurrajong;533;30.72;-2.20;1202;LP;0;63
Macquarie;Kurrajong East;191;30.81;-3.22;429;LP;0;30
Macquarie;Kurrajong Heights;175;35.93;-5.07;312;LP;0;13
Macquarie;Lawson;814;56.92;-5.38;616;LP;0;53
Macquarie;Leura;442;58.01;-3.66;320;LP;0;26
Macquarie;Leura Central;781;55.00;-0.75;639;LP;0;33
Macquarie;Maraylya (Macquarie);94;20.94;-3.28;355;LP;0;16
Macquarie;McGraths Hill;317;31.39;-1.95;693;LP;0;46
Macquarie;Medlow Bath;191;53.20;-0.64;168;LP;0;14
Macquarie;Mount Riverview;586;37.68;-1.36;969;LP;0;36
Macquarie;Mount Victoria;242;54.26;-0.47;204;LP;0;13
Macquarie;Mount Wilson;29;34.94;-2.69;54;LP;0;5
Macquarie;North Richmond;792;29.67;-5.78;1877;LP;0;99
Macquarie;Oakville;257;20.76;-4.33;981;LP;0;101
Macquarie;Pitt Town;292;27.26;0.54;779;LP;0;61
Macquarie;Richmond;752;36.74;-5.46;1295;LP;0;108
Macquarie;Richmond High;364;35.00;-7.60;676;LP;0;77
Macquarie;Special Hospital Team 1;34;40.96;-9.04;49;LP;0;4
Macquarie;Special Hospital Team 2;49;38.89;;77;LP;0;7
Macquarie;Springwood;1205;48.01;-2.65;1305;LP;0;90
Macquarie;Springwood North;799;41.14;-5.19;1143;LP;0;75
Macquarie;Springwood South;645;41.16;-3.98;922;LP;0;42
Macquarie;St Albans;63;43.45;2.59;82;LP;0;6
Macquarie;Sydney (Macquarie);54;52.43;-4.52;49;LP;0;0
Macquarie;Tennyson;57;22.80;-1.47;193;LP;0;14
Macquarie;Valley Heights;367;44.06;-0.02;466;LP;0;25
Macquarie;Vineyard East (Macquarie);127;33.16;-2.40;256;LP;0;25
Macquarie;Warrimoo;457;48.67;-4.38;482;LP;0;20
Macquarie;Wentworth Falls;1329;50.25;-1.48;1316;LP;0;96
Macquarie;Wilberforce;449;27.61;-4.15;1177;LP;0;47
Macquarie;Windsor;624;38.28;-1.13;1006;LP;0;98
Macquarie;Windsor South;854;42.89;-5.34;1137;LP;0;129
Macquarie;Winmalee;1057;37.64;-3.10;1751;LP;0;73
Macquarie;Wisemans Ferry (Macquarie);69;36.13;;122;LP;0;11
Macquarie;Woodford;452;52.19;-2.74;414;LP;0;29
Macquarie;Yarramundi;67;25.19;-7.77;199;LP;0;11
Macquarie;ABSENT;2484;44.36;;3116;LP;0;270
Macquarie;POSTAL;1004;35.43;;1830;LP;0;39
Macquarie;PRE POLL;1567;41.64;;2196;LP;0;87
Macquarie;PROVISIONAL;167;46.26;;194;LP;0;17
Mitchell;Aminya;157;27.54;0.44;413;LP;0;7
Mitchell;Annangrove;221;20.05;-0.46;881;LP;0;62
Mitchell;Baulkham Hills;113;34.66;-3.29;213;LP;0;12
Mitchell;Baulkham Hills High;495;35.61;-2.14;895;LP;0;76
Mitchell;Baulkham Hills North;889;32.05;-2.54;1885;LP;0;137
Mitchell;Beaumont Hills;380;26.61;-1.04;1048;LP;0;48
Mitchell;Castle Hill;1040;27.82;-0.87;2698;LP;0;210
Mitchell;Castle Hill East;333;26.53;-2.44;922;LP;0;43
Mitchell;Castle Hill High;719;29.31;-1.20;1734;LP;0;93
Mitchell;Castle Hill West;582;27.32;-0.12;1548;LP;0;113
Mitchell;Crestwood;529;30.13;-2.33;1227;LP;0;82
Mitchell;Crestwood High;1324;31.21;-3.39;2918;LP;0;201
Mitchell;Dural (Mitchell);160;19.73;-3.07;651;LP;0;46
Mitchell;Eurambie Park;700;29.49;-0.93;1674;LP;0;104
Mitchell;Glenhaven;530;20.10;-0.10;2107;LP;0;85
Mitchell;Hopetoun;72;17.60;-0.37;337;LP;0;26
Mitchell;Jasper Road;1528;32.48;-4.63;3177;LP;0;220
Mitchell;Kellyville;1246;26.44;-1.76;3466;LP;0;288
Mitchell;Kenthurst;495;20.51;-0.49;1919;LP;0;125
Mitchell;Kilvinton;49;21.49;-1.86;179;LP;0;22
Mitchell;Maraylya (Mitchell);54;15.84;;287;LP;0;25
Mitchell;Matthew Pearce;531;34.87;-4.62;992;LP;0;65
Mitchell;Model Farms;728;33.69;-1.73;1433;LP;0;136
Mitchell;Mowll;74;17.33;1.32;353;LP;0;31
Mitchell;Muirfield;450;34.38;-2.77;859;LP;0;68
Mitchell;Murray Farm;1131;34.37;-1.13;2160;LP;0;177
Mitchell;North Rocks (Mitchell);748;34.76;-2.00;1404;LP;0;98
Mitchell;Northmead High;551;37.00;-0.08;938;LP;0;75
Mitchell;Oakhill Drive (Mitchell);566;32.53;-4.60;1174;LP;0;88
Mitchell;Rondelay;545;26.56;-4.32;1507;LP;0;84
Mitchell;Rouse Hill;500;22.94;-2.14;1680;LP;0;130
Mitchell;Samuel Gilbert;943;24.56;-1.41;2896;LP;0;187
Mitchell;Special Hospital Team 1;7;15.91;-34.09;37;LP;0;5
Mitchell;Sydney (Mitchell);45;43.27;-2.19;59;LP;0;5
Mitchell;The Hills Private Hospital;48;28.40;-10.58;121;LP;0;8
Mitchell;Thompsons Corner (Mitchell);350;31.76;-0.76;752;LP;0;47
Mitchell;West Pennant Hills;173;29.47;-1.57;414;LP;0;15
Mitchell;Wirreanda;138;24.00;-5.46;437;LP;0;36
Mitchell;ABSENT;1788;31.46;;3896;LP;0;241
Mitchell;POSTAL;595;21.23;;2207;LP;0;57
Mitchell;PRE POLL;1047;28.30;;2652;LP;0;121
Mitchell;PROVISIONAL;92;29.87;;216;LP;0;26
Newcastle;Adamstown;1130;54.91;;928;LP;0;93
Newcastle;Adamstown Heights;1086;43.72;;1398;LP;0;108
Newcastle;Adamstown North;702;63.47;;404;LP;0;60
Newcastle;Adamstown West;150;54.15;;127;LP;0;12
Newcastle;Beaumont Park;539;69.19;;240;LP;0;78
Newcastle;Birmingham Gardens;484;57.41;;359;LP;0;40
Newcastle;Birmingham Gardens North;597;64.26;;332;LP;0;49
Newcastle;Carrington;682;75.11;;226;LP;0;43
Newcastle;Cooks Hill;427;59.47;;291;LP;0;29
Newcastle;Cooks Hill South;1019;52.04;;939;LP;0;81
Newcastle;Garden Suburb (Newcastle);85;42.50;;115;LP;0;15
Newcastle;Georgetown;365;67.34;;177;LP;0;33
Newcastle;Hamilton;1169;67.11;;573;LP;0;121
Newcastle;Hamilton Central;732;63.49;;421;LP;0;53
Newcastle;Hamilton North;415;69.98;;178;LP;0;49
Newcastle;Hamilton South;1019;47.11;;1144;LP;0;120
Newcastle;Hexham;46;65.71;;24;LP;0;4
Newcastle;Islington;486;69.83;;210;LP;0;31
Newcastle;Jesmond;513;62.94;;302;LP;0;35
Newcastle;Jesmond North;889;57.43;;659;LP;0;69
Newcastle;Kotara;298;49.58;;303;LP;0;23
Newcastle;Kotara East;359;47.30;;400;LP;0;40
Newcastle;Kotara South;901;50.70;;876;LP;0;58
Newcastle;Lambton;1194;57.65;;877;LP;0;112
Newcastle;Lambton East;576;59.88;;386;LP;0;49
Newcastle;Maryland;1687;55.48;;1354;LP;0;168
Newcastle;Maryville Wickham;557;72.06;;216;LP;0;58
Newcastle;Mayfield;1115;64.19;;622;LP;0;125
Newcastle;Mayfield East;887;64.51;;488;LP;0;110
Newcastle;Mayfield South;1140;63.55;;654;LP;0;106
Newcastle;Mayfield West;1577;61.77;;976;LP;0;138
Newcastle;Merewether;556;53.46;;484;LP;0;67
Newcastle;Merewether Heights;471;36.37;;824;LP;0;38
Newcastle;Merewether South;1021;42.68;;1371;LP;0;109
Newcastle;Merewether West;453;47.99;;491;LP;0;42
Newcastle;Minmi;287;57.06;;216;LP;0;26
Newcastle;New Lambton;1636;52.49;;1481;LP;0;158
Newcastle;New Lambton Central;504;52.17;;462;LP;0;33
Newcastle;New Lambton South;965;60.50;;630;LP;0;64
Newcastle;Newcastle;648;57.14;;486;LP;0;58
Newcastle;Pittown;356;61.91;;219;LP;0;26
Newcastle;Plattsburg;1386;60.23;;915;LP;0;130
Newcastle;Shortland;786;56.79;;598;LP;0;78
Newcastle;Special Hospital Team 1;63;67.02;;31;LP;0;7
Newcastle;Special Hospital Team 2;32;55.17;;26;LP;0;3
Newcastle;Special Hospital Team 3;57;61.29;;36;LP;0;5
Newcastle;Stockton;455;59.79;;306;LP;0;49
Newcastle;Stockton North;305;68.39;;141;LP;0;29
Newcastle;Stockton South;700;65.00;;377;LP;0;73
Newcastle;Sydney (Newcastle);24;48.98;;25;LP;0;3
Newcastle;The Junction;1096;50.09;;1092;LP;0;109
Newcastle;Tighes Hill;789;69.09;;353;LP;0;58
Newcastle;Wallsend;464;63.91;;262;LP;0;68
Newcastle;Wallsend Hospital;450;62.59;;269;LP;0;58
Newcastle;Waratah;1386;61.46;;869;LP;0;134
Newcastle;Waratah Central;269;68.80;;122;LP;0;17
Newcastle;Waratah South;290;61.70;;180;LP;0;29
Newcastle;Waratah West;749;64.40;;414;LP;0;58
Newcastle;ABSENT;2679;51.20;;2553;LP;0;242
Newcastle;POSTAL;2074;59.02;;1440;LP;0;72
Newcastle;PRE POLL;1557;50.95;;1499;LP;0;72
Newcastle;PROVISIONAL;221;63.69;;126;LP;0;12
New England;Arding;120;45.45;;144;NP;0;2
New England;Armidale;1226;47.23;;1370;NP;0;54
New England;Armidale East;615;49.64;;624;NP;0;28
New England;Armidale Hospital;419;49.35;;430;NP;0;21
New England;Armidale South;491;45.55;;587;NP;0;13
New England;Armidale University;202;44.59;;251;NP;0;4
New England;Armidale West;1061;46.54;;1219;NP;0;69
New England;Ashford;192;41.56;;270;NP;0;11
New England;Attunga;143;31.09;;317;NP;0;8
New England;Barraba;432;36.24;;760;NP;0;23
New England;Ben Lomond;24;21.05;;90;NP;0;0
New England;Ben Venue;1077;43.27;;1412;NP;0;61
New England;Bendemeer;93;29.81;;219;NP;0;5
New England;Bingara;410;35.96;;730;NP;0;35
New England;Black Mountain;46;31.94;;98;NP;0;1
New England;Bonshaw;20;23.81;;64;NP;0;3
New England;Bundarra;118;30.26;;272;NP;0;13
New England;Calala;319;28.08;;817;NP;0;8
New England;Currabubula;80;40.00;;120;NP;0;6
New England;Dangarsleigh;34;18.89;;146;NP;0;4
New England;Deepwater;97;25.53;;283;NP;0;5
New England;Delungra;82;23.84;;262;NP;0;7
New England;Drake;78;46.71;;89;NP;0;1
New England;Dungowan;65;22.57;;223;NP;0;7
New England;Duri;73;23.32;;240;NP;0;1
New England;Ebor;40;28.17;;102;NP;0;2
New England;Elsmore;35;28.46;;88;NP;0;2
New England;Emmaville;168;44.44;;210;NP;0;17
New England;Gilgai;145;37.66;;240;NP;0;6
New England;Glen Innes;648;32.86;;1324;NP;0;30
New England;Glen Innes Hospital;229;35.39;;418;NP;0;19
New England;Glen Innes West;512;36.16;;904;NP;0;41
New England;Glencoe;32;26.89;;87;NP;0;0
New England;Graman;22;27.16;;59;NP;0;2
New England;Gum Flat;20;16.95;;98;NP;0;3
New England;Guyra;342;22.56;;1174;NP;0;26
New England;Hallsville;69;22.04;;244;NP;0;1
New England;Hillgrove;30;34.88;;56;NP;0;5
New England;Hillvue;700;28.69;;1740;NP;0;30
New England;Inverell;838;35.52;;1521;NP;0;60
New England;Inverell East;547;32.87;;1117;NP;0;39
New England;Jennings;44;43.56;;57;NP;0;7
New England;Jubullum;38;90.48;;4;NP;0;2
New England;Kentucky;62;32.12;;131;NP;0;1
New England;Kingstown;19;19.39;;79;NP;0;1
New England;Kootingal;425;33.18;;856;NP;0;18
New England;Legume;25;16.45;;127;NP;0;1
New England;Liston;39;27.66;;102;NP;0;2
New England;Loomberah;31;17.71;;144;NP;0;1
New England;Manilla;758;42.09;;1043;NP;0;46
New England;Martins Gully;264;39.76;;400;NP;0;8
New England;Mole Crossing;18;20.00;;72;NP;0;1
New England;Moonbi;164;31.24;;361;NP;0;9
New England;Moor Creek;103;22.44;;356;NP;0;4
New England;Nazareth House;50;26.32;;140;NP;0;1
New England;Nemingha;186;26.42;;518;NP;0;7
New England;Niangala;16;14.16;;97;NP;0;1
New England;Nowendoc;14;16.28;;72;NP;0;2
New England;Nundle;150;37.31;;252;NP;0;8
New England;Oxley Vale;557;35.64;;1006;NP;0;24
New England;Peel High;797;49.20;;823;NP;0;32
New England;Red Range;36;25.17;;107;NP;0;6
New England;Rocky River;117;53.92;;100;NP;0;5
New England;Ross Hill;588;31.43;;1283;NP;0;54
New England;Somerton;41;20.92;;155;NP;0;3
New England;Special Hospital Team 1;37;39.78;;56;NP;0;12
New England;Special Hospital Team 2;21;29.58;;50;NP;0;2
New England;Special Hospital Team 3;53;30.99;;118;NP;0;6
New England;Sunnyside;21;13.38;;136;NP;0;6
New England;Sydney (New England);21;47.73;;23;NP;0;1
New England;Tamworth;547;34.53;;1037;NP;0;20
New England;Tamworth High;1819;42.07;;2505;NP;0;117
New England;Tamworth Primary;1141;32.93;;2324;NP;0;50
New England;Tamworth West;722;37.27;;1215;NP;0;41
New England;Tenterfield;778;35.90;;1389;NP;0;57
New England;Timbumburi;90;20.83;;342;NP;0;6
New England;Tingha;218;44.49;;272;NP;0;20
New England;Upper Horton;25;23.36;;82;NP;0;1
New England;Uralla;818;47.39;;908;NP;0;31
New England;Urbenville;44;27.67;;115;NP;0;7
New England;Walcha;429;28.09;;1098;NP;0;23
New England;Werris Creek;600;63.90;;339;NP;0;10
New England;Westdale;333;31.96;;709;NP;0;21
New England;Wollomombi;27;25.96;;77;NP;0;1
New England;Woolbrook;27;22.13;;95;NP;0;0
New England;Woolomin;70;38.04;;114;NP;0;1
New England;Yarrowitch;7;6.73;;97;NP;0;3
New England;Yetman;52;38.24;;84;NP;0;2
New England;ABSENT;1562;37.01;;2659;NP;0;109
New England;POSTAL;833;27.99;;2143;NP;0;36
New England;PRE POLL;1821;31.88;;3891;NP;0;80
New England;PROVISIONAL;334;43.43;;435;NP;0;28
North Sydney;Artarmon;621;44.90;0.11;762;LP;0;57
North Sydney;Artarmon Central;904;43.34;-3.63;1182;LP;0;113
North Sydney;Boronia Park (North Sydney);588;41.58;-0.99;826;LP;0;70
North Sydney;Cammeray;1103;37.31;1.40;1853;LP;0;116
North Sydney;Castlecrag;433;37.33;5.48;727;LP;0;60
North Sydney;Chatswood (North Sydney);82;39.81;-4.55;124;LP;0;14
North Sydney;Chatswood East (North Sydney);157;39.05;0.06;245;LP;0;28
North Sydney;Chatswood South (North Sydney);315;40.18;-4.15;469;LP;0;50
North Sydney;Cremorne;821;31.60;0.74;1777;LP;0;117
North Sydney;Cremorne South (North Sydney);671;33.94;1.77;1306;LP;0;75
North Sydney;Crows Nest;558;39.19;-2.32;866;LP;0;45
North Sydney;Crows Nest East;522;41.93;-2.40;723;LP;0;43
North Sydney;Cullen;498;34.78;4.90;934;LP;0;54
North Sydney;Gladesville (North Sydney);409;43.23;4.38;537;LP;0;69
North Sydney;Greenwich;710;40.09;1.67;1061;LP;0;73
North Sydney;Greenwich North;290;40.22;6.23;431;LP;0;26
North Sydney;Henley;124;33.33;-1.21;248;LP;0;6
North Sydney;Hunters Hill;443;26.09;1.38;1255;LP;0;59
North Sydney;Hunters Hill West;411;37.13;1.22;696;LP;0;39
North Sydney;Kirribilli;660;42.04;-5.07;910;LP;0;78
North Sydney;Lane Cove;1381;39.42;0.90;2122;LP;0;195
North Sydney;Lane Cove South;395;34.23;2.61;759;LP;0;27
North Sydney;Lane Cove West;617;35.79;-0.67;1107;LP;0;96
North Sydney;Longueville;522;30.09;5.33;1213;LP;0;52
North Sydney;Mcmahons Point;764;42.42;-1.37;1037;LP;0;59
North Sydney;Middle Harbour (North Sydney);95;31.15;0.23;210;LP;0;13
North Sydney;Milsons Point;297;37.22;-0.28;501;LP;0;17
North Sydney;Mowbray (North Sydney);385;44.51;2.76;480;LP;0;51
North Sydney;Naremburn;1166;39.29;-1.08;1802;LP;0;145
North Sydney;Neutral Bay;1406;35.60;0.95;2543;LP;0;161
North Sydney;Neutral Bay West;358;35.98;1.19;637;LP;0;27
North Sydney;North Sydney;776;39.23;-2.18;1202;LP;0;70
North Sydney;Northbridge;376;34.46;-4.75;715;LP;0;43
North Sydney;Northbridge East;619;29.17;0.26;1503;LP;0;75
North Sydney;Parklands;601;39.62;-3.51;916;LP;0;74
North Sydney;Royal North Shore Hospital;182;42.82;-1.72;243;LP;0;20
North Sydney;Special Hospital Team 1;37;22.02;-27.98;131;LP;0;8
North Sydney;Special Hospital Team 2;31;20.39;;121;LP;0;1
North Sydney;Special Hospital Team 3;34;25.00;;102;LP;0;4
North Sydney;Special Hospital Team 4;60;34.88;;112;LP;0;7
North Sydney;Sydney (North Sydney);86;41.95;-11.56;119;LP;0;14
North Sydney;Waverton;501;42.21;1.00;686;LP;0;46
North Sydney;Willoughby (North Sydney);1134;41.63;-0.55;1590;LP;0;256
North Sydney;Willoughby North (North Sydney);552;36.53;-1.09;959;LP;0;67
North Sydney;Wollstonecraft;990;38.40;1.00;1588;LP;0;102
North Sydney;Woolwich;205;30.15;2.26;475;LP;0;23
North Sydney;ABSENT;2269;35.47;;4128;LP;0;257
North Sydney;POSTAL;987;27.91;;2549;LP;0;51
North Sydney;PRE POLL;1746;35.35;;3193;LP;0;119
North Sydney;PROVISIONAL;163;38.63;;259;LP;0;37
Page;Ballina;2008;48.86;1.37;2102;NP;0;285
Page;Ballina East;1010;44.38;1.80;1266;NP;0;128
Page;Ballina Hospital;749;47.68;3.35;822;NP;0;142
Page;Ballina West;390;40.41;-4.70;575;NP;0;53
Page;Baryulgil;12;27.91;-8.30;31;NP;0;3
Page;Bentley;94;36.58;9.03;163;NP;0;3
Page;Bexhill;189;38.18;-2.91;306;NP;0;9
Page;Bonalbo;142;39.66;7.28;216;NP;0;26
Page;Broadwater;216;55.24;6.73;175;NP;0;29
Page;Caniaba;88;31.77;-1.26;189;NP;0;12
Page;Casino;1334;43.58;-0.35;1727;NP;0;258
Page;Casino High;401;50.19;-0.76;398;NP;0;48
Page;Casino Hospital;242;45.07;-5.60;295;NP;0;25
Page;Casino South;443;43.14;1.78;584;NP;0;73
Page;Casino West;405;51.07;2.57;388;NP;0;52
Page;Cawongla;271;75.49;-2.12;88;NP;0;23
Page;Chatsworth Island;142;39.66;-0.14;216;NP;0;17
Page;Clovass;68;25.86;1.29;195;NP;0;10
Page;Clunes;191;49.87;-5.36;192;NP;0;15
Page;Copmanhurst;144;41.86;-1.65;200;NP;0;18
Page;Coraki;382;41.93;0.54;529;NP;0;72
Page;Corndale;71;50.71;4.77;69;NP;0;3
Page;Coutts Crossing;249;43.53;-0.21;323;NP;0;40
Page;Cowper (Page);92;41.07;-9.77;132;NP;0;7
Page;Dundurrabin;81;59.12;-7.32;56;NP;0;2
Page;Dunoon;319;58.42;3.04;227;NP;0;19
Page;Eltham;90;37.82;-4.46;148;NP;0;12
Page;Empire Vale;107;44.96;9.39;131;NP;0;8
Page;Evans Head;782;49.56;-2.39;796;NP;0;94
Page;Fairy Hill;124;31.79;-1.81;266;NP;0;27
Page;Gillwinga;264;48.35;-2.15;282;NP;0;33
Page;Goolmangar;184;43.71;1.16;237;NP;0;24
Page;Goonellabah;973;42.92;-0.54;1294;NP;0;148
Page;Goonellabah South;867;43.88;-0.60;1109;NP;0;82
Page;Grafton;905;52.16;9.06;830;NP;0;108
Page;Grafton East;583;45.62;-3.92;695;NP;0;80
Page;Grafton Hospital;148;50.86;0.24;143;NP;0;16
Page;Grafton North;797;46.88;1.22;903;NP;0;135
Page;Grafton South;492;50.41;1.81;484;NP;0;104
Page;Grevillia;44;30.14;-2.28;102;NP;0;14
Page;Gundurimba South;56;36.36;4.05;98;NP;0;3
Page;Harwood Island;126;45.82;1.33;149;NP;0;17
Page;Horseshoe Creek;90;51.43;1.43;85;NP;0;6
Page;Iluka;539;49.77;-1.24;544;NP;0;71
Page;Jiggi;132;61.97;0.70;81;NP;0;5
Page;Junction Hill;288;39.72;2.31;437;NP;0;50
Page;Kyogle;685;40.13;-1.63;1022;NP;0;77
Page;Kyogle Hospital;305;42.30;4.29;416;NP;0;62
Page;Lawrence;283;51.18;0.49;270;NP;0;30
Page;Leeville;91;34.47;2.14;173;NP;0;18
Page;Lismore;1271;57.15;1.39;953;NP;0;124
Page;Lismore Central;820;54.09;-2.28;696;NP;0;70
Page;Lismore East;839;49.12;-2.37;869;NP;0;82
Page;Lismore Heights;447;48.01;1.92;484;NP;0;36
Page;Lismore Hospital;183;52.89;-3.36;163;NP;0;21
Page;Lismore North;297;59.05;-0.65;206;NP;0;24
Page;Lismore South;837;52.02;0.44;772;NP;0;73
Page;Lismore St Vincents Hospital;317;43.91;-6.09;405;NP;0;34
Page;Maclean (Page);137;45.07;-5.77;167;NP;0;11
Page;Mallanganee;86;35.98;-5.44;153;NP;0;8
Page;Meerschaum Vale;117;37.99;-8.33;191;NP;0;13
Page;Modanville;151;40.81;-3.70;219;NP;0;21
Page;Nimbin;736;76.83;0.43;222;NP;0;37
Page;Nymboida;75;61.98;1.98;46;NP;0;7
Page;Pimlico;43;30.71;0.37;97;NP;0;3
Page;Pound Hill;734;50.00;-0.24;734;NP;0;82
Page;Rappville;58;40.85;7.51;84;NP;0;9
Page;Rosebank;173;70.33;-3.75;73;NP;0;5
Page;Southgate;29;26.13;1.48;82;NP;0;3
Page;Special Hospital Team 1;21;35.00;-15.00;39;NP;0;8
Page;Special Hospital Team 2;14;63.64;;8;NP;0;8
Page;Special Hospital Team 3;35;33.02;;71;NP;0;9
Page;Special Hospital Team 4;47;34.06;;91;NP;0;14
Page;Special Hospital Team 5;41;40.20;;61;NP;0;6
Page;Sydney (Page);15;65.22;-7.00;8;NP;0;0
Page;Tabulam;77;42.08;-4.17;106;NP;0;11
Page;The Channon;295;76.62;0.57;90;NP;0;16
Page;Tregeagle;152;33.55;2.23;301;NP;0;5
Page;Vere Street (Page);1062;51.83;1.35;987;NP;0;162
Page;Wardell;265;50.48;5.18;260;NP;0;29
Page;Waterview Heights;414;45.35;1.79;499;NP;0;38
Page;Westlawn;416;47.06;1.69;468;NP;0;48
Page;Whiporie;34;38.64;-9.33;54;NP;0;4
Page;Wiangaree;138;40.00;3.33;207;NP;0;22
Page;Woodburn;407;48.68;-2.87;429;NP;0;52
Page;Woodenbong;73;28.08;1.10;187;NP;0;23
Page;Woombah;182;52.91;0.79;162;NP;0;23
Page;Wyrallah;151;39.32;6.31;233;NP;0;11
Page;ABSENT;1688;48.30;;1807;NP;0;177
Page;POSTAL;1380;44.20;;1742;NP;0;60
Page;PRE POLL;1906;43.00;;2527;NP;0;174
Page;PROVISIONAL;362;61.15;;230;NP;0;30
Parkes;Albert;15;15.46;5.94;82;NP;0;0
Parkes;Alectown;49;28.16;-1.51;125;NP;0;11
