region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
CED505,0,0,6,10,47,54,26,17,6,3,9,6,4,3,0,191,0,0,5,28,57,86,162,281,130,115,207,127,76,62,29,1365,0,0,10,19,15,3,8,0,0,0,5,0,0,0,0,60,0,4,3,3,3,10,12,12,10,12,31,11,12,16,106,245,0,0,0,0,15,41,77,75,27,16,38,37,37,13,17,393,0,0,0,3,3,0,4,3,3,0,0,3,0,0,0,19,41,169,524,2194,1332,938,566,502,175,225,236,216,205,86,374,7783,0,4,6,24,58,47,53,50,14,20,20,18,27,11,13,365,0,0,0,0,26,97,74,20,13,5,21,18,8,3,22,307,4,44,85,283,358,378,315,341,154,242,233,245,191,109,1890,4872,65,381,1163,3230,3059,3344,2887,2534,1115,1405,1817,1472,1571,1027,3207,28277
CED506,3,0,3,18,27,15,15,31,3,3,10,8,7,0,9,152,3,0,6,46,80,157,191,368,123,171,273,174,91,45,61,1789,0,7,9,8,6,3,7,0,0,0,0,0,0,0,5,45,0,0,4,4,3,4,9,5,0,0,3,9,5,7,0,53,0,0,0,3,16,20,27,35,11,4,11,12,17,3,10,169,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,113,290,767,3202,1918,1325,759,697,281,281,188,215,158,124,599,10917,0,5,8,48,102,52,46,62,8,12,26,20,31,22,11,453,0,0,0,0,12,12,29,12,5,7,7,7,4,3,7,105,8,89,79,303,270,288,264,380,121,140,174,153,194,105,370,2938,171,759,1720,4328,3312,3178,2469,2374,923,1159,1310,1050,971,638,1679,26041
CED507,0,7,15,33,66,152,195,202,76,26,35,25,44,15,60,951,0,0,15,47,161,317,398,357,124,133,244,146,88,44,53,2127,6,10,23,75,39,12,95,3,6,3,0,3,0,0,5,280,0,5,4,10,17,61,37,39,9,16,21,5,19,5,21,269,0,0,0,0,11,34,53,56,18,21,18,32,25,20,17,305,0,0,0,13,7,5,13,0,4,4,3,0,3,4,3,59,93,277,666,3037,2031,2092,1391,1242,374,405,445,388,340,218,603,13602,0,5,15,36,73,114,135,97,42,26,40,35,42,41,22,723,0,0,4,0,51,82,28,15,4,9,0,10,4,0,17,224,8,64,162,928,916,1327,1010,787,279,307,368,323,236,147,301,7163,202,746,3025,6286,4814,6765,6068,4502,1580,1811,2279,1908,1686,1130,2081,44883
CED508,3,6,3,41,151,228,174,147,48,35,48,48,38,18,24,1012,3,0,6,36,163,242,273,255,128,104,178,76,60,41,44,1609,3,7,14,41,16,11,11,3,0,3,0,0,0,0,4,113,0,7,7,19,42,42,46,22,15,23,36,19,15,7,6,306,0,0,0,3,13,78,78,75,26,34,30,81,42,13,37,510,0,0,0,0,11,11,7,21,0,8,0,0,0,10,3,71,73,289,824,4967,3296,2736,1354,923,255,279,226,143,115,59,648,16187,0,3,9,43,71,68,79,67,16,17,12,15,7,7,11,425,0,0,0,0,25,89,73,18,6,13,8,13,12,0,10,267,3,127,159,656,587,837,1055,896,364,422,420,350,298,119,259,6552,123,859,2470,7302,5882,7392,5753,4314,1641,2056,2290,1650,1431,861,1995,46019
CED509,0,0,14,29,105,160,162,148,27,32,26,37,35,10,21,806,0,0,13,26,142,352,1072,1198,368,471,753,399,370,179,204,5547,0,3,11,24,9,14,30,3,3,0,0,0,3,0,0,100,0,3,5,8,22,18,23,7,3,10,3,3,3,3,4,115,0,0,0,3,11,24,52,38,19,15,20,19,15,13,14,243,0,0,3,3,3,7,11,3,0,0,0,3,0,0,3,36,25,192,624,3103,3389,5281,4328,4368,1533,1573,1353,1110,938,589,1048,29454,0,3,4,23,73,81,107,95,19,13,48,26,46,54,24,616,0,0,0,0,54,127,37,24,11,10,3,11,7,4,14,302,3,57,88,463,571,1108,1214,1155,308,305,401,333,231,143,240,6620,55,465,1513,4614,5835,10474,9398,8461,2745,2956,3416,2581,2340,1529,2216,58598
CED510,0,11,6,12,21,15,17,4,6,0,3,7,3,6,8,119,0,3,11,31,54,81,142,307,113,212,278,147,69,68,68,1584,0,6,12,19,8,0,0,0,0,0,0,0,0,0,6,51,0,0,8,8,5,7,5,18,7,5,8,5,7,4,41,128,0,0,0,4,9,19,27,34,25,25,18,12,19,4,15,211,0,0,0,3,0,5,4,0,0,0,0,3,0,0,0,15,95,352,850,3105,1909,1078,526,392,129,128,153,152,115,70,491,9545,0,0,11,40,72,69,41,55,10,8,11,7,16,7,14,361,0,0,3,0,7,19,14,16,0,9,10,3,0,6,15,102,0,105,89,314,228,316,262,394,149,230,310,187,116,73,502,3275,140,795,1876,4272,3260,3122,2458,2239,903,1266,1793,1092,1013,732,1915,26876
CED511,0,11,8,27,58,71,71,88,24,16,13,8,20,10,8,433,0,3,13,28,83,209,339,561,262,220,398,183,109,64,67,2539,3,15,9,34,11,3,25,0,0,0,0,0,0,0,7,107,0,4,5,10,11,38,27,13,3,6,0,8,0,0,6,131,0,0,0,0,12,33,38,36,15,20,19,26,15,8,11,233,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,13,61,265,748,4176,3060,2935,2277,2431,1138,1166,1001,620,388,222,890,21378,3,0,11,72,81,90,99,76,15,16,5,26,13,12,24,543,0,0,0,0,30,126,158,35,16,6,8,21,6,8,57,471,4,118,124,464,465,686,756,927,220,245,241,157,137,77,1435,6056,109,795,1948,5959,5149,6448,5811,5359,2226,2271,2318,1557,1102,702,3199,44953
CED512,0,7,21,65,161,241,137,105,40,29,42,49,60,37,31,1025,3,3,6,48,141,377,383,243,58,69,94,55,62,31,33,1606,3,22,22,71,42,15,115,6,0,0,0,0,0,0,14,310,0,6,19,51,80,114,51,37,12,21,37,22,35,36,12,533,0,0,4,0,28,92,88,98,27,46,45,73,63,23,37,624,0,0,4,3,9,12,32,34,0,3,6,6,9,3,7,128,70,253,594,2818,1867,1756,979,595,203,192,302,252,317,258,493,10949,0,0,10,38,55,73,90,69,24,30,41,34,71,50,29,614,0,0,3,4,486,1180,598,163,52,83,104,111,54,33,156,3027,10,201,153,742,867,1069,1257,1185,435,603,770,855,750,456,426,9779,161,1146,3069,6267,5838,8487,6922,4730,1829,2291,3229,3116,2968,2120,2420,54593
CED513,0,4,19,26,78,165,103,163,25,19,15,22,21,11,26,697,0,0,15,28,142,517,706,463,81,97,181,137,89,58,59,2573,6,15,27,53,27,19,118,6,0,0,0,3,0,0,9,283,0,3,14,29,32,47,40,33,10,31,29,34,21,5,14,342,0,3,0,3,21,71,60,47,44,46,49,67,53,12,18,494,0,0,0,5,0,8,31,28,11,3,3,0,7,4,15,115,100,231,616,2250,1542,1548,895,718,224,264,298,209,227,133,449,9704,0,7,5,37,61,71,112,66,11,17,45,30,48,39,28,577,0,0,0,0,345,1000,481,124,22,74,73,72,39,24,128,2382,27,176,142,595,629,1126,1488,2015,661,828,765,873,624,323,454,10726,236,1082,3437,5595,4718,7642,7126,5838,1901,2320,2916,2743,2215,1411,2263,51443
CED514,3,11,17,49,219,281,304,316,62,73,131,101,118,134,67,1886,3,3,10,46,139,258,265,257,64,82,134,72,64,74,63,1534,0,16,15,32,6,4,47,6,0,0,0,0,0,0,7,133,0,8,9,16,49,92,100,119,51,73,123,114,114,72,36,976,0,0,0,5,27,107,131,130,35,59,62,85,55,23,38,757,0,0,3,25,51,75,107,56,14,20,8,11,11,10,25,416,113,290,705,3076,2060,1819,946,631,239,192,234,277,261,167,632,11642,0,3,4,43,70,72,77,52,23,28,39,40,83,37,29,600,0,0,0,0,173,272,118,78,33,42,71,46,50,34,70,987,10,145,148,667,721,1093,1678,1833,788,936,1467,1346,1277,775,613,13497,178,964,2371,5540,5283,7672,7364,7238,2946,3648,5459,5131,4553,3189,3076,64612
CED515,3,12,21,53,293,651,670,724,191,183,179,181,148,118,94,3521,3,0,8,57,203,411,575,632,184,208,298,265,192,81,68,3185,3,14,6,17,7,5,18,3,0,0,0,0,0,0,0,73,0,0,13,12,37,208,347,149,56,115,135,77,55,48,35,1287,0,0,4,4,17,83,56,64,21,9,24,17,24,3,23,349,0,0,0,3,7,4,8,10,0,0,6,0,0,0,12,50,91,265,701,2794,2251,2438,1511,1152,361,331,366,291,312,194,525,13583,3,3,6,35,72,90,120,87,16,33,47,32,47,44,14,649,0,0,0,0,108,149,64,13,5,5,11,8,18,3,31,415,11,109,130,500,663,1297,1303,1089,259,317,510,418,332,211,796,7945,150,730,1885,4763,5518,10636,9172,7257,2287,2632,3286,2667,2428,1452,2632,57495
CED594,0,0,0,0,0,0,3,3,0,3,0,0,4,3,3,19,0,0,0,0,5,4,6,3,5,3,5,8,0,31,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,34,157,82,78,45,30,5,13,15,17,57,165,45,757,0,0,0,6,4,7,4,3,0,0,0,3,6,31,3,67,0,0,0,4,0,4,3,0,0,3,0,0,0,0,3,17,0,3,4,12,20,30,20,33,8,14,8,9,31,76,52,320,0,30,74,234,178,244,173,129,53,66,75,96,216,494,223,2285
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,11,3,0,0,3,0,0,0,6,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,0,0,3,16,0,0,3,9,10,18,22,19,6,0,6,6,0,0,13,112
CED601,0,0,3,7,4,13,9,17,0,6,6,5,19,20,3,112,0,0,7,21,26,39,54,28,14,16,19,9,12,0,9,254,0,3,3,4,3,0,4,0,3,0,0,0,0,0,0,20,0,0,0,0,3,15,7,0,0,9,14,8,3,0,3,62,0,0,0,3,0,8,14,10,4,5,9,7,12,6,3,81,0,0,0,0,6,0,7,0,4,0,0,0,0,0,0,17,29,190,731,1338,711,364,194,113,53,20,36,41,44,13,193,4070,3,0,0,24,42,37,34,43,8,0,14,4,17,4,5,235,0,0,0,3,3,5,3,9,3,6,7,3,7,4,3,56,3,44,105,143,124,109,136,283,89,109,197,225,255,131,83,2036,45,378,1585,1930,1290,1154,903,891,307,331,476,541,582,355,488,11256
CED602,0,0,3,10,7,3,3,0,0,0,0,0,0,0,3,29,3,3,3,8,16,29,33,39,10,10,23,31,9,6,3,226,0,3,9,16,3,0,0,0,0,0,0,0,0,0,0,31,0,0,3,3,5,8,8,4,0,8,23,3,3,3,3,74,0,0,0,0,4,11,16,12,0,3,3,3,8,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,191,633,1455,755,322,138,104,27,21,21,29,17,17,172,3923,0,0,3,16,34,18,25,31,5,9,15,8,11,3,9,187,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,9,0,42,90,129,98,59,84,59,15,27,31,30,19,13,23,719,39,351,1226,1991,1250,912,738,506,145,150,234,226,169,100,383,8420
CED603,0,3,3,8,15,11,23,28,6,11,18,7,22,36,6,197,0,3,18,23,66,78,74,70,12,14,19,23,26,6,4,436,0,3,12,24,3,6,9,0,3,0,0,0,0,0,4,64,0,3,0,10,3,13,20,12,0,0,4,0,16,8,9,98,0,0,0,0,0,22,16,35,13,12,25,28,31,13,6,201,0,0,3,5,5,7,3,4,0,0,0,0,0,0,0,27,33,216,696,1325,764,466,271,218,54,40,65,31,61,46,221,4507,0,0,11,32,49,64,87,71,8,13,21,20,15,11,16,418,0,0,0,3,22,21,21,15,8,10,15,12,24,6,7,164,0,127,154,196,226,256,304,409,143,197,195,253,280,164,133,3037,52,612,1708,2331,1722,1705,1549,1489,512,607,850,933,921,537,714,16242
CED604,0,3,3,7,6,14,9,13,0,0,4,6,3,0,4,72,0,0,15,30,46,51,76,48,16,21,39,43,11,12,12,420,0,0,6,12,8,0,0,0,0,0,0,0,0,0,0,26,0,0,3,3,8,11,3,0,3,0,0,3,5,0,0,39,0,0,0,0,4,4,14,15,0,3,8,11,8,0,3,70,0,0,0,0,0,7,5,0,0,0,0,0,0,4,0,16,30,245,780,1760,1118,575,322,272,110,68,94,62,20,37,240,5733,0,3,7,34,81,45,56,43,16,21,30,11,15,13,6,381,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,15,5,67,132,168,173,196,183,191,71,54,69,67,61,47,61,1545,47,485,1619,2483,1940,1500,1155,893,304,271,355,315,253,176,505,12301
CED605,0,3,3,3,9,0,6,7,0,3,0,0,0,0,3,37,0,0,4,14,33,28,22,23,15,6,9,15,0,0,3,172,0,3,13,3,0,0,3,0,0,0,0,0,0,0,3,25,0,0,3,0,3,4,0,4,0,0,0,0,6,0,3,23,0,0,0,0,4,8,12,5,4,0,4,8,4,0,9,58,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,15,14,225,707,1717,990,464,218,198,59,69,53,33,22,11,204,4984,0,3,4,23,53,34,47,32,8,3,7,8,5,5,4,236,0,0,0,0,3,0,3,0,4,0,0,3,0,0,0,13,6,46,120,166,152,107,76,54,13,22,8,4,17,4,38,833,32,417,1322,2312,1716,1153,674,528,146,173,124,115,105,27,380,9224
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,4,5,3,0,4,4,0,0,7,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,7,11,6,3,34,0,6,9,21,19,15,14,15,0,4,8,10,25,22,18,186
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,3,0,3,3,0,3,0,0,0,3,0,3,0,6,24
CED701,0,0,3,10,35,17,5,16,0,3,0,0,0,4,13,106,0,0,3,9,18,28,32,71,18,28,37,29,20,25,12,330,0,0,3,6,4,3,5,0,0,0,0,0,0,0,0,21,0,0,4,5,14,12,12,9,6,3,7,6,7,4,3,92,0,0,0,0,15,26,40,31,6,8,14,10,16,6,6,178,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,10,3,52,248,726,464,252,182,130,33,29,38,47,49,26,118,2397,0,0,0,37,42,34,104,98,26,41,29,68,125,105,27,736,0,0,3,0,27,61,35,10,13,5,7,15,5,10,25,216,0,15,53,176,215,214,196,263,81,114,119,110,139,71,593,2359,6,123,576,1326,1510,1580,1222,1141,407,473,582,646,678,494,1214,11978
CED702,0,0,3,22,49,45,32,11,0,9,3,5,4,5,0,188,0,0,3,16,31,32,48,55,26,18,62,59,47,10,20,427,0,0,8,12,5,0,3,0,0,0,3,0,0,0,3,34,0,0,0,10,30,66,44,29,16,25,25,26,26,15,50,362,0,0,0,6,41,103,89,85,29,43,33,54,26,10,41,560,0,0,0,5,3,0,3,3,0,8,7,5,0,0,0,34,3,76,308,1031,642,379,303,254,86,109,143,159,161,96,177,3927,0,0,0,17,54,35,58,42,3,12,12,12,30,28,13,316,0,0,0,3,40,133,94,31,14,6,19,21,16,12,68,457,0,32,94,293,781,736,557,563,245,286,309,325,288,168,761,5438,15,195,892,2301,2895,3249,2681,2139,984,1215,1555,1649,1388,880,1909,23947
CED794,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,12,15,7,3,3,0,0,9,19,12,14,142,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,6,5,0,6,0,0,19,9,4,70,0,3,26,58,41,45,37,29,3,6,9,28,87,46,41,459
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,4,6,0,4,0,0,3,0,5,29
CED801,0,6,14,30,71,65,35,34,0,7,6,10,8,11,17,314,3,4,21,38,100,98,152,103,32,25,53,20,52,25,25,751,4,8,21,63,30,11,30,4,0,0,0,0,0,0,5,176,0,4,11,47,77,289,213,110,34,24,70,51,33,25,27,1015,0,0,4,10,33,94,113,72,19,19,30,34,23,16,14,481,0,0,0,12,19,9,33,8,5,5,3,0,4,0,6,104,53,336,1108,2665,1414,1031,574,351,94,78,106,130,133,102,386,8561,0,10,13,93,175,155,209,122,32,35,36,53,60,43,34,1070,0,0,0,17,226,271,129,49,15,15,23,17,30,17,29,838,8,246,450,1007,1074,1161,1089,709,153,231,267,295,279,160,300,7429,110,1132,3277,5955,4989,5841,4711,2970,777,877,1177,1412,1184,781,1556,36749
CED802,0,0,13,31,72,78,61,81,21,19,42,55,67,46,15,601,3,3,18,28,80,104,148,112,23,49,63,58,70,77,44,880,0,4,28,59,14,15,39,0,3,0,3,0,0,0,6,171,6,0,12,17,45,251,343,147,47,73,48,102,76,37,48,1252,0,0,4,17,46,74,113,83,29,38,32,51,32,22,24,565,0,3,3,6,22,11,14,19,0,5,3,10,7,0,5,108,51,261,1031,1962,1318,893,552,433,104,130,137,179,122,96,250,7519,0,6,17,81,184,197,244,151,47,43,58,77,109,74,43,1331,0,0,0,16,316,613,448,177,59,66,80,103,103,51,85,2117,9,225,414,802,1036,1427,1683,1514,458,470,511,648,638,494,349,10678,105,927,2997,5002,4892,6593,7527,6138,1644,2044,2370,2902,2709,1814,1772,49436
CED894,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,4,0,0,0,0,0,6,3,32,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,6,0,6,0,4,3,3,6,40,0,0,0,16,24,14,9,10,4,10,3,4,14,31,17,156
CED897,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
