region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED401,2219,2668,4887,7602,8820,16422,0,0,0,902,1046,1948,17,20,37,14954,17121,32075,150,218,368,4083,4349,8432,107,183,290,75,102,177,1864,2103,3967,87,50,137,141,141,282,481,547,1028,607,710,1317,117,174,291,65,72,137,3515,5050,8565,1113,1260,2373,166,192,358,36046,42158,78204,2082,1612,3694,2385,1746,4131,72,90,162,8,13,21,1097,913,2010,1105,926,2031,21855,19808,41663,1045,528,1573,7384,6296,13680,74193,75832,150025
CED402,342,396,738,7969,8642,16611,0,0,0,811,877,1688,78,91,169,10638,11524,22162,315,377,692,861,770,1631,315,375,690,94,126,220,8682,9396,18078,11,6,17,95,74,169,820,881,1701,2215,2273,4488,283,322,605,129,147,276,7832,9272,17104,1515,1634,3149,163,169,332,42826,46956,89782,103,86,189,471,285,756,16,15,31,20,15,35,526,500,1026,546,515,1061,21783,18688,40471,679,365,1044,7834,6474,14308,74600,73780,148380
CED403,801,1050,1851,8575,10632,19207,0,0,0,1481,1775,3256,122,137,259,11706,13657,25363,329,474,803,1954,2057,4011,96,139,235,86,111,197,1920,2243,4163,46,37,83,113,129,242,642,765,1407,723,775,1498,106,162,268,54,65,119,5338,7272,12610,1524,1736,3260,219,286,505,35034,42452,77486,592,576,1168,959,884,1843,73,93,166,6,7,13,462,527,989,468,534,1002,20648,18447,39095,791,452,1243,5066,5220,10286,64432,69708,134140
CED404,260,339,599,8402,9091,17493,0,0,0,831,926,1757,67,96,163,12183,12678,24861,191,230,421,597,462,1059,225,303,528,113,146,259,4599,4864,9463,13,4,17,118,102,220,689,877,1566,912,996,1908,351,435,786,116,141,257,10364,11610,21974,1331,1443,2774,36,55,91,41138,44459,85597,138,128,266,147,124,271,24,17,41,458,465,923,198,216,414,656,681,1337,22185,18194,40379,627,291,918,8592,6793,15385,73767,71026,144793
CED405,1103,1322,2425,7098,8889,15987,0,0,0,997,1205,2202,10,13,23,16885,18964,35849,220,308,528,4831,5022,9853,140,184,324,109,122,231,1678,1995,3673,120,121,241,127,131,258,565,703,1268,597,735,1332,78,111,189,63,65,128,4600,6281,10881,1063,1281,2344,114,141,255,39295,46271,85566,926,769,1695,1217,1018,2235,59,51,110,4,8,12,884,713,1597,888,721,1609,17116,15310,32426,759,416,1175,5367,5047,10414,66730,70925,137655
CED406,480,654,1134,10414,12239,22653,0,0,0,1420,1620,3040,40,41,81,11226,12817,24043,214,340,554,784,759,1543,351,482,833,211,244,455,1999,2252,4251,70,72,142,167,198,365,1016,1245,2261,871,935,1806,152,235,387,155,150,305,4937,6354,11291,2127,2433,4560,218,243,461,36372,42659,79031,205,201,406,305,286,591,23,38,61,5,8,13,438,517,955,443,525,968,27278,24163,51441,1044,595,1639,7221,6684,13905,73371,75805,149176
CED407,811,946,1757,8314,9713,18027,0,0,0,1488,1715,3203,44,35,79,13025,14316,27341,182,242,424,1329,1305,2634,291,389,680,203,252,455,2302,2851,5153,16,17,33,102,126,228,940,1104,2044,710,847,1557,315,410,725,183,201,384,5008,6401,11409,1785,2023,3808,346,372,718,36583,42319,78902,523,428,951,1198,1062,2260,24,19,43,5,7,12,437,485,922,442,492,934,19161,16633,35794,666,346,1012,6116,5278,11394,65524,67523,133047
CED408,522,696,1218,9384,10938,20322,0,0,0,1414,1539,2953,97,97,194,8394,9268,17662,402,514,916,422,403,825,324,385,709,151,177,328,3697,4279,7976,6,12,18,83,97,180,890,1067,1957,733,793,1526,181,207,388,99,126,225,7192,8725,15917,2017,2262,4279,357,403,760,35843,41292,77135,77,76,153,109,99,208,47,46,93,13,10,23,306,445,751,319,455,774,24375,21665,46040,934,586,1520,6357,6132,12489,68583,71047,139630
CED409,4353,4883,9236,7266,8391,15657,0,0,0,1137,1315,2452,16,12,28,19452,21079,40531,123,190,313,4084,4067,8151,250,338,588,137,147,284,1625,1896,3521,101,114,215,155,177,332,1027,1110,2137,688,753,1441,192,282,474,131,161,292,4096,5273,9369,1397,1580,2977,153,134,287,42030,47019,89049,1082,883,1965,1968,1787,3755,23,39,62,16,13,29,744,674,1418,760,687,1447,20965,18284,39249,816,480,1296,7267,6885,14152,79264,80947,160211
CED410,1399,1630,3029,6562,8543,15105,3,3,6,1046,1277,2323,11,19,30,19485,21609,41094,160,239,399,2518,2675,5193,271,345,616,177,213,390,1668,2075,3743,98,81,179,141,138,279,805,980,1785,811,931,1742,163,247,410,95,97,192,4460,6203,10663,1233,1578,2811,214,239,453,39921,47492,87413,1272,1142,2414,1148,1034,2182,141,126,267,12,9,21,913,836,1749,925,845,1770,16809,15210,32019,663,369,1032,5077,5014,10091,67355,72862,140217
CED411,993,1076,2069,10483,12180,22663,0,0,0,1132,1201,2333,57,66,123,12820,13765,26585,294,360,654,995,899,1894,335,455,790,168,207,375,3502,3864,7366,15,7,22,200,222,422,1016,1155,2171,824,859,1683,221,322,543,121,158,279,5680,6845,12525,2074,2173,4247,173,168,341,40110,44906,85016,346,351,697,650,585,1235,25,22,47,8,9,17,321,482,803,329,491,820,26009,22960,48969,863,548,1411,8286,7667,15953,77611,78606,156217
CED494,27,24,51,162,131,293,0,0,0,15,9,24,0,4,4,221,174,395,0,3,3,19,13,32,7,9,16,5,3,8,40,32,72,0,0,0,3,7,10,9,20,29,22,14,36,8,3,11,6,4,10,60,62,122,59,50,109,3,3,6,639,541,1180,11,11,22,30,10,40,3,0,3,3,3,6,17,17,34,20,20,40,587,387,974,43,19,62,420,278,698,1780,1290,3070
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,8
CED501,616,891,1507,16927,19074,36001,0,0,0,1359,1572,2931,9,8,17,14451,15626,30077,338,397,735,471,521,992,568,705,1273,336,372,708,645,709,1354,19,16,35,199,236,435,711,863,1574,1884,1944,3828,232,273,505,118,144,262,2063,2578,4641,2228,2545,4773,150,155,305,42708,47738,90446,224,190,414,399,362,761,45,41,86,10,7,17,306,488,794,316,495,811,23633,20805,44438,982,578,1560,8743,6974,15717,77666,78074,155740
CED502,689,952,1641,16578,18534,35112,0,0,0,1551,1705,3256,117,119,236,13549,14480,28029,214,282,496,204,225,429,440,525,965,236,271,507,386,459,845,25,27,52,250,268,518,695,785,1480,2472,2544,5016,186,259,445,236,276,512,1990,2505,4495,2150,2459,4609,128,154,282,41407,45877,87284,341,301,642,441,416,857,47,44,91,22,5,27,345,519,864,367,524,891,21411,18750,40161,877,568,1445,7977,6515,14492,73557,73947,147504
CED503,2495,2790,5285,12174,13705,25879,0,3,3,1446,1576,3022,35,35,70,17922,18899,36821,330,425,755,2067,2071,4138,319,384,703,279,331,610,276,353,629,104,89,193,222,235,457,1332,1494,2826,1309,1459,2768,183,233,416,133,161,294,1772,2393,4165,1866,2175,4041,111,124,235,41880,46145,88025,856,743,1599,1987,2013,4000,99,103,202,4,6,10,464,549,1013,468,555,1023,16884,14670,31554,678,375,1053,5058,4616,9674,70405,72010,142415
CED504,1201,1552,2753,12476,14873,27349,0,0,0,592,678,1270,5,13,18,15783,18029,33812,228,298,526,1191,1328,2519,112,146,258,60,70,130,347,428,775,47,41,88,193,215,408,405,462,867,1298,1513,2811,68,80,148,45,47,92,2279,3103,5382,1180,1401,2581,88,97,185,36397,42822,79219,1100,916,2016,830,794,1624,300,318,618,6,11,17,449,414,863,455,425,880,20244,17571,37815,842,375,1217,6542,5862,12404,67911,70635,138546
CED505,835,909,1744,15688,14318,30006,0,0,0,1214,1119,2333,129,107,236,22113,20317,42430,363,399,762,269,208,477,313,394,707,162,155,317,574,553,1127,18,8,26,1005,1126,2131,986,1119,2105,1705,1255,2960,176,210,386,562,672,1234,3320,3307,6627,2071,2170,4241,160,135,295,50828,47572,98400,302,192,494,716,533,1249,49,29,78,319,308,627,265,292,557,584,600,1184,25718,18394,44112,1099,506,1605,18082,10297,28379,98213,79032,177245
CED506,529,734,1263,14848,17062,31910,0,0,0,1159,1204,2363,6,13,19,14287,15006,29293,278,330,608,212,213,425,476,589,1065,255,291,546,408,492,900,4,0,4,159,155,314,324,394,718,1234,1243,2477,156,236,392,238,297,535,2442,3127,5569,1964,2226,4190,127,156,283,38577,43034,81611,157,120,277,276,252,528,28,32,60,10,6,16,248,315,563,258,321,579,21519,18650,40169,782,460,1242,7507,6194,13701,69633,69797,139430
CED507,1100,1400,2500,10785,12531,23316,0,0,0,1059,1242,2301,26,37,63,21750,23542,45292,117,149,266,869,872,1741,264,331,595,89,114,203,303,337,640,29,32,61,200,230,430,611,711,1322,1366,1525,2891,99,155,254,89,103,192,1646,2120,3766,1647,1904,3551,125,136,261,41074,46071,87145,429,406,835,629,587,1216,94,101,195,15,14,29,425,478,903,440,492,932,20479,18364,38843,966,546,1512,5865,5369,11234,71076,73336,144412
CED508,1220,1489,2709,13489,15005,28494,0,0,0,1529,1736,3265,110,82,192,16390,17662,34052,358,415,773,437,432,869,271,366,637,247,322,569,364,407,771,103,91,194,252,288,540,899,1040,1939,1637,1721,3358,219,262,481,399,489,888,1771,2358,4129,2387,2769,5156,276,300,576,41138,45745,86883,672,566,1238,2222,2028,4250,37,32,69,16,13,29,463,538,1001,479,551,1030,20323,17280,37603,935,553,1488,7388,6670,14058,74414,74914,149328
CED509,712,966,1678,15831,17623,33454,0,0,0,1454,1534,2988,24,33,57,16799,18338,35137,247,313,560,785,830,1615,277,345,622,280,300,580,396,408,804,161,152,313,200,201,401,948,1150,2098,1783,1910,3693,99,141,240,65,99,164,2175,2776,4951,1724,1995,3719,112,124,236,43360,48272,91632,451,450,901,794,818,1612,88,113,201,3,7,10,395,459,854,398,466,864,19417,16530,35947,789,417,1206,5588,4819,10407,71597,72851,144448
CED510,486,630,1116,14661,15268,29929,0,0,0,2150,2215,4365,127,125,252,13139,13191,26330,824,975,1799,231,200,431,455,590,1045,257,328,585,693,717,1410,9,12,21,257,279,536,662,710,1372,1881,1789,3670,222,295,517,360,408,768,3618,4253,7871,2385,2640,5025,147,151,298,42078,44146,86224,222,153,375,421,360,781,43,38,81,73,101,174,243,402,645,316,503,819,23034,19320,42354,835,504,1339,9833,7466,17299,77268,73120,150388
CED511,766,984,1750,16142,18147,34289,0,0,0,1370,1434,2804,111,105,216,15392,16612,32004,270,375,645,474,462,936,464,571,1035,368,393,761,368,398,766,52,37,89,185,199,384,756,837,1593,1427,1565,2992,253,323,576,252,304,556,2000,2434,4434,2318,2685,5003,165,170,335,42367,47051,89418,288,294,582,815,739,1554,72,63,135,6,8,14,328,471,799,334,479,813,22461,19739,42200,816,507,1323,9022,7122,16144,76941,76978,153919
CED512,2643,3156,5799,8836,9989,18825,0,0,0,876,978,1854,18,29,47,19777,21046,40823,207,280,487,1858,1961,3819,227,285,512,133,150,283,337,389,726,72,71,143,184,227,411,572,717,1289,1054,1135,2189,153,190,343,118,161,279,1459,1919,3378,1562,1898,3460,140,155,295,37583,41580,79163,1402,962,2364,2085,1662,3747,666,730,1396,9,12,21,775,654,1429,784,666,1450,19714,16609,36323,894,429,1323,7487,6012,13499,73258,71806,145064
CED513,2020,2382,4402,8719,10616,19335,6,0,6,1190,1256,2446,19,27,46,19209,21368,40577,238,368,606,3160,3245,6405,306,468,774,142,166,308,307,404,711,107,97,204,208,222,430,691,830,1521,1032,1241,2273,136,164,300,124,157,281,1547,2105,3652,1376,1649,3025,128,145,273,38645,44528,83173,1272,1034,2306,2544,2264,4808,1134,1221,2355,11,3,14,745,650,1395,756,653,1409,15894,13790,29684,782,408,1190,6698,5958,12656,69745,72238,141983
CED514,3067,3446,6513,9826,11974,21800,0,0,0,1354,1452,2806,79,85,164,18484,19666,38150,275,345,620,697,743,1440,295,378,673,154,203,357,393,474,867,114,102,216,290,297,587,875,988,1863,1573,1632,3205,128,169,297,213,272,485,2204,2827,5031,1995,2439,4434,173,188,361,39122,44234,83356,2026,1351,3377,4794,4069,8863,89,80,169,29,17,46,1154,958,2112,1183,975,2158,20242,17136,37378,1035,505,1540,8568,7177,15745,80126,78973,159099
CED515,3074,3528,6602,11177,13055,24232,0,0,0,1627,1935,3562,218,218,436,16454,18594,35048,189,268,457,504,584,1088,137,189,326,118,127,245,357,400,757,65,63,128,226,254,480,932,1018,1950,2180,2326,4506,81,119,200,150,232,382,2638,3366,6004,2278,2551,4829,146,146,292,39477,45445,84922,1804,1777,3581,1629,1590,3219,61,48,109,0,0,0,732,704,1436,732,704,1436,16696,14499,31195,566,291,857,5660,4357,10017,69699,72239,141938
CED594,70,57,127,616,485,1101,0,0,0,67,35,102,0,0,0,632,509,1141,9,8,17,9,10,19,15,16,31,25,12,37,29,25,54,3,0,3,5,10,15,32,37,69,123,81,204,13,11,24,3,5,8,127,137,264,98,80,178,8,4,12,1814,1465,3279,21,4,25,23,18,41,4,5,9,3,0,3,27,21,48,30,21,51,1199,853,2052,100,32,132,1025,557,1582,4286,3012,7298
CED597,7,0,7,55,6,61,0,0,0,4,0,4,0,0,0,93,9,102,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,10,0,10,4,0,4,0,0,0,176,18,194,0,0,0,7,0,7,0,0,0,0,0,0,3,0,3,3,0,3,115,6,121,8,0,8,67,7,74,383,31,414
CED601,303,364,667,12149,14184,26333,0,0,0,952,1061,2013,152,191,343,7853,8723,16576,205,255,460,126,135,261,223,285,508,123,167,290,197,229,426,50,33,83,81,109,190,512,591,1103,1794,1984,3778,240,315,555,81,108,189,2208,2963,5171,1157,1377,2534,94,109,203,28197,32819,61016,243,240,483,194,131,325,18,30,48,8,6,14,188,228,416,196,234,430,14328,12941,27269,514,255,769,4217,4024,8241,48210,51038,99248
CED602,218,276,494,10172,11563,21735,0,0,0,1412,1641,3053,429,472,901,7661,8591,16252,92,129,221,89,72,161,164,230,394,97,122,219,184,238,422,5,0,5,67,75,142,575,675,1250,1039,1145,2184,182,274,456,133,138,271,3074,3838,6912,1623,1838,3461,37,46,83,27035,31087,58122,81,98,179,72,57,129,7,18,25,3,5,8,131,195,326,134,200,334,14778,13262,28040,383,233,616,5216,4987,10203,47924,50218,98142
CED603,571,680,1251,10225,12480,22705,0,0,0,421,497,918,114,122,236,9293,10888,20181,58,74,132,604,577,1181,120,144,264,150,162,312,228,224,452,61,76,137,70,84,154,330,439,769,776,914,1690,129,174,303,71,110,181,1275,1851,3126,670,819,1489,98,154,252,24693,29789,54482,374,350,724,518,463,981,43,42,85,3,3,6,297,327,624,300,330,630,16441,14962,31403,688,386,1074,4323,4007,8330,47951,51009,98960
CED604,263,372,635,12087,14032,26119,0,0,0,440,463,903,42,42,84,9045,10103,19148,80,122,202,272,246,518,150,217,367,214,249,463,241,244,485,9,12,21,85,106,191,509,552,1061,1073,1190,2263,116,135,251,116,140,256,1549,2225,3774,1178,1399,2577,68,87,155,27274,31564,58838,94,97,191,97,87,184,32,31,63,4,7,11,177,226,403,181,233,414,15014,13381,28395,551,342,893,4303,3789,8092,47809,49896,97705
CED605,232,303,535,15362,16251,31613,0,0,0,804,894,1698,108,126,234,8112,8417,16529,101,139,240,91,83,174,300,347,647,155,161,316,201,213,414,0,0,0,51,61,112,269,337,606,1070,1086,2156,171,208,379,96,110,206,2306,2688,4994,939,1029,1968,65,86,151,30201,32236,62437,18,21,39,42,39,81,11,12,23,3,5,8,148,229,377,151,234,385,13988,12390,26378,453,273,726,4992,4514,9506,50088,50022,100110
CED694,5,11,16,102,83,185,0,0,0,6,5,11,3,0,3,71,52,123,0,0,0,3,0,3,3,0,3,3,0,3,3,4,7,0,0,0,0,5,5,0,7,7,9,16,25,6,0,6,0,0,0,15,10,25,17,16,33,0,3,3,241,201,442,3,0,3,4,0,4,0,4,4,0,0,0,5,5,10,5,5,10,206,148,354,12,11,23,136,79,215,612,459,1071
CED697,0,3,3,13,6,19,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,45,15,60,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32,0,0,0,10,6,16,81,34,115
CED701,641,714,1355,5983,6118,12101,0,0,0,1981,2155,4136,3,5,8,10581,10496,21077,37,45,82,183,132,315,130,159,289,127,143,270,3074,3448,6522,21,24,45,895,966,1861,612,714,1326,762,688,1450,100,112,212,79,127,206,4936,5057,9993,1413,1493,2906,52,56,108,30969,31938,62907,201,158,359,525,464,989,21,28,49,1371,1289,2660,266,293,559,1637,1582,3219,12652,10785,23437,503,336,839,9289,7033,16322,56438,53038,109476
CED702,1168,1485,2653,5959,5909,11868,0,0,0,697,798,1495,7,4,11,12054,12432,24486,51,53,104,1842,1609,3451,169,201,370,121,138,259,616,738,1354,30,26,56,216,252,468,444,520,964,882,806,1688,121,148,269,135,156,291,2084,2567,4651,1043,1144,2187,66,61,127,26537,27562,54099,723,561,1284,707,601,1308,51,46,97,35,26,61,288,327,615,323,353,676,14656,12209,26865,760,354,1114,8794,6225,15019,53719,49396,103115
CED794,18,12,30,141,119,260,0,0,0,15,13,28,0,0,0,173,157,330,0,0,0,4,3,7,0,3,3,4,0,4,17,14,31,0,0,0,0,5,5,11,16,27,26,26,52,0,4,4,3,0,3,46,48,94,14,18,32,0,3,3,454,429,883,3,3,6,5,5,10,4,0,4,0,0,0,6,5,11,6,5,11,307,239,546,17,0,17,207,157,364,1021,850,1871
CED797,4,0,4,16,3,19,0,0,0,3,0,3,0,0,0,24,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,43,12,55,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,13,4,17,91,16,107
CED801,1490,1849,3339,12630,14832,27462,9,8,17,875,1007,1882,28,33,61,22720,25054,47774,74,74,148,1539,1580,3119,138,182,320,141,164,305,803,955,1758,55,60,115,218,255,473,781,868,1649,2013,2365,4378,217,225,442,129,161,290,2484,3094,5578,1617,1900,3517,106,109,215,46577,52926,99503,1115,1015,2130,1408,1369,2777,166,158,324,13,14,27,606,664,1270,619,678,1297,24210,21581,45791,1102,546,1648,6235,5459,11694,82922,85581,168503
CED802,2744,3243,5987,11597,13369,24966,3,3,6,1180,1316,2496,5,16,21,21718,23745,45463,70,97,167,1822,1864,3686,147,226,373,198,205,403,774,948,1722,110,109,219,274,261,535,895,1093,1988,1924,2195,4119,162,181,343,162,178,340,2775,3537,6312,1882,2157,4039,123,127,250,45821,51627,97448,2051,1858,3909,2561,2089,4650,165,184,349,40,50,90,685,747,1432,725,797,1522,30273,27058,57331,1319,694,2013,8045,7211,15256,93704,94761,188465
CED894,5,8,13,32,32,64,0,0,0,4,6,10,0,0,0,47,62,109,0,0,0,5,4,9,0,3,3,0,3,3,3,3,6,0,0,0,3,0,3,0,0,0,7,3,10,3,0,3,0,0,0,3,10,13,8,9,17,3,3,6,118,138,256,4,0,4,7,3,10,0,0,0,0,0,0,4,3,7,4,3,7,118,108,226,7,5,12,66,38,104,329,303,632
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,10,17,27
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
