region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED329,67028,68676,135704,4120,3760,7880,9387,8969,18356,4416,4062,8478,2861,2719,5580,5746,6173,11919,8072,9010,17082,9694,10636,20330,10189,10419,20608,7828,7379,15207,3666,3797,7463,1049,1752,2801,62166,65178,127344,4862,3498,8360,2218,2189,4407,122,78,200,92,79,171,2432,2346,4778,53808,54723,108531,9220,10131,19351,61226,63188,124414,1896,2307,4203,59213,61247,120460,543,498,1041,8356,7975,16331,2610,2603,5213,351,529,880,923,2343,3266,18119,20991,39110,4699,4950,9649,16501,17284,33785,4159,3769,7928,4527,3985,8512,218,155,373,60876,64121,124997,7187,6424,13611
CED330,68685,68835,137520,4987,4446,9433,11192,10608,21800,5104,4997,10101,3407,3385,6792,6542,7319,13861,10078,10909,20987,10356,10477,20833,8648,8519,17167,5575,4986,10561,2242,2199,4441,555,989,1544,65322,66276,131598,3360,2560,5920,1347,1413,2760,82,91,173,47,49,96,1476,1553,3029,53481,53545,107026,11450,11941,23391,62146,62510,124656,3158,3498,6656,60016,60707,120723,697,596,1293,10056,9508,19564,3121,3401,6522,606,1029,1635,993,2328,3321,19353,23057,42410,4723,4809,9532,16205,15409,31614,3858,3149,7007,3879,3385,7264,207,168,375,64027,65057,129084,3654,3441,7095
CED394,7151,5394,12545,261,232,493,284,282,566,269,253,522,573,545,1118,1219,882,2101,968,588,1556,984,730,1714,1439,1206,2645,930,553,1483,200,94,294,23,29,52,0,0,0,7151,5394,12545,345,254,599,43,28,71,29,22,51,417,304,721,4501,3422,7923,1791,1526,3317,5453,4307,9760,516,503,1019,4916,3867,8783,15,19,34,194,215,409,61,84,145,65,89,154,123,151,274,2102,2003,4105,519,407,926,1642,1211,2853,507,338,845,469,271,740,50,12,62,0,0,0,0,0,0
CED397,276,195,471,0,3,3,14,6,20,14,4,18,37,18,55,50,14,64,40,21,61,46,31,77,37,34,71,20,35,55,16,26,42,3,3,6,272,193,465,5,0,5,5,0,5,6,0,6,0,0,0,11,0,11,159,122,281,66,45,111,209,151,360,27,13,40,185,143,328,0,0,0,11,0,11,5,7,12,8,4,12,5,7,12,82,65,147,26,16,42,80,39,119,10,15,25,12,17,29,0,3,3,0,0,0,2029,1938,3967
CED401,74193,75831,150024,4028,3955,7983,7234,6943,14177,4484,4361,8845,7554,7496,15050,13386,12479,25865,10582,10097,20679,9817,9847,19664,8256,8647,16903,4604,5088,9692,2950,4196,7146,1298,2722,4020,70654,72786,143440,3538,3045,6583,770,761,1531,25,34,59,15,18,33,810,813,1623,47040,48979,96019,22435,22926,45361,50313,52131,102444,19358,20219,39577,58032,61051,119083,846,907,1753,6449,6269,12718,3464,3609,7073,4142,4491,8633,4124,4845,8969,38006,38842,76848,7591,7523,15114,6005,6319,12324,2131,2367,4498,2944,3972,6916,617,817,1434,66608,69335,135943,10010,8283,18293
CED402,74600,73782,148382,4801,4465,9266,10059,9668,19727,5005,4559,9564,3919,3347,7266,7949,7937,15886,9795,9777,19572,10886,10649,21535,10399,9865,20264,6861,6893,13754,3833,4396,8229,1093,2227,3320,69894,69712,139606,4705,4071,8776,1743,1664,3407,60,68,128,34,42,76,1837,1774,3611,63395,62816,126211,7605,7736,15341,67174,67404,134578,3917,3862,7779,67136,67537,134673,1015,929,1944,8971,8638,17609,3186,3167,6353,504,674,1178,1100,2400,3500,16051,19703,35754,13246,12600,25846,13417,12175,25592,5422,4574,9996,5909,5682,11591,387,299,686,68451,68578,137029,5208,4119,9327
CED403,64432,69708,134140,3677,3580,7257,7561,7199,14760,4408,4288,8696,4386,4473,8859,7605,7721,15326,8546,9086,17632,9079,9777,18856,8414,9221,17635,5535,6221,11756,3695,4989,8684,1526,3153,4679,61160,66788,127948,3276,2919,6195,419,470,889,21,30,51,10,12,22,450,512,962,46975,50685,97660,15025,16423,31448,53971,58109,112080,8330,9495,17825,56263,61061,117324,879,831,1710,7024,6676,13700,3472,3500,6972,1954,2378,4332,2583,3559,6142,29069,31562,60631,8939,9053,17992,7247,8616,15863,2339,2698,5037,2245,2918,5163,238,351,589,60036,64879,124915,3164,4038,7202
CED404,73769,71026,144795,4638,4471,9109,9740,9195,18935,4693,4233,8926,4049,3561,7610,7929,7765,15694,9389,9091,18480,10966,10142,21108,10166,9409,19575,7349,6902,14251,3807,4327,8134,1041,1930,2971,67772,66279,134051,5997,4746,10743,4857,5078,9935,66,86,152,60,59,119,4983,5223,10206,62103,60065,122168,7299,7322,14621,65784,64226,130010,3696,3770,7466,66299,64735,131034,984,949,1933,8505,8031,16536,2808,2763,5571,328,577,905,863,2056,2919,15137,18206,33343,13688,12087,25775,13243,12016,25259,5194,4537,9731,5826,5276,11102,306,292,598,65407,64922,130329,11566,6669,18235
CED405,66731,70922,137653,3526,3307,6833,6589,6262,12851,3871,3796,7667,5210,5089,10299,9619,9523,19142,9178,9122,18300,9208,9512,18720,8009,8750,16759,5592,6576,12168,4192,5591,9783,1736,3394,5130,63505,68149,131654,3225,2773,5998,472,496,968,28,41,69,18,15,33,518,552,1070,46706,50051,96757,16972,17906,34878,49803,53215,103018,14197,15148,29345,56774,61232,118006,724,691,1415,6049,5732,11781,2854,2949,5803,2052,2380,4432,2442,3358,5800,28675,29984,58659,9578,9328,18906,7858,9247,17105,2541,3079,5620,3436,4571,8007,405,605,1010,62504,66501,129005,3542,3760,7302
CED406,73371,75804,149175,5203,4878,10081,9789,9333,19122,5201,4884,10085,4728,4578,9306,9523,9961,19484,10237,10486,20723,10113,10695,20808,9216,10005,19221,5521,5871,11392,2891,3484,6375,950,1628,2578,69756,72823,142579,3616,2981,6597,921,1008,1929,49,55,104,34,30,64,1004,1093,2097,54017,55503,109520,16285,17368,33653,66303,68297,134600,4445,5026,9471,64501,66820,131321,1032,969,2001,8798,8421,17219,3522,3438,6960,954,1323,2277,1719,3120,4839,22124,25396,47520,13315,12704,26019,12346,12526,24872,3885,3802,7687,2648,2852,5500,167,146,313,69067,71690,140757,2609,2964,5573
CED407,65524,67523,133047,4070,3973,8043,8377,7819,16196,4786,4422,9208,4365,4146,8511,8574,8356,16930,9294,9450,18744,9054,9686,18740,8103,8978,17081,5336,5837,11173,2799,3375,6174,766,1481,2247,62770,65330,128100,2753,2193,4946,800,798,1598,27,33,60,10,19,29,837,850,1687,46681,47723,94404,16288,17324,33612,54339,56394,110733,8560,9040,17600,57672,59674,117346,786,864,1650,7643,7064,14707,3304,3321,6625,1223,1404,2627,1756,2637,4393,21480,23428,44908,11832,11016,22848,9932,10710,20642,3035,3219,6254,2668,3260,5928,284,360,644,61656,64202,125858,2535,2525,5060
CED408,68583,71049,139632,4095,3923,8018,9266,8965,18231,4787,4515,9302,3607,3236,6843,5964,6368,12332,8870,9814,18684,10392,11016,21408,10216,10658,20874,6838,6865,13703,3471,3881,7352,1078,1808,2886,64319,67404,131723,4267,3643,7910,502,500,1002,37,37,74,5,7,12,544,544,1088,54265,56151,110416,11758,12509,24267,63568,65967,129535,2765,3076,5841,62384,64914,127298,876,861,1737,8584,8325,16909,3363,3482,6845,1012,1162,2174,1475,2849,4324,23673,26993,50666,11652,11347,22999,10387,10480,20867,3512,3294,6806,2676,2695,5371,96,97,193,63460,66382,129842,3023,3181,6204
CED409,79265,80948,160213,5278,5181,10459,9775,9416,19191,5481,5208,10689,5745,5316,11061,11881,11750,23631,11565,11681,23246,11518,11397,22915,8637,8863,17500,4892,5644,10536,3318,4242,7560,1174,2251,3425,75889,78317,154206,3374,2634,6008,1513,1604,3117,64,62,126,30,30,60,1607,1696,3303,52526,53344,105870,22355,23536,45891,54178,54969,109147,21364,22571,43935,67149,68937,136086,1114,1039,2153,8408,8190,16598,3649,3706,7355,1633,1820,3453,2478,3535,6013,25919,27625,53544,11887,10634,22521,11046,10657,21703,3907,4193,8100,4872,6162,11034,962,1477,2439,74468,76727,151195,3895,3799,7694
CED410,67355,72861,140216,3687,3545,7232,8082,7496,15578,4525,4306,8831,4904,4812,9716,8496,8741,17237,9303,9706,19009,8958,9977,18935,7695,8939,16634,6145,7178,13323,4158,5328,9486,1402,2834,4236,64621,70432,135053,2733,2430,5163,427,451,878,26,35,61,16,21,37,469,507,976,44363,47912,92275,20341,22133,42474,47296,51054,98350,17724,19495,37219,56689,61510,118199,808,862,1670,7396,6869,14265,3595,3534,7129,2383,2592,4975,2488,3452,5940,30663,33116,63779,8475,8734,17209,6716,8176,14892,2319,2729,5048,3446,4437,7883,429,663,1092,63619,68865,132484,2642,3266,5908
CED411,77612,78607,156219,6069,5660,11729,11274,10581,21855,5769,5525,11294,5358,5420,10778,10036,10170,20206,10303,10522,20825,10937,10859,21796,8364,8370,16734,5305,5921,11226,3288,3900,7188,908,1679,2587,73945,75715,149660,3665,2892,6557,1694,1728,3422,89,66,155,40,27,67,1823,1821,3644,58636,58857,117493,14887,15897,30784,67599,68737,136336,6470,6679,13149,67971,68801,136772,1100,1126,2226,9785,9244,19029,3506,3704,7210,818,1214,2032,1641,2945,4586,18103,21099,39202,13675,12860,26535,13503,13344,26847,5066,4777,9843,4313,4461,8774,480,606,1086,72831,74077,146908,3869,4032,7901
CED494,1779,1289,3068,68,64,132,82,85,167,74,69,143,154,133,287,351,237,588,307,170,477,264,195,459,262,165,427,140,89,229,41,42,83,36,40,76,0,0,0,1779,1289,3068,82,73,155,3,0,3,4,3,7,89,76,165,1169,829,1998,383,287,670,1284,945,2229,183,155,338,1273,924,2197,7,6,13,72,71,143,29,23,52,27,29,56,45,56,101,448,446,894,252,166,418,317,197,514,138,61,199,97,38,135,17,5,22,0,0,0,0,0,0
CED497,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,93,72,165
CED501,77665,78074,155739,6424,6152,12576,11513,11022,22535,5928,5431,11359,5427,5186,10613,10631,10816,21447,11338,11704,23042,10273,10118,20391,7241,7612,14853,5211,5381,10592,2907,3429,6336,772,1224,1996,71997,74791,146788,5669,3282,8951,1715,1472,3187,35,36,71,26,18,44,1776,1526,3302,48880,50031,98911,23349,23645,46994,67357,68779,136136,4719,5358,10077,61586,63580,125166,1124,1113,2237,10025,9629,19654,3323,3330,6653,722,1018,1740,1253,2669,3922,21429,24307,45736,8332,8349,16681,17382,17104,34486,3719,3467,7186,2197,2218,4415,159,187,346,69100,72940,142040,5475,4091,9566
CED502,73557,73947,147504,5371,4891,10262,9960,9665,19625,5174,4908,10082,4633,4531,9164,9006,9046,18052,9584,9879,19463,9934,10181,20115,9183,9590,18773,6626,6369,12995,3276,3612,6888,810,1274,2084,68022,70173,138195,5537,3772,9309,1587,1608,3195,52,53,105,21,24,45,1660,1685,3345,49546,50080,99626,18911,19670,38581,64116,65201,129317,4627,5073,9700,60872,62185,123057,959,868,1827,8710,8444,17154,2934,2981,5915,745,903,1648,1094,2233,3327,19905,23129,43034,7187,7794,14981,18087,17243,35330,4139,3502,7641,2671,2436,5107,179,180,359,65713,68446,134159,5202,4005,9207
CED503,70404,72011,142415,5377,5197,10574,10624,10101,20725,5555,5210,10765,4949,4650,9599,9565,9825,19390,10486,11106,21592,9791,10376,20167,7699,7825,15524,3872,4117,7989,1919,2516,4435,568,1088,1656,67083,69919,137002,3321,2093,5414,851,946,1797,24,23,47,16,11,27,891,980,1871,42116,43202,85318,25148,26026,51174,53904,55110,109014,13716,14527,28243,58666,60661,119327,1043,1014,2057,9447,9035,18482,3671,3758,7429,1312,1472,2784,1583,2521,4104,25995,27772,53767,6665,6689,13354,13204,13120,26324,2519,2509,5028,1868,2409,4277,461,671,1132,66428,68994,135422,2107,2383,4490
CED504,67911,70635,138546,3862,3743,7605,8237,7763,16000,4564,4461,9025,5722,5510,11232,10497,10131,20628,9218,9863,19081,9239,9727,18966,7735,7967,15702,4986,5304,10290,2768,3813,6581,1083,2353,3436,64114,67672,131786,3798,2964,6762,312,291,603,13,17,30,6,15,21,331,323,654,41138,43450,84588,22147,23133,45280,53791,55885,109676,9696,10980,20676,53456,56804,110260,857,870,1727,7569,7157,14726,3730,3791,7521,2867,2877,5744,2789,3661,6450,39594,41047,80641,3324,3689,7013,5749,6979,12728,1310,1488,2798,901,1252,2153,143,204,347,60689,64308,124997,7088,6902,13990
CED505,98212,79032,177244,6928,6477,13405,12502,11809,24311,5218,4510,9728,6819,5306,12125,16902,13145,30047,16789,12415,29204,15128,11005,26133,10570,7884,18454,4785,3832,8617,2106,1946,4052,465,704,1169,89821,73286,163107,8392,5744,14136,13756,14158,27914,241,179,420,291,304,595,14288,14641,28929,68628,60002,128630,16829,11447,28276,74836,63586,138422,8992,8111,17103,75263,65297,140560,1127,1023,2150,10315,9787,20102,2317,2161,4478,443,568,1011,1421,2619,4040,24979,23938,48917,9766,8026,17792,20556,14909,35465,4686,3192,7878,3727,2748,6475,519,527,1046,69816,67570,137386,58241,25249,83490
CED506,69634,69797,139431,5080,4743,9823,10234,9690,19924,4901,4364,9265,3709,3518,7227,8360,8385,16745,9873,10456,20329,10012,10098,20110,8672,8628,17300,5298,5309,10607,2713,3248,5961,782,1357,2139,63620,65409,129029,6014,4388,10402,1414,1491,2905,33,31,64,25,26,51,1472,1548,3020,52235,52857,105092,12957,13084,26041,61611,62662,124273,3680,3776,7456,59237,60597,119834,897,847,1744,9035,8490,17525,2869,2677,5546,414,641,1055,977,2279,3256,18461,22127,40588,6971,7201,14172,17223,16019,33242,3602,3126,6728,2530,2226,4756,187,153,340,61327,63699,125026,6901,4997,11898
CED507,71076,73335,144411,5153,4769,9922,9016,8714,17730,4322,4300,8622,4796,4742,9538,10821,10828,21649,11195,11498,22693,9824,10227,20051,7817,8238,16055,4661,5014,9675,2705,3454,6159,766,1552,2318,66837,70505,137342,4239,2831,7070,1105,1209,2314,27,16,43,20,27,47,1152,1252,2404,45099,47090,92189,22125,22756,44881,55789,57724,113513,11711,12564,24275,58449,61461,119910,1050,947,1997,8055,7801,15856,2919,3010,5929,1531,1674,3205,2167,3281,5448,28505,31757,60262,5948,5606,11554,12229,11936,24165,2624,2611,5235,2578,2887,5465,336,489,825,65112,68987,134099,4491,3914,8405
CED508,74414,74914,149328,5358,5017,10375,10136,9353,19489,5507,5207,10714,5220,5111,10331,10442,10281,20723,10423,10521,20944,9817,10115,19932,8838,9048,17886,5310,5590,10900,2654,3292,5946,709,1378,2087,70305,72260,142565,4110,2654,6764,1730,1944,3674,43,30,73,27,34,61,1800,2008,3808,46858,46996,93854,22568,23452,46020,60061,60674,120735,9726,10252,19978,60505,61469,121974,922,830,1752,8824,8138,16962,3300,3305,6605,1099,1313,2412,1557,2542,4099,23806,26470,50276,7184,7213,14397,16069,15434,31503,3455,3040,6495,2442,2546,4988,359,481,840,68125,70175,138300,4419,4268,8687
CED509,71597,72851,144448,4850,4636,9486,10476,9933,20409,6127,5777,11904,5430,5158,10588,8377,8425,16802,10592,11358,21950,10909,11872,22781,8462,8599,17061,4140,4043,8183,1764,2151,3915,470,899,1369,67568,70395,137963,4030,2455,6485,470,503,973,19,23,42,23,13,36,512,539,1051,39464,40127,79591,28712,29886,58598,61258,62180,123438,7207,8170,15377,57668,59337,117005,958,940,1898,9577,9078,18655,4290,4284,8574,1710,1868,3578,1512,2658,4170,30173,32824,62997,6824,6692,13516,12314,12204,24518,2114,1991,4105,940,1106,2046,129,151,280,66537,69284,135821,2855,2880,5735
CED510,77268,73121,150389,5539,5305,10844,10984,10635,21619,4776,4290,9066,4488,3891,8379,9593,9050,18643,10880,10440,21320,11590,10650,22240,9747,8758,18505,5964,5492,11456,2910,3221,6131,797,1388,2185,70720,67952,138672,6547,5168,11715,4233,4459,8692,63,55,118,45,61,106,4341,4575,8916,57625,55403,113028,13653,13224,26877,66408,64058,130466,4831,5078,9909,64166,62413,126579,934,919,1853,9500,9215,18715,2560,2444,5004,436,463,899,1105,2394,3499,20437,22535,42972,7133,7495,14628,18116,15678,33794,4338,3376,7714,3436,2834,6270,317,239,556,65208,65290,130498,14838,7383,22221
CED511,76942,76977,153919,5880,5451,11331,12444,11696,24140,5700,5324,11024,4484,4197,8681,8925,9480,18405,11587,12418,24005,10737,10837,21574,8447,8676,17123,5505,5347,10852,2556,2547,5103,677,1004,1681,71821,73840,145661,5120,3137,8257,1990,1835,3825,38,50,88,40,30,70,2068,1915,3983,49432,50158,99590,22567,22385,44952,65300,66519,131819,5757,6268,12025,62167,63760,125927,1107,1020,2127,10988,10362,21350,3373,3453,6826,787,982,1769,1219,2487,3706,22924,26824,49748,7066,7549,14615,16290,15229,31519,3348,2940,6288,2118,1899,4017,202,235,437,68489,71528,140017,5602,4337,9939
CED512,73259,71805,145064,4367,3965,8332,6883,6547,13430,3891,3822,7713,6045,5860,11905,14535,13478,28013,11208,10312,21520,9728,9398,19126,8190,8135,16325,4739,5021,9760,2750,3483,6233,924,1784,2708,69251,68962,138213,4007,2844,6851,966,1081,2047,40,27,67,26,34,60,1032,1142,2174,40010,40240,80250,27503,27088,54591,50445,49777,100222,17389,17975,35364,55737,56398,112135,761,714,1475,6006,5792,11798,2688,2724,5412,1928,2182,4110,3179,3834,7013,33994,33978,67972,5379,4906,10285,10720,10557,21277,2270,2375,4645,2641,3267,5908,520,672,1192,65623,66083,131706,8877,6654,15531
CED513,69743,72238,141981,4755,4605,9360,7668,7516,15184,3894,3794,7688,5341,5249,10590,12656,12172,24828,10421,10141,20562,8669,8846,17515,7188,8147,15335,4947,5589,10536,3136,4150,7286,1068,2030,3098,66293,69823,136116,3451,2415,5866,852,1047,1899,25,24,49,18,17,35,895,1088,1983,39244,41775,81019,25437,26006,51443,46913,49120,96033,18136,19156,37292,54818,58349,113167,807,820,1627,6582,6509,13091,2724,2834,5558,1743,1894,3637,2546,3332,5878,30923,31853,62776,5105,4881,9986,9972,10919,20891,2289,2500,4789,2860,3673,6533,565,826,1391,63930,67230,131160,4417,4457,8874
CED514,80126,78974,159100,4905,4766,9671,7616,7092,14708,4905,4544,9449,8729,8154,16883,16417,14632,31049,11515,10570,22085,9386,9283,18669,8039,8250,16289,4692,5129,9821,2794,4079,6873,1129,2474,3603,75617,75772,151389,4509,3202,7711,1353,1522,2875,23,24,47,32,28,60,1408,1574,2982,40985,41904,82889,32723,31889,64612,52072,52484,104556,21832,21491,43323,55620,57113,112733,807,799,1606,6583,6104,12687,3432,3280,6712,3751,3817,7568,4040,4699,8739,38479,37942,76421,5668,5285,10953,10675,10903,21578,2440,2663,5103,2451,2919,5370,498,658,1156,71436,72051,143487,8044,6674,14718
CED515,69699,72239,141938,3880,3557,7437,9610,9025,18635,5882,5685,11567,6028,5480,11508,8181,7799,15980,9096,10120,19216,10015,11278,21293,8731,9134,17865,4706,4945,9651,2677,3436,6113,893,1779,2672,66216,69797,136013,3482,2443,5925,499,237,736,18,9,27,11,10,21,528,256,784,38390,40370,78760,28329,29165,57494,50249,52433,102682,15993,17521,33514,55084,58283,113367,851,801,1652,8883,8323,17206,4602,4723,9325,2680,2683,5363,2052,2960,5012,34597,36466,71063,4888,5292,10180,9370,10597,19967,1809,2102,3911,1340,1672,3012,173,324,497,64752,68751,133503,3222,2765,5987
CED594,4287,3011,7298,126,134,260,179,166,345,120,111,231,337,274,611,920,628,1548,732,413,1145,681,413,1094,726,612,1338,389,220,609,66,33,99,10,7,17,0,0,0,4286,3011,7297,240,184,424,9,3,12,11,5,16,260,192,452,2434,1803,4237,1328,960,2288,3048,2288,5336,382,318,700,2640,2014,4654,10,15,25,121,118,239,36,29,65,35,38,73,85,90,175,1353,1242,2595,423,234,657,910,605,1515,203,136,339,168,60,228,24,10,34,0,0,0,0,0,0
CED597,382,34,416,0,0,0,0,0,0,4,0,4,31,6,37,140,12,152,100,5,105,68,3,71,32,3,35,3,4,7,5,0,5,0,0,0,356,32,388,24,3,27,3,0,3,3,0,3,0,0,0,6,0,6,213,22,235,109,6,115,284,25,309,36,5,41,259,26,285,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,145,22,167,53,3,56,105,4,109,13,0,13,3,3,6,3,0,3,0,0,0,2578,314,2892
CED601,48210,51039,99249,3251,3061,6312,6325,6188,12513,3702,3455,7157,3361,3272,6633,5612,6007,11619,6193,6779,12972,6665,7042,13707,6045,6289,12334,4026,4408,8434,2276,3006,5282,752,1533,2285,45392,48508,93900,2817,2530,5347,1349,1447,2796,59,70,129,31,53,84,1439,1570,3009,40450,43149,83599,5559,5702,11261,44193,46996,91189,2238,2352,4590,43750,46534,90284,495,495,990,5713,5557,11270,2476,2421,4897,1066,1160,2226,1445,2170,3615,12664,14944,27608,3209,3831,7040,13642,13447,27089,3708,3765,7473,2400,2550,4950,182,161,343,44693,47535,92228,3123,3102,6225
CED602,47924,50218,98142,3250,3076,6326,6524,6355,12879,3457,3241,6698,2523,2564,5087,4899,5350,10249,6033,6533,12566,6923,7333,14256,6455,6647,13102,4716,4762,9478,2421,3004,5425,722,1353,2075,44436,47380,91816,3488,2838,6326,2721,2802,5523,157,151,308,98,113,211,2976,3066,6042,41261,43391,84652,4113,4307,8420,45050,47248,92298,916,1138,2054,44006,46301,90307,497,471,968,5766,5611,11377,2164,2136,4300,307,501,808,881,1615,2496,8491,10813,19304,3274,3998,7272,15357,15133,30490,4741,4567,9308,2941,2872,5813,135,121,256,43984,46689,90673,2886,2475,5361
CED603,47951,51008,98959,2941,2736,5677,5647,5398,11045,3239,3180,6419,4204,4133,8337,6468,6571,13039,6232,6636,12868,6640,7228,13868,5921,6279,12200,3674,4106,7780,2196,3093,5289,789,1649,2438,45140,48459,93599,2812,2549,5361,1108,1206,2314,83,91,174,38,55,93,1229,1352,2581,37557,40422,77979,7966,8274,16240,41000,43962,84962,4730,5018,9748,42165,45393,87558,426,392,818,5031,4858,9889,2363,2339,4702,1832,1860,3692,1996,2800,4796,19526,21041,40567,3088,3332,6420,9109,9825,18934,2568,2828,5396,1835,2329,4164,187,211,398,44189,47215,91404,3802,3731,7533
CED604,47808,49897,97705,3296,3103,6399,6636,6156,12792,3168,2963,6131,2577,2433,5010,5091,5496,10587,6349,6923,13272,6836,7367,14203,6563,6938,13501,4315,4541,8856,2291,2700,4991,686,1278,1964,44888,47161,92049,2919,2737,5656,1730,1736,3466,102,129,231,64,49,113,1896,1914,3810,39748,41656,81404,6035,6272,12307,43987,46307,90294,1828,2085,3913,43444,45957,89401,489,506,995,6012,5624,11636,2252,2183,4435,612,731,1343,1064,1941,3005,15113,17058,32171,3398,3724,7122,11618,12088,23706,3004,3004,6008,1736,2040,3776,106,102,208,44244,46725,90969,2139,1921,4060
CED605,50087,50021,100108,3257,3170,6427,6952,6447,13399,3231,2954,6185,2198,2203,4401,4521,5034,9555,6196,6792,12988,7660,7686,15346,7860,7650,15510,5306,4822,10128,2345,2340,4685,563,922,1485,46707,47017,93724,3383,3003,6386,1750,1811,3561,168,164,332,112,97,209,2030,2072,4102,42913,42815,85728,4528,4694,9222,47217,47203,94420,802,959,1761,45957,46079,92036,501,505,1006,6137,5711,11848,2048,1984,4032,275,393,668,667,1526,2193,9633,11988,21621,3295,3952,7247,15314,14484,29798,5178,4257,9435,2925,2377,5302,156,109,265,46206,46368,92574,2694,2546,5240
CED694,613,460,1073,22,20,42,27,31,58,43,52,95,58,44,102,133,71,204,104,57,161,88,65,153,87,71,158,41,35,76,10,13,23,0,0,0,0,0,0,613,460,1073,57,17,74,0,0,0,0,0,0,57,17,74,470,349,819,95,86,181,473,385,858,39,37,76,449,373,822,6,4,10,20,23,43,15,23,38,7,11,18,15,22,37,159,157,316,42,36,78,164,117,281,52,30,82,28,17,45,4,3,7,0,0,0,0,0,0
CED697,81,34,115,0,0,0,0,3,3,3,0,3,4,3,7,17,11,28,17,7,24,21,3,24,13,4,17,6,3,9,0,0,0,0,0,0,79,35,114,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,55,28,83,16,4,20,68,30,98,4,3,7,63,28,91,0,0,0,0,3,3,0,0,0,0,3,3,4,0,4,31,17,48,8,0,8,21,6,27,3,3,6,3,0,3,0,0,0,0,0,0,417,157,574
