region_id,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED315,4,119,4931,5054,200,1154,3667,5021,3187,2530,3641,9358,4928,1543,2498,8969,4800,949,2470,8219,4180,510,1804,6494,2511,150,981,3642,1137,25,582,1744,220,3,194,417,21167,6983,20768,48918,20,280,4506,4806,456,1680,3310,5446,4317,2634,3398,10349,5619,1507,2800,9926,5191,988,2708,8887,3943,408,2183,6534,2062,105,1591,3758,800,17,1421,2238,113,0,626,739,22521,7619,22543,52683,24,399,9437,9860,656,2834,6977,10467,7504,5164,7039,19707,10547,3050,5298,18895,9991,1937,5178,17106,8123,918,3987,13028,4573,255,2572,7400,1937,42,2003,3982,333,3,820,1156,43688,14602,43311,101601
CED316,9,86,3867,3962,137,534,1856,2527,1858,1171,1998,5027,3723,927,1790,6440,4583,785,2022,7390,5518,614,1879,8011,5502,334,1541,7377,2775,80,1046,3901,517,9,413,939,24622,4540,16412,45574,16,187,3586,3789,304,789,1691,2784,2617,1257,2260,6134,4530,979,2516,8025,5251,815,2695,8761,5926,535,2468,8929,4751,249,2455,7455,1885,56,2124,4065,241,11,929,1181,25521,4878,20724,51123,25,273,7453,7751,441,1323,3547,5311,4475,2428,4258,11161,8253,1906,4306,14465,9834,1600,4717,16151,11444,1149,4347,16940,10253,583,3996,14832,4660,136,3170,7966,758,20,1342,2120,50143,9418,37136,96697
CED317,3,106,4411,4520,138,728,2462,3328,2427,1949,2700,7076,4673,1540,2385,8598,5447,1187,2893,9527,5356,690,2601,8647,4017,243,1728,5988,1957,52,895,2904,341,12,264,617,24359,6507,20339,51205,11,264,3844,4119,371,1039,1929,3339,3369,2058,2472,7899,5470,1586,2378,9434,5979,1179,2457,9615,5380,529,2177,8086,3387,165,1836,5388,1143,28,1644,2815,135,0,724,859,25245,6848,19461,51554,14,370,8255,8639,509,1767,4391,6667,5796,4007,5172,14975,10143,3126,4763,18032,11426,2366,5350,19142,10736,1219,4778,16733,7404,408,3564,11376,3100,80,2539,5719,476,12,988,1476,49604,13355,39800,102759
CED318,0,101,4565,4666,122,808,2912,3842,2418,2668,3681,8767,5102,2210,3120,10432,5271,1535,3190,9996,4603,855,2688,8146,2686,266,1477,4429,1050,46,616,1712,195,3,208,406,21447,8492,22457,52396,13,238,4289,4540,278,1187,2870,4335,3560,2988,3898,10446,6000,2127,3600,11727,5537,1392,3680,10609,4288,658,2828,7774,2050,144,1797,3991,656,29,1175,1860,83,0,565,648,22465,8763,24702,55930,13,339,8854,9206,400,1995,5782,8177,5978,5656,7579,19213,11102,4337,6720,22159,10808,2927,6870,20605,8891,1513,5516,15920,4736,410,3274,8420,1706,75,1791,3572,278,3,773,1054,43912,17255,47159,108326
CED319,3,36,4151,4190,180,656,3673,4509,3444,2243,4381,10068,5921,1455,2671,10047,5230,803,2607,8640,4355,454,2083,6892,2968,141,1158,4267,2036,34,791,2861,486,5,386,877,24623,5827,21901,52351,8,99,3866,3973,350,931,3342,4623,4419,2324,3615,10358,6426,1343,3055,10824,5315,836,3118,9269,4041,347,2940,7328,2810,95,2314,5219,1484,20,2407,3911,257,4,1303,1564,25110,5999,25960,57069,11,135,8017,8163,530,1587,7015,9132,7863,4567,7996,20426,12347,2798,5726,20871,10545,1639,5725,17909,8396,801,5023,14220,5778,236,3472,9486,3520,54,3198,6772,743,9,1689,2441,49733,11826,47861,109420
CED320,3,94,4683,4780,220,704,2692,3616,2824,1712,2433,6969,5067,1297,1925,8289,5343,819,1905,8067,5361,531,1529,7421,4128,236,1129,5493,1850,59,731,2640,345,11,305,661,25141,5463,17332,47936,20,210,4456,4686,431,1013,2372,3816,3770,1724,2572,8066,5606,1279,2609,9494,5655,841,2381,8877,5423,457,2108,7988,3501,173,1848,5522,1209,37,1485,2731,160,3,654,817,25775,5737,20485,51997,23,304,9139,9466,651,1717,5064,7432,6594,3436,5005,15035,10673,2576,4534,17783,10998,1660,4286,16944,10784,988,3637,15409,7629,409,2977,11015,3059,96,2216,5371,505,14,959,1478,50916,11200,37817,99933
CED321,4,134,3869,4007,213,746,2078,3037,2743,1481,2155,6379,4965,1153,2014,8132,5561,873,2375,8809,5852,561,2218,8631,4343,245,1699,6287,2050,71,971,3092,374,3,343,720,26105,5267,17722,49094,21,294,3312,3627,413,970,1694,3077,3695,1614,2246,7555,5691,1150,1991,8832,6063,861,2187,9111,5805,447,2124,8376,3702,155,2046,5903,1259,38,1896,3193,151,3,843,997,26800,5532,18339,50671,25,428,7181,7634,626,1716,3772,6114,6438,3095,4401,13934,10656,2303,4005,16964,11624,1734,4562,17920,11657,1008,4342,17007,8045,400,3745,12190,3309,109,2867,6285,525,6,1186,1717,52905,10799,36061,99765
CED322,0,36,4342,4378,90,435,3261,3786,2401,1952,3126,7479,5125,1308,2236,8669,5115,823,2146,8084,4951,554,1790,7295,3726,240,1093,5059,2051,65,772,2888,507,17,373,897,23966,5430,19139,48535,7,86,4062,4155,223,732,3066,4021,3345,2026,3111,8482,5674,1251,2881,9806,5471,815,3232,9518,4845,436,2864,8145,3240,135,2161,5536,1481,47,2007,3535,251,8,949,1208,24537,5536,24333,54406,7,122,8404,8533,313,1167,6327,7807,5746,3978,6237,15961,10799,2559,5117,18475,10586,1638,5378,17602,9796,990,4654,15440,6966,375,3254,10595,3532,112,2779,6423,758,25,1322,2105,48503,10966,43472,102941
CED323,4,67,3740,3811,141,755,4164,5060,2636,2390,5026,10052,4270,1347,3157,8774,4419,863,2709,7991,4618,627,2271,7516,3581,270,1518,5369,2032,70,839,2941,562,17,418,997,22263,6406,23842,52511,11,159,3644,3814,328,1216,4140,5684,3407,2379,4293,10079,4772,1162,3033,8967,4770,836,3317,8923,4533,508,3007,8048,3182,175,2527,5884,1377,36,2198,3611,271,6,1262,1539,22651,6477,27421,56549,15,226,7384,7625,469,1971,8304,10744,6043,4769,9319,20131,9042,2509,6190,17741,9189,1699,6026,16914,9151,1135,5278,15564,6763,445,4045,11253,3409,106,3037,6552,833,23,1680,2536,44914,12883,51263,109060
CED324,3,28,4477,4508,247,501,5772,6520,3948,1731,5767,11446,5997,986,2481,9464,5558,646,2089,8293,4719,338,1573,6630,3007,105,834,3946,1562,27,521,2110,391,4,262,657,25432,4366,23776,53574,18,66,4338,4422,506,751,5170,6427,5044,1745,4384,11173,6404,960,2581,9945,5569,608,2647,8824,4471,228,2415,7114,2495,69,1751,4315,1122,4,1697,2823,191,3,957,1151,25820,4434,25940,56194,21,94,8815,8930,753,1252,10942,12947,8992,3476,10151,22619,12401,1946,5062,19409,11127,1254,4736,17117,9190,566,3988,13744,5502,174,2585,8261,2684,31,2218,4933,582,7,1219,1808,51252,8800,49716,109768
CED325,9,55,4950,5014,211,643,3548,4402,3932,1855,3461,9248,6256,1256,2269,9781,5924,716,1993,8633,4541,332,1432,6305,2506,103,694,3303,1049,20,403,1472,199,3,165,367,24627,4983,18915,48525,20,135,4867,5022,514,935,3085,4534,5185,1931,3083,10199,6795,1156,2835,10786,5697,662,2703,9062,4064,271,2169,6504,2015,70,1542,3627,686,6,1200,1892,96,3,556,655,25072,5169,22040,52281,29,190,9817,10036,725,1578,6633,8936,9117,3786,6544,19447,13051,2412,5104,20567,11621,1378,4696,17695,8605,603,3601,12809,4521,173,2236,6930,1735,26,1603,3364,295,6,721,1022,49699,10152,40955,100806
CED326,0,55,4318,4373,206,637,2762,3605,3059,1781,2821,7661,5338,1255,2286,8879,5120,791,2144,8055,4977,479,1686,7142,3518,183,1102,4803,1912,44,750,2706,404,4,355,763,24534,5229,18224,47987,8,167,4006,4181,424,890,2434,3748,3970,1846,2755,8571,5965,1195,2851,10011,5225,725,2790,8740,4931,410,2596,7937,3094,140,2345,5579,1344,23,2214,3581,188,8,1132,1328,25149,5404,23123,53676,8,222,8324,8554,630,1527,5196,7353,7029,3627,5576,16232,11303,2450,5137,18890,10345,1516,4934,16795,9908,889,4282,15079,6612,323,3447,10382,3256,67,2964,6287,592,12,1487,2091,49683,10633,41347,101663
CED327,11,79,6194,6284,330,841,4697,5868,4717,2359,4772,11848,6473,1447,2738,10658,6311,840,2271,9422,5771,452,1681,7904,3029,137,963,4129,962,21,413,1396,168,5,150,323,27772,6181,23879,57832,26,173,5724,5923,667,1229,3951,5847,6002,2382,4229,12613,6933,1341,3389,11663,6430,779,3276,10485,5368,395,2677,8440,2157,89,1706,3952,566,6,1071,1643,88,0,472,560,28237,6394,26495,61126,37,252,11918,12207,997,2070,8648,11715,10719,4741,9001,24461,13406,2788,6127,22321,12741,1619,5547,19907,11139,847,4358,16344,5186,226,2669,8081,1528,27,1484,3039,256,5,622,883,56009,12575,50374,118958
CED328,3,30,4923,4956,113,535,6139,6787,2994,1740,4618,9352,6411,1050,1686,9147,6104,665,1435,8204,5351,402,1154,6907,3407,108,629,4144,1545,25,411,1981,355,7,219,581,26283,4562,21214,52059,3,70,4799,4872,233,760,6001,6994,3909,1795,3740,9444,7133,1012,2059,10204,6492,601,2261,9354,5216,298,2123,7637,2748,73,1554,4375,1105,13,1435,2553,184,0,880,1064,27023,4622,24852,56497,6,100,9722,9828,346,1295,12140,13781,6903,3535,8358,18796,13544,2062,3745,19351,12596,1266,3696,17558,10567,700,3277,14544,6155,181,2183,8519,2650,38,1846,4534,539,7,1099,1645,53306,9184,46066,108556
CED329,3,83,3922,4008,136,405,1794,2335,1717,1200,1893,4810,3914,1164,1934,7012,4965,1011,2416,8392,5999,788,2159,8946,4993,343,1582,6918,2255,77,892,3224,450,8,337,795,24432,5079,16929,46440,16,169,3499,3684,267,642,1490,2399,2516,1335,1848,5699,4698,1207,2480,8385,5820,1066,2932,9818,6132,664,2602,9398,4156,235,2213,6604,1453,40,1822,3315,212,7,901,1120,25270,5365,19787,50422,19,252,7421,7692,403,1047,3284,4734,4233,2535,3741,10509,8612,2371,4414,15397,10785,2077,5348,18210,12131,1452,4761,18344,9149,578,3795,13522,3708,117,2714,6539,662,15,1238,1915,49702,10444,36716,96862
CED330,3,58,4608,4669,152,396,2397,2945,2472,1200,2124,5796,6076,1347,1773,9196,6517,989,1935,9441,5807,569,1478,7854,3729,223,1066,5018,1444,38,530,2012,226,4,195,425,26426,4824,16106,47356,9,125,4349,4483,266,578,2096,2940,3538,1335,1931,6804,6984,1349,2007,10340,6806,1030,1971,9807,5620,481,1729,7830,2968,126,1450,4544,852,13,1062,1927,118,0,534,652,27161,5037,17129,49327,12,183,8957,9152,418,974,4493,5885,6010,2535,4055,12600,13060,2696,3780,19536,13323,2019,3906,19248,11427,1050,3207,15684,6697,349,2516,9562,2296,51,1592,3939,344,4,729,1077,53587,9861,33235,96683
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,3,20,3740,3763,161,514,5663,6338,3428,2027,6169,11624,5169,1096,3146,9411,4913,802,3022,8737,4399,610,2311,7320,2726,181,1120,4027,1680,35,795,2510,492,8,453,953,22971,5293,26419,54683,8,63,3617,3688,380,767,5321,6468,4377,2090,4770,11237,5500,1031,2912,9443,5041,756,3347,9144,4229,513,3145,7887,2323,117,2129,4569,1265,13,2279,3557,220,3,1419,1642,23343,5353,28939,57635,11,83,7357,7451,541,1281,10984,12806,7805,4117,10939,22861,10669,2127,6058,18854,9954,1558,6369,17881,8628,1123,5456,15207,5049,298,3249,8596,2945,48,3074,6067,712,11,1872,2595,46314,10646,55358,112318
CED402,4,68,4484,4556,135,664,2559,3358,2652,1559,2734,6945,5075,1219,2426,8720,6038,1014,2756,9808,6450,579,2202,9231,4407,193,1307,5907,2438,57,895,3390,466,7,377,850,27665,5360,19740,52765,11,208,3905,4124,325,946,1737,3008,3596,1568,2213,7377,5697,1233,2263,9193,6482,987,2433,9902,6206,493,2113,8812,3902,119,2017,6038,1629,32,2172,3833,221,5,1209,1435,28069,5591,20062,53722,15,276,8389,8680,460,1610,4296,6366,6248,3127,4947,14322,10772,2452,4689,17913,12520,2001,5189,19710,12656,1072,4315,18043,8309,312,3324,11945,4067,89,3067,7223,687,12,1586,2285,55734,10951,39802,106487
CED403,0,18,4002,4020,73,259,3565,3897,2408,1253,3207,6868,5051,899,1898,7848,5588,743,2060,8391,5478,530,1674,7682,3856,189,908,4953,2529,39,736,3304,691,11,473,1175,25674,3941,18523,48138,10,46,3820,3876,195,425,3266,3886,3248,1351,2582,7181,5689,898,2044,8631,5867,745,2632,9244,5388,483,2667,8538,3537,102,2003,5642,1856,26,2487,4369,372,6,1638,2016,26162,4082,23139,53383,10,64,7822,7896,268,684,6831,7783,5656,2604,5789,14049,10740,1797,3942,16479,11455,1488,4692,17635,10866,1013,4341,16220,7393,291,2911,10595,4385,65,3223,7673,1063,17,2111,3191,51836,8023,41662,101521
CED404,13,89,4000,4102,142,712,2457,3311,2245,1674,2543,6462,4166,1325,2406,7897,5286,1031,3036,9353,5637,624,2398,8659,4402,284,1610,6296,2176,65,1023,3264,399,5,375,779,24466,5809,19848,50123,28,229,3472,3729,307,1033,1729,3069,3052,1684,2287,7023,4828,1341,2198,8367,5688,1029,2484,9201,5600,518,2124,8242,3801,174,2041,6016,1498,44,2126,3668,203,6,968,1177,25005,6058,19429,50492,41,318,7472,7831,449,1745,4186,6380,5297,3358,4830,13485,8994,2666,4604,16264,10974,2060,5520,18554,11237,1142,4522,16901,8203,458,3651,12312,3674,109,3149,6932,602,11,1343,1956,49471,11867,39277,100615
CED405,0,20,3634,3654,117,422,4207,4746,2788,1603,4270,8661,4779,978,2716,8473,4987,762,2693,8442,4737,488,2089,7314,3710,166,1174,5050,2805,44,927,3776,755,13,612,1380,24678,4496,22322,51496,8,57,3491,3556,293,671,3695,4659,3683,1669,3497,8849,5117,937,2588,8642,5201,739,3098,9038,4849,423,2863,8135,3543,109,2374,6026,1986,35,2924,4945,386,13,1836,2235,25066,4653,26366,56085,8,77,7125,7210,410,1093,7902,9405,6471,3272,7767,17510,9896,1915,5304,17115,10188,1501,5791,17480,9586,911,4952,15449,7253,275,3548,11076,4791,79,3851,8721,1141,26,2448,3615,49744,9149,48688,107581
CED406,3,46,4842,4891,145,622,3528,4295,3004,2195,3479,8678,5423,1513,2573,9509,5903,951,2498,9352,6111,520,1865,8496,3864,169,933,4966,1890,53,572,2515,392,7,265,664,26735,6076,20555,53366,7,145,4377,4529,324,968,2874,4166,4106,2229,3049,9384,5798,1420,2819,10037,6157,929,3051,10137,6093,441,2791,9325,3306,143,1871,5320,1297,25,1665,2987,195,0,765,960,27283,6300,23262,56845,10,191,9219,9420,469,1590,6402,8461,7110,4424,6528,18062,11221,2933,5392,19546,12060,1880,5549,19489,12204,961,4656,17821,7170,312,2804,10286,3187,78,2237,5502,587,7,1030,1624,54018,12376,43817,110211
CED407,0,24,4487,4511,118,367,3386,3871,2915,1552,3206,7673,5149,1139,2263,8551,5685,745,1996,8426,5869,380,1318,7567,3989,132,768,4889,1887,41,571,2499,352,4,217,573,25964,4384,18212,48560,6,67,4102,4175,309,677,2838,3824,3770,1521,2577,7868,5558,1036,2403,8997,5948,748,2547,9243,5854,318,2256,8428,3462,109,1797,5368,1317,25,1601,2943,150,6,749,905,26374,4507,20870,51751,6,91,8589,8686,427,1044,6224,7695,6685,3073,5783,15541,10707,2175,4666,17548,11633,1493,4543,17669,11723,698,3574,15995,7451,241,2565,10257,3204,66,2172,5442,502,10,966,1478,52338,8891,39082,100311
CED408,3,42,4354,4399,97,304,2757,3158,2216,1244,1900,5360,5376,1150,1582,8108,6427,1112,1975,9514,6796,753,1678,9227,4733,253,969,5955,2330,61,644,3035,503,13,301,817,28481,4932,16160,49573,5,93,4096,4194,218,522,2131,2871,3018,1262,1597,5877,6204,1239,1910,9353,6902,1136,2329,10367,6815,639,2212,9666,4057,172,1802,6031,1595,46,1684,3325,247,4,892,1143,29061,5113,18653,52827,8,135,8450,8593,315,826,4888,6029,5234,2506,3497,11237,11580,2389,3492,17461,13329,2248,4304,19881,13611,1392,3890,18893,8790,425,2771,11986,3925,107,2328,6360,750,17,1193,1960,57542,10045,34813,102400
CED409,3,40,5097,5140,164,527,4419,5110,3741,1837,5140,10718,5757,1431,3391,10579,6110,1021,3521,10652,4899,536,2486,7921,3043,150,1260,4453,2063,43,835,2941,482,6,428,916,26262,5591,26577,58430,18,100,4714,4832,468,797,3555,4820,4978,1989,4003,10970,6179,1361,3537,11077,5930,1024,3836,10790,4614,440,3257,8311,2831,109,2314,5254,1362,31,2328,3721,218,4,1255,1477,26598,5855,28799,61252,21,140,9811,9972,632,1324,7974,9930,8719,3826,9143,21688,11936,2792,6928,21656,12040,2045,7357,21442,9513,976,5743,16232,5874,259,3574,9707,3425,74,3163,6662,700,10,1683,2393,52860,11446,55376,119682
CED410,0,16,4207,4223,98,274,4158,4530,2889,1207,3741,7837,5511,800,2394,8705,5633,584,2124,8341,5184,410,1549,7143,4490,149,983,5622,2898,45,820,3763,630,5,415,1050,27333,3490,20391,51214,5,46,3911,3962,271,463,3769,4503,3871,1242,3096,8209,6010,749,2541,9300,5817,577,3099,9493,5366,347,2664,8377,4127,103,2409,6639,1964,22,2741,4727,286,4,1583,1873,27717,3553,25813,57083,5,62,8118,8185,369,737,7927,9033,6760,2449,6837,16046,11521,1549,4935,18005,11450,1161,5223,17834,10550,757,4213,15520,8617,252,3392,12261,4862,67,3561,8490,916,9,1998,2923,55050,7043,46204,108297
CED411,5,97,5215,5317,237,843,3579,4659,3190,2076,3757,9023,4955,1454,3049,9458,5797,1115,3212,10124,5107,466,2098,7671,3546,152,1102,4800,2053,45,775,2873,333,8,318,659,25223,6256,23105,54584,33,210,4858,5101,547,1256,3091,4894,4022,2016,3477,9515,5440,1424,3143,10007,6009,1027,3206,10242,4840,392,2478,7710,3250,121,2040,5411,1390,22,1884,3296,156,4,848,1008,25687,6472,25025,57184,38,307,10073,10418,784,2099,6670,9553,7212,4092,7234,18538,10395,2878,6192,19465,11806,2142,6418,20366,9947,858,4576,15381,6796,273,3142,10211,3443,67,2659,6169,489,12,1166,1667,50910,12728,48130,111768
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,4,80,5306,5390,254,908,3208,4370,3329,2369,2965,8663,5784,1518,2223,9525,5772,943,2092,8807,4430,434,1410,6274,3455,165,951,4571,1901,53,591,2545,367,10,234,611,25296,6480,18980,50756,7,213,4736,4956,496,1471,2636,4603,4723,2481,2754,9958,6757,1559,2576,10892,5992,971,2433,9396,4546,382,1960,6888,3038,117,1664,4819,1367,36,1560,2963,169,4,641,814,27095,7234,20960,55289,11,293,10042,10346,750,2379,5844,8973,8052,4850,5719,18621,12541,3077,4799,20417,11764,1914,4525,18203,8976,816,3370,13162,6493,282,2615,9390,3268,89,2151,5508,536,14,875,1425,52391,13714,39940,106045
CED502,7,59,4664,4730,193,727,3006,3926,2785,1865,2917,7567,4729,1312,2121,8162,5352,961,2186,8499,5578,580,1737,7895,4302,208,1167,5677,2063,67,692,2822,354,5,266,625,25363,5784,18756,49903,24,172,4269,4465,425,1170,2410,4005,3814,1950,2525,8289,5550,1295,2381,9226,5903,1014,2458,9375,5776,541,2243,8560,3624,155,1823,5602,1441,43,1604,3088,159,5,654,818,26716,6345,20367,53428,31,231,8933,9195,618,1897,5416,7931,6599,3815,5442,15856,10279,2607,4502,17388,11255,1975,4644,17874,11354,1121,3980,16455,7926,363,2990,11279,3504,110,2296,5910,513,10,920,1443,52079,12129,39123,103331
CED503,3,27,5238,5268,153,450,3874,4477,3536,1699,3386,8621,6568,1137,1883,9588,6753,684,1598,9035,5616,366,1180,7162,2854,104,608,3566,1314,19,371,1704,251,3,160,414,27048,4489,18298,49835,18,85,4851,4954,379,768,3152,4299,4874,1767,2601,9242,7382,1116,2135,10633,6985,673,2266,9924,5067,288,2034,7389,2312,82,1439,3833,905,11,1262,2178,130,0,512,642,28052,4790,20252,53094,21,112,10089,10222,532,1218,7026,8776,8410,3466,5987,17863,13950,2253,4018,20221,13738,1357,3864,18959,10683,654,3214,14551,5166,186,2047,7399,2219,30,1633,3882,381,3,672,1056,55100,9279,38550,102929
CED504,3,19,3857,3879,61,355,4341,4757,2291,1867,4603,8761,5303,936,1861,8100,5705,753,1821,8279,4686,468,1668,6822,3179,193,998,4370,1766,51,609,2426,511,7,332,850,23505,4649,20090,48244,0,43,3684,3727,201,622,3886,4709,3181,1999,3676,8856,6253,904,1989,9146,5972,703,2348,9023,4475,388,2333,7196,2741,112,1851,4704,1280,22,2011,3313,267,3,1349,1619,24370,4796,23127,52293,3,62,7541,7606,262,977,8227,9466,5472,3866,8279,17617,11556,1840,3850,17246,11677,1456,4169,17302,9161,856,4001,14018,5920,305,2849,9074,3046,73,2620,5739,778,10,1681,2469,47875,9445,43217,100537
CED505,10,84,3873,3967,198,878,2744,3820,2961,2711,3352,9024,5439,1965,2726,10130,5130,1466,2879,9475,4351,731,2332,7414,2400,187,1303,3890,1083,32,616,1731,165,8,163,336,21737,8062,19988,49787,31,238,3350,3619,432,1344,2230,4006,4154,2918,2988,10060,5967,1940,2388,10295,5269,1377,2312,8958,4004,559,1893,6456,1969,123,1169,3261,689,29,897,1615,70,0,378,448,22585,8528,17605,48718,41,322,7223,7586,630,2222,4974,7826,7115,5629,6340,19084,11406,3905,5114,20425,10399,2843,5191,18433,8355,1290,4225,13870,4369,310,2472,7151,1772,61,1513,3346,235,8,541,784,44322,16590,37593,98505
CED506,5,63,4242,4310,133,642,2245,3020,2465,1851,2526,6842,5109,1347,1912,8368,5589,1002,1962,8553,5149,578,1566,7293,3375,174,817,4366,1704,37,546,2287,365,8,243,616,23894,5702,16059,45655,12,187,3729,3928,337,991,1714,3042,3515,1908,2117,7540,5989,1460,2208,9657,5977,1007,2163,9147,5120,459,1888,7467,2854,131,1523,4508,1218,22,1477,2717,134,6,742,882,25156,6171,17561,48888,17,250,7971,8238,470,1633,3959,6062,5980,3759,4643,14382,11098,2807,4120,18025,11566,2009,4125,17700,10269,1037,3454,14760,6229,305,2340,8874,2922,59,2023,5004,499,14,985,1498,49050,11873,33620,94543
