region_id,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED217,3,18,6414,6435,224,290,5963,6477,6024,1477,6576,14077,9697,1071,3057,13825,8446,580,2222,11248,7030,307,1486,8823,3878,76,751,4705,1465,20,395,1880,225,0,173,398,36992,3839,27037,67868,27,36,5952,6015,683,459,4929,6071,7997,1545,4949,14491,10060,993,3749,14802,8341,547,3082,11970,6344,246,2403,8993,2760,38,1656,4454,932,10,1416,2358,100,0,532,632,37244,3874,28668,69786,30,54,12366,12450,907,749,10892,12548,14021,3022,11525,28568,19757,2064,6806,28627,16787,1127,5304,23218,13374,553,3889,17816,6638,114,2407,9159,2397,30,1811,4238,325,0,705,1030,74236,7713,55705,137654
CED218,0,16,3085,3101,68,399,4397,4864,2792,2495,5813,11100,5033,1117,2337,8487,4879,677,1689,7245,4078,419,1492,5989,2877,144,940,3961,1586,38,634,2258,475,13,335,823,21788,5318,20722,47828,3,28,3013,3044,197,619,4598,5414,3499,2359,5687,11545,5573,853,2679,9105,5109,502,2482,8093,4035,306,2433,6774,2511,80,1942,4533,1109,15,1863,2987,220,3,1162,1385,22256,4765,25859,52880,3,44,6098,6145,265,1018,8995,10278,6291,4854,11500,22645,10606,1970,5016,17592,9988,1179,4171,15338,8113,725,3925,12763,5388,224,2882,8494,2695,53,2497,5245,695,16,1497,2208,44044,10083,46581,100708
CED219,5,30,7208,7243,266,469,5451,6186,5986,2017,5320,13323,9603,1334,2932,13869,8937,851,2481,12269,6300,394,1623,8317,3167,91,846,4104,1382,31,478,1891,212,4,161,377,35858,5221,26500,67579,25,62,6450,6537,733,793,4476,6002,8137,2010,4195,14342,10008,1259,3361,14628,8344,795,3244,12383,5458,312,2576,8346,2403,73,1759,4235,876,18,1353,2247,88,5,478,571,36072,5327,27892,69291,30,92,13658,13780,999,1262,9927,12188,14123,4027,9515,27665,19611,2593,6293,28497,17281,1646,5725,24652,11758,706,4199,16663,5570,164,2605,8339,2258,49,1831,4138,300,9,639,948,71930,10548,54392,136870
CED220,0,9,3906,3915,173,201,4346,4720,3501,988,4824,9313,6135,780,2355,9270,5432,565,2073,8070,4487,293,1600,6380,3445,102,905,4452,2337,22,758,3117,590,6,414,1010,26100,2966,21181,50247,15,17,3378,3410,384,313,3313,4010,4584,1032,3447,9063,6548,764,2554,9866,5326,535,2622,8483,4438,244,2428,7110,3037,64,1928,5029,1697,15,2332,4044,269,5,1246,1520,26298,2989,23248,52535,15,26,7284,7325,557,514,7659,8730,8085,2020,8271,18376,12683,1544,4909,19136,10758,1100,4695,16553,8925,537,4028,13490,6482,166,2833,9481,4034,37,3090,7161,859,11,1660,2530,52398,5955,44429,102782
CED221,0,43,4030,4073,98,458,2035,2591,1903,1188,2005,5096,4167,998,1771,6936,5216,869,2154,8239,5650,596,2026,8272,3909,226,1177,5312,2036,44,810,2890,437,3,330,770,23416,4425,16338,44179,7,111,3561,3679,198,634,1625,2457,2606,1262,1956,5824,4779,992,2093,7864,5745,880,2485,9110,5555,468,2127,8150,3368,151,1972,5491,1433,23,1960,3416,213,0,1038,1251,23904,4521,18817,47242,7,154,7591,7752,296,1092,3660,5048,4509,2450,3961,10920,8946,1990,3864,14800,10961,1749,4639,17349,11205,1064,4153,16422,7277,377,3149,10803,3469,67,2770,6306,650,3,1368,2021,47320,8946,35155,91421
CED222,5,19,4839,4863,171,317,4079,4567,3834,1735,4304,9873,7058,1259,2681,10998,6710,827,2523,10060,5316,440,1900,7656,3323,135,1156,4614,1792,44,721,2557,411,8,322,741,28620,4784,22525,55929,28,41,4509,4578,447,523,3268,4238,5105,1833,3538,10476,7643,1237,3058,11938,6453,739,3147,10339,5008,368,2975,8351,2771,106,2287,5164,1230,30,2140,3400,204,0,1096,1300,28889,4877,26018,59784,33,60,9348,9441,618,840,7347,8805,8939,3568,7842,20349,14701,2496,5739,22936,13163,1566,5670,20399,10324,808,4875,16007,6094,241,3443,9778,3022,74,2861,5957,615,8,1418,2041,57509,9661,48543,115713
CED223,0,7,3967,3974,67,188,3806,4061,2525,1294,3418,7237,5642,1020,1899,8561,5712,667,1869,8248,5338,393,1429,7160,3372,100,826,4298,1784,26,560,2370,443,3,305,751,24883,3698,18079,46660,3,29,3747,3779,158,296,3447,3901,3356,1375,2877,7608,6127,1000,2220,9347,5980,666,2627,9273,5165,311,2458,7934,2926,71,1754,4751,1286,19,1846,3151,212,3,1043,1258,25213,3770,22019,51002,3,36,7714,7753,225,484,7253,7962,5881,2669,6295,14845,11769,2020,4119,17908,11692,1333,4496,17521,10503,704,3887,15094,6298,171,2580,9049,3070,45,2406,5521,655,6,1348,2009,50096,7468,40098,97662
CED224,0,9,4420,4429,81,230,4586,4897,2082,1505,4286,7873,4951,671,1361,6983,6314,511,1324,8149,5040,333,1077,6450,2962,147,678,3787,1768,37,534,2339,562,6,301,869,23760,3449,18567,45776,3,19,4240,4262,157,354,4301,4812,2666,1500,3797,7963,5988,625,1951,8564,6582,487,2277,9346,4814,279,2104,7197,2608,70,1638,4316,1244,17,1910,3171,286,0,1297,1583,24348,3351,23515,51214,3,28,8660,8691,238,584,8887,9709,4748,3005,8083,15836,10939,1296,3312,15547,12896,998,3601,17495,9854,612,3181,13647,5570,217,2316,8103,3012,54,2444,5510,848,6,1598,2452,48108,6800,42082,96990
CED225,0,12,5004,5016,92,329,3744,4165,3221,1639,3058,7918,6950,1451,2038,10439,6886,905,1961,9752,5676,535,1458,7669,3242,147,792,4181,1414,26,501,1941,280,0,222,502,27761,5044,18778,51583,5,36,4943,4984,226,566,3173,3965,4251,1730,2565,8546,7599,1370,2385,11354,6917,893,2580,10390,5291,447,2273,8011,2671,94,1673,4438,957,11,1368,2336,148,3,676,827,28065,5150,21636,54851,5,48,9947,10000,318,895,6917,8130,7472,3369,5623,16464,14549,2821,4423,21793,13803,1798,4541,20142,10967,982,3731,15680,5913,241,2465,8619,2371,37,1869,4277,428,3,898,1329,55826,10194,40414,106434
CED226,12,50,6887,6949,305,819,5886,7010,7954,2953,6291,17198,10529,1919,3540,15988,8578,1047,2878,12503,6730,491,2075,9296,3341,126,981,4448,1256,20,482,1758,191,6,169,366,38896,7431,29189,75516,20,134,6572,6726,857,1238,4883,6978,10154,2959,5549,18662,10524,1688,4313,16525,8257,962,3709,12928,6132,375,2937,9444,2499,74,1805,4378,834,15,1379,2228,108,0,571,679,39385,7445,31718,78548,32,184,13459,13675,1162,2057,10769,13988,18108,5912,11840,35860,21053,3607,7853,32513,16835,2009,6587,25431,12862,866,5012,18740,5840,200,2786,8826,2090,35,1861,3986,299,6,740,1045,78281,14876,60907,154064
CED227,6,59,4029,4094,128,554,2263,2945,2110,1219,2210,5539,4151,838,1859,6848,5307,651,2286,8244,5204,398,2019,7621,3740,146,1346,5232,2322,40,941,3303,523,11,392,926,23491,3916,17345,44752,10,158,3629,3797,252,764,1722,2738,2850,1202,2013,6065,4762,851,2016,7629,5639,622,2202,8463,5050,328,1919,7297,3418,97,1928,5443,1596,29,2321,3946,255,5,1207,1467,23832,4056,18957,46845,16,217,7658,7891,380,1318,3985,5683,4960,2421,4223,11604,8913,1689,3875,14477,10946,1273,4488,16707,10254,726,3938,14918,7158,243,3274,10675,3918,69,3262,7249,778,16,1599,2393,47323,7972,36302,91597
CED228,6,4,3697,3707,137,190,4002,4329,3019,1151,4981,9151,5099,753,2573,8425,4995,464,2167,7626,4476,272,1672,6420,3585,74,941,4600,2190,25,705,2920,472,3,313,788,23979,2936,21051,47966,15,10,3502,3527,406,295,3356,4057,3843,1233,3830,8906,5471,689,2851,9011,5018,425,2663,8106,4639,198,2226,7063,3187,50,1920,5157,1392,12,2174,3578,227,0,1076,1303,24198,2912,23598,50708,21,14,7199,7234,543,485,7358,8386,6862,2384,8811,18057,10570,1442,5424,17436,10013,889,4830,15732,9115,470,3898,13483,6772,124,2861,9757,3582,37,2879,6498,699,3,1389,2091,48177,5848,44649,98674
CED229,5,29,5981,6015,135,451,4127,4713,4195,2022,3307,9524,8487,1823,2188,12498,8506,1309,2313,12128,7206,683,1901,9790,4236,202,1188,5626,1560,31,619,2210,285,0,234,519,34615,6550,21858,63023,8,72,5694,5774,331,732,3402,4465,5511,2117,3022,10650,9283,1821,2756,13860,8648,1244,2914,12806,6904,550,2484,9938,3317,110,1696,5123,1027,26,1411,2464,128,0,623,751,35157,6672,24002,65831,13,101,11675,11789,466,1183,7529,9178,9706,4139,6329,20174,17770,3644,4944,26358,17154,2553,5227,24934,14110,1233,4385,19728,7553,312,2884,10749,2587,57,2030,4674,413,0,857,1270,69772,13222,45860,128854
CED230,4,39,4331,4374,129,613,2713,3455,2801,1747,2341,6889,4785,1197,1941,7923,5260,832,2237,8329,5402,532,1860,7794,4089,161,1227,5477,2191,35,787,3013,418,4,350,772,25079,5160,17787,48026,3,121,4080,4204,301,930,2195,3426,3596,1694,2304,7594,5282,1172,2247,8701,5583,842,2499,8924,5341,429,2379,8149,3582,123,1989,5694,1517,24,2011,3552,190,0,992,1182,25395,5335,20696,51426,7,160,8411,8578,430,1543,4908,6881,6397,3441,4645,14483,10067,2369,4188,16624,10843,1674,4736,17253,10743,961,4239,15943,7671,284,3216,11171,3708,59,2798,6565,608,4,1342,1954,50474,10495,38483,99452
CED231,5,31,3132,3168,184,952,8479,9615,4223,5193,11651,21067,4800,2310,4319,11429,3452,1227,2966,7645,3026,686,2107,5819,1865,195,1158,3218,1054,34,668,1756,235,3,219,457,18844,10631,34699,64174,13,69,3484,3566,399,1256,9703,11358,5216,5274,11973,22463,4766,1871,4597,11234,3332,945,3488,7765,2919,456,3006,6381,1569,115,1865,3549,664,16,1516,2196,116,0,657,773,18994,10002,40289,69285,18,100,6616,6734,583,2208,18182,20973,9439,10467,23624,43530,9566,4181,8916,22663,6784,2172,6454,15410,5945,1142,5113,12200,3434,310,3023,6767,1718,50,2184,3952,351,3,876,1230,37838,20633,74988,133459
CED232,4,11,2372,2387,153,604,4268,5025,3776,4280,8399,16455,5033,2335,4016,11384,3959,1147,2781,7887,3906,631,2200,6737,2373,210,1194,3777,1230,56,708,1994,403,16,326,745,20837,9290,26264,56391,12,40,2345,2397,318,948,4644,5910,4736,4351,8201,17288,5221,1743,4620,11584,4057,837,3415,8309,3706,417,2882,7005,1954,119,1786,3859,874,18,1580,2472,155,5,1003,1163,21033,8478,30476,59987,16,51,4717,4784,471,1552,8912,10935,8512,8631,16600,33743,10254,4078,8636,22968,8016,1984,6196,16196,7612,1048,5082,13742,4327,329,2980,7636,2104,74,2288,4466,558,21,1329,1908,41870,17768,56740,116378
CED233,0,4,4150,4154,55,108,3746,3909,1959,539,3263,5761,5248,524,1546,7318,6501,415,1269,8185,5660,241,858,6759,4896,98,628,5622,2596,17,532,3145,454,4,243,701,27369,1950,16235,45554,4,8,3840,3852,139,167,3401,3707,2673,608,2624,5905,6122,503,1757,8382,6873,392,1932,9197,5885,193,1753,7831,4307,58,1703,6068,1583,7,1730,3320,201,0,810,1011,27787,1936,19550,49273,4,12,7990,8006,194,275,7147,7616,4632,1147,5887,11666,11370,1027,3303,15700,13374,807,3201,17382,11545,434,2611,14590,9203,156,2331,11690,4179,24,2262,6465,655,4,1053,1712,55156,3886,35785,94827
CED234,4,54,4188,4246,125,473,2171,2769,2226,1230,2156,5612,4458,918,2010,7386,5253,728,2189,8170,5227,422,1818,7467,3803,202,1308,5313,2155,41,842,3038,473,7,349,829,23724,4075,17031,44830,7,111,3816,3934,309,666,1790,2765,2982,1277,2109,6368,4952,891,2100,7943,5486,691,2263,8440,5164,386,2011,7561,3359,125,1697,5181,1539,33,2018,3590,225,4,980,1209,24023,4184,18784,46991,11,165,8004,8180,434,1139,3961,5534,5208,2507,4265,11980,9410,1809,4110,15329,10739,1419,4452,16610,10391,808,3829,15028,7162,327,3005,10494,3694,74,2860,6628,698,11,1329,2038,47747,8259,35815,91821
CED235,3,15,4510,4528,147,209,4428,4784,3401,858,4563,8822,5837,660,2239,8736,6182,398,1715,8295,5756,222,1125,7103,3740,62,569,4371,1786,19,475,2280,242,4,163,409,27094,2447,19787,49328,24,21,4235,4280,445,317,3871,4633,4442,903,3449,8794,6211,604,2394,9209,6447,379,2364,9190,5474,172,1877,7523,3018,58,1516,4592,1097,7,1392,2496,103,0,485,588,27261,2461,21583,51305,27,36,8745,8808,592,526,8299,9417,7843,1761,8012,17616,12048,1264,4633,17945,12629,777,4079,17485,11230,394,3002,14626,6758,120,2085,8963,2883,26,1867,4776,345,4,648,997,54355,4908,41370,100633
CED236,0,40,4106,4146,90,494,2147,2731,1945,1264,2105,5314,4278,905,1782,6965,5309,741,2232,8282,5593,458,1944,7995,3697,153,1259,5109,2010,42,908,2960,424,9,339,772,23346,4106,16822,44274,3,112,3567,3682,199,691,1682,2572,2649,1280,1859,5788,4854,898,1902,7654,5617,733,2329,8679,5373,376,2005,7754,3258,115,1920,5293,1425,23,2165,3613,213,0,1084,1297,23591,4228,18513,46332,3,152,7673,7828,289,1185,3829,5303,4594,2544,3964,11102,9132,1803,3684,14619,10926,1474,4561,16961,10966,834,3949,15749,6955,268,3179,10402,3435,65,3073,6573,637,9,1423,2069,46937,8334,35335,90606
CED237,0,15,3566,3581,195,314,4944,5453,4082,2130,6786,12998,6256,1430,3021,10707,4897,789,2534,8220,3604,377,1804,5785,2908,82,1018,4008,2629,29,913,3571,633,3,450,1086,25204,5169,25036,55409,31,28,3405,3464,520,464,4443,5427,5143,2357,5489,12989,6329,1376,3412,11117,4930,747,3096,8773,3511,303,2437,6251,2862,42,2040,4944,1888,21,2704,4613,251,4,1296,1551,25465,5342,28322,59129,31,43,6971,7045,715,778,9387,10880,9225,4487,12275,25987,12585,2806,6433,21824,9827,1536,5630,16993,7115,680,4241,12036,5770,124,3058,8952,4517,50,3617,8184,884,7,1746,2637,50669,10511,53358,114538
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,6,101,4433,4540,269,865,2846,3980,3032,1902,2961,7895,4521,1331,2334,8186,4978,772,2291,8041,4521,427,1712,6660,3081,143,1085,4309,1327,22,607,1956,250,4,209,463,21985,5567,18478,46030,24,264,4168,4456,517,1162,2434,4113,3847,1911,2770,8528,5003,1245,2622,8870,5186,796,2428,8410,4313,334,2108,6755,2576,82,1630,4288,908,20,1458,2386,116,0,656,772,22490,5814,20274,48578,30,365,8601,8996,786,2027,5280,8093,6879,3813,5731,16423,9524,2576,4956,17056,10164,1568,4719,16451,8834,761,3820,13415,5657,225,2715,8597,2235,42,2065,4342,366,4,865,1235,44475,11381,38752,94608
CED302,3,25,4467,4495,146,460,3663,4269,3108,1769,3422,8299,6275,1107,2115,9497,6026,778,1992,8796,4949,428,1606,6983,3276,130,910,4316,1765,36,649,2450,410,9,283,702,25958,4742,19107,49807,14,64,4333,4411,309,672,3369,4350,4066,1849,2984,8899,6950,1109,2490,10549,6044,762,2668,9474,4741,343,2322,7406,2858,87,1868,4813,1269,24,2028,3321,182,6,1050,1238,26433,4916,23112,54461,17,89,8800,8906,455,1132,7032,8619,7174,3618,6406,17198,13225,2216,4605,20046,12070,1540,4660,18270,9690,771,3928,14389,6134,217,2778,9129,3034,60,2677,5771,592,15,1333,1940,52391,9658,42219,104268
CED303,3,29,4913,4945,118,481,3195,3794,2539,1489,2571,6599,5575,1100,1684,8359,6584,876,1674,9134,5993,519,1515,8027,3844,182,946,4972,1806,52,643,2501,439,12,315,766,26901,4740,17456,49097,8,96,4588,4692,279,731,2685,3695,3398,1480,2175,7053,6424,1150,2114,9688,7021,825,2394,10240,5784,434,2312,8530,3216,144,1848,5208,1260,27,1730,3017,207,9,899,1115,27597,4896,20745,53238,11,125,9501,9637,397,1212,5880,7489,5937,2969,4746,13652,11999,2250,3798,18047,13605,1701,4068,19374,11777,953,3827,16557,7060,326,2794,10180,3066,79,2373,5518,646,21,1214,1881,54498,9636,38201,102335
CED304,0,44,2997,3041,142,802,5281,6225,3344,3548,7845,14737,5308,1648,3434,10390,4412,872,2603,7887,3303,452,2123,5878,1761,118,1086,2965,935,17,574,1526,256,6,252,514,19461,7507,26195,53163,9,94,3206,3309,351,1191,5512,7054,4231,3454,6803,14488,5658,1287,3385,10330,4408,676,2859,7943,2968,357,2458,5783,1482,63,1544,3089,663,16,1404,2083,119,3,963,1085,19889,7141,28134,55164,9,138,6203,6350,493,1993,10793,13279,7575,7002,14648,29225,10966,2935,6819,20720,8820,1548,5462,15830,6271,809,4581,11661,3243,181,2630,6054,1598,33,1978,3609,375,9,1215,1599,39350,14648,54329,108327
CED305,8,83,4428,4519,203,855,2669,3727,3182,1979,2801,7962,5089,1286,2066,8441,5455,910,2351,8716,4969,464,1822,7255,3047,157,1085,4289,1525,39,715,2279,249,4,211,464,23727,5777,18148,47652,20,239,3944,4203,472,1257,2144,3873,4302,2051,2289,8642,5825,1277,2023,9125,6069,930,2174,9173,4711,385,1803,6899,2630,130,1554,4314,1073,13,1536,2622,100,3,699,802,25202,6285,18166,49653,28,322,8372,8722,675,2112,4813,7600,7484,4030,5090,16604,10914,2563,4089,17566,11524,1840,4525,17889,9680,849,3625,14154,5677,287,2639,8603,2598,52,2251,4901,349,7,910,1266,48929,12062,36314,97305
CED306,3,78,4701,4782,146,817,3075,4038,2934,2016,3173,8123,5315,1372,2318,9005,6027,1029,2393,9449,5273,563,1817,7653,3286,190,1166,4642,1467,43,656,2166,283,5,195,483,24734,6113,19494,50341,7,255,4090,4352,366,1269,2320,3955,4123,2076,2443,8642,6338,1410,2139,9887,6652,1043,2288,9983,5078,485,1771,7334,2735,128,1546,4409,995,23,1558,2576,125,0,653,778,26419,6689,18808,51916,10,333,8791,9134,512,2086,5395,7993,7057,4092,5616,16765,11653,2782,4457,18892,12679,2072,4681,19432,10351,1048,3588,14987,6021,318,2712,9051,2462,66,2214,4742,408,5,848,1261,51153,12802,38302,102257
CED307,3,43,4868,4914,185,533,3143,3861,3365,1618,2702,7685,6850,1248,1879,9977,6551,776,1601,8928,5613,369,1131,7113,3172,109,638,3919,1052,15,340,1407,199,0,153,352,26990,4711,16455,48156,10,123,4632,4765,354,771,2618,3743,4350,1682,2257,8289,7493,1208,2060,10761,6883,727,2119,9729,5342,333,1876,7551,2439,53,1310,3802,714,5,1024,1743,88,3,537,628,27673,4905,18433,51011,13,166,9500,9679,539,1304,5761,7604,7715,3300,4959,15974,14343,2456,3939,20738,13434,1503,3720,18657,10955,702,3007,14664,5611,162,1948,7721,1766,20,1364,3150,287,3,690,980,54663,9616,34888,99167
CED308,4,47,4402,4453,139,648,3284,4071,2943,2121,3189,8253,5831,1393,2336,9560,5724,905,2017,8646,5195,557,1651,7403,3952,229,1092,5273,1808,66,630,2504,403,9,277,689,25999,5975,18878,50852,13,127,4037,4177,309,1049,2829,4187,4035,2043,2913,8991,6529,1354,2709,10592,5840,934,2937,9711,5160,451,2631,8242,3314,161,2089,5564,1217,33,1639,2889,183,3,723,909,26600,6155,22507,55262,17,174,8439,8630,448,1697,6113,8258,6978,4164,6102,17244,12360,2747,5045,20152,11564,1839,4954,18357,10355,1008,4282,15645,7266,390,3181,10837,3025,99,2269,5393,586,12,1000,1598,52599,12130,41385,106114
CED309,0,47,3925,3972,121,435,2320,2876,2108,1402,2261,5771,4869,1216,1772,7857,5346,867,1950,8163,5191,628,1648,7467,3991,255,1027,5273,2189,63,660,2912,553,9,335,897,24368,4922,15898,45188,11,107,3726,3844,245,669,1883,2797,2990,1517,2088,6595,5632,1183,2449,9264,5857,954,2881,9692,5166,517,2498,8181,3556,170,1982,5708,1500,34,1789,3323,272,3,995,1270,25229,5154,20291,50674,11,154,7651,7816,366,1104,4203,5673,5098,2919,4349,12366,10501,2399,4221,17121,11203,1821,4831,17855,10357,1145,4146,15648,7547,425,3009,10981,3689,97,2449,6235,825,12,1330,2167,49597,10076,36189,95862
CED310,3,46,3680,3729,119,424,2168,2711,1923,1354,2088,5365,4363,1070,1769,7202,4585,831,1739,7155,4841,528,1422,6791,4331,251,1018,5600,2525,61,759,3345,538,7,340,885,23228,4572,14983,42783,8,118,3433,3559,211,664,1902,2777,2693,1444,2062,6199,5081,1109,2180,8370,5069,876,2402,8347,5036,488,2213,7737,3965,178,2021,6164,1770,31,1841,3642,245,3,908,1156,24078,4911,18962,47951,11,164,7113,7288,330,1088,4070,5488,4616,2798,4150,11564,9444,2179,3949,15572,9654,1707,4141,15502,9877,1016,3635,14528,8296,429,3039,11764,4295,92,2600,6987,783,10,1248,2041,47306,9483,33945,90734
CED311,13,81,4342,4436,193,817,2542,3552,3418,2033,2717,8168,5717,1360,2141,9218,6135,1018,2469,9622,5435,555,2117,8107,3393,231,1320,4944,1295,38,641,1974,192,3,180,375,25791,6136,18469,50396,17,213,3705,3935,473,1233,1761,3467,4550,2012,2054,8616,6367,1321,1884,9572,6609,1007,1791,9407,5113,487,1498,7098,2705,152,1348,4205,769,14,1050,1833,85,3,407,495,26688,6442,15498,48628,30,294,8047,8371,666,2050,4303,7019,7968,4045,4771,16784,12084,2681,4025,18790,12744,2025,4260,19029,10548,1042,3615,15205,6098,383,2668,9149,2064,52,1691,3807,277,6,587,870,52479,12578,33967,99024
CED312,5,73,5206,5284,259,767,3417,4443,3580,2266,3240,9086,5665,1483,2133,9281,5551,839,1925,8315,5064,433,1447,6944,3137,144,867,4148,1230,38,462,1730,226,5,178,409,24717,6048,18875,49640,19,183,4666,4868,509,1151,2899,4559,4559,2345,3039,9943,6176,1348,2715,10239,5922,803,2410,9135,4727,362,2191,7280,2416,102,1557,4075,822,22,1196,2040,100,0,482,582,25250,6316,21155,52721,24,256,9872,10152,768,1918,6316,9002,8139,4611,6279,19029,11841,2831,4848,19520,11473,1642,4335,17450,9791,795,3638,14224,5553,246,2424,8223,2052,60,1658,3770,326,5,660,991,49967,12364,40030,102361
CED313,3,35,3382,3420,171,709,4792,5672,3667,3188,6594,13449,5991,1584,3169,10744,4460,828,2465,7753,3320,436,1930,5686,1813,126,1030,2969,1082,25,631,1738,291,3,299,593,20798,6934,24292,52024,8,93,3235,3336,382,1117,4586,6085,4726,3236,5894,13856,6130,1469,3195,10794,4472,761,2957,8190,2999,325,2563,5887,1513,63,1661,3237,794,8,1627,2429,156,4,951,1111,21180,7076,26669,54925,11,128,6617,6756,553,1826,9378,11757,8393,6424,12488,27305,12121,3053,6364,21538,8932,1589,5422,15943,6319,761,4493,11573,3326,189,2691,6206,1876,33,2258,4167,447,7,1250,1704,41978,14010,50961,106949
CED314,3,83,4404,4490,248,748,2633,3629,3152,1420,2477,7049,5033,881,1724,7638,5386,573,1876,7835,4940,331,1504,6775,3583,109,980,4672,1894,32,697,2623,429,9,278,716,24668,4186,16573,45427,14,186,4189,4389,523,1021,2350,3894,3939,1391,2399,7729,5713,812,2384,8909,5772,618,2496,8886,4850,277,2259,7386,3161,71,1996,5228,1364,24,2048,3436,195,3,976,1174,25531,4403,21097,51031,17,269,8593,8879,771,1769,4983,7523,7091,2811,4876,14778,10746,1693,4108,16547,11158,1191,4372,16721,9790,608,3763,14161,6744,180,2976,9900,3258,56,2745,6059,624,12,1254,1890,50199,8589,37670,96458
