region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED101,8,4,3,3,4725,4743,241,10,5,4,5087,5347,4630,94,199,10,5605,10538,6677,256,541,22,2057,9553,7380,350,950,55,1397,10132,5731,310,941,135,737,7854,3843,194,516,283,343,5179,2532,79,207,444,172,3434,716,14,39,437,56,1262,31758,1311,3401,1393,20179,58042,21,3,3,3,4383,4413,577,23,21,6,4606,5233,5818,219,313,12,4745,11107,7444,433,976,79,1785,10717,7312,524,1639,238,1114,10827,5440,355,1356,585,627,8363,3282,150,734,1181,250,5597,1865,45,293,2145,142,4490,365,5,82,1943,94,2489,32124,1757,5417,6192,17746,63236,29,7,6,6,9108,9156,818,33,26,10,9693,10580,10448,313,512,22,10350,21645,14121,689,1517,101,3842,20270,14692,874,2589,293,2511,20959,11171,665,2297,720,1364,16217,7125,344,1250,1464,593,10776,4397,124,500,2589,314,7924,1081,19,121,2380,150,3751,63882,3068,8818,7585,37925,121278
CED102,10,3,3,0,3840,3856,300,6,8,0,4390,4704,5054,151,187,9,6157,11558,6931,325,649,32,2698,10635,5930,375,1014,53,1663,9035,5112,318,938,146,902,7416,3806,180,472,233,412,5103,2730,80,180,463,200,3653,705,8,38,412,58,1221,30578,1446,3489,1348,20320,57181,28,0,6,3,3644,3681,786,24,18,7,3645,4480,6163,272,329,19,4573,11356,7159,502,1008,60,2173,10902,5887,487,1479,192,1323,9368,4919,353,1271,592,665,7800,3428,181,661,1190,290,5750,1750,63,254,1932,208,4207,379,7,84,1757,110,2337,30499,1889,5110,5752,16631,59881,38,3,9,3,7484,7537,1086,30,26,7,8035,9184,11217,423,516,28,10730,22914,14090,827,1657,92,4871,21537,11817,862,2493,245,2986,18403,10031,671,2209,738,1567,15216,7234,361,1133,1423,702,10853,4480,143,434,2395,408,7860,1084,15,122,2169,168,3558,61077,3335,8599,7100,36951,117062
CED103,9,0,6,0,4527,4542,161,3,3,3,5927,6097,4677,91,118,12,6239,11137,7216,205,461,12,2313,10207,7422,288,831,47,1543,10131,5844,241,800,125,896,7906,3593,143,454,202,340,4732,2500,68,162,450,160,3340,668,10,37,417,48,1180,32090,1049,2872,1268,21993,59272,11,0,0,0,4315,4326,367,15,5,5,5926,6318,5726,144,228,14,5099,11211,8000,333,781,60,2035,11209,7562,409,1266,192,1312,10741,5388,282,1298,529,811,8308,3215,143,672,1031,393,5454,1787,67,330,1945,232,4361,345,10,70,1680,170,2275,32401,1403,4650,5456,20293,64203,20,0,6,0,8842,8868,528,18,8,8,11853,12415,10403,235,346,26,11338,22348,15216,538,1242,72,4348,21416,14984,697,2097,239,2855,20872,11232,523,2098,654,1707,16214,6808,286,1126,1233,733,10186,4287,135,492,2395,392,7701,1013,20,107,2097,218,3455,64491,2452,7522,6724,42286,123475
CED104,0,0,3,4,5263,5270,68,4,3,0,4305,4380,2134,60,68,4,3369,5635,6573,170,331,15,1406,8495,8381,279,697,52,907,10316,7370,199,652,107,396,8724,4519,104,336,186,161,5306,1913,31,114,304,68,2430,450,6,25,285,12,778,31408,853,2229,957,15887,51334,7,6,0,0,4893,4906,118,6,3,0,3881,4008,3057,80,126,10,2527,5800,7736,318,601,45,1060,9760,8806,397,1134,143,658,11138,6896,196,1050,372,325,8839,3574,98,602,792,147,5213,1306,35,167,1188,92,2788,252,3,56,1090,53,1454,31752,1139,3739,3640,13636,53906,7,6,3,4,10156,10176,186,10,6,0,8186,8388,5191,140,194,14,5896,11435,14309,488,932,60,2466,18255,17187,676,1831,195,1565,21454,14266,395,1702,479,721,17563,8093,202,938,978,308,10519,3219,66,281,1492,160,5218,702,9,81,1375,65,2232,63160,1992,5968,4597,29523,105240
CED105,13,0,6,5,5773,5797,492,20,11,0,5199,5722,5478,305,304,24,5316,11427,6798,436,718,18,2279,10249,6821,507,1161,69,1537,10095,5471,431,1060,157,913,8032,3475,212,542,268,377,4874,2126,70,223,473,170,3062,550,23,51,395,38,1057,31224,2004,4076,1409,21602,60315,104,7,4,0,5218,5333,1403,90,52,6,4315,5866,7094,652,581,28,3787,12142,6905,708,1206,127,1650,10596,6384,627,1604,375,1064,10054,4780,402,1278,753,583,7796,2678,177,527,1184,217,4783,1483,55,268,2015,132,3953,295,12,97,1540,50,1994,31126,2730,5617,6028,17016,62517,117,7,10,5,10991,11130,1895,110,63,6,9514,11588,12572,957,885,52,9103,23569,13703,1144,1924,145,3929,20845,13205,1134,2765,444,2601,20149,10251,833,2338,910,1496,15828,6153,389,1069,1452,594,9657,3609,125,491,2488,302,7015,845,35,148,1935,88,3051,62350,4734,9693,7437,38618,122832
CED106,10,0,0,4,5239,5253,90,5,5,0,4093,4193,2801,47,69,3,3575,6495,7392,147,299,14,1360,9212,8629,228,592,47,874,10370,6487,184,668,99,447,7885,4500,100,355,188,221,5364,2778,53,144,412,112,3499,933,11,30,474,41,1489,33620,775,2162,1241,15962,53760,3,0,3,0,5372,5378,200,9,0,0,3922,4131,3843,78,122,6,3096,7145,8541,257,598,63,1203,10662,8920,406,1133,172,779,11410,6311,228,1060,391,428,8418,3977,108,661,897,216,5859,2099,38,307,1822,211,4477,517,8,110,2178,180,2993,34411,1132,3994,5529,15407,60473,13,0,3,4,10611,10631,290,14,5,0,8015,8324,6644,125,191,9,6671,13640,15933,404,897,77,2563,19874,17549,634,1725,219,1653,21780,12798,412,1728,490,875,16303,8477,208,1016,1085,437,11223,4877,91,451,2234,323,7976,1450,19,140,2652,221,4482,68031,1907,6156,6770,31369,114233
CED107,13,3,3,3,5192,5214,217,15,14,3,4476,4725,2927,153,144,6,4674,7904,5335,372,675,23,2633,9038,6065,494,1272,93,1933,9857,6180,416,1343,211,982,9132,4357,234,830,397,504,6322,2349,91,259,569,229,3497,457,16,38,300,55,866,27900,1794,4578,1605,20678,56555,13,5,3,6,4983,5010,350,33,12,0,4008,4403,3669,263,226,25,3814,7997,5697,527,954,104,2033,9315,6313,576,1464,242,1267,9862,5890,363,1473,594,523,8843,3688,218,807,1320,281,6314,1654,58,271,2094,166,4243,251,11,55,1535,113,1965,27525,2054,5265,5920,17188,57952,26,8,6,9,10175,10224,567,48,26,3,8484,9128,6596,416,370,31,8488,15901,11032,899,1629,127,4666,18353,12378,1070,2736,335,3200,19719,12070,779,2816,805,1505,17975,8045,452,1637,1717,785,12636,4003,149,530,2663,395,7740,708,27,93,1835,168,2831,55425,3848,9843,7525,37866,114507
CED108,4,0,3,4,4699,4710,170,7,9,4,3834,4024,2713,139,122,13,4086,7073,5045,391,630,11,2219,8296,5691,382,1130,77,1448,8728,5886,316,1185,183,625,8195,4311,156,675,291,227,5660,2276,59,235,544,121,3235,632,12,48,452,31,1175,26728,1462,4037,1579,17290,51096,8,3,0,3,4325,4339,315,24,3,0,3526,3868,3569,259,231,14,3441,7514,5447,507,961,63,1783,8761,5957,511,1620,226,960,9274,5872,355,1538,565,440,8770,3733,135,821,1169,191,6049,1727,35,262,1987,113,4124,364,9,71,1663,34,2141,26992,1838,5507,5690,14813,54840,12,3,3,7,9024,9049,485,31,12,4,7360,7892,6282,398,353,27,7527,14587,10492,898,1591,74,4002,17057,11648,893,2750,303,2408,18002,11758,671,2723,748,1065,16965,8044,291,1496,1460,418,11709,4003,94,497,2531,234,7359,996,21,119,2115,65,3316,53720,3300,9544,7269,32103,105936
CED109,12,4,4,5,6770,6795,295,20,7,4,5686,6012,4881,223,211,12,6145,11472,7102,509,666,33,2879,11189,7313,504,1105,89,1698,10709,5859,434,1031,207,583,8114,3243,244,483,293,195,4458,1301,68,126,379,82,1956,245,10,14,199,39,507,30251,2016,3647,1221,24077,61212,44,0,3,3,6427,6477,742,53,20,5,5110,5930,6408,486,368,24,5080,12366,7458,773,1084,115,2577,12007,7049,747,1595,387,1299,11077,5245,555,1448,847,425,8520,2495,221,661,1290,150,4817,811,59,212,1499,80,2661,102,7,39,974,44,1166,30354,2901,5430,5144,21192,65021,56,4,7,8,13197,13272,1037,73,27,9,10796,11942,11289,709,579,36,11225,23838,14560,1282,1750,148,5456,23196,14362,1251,2700,476,2997,21786,11104,989,2479,1054,1008,16634,5738,465,1144,1583,345,9275,2112,127,338,1878,162,4617,347,17,53,1173,83,1673,60605,4917,9077,6365,45269,126233
CED110,6,0,0,0,3865,3871,110,4,3,3,4059,4179,3187,109,157,4,5620,9077,6451,288,621,15,2511,9886,6166,399,1053,58,1485,9161,5684,280,1005,154,723,7846,4103,144,499,258,227,5231,2647,67,201,475,125,3515,714,15,45,434,31,1239,29068,1306,3584,1401,18646,54005,11,0,0,0,3890,3901,222,14,6,3,3977,4222,4261,170,241,20,4608,9300,6942,428,956,46,1962,10334,6256,500,1524,179,1085,9544,5447,326,1400,462,469,8104,3697,123,875,1034,146,5875,2070,53,370,2139,120,4752,381,10,115,1820,68,2394,29287,1624,5487,5703,16325,58426,17,0,0,0,7755,7772,332,18,9,6,8036,8401,7448,279,398,24,10228,18377,13393,716,1577,61,4473,20220,12422,899,2577,237,2570,18705,11131,606,2405,616,1192,15950,7800,267,1374,1292,373,11106,4717,120,571,2614,245,8267,1095,25,160,2254,99,3633,58355,2930,9071,7104,34971,112431
CED111,9,6,9,0,4557,4581,126,15,7,5,2856,3009,1835,132,120,14,3512,5613,3893,356,565,22,2546,7382,5192,569,1501,76,2099,9437,6304,565,1963,218,1163,10213,5033,266,1073,422,409,7203,2767,106,365,596,199,4033,721,16,48,493,48,1326,25880,2031,5651,1846,17389,52797,15,6,0,7,4283,4311,273,28,3,4,2699,3007,2418,215,203,23,3162,6021,4464,546,976,93,2242,8321,5791,705,2028,273,1686,10483,6205,504,2011,650,686,10056,4437,222,1084,1350,209,7302,1923,71,362,2098,105,4559,380,3,90,1729,55,2257,25906,2300,6757,6227,15127,56317,24,12,9,7,8840,8892,399,43,10,9,5555,6016,4253,347,323,37,6674,11634,8357,902,1541,115,4788,15703,10983,1274,3529,349,3785,19920,12509,1069,3974,868,1849,20269,9470,488,2157,1772,618,14505,4690,177,727,2694,304,8592,1101,19,138,2222,103,3583,51786,4331,12408,8073,32516,109114
CED112,14,5,8,0,4990,5017,129,17,7,0,5928,6081,3254,111,157,3,5851,9376,5917,315,652,13,2712,9609,6250,421,1229,80,1887,9867,5616,341,1151,140,802,8050,3993,171,591,309,350,5414,2470,63,211,521,161,3426,674,10,48,439,46,1217,28317,1454,4054,1505,22727,58057,5,5,3,3,4721,4737,324,14,11,7,5212,5568,4141,187,242,23,4422,9015,6405,472,976,54,2099,10006,6321,566,1660,226,1266,10039,5431,318,1624,504,512,8389,3585,145,826,1103,191,5850,1821,58,317,2171,116,4483,339,8,74,1735,74,2230,28372,1773,5733,5826,18613,60317,19,10,11,3,9711,9754,453,31,18,7,11140,11649,7395,298,399,26,10273,18391,12322,787,1628,67,4811,19615,12571,987,2889,306,3153,19906,11047,659,2775,644,1314,16439,7578,316,1417,1412,541,11264,4291,121,528,2692,277,7909,1013,18,122,2174,120,3447,56689,3227,9787,7331,41340,118374
CED113,6,8,3,0,5000,5017,149,6,3,0,3757,3915,2707,180,138,5,4140,7170,5132,413,691,26,2418,8680,5471,523,1294,85,1515,8888,5298,404,1269,162,761,7894,3991,214,809,308,300,5622,2464,70,265,587,174,3560,693,17,52,506,50,1318,25911,1835,4524,1679,18115,52064,9,0,4,5,4786,4804,276,22,10,5,3475,3788,3548,298,263,20,3650,7779,5578,690,1174,77,2065,9584,5648,718,1877,234,1152,9629,5090,458,1813,540,485,8386,3633,207,1009,1202,220,6271,1817,73,428,2222,135,4675,396,15,103,1906,85,2505,25995,2481,6681,6211,16053,57421,15,8,7,5,9786,9821,425,28,13,5,7232,7703,6255,478,401,25,7790,14949,10710,1103,1865,103,4483,18264,11119,1241,3171,319,2667,18517,10388,862,3082,702,1246,16280,7624,421,1818,1510,520,11893,4281,143,693,2809,309,8235,1089,32,155,2412,135,3823,51906,4316,11205,7890,34168,109485
CED114,9,4,9,0,4457,4479,90,4,4,4,3131,3233,2186,125,114,4,4011,6440,4877,352,649,24,2804,8706,5983,509,1438,89,2114,10133,6588,513,1678,230,1012,10021,5063,278,852,395,377,6965,2471,84,308,538,180,3581,543,13,50,373,45,1024,27810,1882,5102,1657,18131,54582,13,3,0,0,4030,4046,254,29,6,7,2655,2951,2988,197,211,28,3431,6855,5488,454,922,73,2142,9079,6234,629,1691,236,1567,10357,6523,404,1692,586,662,9867,4316,175,823,1216,193,6723,1652,54,282,1866,95,3949,288,11,71,1438,44,1852,27756,1956,5698,5450,14819,55679,22,7,9,0,8487,8525,344,33,10,11,5786,6184,5174,322,325,32,7442,13295,10365,806,1571,97,4946,17785,12217,1138,3129,325,3681,20490,13111,917,3370,816,1674,19888,9379,453,1675,1611,570,13688,4123,138,590,2404,275,7530,831,24,121,1811,89,2876,55566,3838,10800,7107,32950,110261
CED115,4,5,5,5,4707,4726,135,15,3,3,3433,3589,2421,145,135,7,4060,6768,4587,348,576,26,2427,7964,5752,470,1222,70,1854,9368,6302,453,1475,240,993,9463,4706,279,871,393,452,6701,2691,92,288,671,207,3949,569,14,33,431,60,1107,27167,1821,4608,1846,18193,53635,11,3,4,6,4358,4382,309,23,7,5,3329,3673,3136,218,201,19,3419,6993,5001,496,843,63,1972,8375,6090,592,1597,229,1193,9701,6151,396,1415,624,468,9054,4258,187,709,1399,200,6753,1890,63,255,2204,141,4553,285,13,54,1629,78,2059,27131,1991,5085,6178,15158,55543,15,8,9,11,9065,9108,444,38,10,8,6762,7262,5557,363,336,26,7479,13761,9588,844,1419,89,4399,16339,11842,1062,2819,299,3047,19069,12453,849,2890,864,1461,18517,8964,466,1580,1792,652,13454,4581,155,543,2875,348,8502,854,27,87,2060,138,3166,54298,3812,9693,8024,33351,109178
CED116,19,5,3,9,6207,6243,300,11,9,5,5034,5359,3679,227,319,10,5374,9609,6083,440,775,29,2334,9661,7519,561,1225,73,1494,10872,5694,353,863,149,583,7642,3162,178,410,243,213,4206,1667,78,170,361,76,2352,343,14,16,197,18,588,28466,1867,3790,1076,21333,56532,78,5,3,4,5655,5745,865,53,42,8,4392,5360,5163,500,639,48,4091,10441,6877,721,1397,148,1850,10993,7021,770,1752,383,1197,11123,4938,440,1168,868,498,7912,2410,156,471,1320,166,4523,1006,51,228,1663,63,3011,144,5,29,826,32,1036,28502,2701,5729,5268,17944,60144,97,10,6,13,11862,11988,1165,64,51,13,9426,10719,8842,727,958,58,9465,20050,12960,1161,2172,177,4184,20654,14540,1331,2977,456,2691,21995,10632,793,2031,1017,1081,15554,5572,334,881,1563,379,8729,2673,129,398,2024,139,5363,487,19,45,1023,50,1624,56968,4568,9519,6344,39277,116676
CED117,9,0,3,3,4522,4537,131,11,3,3,3170,3318,2143,114,118,3,3431,5809,4524,329,595,30,2090,7568,5672,472,1239,97,1627,9107,6519,373,1372,198,765,9227,5679,272,873,474,341,7639,3203,107,323,695,160,4488,707,16,55,460,34,1272,28587,1694,4581,1963,16140,52965,7,4,6,0,4183,4200,263,13,10,4,2708,2998,2803,208,208,26,2666,5911,4973,494,957,79,1679,8182,6095,565,1645,224,1177,9706,6627,380,1585,621,522,9735,5124,165,933,1322,237,7781,2342,80,323,2210,120,5075,371,8,84,1540,68,2071,28605,1917,5751,6026,13360,55659,16,4,9,3,8705,8737,394,24,13,7,5878,6316,4946,322,326,29,6097,11720,9497,823,1552,109,3769,15750,11767,1037,2884,321,2804,18813,13146,753,2957,819,1287,18962,10803,437,1806,1796,578,15420,5545,187,646,2905,280,9563,1078,24,139,2000,102,3343,57192,3611,10332,7989,29500,108624
CED118,10,0,4,3,3051,3068,268,11,10,4,4795,5088,4480,129,227,5,9292,14133,6668,324,799,35,5418,13244,4886,411,1245,70,3296,9908,3675,353,1175,127,1655,6985,2468,201,585,171,741,4166,1805,82,198,401,376,2862,429,12,37,284,97,859,24689,1523,4280,1100,28721,60313,17,0,3,3,2871,2894,492,31,4,6,4912,5445,5505,236,346,24,8964,15075,6835,467,1151,62,5285,13800,4738,494,1642,194,2993,10061,3462,368,1553,488,1471,7342,2183,156,705,996,482,4522,1186,54,288,1543,253,3324,199,11,88,1299,177,1774,24617,1817,5780,4615,27408,64237,27,0,7,6,5922,5962,760,42,14,10,9707,10533,9985,365,573,29,18256,29208,13503,791,1950,97,10703,27044,9624,905,2887,264,6289,19969,7137,721,2728,615,3126,14327,4651,357,1290,1167,1223,8688,2991,136,486,1944,629,6186,628,23,125,1583,274,2633,49306,3340,10060,5715,56129,124550
CED119,12,5,3,3,4931,4954,243,8,5,3,4824,5083,6721,170,184,9,5623,12707,9198,353,663,28,2333,12575,7128,378,939,50,1336,9831,5526,310,875,146,519,7376,3112,139,418,229,189,4087,1366,64,117,385,87,2019,241,9,27,155,20,452,33547,1436,3231,1008,19862,59084,17,4,3,3,4675,4702,655,16,9,0,4066,4746,8559,319,320,23,4135,13356,8898,569,1032,75,1747,12321,6732,479,1383,227,938,9759,5074,330,1226,626,390,7646,2305,129,538,954,124,4050,856,36,220,1407,54,2573,136,12,33,856,30,1067,33232,1894,4764,4171,16159,60220,29,9,6,6,9606,9656,898,24,14,3,8890,9829,15280,489,504,32,9758,26063,18096,922,1695,103,4080,24896,13860,857,2322,277,2274,19590,10600,640,2101,772,909,15022,5417,268,956,1183,313,8137,2222,100,337,1792,141,4592,377,21,60,1011,50,1519,66779,3330,7995,5179,36021,119304
CED120,6,3,3,0,5302,5314,153,10,7,0,4897,5067,3971,130,145,5,4650,8901,7238,310,528,24,1790,9890,7542,378,902,79,1125,10026,6625,280,786,170,480,8341,3680,149,421,241,150,4641,1588,47,143,343,67,2188,338,0,25,271,19,653,31141,1307,2960,1133,18480,55021,13,3,3,0,4914,4933,407,25,13,0,4126,4571,5192,234,285,15,3466,9192,7743,467,969,70,1413,10662,7714,485,1358,229,795,10581,6047,303,1163,563,344,8420,2888,117,565,934,111,4615,1106,39,185,1410,45,2785,172,5,50,930,21,1178,31282,1678,4591,4151,15235,56937,19,6,6,0,10216,10247,560,35,20,0,9023,9638,9163,364,430,20,8116,18093,14981,777,1497,94,3203,20552,15256,863,2260,308,1920,20607,12672,583,1949,733,824,16761,6568,266,986,1175,261,9256,2694,86,328,1753,112,4973,510,5,75,1201,40,1831,62423,2985,7551,5284,33715,111958
CED121,5,0,3,0,4829,4837,140,9,10,4,3383,3546,2445,115,115,12,3672,6359,5595,393,672,26,2350,9036,6601,490,1177,96,1767,10131,6777,461,1274,226,892,9630,4874,250,798,402,448,6772,2230,81,219,582,204,3316,440,14,32,326,47,859,29107,1813,4300,1674,17592,54486,8,5,5,3,4478,4499,277,20,10,5,2994,3306,3280,221,198,19,2999,6717,6210,559,991,72,1854,9686,6735,563,1420,210,1093,10021,6643,402,1332,635,511,9523,4009,158,730,1338,256,6491,1555,50,230,1868,148,3851,251,6,63,1294,91,1705,28968,1984,4979,5444,14424,55799,13,5,8,3,9307,9336,417,29,20,9,6377,6852,5725,336,313,31,6671,13076,11805,952,1663,98,4204,18722,13336,1053,2597,306,2860,20152,13420,863,2606,861,1403,19153,8883,408,1528,1740,704,13263,3785,131,449,2450,352,7167,691,20,95,1620,138,2564,58075,3797,9279,7118,32016,110285
CED122,15,7,0,0,4852,4874,214,23,7,4,4169,4417,3410,206,205,6,5153,8980,5501,489,722,29,2750,9491,5910,541,1281,96,1613,9441,5805,364,1226,207,760,8362,3608,170,624,319,323,5044,1712,63,184,418,158,2535,371,10,38,259,47,725,26546,1873,4287,1338,19825,53869,7,3,0,3,4689,4702,392,34,9,8,3719,4162,4138,293,257,32,3921,8641,5935,569,997,61,1976,9538,5944,531,1552,241,1015,9283,5457,312,1363,594,411,8137,3019,124,608,1105,162,5018,1275,44,189,1791,139,3438,181,4,49,1242,64,1540,26348,1914,5024,5077,16096,54459,22,10,0,3,9541,9576,606,57,16,12,7888,8579,7548,499,462,38,9074,17621,11436,1058,1719,90,4726,19029,11854,1072,2833,337,2628,18724,11262,676,2589,801,1171,16499,6627,294,1232,1424,485,10062,2987,107,373,2209,297,5973,552,14,87,1501,111,2265,52894,3787,9311,6415,35921,108328
CED123,14,3,3,4,4439,4463,158,8,9,5,7607,7787,4222,117,156,14,9853,14362,6861,315,638,28,4069,11911,5820,418,1141,57,2282,9718,4629,352,1040,140,1348,7509,3285,220,657,251,650,5063,2153,96,260,385,311,3205,538,22,47,335,97,1039,27680,1551,3951,1219,30656,65057,13,0,3,0,4232,4248,344,21,12,12,7092,7481,5314,177,320,17,8702,14530,7186,477,1019,75,3505,12262,5635,511,1485,219,1901,9751,4333,420,1532,580,1047,7912,2956,202,915,1118,460,5651,1435,83,393,1905,317,4133,238,11,97,1453,166,1965,27454,1902,5776,5379,27422,67933,27,3,6,4,8671,8711,502,29,21,17,14699,15268,9536,294,476,31,18555,28892,14047,792,1657,103,7574,24173,11455,929,2626,276,4183,19469,8962,772,2572,720,2395,15421,6241,422,1572,1369,1110,10714,3588,179,653,2290,628,7338,776,33,144,1788,263,3004,55134,3453,9727,6598,58078,132990
CED124,6,4,4,0,5260,5274,304,22,7,0,5090,5423,4261,248,228,8,6015,10760,6361,469,802,35,2794,10461,6015,539,1261,75,1567,9457,5898,448,1175,200,599,8320,3302,176,522,304,254,4558,1307,56,168,345,79,1955,272,6,27,196,24,525,27726,1968,4194,1163,21682,56733,7,3,4,5,5212,5231,537,43,14,3,4801,5398,5454,430,412,20,5142,11458,6579,641,1253,91,2286,10850,6214,672,1796,238,1077,9997,5501,446,1620,650,380,8597,2555,150,740,1021,117,4583,829,46,269,1324,71,2539,155,8,52,944,31,1190,27831,2439,6160,4296,19117,59843,13,7,8,5,10472,10505,841,65,21,3,9891,10821,9715,678,640,28,11157,22218,12940,1110,2055,126,5080,21311,12229,1211,3057,313,2644,19454,11399,894,2795,850,979,16917,5857,326,1262,1325,371,9141,2136,102,437,1669,150,4494,427,14,79,1140,55,1715,55557,4407,10354,5459,40799,116576
CED125,10,3,8,0,4067,4088,91,5,8,3,2450,2557,1722,129,96,8,2733,4688,3815,355,570,28,2045,6813,5098,515,1283,77,1578,8551,6171,480,1641,200,800,9292,5748,284,1069,385,381,7867,3388,116,363,669,181,4717,796,16,54,520,50,1436,26839,1903,5092,1890,14285,50009,18,3,3,3,3788,3815,232,27,7,4,2211,2481,2255,237,166,13,2493,5164,4437,518,973,77,1706,7711,5576,654,1837,240,1164,9471,6322,445,1759,581,551,9658,5253,204,1032,1505,255,8249,2431,77,347,2435,130,5420,405,10,90,1894,59,2458,26929,2175,6214,6752,12357,54427,28,6,11,3,7855,7903,323,32,15,7,4661,5038,3977,366,262,21,5226,9852,8252,873,1543,105,3751,14524,10674,1169,3120,317,2742,18022,12493,925,3400,781,1351,18950,11001,488,2101,1890,636,16116,5819,193,710,3104,311,10137,1201,26,144,2414,109,3894,53768,4078,11306,8642,26642,104436
