region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED511,188,4779,731,5698,139,3746,598,4483,457,7270,1198,8925,787,9554,1247,11588,926,8850,960,10736,918,6837,691,8446,495,4456,554,5505,200,1892,465,2557,51,461,166,678,4161,47845,6610,58616,214,4486,625,5325,245,3602,351,4198,844,7961,674,9479,1496,10088,834,12418,1704,8459,675,10838,1733,6350,595,8678,682,4106,559,5347,226,1824,496,2546,27,713,263,1003,7171,47589,5072,59832,402,9265,1356,11023,384,7348,949,8681,1301,15231,1872,18404,2283,19642,2081,24006,2630,17309,1635,21574,2651,13187,1286,17124,1177,8562,1113,10852,426,3716,961,5103,78,1174,429,1681,11332,95434,11682,118448
CED512,113,3319,459,3891,208,5182,656,6046,568,12347,1619,14534,739,9464,1005,11208,1003,7891,833,9727,905,6618,668,8191,457,3766,516,4739,217,2088,444,2749,72,673,180,925,4282,51348,6380,62010,187,3211,424,3822,281,5096,482,5859,899,11420,1159,13478,1171,8469,672,10312,1580,7237,579,9396,1639,5936,560,8135,658,3841,522,5021,276,2636,572,3484,58,1410,316,1784,6749,49256,5286,61291,300,6530,883,7713,489,10278,1138,11905,1467,23767,2778,28012,1910,17933,1677,21520,2583,15128,1412,19123,2544,12554,1228,16326,1115,7607,1038,9760,493,4724,1016,6233,130,2083,496,2709,11031,100604,11666,123301
CED513,124,3304,466,3894,203,4580,558,5341,578,10803,1274,12655,782,8806,832,10420,939,7047,684,8670,909,5702,579,7190,467,3975,505,4947,313,2343,480,3136,86,765,217,1068,4401,47325,5595,57321,167,3209,417,3793,287,4531,431,5249,869,10375,928,12172,1191,8303,646,10140,1538,6781,526,8845,1705,5888,554,8147,752,4231,606,5589,341,3105,704,4150,58,1467,506,2031,6908,47890,5318,60116,291,6513,883,7687,490,9111,989,10590,1447,21178,2202,24827,1973,17109,1478,20560,2477,13828,1210,17515,2614,11590,1133,15337,1219,8206,1111,10536,654,5448,1184,7286,144,2232,723,3099,11309,95215,10913,117437
CED514,185,4138,583,4906,280,7401,1048,8729,672,14014,1731,16417,802,9613,1100,11515,968,7566,853,9387,871,6476,691,8038,405,3750,537,4692,249,2075,470,2794,102,756,272,1130,4534,55789,7285,67608,216,3847,480,4543,353,7103,699,8155,1001,12508,1124,14633,1213,8584,774,10571,1532,7107,644,9283,1612,6056,581,8249,708,3818,603,5129,332,2988,759,4079,68,1803,602,2473,7035,53814,6266,67115,401,7985,1063,9449,633,14504,1747,16884,1673,26522,2855,31050,2015,18197,1874,22086,2500,14673,1497,18670,2483,12532,1272,16287,1113,7568,1140,9821,581,5063,1229,6873,170,2559,874,3603,11569,109603,13551,134723
CED515,182,5211,488,5881,172,5317,541,6030,363,7046,770,8179,645,7805,646,9096,1045,8444,526,10015,1026,7244,460,8730,508,3883,314,4705,264,2085,328,2677,98,641,155,894,4303,47676,4228,56207,199,5111,377,5687,213,5049,217,5479,563,6880,358,7801,1216,8484,420,10120,1817,9073,388,11278,1828,6895,411,9134,756,3829,361,4946,323,2625,489,3437,73,1367,339,1779,6988,49313,3360,59661,381,10322,865,11568,385,10366,758,11509,926,13926,1128,15980,1861,16289,1066,19216,2862,17517,914,21293,2854,14139,871,17864,1264,7712,675,9651,587,4710,817,6114,171,2008,494,2673,11291,96989,7588,115868
CED594,0,82,39,121,13,252,73,338,32,670,217,919,32,518,183,733,46,456,178,680,40,561,125,726,18,308,60,386,0,42,24,66,0,9,0,9,181,2898,899,3978,5,79,27,111,5,231,38,274,37,493,99,629,29,286,99,414,33,322,58,413,66,481,65,612,18,183,21,222,5,14,11,30,0,0,7,7,198,2089,425,2712,5,161,66,232,18,483,111,612,69,1163,316,1548,61,804,282,1147,79,778,236,1093,106,1042,190,1338,36,491,81,608,5,56,35,96,0,9,7,16,379,4987,1324,6690
CED597,0,3,3,6,0,21,8,29,4,116,21,141,4,82,16,102,5,55,6,66,0,24,7,31,0,3,3,6,0,5,0,5,0,0,0,0,13,309,64,386,0,0,0,0,0,6,0,6,0,7,4,11,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,26,4,30,0,3,3,6,0,27,8,35,4,123,25,152,4,85,16,105,5,59,6,70,0,27,7,34,0,6,3,9,0,5,0,5,0,0,0,0,13,335,68,416
CED601,135,3209,360,3704,136,3030,192,3358,324,4986,301,5611,545,5323,324,6192,771,5533,361,6665,816,4868,362,6046,415,3203,407,4025,224,1657,396,2277,56,527,169,752,3422,32336,2872,38630,153,2981,319,3453,222,2897,154,3273,560,5201,249,6010,1038,5453,288,6779,1308,5452,281,7041,1397,4581,312,6290,601,3338,469,4408,242,2237,526,3005,55,1223,253,1531,5576,33363,2851,41790,288,6190,679,7157,358,5927,346,6631,884,10187,550,11621,1583,10776,612,12971,2079,10985,642,13706,2213,9449,674,12336,1016,6541,876,8433,466,3894,922,5282,111,1750,422,2283,8998,65699,5723,80420
CED602,130,2951,376,3457,110,2241,171,2522,296,4312,291,4899,506,5153,374,6033,768,5761,394,6923,828,5216,410,6454,524,3675,519,4718,237,1739,446,2422,45,457,220,722,3444,31505,3201,38150,146,2792,305,3243,164,2264,136,2564,643,4482,224,5349,962,5279,292,6533,1373,5654,309,7336,1471,4789,388,6648,656,3553,553,4762,187,2172,645,3004,33,989,330,1352,5635,31974,3182,40791,276,5743,681,6700,274,4505,307,5086,939,8794,515,10248,1468,10432,666,12566,2141,11415,703,14259,2299,10005,798,13102,1180,7228,1072,9480,424,3911,1091,5426,78,1446,550,2074,9079,63479,6383,78941
CED603,126,2825,287,3238,147,3761,297,4205,405,5642,421,6468,564,5306,361,6231,833,5434,375,6642,842,4703,377,5922,420,2909,344,3673,245,1613,337,2195,62,545,181,788,3644,32738,2980,39362,153,2773,253,3179,247,3667,218,4132,648,5605,318,6571,896,5438,303,6637,1380,5520,327,7227,1373,4557,348,6278,604,3089,413,4106,278,2310,506,3094,57,1226,368,1651,5636,34185,3054,42875,279,5598,540,6417,394,7428,515,8337,1053,11247,739,13039,1460,10744,664,12868,2213,10954,702,13869,2215,9260,725,12200,1024,5998,757,7779,523,3923,843,5289,119,1771,549,2439,9280,66923,6034,82237
CED604,116,2744,307,3167,114,2232,230,2576,300,4401,392,5093,548,5439,362,6349,845,5650,341,6836,914,5287,361,6562,471,3479,365,4315,246,1745,298,2289,54,510,122,686,3608,31487,2778,37873,113,2620,229,2962,154,2156,124,2434,568,4701,227,5496,984,5678,261,6923,1431,5651,286,7368,1567,5042,328,6937,705,3441,395,4541,260,1998,445,2703,51,1048,179,1278,5833,32335,2474,40642,229,5364,536,6129,268,4388,354,5010,868,9102,619,10589,1532,11117,623,13272,2276,11301,627,14204,2481,10329,689,13499,1176,6920,760,8856,506,3743,743,4992,105,1558,301,1964,9441,63822,5252,78515
CED605,130,2713,388,3231,112,1932,155,2199,321,3901,298,4520,581,5235,381,6197,842,6369,449,7660,1043,6225,593,7861,552,4176,578,5306,226,1704,414,2344,50,396,118,564,3857,32651,3374,39882,137,2488,327,2952,171,1896,135,2202,639,4133,263,5035,1053,5416,323,6792,1451,5851,383,7685,1554,5576,520,7650,642,3645,535,4822,215,1705,421,2341,32,743,147,922,5894,31453,3054,40401,267,5201,715,6183,283,3828,290,4401,960,8034,561,9555,1634,10651,704,12989,2293,12220,832,15345,2597,11801,1113,15511,1194,7821,1113,10128,441,3409,835,4685,82,1139,265,1486,9751,64104,6428,80283
CED694,0,35,5,40,3,47,8,58,7,92,34,133,4,74,27,105,9,62,18,89,15,58,13,86,3,33,5,41,0,10,3,13,0,0,0,0,41,411,113,565,3,43,8,54,5,35,5,45,8,57,6,71,11,42,4,57,8,58,0,66,10,52,10,72,0,26,9,35,5,0,5,10,0,0,0,0,50,313,47,410,3,78,13,94,8,82,13,103,15,149,40,204,15,116,31,162,17,120,18,155,25,110,23,158,3,59,14,76,5,10,8,23,0,0,0,0,91,724,160,975
CED697,0,0,3,3,3,3,0,6,0,16,0,16,4,10,3,17,0,17,0,17,0,12,0,12,0,4,3,7,0,0,0,0,0,0,0,0,7,62,9,78,0,3,0,3,0,3,0,3,0,10,0,10,0,4,3,7,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,30,3,33,0,3,3,6,3,6,0,9,0,26,0,26,4,14,6,24,0,20,0,20,0,16,0,16,0,7,3,10,0,0,0,0,0,0,0,0,7,92,12,111
CED701,308,3178,782,4268,387,3115,751,4253,837,6469,1669,8975,799,6315,1316,8430,658,5905,1026,7589,476,4346,740,5562,172,1686,370,2228,47,437,128,612,10,70,31,111,3694,31521,6813,42028,370,2892,598,3860,470,3116,453,4039,1167,6581,903,8651,1146,6310,979,8435,951,5412,772,7135,634,3623,528,4785,226,1265,280,1771,61,442,141,644,10,136,57,203,5035,29777,4711,39523,678,6070,1380,8128,857,6231,1204,8292,2004,13050,2572,17626,1945,12625,2295,16865,1609,11317,1798,14724,1110,7969,1268,10347,398,2951,650,3999,108,879,269,1256,20,206,88,314,8729,61298,11524,81551
CED702,130,2788,751,3669,162,3804,850,4816,389,7721,1774,9884,510,6571,1333,8414,470,5635,1012,7117,390,4377,726,5493,170,1876,377,2423,63,543,194,800,6,105,36,147,2290,33420,7053,42763,151,2435,537,3123,221,3130,445,3796,647,7603,1044,9294,785,6330,902,8017,745,5349,731,6825,646,3614,521,4781,233,1511,274,2018,72,568,150,790,6,185,44,235,3506,30725,4648,38879,281,5223,1288,6792,383,6934,1295,8612,1036,15324,2818,19178,1295,12901,2235,16431,1215,10984,1743,13942,1036,7991,1247,10274,403,3387,651,4441,135,1111,344,1590,12,290,80,382,5796,64145,11701,81642
CED794,0,4,6,10,4,54,10,68,13,144,42,199,12,104,30,146,5,101,28,134,11,194,37,242,3,119,15,137,0,13,0,13,3,0,0,3,51,733,168,952,3,19,3,25,3,64,4,71,8,139,19,166,6,69,12,87,15,96,24,135,18,153,27,198,4,69,11,84,0,7,0,7,0,0,0,0,57,616,100,773,3,23,9,35,7,118,14,139,21,283,61,365,18,173,42,233,20,197,52,269,29,347,64,440,7,188,26,221,0,20,0,20,3,0,0,3,108,1349,268,1725
CED797,0,3,0,3,0,13,3,16,3,23,6,32,0,16,3,19,3,10,0,13,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,6,76,12,94,0,3,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,6,0,6,0,13,3,16,3,29,6,38,0,16,3,19,3,13,3,19,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,6,88,15,109
CED801,223,5295,514,6032,250,5253,423,5926,601,10149,748,11498,1019,10032,641,11692,1505,10218,569,12292,1400,8193,436,10029,691,4483,350,5524,314,2140,270,2724,105,686,104,895,6108,56449,4055,66612,270,4995,417,5682,331,5037,239,5607,958,10151,491,11600,1675,10342,477,12494,2400,10430,447,13277,2227,7783,419,10429,1011,4554,382,5947,393,2665,441,3499,89,1435,250,1774,9354,57392,3563,70309,493,10290,931,11714,581,10290,662,11533,1559,20300,1239,23098,2694,20374,1118,24186,3905,20648,1016,25569,3627,15976,855,20458,1702,9037,732,11471,707,4805,711,6223,194,2121,354,2669,15462,113841,7618,136921
CED802,223,5489,600,6312,333,8479,885,9697,857,15382,1224,17463,1227,12386,808,14421,1352,9014,606,10972,1242,7072,479,8793,599,3910,385,4894,289,1881,301,2471,84,517,160,761,6206,64130,5448,75784,294,5137,507,5938,456,8344,675,9475,1308,15369,921,17598,1784,11881,608,14273,2031,8893,504,11428,2056,6999,440,9495,897,3998,406,5301,310,2226,434,2970,54,1007,335,1396,9190,63854,4830,77874,517,10626,1107,12250,789,16823,1560,19172,2165,30751,2145,35061,3011,24267,1416,28694,3383,17907,1110,22400,3298,14071,919,18288,1496,7908,791,10195,599,4107,735,5441,138,1524,495,2157,15396,127984,10278,153658
CED894,0,29,3,32,3,31,5,39,4,69,10,83,7,45,9,61,3,25,11,39,7,20,8,35,0,12,0,12,0,0,0,0,0,0,0,0,24,231,46,301,4,20,4,28,10,31,5,46,5,65,0,70,0,44,4,48,10,28,0,38,8,18,0,26,0,5,3,8,0,3,0,3,0,3,3,6,37,217,19,273,4,49,7,60,13,62,10,85,9,134,10,153,7,89,13,109,13,53,11,77,15,38,8,61,0,17,3,20,0,3,0,3,0,3,3,6,61,448,65,574
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,0,0,0,0,0,4,0,4,0,11,0,11,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,21
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
