region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED232,23,72,76,423,139,501,18,164,22,1438,514,1830,764,1502,1337,1340,106,394,142,7929,4660,13566,2632,2331,4043,2306,318,733,600,31189,4944,8403,1335,1081,2383,1326,229,379,458,20538,3211,5574,883,747,1825,835,206,411,328,14020,2012,3715,564,470,1433,647,226,345,286,9698,464,943,117,130,374,178,67,105,93,2471,49,140,19,8,51,38,7,18,31,361,10,15,0,0,9,0,0,4,15,53,15887,34258,6390,6692,11594,7171,1177,2553,1975,87697
CED233,40,60,259,511,227,1309,41,428,62,2937,299,1012,892,824,836,1376,112,371,96,5818,1297,3626,1227,743,1411,861,183,340,189,9877,2590,3973,1502,863,2008,952,307,446,246,12887,2958,3936,1575,1041,2566,1159,466,703,253,14657,1739,2676,1024,654,1760,773,356,515,174,9671,467,766,320,143,492,234,132,204,96,2854,67,82,24,13,30,27,7,18,26,294,0,0,3,3,3,0,0,6,7,22,9457,16131,6826,4795,9333,6691,1604,3031,1149,59017
CED234,111,58,690,399,170,1426,66,777,86,3783,322,515,1124,532,414,568,180,653,78,4386,1244,1856,1606,765,996,706,545,1367,158,9243,2251,1900,1733,1135,1527,904,889,1809,213,12361,2737,1999,1619,1309,1756,973,1190,2040,264,13887,2252,1455,965,883,1106,629,924,1393,187,9794,877,238,176,109,213,120,191,257,69,2250,235,9,11,9,18,9,12,29,36,368,33,6,3,0,3,0,0,0,9,54,10062,8036,7927,5141,6203,5335,3997,8325,1100,56126
CED235,45,50,461,354,216,1468,61,453,84,3192,299,767,1387,840,1009,1373,339,629,160,6803,1196,2920,2277,1181,2136,1135,1119,1234,369,13567,1600,2352,1976,1182,2383,1087,1271,1446,358,13655,1518,1853,1803,1287,2505,1085,1460,1651,306,13468,762,1015,1106,735,1359,558,973,1203,215,7926,97,125,154,78,130,91,135,178,47,1035,11,8,12,4,8,8,6,20,0,77,0,3,0,0,0,0,0,0,4,7,5528,9093,9176,5661,9746,6805,5364,6814,1543,59730
CED236,147,42,758,548,161,1409,65,934,100,4164,385,420,1129,569,324,596,204,782,56,4465,1389,1807,1697,757,858,716,606,1164,136,9130,2441,1993,1734,1216,1391,859,928,1475,201,12238,3119,2299,1674,1506,1656,913,1227,1814,247,14455,2780,1631,1014,997,1121,648,895,1364,210,10660,1232,255,165,127,181,111,166,257,100,2594,336,24,20,7,27,15,16,30,52,527,54,3,0,6,0,0,0,3,6,72,11883,8474,8191,5733,5719,5267,4107,7823,1108,58305
CED237,39,46,295,411,159,1015,48,353,65,2431,366,1254,1169,1220,1263,1355,279,720,195,7821,2125,7428,2637,1830,3198,1512,901,1298,501,21430,2750,5697,2088,1196,2731,1039,762,937,445,17645,1835,3673,1580,1072,2364,818,869,960,309,13480,802,1709,863,551,1203,412,556,681,166,6943,111,202,131,71,153,78,108,175,63,1092,23,35,11,7,10,15,5,21,23,150,3,3,0,0,0,3,4,3,6,22,8054,20047,8774,6358,11081,6247,3532,5148,1773,71014
CED294,0,0,12,21,17,20,12,9,9,100,18,57,69,98,40,43,22,66,7,420,89,246,104,93,111,58,58,117,32,908,60,116,86,42,38,24,62,58,23,509,46,46,60,24,30,17,40,44,16,323,23,35,32,16,20,19,12,24,3,184,7,8,5,0,3,8,0,6,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,508,368,294,259,189,206,324,93,2484
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,12,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,4,13,0,32
CED301,84,59,664,511,310,1476,130,975,76,4285,305,536,1315,840,920,880,470,972,125,6363,997,2001,2335,1404,1930,904,1219,1658,250,12698,1461,1990,2153,1505,2167,840,1404,1710,253,13483,1539,1873,1806,1566,2111,769,1448,1708,238,13058,905,1130,1122,903,1162,465,882,1050,150,7769,276,176,141,98,137,79,166,166,24,1263,59,9,10,9,10,3,7,16,12,135,12,3,0,0,6,3,0,6,6,36,5638,7777,9546,6836,8753,5419,5726,8261,1134,59090
CED302,60,143,497,682,391,1603,118,756,61,4311,374,1016,1143,948,1162,1093,312,692,112,6852,1528,4334,2198,1113,2509,987,731,1056,260,14716,2748,4876,2094,1273,3055,1010,891,1073,288,17308,2593,3750,1841,1264,3010,1036,893,1218,267,15872,1353,2206,1092,704,1866,740,692,869,175,9697,244,387,204,103,343,164,134,168,61,1808,27,35,14,3,25,20,17,21,29,191,3,3,0,0,3,0,0,4,8,21,8930,16750,9083,6090,12364,6653,3788,5857,1261,70776
CED303,92,94,802,820,415,1820,139,941,64,5187,297,632,1465,872,974,918,290,750,84,6282,1114,2051,2430,1054,1918,869,743,1095,188,11462,2314,2992,2338,1304,2841,1195,946,1245,240,15415,2661,3016,2392,1460,3298,1265,1086,1419,247,16844,1532,1909,1472,865,1969,947,861,1037,191,10783,297,332,215,139,311,172,162,158,49,1835,25,27,5,7,25,10,8,16,14,137,3,0,4,0,0,0,0,0,8,15,8335,11053,11123,6521,11751,7196,4235,6661,1085,67960
CED304,55,154,298,792,404,1098,45,412,39,3297,635,2494,1218,1972,1954,1627,230,787,135,11052,3127,11106,2632,2257,3698,1570,529,1316,413,26648,3688,7630,1384,1066,2535,891,341,629,336,18500,2938,5243,1013,793,2120,799,335,548,291,14080,1586,2907,596,450,1505,610,293,430,158,8535,319,595,113,86,280,162,81,124,54,1814,42,65,9,6,27,24,3,14,17,207,6,6,0,3,3,8,3,0,4,33,12396,30200,7263,7425,12526,6789,1860,4260,1447,84166
CED305,87,83,1210,703,430,1646,219,1068,99,5545,273,815,1815,650,869,696,656,940,111,6825,1074,2523,3178,1088,1745,850,2083,1562,238,14341,1851,2326,2846,1244,2250,986,2384,1592,278,15757,2116,2357,2508,1348,2280,971,2517,1788,306,16191,1444,1451,1456,734,1209,581,1604,1155,206,9840,452,227,188,106,158,88,228,209,60,1716,112,22,16,3,9,6,19,16,25,228,8,0,0,0,3,0,0,3,7,21,7417,9804,13217,5876,8953,5824,9710,8333,1330,70464
CED306,95,69,1353,684,404,1842,177,1073,96,5793,336,776,2128,905,839,750,624,1004,101,7463,1295,2530,3527,1278,1844,957,1790,1716,252,15189,2130,2777,2977,1424,2480,1125,2063,1662,308,16946,2529,2626,2639,1397,2596,1265,2271,2060,314,17697,1616,1497,1516,767,1366,719,1466,1375,193,10515,515,250,217,119,206,132,226,265,51,1981,105,24,16,5,20,13,7,18,28,236,13,3,0,0,3,0,0,0,10,29,8634,10552,14373,6579,9758,6803,8624,9173,1353,75849
CED307,73,122,757,831,399,1818,140,908,78,5126,282,731,1413,964,1050,979,339,573,97,6428,1323,3020,2602,1357,2418,945,792,913,219,13589,2577,4270,2561,1637,3376,1160,1004,1114,318,18017,2468,3466,2137,1456,3370,1210,1035,1158,256,16556,1289,1921,1214,791,1981,780,782,851,178,9787,198,305,186,108,281,133,161,170,44,1586,24,15,7,0,16,5,4,9,14,94,3,4,0,0,0,0,0,0,3,10,8237,13854,10877,7144,12891,7030,4257,5696,1207,71193
CED308,66,90,557,605,279,1664,114,808,95,4278,379,675,1170,1032,757,1133,288,737,113,6284,1663,2716,2615,1380,2078,1354,768,1238,221,14033,2530,3040,2648,1549,2613,1506,922,1388,288,16484,2362,2515,2116,1423,2556,1528,993,1373,270,15136,1483,1550,1320,754,1662,1221,731,943,185,9849,316,309,212,117,320,258,182,249,73,2036,34,32,10,6,24,21,13,24,23,187,3,3,4,0,0,0,0,0,0,10,8836,10930,10652,6866,10289,8685,4011,6760,1268,68297
CED309,60,88,581,636,268,1495,108,808,55,4099,271,387,1060,737,492,780,217,626,58,4628,1090,2127,2048,1057,1277,892,531,901,138,10061,1971,3195,2345,1528,2143,1076,647,1175,216,14296,2027,3190,2143,1485,2434,1337,821,1435,230,15102,1340,1949,1195,860,1463,946,615,1005,167,9540,346,334,170,99,255,152,125,206,52,1739,48,31,14,0,10,12,11,15,12,153,9,3,5,0,0,0,0,0,3,20,7162,11304,9561,6402,8342,6690,3075,6171,931,59638
CED310,67,77,615,557,253,1503,94,742,58,3966,232,429,1042,703,510,778,204,595,60,4553,950,1724,2050,1099,1190,896,497,966,129,9501,1759,2564,2178,1316,1938,1070,722,1138,226,12911,1834,2530,1851,1292,1985,1202,815,1305,187,13001,1314,1605,1078,796,1327,854,593,906,126,8599,303,253,166,101,234,187,138,203,43,1628,53,20,9,9,14,10,15,17,12,159,4,3,0,0,3,0,0,3,5,18,6516,9205,8989,5873,7454,6500,3078,5875,846,54336
CED311,93,69,1216,487,380,1443,213,1122,119,5142,261,649,1722,559,730,489,695,920,111,6136,1288,2104,3128,887,1618,740,2182,1818,220,13985,2199,2092,2865,1273,1933,933,2555,1921,331,16102,2598,1890,2566,1200,2005,956,2772,2156,328,16471,1979,1020,1488,633,1108,476,1730,1385,190,10009,942,172,185,79,163,76,279,237,73,2206,255,15,10,3,17,9,13,25,17,364,29,0,0,0,6,0,0,0,7,42,9644,8011,13180,5121,7960,5122,10439,9584,1396,70457
CED312,75,88,817,565,391,1579,167,952,86,4720,359,620,1565,867,1035,994,530,864,117,6951,1424,2427,2985,1376,2409,1227,1339,1705,274,15166,2000,2272,2680,1490,2728,1179,1507,1744,332,15932,1805,1988,2156,1351,2647,1113,1493,1545,269,14367,1054,1149,1338,760,1527,740,1073,1030,205,8876,185,167,208,92,217,132,187,142,41,1371,12,7,19,3,18,4,12,16,8,99,0,0,0,0,0,0,0,6,0,6,6914,8718,11768,6504,10972,6968,6308,8004,1332,67488
CED313,58,127,291,727,361,1219,56,459,43,3341,529,2011,1242,1567,1700,1425,283,723,155,9635,2586,9804,2862,1983,3429,1438,733,1278,345,24458,3561,7086,1765,1184,2753,1011,524,800,342,19026,2574,4653,1187,868,2390,776,438,760,243,13889,1305,2467,720,479,1441,585,356,521,154,8028,227,469,106,84,275,137,75,128,44,1545,36,40,4,11,12,13,4,21,20,161,3,3,0,0,3,6,0,0,6,21,10879,26660,8177,6903,12364,6610,2469,4690,1352,80104
CED314,108,90,905,676,383,1603,121,1056,84,5026,348,668,1529,834,897,832,286,928,81,6403,1126,2528,2289,1211,1678,937,873,1444,162,12248,1753,2996,2042,1324,2157,958,994,1509,222,13955,2024,3045,1824,1404,2326,942,1142,1586,227,14520,1456,1956,1146,829,1432,698,837,1148,159,9661,478,354,205,128,234,152,163,260,50,2024,131,27,21,9,14,12,7,18,30,269,9,3,3,3,3,0,0,0,5,26,7433,11667,9964,6418,9124,6134,4423,7949,1020,64132
CED315,83,80,916,949,346,2017,183,1071,90,5735,383,974,1908,1830,1127,1231,516,924,146,9039,1371,3581,3386,2147,2369,1169,1360,1440,284,17107,1948,3284,2627,1836,2551,1019,1453,1413,298,16429,1912,2787,2139,1525,2496,1011,1467,1514,285,15136,1055,1524,1319,806,1366,636,963,984,164,8817,164,278,175,115,221,115,166,177,40,1451,16,27,16,5,13,8,7,16,23,131,3,0,0,3,3,0,3,3,6,21,6935,12535,12486,9216,10492,7206,6118,7542,1336,73866
CED316,57,44,516,413,199,1489,84,778,51,3631,186,337,817,485,382,621,227,608,62,3725,722,1519,1428,888,915,697,559,1112,114,7954,1235,2002,1615,1318,1510,871,823,1307,169,10850,1468,2044,1597,1553,1786,940,948,1552,179,12067,1032,1276,1077,827,1101,628,768,1071,142,7922,311,200,133,111,181,116,140,159,54,1405,53,15,8,3,13,11,4,15,33,155,6,3,0,0,0,0,0,3,10,22,5070,7440,7191,5598,6087,5373,3553,6605,814,47731
CED317,95,69,963,448,320,1397,158,1071,123,4644,279,571,1393,546,526,448,492,1048,89,5392,1209,1881,2457,1098,1380,743,1459,1646,237,12110,2205,1999,2517,1537,1945,922,1801,1913,303,15142,2643,2073,2402,1632,2049,1018,2039,2219,294,16369,2153,1444,1466,933,1180,668,1436,1611,234,11125,980,278,247,149,241,131,289,317,83,2715,242,24,21,7,19,11,23,38,21,406,16,6,4,3,0,0,0,6,0,35,9822,8345,11470,6353,7660,5338,7697,9869,1384,67938
CED318,80,106,736,692,299,1740,85,791,105,4634,312,707,1345,1052,744,799,245,779,143,6126,1446,3221,2801,2293,2057,1217,804,1500,287,15626,2321,3692,2795,2379,2680,1407,1057,1710,382,18423,2489,3426,2308,1901,2673,1333,1148,1881,328,17487,1535,2091,1327,995,1625,982,875,1256,243,10929,358,349,219,156,271,217,197,258,54,2079,49,28,16,7,21,14,14,28,25,202,3,3,7,7,3,0,0,3,7,33,8593,13623,11554,9482,10373,7709,4425,8206,1574,75539
CED319,65,115,511,626,377,1644,118,656,69,4181,439,1139,1228,1157,1348,1148,352,642,125,7578,1845,5446,2455,1544,2915,1147,894,1145,351,17742,2630,5168,2185,1439,3223,1107,793,1183,291,18019,1986,3559,1794,1320,3152,1015,908,1371,287,15392,1130,1977,1079,790,2004,696,720,929,187,9512,194,363,209,148,352,144,143,214,63,1830,29,44,26,7,30,10,13,25,17,201,0,3,0,0,0,3,0,3,3,12,8318,17814,9487,7031,13401,6914,3941,6168,1393,74467
CED320,92,70,856,603,290,1703,140,979,80,4813,291,384,1348,726,780,811,386,818,97,5641,1013,1572,2307,1149,1747,961,963,1500,200,11412,1706,2042,2374,1440,2398,1144,1339,1540,237,14220,1659,1822,1968,1491,2314,1161,1427,1626,259,13727,999,1174,1196,861,1445,707,992,1020,170,8564,196,213,192,104,198,126,146,193,50,1418,26,13,5,7,16,7,8,12,10,104,0,3,0,0,0,0,0,3,4,10,5982,7293,10246,6381,9188,6620,5401,7691,1107,59909
CED321,152,67,888,503,269,1287,196,1148,103,4613,329,548,1252,548,501,494,444,1110,76,5302,1600,1869,1908,969,1339,735,1147,1849,143,11559,2799,1815,1861,1299,1805,961,1553,2044,194,14331,3491,1772,1691,1359,1828,900,1716,2242,264,15263,3101,1229,1219,879,1164,625,1270,1618,174,11279,1674,211,227,144,251,105,278,341,99,3330,507,15,25,8,28,19,21,51,27,701,52,6,0,0,6,3,3,3,5,78,13705,7532,9071,5709,7191,5129,6628,10406,1085,66456
CED322,72,100,543,740,285,1777,90,785,78,4470,383,666,1080,997,785,1182,188,589,79,5949,1408,3159,2470,1534,1797,1269,462,1022,184,13305,2138,3274,2526,1582,2254,1419,581,1192,251,15217,2038,2773,2085,1549,2490,1513,669,1318,233,14668,1279,1880,1159,829,1621,1166,587,971,199,9691,272,347,176,123,287,264,136,234,46,1885,27,48,5,6,27,18,12,24,24,191,3,3,3,0,3,5,0,0,12,29,7620,12250,10047,7360,9549,8613,2725,6135,1106,65405
CED323,68,98,404,668,249,1376,78,629,73,3643,453,963,1336,1542,979,1451,294,872,110,8000,1784,3585,2887,2112,1972,1736,648,1641,305,16670,2095,2915,2212,1518,2022,1379,674,1293,291,14399,2033,2590,1751,1409,2161,1460,701,1315,253,13673,1483,1887,1057,738,1553,1200,604,984,223,9729,424,507,260,152,361,381,175,237,81,2578,52,50,17,10,23,33,10,20,31,246,6,0,0,0,3,0,0,0,10,19,8398,12595,9924,8149,9323,9016,3184,6991,1377,68957
CED324,55,106,377,639,389,1288,85,626,66,3631,326,1456,1093,1336,1257,1344,392,881,169,8254,1628,6150,2234,1527,2568,1205,944,1395,339,17990,2190,5261,1873,1231,2356,811,752,1003,321,15798,2013,3963,1665,1066,2312,775,851,1085,252,13982,1204,2350,939,614,1580,581,589,734,182,8773,221,418,169,117,301,165,119,148,56,1714,20,33,15,8,25,11,3,10,19,144,3,3,0,0,0,3,3,0,8,20,7660,19740,8365,6538,10788,6183,3738,5882,1412,70306
CED325,63,89,555,488,334,1483,141,807,93,4053,359,760,1190,833,1084,1011,503,792,125,6657,1379,3623,2451,1470,2495,1050,1264,1351,318,15401,2157,3517,2238,1597,2685,1083,1464,1558,347,16646,1923,2662,1776,1292,2360,934,1429,1573,271,14220,1038,1509,997,717,1390,548,784,884,130,7997,150,295,142,96,209,114,129,135,37,1307,17,15,3,7,14,5,0,10,8,79,0,0,0,0,0,0,0,0,3,3,7086,12470,9352,6500,10571,6228,5714,7110,1332,66363
CED326,76,75,629,666,288,1586,133,852,85,4390,316,559,1191,860,920,896,342,668,95,5847,1220,2836,2238,1367,2288,1074,870,1114,229,13236,1994,3082,2282,1549,2670,1182,1044,1393,265,15461,1687,2353,1794,1465,2567,1123,1108,1459,232,13788,1059,1509,1119,884,1831,770,832,1061,166,9231,200,276,192,142,244,167,144,196,55,1616,16,32,15,10,14,12,8,15,26,148,3,3,0,4,0,0,3,0,6,19,6571,10725,9460,6947,10822,6810,4484,6758,1159,63736
CED327,78,92,741,604,372,1719,232,1020,92,4950,402,820,1622,989,1329,1163,719,1077,190,8311,1570,3853,3042,1538,3288,1502,1842,1992,353,18980,1928,2936,2525,1564,3028,1210,1962,1902,346,17401,1745,2266,2198,1514,2829,1136,1930,1898,312,15828,1026,1373,1358,873,1886,856,1273,1341,197,10183,151,229,183,120,226,125,183,216,46,1479,13,14,4,5,11,6,3,14,10,80,0,0,0,0,0,3,0,0,10,13,6913,11583,11673,7207,12969,7720,8144,9460,1556,77225
CED328,83,255,408,1169,566,1707,107,684,58,5037,454,2370,1147,2170,1550,1687,250,675,147,10450,1656,6948,1714,1437,2242,895,304,643,238,16077,2945,6996,1461,1165,2250,791,310,448,256,16622,2997,6286,1194,987,2469,780,310,495,227,15745,1849,4131,741,564,1877,633,265,369,190,10619,357,975,128,126,414,199,67,102,50,2418,44,96,16,11,34,21,6,9,22,259,4,11,0,0,3,0,0,0,3,21,10389,28068,6809,7629,11405,6713,1619,3425,1191,77248
CED329,66,52,590,485,211,1316,90,794,79,3683,190,232,908,520,391,513,222,568,50,3594,734,1157,1467,916,923,754,608,976,122,7657,1544,2046,1914,1400,1609,938,916,1400,201,11968,1935,2494,1853,1650,1981,1104,1051,1739,242,14049,1681,1600,1215,961,1276,807,836,1187,154,9717,545,283,164,112,207,162,166,207,77,1923,110,27,13,5,18,17,12,29,15,246,15,3,3,0,4,3,0,3,3,34,6820,7894,8127,6049,6620,5614,3901,6903,943,52871
CED330,95,62,875,611,302,1463,140,1035,92,4675,253,354,1136,560,513,644,304,812,70,4646,1105,1533,1926,904,1499,690,805,1293,147,9902,2240,2357,2723,1502,2586,1066,1527,1725,306,16032,2431,2362,2575,1422,2495,1110,1550,1739,277,15961,1582,1518,1456,826,1447,670,1037,1154,214,9904,620,294,228,114,229,132,192,220,62,2091,111,29,18,10,11,13,18,5,14,229,22,3,0,0,0,0,0,3,7,35,8459,8512,10937,5949,9082,5788,5573,7986,1189,63475
CED394,3,6,26,15,7,29,3,41,5,135,34,59,65,76,39,50,29,142,11,505,63,235,150,94,76,40,99,231,22,1010,48,119,129,45,46,30,91,99,12,619,49,118,110,47,59,32,106,116,22,659,65,78,69,25,40,35,112,123,23,570,12,8,6,3,12,4,22,15,6,88,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,274,629,555,305,279,220,462,767,101,3592
CED397,0,0,3,0,0,3,0,6,0,12,0,7,8,7,0,0,3,10,0,35,0,8,9,5,3,0,4,16,0,45,6,11,3,6,3,7,0,7,3,46,6,14,4,3,7,4,3,5,4,50,8,7,5,3,6,3,3,7,0,42,0,4,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,36,24,22,17,13,51,7,241
CED401,49,81,242,608,207,1082,55,532,56,2912,347,1547,985,1709,1003,1410,298,823,121,8243,1792,7078,2036,1911,2376,1309,717,1542,297,19058,2639,5505,1539,1103,2163,911,476,946,234,15516,2593,5017,1353,1041,2227,891,551,840,234,14747,1659,3768,786,619,1667,632,326,599,169,10225,322,778,172,109,283,120,58,140,54,2036,36,67,11,3,19,16,4,12,14,182,3,4,3,0,0,0,3,3,6,22,9440,23845,7127,7103,9945,6371,2488,5437,1185,72941
CED402,102,48,757,537,177,1343,114,1243,70,4391,360,396,1335,559,399,593,288,1133,77,5140,1566,1703,1876,990,1152,955,852,2156,144,11394,2829,1875,1845,1383,1805,1101,1308,2461,210,14817,3324,1947,1933,1657,2039,1158,1491,2897,222,16668,2992,1595,1268,953,1335,694,1100,1912,178,12027,1123,273,223,148,255,116,186,382,88,2794,267,14,23,3,26,10,11,54,37,445,18,6,3,0,0,0,0,4,7,38,12581,7857,9263,6230,7188,5970,5350,12242,1033,67714
CED403,48,77,353,704,210,1389,81,812,55,3729,271,874,930,1150,725,1274,203,620,80,6127,1180,3998,1580,1244,1656,901,344,769,143,11815,2206,4616,1688,1208,2182,885,385,774,189,14133,2515,4784,1657,1406,2615,918,495,834,211,15435,1556,3591,1075,900,2135,685,393,646,157,11138,287,688,213,131,345,186,91,144,45,2130,46,68,20,13,36,15,4,9,22,233,9,4,0,0,3,3,0,0,4,23,8118,18700,7516,6756,9907,6256,1996,4608,906,64763
CED404,99,53,742,409,167,1179,97,991,67,3804,317,584,1325,558,426,487,430,831,90,5048,1426,2019,1927,1073,1076,785,1155,1250,195,10906,2252,1821,2062,1537,1630,962,1476,1513,264,13517,2955,1941,2134,1735,1710,944,1669,1988,285,15361,2475,1419,1282,1040,1091,573,1089,1313,206,10488,874,238,189,131,200,102,178,263,76,2251,193,24,11,10,19,4,10,26,33,330,18,7,0,3,0,0,0,0,7,35,10609,8106,9672,6496,6319,5036,6104,8175,1223,61740
CED405,43,51,391,607,218,1295,76,689,47,3417,329,939,1248,1272,971,1305,310,723,103,7200,1544,4445,2116,1591,2187,1080,665,1091,220,14939,2212,3622,1841,1234,2527,1072,643,924,244,14319,2326,3355,1765,1348,3023,1044,758,1012,215,14846,1381,2384,1130,808,2078,756,538,771,154,10000,283,431,211,129,354,171,92,183,62,1916,43,43,25,6,33,27,6,20,38,241,3,3,3,0,6,3,0,0,13,31,8164,15273,8730,6995,11397,6753,3088,5413,1096,66909
CED406,79,36,686,599,196,1749,133,1140,58,4676,299,524,1609,980,880,1224,310,883,94,6803,1257,2512,3132,1642,2241,1397,855,1410,189,14635,1715,2613,2866,1881,2561,1296,1141,1550,267,15890,1767,2475,2527,2048,2823,1258,1189,1707,243,16037,1105,1748,1648,1356,1995,813,858,1171,174,10868,185,238,208,135,222,125,123,182,32,1450,23,14,8,9,13,12,7,15,15,116,3,0,0,0,0,0,0,0,4,7,6433,10160,12684,8650,10931,7874,4616,8058,1076,70482
CED407,67,60,671,541,242,1557,111,875,55,4179,255,668,1394,910,861,1083,291,717,53,6232,1074,2766,2475,1246,2161,1093,789,1098,218,12920,1736,2580,2363,1573,2689,1086,1054,1330,219,14630,1850,2447,2131,1652,2996,1187,1198,1328,220,15009,1086,1656,1487,1009,2094,799,781,968,157,10037,117,251,222,109,268,107,124,190,48,1436,14,18,8,6,11,3,0,12,10,82,0,0,0,0,3,0,0,3,0,6,6199,10446,10751,7046,11325,6915,4348,6521,980,64531
CED408,57,63,651,726,182,1352,108,1078,66,4283,248,447,1193,906,551,880,193,728,54,5200,1087,2092,1879,988,1286,693,514,917,98,9554,2414,3548,2251,1416,2209,1091,745,1203,215,15092,2983,3945,2423,1758,2646,1137,927,1589,221,17629,2297,3190,1487,1088,1958,778,674,1059,189,12720,749,584,263,147,311,165,139,210,54,2622,130,38,12,10,26,18,5,30,14,283,14,6,0,0,0,0,0,0,9,29,9979,13913,10159,7039,9169,6114,3305,6814,920,67412
CED409,72,51,537,482,170,1497,123,898,95,3925,326,724,1384,1066,983,1203,448,960,117,7211,1495,3768,2676,1772,2637,1267,1289,1873,335,17112,1924,2918,2597,1676,2544,1180,1541,2096,340,16816,1807,2321,2171,1707,2702,1077,1810,2265,301,16161,888,1385,1206,885,1574,562,979,1222,177,8878,124,163,150,83,187,72,147,174,52,1152,13,10,14,6,13,9,3,19,20,107,0,0,0,0,0,0,3,0,4,7,6649,11340,10735,7677,10810,6867,6343,9507,1441,71369
CED410,39,70,329,587,183,1383,66,636,53,3346,263,1003,906,1235,859,1192,201,621,97,6377,1255,4559,1654,1316,1891,958,462,956,195,13246,2098,4559,1830,1167,2410,954,582,1012,216,14828,2363,4302,1589,1217,2666,990,621,934,226,14908,1490,3060,1025,682,2014,713,402,675,155,10216,347,733,238,166,388,193,81,189,59,2394,46,75,23,13,26,24,3,17,30,257,3,5,3,0,3,0,0,3,12,29,7904,18366,7597,6383,10440,6407,2418,5043,1043,65601
CED411,59,44,658,504,193,1377,130,1144,84,4193,381,464,1464,954,799,1012,551,1182,120,6927,1284,1669,2407,1355,1902,1164,1480,2071,221,13553,1738,1789,2254,1657,2119,1045,1709,2041,273,14625,1963,1714,2121,1788,2259,1043,1824,2331,278,15321,1248,1133,1145,872,1258,526,1089,1265,174,8710,372,160,167,102,152,83,135,206,47,1424,100,10,14,6,12,12,11,20,16,201,7,3,0,3,0,0,0,3,11,27,7152,6986,10230,7241,8694,6262,6929,10263,1224,64981
