region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED235,0,206,941,716,684,353,36,6,3,2945,0,54,519,459,401,162,15,13,0,1623,0,10,306,371,369,171,5,3,0,1235,0,7,102,166,141,62,15,9,3,505,487,335,539,590,566,504,392,424,337,4174,4470,4933,9278,9570,9560,7899,4922,2967,1033,54632,3606,1304,1591,1141,1184,1399,435,193,35,10888,3005,1209,973,1212,883,975,682,315,81,9335,614,1102,1167,1430,1496,2700,3486,1962,310,14267,354,939,1069,1278,1404,1508,1902,1420,397,10271,345,1444,2138,2173,2178,1779,1185,617,225,12084,136,1550,2800,2453,2614,1733,515,172,44,12017,57,983,2623,2169,2107,1399,286,45,14,9683,13,516,2319,1992,1857,1128,177,31,7,8040,5,182,1368,1385,1229,660,82,24,3,4938,0,70,1007,1489,1320,695,63,8,3,4655,3,39,454,914,904,415,56,13,3,2801,1063,732,1219,1193,1168,1011,722,733,489,8330,9201,10070,18728,18829,18344,15402,9591,5533,1611,107309
CED236,3,119,518,563,738,472,101,36,17,2567,3,26,281,344,456,261,71,25,14,1481,0,9,157,305,432,247,43,26,10,1229,3,13,71,151,199,154,63,27,5,686,351,152,310,422,462,530,477,543,363,3610,4155,2960,6289,8123,9307,8726,6102,4250,2095,52007,2644,270,438,595,745,1053,333,154,70,6302,3267,535,770,892,811,1042,584,295,101,8297,632,756,927,1156,1397,2344,2983,1838,471,12504,531,622,992,1364,1565,2052,2808,2219,1048,13201,570,1207,1654,2182,2539,2595,2147,1380,593,14867,173,1259,1993,2371,2726,2286,930,437,165,12340,58,576,1562,1821,2056,1691,486,176,70,8496,20,350,1407,1523,1914,1274,328,98,37,6951,6,114,854,1053,1228,786,174,64,27,4306,0,81,651,1156,1466,804,153,61,19,4391,6,35,350,722,841,654,196,74,16,2894,852,385,794,1024,1148,1195,964,930,529,7821,8759,6190,12392,15859,18436,17776,12086,7726,3146,102370
CED237,0,327,1907,1091,897,420,61,27,6,4736,0,77,1326,981,687,268,36,13,4,3392,0,26,919,1028,751,301,23,9,5,3062,3,3,444,692,454,164,24,14,5,1803,408,380,890,665,593,472,485,652,547,5092,3668,5922,14081,11861,9309,6660,5376,5266,2265,64408,2934,1453,1973,1270,878,804,384,335,156,10187,2425,1391,1054,1176,794,699,671,580,169,8959,513,1590,1674,1432,1403,1887,3084,2852,664,15099,267,1366,1643,1304,1262,1384,2115,2512,996,12849,237,1695,2954,2297,1805,1575,1327,1245,557,13692,143,1588,3552,2410,2023,1353,513,327,176,12085,34,975,3395,2220,1820,1100,281,133,71,10029,14,642,3719,2484,1925,1056,209,69,30,10148,5,201,2729,2221,1532,697,98,26,23,7532,0,98,2270,2701,1877,821,72,31,13,7883,6,38,1384,2525,1654,600,83,30,8,6328,944,1001,2118,1454,1264,958,903,1135,811,10588,7522,12038,28465,23494,18237,12934,9740,9275,3674,125379
CED294,3,21,62,20,5,8,3,0,0,122,0,3,41,11,6,5,0,0,0,66,0,3,38,22,9,7,0,0,0,79,0,0,18,20,7,0,0,0,0,45,26,47,87,61,62,28,13,8,11,343,260,506,905,519,382,345,147,38,32,3134,118,146,207,129,91,81,28,9,5,814,156,114,120,114,74,63,26,3,0,670,71,160,265,238,197,158,93,19,5,1206,40,114,198,171,162,118,108,28,15,954,26,133,209,118,96,90,48,11,7,738,18,126,226,120,81,49,28,8,3,659,7,57,149,80,50,32,6,0,3,384,3,41,143,68,34,35,7,0,0,331,0,17,90,48,33,16,3,0,0,207,0,9,96,65,27,16,0,0,0,213,0,3,71,79,37,14,5,0,0,209,55,118,226,186,130,75,45,31,16,882,494,1038,2000,1416,1012,747,397,109,54,7267
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,9,0,0,6,0,5,4,0,0,0,15,0,0,0,0,0,3,3,0,0,6,0,0,12,0,11,13,3,0,0,39
CED301,6,290,906,826,780,402,58,10,9,3287,3,54,502,546,532,247,26,6,3,1919,0,28,301,483,460,199,23,3,3,1500,5,10,92,132,137,75,18,6,0,475,496,283,555,612,541,461,343,345,270,3906,4885,4568,9236,9462,9041,7396,4724,2779,1198,53289,3165,485,716,687,868,1166,252,87,18,7444,2893,697,967,959,788,845,560,192,60,7961,831,903,1236,1174,1251,1983,2716,1335,234,11663,642,732,1165,1279,1358,1763,2368,1555,679,11541,750,1445,2125,2142,2044,1817,1556,902,323,13104,372,1861,2751,2487,2299,1667,583,242,78,12340,134,1131,2546,2312,2157,1307,301,72,16,9976,45,849,2454,2211,2106,1240,193,21,16,9135,10,266,1460,1600,1441,795,112,13,7,5704,7,130,1090,1644,1565,755,79,6,6,5282,11,53,449,736,842,456,79,15,7,2648,1096,727,1363,1464,1276,1017,709,602,410,8664,9956,9279,18322,18695,17995,14811,9508,5042,1854,105462
CED302,5,332,1230,1179,1118,670,94,44,14,4686,3,98,889,896,802,404,57,25,14,3188,0,41,748,1033,912,473,53,23,7,3290,7,13,316,610,514,206,60,29,11,1766,323,247,462,509,477,382,336,385,381,3502,4710,4744,9528,11096,9974,7962,5210,3699,1898,58821,3431,945,978,1053,883,1051,330,134,44,8849,3108,913,722,964,667,816,567,271,69,8097,796,976,856,881,788,1389,2100,1544,447,9777,508,842,819,923,962,1320,2150,1841,841,10206,532,1453,1637,1771,1764,1787,1838,1206,537,12525,279,1553,2354,2170,2235,1756,853,359,165,11724,87,1069,2404,2166,2129,1525,492,140,75,10087,25,716,2611,2471,2301,1524,334,103,33,10118,12,257,1984,2164,1815,1025,206,54,18,7535,0,153,2003,2891,2481,1360,188,50,17,9143,10,55,1226,2849,2482,1220,239,63,17,8161,710,593,1071,1109,1014,829,630,679,510,7145,9498,9525,18665,21412,19521,15602,9927,6444,2773,113367
CED303,5,256,833,966,1107,613,113,26,17,3936,0,56,538,643,729,351,51,21,9,2398,0,17,380,642,775,360,55,19,3,2251,0,8,115,357,391,195,34,14,5,1119,362,169,340,458,448,465,327,413,382,3364,4969,4001,7464,10128,10741,9198,5659,3444,1746,57350,3364,503,569,933,946,1358,353,133,39,8198,3331,708,698,896,746,975,634,230,69,8287,802,761,793,928,1010,1784,2685,1550,341,10654,678,687,771,973,1126,1683,2464,1775,823,10980,765,1409,1495,1925,1996,2139,1991,1167,601,13488,330,1729,2171,2325,2541,2074,900,349,128,12547,95,1015,2111,2162,2406,1754,486,151,58,10238,27,569,2036,2308,2510,1722,382,76,39,9669,9,211,1431,1768,1865,1096,195,43,24,6642,4,117,1227,2186,2323,1285,201,44,18,7405,7,42,617,1822,2205,1131,168,53,22,6067,757,395,747,961,997,944,647,679,555,6682,10169,8146,14666,19187,20671,17945,11106,6250,2717,110857
CED304,9,689,2469,1184,939,659,150,52,34,6185,0,255,1837,1055,822,461,88,35,18,4571,0,112,1964,1560,1183,647,88,47,21,5622,0,18,1137,1673,1199,560,152,62,20,4821,311,615,1194,696,534,469,287,292,316,4714,3916,8218,16367,11318,8707,6446,3467,2417,1563,62419,2687,1451,1798,1171,697,719,241,86,57,8907,2140,1100,748,722,482,465,302,141,62,6162,748,1676,1237,769,701,765,824,659,238,7617,502,1488,1275,822,776,977,1268,1118,682,8908,456,2082,2371,1388,1250,1305,1224,780,402,11258,207,2272,3213,1648,1295,1137,651,291,125,10839,74,1765,3735,1652,1331,1030,397,173,68,10225,29,1436,4698,2243,1638,1232,348,109,49,11782,7,603,3763,2075,1470,908,220,79,33,9158,8,336,4314,3390,2497,1375,263,102,31,12316,4,108,3619,5800,4435,2358,561,147,47,17079,681,1406,2911,1678,1270,1006,622,537,425,10536,7543,15723,33682,23358,17842,13277,6921,4222,2219,124787
CED305,26,357,849,842,912,452,87,21,5,3551,10,113,567,579,584,287,39,14,3,2196,7,115,498,555,659,290,49,13,0,2186,8,65,312,374,302,165,36,23,4,1289,489,340,715,723,771,684,482,486,414,5104,4923,4497,9642,9972,10219,7814,4860,3088,1308,56323,2778,474,1039,1015,1069,1237,300,139,29,8080,2878,513,1097,976,759,830,507,198,55,7813,755,543,966,1000,1052,1717,2579,1541,329,10482,740,617,901,1068,1218,1475,2124,1665,576,10384,1070,1293,1696,1825,2007,1767,1565,836,280,12339,538,1578,2178,2057,2318,1639,652,228,57,11245,206,1059,1957,1795,1967,1344,325,87,27,8767,105,873,1971,1993,2059,1296,262,50,17,8626,49,419,1510,1545,1577,991,139,33,9,6272,44,535,1948,2188,2318,1253,168,22,3,8479,30,481,2438,3037,2657,1438,184,54,10,10329,1151,1059,2120,2105,2168,1695,1064,896,584,12842,10344,9444,19821,20604,21169,16682,9869,5749,1976,115658
CED306,10,319,904,947,958,460,70,33,3,3704,9,116,522,641,654,285,59,15,5,2306,3,53,424,607,701,314,60,15,4,2181,6,30,243,312,323,163,50,17,7,1151,466,403,780,785,783,641,403,413,263,4937,4830,4744,9889,10757,10994,8220,4904,3007,1302,58647,2485,409,993,960,1045,1264,353,131,49,7689,2948,488,978,973,736,797,489,210,47,7666,740,555,840,958,1019,1695,2381,1267,277,9732,783,588,927,1068,1230,1503,2228,1689,671,10687,1212,1448,1892,2084,2187,1988,1757,909,369,13846,564,1941,2467,2439,2614,1897,801,286,81,13090,176,1298,2291,2124,2406,1533,421,125,36,10410,72,958,2249,2272,2286,1525,307,68,15,9752,39,502,1664,1858,1883,1014,183,40,10,7193,26,391,1942,2462,2494,1261,179,34,9,8798,21,320,2012,2579,2561,1273,192,43,12,9013,1124,1147,2293,2200,2161,1583,921,718,395,12542,10190,10045,20548,21977,22622,17333,10212,5520,1971,120418
CED307,13,298,1103,1136,1208,634,81,20,4,4497,3,87,733,892,755,375,45,8,4,2902,4,36,552,899,833,336,28,8,3,2699,0,6,176,474,381,146,35,5,5,1228,319,178,340,400,426,329,211,243,215,2661,5016,4038,8746,11176,10159,7993,4074,1951,936,54089,3464,422,723,922,837,1231,313,85,42,8039,3357,756,870,1160,746,932,565,136,39,8561,821,809,843,940,694,1395,1860,859,179,8400,640,723,762,1030,956,1216,1753,997,415,8492,738,1413,1581,1892,1813,1797,1515,656,275,11680,294,1616,2337,2421,2327,1797,714,211,79,11796,95,991,2325,2335,2308,1613,391,61,25,10144,38,738,2626,2694,2518,1632,303,35,15,10599,9,230,1810,2317,1915,1143,187,16,7,7634,8,135,1577,2802,2544,1248,134,22,13,8483,0,37,846,2438,2146,1010,146,25,8,6656,737,408,779,890,932,666,423,398,291,5524,10201,8278,17079,21841,19736,15680,8304,3501,1388,106008
CED308,8,184,983,934,899,571,120,34,17,3750,3,48,532,617,619,306,76,27,10,2238,3,20,408,659,566,335,59,25,8,2083,3,6,172,399,361,248,76,37,12,1314,430,336,646,707,648,601,507,477,403,4755,4577,4684,9788,11302,10400,9015,6124,3312,1433,60635,3166,839,1007,1220,1187,1347,473,146,44,9429,2898,817,871,1051,711,855,659,247,83,8192,831,1080,1146,1158,1148,1858,2751,1499,332,11803,580,835,1019,1200,1265,1574,2458,1580,559,11070,622,1559,2111,2435,2267,2334,2071,1053,438,14890,256,1743,3033,2767,2586,1992,876,360,115,13728,85,820,2501,2441,2362,1625,569,128,77,10608,30,521,2347,2421,2110,1454,410,99,37,9429,16,204,1443,1737,1613,890,222,72,17,6214,11,122,1335,2099,1729,991,201,66,17,6571,6,60,788,1743,1627,1088,325,98,32,5767,916,752,1446,1523,1354,1232,996,821,592,9632,9417,9352,19047,21795,19959,17240,12011,6169,2343,117333
CED309,3,108,582,814,842,559,132,66,25,3131,0,22,349,546,610,339,59,16,13,1954,0,14,270,467,596,294,59,30,3,1733,3,4,109,286,294,171,58,26,26,977,296,156,355,466,446,467,386,425,421,3418,4097,3120,7122,9774,10350,9037,6310,3790,1875,55475,2615,352,631,836,976,1218,373,123,43,7167,2980,564,792,998,858,1011,652,310,128,8293,726,771,964,1136,1255,2007,2811,1646,449,11765,561,685,864,1202,1481,1880,2696,1838,772,11979,567,1197,1766,2320,2561,2635,2364,1406,585,15401,157,1245,2216,2529,2731,2091,1020,452,181,12622,42,603,1736,2076,2235,1623,560,185,88,9148,17,358,1529,2010,1999,1456,416,144,46,7975,5,115,1008,1497,1459,868,198,56,24,5230,4,73,877,1548,1630,866,168,72,18,5256,3,48,493,1323,1315,790,221,60,36,4289,657,412,797,1023,989,1006,795,757,631,7067,8334,6423,13673,18498,19489,17451,12274,7049,3001,106192
CED310,3,118,557,692,748,461,106,39,23,2747,3,30,322,489,498,280,55,25,9,1711,6,16,231,476,513,238,40,15,11,1546,6,7,92,234,245,161,60,25,11,841,367,149,324,524,499,454,424,477,399,3617,4045,3263,6691,8926,9004,8596,6827,4112,1773,53237,2417,412,540,797,838,1179,343,144,29,6699,2790,579,698,899,740,1000,744,290,124,7864,803,794,911,1067,1085,2071,3135,1983,410,12259,562,673,907,1073,1276,1816,2851,2109,812,12079,563,1244,1705,2085,2217,2445,2661,1490,584,14994,168,1195,1992,2223,2393,1922,1116,499,157,11665,60,613,1702,1951,1812,1401,541,215,79,8374,18,332,1483,1746,1770,1238,352,114,43,7096,8,126,950,1366,1268,760,183,61,21,4743,9,88,760,1462,1455,755,156,43,19,4747,11,55,474,1165,1154,759,211,68,23,3920,764,398,752,1160,1099,937,822,802,588,7322,8173,6509,12874,16994,17107,16283,13115,7818,2889,101762
CED311,23,325,747,703,749,375,67,19,6,3014,17,134,477,492,521,210,38,6,3,1898,6,74,434,579,515,220,33,6,0,1867,3,46,273,343,287,172,40,9,0,1173,507,312,719,779,828,638,527,333,169,4812,4534,3999,9586,10442,10511,8071,4792,2192,793,54920,2502,424,1203,1141,1342,1613,453,131,55,8864,2641,480,1284,1267,895,1026,652,210,43,8498,685,484,1027,1251,1489,2337,2824,1228,238,11563,713,506,912,1249,1501,1717,2182,1266,443,10489,942,1100,1664,2071,2181,1831,1476,601,147,12013,511,1360,1933,2003,2250,1585,639,195,49,10525,205,883,1615,1631,1817,1186,315,83,26,7761,130,797,1809,1734,1786,1170,263,50,10,7749,57,531,1454,1443,1553,861,155,15,3,6072,51,581,2092,2491,2247,1206,147,19,3,8837,25,424,2619,3083,2792,1519,195,29,5,10691,1182,805,1768,1916,2053,1564,1180,702,286,11456,9644,8375,19380,21280,21906,17615,10481,4529,1308,114518
CED312,8,238,1009,991,923,446,46,13,4,3678,4,56,571,590,536,228,16,7,0,2008,0,14,325,524,463,231,30,7,0,1594,0,10,113,216,194,106,14,8,5,666,522,328,618,678,550,491,347,317,227,4078,5260,5020,10613,10820,9677,7845,4473,2391,971,57070,3672,618,950,976,1054,1241,317,96,26,8950,3147,783,998,948,671,840,514,181,58,8140,862,915,1208,1142,1071,1795,2491,1296,318,11098,722,813,1109,1248,1152,1569,2138,1218,397,10366,809,1813,2413,2293,2104,1922,1507,727,261,13849,389,2079,3334,2829,2607,1836,586,168,59,13887,123,1103,2985,2624,2330,1524,313,67,30,11099,33,687,2749,2688,2305,1364,207,30,14,10077,19,236,1656,1841,1525,838,87,12,7,6221,6,143,1256,1812,1615,866,101,11,3,5813,5,45,610,1112,1100,576,80,15,8,3551,1152,740,1351,1449,1221,1024,701,529,338,8505,10939,9975,20619,20962,18755,15395,9042,4350,1519,111556
CED313,10,575,2226,1202,962,594,111,32,20,5732,3,187,1721,1086,824,415,67,27,13,4343,0,81,1672,1515,1145,536,74,32,6,5061,4,24,846,1336,876,359,82,37,12,3576,280,416,914,638,526,433,272,326,291,4096,3747,6824,15278,11618,8825,6427,3602,2798,1571,60690,2684,1220,1629,1089,725,700,284,121,41,8493,2347,1008,816,846,490,530,309,173,64,6583,729,1497,1239,843,771,1001,1145,1004,298,8527,453,1258,1297,921,801,1093,1512,1414,683,9432,442,1890,2380,1655,1358,1247,1173,866,491,11502,191,2032,3253,1961,1441,1280,626,268,133,11185,69,1458,3603,2005,1570,1025,375,125,67,10297,29,1192,4227,2470,1789,1208,259,82,47,11303,11,474,3422,2223,1567,901,203,50,19,8870,7,256,3814,3463,2507,1295,214,59,18,11633,9,101,2794,4681,3373,1599,308,94,24,12983,646,1056,2233,1505,1179,940,561,553,425,9098,7617,13442,30707,23662,17571,12819,6969,4809,2310,119906
CED314,5,255,771,782,868,517,101,38,21,3358,4,68,428,554,576,336,56,19,6,2047,0,37,304,575,679,366,53,18,8,2040,6,7,98,217,228,147,52,36,12,803,458,250,453,465,472,507,428,508,502,4043,5177,4473,8441,9472,9548,8208,5836,3979,1839,56973,3169,421,739,693,785,987,338,156,56,7344,3157,636,891,869,756,900,612,247,69,8137,876,861,1082,1088,986,1623,2586,1674,389,11165,759,735,1068,1170,1193,1607,2612,1984,785,11913,883,1525,2018,2167,2128,2131,2082,1300,498,14732,416,1953,2669,2527,2619,1916,868,365,134,13467,116,1032,2184,2129,2235,1640,421,154,53,9964,46,714,2065,1969,2071,1431,294,87,39,8716,9,263,1313,1492,1484,867,187,43,6,5664,6,149,1067,1858,1919,1069,151,37,15,6271,13,59,560,1129,1155,703,162,68,15,3864,973,570,1083,1078,1062,991,816,861,710,8144,10423,8918,16739,18169,18393,15865,11129,6976,2769,109381
CED315,16,450,1397,1145,1100,556,99,20,13,4796,4,118,838,882,715,331,43,16,4,2951,3,58,586,752,728,311,36,6,3,2483,3,16,218,327,332,159,31,14,3,1103,566,481,815,773,711,525,392,348,298,4909,5748,6430,11549,10833,9805,7221,4174,2517,1073,59350,3233,704,829,817,805,987,238,83,21,7717,3638,993,1022,844,575,647,438,169,35,8361,1042,1287,1279,1097,1007,1405,1807,1073,215,10212,839,962,1080,1057,1050,1331,1884,1319,486,10008,939,1823,2060,1970,1817,1758,1402,757,289,12815,463,2186,2910,2433,2316,1644,669,255,65,12941,197,1504,2991,2275,2160,1402,361,96,32,11018,92,1405,3299,2664,2412,1441,289,55,22,11679,23,464,2256,2264,1816,991,147,32,10,8003,17,253,2017,2529,2271,1095,135,30,6,8353,11,117,1174,1640,1668,882,132,30,11,5665,1247,1109,1919,1783,1659,1260,777,596,419,10769,11741,12807,22836,21373,19556,14843,8279,4495,1611,117541
CED316,7,125,480,602,681,401,74,31,12,2413,0,36,311,391,444,237,46,8,3,1476,0,14,164,388,418,220,34,19,0,1257,3,8,63,136,139,84,42,13,11,499,378,213,382,499,521,584,635,600,421,4233,4161,3157,6614,8532,9504,9933,8335,4667,1833,56736,2467,262,469,641,948,1305,350,160,89,6691,2855,498,705,854,908,1320,848,292,76,8356,832,889,1240,1389,1802,3763,5400,2679,482,18476,614,647,1038,1405,1763,2598,4061,2497,969,15592,610,1174,1985,2349,2492,2581,2767,1618,523,16099,198,1202,2023,2288,2437,1952,933,381,127,11541,61,448,1387,1623,1853,1353,425,164,57,7371,23,285,1129,1454,1583,1141,287,86,34,6022,5,100,705,1015,1081,668,137,26,15,3752,7,83,574,1072,1138,692,112,42,10,3730,6,64,333,688,760,440,130,35,22,2478,808,479,868,1107,1140,1220,1191,1097,636,8546,8486,6131,12456,15885,17905,19033,16641,9077,3040,108654
CED317,20,263,749,750,825,488,105,23,11,3234,10,100,427,510,484,277,51,18,0,1877,8,72,392,470,579,326,49,11,3,1910,3,34,159,189,216,140,54,16,3,814,594,364,764,904,902,760,604,428,215,5535,4829,3935,8917,10454,10819,9217,6050,3304,1308,58833,2886,468,799,907,1088,1358,510,205,62,8283,2836,502,909,1065,899,1041,725,300,73,8350,737,731,1405,1522,1680,2531,3231,1736,417,13990,716,609,1141,1479,1686,2105,2870,1973,752,13331,928,1284,1999,2593,2677,2443,1944,966,334,15168,461,1383,2305,2623,2901,2271,946,312,68,13270,144,762,1717,1981,2285,1714,482,106,32,9223,84,639,1768,1936,2067,1443,360,77,16,8390,34,347,1176,1445,1459,884,172,50,0,5567,34,379,1501,1684,1811,1071,185,38,6,6709,13,224,1218,1468,1492,811,189,43,14,5472,1364,1025,2035,2289,2264,1820,1338,856,360,13351,10237,8353,17973,20992,22309,19492,12952,6662,2134,121104
CED318,16,261,1125,1104,1143,615,115,27,9,4415,3,83,684,728,793,388,46,10,5,2740,3,46,481,784,793,377,46,20,5,2555,7,15,183,346,362,176,34,16,13,1152,661,599,1141,1091,990,738,416,321,286,6243,5210,5189,12056,12969,11849,8793,4502,2174,997,63739,3162,629,1022,1102,943,1044,396,117,65,8480,3000,636,953,1148,735,813,549,186,45,8065,993,1298,1795,1829,1730,1975,1945,954,224,12743,696,854,1356,1572,1622,1866,2063,1134,376,11539,858,1585,2735,2770,2663,2389,1602,663,238,15503,357,1756,3567,3324,3057,2214,805,235,65,15380,92,883,2750,2925,2626,1747,444,84,45,11596,46,579,2425,2628,2449,1483,345,68,22,10045,15,257,1600,1857,1848,1008,158,32,19,6794,9,166,1380,2223,2108,1139,172,34,10,7241,15,75,747,1521,1646,904,182,49,18,5157,1505,1276,2590,2496,2273,1729,916,654,433,13872,10748,9994,22920,25395,23700,18311,9577,4210,1560,126415
CED319,7,407,1474,1222,1168,711,116,52,29,5186,0,146,1181,978,739,419,66,35,12,3576,3,39,1012,1194,944,423,62,26,14,3717,5,13,372,645,406,173,47,36,11,1708,321,320,551,560,457,403,404,598,686,4300,4206,5097,11095,11409,9768,7868,5633,4463,2455,61994,3005,699,1077,979,763,950,332,143,41,7989,2939,788,777,972,651,757,531,265,84,7764,721,965,974,966,854,1373,2066,1669,433,10021,527,897,1025,1057,1110,1474,2415,2238,1011,11754,552,1459,1815,1813,1819,1750,1903,1442,712,13265,236,1864,2774,2398,2226,1803,916,407,157,12781,85,1247,2898,2322,2150,1565,472,203,95,11037,25,881,3128,2576,2380,1559,348,121,59,11077,8,352,2468,2283,1728,1028,200,65,30,8162,6,167,2527,3078,2419,1279,193,58,26,9753,8,73,1438,2717,1974,989,175,77,20,7471,711,736,1294,1200,1002,846,741,991,962,8483,8823,10128,22195,22361,19076,15373,10292,7679,3630,119557
