region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED411,7,218,738,768,787,392,56,17,15,2998,3,40,348,374,380,226,22,8,3,1404,3,16,209,359,375,189,24,10,4,1189,8,10,56,122,92,70,25,16,0,399,531,336,564,599,585,493,415,481,341,4345,5527,5420,10170,10522,10860,8369,5921,3900,1678,62367,3567,554,730,752,1058,1066,230,80,38,8075,3793,991,1124,1217,1035,1001,604,285,93,10143,915,1343,1916,1760,2087,2823,3630,2034,444,16952,686,1008,1573,1753,1979,2116,2860,2211,892,15078,688,1927,2753,2698,2766,2127,1749,1178,395,16281,308,2078,3479,3120,3271,1912,641,330,129,15268,92,1119,2866,2639,2708,1529,321,121,46,11441,53,680,2273,2290,2284,1336,185,55,31,9187,10,204,1172,1266,1348,730,109,27,9,4875,8,96,771,1337,1313,693,77,27,7,4329,14,35,305,639,690,393,79,32,0,2187,1161,743,1244,1354,1257,1008,741,808,502,8818,11295,10778,20206,20825,21796,16734,11226,7188,2586,122634
CED494,0,6,16,3,9,8,0,0,0,42,0,0,9,9,6,3,3,0,0,30,0,0,5,10,3,5,0,0,0,23,0,0,4,3,0,3,0,3,0,13,10,11,23,14,28,18,18,31,33,186,68,132,238,171,193,167,89,41,41,1140,20,38,58,27,28,38,8,0,0,217,45,40,24,22,28,23,17,7,0,206,18,47,85,86,94,83,51,8,8,480,12,25,65,70,75,53,58,4,8,370,15,42,57,53,49,61,25,3,0,305,4,31,76,51,38,32,19,0,0,251,4,14,48,29,17,22,3,3,3,143,0,16,41,24,20,26,3,0,0,130,0,4,28,19,14,9,3,0,0,77,0,0,28,26,19,11,0,0,0,84,0,4,15,16,7,10,0,3,4,59,25,24,63,54,69,59,42,55,53,444,143,285,588,477,458,427,229,83,76,2766
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6
CED501,13,378,1012,921,956,435,59,20,4,3798,4,135,641,670,556,225,25,8,5,2269,3,68,472,622,580,251,30,3,4,2033,3,30,211,291,261,101,23,4,6,930,529,348,644,796,602,488,369,453,279,4508,5430,5186,10816,11703,10119,7611,5381,3429,1223,60898,3691,729,1404,1463,1286,1339,376,113,47,10448,2999,712,1421,1331,733,826,584,263,54,8923,820,783,1109,1133,1008,1802,2989,1741,353,11738,804,675,1018,1152,1126,1407,2577,1869,591,11219,1023,1389,1871,2093,1849,1630,1708,1090,339,12992,480,1644,2025,2091,2070,1273,628,305,82,10598,199,1310,2197,1981,1931,1190,301,119,51,9279,89,1084,2536,2246,2163,1223,234,43,23,9641,30,599,2036,2049,1751,850,135,22,9,7481,31,419,2305,2839,2484,1138,145,15,9,9385,8,307,1740,2710,2479,1060,123,10,15,8452,1184,961,1785,1953,1511,1115,791,747,421,10468,11358,10612,21447,23041,20391,14853,10591,6337,1994,120624
CED502,14,259,847,728,825,572,84,24,9,3362,6,95,537,492,565,311,59,13,0,2078,0,63,429,532,611,335,53,8,4,2035,3,25,199,290,307,177,43,19,6,1069,441,289,578,661,610,611,476,510,307,4483,4908,4531,9046,9881,10181,9590,6369,3612,1273,59391,3195,572,1107,1167,1275,1617,425,137,52,9547,2670,686,1230,1094,800,1037,674,300,61,8552,764,747,1029,1152,1070,2190,3418,1907,304,12581,749,702,927,1158,1273,1697,2835,1891,605,11837,972,1325,1654,1874,2050,2230,2252,1119,377,13853,442,1554,1878,1854,2117,1752,891,320,119,10927,173,1106,1842,1699,1949,1503,501,130,38,8941,83,785,2106,1904,1982,1577,325,60,25,8847,29,378,1542,1564,1569,1094,218,32,6,6432,20,340,1814,2156,2197,1378,238,29,9,8181,8,250,1468,2237,2325,1328,238,51,10,7915,977,719,1455,1606,1509,1370,979,912,478,10005,10082,9164,18052,19465,20116,18773,12994,6888,2084,117618
CED503,10,385,1091,974,1115,665,57,16,5,4318,12,122,792,659,657,330,30,6,3,2611,0,49,640,644,721,297,30,9,3,2393,3,23,248,328,289,101,19,8,0,1019,391,227,460,553,468,372,253,316,267,3307,5210,4650,9824,11106,10376,7825,4117,2515,1088,56711,3610,771,1227,1338,1082,1188,330,125,30,9701,3300,873,1094,1263,757,841,539,249,90,9006,826,797,913,1120,989,1567,2013,1204,270,9699,666,781,896,1073,1052,1197,1686,1180,460,8991,843,1304,1612,2003,1963,1714,1402,750,270,11861,410,1610,2050,2276,2343,1650,568,226,88,11221,117,1193,2316,1996,2186,1590,342,84,36,9860,56,957,2562,2394,2478,1700,250,45,17,10459,16,410,2110,2017,1836,1045,139,9,9,7591,12,245,2149,2532,2418,1303,126,14,3,8802,13,140,1426,2391,2044,976,117,20,5,7132,896,517,1034,1189,1019,753,478,527,378,6791,10765,9598,19389,21592,20167,15524,7990,4433,1656,111114
CED504,3,466,1265,775,955,803,310,151,71,4799,7,170,1041,727,792,577,203,91,34,3642,7,108,1222,982,1193,839,210,84,43,4688,3,31,923,1624,1619,892,300,119,54,5565,289,362,804,557,537,499,382,453,577,4460,4462,5510,10131,9864,9725,7967,5305,3813,2353,59130,3840,1347,1247,1453,1015,898,460,171,89,10520,2889,1492,681,806,534,604,471,277,101,7855,626,1403,733,575,550,754,1023,941,386,6991,349,1010,776,607,673,858,1348,1297,717,7635,366,1152,1346,1134,1169,1217,1569,1144,550,9647,151,1113,1568,1192,1131,1224,1033,589,222,8223,69,1036,1894,1101,1218,1031,731,388,194,7662,21,880,2450,1333,1504,1349,733,318,127,8715,13,459,2186,1345,1347,1039,458,195,73,7115,15,340,2689,2182,2341,1746,558,188,87,10146,6,168,3099,6064,6354,3921,1148,333,117,21210,681,832,1960,1289,1129,1062,758,741,773,9225,9026,11232,20629,19081,18965,15703,10290,6582,3436,114944
CED505,71,516,1131,920,1069,594,76,21,3,4401,42,327,952,762,770,385,51,16,0,3305,27,234,1120,943,905,437,60,14,0,3740,12,180,901,761,679,291,60,12,0,2896,735,684,1640,1485,1186,812,397,270,125,7334,4511,5307,13145,12416,11005,7885,3832,1947,704,60752,2918,650,1340,1281,1107,1184,370,120,33,9003,1857,564,1317,1175,747,715,467,181,61,7084,646,898,1699,1629,1347,1683,1990,1087,218,11197,541,558,1098,1347,1213,1406,1627,1067,342,9199,896,1004,1791,1964,1864,1733,1192,591,181,11216,514,1284,1959,2016,2132,1514,637,190,56,10302,236,1060,1836,1909,1909,1336,372,105,29,8792,203,1034,2401,2139,2224,1459,280,59,16,9815,104,750,2166,1894,1941,1122,189,42,3,8211,89,880,3280,3316,2901,1565,229,39,7,12306,71,1197,5732,5802,4918,2367,294,37,3,20421,1653,2246,5427,4732,3829,2370,970,534,221,21982,9728,12125,30046,29204,26132,18454,8617,4052,1170,139528
CED506,16,187,611,697,884,459,102,31,6,2993,5,71,371,465,530,259,49,10,8,1768,4,48,348,530,615,302,47,11,7,1912,3,19,151,237,318,178,49,22,14,991,386,244,540,640,591,565,375,448,317,4106,4363,3516,8384,10455,10098,8627,5308,3248,1357,55356,2895,396,995,1124,1029,1284,309,114,51,8197,2438,455,1125,1235,765,1014,582,250,59,7923,629,551,936,1142,1097,1869,2675,1607,424,10930,703,522,917,1266,1293,1694,2260,1559,553,10767,933,1092,1765,2120,2157,2166,1929,1029,361,13552,435,1342,1896,2096,2194,1801,782,327,107,10980,132,745,1625,1819,1861,1408,424,155,49,8218,83,569,1691,1903,2038,1401,308,68,18,8079,32,339,1324,1571,1644,889,177,34,12,6022,17,353,1598,2227,2277,1299,165,36,11,7983,13,255,1456,2279,2345,1254,221,54,23,7900,954,606,1416,1547,1410,1221,774,728,470,9126,9264,7225,16744,20329,20110,17300,10606,5961,2138,109677
CED507,10,421,1335,1047,1085,648,98,27,18,4689,0,136,1102,783,731,385,64,12,0,3213,0,63,982,917,811,499,60,16,3,3351,4,24,449,616,523,286,40,22,7,1971,397,273,567,644,491,457,358,449,377,4013,4300,4743,10828,11498,10227,8237,5015,3453,1552,59853,2970,682,1216,1312,1010,1108,371,159,46,8874,2500,1026,1011,1154,678,730,564,297,101,8061,652,963,952,1023,1044,1566,2260,1617,368,10445,548,752,872,1081,1100,1372,2013,1699,661,10098,633,1233,1585,1906,1885,1739,1550,925,347,11803,307,1404,2033,1969,1924,1530,773,352,114,10406,109,1098,2295,1983,1929,1344,426,127,63,9374,46,894,2851,2378,2194,1534,317,88,32,10334,15,418,2454,2028,1776,1045,212,37,3,7988,13,288,2788,2939,2478,1485,200,37,9,10237,12,168,2239,3500,2874,1641,283,48,16,10781,818,613,1354,1420,1159,961,707,773,559,8364,8623,9539,21650,22693,20051,16055,9676,6159,2319,116765
CED508,26,372,1077,947,1061,700,92,27,8,4310,3,99,663,581,618,360,46,12,11,2393,3,48,488,568,587,373,43,6,3,2119,3,27,220,286,305,171,31,19,3,1065,516,357,722,726,617,588,402,455,412,4795,5208,5110,10281,10520,10115,9048,5590,3294,1380,60546,3435,817,1256,1173,1089,1355,395,135,32,9687,2925,793,1170,1149,724,893,667,308,79,8708,794,819,1084,1081,1009,1701,2620,1598,300,11006,692,714,983,1082,1087,1420,2469,1617,583,10647,974,1369,1767,1913,1804,1969,1808,973,334,12911,475,1812,2310,2159,2276,1966,789,298,119,12204,172,1380,2593,2193,2292,1686,448,112,41,10917,79,942,2714,2528,2474,1887,338,68,27,11057,20,383,2018,1883,1766,1221,200,32,14,7537,23,304,1969,2188,2111,1414,199,26,11,8245,11,162,1231,1968,1905,1131,188,44,9,6649,1115,836,1628,1626,1395,1243,779,737,539,9898,10715,10331,20723,20943,19932,17886,10900,5948,2088,119466
CED509,14,403,997,998,1289,713,107,21,6,4548,6,125,690,715,944,490,59,17,4,3050,4,55,610,857,1012,543,53,11,4,3149,3,31,273,616,596,288,39,14,5,1865,359,281,426,525,524,394,246,213,173,3141,5776,5159,8424,11357,11872,8600,4043,2150,898,58279,4123,883,1048,1553,1251,1300,409,130,38,10735,3764,1041,873,1186,758,822,588,227,73,9332,890,937,715,853,783,1084,1526,972,198,7958,707,844,641,891,891,1072,1483,949,313,7791,851,1378,1300,1674,1906,1785,1478,725,296,11393,472,1695,1652,1836,2148,1648,704,274,101,10530,125,1293,1966,1787,2158,1641,455,107,51,9583,67,963,2228,2181,2521,1795,370,69,17,10211,20,432,1821,1986,2157,1308,217,43,15,7999,20,287,1947,2890,3057,1749,218,34,14,10216,13,189,1554,3907,3987,1989,269,31,8,11947,851,646,1056,1205,1164,868,466,353,245,6854,11903,10588,16801,21949,22781,17061,8183,3914,1369,114549
CED510,18,288,694,749,907,520,121,45,16,3358,3,126,522,515,579,302,74,20,9,2150,3,106,430,551,647,389,60,22,3,2211,3,36,238,286,320,177,59,21,4,1144,461,356,720,805,761,605,402,391,238,4739,4290,3893,9050,10442,10650,8758,5493,3221,1389,57186,2811,465,1026,1048,1149,1468,446,187,48,8648,2178,547,1260,1226,920,972,693,257,88,8141,553,607,1195,1408,1475,2034,2692,1546,358,11868,666,584,1142,1323,1500,1778,2387,1701,731,11812,925,1105,1776,2367,2413,2329,1867,932,338,14052,424,1271,1935,2298,2548,1956,895,345,114,11786,181,760,1504,1809,2075,1591,532,163,55,8670,93,682,1723,1868,2218,1479,363,113,34,8573,58,435,1402,1533,1649,1015,242,55,20,6409,36,555,1901,2132,2265,1281,205,55,9,8439,15,393,1757,2249,2091,1170,231,54,18,7978,1125,977,2022,2060,1936,1431,904,723,373,11551,9065,8381,18643,21321,22239,18504,11457,6131,2186,117927
CED511,15,314,912,1050,1103,607,100,21,10,4132,4,72,612,739,680,397,65,10,3,2582,8,42,470,699,728,416,47,10,8,2428,0,28,210,431,369,217,40,17,7,1319,569,366,681,873,759,598,441,324,265,4876,5324,4199,9479,12418,10837,8677,5347,2546,1004,59831,3737,594,1067,1388,1283,1461,460,141,38,10169,2871,685,1277,1411,818,884,731,252,63,8992,734,643,913,1232,1024,1685,2694,1383,281,10589,743,569,859,1114,1058,1422,2033,1291,450,9539,912,1146,1599,2104,1972,1813,1800,779,232,12357,498,1379,1838,2223,2137,1709,772,294,87,10937,186,1066,1932,2144,2180,1485,452,136,50,9631,61,798,2184,2538,2518,1571,365,74,26,10135,21,334,1745,2125,1859,1159,220,35,15,7513,17,262,1726,2755,2487,1339,204,43,14,8847,19,196,1369,2826,2459,1293,230,48,15,8455,1224,1010,1895,2146,1780,1303,891,627,410,11286,11023,8682,18404,24006,21575,17124,10852,5103,1681,118450
CED512,10,486,1625,962,932,629,93,22,10,4769,9,180,1247,738,704,415,60,14,9,3376,0,97,1317,949,866,522,62,10,4,3827,3,28,819,849,657,297,42,15,5,2715,381,484,1138,660,605,554,410,443,408,5083,3821,5859,13479,10312,9398,8134,5021,3482,1784,61290,2733,1136,1765,1191,929,1054,386,173,57,9424,2173,997,940,928,639,738,525,281,114,7335,625,1068,1154,1026,1018,1523,2226,1618,427,10685,437,956,1130,971,1028,1439,2129,1830,944,10864,465,1483,2149,1616,1716,1771,1655,977,378,12210,282,1762,2838,1887,1897,1653,668,274,117,11378,102,1341,2892,1953,1886,1442,415,122,47,10200,31,1018,3435,2311,1995,1527,293,68,24,10702,24,483,2765,1907,1583,1065,207,34,20,8088,9,353,3301,2666,2279,1395,195,27,14,10239,8,180,2917,3403,2743,1526,244,49,10,11080,824,1128,2727,1661,1412,1192,817,779,555,11095,7713,11905,28013,21520,19125,16325,9760,6232,2707,123300
CED513,13,454,1561,932,891,634,133,36,21,4675,7,173,1189,710,642,374,69,22,9,3195,4,72,1161,884,783,470,64,19,23,3480,3,53,601,703,480,274,71,32,16,2233,382,411,903,652,516,558,437,486,432,4777,3793,5249,12171,10142,8846,8148,5588,4150,2030,60117,2745,904,1436,1208,808,933,408,204,111,8757,2341,1014,945,948,662,780,549,367,109,7715,564,901,1111,1114,1049,1512,2239,1870,471,10831,379,750,1032,1002,1066,1312,2222,1957,806,10526,422,1354,1923,1677,1593,1707,1797,1106,544,12123,231,1553,2514,1851,1791,1542,845,458,191,10976,82,1237,2635,1782,1640,1375,468,199,102,9520,34,977,3275,2023,1869,1401,418,111,58,10166,12,440,2605,1717,1475,917,233,61,21,7481,10,297,2782,2461,1968,1316,223,41,38,9136,12,190,2425,3283,2412,1455,309,95,26,10207,855,973,2145,1496,1183,1086,824,817,622,10001,7687,10590,24828,20562,17516,15336,10535,7286,3099,117439
CED514,15,563,1695,937,946,707,126,45,26,5060,0,199,1327,750,665,464,70,33,13,3521,8,90,1289,871,830,484,63,17,13,3665,6,29,709,754,649,344,59,20,14,2584,450,665,1082,773,631,578,463,607,667,5916,4542,8155,14632,10571,9283,8249,5130,4078,2472,67112,3403,2804,2515,1490,1015,1206,415,148,60,13056,2523,1481,1137,983,620,686,495,352,110,8387,851,1762,1378,1002,999,1417,2034,1566,481,11490,525,1422,1392,1050,1014,1356,2151,1982,970,11862,617,1807,2455,1732,1613,1618,1553,1055,562,13012,334,1986,3145,2035,1803,1582,727,379,279,12270,124,1559,3338,1873,1737,1402,462,157,89,10741,48,1209,3826,2204,1994,1533,349,105,59,11327,15,591,3017,1860,1517,1152,206,63,22,8443,14,379,3313,2576,2102,1344,213,31,24,9996,21,228,2825,3454,2752,1764,288,53,25,11410,973,1656,2708,1827,1504,1229,928,982,920,12727,9448,16884,31049,22086,18670,16289,9821,6873,3601,134721
CED515,11,474,1023,875,1277,868,157,67,24,4776,6,145,779,705,869,566,88,33,15,3206,0,64,714,881,1195,628,77,38,14,3611,3,28,357,700,786,407,109,37,20,2447,336,208,355,430,390,382,281,328,331,3041,5690,5480,7799,10120,11278,9134,4946,3437,1779,59663,4690,1520,1223,1621,1304,1449,535,219,67,12628,3651,1545,821,1018,744,950,621,304,103,9757,794,1123,616,718,715,1059,1566,1286,359,8236,524,902,615,757,811,1000,1524,1388,635,8156,635,1286,1139,1396,1676,1667,1774,1175,526,11274,314,1340,1391,1451,1799,1692,941,484,227,9639,98,1149,1619,1421,1781,1521,609,288,124,8610,48,1027,2122,1737,2246,1821,490,161,69,9721,17,443,1746,1689,1889,1388,272,81,36,7561,17,282,1927,2529,3075,1859,313,97,35,10134,15,145,1642,3802,4343,2645,484,104,41,13221,768,746,1118,1078,910,814,523,526,451,6934,11571,11508,15979,19217,21293,17865,9652,6113,2673,115871
CED594,0,12,61,21,37,20,4,0,0,155,3,14,40,20,21,9,0,0,0,107,0,9,30,19,17,11,4,0,0,90,0,4,23,25,10,6,0,0,0,68,21,26,69,59,33,71,19,8,4,310,114,274,627,414,414,613,219,30,10,2715,56,99,144,113,89,161,19,0,3,684,54,42,70,85,46,97,19,3,0,416,29,34,114,103,121,207,171,15,4,798,16,40,93,74,94,153,156,29,3,658,15,63,119,73,90,169,101,21,0,651,9,75,149,65,79,104,35,4,3,523,6,46,101,81,79,81,11,0,0,405,0,38,137,72,76,66,12,0,0,401,3,28,100,64,63,36,3,0,0,297,5,36,122,83,69,44,7,0,0,366,0,28,162,143,116,53,3,0,0,505,40,83,237,189,172,168,71,24,4,988,233,612,1548,1145,1094,1339,608,96,17,6692
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,3,6,0,0,4,0,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,3,12,3,7,3,0,3,3,34,0,3,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,9,0,3,9,4,0,0,0,0,0,16,0,3,3,3,4,0,0,0,0,13,0,4,9,4,3,0,4,0,0,24,0,3,3,4,4,3,0,0,0,17,0,4,24,23,9,4,0,0,3,67,3,6,77,43,44,21,0,0,0,194,3,8,23,17,7,4,0,0,0,62,6,34,151,104,74,32,7,6,3,417
CED601,3,124,536,514,571,340,71,22,11,2192,0,31,298,330,379,223,30,16,8,1315,0,10,200,330,485,265,29,17,9,1345,0,6,54,117,150,99,38,21,14,499,293,148,255,269,301,270,273,313,242,2364,3453,3271,6008,6780,7042,6288,4408,3006,1533,41789,2167,460,396,438,503,695,156,60,15,4890,2501,685,638,708,574,728,442,197,70,6543,675,1045,1168,1092,1181,1897,2338,1452,556,11404,479,684,886,1075,1050,1461,2162,1544,589,9930,502,1215,1590,1729,1749,1687,1453,984,441,11350,148,1159,1920,1911,1966,1432,565,246,110,9457,38,566,1511,1505,1632,1191,295,94,58,6890,9,311,1322,1376,1441,946,195,51,31,5682,3,106,792,911,989,549,96,30,21,3497,0,43,617,1048,1266,676,93,35,12,3790,3,28,242,590,704,490,127,46,20,2250,631,329,537,590,652,580,510,543,362,4734,7156,6631,11619,12973,13707,12332,8432,5282,2285,80417
CED602,5,111,360,428,555,296,45,15,8,1823,3,29,221,267,351,146,18,4,4,1043,6,16,185,257,351,191,21,12,3,1042,5,3,37,95,109,72,21,19,12,373,282,125,213,308,320,320,324,337,256,2485,3242,2564,5351,6532,7334,6647,4763,3005,1354,40792,2000,231,353,441,666,835,207,87,38,4858,2200,429,680,746,683,875,484,204,70,6371,576,568,904,1132,1300,2325,2962,1491,361,11619,511,501,901,1129,1370,1698,2388,1711,677,10886,522,988,1380,1744,1894,1756,1507,926,354,11071,183,1025,1644,1791,1894,1433,620,223,93,8906,58,471,1183,1312,1561,1099,248,83,47,6062,20,342,1083,1257,1467,894,160,41,27,5291,6,130,731,895,1017,528,88,18,7,3420,10,89,656,949,1089,618,72,25,6,3514,10,29,245,486,583,368,87,43,22,1873,602,283,490,684,734,674,654,575,373,5069,6698,5086,10250,12566,14258,13103,9477,5427,2075,78940
CED603,3,198,747,674,809,490,99,42,41,3103,5,44,522,496,572,323,42,25,23,2052,0,23,376,580,679,403,45,25,11,2142,3,3,109,261,358,181,52,21,23,1011,266,206,285,283,314,289,267,346,305,2561,3180,4134,6572,6636,7229,6279,4106,3092,1649,42877,2135,867,623,433,440,559,173,88,20,5338,2219,950,627,529,488,597,388,177,54,6029,555,1359,1033,837,924,1372,1608,1042,261,8991,359,939,917,901,1021,1269,1803,1507,713,9429,392,1279,1648,1452,1464,1522,1453,1025,513,10748,124,1159,1827,1604,1664,1368,663,393,183,8985,38,686,1760,1408,1545,1150,370,183,84,7224,11,421,1612,1467,1570,1099,313,128,71,6692,8,116,1113,1139,1176,749,152,64,38,4555,4,53,853,1482,1644,997,137,57,25,5252,6,15,351,980,1259,889,198,66,44,3808,568,493,676,636,673,629,521,559,432,5187,6419,8337,13040,12868,13868,12200,7779,5289,2438,82238
CED604,3,134,626,624,761,457,68,31,12,2716,0,21,369,426,513,274,46,12,6,1667,0,11,286,458,608,304,29,12,7,1715,3,4,59,178,208,97,30,7,11,597,215,121,216,251,285,303,241,231,110,1973,2962,2433,5498,6923,7368,6938,4542,2701,1278,40643,2100,266,300,411,510,757,181,59,28,4612,2149,546,525,627,559,849,475,177,43,5950,456,618,799,882,925,1692,2089,1124,301,8886,371,478,705,968,1031,1466,1974,1462,749,9204,389,867,1265,1676,1635,1781,1707,1013,367,10700,127,875,1637,1746,1855,1600,835,388,147,9210,49,550,1441,1496,1658,1332,434,173,62,7195,6,320,1404,1505,1623,1186,283,86,32,6445,3,86,905,1167,1229,751,146,39,14,4340,0,41,770,1398,1637,875,108,36,18,4883,6,15,252,774,933,576,123,20,14,2713,473,348,586,624,610,634,500,414,189,4378,6129,5010,10589,13274,14205,13499,8855,4991,1964,78516
