CED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
CED411,0,9,6,23,27,39,26,28,13,164,0,0,3,13,30,102,163,121,38,476,0,6,3,5,0,0,0,0,0,14,0,6,4,7,0,0,0,0,0,23,0,6,0,12,11,6,5,0,0,39,8,21,12,30,19,3,0,0,0,103,0,0,0,0,3,23,31,7,3,65,0,0,0,0,0,0,0,0,0,5,0,22,48,112,26,4,0,0,0,214,14,83,110,15,0,0,0,0,0,219,0,0,3,18,21,99,131,39,12,330,3,34,51,161,110,112,60,6,3,543,0,0,3,7,22,39,36,14,3,125,3,36,26,26,3,0,0,0,0,95,0,3,0,14,17,4,0,3,0,33,3,60,51,156,50,18,8,0,0,349,0,3,3,21,10,28,16,5,8,97,0,3,9,41,127,206,155,134,39,713,0,3,3,10,3,6,0,0,0,36,4,16,52,62,39,16,13,3,0,201
CED494,0,0,3,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,0,0,10,0,0,7,15,3,13,8,3,0,38,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,3,55,19,186,45,36,34,28,8,409,3,3,7,18,30,36,70,43,9,216,0,5,3,17,3,5,7,0,0,37,0,7,8,59,7,8,3,0,0,88,0,5,0,8,3,0,0,0,0,19,5,20,32,101,51,30,6,10,0,255,0,0,0,3,0,7,14,3,0,26,0,11,10,34,16,7,3,3,0,92,0,0,3,18,14,7,8,7,0,65,0,0,0,31,4,0,0,0,0,43,0,5,3,30,35,50,103,45,13,290,79,599,557,1715,748,526,203,53,12,4491,3,6,16,37,30,17,33,20,6,174,0,16,6,51,6,3,7,0,0,95,0,8,6,18,16,0,0,0,0,50,34,260,212,534,208,46,5,0,0,1303,0,0,7,37,6,10,11,3,3,83,5,120,94,273,265,234,181,117,24,1312,6,21,20,69,44,20,20,4,0,200,14,170,266,496,298,133,60,18,5,1465
CED502,3,28,9,125,42,32,60,24,3,326,0,3,4,30,32,69,100,58,25,326,4,5,3,11,9,5,3,0,0,38,4,27,27,174,30,10,3,0,0,284,0,3,7,34,26,14,9,0,0,88,17,153,313,909,320,299,184,62,7,2274,0,0,3,0,4,9,9,6,0,36,3,12,25,122,32,17,22,5,0,242,0,26,72,245,128,117,54,28,6,684,0,0,8,59,0,3,0,0,0,74,0,3,8,42,29,50,155,71,25,384,42,350,390,1127,570,417,136,50,11,3107,0,3,8,32,18,22,28,8,3,120,14,72,63,283,42,23,7,0,0,509,3,28,19,37,19,4,0,0,0,105,29,241,287,573,237,58,8,3,0,1433,0,0,6,40,17,23,5,5,6,106,5,22,40,148,136,183,143,82,16,769,10,115,174,400,181,193,94,26,3,1201,5,154,274,469,313,163,64,17,7,1469
CED503,3,39,17,115,46,37,68,27,3,360,0,5,3,13,24,52,129,88,12,320,0,0,0,6,3,0,0,0,0,15,0,12,5,33,3,0,0,0,0,52,0,0,0,3,3,0,0,0,0,8,0,13,8,41,36,17,11,13,0,146,0,0,0,0,0,7,11,3,0,26,0,3,4,30,13,3,10,7,0,68,0,3,7,12,13,8,9,7,3,59,0,3,0,13,3,0,0,0,0,25,0,12,5,37,43,67,171,83,32,438,32,260,238,844,478,424,246,68,17,2604,0,3,0,16,18,14,16,18,5,94,3,12,0,40,3,0,3,0,0,69,0,11,14,16,17,3,0,3,0,57,9,93,91,166,69,17,0,0,0,441,0,0,0,16,4,17,13,6,3,67,3,47,41,130,147,161,172,97,17,819,3,17,21,34,27,24,7,8,4,148,3,102,173,296,220,117,59,34,3,1012
CED504,0,51,27,243,53,53,54,18,6,508,0,10,8,56,75,119,159,107,51,572,0,6,9,13,3,3,0,0,0,34,0,6,10,26,12,0,0,0,0,58,0,3,3,24,16,14,11,0,0,70,14,41,80,211,110,129,93,22,3,708,0,0,0,4,3,16,10,7,0,46,0,15,23,71,46,45,40,13,5,267,0,31,91,301,182,136,93,43,12,889,0,3,3,16,5,0,0,0,0,26,0,5,4,22,29,30,74,43,14,229,24,202,244,815,459,352,126,31,14,2268,0,4,9,45,19,22,24,9,0,133,3,17,34,81,18,21,10,0,0,178,0,7,4,21,13,8,0,0,0,48,6,138,153,327,160,47,20,5,0,860,0,4,9,58,16,66,35,11,11,208,3,49,71,170,173,149,116,68,18,812,3,16,39,76,68,56,33,16,7,308,3,151,230,501,273,121,61,14,3,1366
CED505,8,31,25,473,97,86,63,22,11,814,3,23,26,157,38,49,110,92,45,541,10,49,26,95,34,16,5,3,0,238,3,15,17,67,19,0,0,0,0,123,0,0,0,9,7,0,3,0,0,16,12,73,135,277,141,126,121,65,23,969,0,0,0,0,4,11,0,4,0,19,0,0,8,27,11,14,9,3,0,76,0,0,4,12,15,15,6,9,0,60,0,7,20,65,8,5,0,0,0,104,10,35,19,68,41,38,59,27,13,306,6,65,112,630,233,249,119,48,10,1467,0,0,9,42,32,17,20,8,5,130,3,12,22,51,14,6,4,0,0,109,0,0,3,21,12,8,0,0,0,45,4,27,33,99,24,6,3,0,0,196,0,11,7,53,4,43,19,9,7,158,6,61,52,198,147,137,90,62,17,767,14,85,172,209,70,64,60,29,3,709,9,85,207,451,228,180,102,43,12,1317
CED506,3,11,19,330,40,26,21,9,3,460,0,3,13,57,15,33,59,31,18,224,0,6,7,21,0,0,0,5,0,43,0,0,14,69,12,4,0,0,0,101,0,0,0,6,8,4,0,0,0,15,0,10,7,102,27,27,14,0,0,191,0,0,0,8,0,8,11,3,0,30,0,0,0,23,3,4,0,0,0,39,0,0,0,19,7,6,3,0,0,39,0,4,0,30,0,0,0,0,0,35,0,3,6,31,29,35,68,34,5,210,30,160,243,1641,810,743,228,42,6,3917,0,0,3,25,15,12,7,3,0,80,0,4,0,43,10,3,0,0,0,67,0,11,0,51,41,19,3,0,0,124,30,189,161,613,266,61,3,3,0,1324,0,0,0,25,3,7,5,3,0,44,0,4,13,121,145,111,66,40,3,500,0,4,0,29,24,14,4,0,0,75,12,67,113,373,219,93,28,7,4,909
CED507,0,21,16,116,36,32,36,20,3,292,0,4,6,49,17,26,120,111,46,377,0,4,3,19,7,3,0,0,0,35,3,7,40,118,0,0,0,0,0,171,0,0,0,4,6,9,0,3,0,19,0,7,9,30,17,13,7,4,0,96,0,0,0,0,3,5,0,0,0,14,0,0,0,3,8,5,3,0,3,31,0,3,5,7,7,3,0,3,0,31,0,3,0,18,0,0,0,0,0,25,0,10,11,29,28,50,127,30,15,294,25,193,191,737,486,395,186,53,5,2276,0,0,5,20,22,22,28,13,3,101,3,3,3,31,0,0,0,3,0,56,0,0,0,19,17,5,0,0,0,42,20,130,84,271,85,12,0,0,0,600,0,0,0,16,3,17,18,7,8,70,0,14,25,78,82,94,102,41,13,453,3,7,3,26,19,9,6,6,0,73,7,120,151,306,211,105,67,20,8,1006
CED508,5,41,14,296,77,37,37,27,3,540,4,11,21,186,113,192,315,379,139,1366,0,6,8,29,3,6,7,0,0,67,0,18,26,116,26,18,5,0,0,203,0,0,5,11,13,10,7,3,0,40,9,45,79,267,82,85,46,18,3,628,0,0,0,0,3,0,8,3,0,16,3,4,19,36,14,13,12,0,0,98,0,0,0,14,14,8,7,6,4,61,4,3,0,48,3,0,0,0,0,59,0,14,14,40,40,43,53,30,12,251,25,156,202,918,421,326,133,23,4,2202,0,0,4,38,18,22,16,6,3,114,0,11,9,61,9,6,0,0,0,88,0,0,0,18,14,0,0,0,0,35,35,199,200,552,246,38,9,3,3,1281,0,4,3,62,18,54,32,10,4,187,3,36,44,223,180,173,144,67,11,882,10,39,54,148,66,60,30,13,0,423,4,90,149,414,230,130,69,16,7,1109
CED509,3,16,12,143,51,43,56,28,8,364,0,4,6,18,40,123,181,145,68,583,3,7,4,15,9,0,3,0,0,39,3,3,9,48,7,6,0,0,0,68,0,4,4,12,3,14,5,0,3,45,5,29,46,173,53,49,33,20,0,410,0,0,0,3,3,7,3,12,0,28,0,9,17,59,18,22,13,0,0,148,0,25,55,151,60,48,40,17,11,399,0,7,15,60,10,3,0,0,0,94,0,9,8,27,34,47,124,67,18,336,27,185,286,848,572,488,178,46,5,2635,0,4,7,18,25,16,41,15,3,136,9,30,23,82,16,7,3,0,0,173,4,5,7,26,6,6,0,0,0,60,30,219,224,489,210,48,16,3,3,1241,0,3,3,49,9,33,20,11,7,126,0,17,24,87,105,144,126,76,18,591,0,23,12,61,31,50,20,13,0,224,3,42,86,225,141,81,60,20,3,658
CED510,11,142,73,423,163,132,89,36,5,1086,0,10,5,40,41,77,128,64,20,383,3,12,7,16,12,3,7,4,0,60,0,5,12,21,4,0,0,3,0,54,0,0,0,7,7,5,4,0,0,20,3,12,43,71,50,73,69,24,9,346,0,0,3,0,3,9,8,3,0,22,0,0,5,19,15,23,15,10,0,89,0,0,0,8,15,28,19,15,3,86,0,0,3,8,0,0,0,0,0,15,0,12,5,31,33,49,99,50,8,290,14,143,154,735,413,385,153,34,7,2036,0,8,8,45,34,37,38,17,10,197,3,0,13,23,3,3,3,0,0,47,0,3,3,16,21,7,0,0,0,49,3,23,33,77,19,20,16,0,0,192,0,8,6,57,15,88,48,9,7,238,3,121,147,316,317,340,207,74,22,1548,0,23,32,70,45,61,37,22,8,288,17,314,516,720,563,306,120,32,5,2592
CED511,0,10,8,94,14,23,33,17,3,207,0,0,4,37,15,33,80,70,31,260,3,6,0,5,3,5,4,0,0,23,0,4,3,17,0,0,0,0,0,33,0,0,0,3,0,0,3,0,0,4,0,0,8,33,20,24,9,4,0,94,0,0,0,0,3,0,9,0,0,16,0,0,0,4,6,0,0,0,0,11,0,4,32,50,29,12,5,8,0,144,0,3,0,13,3,0,0,0,0,14,0,6,3,18,27,52,123,51,22,300,30,220,274,999,623,564,239,48,6,3003,0,0,0,19,7,17,10,16,0,69,0,7,3,20,3,0,0,0,0,37,0,17,15,40,24,7,0,0,0,105,26,124,114,305,117,27,9,0,0,723,0,4,3,10,4,7,16,12,11,66,0,9,9,63,76,91,97,57,17,416,0,4,6,16,19,7,6,3,0,53,7,99,128,242,190,82,46,22,0,804
CED512,8,89,54,288,90,57,45,22,3,652,3,5,13,43,39,62,102,57,26,339,0,5,5,9,3,0,0,0,0,28,0,7,16,39,5,3,0,0,0,67,0,0,0,7,3,3,4,0,0,21,3,25,38,147,60,45,28,9,0,348,0,0,3,5,8,15,18,11,0,61,0,10,23,102,36,31,12,3,0,216,0,3,9,41,28,18,11,9,3,120,0,3,8,20,0,0,0,0,0,31,0,7,9,33,27,43,104,43,8,270,63,384,502,1641,685,505,219,51,6,4057,0,16,12,76,46,30,23,18,3,219,4,11,9,54,18,3,0,0,0,100,0,5,0,16,10,10,0,0,0,42,13,211,155,421,162,28,13,0,0,994,0,4,15,64,20,43,27,10,6,187,19,149,157,422,297,187,140,84,14,1473,3,33,42,112,58,47,15,9,0,319,32,340,473,910,539,175,81,25,6,2587
CED513,5,22,32,768,80,67,62,20,5,1069,5,17,56,322,104,178,349,361,158,1542,8,13,15,165,29,19,5,0,0,257,7,16,81,382,35,10,8,0,0,534,0,0,0,23,6,3,5,3,0,41,11,17,116,447,115,140,117,59,13,1029,0,0,0,5,10,4,22,13,3,57,0,4,17,96,38,28,12,13,4,216,0,4,13,49,70,77,51,26,9,296,3,11,63,170,3,0,0,0,0,253,0,11,0,52,30,32,74,45,19,267,10,80,179,833,385,374,149,28,0,2039,0,0,11,83,27,18,23,11,7,176,15,23,64,212,24,8,9,3,0,355,0,4,0,28,14,8,0,3,0,51,18,76,77,293,96,33,7,0,0,599,0,4,5,90,28,81,38,21,21,288,0,14,21,280,153,126,101,45,21,770,8,16,40,221,62,71,40,14,3,479,3,27,95,337,125,113,56,19,4,777
CED514,5,29,37,768,54,50,54,34,3,1037,4,25,26,221,124,208,482,463,171,1727,3,10,9,52,18,6,3,4,3,99,0,9,18,127,6,6,3,0,0,173,0,3,5,17,6,15,3,0,0,54,20,45,96,338,105,125,105,47,3,891,0,0,0,0,0,4,10,9,0,30,0,7,10,89,28,34,19,10,0,199,3,21,75,256,94,81,50,32,14,619,4,6,14,94,4,0,0,0,0,118,3,6,5,27,20,23,63,43,25,202,15,119,177,841,265,259,130,20,4,1842,0,0,4,61,12,16,21,12,7,132,13,25,88,303,21,11,0,3,0,465,0,3,0,15,12,4,0,0,0,39,11,97,97,282,90,29,12,5,0,623,0,0,3,72,19,70,36,24,15,244,0,19,22,133,89,88,92,53,14,502,0,9,31,121,47,54,32,9,0,312,11,61,161,455,217,197,103,43,16,1254
CED515,9,13,30,642,48,62,45,31,11,902,3,8,20,156,52,87,173,185,91,776,13,21,18,75,19,4,8,4,0,151,12,20,109,579,52,30,8,3,0,813,3,6,3,35,15,11,20,9,0,97,14,39,524,925,157,159,115,67,14,2013,0,0,0,3,0,10,10,0,0,27,6,25,70,208,39,14,12,7,0,373,0,3,32,128,70,91,61,28,15,424,0,10,111,326,22,3,0,0,0,477,0,4,3,31,21,33,93,37,19,240,23,158,255,938,475,380,177,43,5,2460,0,0,11,48,21,19,22,10,3,131,25,57,168,492,22,18,6,0,0,787,3,22,17,43,14,8,0,0,0,105,37,190,218,636,220,48,16,0,0,1369,0,7,5,62,25,43,26,18,29,218,3,14,33,167,123,124,104,66,19,659,11,33,94,318,87,102,62,29,11,753,7,17,131,291,115,94,47,19,6,740
CED516,4,51,16,172,56,47,61,23,10,440,3,5,17,47,47,91,157,95,34,494,4,15,21,44,11,10,4,3,0,119,6,57,89,234,84,33,15,8,0,528,0,4,4,13,5,8,11,6,0,48,19,207,458,826,410,415,404,165,26,2933,0,0,0,3,0,4,12,8,0,22,0,10,14,41,18,10,15,3,3,117,0,0,7,18,33,27,26,8,4,131,0,7,11,20,6,0,0,0,0,40,0,5,15,34,25,29,78,40,23,257,10,111,137,380,292,235,133,30,11,1347,3,4,9,28,24,23,23,15,4,131,0,34,35,86,15,11,8,0,3,185,0,3,7,6,13,3,0,0,0,28,5,64,63,162,59,11,6,9,0,377,3,0,3,29,15,26,11,15,4,114,3,29,59,115,144,175,134,76,34,764,14,141,218,314,165,186,124,48,11,1222,3,81,177,283,197,164,103,48,12,1076
CED594,0,0,3,20,7,0,0,0,0,31,0,0,3,10,0,0,4,0,0,24,0,0,4,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,0,23,0,4,8,59,31,36,20,3,0,165,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,6,13,7,4,5,0,0,34
CED597,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
CED601,0,4,3,20,9,12,7,8,3,69,0,0,0,8,7,15,20,41,19,96,0,4,4,7,3,0,3,0,0,18,3,11,17,29,4,4,0,0,0,67,0,0,0,0,0,0,0,0,0,3,4,11,141,47,12,4,4,0,0,229,0,0,0,0,3,4,4,0,0,12,0,0,0,4,0,0,0,0,0,3,0,10,12,33,4,3,0,0,0,68,13,56,65,18,3,0,0,0,0,159,0,0,3,8,13,40,98,40,20,234,3,23,36,124,90,81,58,21,4,433,0,4,0,7,7,4,12,8,0,36,5,15,4,21,0,0,0,0,0,48,0,0,0,6,7,3,3,0,0,22,0,8,16,27,8,5,0,0,0,63,0,0,0,9,5,12,3,3,15,45,0,4,3,23,34,44,64,41,15,223,3,11,22,35,5,7,0,0,0,79,0,14,20,38,30,21,13,6,0,132
CED602,0,0,0,6,9,5,11,7,0,41,0,0,0,3,4,9,8,10,3,37,0,3,0,3,0,0,0,0,0,10,0,3,6,10,3,0,0,0,0,26,0,0,0,0,8,0,0,0,0,7,0,4,9,12,6,13,0,0,0,38,0,0,0,0,3,9,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,21,21,37,92,51,15,235,4,23,42,134,108,127,70,26,3,543,0,0,0,3,3,0,17,5,0,37,0,0,0,10,0,0,0,0,0,12,0,3,0,9,8,0,0,0,0,21,3,13,12,28,10,8,0,0,0,67,0,0,0,3,0,5,4,4,0,12,0,0,0,15,26,42,72,37,6,193,3,0,0,3,5,3,0,0,0,16,0,4,9,28,17,15,13,3,0,98
CED603,0,7,7,33,11,23,8,5,3,104,0,0,5,21,7,22,45,53,35,195,0,9,11,21,5,3,3,0,0,59,0,14,29,53,15,9,3,0,0,125,0,0,0,8,3,3,8,0,0,25,3,3,133,77,12,15,15,8,0,259,0,0,0,3,0,5,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,4,8,23,10,10,0,4,0,56,8,49,76,91,3,0,0,0,0,232,0,3,9,11,9,24,50,19,4,134,4,23,23,120,85,86,51,18,0,414,0,0,0,5,3,6,7,7,0,28,3,15,23,80,3,6,0,0,0,130,0,0,5,10,13,3,0,0,0,21,0,16,30,47,20,8,3,0,0,130,3,0,3,18,11,13,18,9,9,93,0,6,5,41,48,42,62,36,16,259,0,6,43,36,6,4,3,0,0,109,0,5,13,68,42,29,34,15,0,205
CED604,4,4,0,17,12,11,10,8,0,67,0,3,0,11,8,22,30,22,6,92,0,7,3,7,4,3,3,0,0,37,0,7,11,18,10,3,0,0,0,50,0,0,0,3,3,0,0,0,0,9,0,3,7,31,14,7,7,11,0,83,0,0,0,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,10,10,10,3,0,0,0,0,35,0,3,7,21,27,45,118,54,14,289,9,31,28,144,109,123,76,28,4,552,0,0,0,4,11,10,18,6,4,51,0,4,7,8,3,0,0,0,0,18,0,0,0,16,14,3,4,0,0,35,3,5,10,23,9,8,0,0,0,55,0,0,0,9,3,7,10,9,9,51,0,6,5,27,38,48,81,48,16,266,0,3,3,7,3,5,0,0,0,27,0,15,14,72,34,16,29,12,6,203
CED605,0,0,0,10,8,17,13,6,3,52,0,0,0,5,5,9,12,13,4,48,0,0,4,6,3,0,0,0,0,10,0,3,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,3,0,31,0,0,0,0,3,6,8,3,0,19,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,15,10,47,85,41,6,215,3,13,26,119,93,140,89,34,3,518,0,0,0,0,0,5,14,7,0,27,0,0,0,0,4,0,0,0,0,8,0,0,0,9,4,9,3,3,0,35,3,5,3,8,8,3,3,0,0,34,0,0,0,4,5,6,13,6,3,33,0,9,0,10,25,42,83,42,5,220,0,0,0,4,3,3,0,0,0,15,0,5,7,23,10,23,9,7,3,92
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
