CED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
CED224,0,397,..,104,12,116,0,116,..,28,3,30,0,30,..,260,23,279,0,282,..,133,14,150,0,148,..,151,11,164,3,168,..,18,0,18,0,18,..,69,7,81,3,80,..,89,3,90,0,90,..,343,30,376,0,376,..,123,0,123,0,122,..,61,3,64,0,64,..,621,38,655,0,657,..,417,45,460,3,460,..,244,6,255,3,253,..,213,19,235,3,235,..,89,8,94,0,94,..,855,128,979,9,987,..,1044,128,1178,36,1212,..,18303,3682,21990,164,22156,..,148,24,172,3417,3584,50231,18455,3705,22162,3580,75971,97119,..,..,..,..,97119,..,96,3,103,0,103,..,671,154,827,14,836,..,4,0,4,0,4,..,3840,724,4569,38,4605,..,9352,3111,12464,55,12517,..,642,191,833,0,833,..,13832,4028,17856,92,17949,..,170,22,193,3,193,..,124,0,129,0,129,..,880,23,907,6,909,..,549,10,559,4,565
CED225,0,182,..,48,4,56,4,57,..,60,0,59,0,59,..,132,36,174,0,174,..,269,34,302,3,304,..,167,22,186,4,192,..,128,12,136,7,147,..,181,16,196,3,194,..,214,3,220,3,221,..,132,9,143,0,143,..,231,10,240,0,240,..,78,5,85,0,85,..,658,29,682,9,693,..,510,42,552,12,568,..,365,23,388,3,395,..,94,16,113,0,111,..,101,18,118,0,118,..,132,27,154,4,160,..,2435,481,2915,64,2979,..,12345,1796,14142,193,14326,..,188,25,213,3120,3334,61495,12530,1823,14351,3306,79156,122686,..,..,..,..,122686,..,312,0,313,0,313,..,987,116,1101,18,1118,..,6,0,6,0,6,..,427,105,532,3,537,..,1850,743,2599,7,2599,..,247,67,322,0,322,..,2529,922,3447,13,3455,..,355,31,389,7,396,..,409,6,418,3,425,..,697,19,714,7,724,..,785,22,806,27,830
CED226,11,454,..,605,90,692,5,697,..,687,37,725,6,726,..,210,63,268,0,273,..,325,51,379,0,379,..,235,37,273,0,273,..,654,35,683,10,696,..,437,73,507,7,519,..,1216,32,1245,12,1258,..,783,58,842,5,849,..,1595,50,1641,20,1663,..,412,8,425,6,427,..,4009,145,4158,46,4200,..,933,142,1071,5,1076,..,878,79,954,12,962,..,303,55,363,3,364,..,162,23,186,0,186,..,978,382,1362,10,1369,..,7795,2245,10043,201,10245,..,40153,7362,47516,515,48036,..,315,104,420,5728,6150,61479,40473,7470,47942,6240,115662,123330,..,..,..,..,123330,..,398,12,409,3,413,..,3943,607,4552,55,4603,..,10,0,10,0,10,..,1869,531,2403,14,2414,..,5473,2282,7757,49,7803,..,366,141,507,5,510,..,7707,2954,10665,62,10727,..,639,87,732,12,741,..,145,10,152,5,155,..,591,39,625,11,636,..,359,10,367,0,369
CED227,0,48,..,5,0,5,0,5,..,6,0,6,0,6,..,7,5,13,0,13,..,11,0,15,0,15,..,8,0,8,0,8,..,32,5,40,0,40,..,17,0,14,0,13,..,121,3,126,0,126,..,31,8,38,0,37,..,126,3,133,0,133,..,82,17,92,3,99,..,350,31,384,8,389,..,44,8,48,0,48,..,36,7,41,0,43,..,58,8,73,0,75,..,158,81,233,0,237,..,83,127,211,7,217,..,927,283,1211,21,1227,..,3710,992,4704,68,4770,..,186,25,211,5395,5606,59577,3899,1015,4913,5461,69947,117722,..,..,..,..,117722,..,100,0,100,3,103,..,137,21,161,0,161,..,18,3,16,0,22,..,143,72,223,0,225,..,378,269,642,7,647,..,19,8,31,0,34,..,538,353,890,11,905,..,94,8,98,0,98,..,109,0,112,3,112,..,95,9,109,0,109,..,158,5,161,0,161
CED228,0,169,..,573,173,741,8,749,..,1139,156,1288,32,1317,..,152,63,214,7,217,..,372,98,467,5,469,..,111,11,122,0,122,..,281,24,305,14,318,..,365,111,475,5,483,..,417,21,435,3,438,..,125,10,135,0,138,..,598,24,622,5,632,..,90,12,97,0,97,..,1225,66,1295,14,1302,..,875,169,1046,11,1060,..,231,52,280,0,280,..,207,46,252,5,259,..,350,81,424,0,429,..,6702,4440,11141,89,11232,..,2805,990,3796,74,3865,..,29045,9965,39006,438,39452,..,204,67,267,4619,4891,40198,29247,10027,39274,5062,84532,79849,..,..,..,..,79849,..,33,0,33,0,35,..,2025,343,2367,24,2387,..,15,0,15,0,18,..,2720,1350,4077,33,4104,..,2430,925,3353,30,3383,..,393,172,561,3,567,..,5545,2451,7991,63,8057,..,1714,373,2085,32,2114,..,90,0,95,0,95,..,319,10,331,3,337,..,469,15,485,6,489
CED229,0,80,..,926,87,1010,14,1026,..,356,21,375,3,380,..,122,38,161,3,168,..,132,14,144,0,144,..,67,15,78,0,79,..,468,32,503,0,504,..,139,20,157,0,155,..,328,10,342,3,343,..,106,0,104,0,106,..,452,10,458,10,469,..,123,5,129,0,129,..,1006,26,1032,10,1043,..,360,40,394,3,402,..,331,21,354,3,357,..,165,33,201,0,196,..,983,176,1154,11,1171,..,200,73,270,6,274,..,2974,781,3750,55,3808,..,18282,2667,20948,215,21168,..,215,67,283,5711,5990,79192,18497,2726,21229,5930,106345,156822,..,..,..,..,156822,..,270,5,275,3,280,..,2424,432,2858,29,2885,..,14,0,14,0,14,..,312,85,397,3,396,..,875,308,1192,10,1199,..,135,44,184,0,185,..,1327,438,1768,12,1778,..,483,38,524,4,533,..,142,6,149,3,148,..,278,14,295,3,297,..,435,10,440,5,447
CED230,0,34,..,9,3,12,0,15,..,87,7,93,0,100,..,32,4,37,0,37,..,76,15,87,0,89,..,75,8,80,0,83,..,61,3,67,0,67,..,76,23,91,0,91,..,177,3,186,3,184,..,70,5,72,3,75,..,172,3,178,4,176,..,57,7,61,0,61,..,474,14,492,12,500,..,215,22,230,3,232,..,82,12,90,0,91,..,78,14,93,0,92,..,27,6,34,0,34,..,84,30,115,3,115,..,1240,240,1473,42,1512,..,5563,846,6407,96,6506,..,179,24,204,5491,5696,73732,5741,863,6607,5595,85928,143781,..,..,..,..,143781,..,122,0,126,0,126,..,424,43,474,9,483,..,14,0,14,0,14,..,113,53,161,0,161,..,372,207,573,0,576,..,46,18,59,0,59,..,530,272,796,7,806,..,196,31,225,3,230,..,491,11,499,0,504,..,265,9,279,3,284,..,428,22,455,11,467
CED231,14,1332,..,122,16,137,4,145,..,84,13,99,4,100,..,267,28,290,3,292,..,150,16,171,0,170,..,225,19,239,0,243,..,12,0,12,0,12,..,148,36,182,3,183,..,231,4,239,0,239,..,1363,48,1415,11,1422,..,249,3,249,3,251,..,398,11,407,8,416,..,2249,69,2317,20,2335,..,1235,143,1377,3,1384,..,348,18,367,4,369,..,835,246,1084,8,1088,..,238,83,322,3,325,..,2146,1298,3447,34,3477,..,3840,833,4678,103,4776,..,35293,8100,43394,393,43787,..,225,70,292,10049,10346,53334,35522,8172,43689,10444,107465,106840,..,..,..,..,106840,..,117,0,117,0,122,..,2193,473,2671,34,2703,..,15,0,15,0,15,..,4726,1510,6235,50,6292,..,20366,4110,24475,125,24600,..,1515,749,2269,11,2282,..,26605,6377,32978,191,33170,..,296,51,348,5,351,..,294,7,305,0,309,..,1310,42,1354,15,1371,..,783,19,799,8,811
CED232,3,424,..,97,4,102,0,102,..,40,4,46,3,48,..,199,7,208,0,206,..,350,54,402,0,405,..,954,419,1372,17,1390,..,19,0,19,0,19,..,151,18,168,0,171,..,155,0,159,0,159,..,549,25,578,3,575,..,193,0,200,0,198,..,112,5,113,0,113,..,1013,29,1044,3,1053,..,940,74,1018,3,1026,..,174,11,182,0,180,..,258,42,302,4,299,..,131,21,148,0,152,..,373,52,426,0,430,..,2906,313,3212,69,3276,..,18315,2741,21060,202,21265,..,181,28,210,7547,7751,53248,18501,2772,21267,7749,82272,105131,..,..,..,..,105131,..,161,0,158,3,160,..,614,68,683,10,693,..,18,0,18,0,18,..,1572,216,1785,12,1798,..,5660,1138,6806,37,6839,..,410,116,529,4,535,..,7643,1477,9119,53,9176,..,226,22,244,6,249,..,304,3,305,0,306,..,1569,49,1615,12,1628,..,943,32,969,21,987
CED233,4,511,..,255,30,286,3,289,..,89,3,90,0,90,..,914,159,1076,12,1082,..,118,6,121,3,129,..,102,7,105,0,105,..,3,0,3,0,3,..,86,11,94,5,100,..,81,0,81,0,81,..,216,22,238,0,242,..,116,0,116,0,116,..,76,0,85,0,85,..,491,28,520,0,521,..,223,19,248,0,245,..,181,7,188,3,193,..,80,10,91,3,92,..,104,18,124,0,124,..,330,79,408,0,408,..,954,187,1145,23,1172,..,21923,5118,27043,217,27261,..,163,27,193,2551,2741,40771,22083,5145,27233,2769,70776,80708,..,..,..,..,80708,..,327,3,331,3,337,..,1728,137,1865,9,1871,..,3,0,3,0,3,..,7407,2129,9531,44,9570,..,9377,3497,12867,67,12936,..,723,203,926,5,931,..,17505,5822,23329,111,23441,..,350,37,382,5,389,..,166,6,174,3,176,..,229,12,236,4,237,..,488,5,498,3,497
CED234,3,38,..,85,16,110,0,111,..,9,0,9,0,9,..,35,10,43,0,43,..,25,3,29,0,29,..,12,0,14,0,14,..,111,3,111,0,115,..,19,3,21,0,21,..,191,9,199,0,204,..,26,3,29,0,29,..,182,3,187,0,188,..,60,9,66,0,66,..,454,32,486,0,491,..,39,3,46,0,49,..,34,0,36,0,36,..,91,21,106,3,109,..,178,69,241,5,249,..,22,12,32,3,35,..,1009,373,1386,31,1415,..,4830,1286,6117,94,6211,..,208,32,241,5555,5795,61216,5032,1322,6358,5651,73227,121228,..,..,..,..,121228,..,77,0,75,0,75,..,1019,373,1390,16,1409,..,57,0,57,0,57,..,120,57,178,0,183,..,354,230,576,8,592,..,20,15,28,0,28,..,485,299,784,13,796,..,53,5,57,4,67,..,127,0,124,4,128,..,112,6,124,7,126,..,197,8,208,0,208
CED235,0,81,..,3378,938,4314,39,4352,..,390,30,420,5,422,..,376,165,545,0,542,..,111,14,123,3,130,..,73,18,89,0,89,..,350,18,367,6,369,..,312,55,370,3,370,..,394,9,410,8,415,..,163,16,177,3,180,..,478,11,490,5,500,..,124,9,137,0,133,..,1159,54,1217,15,1227,..,320,46,366,14,375,..,724,112,835,8,839,..,119,18,143,0,143,..,646,162,810,12,820,..,1466,874,2339,22,2364,..,2949,738,3690,85,3770,..,30587,7504,38090,469,38561,..,209,83,288,3565,3849,42268,30792,7589,38379,4033,84680,84291,..,..,..,..,84291,..,95,0,98,0,98,..,7364,1641,9004,104,9106,..,12,0,12,0,12,..,1040,436,1470,11,1489,..,2815,1299,4113,30,4149,..,463,221,685,3,685,..,4322,1949,6273,47,6320,..,614,122,737,9,747,..,63,4,66,0,64,..,266,10,270,3,277,..,264,8,278,4,275
CED236,0,32,..,3,0,3,0,3,..,18,4,24,0,24,..,4,0,4,0,4,..,22,0,22,0,19,..,22,5,29,0,29,..,4,0,4,0,4,..,9,0,5,0,5,..,117,0,114,0,114,..,44,3,47,0,47,..,109,0,112,3,116,..,22,6,32,0,32,..,293,15,309,3,305,..,48,3,49,0,53,..,23,0,23,0,23,..,53,12,65,0,68,..,4,0,6,0,6,..,28,16,43,0,43,..,271,50,324,14,337,..,1688,296,1983,40,2023,..,219,17,234,4640,4871,60347,1904,309,2220,4677,67237,119156,..,..,..,..,119156,..,98,0,102,0,102,..,101,5,103,0,110,..,27,0,27,3,36,..,57,20,83,0,83,..,266,270,539,10,545,..,16,23,45,0,45,..,346,320,667,10,674,..,26,4,34,0,33,..,165,0,166,3,169,..,109,3,115,0,112,..,197,4,198,3,207
CED237,0,168,..,136,19,152,0,152,..,409,22,432,4,435,..,178,55,230,0,234,..,236,33,272,4,279,..,109,7,118,3,123,..,73,3,75,3,78,..,136,26,163,0,163,..,244,4,245,0,253,..,299,46,343,3,351,..,298,8,307,7,314,..,123,3,129,0,125,..,958,65,1025,15,1035,..,731,83,813,0,812,..,162,11,176,0,176,..,195,57,251,0,251,..,1206,340,1548,20,1569,..,596,233,830,3,836,..,2034,488,2522,71,2594,..,25948,6177,32122,372,32492,..,192,57,252,4729,4976,49260,26140,6236,32371,5096,86728,96229,..,..,..,..,96229,..,46,3,47,0,47,..,6668,1242,7914,79,7989,..,17,0,16,0,16,..,824,250,1076,9,1078,..,2486,735,3221,27,3246,..,189,27,213,5,217,..,3499,1008,4507,33,4540,..,459,72,528,3,529,..,136,0,138,0,138,..,574,31,607,3,610,..,599,23,627,9,632
