CED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
CED409,0,0,10,19,15,23,32,34,3,6,6,4,3,0,3,162,0,7,93,30,114,97,178,420,54,63,52,81,89,42,60,1371,3,19,111,148,20,74,258,12,3,0,3,3,0,0,13,677,0,14,27,5,5,8,11,35,4,3,15,0,3,4,6,137,0,0,0,4,13,53,74,34,4,3,10,10,3,4,4,216,0,416,167,102,58,30,54,37,12,3,3,0,4,0,24,905,3,158,640,269,52,24,18,4,0,10,15,3,3,4,47,1259,0,0,3,3,6,30,29,29,3,6,10,6,26,16,10,187,0,8,23,50,16,55,318,2198,182,181,246,234,299,225,101,4140,0,3,0,7,21,40,43,36,4,4,12,3,7,8,4,191,0,0,0,0,4,17,49,103,31,15,98,24,31,3,10,396,0,0,0,0,0,18,115,72,26,20,13,17,3,0,10,277,0,12,35,76,32,24,13,36
CED410,0,0,12,32,34,36,35,42,5,3,17,4,0,5,4,229,3,11,31,18,114,314,930,1828,365,381,458,635,725,335,284,6421,0,20,41,77,9,30,23,4,0,0,5,7,0,0,5,222,0,39,37,8,6,31,36,47,5,18,13,12,8,11,0,266,0,0,4,10,20,36,14,8,5,0,3,0,0,4,0,102,9,452,232,105,64,36,51,60,6,12,4,6,9,8,27,1084,3,144,406,174,12,17,9,7,3,15,4,3,0,0,19,829,4,0,11,33,84,257,168,121,29,34,34,48,39,23,22,908,0,30,21,105,70,143,464,2104,207,268,302,346,475,304,114,4959,3,9,13,14,26,29,65,56,13,19,3,12,13,6,3,275,0,0,4,5,41,80,125,140,58,140,152,53,75,17,18,912,0,0,0,0,0,5,67,39,8,4,10,6,0,0,0,152,0,18,29,75,25,45,26,29
CED411,0,3,8,18,13,17,30,13,0,6,4,0,0,0,3,122,0,0,11,3,6,16,37,81,12,9,16,11,6,10,3,232,0,4,29,57,4,13,27,0,0,0,0,0,0,0,0,134,0,3,13,10,0,3,3,15,0,0,0,3,0,0,0,51,0,0,3,0,4,19,28,19,0,3,3,6,0,0,0,86,0,272,202,145,34,36,39,19,0,0,3,0,3,0,34,786,0,38,132,59,17,10,4,5,0,0,0,0,0,0,23,286,0,0,6,7,0,10,0,7,0,0,3,0,3,0,0,27,7,17,23,44,9,11,62,270,34,44,43,23,47,27,20,667,0,3,4,9,6,8,26,41,4,4,6,9,5,11,0,145,0,0,0,0,0,10,13,43,22,8,28,12,7,0,9,152,0,0,0,0,0,10,45,16,5,0,3,3,8,0,3,94,3,8,59,112,25,30,14,16
CED494,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,4,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,12,0,0,0,0,0,0,0,8,0,0,0,0,3,16,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,3,12,36,25,35,70,63,9,9,11,6,12,9,9,306,3,3,0,3,9,26,66,169,33,39,40,30,19,7,24,459,0,3,45,64,3,31,90,6,6,0,0,0,0,0,11,261,0,7,4,5,5,8,4,6,0,8,8,0,0,0,0,47,0,0,0,5,8,15,27,51,24,17,3,7,7,0,5,153,0,119,61,110,83,53,65,92,19,25,10,15,5,3,13,669,0,0,11,6,0,0,0,3,0,0,0,0,3,0,0,27,0,0,4,11,10,10,29,19,0,5,6,3,6,0,9,100,0,45,23,121,20,77,146,862,118,166,144,122,90,67,73,2067,0,6,0,10,16,35,78,109,15,18,11,15,16,4,10,358,0,0,0,0,7,16,11,20,21,21,9,6,3,4,4,123,0,0,0,0,0,0,9,10,0,3,0,7,0,0,5,36,0,4,17,118,63,109,59,173
CED502,0,0,3,31,12,31,52,40,5,14,0,9,9,0,6,209,0,0,3,10,30,174,553,1683,206,267,266,214,167,92,167,3841,4,7,17,31,7,11,30,7,0,3,0,0,0,0,5,112,0,4,3,15,4,18,42,36,12,6,24,16,21,0,4,202,0,0,5,6,8,17,12,30,0,9,4,6,3,3,0,97,0,106,63,87,73,47,60,35,8,14,4,3,3,0,18,520,0,5,8,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,31,80,116,63,16,17,29,17,22,10,27,454,3,38,33,429,128,356,868,3247,451,661,499,405,414,263,193,7995,0,10,3,21,68,218,590,423,92,78,71,33,39,23,26,1697,0,0,0,3,18,35,65,77,39,52,28,11,5,9,10,362,0,0,4,0,0,63,194,88,6,8,7,16,5,3,25,425,0,5,20,116,82,134,62,106
CED503,0,0,13,41,32,32,61,45,10,19,4,14,5,0,0,287,0,3,3,0,3,17,37,78,10,15,21,20,20,18,17,260,0,10,24,35,0,6,7,7,0,0,0,3,0,0,3,95,0,8,9,11,3,3,0,3,3,0,5,3,0,0,0,51,0,0,4,5,0,11,3,13,0,3,4,3,0,0,3,52,0,159,78,89,98,42,32,41,12,7,4,0,4,0,13,587,0,3,10,6,4,0,4,0,0,0,0,0,0,0,0,33,0,3,3,8,17,7,14,9,0,0,6,7,3,0,3,77,9,40,28,106,34,44,67,459,65,82,96,74,62,37,50,1238,4,18,8,7,11,27,52,60,30,7,15,15,10,10,14,280,0,0,0,0,0,11,11,10,14,16,13,43,12,4,0,128,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,20,32,110,53,103,46,127
CED504,0,0,4,27,15,27,41,39,8,5,8,8,0,4,3,186,0,0,4,5,35,133,244,398,65,52,58,61,45,36,52,1176,0,3,78,76,19,41,215,7,0,0,0,0,0,0,15,448,0,8,20,20,3,19,66,40,17,16,31,0,16,0,4,255,0,0,0,0,7,18,7,4,4,5,5,0,0,0,3,58,0,108,48,55,81,54,62,77,8,7,4,3,5,0,9,528,0,31,50,55,13,10,6,0,0,5,3,0,0,0,8,176,0,0,8,20,31,111,62,45,16,8,9,7,11,11,18,345,0,30,32,476,102,305,511,1216,117,170,151,117,107,78,78,3489,0,11,8,7,24,63,116,64,11,9,20,14,16,10,13,385,0,0,0,0,15,78,147,85,29,27,55,11,24,10,6,487,0,0,0,0,0,66,377,137,33,30,31,21,21,3,13,729,0,6,26,122,67,176,101,243
CED505,3,0,21,77,77,87,160,95,33,55,24,45,33,10,25,743,6,6,15,22,56,222,389,419,113,151,260,319,404,253,128,2758,6,14,47,23,5,24,25,0,0,3,3,9,7,3,5,184,0,22,15,9,5,18,15,8,0,4,7,7,7,3,3,120,0,0,10,6,15,11,6,3,0,0,0,4,3,0,0,63,7,141,40,59,88,77,119,105,27,32,20,33,21,14,22,802,9,50,47,25,3,4,4,3,0,13,4,0,0,0,3,166,3,3,10,47,70,136,127,79,12,26,20,43,54,22,24,683,4,64,34,158,62,155,294,568,128,137,172,205,211,124,68,2391,3,18,20,17,34,70,175,79,7,24,24,43,37,45,17,603,0,3,0,3,67,60,63,73,25,40,36,42,30,10,3,450,0,0,0,4,0,7,29,12,3,0,9,26,9,3,6,102,8,72,66,107,99,240,119,244
CED506,0,0,8,33,27,14,48,45,16,16,3,3,12,11,15,244,0,3,0,3,6,15,42,125,21,34,39,26,81,43,47,482,0,4,36,32,8,14,11,3,0,3,0,0,3,0,6,118,0,3,3,3,0,3,7,14,3,6,3,4,3,0,0,55,0,4,0,10,7,17,28,41,7,13,4,13,4,0,7,153,0,83,67,53,50,40,78,117,28,23,17,36,18,22,25,658,0,3,10,11,3,5,0,0,0,0,0,0,0,0,3,44,0,0,0,13,9,10,9,19,4,3,3,4,8,6,9,103,0,9,9,56,3,26,103,416,70,94,84,66,63,42,45,1082,0,8,8,4,14,35,60,80,20,13,17,18,33,13,23,342,0,0,0,0,7,3,4,7,4,13,4,3,3,0,0,45,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,13,4,14,14,49,30,71,57,185
CED507,0,0,10,36,21,28,50,37,12,4,9,17,11,3,14,251,0,3,3,0,3,5,33,75,10,21,29,19,25,16,24,257,3,0,15,13,0,0,5,0,0,0,0,0,0,0,0,41,0,3,0,3,5,0,0,3,3,0,3,0,0,0,0,27,0,0,5,8,8,3,7,3,0,0,0,0,0,0,0,39,3,157,75,53,97,56,56,75,11,4,11,16,5,3,23,639,0,12,10,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,8,7,4,8,12,0,9,6,7,3,3,11,89,7,32,13,60,20,22,33,213,36,52,62,57,37,26,19,690,0,9,5,4,11,15,43,42,14,10,13,17,13,4,8,210,0,0,0,0,6,0,3,9,8,5,17,3,0,0,0,55,0,0,0,0,0,10,8,10,0,4,3,0,0,6,0,51,3,11,21,86,49,89,50,103
CED508,0,0,7,44,42,60,92,81,32,23,11,11,11,4,8,427,0,4,4,0,17,114,237,683,74,121,112,128,134,53,60,1734,15,46,355,295,73,127,246,31,3,4,3,9,3,0,26,1231,0,30,33,20,4,6,6,0,0,8,11,8,5,0,6,123,0,0,0,8,8,21,8,6,4,8,0,0,0,0,3,63,0,105,43,55,88,74,110,135,18,31,21,24,29,8,19,762,0,13,18,14,3,9,0,7,3,0,4,7,3,0,0,67,0,0,6,25,36,41,64,34,16,16,17,11,15,9,8,297,3,38,27,186,64,120,246,709,87,137,112,109,79,57,50,2019,0,5,8,10,38,112,239,117,29,15,23,29,29,20,14,694,0,0,0,0,15,46,43,69,34,59,27,28,11,12,3,357,0,0,0,3,4,8,12,11,3,4,0,22,18,0,0,90,0,12,33,111,75,154,102,195
CED509,0,0,16,37,32,33,37,35,7,3,10,0,3,0,7,221,3,3,3,8,9,57,186,347,52,59,55,65,68,32,43,980,3,23,74,103,11,22,39,4,0,0,0,0,0,0,15,295,0,9,9,11,3,7,15,13,3,15,6,0,0,0,3,95,0,0,6,6,7,23,11,25,0,4,0,0,5,0,8,105,3,227,78,100,122,45,69,70,9,8,9,4,3,0,21,775,0,3,20,14,3,0,3,3,0,0,0,0,3,0,3,50,0,0,3,9,12,17,54,37,9,3,10,4,7,4,22,198,3,59,46,311,81,142,262,1366,178,213,219,198,198,193,109,3587,0,16,13,4,19,60,182,180,11,27,17,16,31,7,20,611,0,0,0,0,4,7,14,23,17,13,26,9,6,5,4,129,0,0,0,0,0,11,66,34,4,7,9,0,8,6,10,158,0,12,34,132,71,131,63,103
CED510,0,0,8,50,46,65,116,56,21,18,18,9,14,4,8,426,0,4,3,6,26,107,130,187,29,57,70,55,66,22,28,802,3,7,24,54,13,20,10,7,0,0,0,0,3,0,3,155,0,7,18,35,17,72,31,24,11,5,14,3,0,0,7,252,0,0,3,3,7,8,3,5,0,0,8,0,3,0,0,43,0,118,51,82,135,86,123,124,13,18,16,11,3,0,14,805,0,21,34,20,11,6,3,3,0,3,4,0,0,0,3,105,0,0,0,23,59,52,59,15,3,9,3,14,8,4,4,249,0,51,29,219,66,128,150,181,23,52,48,54,54,39,31,1122,0,9,9,5,33,40,106,33,18,15,7,17,19,8,5,320,0,0,0,4,27,63,39,68,23,16,22,15,19,9,6,314,0,0,0,0,0,3,9,13,4,0,0,3,0,0,0,36,0,19,31,147,182,438,279,391
CED511,0,0,15,36,34,38,48,40,11,14,3,3,0,0,10,246,0,3,3,4,0,16,27,117,25,27,37,20,17,15,18,336,3,3,12,15,12,7,3,0,0,0,0,0,3,0,0,62,0,0,4,5,3,3,0,6,4,3,3,0,0,4,3,40,0,0,0,3,8,16,19,32,20,11,7,0,3,3,3,134,3,227,68,87,87,48,68,53,17,8,0,8,11,10,24,712,0,15,14,9,6,0,0,0,3,0,3,0,0,0,4,52,0,0,3,5,10,7,3,9,0,7,5,0,4,0,9,65,0,16,24,77,18,27,63,248,54,46,51,50,37,26,28,759,3,6,7,0,5,26,38,43,6,11,8,14,8,12,8,188,0,0,0,0,3,5,0,3,13,3,14,7,9,3,3,62,0,0,0,0,0,4,3,3,0,0,9,0,0,0,0,20,0,8,22,68,25,40,22,59
CED512,0,0,3,32,35,41,66,75,15,12,10,3,9,3,9,317,0,0,0,0,3,26,90,146,23,31,28,16,35,18,38,465,4,11,39,59,6,24,43,16,3,8,0,0,3,0,3,228,0,7,12,14,6,29,47,36,12,17,12,13,6,7,3,216,0,3,6,3,8,13,5,18,0,6,7,6,0,0,5,72,0,145,64,91,148,71,100,117,15,16,7,11,8,3,23,800,0,12,5,13,10,9,3,0,0,0,0,0,0,0,3,57,0,0,0,10,9,22,42,31,4,5,5,11,5,12,13,169,0,32,24,166,50,85,298,1373,212,227,198,154,167,104,129,3217,0,7,5,4,7,29,98,85,13,5,3,20,26,3,7,319,0,0,0,3,5,19,55,33,13,19,13,0,7,0,49,225,0,0,0,0,8,10,73,32,10,5,6,0,0,3,15,170,0,7,23,107,83,186,164,305
CED513,0,0,14,51,50,57,83,88,19,34,15,22,28,21,13,487,0,3,3,13,56,257,386,694,129,197,169,273,263,116,124,2692,6,23,63,97,14,35,74,8,3,3,5,0,0,3,9,353,0,25,18,13,8,9,14,22,0,13,4,4,0,0,3,136,0,0,4,3,16,20,11,7,0,3,5,0,0,0,3,77,0,177,43,70,87,72,95,82,31,21,23,37,32,15,27,812,3,123,165,113,18,8,13,7,5,12,0,12,5,0,15,503,0,0,6,27,82,139,126,79,18,55,61,53,64,37,36,779,0,54,37,590,145,229,284,939,162,252,262,364,367,286,102,4075,0,17,4,10,25,90,217,137,27,25,36,52,57,32,20,748,0,0,3,0,39,44,99,77,68,80,58,50,73,26,13,629,0,0,3,6,0,18,58,33,9,10,12,8,7,4,3,175,0,15,31,123,79,237,110,389
CED514,0,8,12,43,40,45,68,62,11,20,15,12,8,0,5,354,0,3,6,9,56,248,454,607,94,103,102,98,108,52,102,2052,7,41,134,142,12,62,144,5,0,0,3,3,0,0,13,565,0,20,24,32,10,31,31,27,6,4,3,15,6,0,3,222,0,0,3,0,7,16,7,8,3,3,0,3,0,0,0,54,3,132,58,72,82,55,77,79,15,20,12,5,13,7,14,652,19,178,285,149,30,19,6,4,15,8,3,3,0,0,23,754,0,0,5,19,64,109,110,85,19,19,25,21,27,10,25,537,0,47,36,312,99,216,390,1785,206,218,349,553,538,336,140,5228,3,13,8,10,22,66,156,106,14,27,11,16,23,8,19,497,0,3,0,0,26,99,199,133,86,117,78,37,44,20,18,868,0,0,0,3,0,45,275,126,46,79,52,34,36,28,36,773,0,28,21,119,74,164,78,369
CED515,0,5,3,41,31,43,64,62,10,17,22,18,21,10,9,350,7,3,5,15,32,284,673,1322,322,348,318,468,508,326,226,4843,3,14,62,55,6,20,22,0,0,0,0,0,0,0,13,198,0,11,16,16,8,14,16,29,11,9,17,16,10,13,5,193,0,0,3,7,11,11,18,18,3,0,3,5,5,0,4,95,4,133,61,73,61,39,61,66,20,7,10,20,20,8,21,605,0,21,29,34,8,9,3,3,3,5,8,5,0,0,4,134,3,0,9,38,80,117,163,187,29,59,83,71,96,47,40,1012,3,71,47,388,120,250,505,1796,239,338,470,647,675,532,219,6306,0,13,6,28,70,230,680,424,104,132,96,126,121,98,44,2169,0,0,0,7,33,74,102,127,73,135,107,78,92,48,14,890,0,0,3,4,4,27,87,99,11,20,67,48,49,4,16,445,0,25,30,132,82,141,81,265
CED516,0,0,10,45,38,57,55,48,20,20,7,18,7,4,11,352,0,3,12,29,87,473,739,1035,183,254,259,229,287,148,155,3895,6,20,54,58,14,11,24,3,0,0,0,0,0,0,11,199,0,14,22,22,15,18,14,5,0,5,16,12,3,4,3,161,0,3,3,10,14,12,3,3,0,9,0,0,0,0,3,65,0,123,43,56,104,63,77,68,14,5,3,4,4,6,11,585,0,13,26,21,5,0,0,0,0,0,0,3,0,3,0,90,0,3,9,51,146,276,149,95,28,42,31,38,45,15,28,952,9,52,65,321,155,395,607,1177,183,249,220,211,243,107,73,4071,4,24,8,43,122,443,667,311,44,65,59,58,41,26,43,1961,0,0,0,7,67,102,107,152,41,61,57,36,41,10,10,689,0,0,0,0,0,13,36,38,7,6,17,54,28,0,0,204,0,17,30,123,85,136,81,101
CED594,0,0,0,0,3,4,0,0,0,0,0,0,8,3,4,26,0,0,0,0,0,3,4,3,0,0,3,4,5,10,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,5,3,0,0,3,4,11,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,0,0,0,3,0,0,0,5,0,0,4,3,3,12,6,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
CED601,0,0,3,28,17,26,26,25,3,0,4,3,14,0,5,148,0,6,6,4,6,20,56,86,27,28,37,55,43,36,23,438,0,6,12,7,3,0,0,0,0,0,0,0,0,0,4,32,0,0,8,3,4,0,6,5,0,0,12,0,0,3,7,43,0,0,0,0,6,8,6,5,0,3,0,0,4,4,4,41,0,101,78,37,46,23,16,14,4,4,0,3,3,3,9,340,0,3,16,6,4,0,0,0,0,0,0,0,3,0,5,41,0,0,3,3,8,24,15,11,5,3,9,7,8,6,8,97,0,0,6,24,14,17,58,137,23,12,17,42,31,37,10,424,0,9,3,6,3,8,8,15,0,0,3,3,17,9,3,79,0,0,0,0,4,4,10,6,3,3,75,58,32,35,9,234,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,4,9,33,21,8,15,19
CED602,0,3,8,11,16,8,19,16,3,0,0,7,3,4,0,94,0,0,3,0,7,14,19,29,8,10,6,3,4,5,8,121,0,3,9,12,0,0,4,0,0,0,0,0,0,0,0,30,0,0,3,4,0,0,3,5,0,0,0,0,0,0,0,22,0,0,0,3,7,6,13,4,0,0,0,3,0,0,5,47,0,62,79,38,31,11,6,13,0,0,0,0,0,0,4,256,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,7,0,7,0,0,3,5,0,0,5,35,0,7,7,13,7,20,23,61,9,17,10,9,7,6,8,193,0,0,3,4,4,3,14,3,0,0,4,0,5,0,0,43,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,4,0,10,0,0,13,0,7,6,28,3,4,7,3
CED603,0,3,6,39,16,34,40,35,8,3,6,5,7,3,8,217,3,13,18,12,17,50,175,383,87,112,190,262,324,227,123,1989,0,8,37,44,3,3,3,8,0,0,0,0,3,0,5,119,0,4,4,3,3,3,5,3,3,0,0,3,5,0,0,44,0,0,11,9,12,27,11,4,0,0,6,0,3,0,3,92,3,144,77,53,61,43,50,33,7,3,8,4,12,12,25,538,0,30,108,67,23,16,0,3,0,0,0,3,3,0,13,270,0,0,5,14,14,29,36,31,5,10,3,12,15,12,22,223,3,11,10,34,13,24,98,332,33,57,46,107,115,71,21,984,0,7,9,6,3,8,30,15,6,6,3,3,8,0,0,105,0,0,0,0,9,9,14,30,10,19,46,45,46,21,14,255,0,0,0,0,0,3,3,13,3,17,3,5,4,4,0,60,0,8,17,34,22,35,28,24
CED604,0,3,16,51,32,29,39,36,4,9,5,9,0,0,3,233,3,3,16,5,6,15,61,118,19,29,21,30,30,19,20,386,0,3,17,12,0,7,0,0,0,0,0,0,0,0,3,44,0,6,3,3,0,0,3,0,3,0,0,0,0,0,0,14,0,0,11,5,7,6,10,4,0,0,0,0,0,0,0,33,3,120,114,92,66,40,52,26,4,7,3,3,4,3,20,561,3,6,43,39,4,10,0,3,0,0,3,0,0,0,5,119,0,3,7,14,8,11,11,13,0,3,4,4,0,0,0,70,0,12,10,31,6,20,36,68,8,10,11,31,26,14,9,279,0,6,5,9,4,0,17,19,0,3,0,5,3,0,3,74,0,0,0,3,3,4,9,15,0,3,10,0,0,4,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,6,16,36,28,25,14,7
CED605,0,0,13,28,23,14,15,10,0,5,6,0,0,0,3,125,0,3,3,3,6,4,8,12,4,5,0,3,18,0,6,87,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,17,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,9,8,4,0,0,0,0,0,4,0,0,33,0,109,87,65,43,29,33,24,3,0,0,3,5,0,13,404,0,10,14,13,4,0,0,0,0,0,0,0,0,0,0,33,0,0,3,5,7,0,0,5,0,3,0,3,3,0,3,32,0,6,3,18,10,0,3,19,0,6,5,5,3,0,4,89,0,10,6,0,0,3,3,5,0,0,0,3,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,15,29,20,10,14,4
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
