CED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED115,46060,47650,93706,4212,4393,8604,13008,13265,26274,207,205,412,223,210,430,75,60,133,55,58,117,17,9,22,9,9,26,27,35,56,7,0,6,13626,13854,27478,5925,6499,12418,376,315,685,24129,25056,49182,5311,5489,10795,75499,78191,153685
CED116,38275,39182,77457,7203,7784,14985,14263,15430,29697,516,525,1038,894,880,1776,134,133,260,267,262,532,124,143,262,104,111,219,931,945,1871,20,12,27,17244,18448,35691,841,1015,1855,423,423,842,25706,27664,53371,6391,5800,12198,70380,72650,143023
CED117,31774,33920,65696,3672,3951,7622,17979,18984,36968,690,686,1379,678,751,1427,218,197,412,275,301,576,55,74,129,35,62,99,309,368,678,4,3,3,20238,21435,41674,6204,6635,12838,583,531,1118,30702,32545,63245,5769,5711,11480,68249,72178,140429
CED118,42472,43102,85575,3570,3725,7292,20517,20155,40673,251,214,463,477,436,915,135,123,261,127,107,233,28,30,59,47,24,78,108,90,195,9,0,8,21694,21183,42878,5657,5813,11465,327,264,591,31247,30990,62231,4734,3795,8522,78448,77887,156337
CED119,42774,44257,87032,3836,4052,7890,13858,14404,28260,239,201,441,573,482,1052,75,80,154,101,96,196,29,9,42,95,71,162,107,91,195,0,0,0,15079,15437,30514,1554,1828,3385,253,263,517,20726,21586,42310,2533,2539,5072,66039,68378,134420
CED120,38996,39458,78451,6035,6375,12410,16934,17736,34672,184,224,409,478,517,996,80,72,154,88,109,198,33,51,84,54,50,99,423,434,858,3,3,6,18279,19204,37478,870,975,1849,325,337,664,25510,26888,52402,5033,4665,9697,69541,71009,140547
CED121,40088,40522,80608,7718,8227,15946,15481,16823,32307,343,281,618,1024,1065,2085,107,84,183,234,239,476,61,56,116,104,86,189,91,89,177,0,0,3,17441,18714,36153,816,958,1777,408,410,814,26375,28314,54690,6040,5213,11254,72503,74045,146552
CED122,36550,39695,76244,4078,4056,8139,18175,18409,36584,567,550,1119,738,860,1598,164,173,342,263,257,522,63,76,146,79,70,151,368,359,731,0,3,3,20429,20755,41187,12750,12877,25629,471,417,885,37731,38111,75839,7974,6429,14397,82254,84228,166480
CED123,41632,42758,84391,4448,4747,9191,20245,21678,41923,197,218,419,531,533,1071,75,88,164,106,127,226,29,41,73,40,33,71,73,78,146,3,0,4,21304,22797,44096,2220,2366,4586,418,405,816,28388,30302,58694,5580,5315,10894,75599,78375,153976
CED124,38191,39244,77432,6965,7884,14850,14335,15157,29496,287,310,594,998,1045,2042,71,85,155,180,181,365,72,86,159,77,76,156,114,129,244,4,7,5,16136,17086,33223,514,639,1150,371,397,773,23986,26001,49988,5510,5662,11165,67688,70903,138591
CED125,40572,41552,82122,3923,4273,8199,20583,21500,42084,166,176,340,384,426,811,78,78,151,112,99,209,21,23,44,39,42,76,74,57,132,0,0,0,21458,22403,43859,2486,2946,5431,385,317,701,28250,29937,58186,4538,4712,9258,73363,76204,149570
CED126,39082,41113,80192,4962,5141,10098,15581,16532,32114,243,274,514,393,385,778,77,78,155,138,124,265,32,29,58,13,10,20,75,91,163,3,0,4,16546,17522,34064,3371,3513,6883,377,395,771,25253,26563,51817,3574,4154,7733,67902,71832,139739
CED127,39053,40912,79967,5510,5762,11275,14147,15197,29343,148,211,355,489,488,981,63,95,153,96,84,184,52,58,111,59,66,123,86,89,176,3,0,3,15143,16286,31431,928,1125,2057,331,305,634,21912,23482,45401,3811,3938,7745,64779,68335,133112
CED128,46064,47461,93526,4102,4315,8414,14460,14822,29282,180,181,362,216,200,417,59,54,117,81,57,141,10,9,20,23,13,36,38,31,70,3,0,3,15076,15374,30446,6138,5862,11997,348,299,649,25668,25847,51514,4342,4287,8626,76074,77591,153661
CED129,41252,43163,84421,2636,2660,5293,18476,19377,37854,304,296,603,423,452,878,120,123,238,125,108,237,31,33,67,29,32,62,115,107,219,0,0,4,19633,20533,40163,3993,4462,8454,229,226,454,26496,27871,54368,2163,2351,4507,69909,73388,143297
CED130,38624,39834,78462,8382,9183,17563,12028,13378,25399,321,366,690,1731,1903,3639,100,111,213,181,204,383,75,65,134,120,127,251,76,83,158,5,3,5,14637,16243,30879,1636,1640,3279,400,361,760,25060,27428,52483,6946,6992,13935,70632,74252,144886
CED131,36921,38305,75226,4112,4023,8132,19955,21173,41128,411,474,882,810,826,1635,168,155,328,205,219,423,75,111,190,133,139,267,201,205,404,4,3,4,21964,23304,45269,3363,3276,6637,524,559,1084,29967,31158,61119,3845,3757,7608,70736,73215,143950
CED132,32427,36040,68467,4473,4773,9246,20090,20681,40768,659,728,1384,665,760,1423,229,246,474,302,309,604,58,72,127,43,32,77,268,274,543,7,0,7,22315,23100,45414,8466,9641,18104,475,400,875,35721,37920,73644,4542,4897,9433,72692,78850,151542
CED133,42358,43335,85687,7694,8455,16155,11595,12479,24079,524,594,1118,2738,2811,5549,148,154,305,304,333,639,116,104,227,181,202,385,101,105,214,6,0,6,15725,16791,32512,933,1070,2003,525,468,993,24880,26783,51658,6863,6519,13385,74091,76637,150732
CED134,40863,40396,81265,8112,9144,17256,10276,10822,21099,373,392,770,1233,1348,2580,294,333,621,230,200,430,76,69,143,112,110,227,86,87,175,3,0,3,12684,13361,26042,867,1017,1885,397,335,728,22059,23858,45911,8013,7819,15829,70938,72069,143004
CED135,39478,40526,80001,5158,4803,9961,19023,17814,36839,569,465,1031,487,429,919,211,177,390,207,159,365,42,37,82,50,45,101,144,138,285,13,9,16,20744,19281,40024,14885,13767,28654,525,434,954,41312,38286,79599,6131,5807,11942,86921,84613,171539
CED136,38069,38859,76921,7952,8435,16391,16491,17736,34226,419,399,820,1064,1098,2157,190,172,358,194,185,382,76,86,159,197,207,407,171,157,330,0,3,3,18792,20047,38842,836,1112,1951,448,454,902,28024,30046,58075,5065,5226,10290,71155,74136,145294
CED137,36419,39490,75907,5357,5443,10799,19246,19492,38739,602,578,1177,700,692,1394,173,187,361,247,226,474,71,73,139,55,43,90,179,205,384,0,0,3,21261,21494,42758,13309,13675,26982,586,535,1120,40513,41138,81652,7170,5939,13105,84100,86570,170665
CED138,35909,37918,73825,6263,6848,13115,11707,13371,25073,1008,1186,2202,4971,5471,10443,195,203,397,332,391,730,155,132,287,161,167,322,174,183,354,14,11,26,18716,21112,39830,1665,1907,3580,517,539,1055,27161,30417,57574,6673,7032,13707,69739,75366,145109
CED139,40261,40756,81018,8399,9224,17628,11833,13084,24919,660,768,1433,1143,1091,2235,229,216,448,224,222,442,69,73,142,165,164,331,455,501,956,0,3,3,14777,16115,30895,1330,1308,2637,362,281,650,24872,26934,51809,7023,6241,13267,72159,73936,146095
CED140,36011,38404,74408,4982,5366,10346,16671,18109,34778,257,284,539,554,563,1118,78,84,166,161,166,330,54,65,120,68,65,133,101,109,211,3,4,5,17941,19456,37395,1575,1807,3386,366,308,678,24862,26935,51801,4241,4584,8823,65112,69920,135033
CED141,40415,42195,82605,4828,5045,9868,14996,16344,31341,222,242,473,582,625,1207,82,79,156,182,182,360,45,53,99,59,59,119,110,112,220,3,3,4,16280,17697,33984,831,943,1777,377,336,715,22316,24025,46346,3431,3672,7105,66159,69898,136053
CED142,27987,24932,52916,4994,4390,9387,23922,21559,45482,1504,1292,2793,1671,1577,3250,442,447,885,671,635,1309,132,130,260,89,83,167,670,631,1296,3,3,9,29110,26348,55455,23264,25480,48745,882,701,1583,58250,56927,115176,14073,11215,25289,100306,93074,193377
CED143,32943,35767,68711,5415,5781,11193,15271,16246,31514,454,539,991,523,606,1127,95,128,218,184,193,382,41,46,79,25,25,51,142,155,297,3,0,3,16732,17934,34670,6632,7313,13942,352,339,692,29133,31361,60497,4299,4676,8973,66375,71810,138180
CED144,45106,46579,91684,5098,4738,9840,15848,15380,31229,210,224,439,205,176,380,91,91,185,99,88,186,22,16,37,31,24,55,66,68,126,0,3,3,16569,16069,32637,8829,8368,17194,407,303,711,30903,29477,60380,5141,5061,10205,81152,81114,162263
CED145,27527,30237,57767,4694,4802,9494,15733,17279,33010,830,912,1744,739,900,1635,184,224,399,368,428,795,48,45,87,26,46,68,245,256,504,0,0,4,18165,20077,38246,7993,9038,17029,448,433,883,31297,34351,65649,6852,7535,14394,65675,72128,137802
CED146,46765,48059,94821,3267,3345,6609,18489,19172,37664,211,219,433,275,273,553,73,72,142,81,74,156,6,9,17,31,21,54,33,32,66,0,0,0,19210,19879,39084,3193,3637,6828,358,331,681,26022,27183,53208,5123,5338,10461,77910,80578,158490
CED147,40782,42890,83669,5770,6106,11874,15580,17289,32866,231,245,481,540,580,1126,48,75,124,122,145,262,52,54,102,41,45,90,171,186,353,3,0,3,16790,18616,35403,1076,1210,2288,347,360,705,23978,26298,50279,4436,4743,9177,69195,73929,143128
CED194,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
CED197,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
CED201,40318,42095,82416,1924,2061,3983,298,308,603,13692,14441,28131,272,305,579,139,170,306,133,128,265,63,67,129,19,22,39,25,38,68,0,0,3,14639,15486,30119,2645,3137,5782,225,235,462,19427,20913,40345,2627,2769,5392,62374,65775,128153
CED202,38237,39989,78227,5552,6308,11857,645,658,1300,17300,19064,36358,528,588,1116,288,310,595,303,327,637,137,160,300,99,113,211,73,68,138,0,0,0,19377,21285,40664,1285,1377,2657,397,366,765,26607,29334,55937,5066,5600,10662,69908,74925,144836
CED203,38161,41636,79798,2867,2882,5745,924,1147,2072,16558,17464,34023,697,796,1492,272,326,598,341,358,696,154,207,362,93,119,216,175,204,382,5,3,6,19220,20628,39847,7172,7252,14424,474,509,983,29733,31260,60997,5617,5885,11498,73510,78785,152295
CED204,37665,38978,76644,4899,5436,10332,683,817,1502,16262,18174,34435,534,579,1115,258,281,541,280,278,556,118,150,271,166,162,326,69,81,150,0,3,5,18365,20537,38901,1133,1296,2431,373,297,669,24773,27559,52330,6295,6020,12314,68734,72559,141296
CED205,40235,41437,81672,3667,3538,7204,439,444,883,13553,12721,26273,352,288,644,212,194,411,159,133,298,75,84,158,54,50,111,54,57,109,10,0,17,14923,13978,28897,10553,9820,20378,391,277,663,29528,27615,57144,4573,4540,9117,74335,73594,147935
CED206,48622,49710,98337,3453,3412,6866,475,492,960,12914,12819,25733,270,266,538,140,158,295,130,132,256,43,63,104,61,41,98,27,23,49,0,0,0,14057,13985,28048,5399,5248,10648,273,234,503,23183,22880,46068,5133,5017,10155,76940,77611,154551
CED207,40771,41702,82475,3583,3873,7459,319,345,660,15028,16092,31115,361,381,740,107,102,211,150,143,287,48,60,110,47,58,108,33,33,62,3,0,3,16090,17214,33301,1229,1354,2587,268,301,566,21166,22746,43915,3552,3743,7290,65489,68190,133677
CED208,37526,41294,78818,2669,2732,5400,695,676,1372,16194,16321,32515,466,524,990,288,294,583,267,287,559,183,194,377,53,73,132,148,125,270,0,0,0,18303,18508,36809,12777,13366,26143,363,310,673,34106,34918,69023,3967,4211,8184,75598,80423,156021
CED209,37649,39167,76818,6966,7398,14367,587,667,1254,16410,17786,34191,533,548,1078,214,215,430,288,277,566,135,169,305,127,132,264,70,77,149,0,0,0,18362,19876,38239,2086,1837,3924,326,267,593,27746,29377,57123,4457,4707,9164,69856,73252,143108
CED210,37466,39824,77289,6108,6822,12932,484,588,1076,14573,16319,30891,487,544,1032,200,183,387,226,238,461,122,121,248,73,88,157,72,87,154,0,0,0,16240,18176,34417,2042,2188,4233,402,372,773,24799,27554,52351,5974,5386,11357,68233,72761,140991
CED211,38670,42041,80712,2230,2399,4622,422,441,861,15980,16773,32753,363,345,703,175,176,357,146,167,316,80,78,163,52,51,106,69,74,146,0,0,0,17292,18109,35405,4581,5118,9698,333,328,660,24433,25952,50386,2942,3486,6431,66053,71485,137534
CED212,37214,39554,76769,4543,5061,9600,431,477,910,16076,17699,33771,450,512,961,100,110,208,165,191,358,72,121,201,58,65,124,36,59,96,0,0,0,17395,19231,36629,1918,2215,4128,380,358,738,24228,26868,51095,4583,5065,9639,66026,71484,137509
CED213,39125,40142,79271,6610,7321,13933,779,697,1475,16299,17881,34177,718,673,1393,133,119,260,297,259,562,107,111,218,128,111,240,62,71,137,0,0,3,18531,19924,38453,974,1104,2079,357,386,742,26468,28740,55208,5155,5577,10735,70744,74464,145210
CED214,39808,41621,81431,4236,4378,8606,912,946,1852,16455,16275,32730,714,714,1430,290,277,566,365,363,723,148,162,317,75,81,153,156,154,309,8,0,6,19108,18979,38089,7482,6655,14135,538,463,1002,31364,30479,61837,5592,5446,11039,76762,77546,154313
CED215,38255,38689,76944,8166,9109,17275,708,733,1439,9577,10461,20042,762,788,1547,188,188,374,333,321,658,100,124,226,124,115,238,84,79,160,4,0,4,11878,12810,24688,943,1043,1985,317,293,610,21306,23252,44558,6979,6502,13485,66539,68439,134980
CED216,37137,41112,78255,3734,4064,7796,714,804,1515,15238,16239,31477,469,533,1006,188,164,352,265,272,541,78,98,181,24,34,64,108,118,228,0,0,0,17093,18263,35356,4807,5356,10166,261,261,523,25897,27944,53845,3641,4007,7645,66681,73064,139747
CED217,50165,51262,101430,4386,4581,8970,741,766,1507,20228,21113,41335,454,469,916,294,284,575,217,214,438,125,142,266,72,85,159,63,72,134,4,4,6,22197,23139,45337,4417,5013,9428,368,318,693,31371,33060,64428,6441,6217,12658,87980,90535,178513
CED218,31637,34924,66559,3170,3276,6446,1293,1448,2741,17745,18623,36365,977,1111,2090,392,501,899,542,610,1150,208,220,427,56,54,108,198,243,440,0,0,0,21400,22815,44218,8455,10045,18505,442,405,845,33469,36542,70012,4847,5194,10044,69952,76670,146621
CED219,48403,48789,97187,3484,3516,7003,556,554,1113,24936,24689,49629,478,436,912,246,216,455,216,195,414,67,78,150,65,64,128,57,42,96,15,0,15,26632,26276,52908,6739,7250,13987,523,416,937,37374,37458,74834,5495,5452,10951,91269,91698,182968
CED220,40610,43041,83652,2989,2906,5899,472,455,925,14204,14173,28373,365,378,739,156,152,304,185,162,346,77,76,151,39,37,76,57,49,110,0,0,0,15562,15478,31038,6575,6796,13369,367,283,651,25493,25462,50950,3612,3717,7328,69714,72222,141934
CED221,37151,37958,75115,7027,7580,14606,2408,2607,5011,9719,10369,20086,1099,994,2086,224,248,474,321,339,658,133,145,275,205,215,419,137,144,273,0,0,0,14232,15050,29284,782,956,1738,312,271,578,22346,23862,46210,5554,5548,11100,65055,67366,132423
CED222,39917,41893,81809,4211,4300,8510,490,486,973,17497,18356,35855,442,444,888,125,110,236,189,176,364,92,93,183,45,35,86,53,59,111,4,0,4,18946,19762,38703,4643,4848,9493,394,363,754,28187,29274,57454,4283,4464,8741,72386,75621,148004
CED223,39904,42691,82595,2877,2957,5837,520,491,1014,13420,14166,27589,477,443,927,151,169,326,176,213,391,78,82,158,68,74,145,106,95,204,0,0,0,15001,15735,30741,2904,3093,5997,276,276,554,21063,22061,43120,3231,3550,6785,64203,68301,132504
CED224,34432,38151,72578,3239,3463,6701,842,929,1772,15801,17103,32907,616,676,1293,248,287,530,341,355,698,155,143,292,51,64,119,128,147,276,0,0,0,18184,19705,37888,6434,7357,13783,312,288,598,28170,30809,58977,3519,3824,7347,66115,72783,138895
CED225,43189,43450,86641,3246,3349,6592,468,433,903,18116,19012,37135,433,440,876,143,145,291,198,192,391,88,81,165,41,44,84,48,54,103,3,3,7,19536,20417,39950,2577,2908,5481,337,300,632,25692,26971,52663,3556,3655,7213,72439,74079,146513
CED226,50140,50615,100758,5116,5301,10423,1551,1536,3085,27011,26394,53408,1004,1020,2026,483,455,941,436,440,875,232,241,480,145,150,296,191,201,388,3,0,3,31052,30444,61496,10655,11919,22574,524,462,992,47349,48131,95477,7223,6112,13336,104711,104856,209568
CED227,38206,38303,76506,6917,7656,14571,1118,1215,2332,8486,9232,17720,561,593,1149,766,847,1608,282,281,565,63,63,131,172,170,346,19,32,51,0,0,0,11479,12427,23903,1315,1255,2567,332,304,638,20045,21640,41681,6251,6202,12452,64497,66144,130639
CED228,42973,46057,89034,3744,3913,7662,592,595,1189,15579,15472,31054,510,588,1096,236,217,451,258,231,490,120,116,240,81,78,160,99,114,219,7,4,5,17473,17422,34900,6841,6577,13416,409,358,771,28468,28275,56744,5427,5457,10883,76869,79793,156659
CED229,49263,49549,98813,6355,6867,13217,982,1009,1989,26183,27608,53788,962,914,1878,308,275,587,284,309,593,114,140,250,209,174,381,89,93,186,3,0,3,29140,30523,59661,3851,4205,8057,437,377,812,39788,41964,81751,5984,6133,12117,95034,97646,192678
CED230,40367,41690,82053,8193,9036,17231,494,559,1049,17578,19490,37072,604,624,1228,129,158,289,275,269,541,100,115,218,91,102,193,36,38,68,3,0,4,19313,21360,40665,1289,1595,2889,370,338,709,29167,32330,61496,5932,6242,12175,75463,80271,155727
CED231,27755,29474,57232,4364,4555,8918,2187,2516,4699,22514,22984,45496,1675,1880,3551,748,840,1591,1136,1221,2362,411,503,911,178,184,360,617,605,1221,3,4,5,29462,30741,60199,23493,27010,50507,759,706,1468,58080,63010,121092,10948,10763,21709,96783,103245,200029
CED232,27111,28876,55983,4325,4372,8697,1697,1833,3536,18880,19470,38348,1266,1450,2714,457,449,898,710,768,1477,310,288,594,109,108,216,280,280,552,0,0,3,23698,24643,48341,11007,12172,23180,559,476,1033,39596,41656,81251,7790,7875,15666,74501,78406,152906
CED233,40444,42862,83304,2146,2209,4351,323,347,675,12485,13467,25954,304,343,646,138,159,301,154,153,306,47,52,100,17,26,41,53,69,124,0,0,0,13527,14615,28141,4271,4608,8886,215,229,443,20163,21661,41821,2671,3016,5687,63277,67538,130812
CED234,39610,39660,79272,7578,7901,15478,1190,1324,2515,9627,10428,20053,642,660,1302,169,197,365,269,260,535,121,138,254,90,84,171,35,29,66,0,0,0,12133,13118,25256,1571,1649,3219,342,319,664,21625,22982,44609,6548,6373,12926,67786,69012,136798
CED235,45998,47126,93125,2465,2480,4944,519,486,1006,17512,17713,35228,376,410,781,193,189,384,160,148,309,70,82,153,45,40,87,53,67,120,4,0,4,18946,19129,38070,5404,5690,11096,285,245,528,27101,27546,54645,4082,4348,8426,77180,79010,156189
CED236,37672,38118,75784,6736,7179,13908,427,447,874,9150,9893,19042,451,492,943,448,506,959,248,297,541,137,136,272,131,139,261,27,28,57,0,0,0,11026,11932,22958,857,921,1775,244,237,477,18862,20267,39129,6375,5366,11737,62904,63746,126648
CED237,38559,41876,80440,3604,3555,7161,1259,1352,2609,17683,18349,36032,931,993,1925,401,416,815,539,550,1087,211,227,435,98,93,191,288,329,617,3,0,3,21407,22311,43716,8056,7787,15842,550,546,1100,33617,34200,67815,5270,5484,10752,77450,81559,159010
