CED_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
CED101,1343,1183,2526,4274,4000,8278,1309,1331,2637,452,474,927,6040,5806,11840,3165,3036,6200,1383,1294,2668,568,658,1232,5113,4988,10106,241,236,477,228,418,641,478,191,668,396,610,1005,16,12,23,1354,1466,2819,2727,2914,5641,930,1000,1930,324,306,622,625,796,1420,24,26,52,4622,5042,9669,253,327,582,313,549,858,7,3,13,573,879,1451,3762,4014,7778,22806,23383,46188
CED102,1249,1163,2407,4147,3735,7883,1299,1295,2593,481,495,976,5926,5526,11457,2752,2643,5395,1327,1245,2578,532,555,1087,4615,4440,9052,364,359,728,408,584,989,450,207,653,615,754,1370,20,11,35,1855,1913,3775,3673,3662,7337,1844,1781,3624,301,361,665,828,1042,1871,30,27,56,6679,6877,13553,594,642,1239,605,868,1477,19,20,43,1220,1531,2749,5626,5625,11249,27166,27074,54236
CED103,1404,1407,2815,4679,4360,9038,1273,1240,2512,489,420,911,6446,6014,12462,3049,2858,5916,1382,1275,2655,699,672,1379,5135,4815,9947,276,327,596,387,565,947,348,149,500,540,926,1471,13,16,26,1562,1981,3535,4577,4719,9297,1675,1748,3431,406,434,839,965,1217,2183,30,18,51,7652,8146,15801,265,287,554,348,609,960,4,10,13,618,906,1519,3636,3818,7451,26446,27084,53527
CED104,1475,1318,2794,5171,4953,10128,964,926,1892,866,737,1603,7005,6613,13623,3461,3269,6731,1218,1368,2582,1471,1121,2596,6153,5762,11914,170,150,318,90,178,272,581,200,780,330,574,907,3,11,10,1176,1110,2285,2521,2775,5294,424,523,951,387,351,743,686,1001,1685,18,17,39,4027,4677,8705,97,113,211,217,377,596,6,10,11,317,501,820,2697,3056,5753,22860,23035,45896
CED105,1416,1295,2710,4754,4329,9086,1524,1439,2963,1422,1424,2847,7700,7194,14895,3747,3808,7558,1320,1196,2518,1022,934,1960,6093,5939,12039,434,393,829,441,723,1160,505,202,709,527,710,1241,24,13,37,1930,2044,3973,3125,3117,6241,1411,1062,2470,367,353,721,502,606,1110,22,24,49,5427,5159,10587,522,658,1176,477,795,1272,17,27,39,1017,1478,2493,6790,6276,13060,30376,29392,59761
CED106,1648,1540,3187,5393,4998,10395,927,824,1751,1713,1577,3289,8034,7400,15441,2616,2316,4936,1010,1329,2341,3148,3114,6265,6773,6764,13537,163,157,318,175,285,456,247,130,373,378,730,1108,3,7,12,962,1319,2278,3078,3444,6523,699,820,1516,398,331,730,867,1197,2064,24,17,40,5062,5810,10867,149,182,334,321,585,904,0,7,7,468,777,1243,3177,3623,6808,26128,27238,53364
CED107,1495,1419,2911,4962,4518,9479,1700,1712,3412,565,510,1078,7223,6743,13969,3289,2936,6222,1200,1364,2569,824,788,1618,5316,5092,10410,154,251,405,104,230,342,643,457,1096,589,1047,1634,24,21,40,1514,2001,3514,734,1184,1913,281,407,689,119,238,357,520,1128,1643,6,11,12,1658,2960,4617,72,94,168,168,346,511,3,10,12,244,452,696,9155,7356,16512,26599,26023,52622
CED108,1510,1372,2886,5832,5326,11160,1819,1750,3564,1008,940,1943,8653,8018,16675,3633,3652,7283,2046,1883,3933,733,790,1531,6415,6331,12747,351,343,696,270,542,811,505,329,830,452,840,1292,24,29,49,1611,2076,3681,1950,2186,4134,581,733,1316,318,333,656,489,710,1197,29,29,59,3374,3990,7358,304,388,687,312,532,844,9,19,24,626,937,1558,5683,5834,11513,27862,28551,56416
CED109,1356,1163,2520,4050,3675,7729,1313,1286,2599,370,380,755,5736,5341,11078,2575,2441,5014,1284,1295,2576,567,679,1251,4425,4416,8846,120,182,304,88,144,234,579,201,776,378,522,898,16,12,25,1178,1059,2236,1438,1808,3244,315,366,681,233,268,503,542,869,1417,9,26,33,2543,3335,5880,64,115,182,218,419,639,9,11,21,291,540,832,3653,3837,7489,19189,19695,38881
CED110,1479,1302,2785,3940,3868,7810,1435,1444,2877,949,852,1802,6325,6162,12489,2619,2566,5184,1437,1370,2803,854,860,1722,4907,4798,9705,178,262,445,129,391,520,474,365,839,463,958,1422,13,15,24,1257,1995,3249,352,658,1014,217,450,671,83,167,246,421,910,1331,4,4,11,1080,2196,3272,85,122,205,185,410,593,11,14,22,278,541,824,6837,6952,13792,22170,23943,46111
CED111,1537,1433,2968,4433,4215,8645,1297,1321,2617,536,477,1005,6263,6008,12271,2851,2719,5570,1399,1520,2915,508,467,980,4762,4706,9460,224,262,482,208,305,521,655,295,946,461,672,1138,19,15,29,1565,1556,3117,3640,3480,7124,1534,1124,2660,309,362,674,748,1199,1949,12,13,29,6244,6187,12430,138,152,290,209,434,648,3,8,15,348,596,947,4579,4717,9300,25301,25193,50491
CED112,1690,1499,3189,5207,4724,9932,1125,1123,2253,723,670,1391,7060,6516,13572,3435,3391,6823,955,1008,1962,638,659,1300,5025,5061,10085,166,243,406,101,226,328,642,377,1021,437,837,1278,12,12,28,1365,1700,3060,795,1064,1860,279,516,793,184,242,430,427,987,1416,5,21,23,1692,2834,4524,96,162,256,192,458,649,7,13,16,289,627,917,5015,5584,10605,22133,23826,45960
CED113,1262,1015,2274,4347,4134,8482,1347,1182,2524,480,476,949,6171,5784,11958,2854,2795,5650,1218,1243,2460,550,516,1067,4620,4554,9177,128,160,296,62,134,192,545,363,904,472,802,1273,17,16,31,1224,1476,2698,515,719,1232,255,398,648,111,203,313,620,1147,1768,3,11,15,1498,2480,3984,107,110,214,166,389,558,7,8,16,278,511,786,6691,6373,13065,21742,22196,43937
CED114,1512,1396,2903,4672,4425,9096,1609,1640,3242,592,613,1206,6873,6679,13551,3302,3313,6613,1228,1287,2518,601,707,1310,5127,5307,10439,149,193,343,101,235,340,582,360,935,508,887,1399,14,15,25,1349,1695,3038,428,877,1304,177,342,515,95,169,262,363,794,1157,4,9,12,1061,2182,3245,84,122,203,186,387,580,10,14,26,281,526,804,7763,7917,15685,23964,25705,49668
CED115,1100,991,2091,4821,4436,9253,1312,1303,2620,444,386,830,6576,6129,12702,4407,4296,8703,1082,1171,2258,418,432,847,5904,5898,11799,445,421,861,410,657,1065,432,207,635,429,708,1133,32,34,68,1756,2019,3769,2439,2978,5417,561,642,1200,315,376,695,382,506,888,21,21,42,3726,4515,8241,400,551,954,361,747,1108,19,35,50,785,1325,2112,6118,6221,12345,25961,27095,53050
CED116,1333,1215,2553,4433,4160,8595,744,701,1447,387,425,806,5562,5285,10848,2941,2912,5847,759,785,1542,534,457,990,4232,4150,8387,142,143,283,95,178,268,529,305,832,343,669,1013,18,21,43,1131,1308,2438,399,624,1019,176,378,553,75,144,219,355,821,1172,4,11,16,1016,1972,2986,77,104,184,151,381,529,9,13,23,236,498,738,6775,6398,13169,20279,20828,41106
CED117,1207,1133,2333,3630,3435,7061,934,870,1806,511,445,953,5071,4748,9822,1446,1368,2810,842,928,1772,908,669,1575,3195,2966,6157,185,194,381,242,338,578,245,143,387,496,679,1176,10,14,18,1175,1366,2543,2109,2400,4509,1134,1459,2590,283,367,649,1299,2043,3338,14,18,35,4839,6291,11131,238,311,545,397,591,988,4,7,13,636,910,1543,5824,5732,11559,21945,23148,45091
CED118,1889,1707,3594,6285,5775,12056,1721,1776,3492,805,685,1490,8807,8230,17035,3728,3476,7199,1702,1630,3327,675,650,1323,6097,5751,11856,305,272,576,222,366,593,497,241,734,443,772,1220,10,18,31,1484,1670,3154,2180,2301,4483,676,796,1472,332,388,716,722,1002,1720,17,15,37,3919,4513,8432,350,322,674,315,571,879,6,11,18,675,902,1572,5071,4249,9321,27938,27028,54971
CED119,1691,1553,3248,4861,4587,9448,1631,1611,3240,519,441,963,7003,6641,13648,3225,3073,6297,1456,1430,2890,637,661,1293,5318,5159,10477,154,199,350,83,145,230,740,281,1022,351,556,906,13,12,26,1344,1197,2539,1591,2021,3610,312,420,730,247,334,580,611,1071,1680,16,16,33,2774,3862,6638,112,124,234,214,398,610,0,8,8,329,524,852,2655,2629,5277,21117,21563,42687
CED120,1610,1560,3173,5299,4860,10158,1289,1331,2627,733,683,1414,7327,6873,14202,3139,3059,6199,1365,1330,2691,704,752,1454,5208,5136,10350,141,198,333,54,143,192,870,376,1249,361,685,1046,17,20,33,1439,1417,2852,752,1172,1922,214,420,640,150,234,386,390,906,1295,4,13,17,1517,2740,4261,88,122,209,156,408,563,4,5,9,248,537,781,5225,4831,10057,22574,23099,45674
CED121,1564,1488,3045,4736,4677,9414,1129,1108,2243,873,808,1678,6739,6591,13327,3240,3146,6387,946,958,1906,819,830,1650,5003,4937,9941,192,232,429,76,201,279,590,412,1007,444,845,1283,13,8,18,1320,1694,3017,641,870,1510,228,423,653,132,206,334,403,797,1200,3,8,12,1403,2303,3707,124,111,231,171,429,603,10,18,24,298,555,859,6170,5353,11525,22499,22921,45421
CED122,1379,1292,2671,3111,2932,6050,1833,1757,3591,876,839,1717,5826,5532,11357,1431,1423,2851,1784,1697,3485,986,952,1939,4200,4068,8271,263,286,551,292,438,724,369,197,570,522,731,1252,16,14,30,1460,1663,3129,6761,6759,13518,2382,1947,4330,333,370,708,1012,1486,2502,34,40,76,10523,10606,21134,351,475,823,467,679,1143,7,12,18,822,1162,1986,8228,6698,14925,32436,31024,63465
CED123,1835,1623,3457,5396,5145,10540,1508,1575,3084,786,810,1604,7693,7531,15224,2837,3007,5844,1905,1757,3667,774,701,1478,5517,5467,10987,196,266,458,152,373,531,804,399,1198,454,828,1282,19,13,33,1627,1877,3504,1206,1524,2730,463,588,1052,234,340,574,501,951,1456,18,13,30,2424,3423,5844,147,196,340,201,520,722,5,15,22,352,728,1076,5779,5621,11401,25217,26273,51481
CED124,1235,1175,2411,4255,3933,8189,877,891,1770,479,456,942,5618,5283,10900,3018,3030,6051,919,873,1795,455,478,926,4394,4377,8770,154,223,371,111,274,378,492,298,795,315,781,1096,23,12,31,1094,1584,2671,283,494,775,111,272,383,65,132,194,252,647,903,6,7,13,713,1559,2274,54,103,158,114,328,439,4,8,20,176,436,612,5629,5934,11566,18859,20350,39210
CED125,1603,1458,3066,5696,5327,11028,1360,1352,2716,869,828,1702,7931,7503,15436,3442,3425,6864,1732,1583,3311,607,570,1176,5780,5572,11352,241,280,523,172,323,494,685,324,1009,409,695,1104,16,17,34,1529,1637,3166,1464,1851,3320,455,641,1097,222,292,514,467,801,1269,13,27,43,2626,3609,6236,174,281,453,222,538,758,10,11,22,405,828,1232,4897,5262,10162,24781,25875,50657
CED126,1593,1412,3010,5018,4774,9794,952,900,1855,953,853,1803,6927,6527,13447,2771,2680,5451,1436,1293,2734,1265,1105,2368,5465,5084,10549,150,143,293,152,207,361,601,262,859,423,639,1057,14,10,18,1332,1260,2591,1451,1620,3074,328,470,804,265,273,541,584,913,1492,8,14,24,2639,3294,5935,114,127,243,255,486,741,8,5,11,379,617,998,3742,4209,7949,22077,22407,44483
CED127,1452,1319,2772,4350,4195,8554,1074,998,2070,867,748,1616,6292,5945,12237,2703,2702,5404,1128,1082,2212,1038,1004,2038,4868,4794,9660,172,232,412,103,193,297,721,341,1059,453,752,1204,11,14,21,1457,1528,2986,1058,1414,2467,315,503,821,165,269,443,605,1250,1853,14,11,22,2150,3449,5602,95,140,239,177,408,590,7,10,11,272,563,837,3891,4042,7935,20377,21639,42019
CED128,1455,1318,2770,5015,4624,9632,1826,1984,3811,522,518,1043,7357,7130,14482,3589,3312,6900,1702,1845,3544,408,479,885,5697,5637,11329,382,375,751,316,577,900,626,259,885,485,698,1182,29,17,44,1831,1934,3763,1936,2339,4277,495,607,1105,290,339,627,413,661,1078,15,23,36,3150,3975,7129,419,586,1004,322,640,963,13,12,29,753,1237,1996,5037,5339,10376,25280,26564,51849
CED129,1718,1641,3364,5495,5201,10692,1811,1715,3535,906,872,1775,8212,7788,16005,3175,3070,6244,1699,1726,3422,1254,1216,2468,6129,6006,12135,204,209,415,146,310,455,506,204,709,341,592,932,11,15,24,1210,1327,2542,2390,2580,4968,465,611,1080,412,362,775,741,957,1701,12,36,49,4025,4541,8566,192,279,469,222,436,664,6,6,13,425,724,1140,2358,2569,4928,24074,24605,48680
CED130,1498,1374,2872,4609,4419,9027,1401,1373,2779,620,626,1239,6629,6417,13043,3345,3132,6477,766,882,1653,840,1039,1880,4956,5063,10013,139,184,322,117,211,322,454,391,846,435,830,1267,15,15,35,1154,1627,2784,989,1374,2357,375,577,959,163,280,441,425,921,1344,18,15,33,1968,3166,5136,88,99,187,154,322,471,7,5,18,244,430,675,7187,7379,14567,23632,25456,49088
CED131,1538,1283,2820,4237,4030,8263,1129,1041,2168,541,531,1074,5909,5597,11504,2825,2717,5544,855,814,1677,697,626,1326,4385,4158,8543,237,322,561,255,307,563,519,372,893,613,839,1451,19,15,29,1640,1852,3491,3070,3504,6574,1366,1362,2728,358,431,790,1047,1513,2559,16,22,36,5865,6822,12684,92,131,220,220,390,611,9,20,23,324,541,859,4393,4741,9132,24040,24994,49035
CED132,1556,1431,2993,4072,4067,8141,1145,1025,2168,816,782,1601,6034,5876,11912,1274,1523,2795,2162,1086,3248,1715,1401,3116,5151,4008,9159,124,169,294,186,345,532,158,116,274,420,740,1153,4,8,18,895,1378,2271,2442,2653,5098,829,1093,1930,320,350,666,1235,1692,2931,17,24,48,4848,5818,10668,179,284,462,336,650,985,5,12,17,521,945,1463,4594,4920,9521,23606,24382,47988
CED133,1394,1313,2706,4733,4338,9065,1232,1196,2424,616,581,1197,6575,6111,12688,3323,3295,6617,1201,1280,2478,450,436,879,4971,5015,9981,188,272,458,125,360,485,509,407,913,443,940,1380,20,15,37,1285,1988,3276,399,631,1031,320,498,815,120,204,317,453,992,1449,3,9,9,1296,2332,3626,100,108,214,147,370,517,11,10,17,264,489,751,6957,6757,13717,22739,24007,46743
CED134,1626,1592,3221,4542,4283,8830,1782,1824,3605,445,390,841,6773,6501,13273,3187,3050,6243,674,757,1430,412,441,846,4271,4248,8523,134,199,333,77,248,323,488,367,849,425,901,1324,10,17,31,1129,1736,2864,212,416,635,92,231,324,64,170,238,332,840,1167,5,15,19,711,1675,2385,70,93,166,137,287,422,11,16,21,209,397,608,8395,8239,16635,23123,24378,47504
CED135,1630,1422,3054,5388,4873,10255,1490,1533,3025,418,433,850,7300,6840,14134,3130,2923,6061,1389,1330,2713,724,450,1175,5244,4701,9949,360,275,635,353,677,1026,352,189,541,542,950,1494,29,21,45,1632,2113,3742,3184,3072,6259,1653,1616,3273,374,350,724,867,1046,1912,25,28,49,6095,6110,12211,544,529,1077,445,799,1240,13,12,30,1003,1336,2340,6704,6495,13201,29609,29015,58630
CED136,1640,1465,3100,5075,4742,9820,1307,1234,2540,693,635,1327,7077,6615,13691,3359,3191,6547,879,888,1773,763,656,1420,5003,4737,9745,207,247,456,80,206,284,551,410,961,469,834,1306,20,19,33,1327,1710,3040,591,902,1494,239,486,724,150,230,384,436,869,1308,5,6,11,1425,2497,3924,83,126,214,184,429,610,11,5,16,284,559,841,5361,5560,10922,22111,23150,45259
CED137,1334,1178,2509,3487,3411,6897,1434,1403,2836,633,680,1313,5557,5494,11049,2084,2154,4239,1391,1321,2710,895,1059,1956,4369,4530,8904,375,356,731,464,633,1094,282,143,432,510,754,1270,7,14,22,1645,1897,3544,4421,4804,9228,1923,1883,3804,444,375,822,1046,1257,2305,26,50,73,7864,8368,16228,574,636,1210,539,820,1360,7,19,29,1122,1471,2599,7461,6238,13703,29357,29175,58534
CED138,1185,1040,2229,3773,3408,7181,1291,1305,2596,795,793,1592,5857,5515,11370,2516,2488,5003,1174,1288,2461,666,733,1393,4351,4508,8863,147,178,332,129,334,464,420,252,668,386,835,1217,12,19,30,1093,1618,2716,502,711,1208,345,561,909,112,180,292,415,1034,1448,14,13,26,1387,2498,3879,87,120,209,202,379,580,8,7,14,294,509,802,6958,7459,14412,21127,23154,44275
CED139,1518,1385,2906,4604,4397,9003,1907,1893,3804,468,401,872,6980,6693,13675,2992,2905,5897,1392,1472,2859,575,593,1169,4958,4972,9925,199,187,385,115,207,324,628,461,1085,426,934,1361,16,18,43,1387,1807,3193,616,1298,1910,232,443,674,108,275,384,423,946,1373,3,9,21,1382,2964,4349,172,119,287,139,311,449,6,5,15,318,432,754,7228,6542,13769,23778,24799,48573
CED140,1389,1302,2689,4162,3958,8125,815,832,1645,749,688,1442,5733,5475,11212,2928,2885,5817,755,708,1463,772,771,1547,4456,4365,8819,153,185,335,97,190,296,531,295,829,394,752,1144,10,15,28,1201,1435,2630,948,1229,2179,346,546,887,222,239,459,525,1009,1532,11,11,23,2041,3041,5081,95,131,228,215,412,631,0,13,17,312,557,871,4298,4704,9000,19427,20880,40304
CED141,1486,1384,2872,4807,4488,9299,1029,919,1948,383,395,777,6220,5805,12023,3314,3230,6546,797,759,1552,525,487,1012,4642,4471,9110,166,187,354,71,167,247,633,351,985,375,671,1045,12,13,18,1254,1395,2648,983,1187,2174,249,482,734,179,241,424,469,919,1389,10,6,16,1892,2832,4730,66,105,169,160,353,519,0,3,9,230,464,691,3655,4018,7671,19380,20367,39742
CED142,665,640,1308,1564,1562,3130,301,352,657,355,300,659,2221,2219,4442,803,848,1650,321,513,838,522,500,1030,1648,1867,3515,601,643,1244,864,1162,2023,273,268,542,856,1006,1867,20,23,44,2620,3099,5713,7291,9858,17150,3313,3338,6644,390,507,890,2041,2217,4262,32,44,79,13066,15969,29032,1541,2089,3630,1223,1562,2782,17,41,56,2783,3692,6473,14095,11272,25366,37091,38748,75838
CED143,1542,1438,2980,4476,4355,8829,1010,961,1973,1135,973,2107,6623,6285,12906,1638,1831,3468,1323,1165,2488,1631,1593,3227,4591,4592,9183,122,112,228,114,217,334,254,154,409,401,674,1076,3,7,12,894,1165,2060,1632,1833,3467,435,660,1095,272,302,570,816,1297,2116,8,20,25,3161,4114,7274,126,160,284,353,624,973,0,5,10,480,787,1270,4509,4936,9445,21803,23312,45111
CED144,1462,1284,2746,4586,4144,8733,1830,1788,3612,1224,1252,2473,7633,7183,14823,3144,3287,6425,1652,1509,3162,1005,882,1889,5803,5672,11481,422,364,790,462,666,1131,450,189,643,459,778,1236,17,17,35,1809,2025,3832,3314,3248,6560,1648,1181,2828,336,328,660,673,806,1477,45,34,80,6004,5595,11600,568,612,1174,420,756,1172,21,24,52,1010,1385,2399,5888,5886,11773,29613,29036,58652
CED145,1362,1186,2552,2432,2378,4816,559,650,1213,1748,1604,3355,4748,4639,9388,494,487,978,551,628,1182,2359,2363,4725,3404,3488,6886,92,126,211,161,248,404,162,132,298,435,605,1040,4,13,16,850,1120,1967,1622,1917,3541,595,874,1470,259,286,544,1055,1496,2548,19,20,42,3551,4589,8141,176,254,429,508,769,1274,10,13,18,685,1036,1729,7006,7775,14776,21605,23826,45437
CED146,1489,1337,2833,5671,5198,10867,1666,1707,3368,1301,1286,2583,8634,8188,16828,4289,4083,8370,1785,1774,3560,1024,1119,2141,7094,6974,14066,340,288,631,205,439,640,612,257,870,387,699,1092,23,25,51,1565,1716,3283,2278,2889,5171,458,567,1025,329,376,706,428,746,1180,17,21,40,3509,4612,8122,272,378,648,263,543,804,22,22,37,559,935,1493,5870,6228,12094,28725,29988,58718
CED147,1688,1493,3179,4823,4581,9404,1173,1201,2368,644,595,1240,6641,6374,13022,3214,3115,6326,1391,1400,2795,614,837,1448,5217,5349,10566,180,212,396,107,251,360,667,366,1034,374,681,1051,24,15,40,1354,1528,2878,716,1129,1850,219,390,609,138,238,375,388,775,1169,3,13,20,1468,2551,4018,102,148,249,179,485,666,3,12,13,286,643,927,4641,4966,9611,21296,22906,44205
CED194,32,19,49,85,106,191,8,10,21,14,15,36,107,131,243,63,32,97,5,10,16,10,19,25,75,55,134,15,20,43,17,30,44,29,15,44,31,53,78,5,0,9,97,120,217,110,123,228,64,76,139,10,10,17,31,42,71,0,4,7,209,254,461,26,38,60,37,33,65,0,0,4,60,69,129,2231,1127,3360,2819,1779,4593
CED197,0,0,0,3,7,10,0,0,0,0,0,0,4,7,10,4,10,9,0,4,3,0,0,0,3,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,3,3,7,21,33,46,29,62,93
CED201,1091,1036,2130,4096,3733,7825,914,871,1779,530,449,984,5538,5047,10591,2808,2951,5759,1214,1062,2273,771,737,1510,4793,4750,9548,293,309,606,143,249,390,450,209,659,375,488,871,15,8,17,1281,1260,2547,1893,2076,3966,391,521,914,200,262,464,425,687,1113,7,6,16,2922,3549,6467,140,209,354,267,558,824,4,5,14,416,774,1191,2853,2980,5834,18899,19397,38299
CED202,1322,1236,2555,4362,4112,8473,1622,1652,3274,721,748,1470,6703,6512,13216,2297,2313,4604,1684,1551,3233,1026,1100,2128,5010,4959,9966,228,213,441,82,156,239,375,220,597,337,467,806,15,15,29,1037,1074,2114,1399,1872,3266,457,725,1180,163,255,411,537,1089,1622,15,14,27,2571,3946,6512,189,181,371,272,477,750,4,9,12,468,668,1135,5332,5809,11145,22437,24205,46643
CED203,1222,1141,2369,3965,3653,7617,1217,1199,2422,342,386,728,5522,5237,10761,2233,1951,4188,1010,1114,2126,524,534,1061,3775,3604,7373,345,355,696,370,489,860,263,118,385,469,559,1029,17,8,24,1471,1518,2994,3187,3813,6998,1849,1932,3785,234,309,539,969,1579,2542,16,21,37,6255,7657,13907,335,346,681,367,663,1036,3,3,8,706,1019,1720,5889,6298,12183,24836,26471,51309
CED204,1258,1107,2371,4275,3902,8176,1555,1470,3031,531,546,1080,6363,5921,12284,2777,2692,5470,1213,1146,2356,782,795,1573,4767,4630,9400,255,297,549,134,252,389,390,234,623,314,513,827,11,6,17,1096,1309,2407,940,1616,2554,292,521,809,94,169,263,395,847,1241,6,16,18,1734,3161,4895,109,138,245,217,428,651,11,16,24,336,585,915,6610,6320,12935,22166,23029,45195
CED205,1177,1049,2223,4236,4021,8251,1025,965,1988,457,462,922,5723,5443,11164,3483,3223,6704,848,854,1702,850,773,1618,5178,4844,10024,606,451,1054,389,487,879,266,119,389,425,530,954,17,13,31,1694,1607,3301,3441,3199,6636,1100,1050,2147,227,255,482,492,639,1136,27,23,52,5281,5169,10452,472,467,939,501,748,1251,16,19,30,987,1232,2223,4951,4822,9767,24993,24160,49154
CED206,1165,1108,2269,4365,3986,8349,1817,1763,3577,1037,1094,2134,7223,6839,14056,3512,3456,6970,1395,1495,2897,1282,1353,2637,6190,6315,12505,577,492,1066,316,479,794,453,202,654,380,459,844,32,18,49,1756,1651,3403,2414,2843,5258,601,639,1246,260,293,559,381,532,912,20,26,54,3681,4337,8025,502,597,1099,413,772,1186,22,22,40,940,1390,2326,5904,5909,11808,26854,27542,54394
CED207,1398,1226,2631,4678,4312,8991,987,970,1957,632,603,1239,6296,5884,12187,3056,2981,6033,844,939,1782,876,1002,1879,4776,4918,9695,237,319,559,114,175,286,749,273,1029,446,494,940,11,11,20,1566,1273,2839,894,1255,2148,213,410,623,131,189,321,350,778,1130,4,23,20,1593,2651,4244,119,163,284,284,529,809,10,7,15,414,704,1118,3841,4078,7916,19887,20734,40621
CED208,1248,1187,2432,4126,3803,7928,1144,1103,2255,451,612,1060,5721,5515,11242,2616,2277,4891,1064,1084,2149,1058,1360,2426,4744,4720,9467,635,434,1068,431,499,932,292,131,425,429,540,969,8,5,17,1803,1614,3412,7509,7857,15370,2291,2129,4420,356,342,696,731,987,1723,37,28,68,10931,11345,22278,377,356,726,423,697,1123,6,11,17,810,1062,1870,4181,4523,8705,29442,29963,59400
CED209,1447,1294,2740,4788,4459,9249,1445,1383,2829,727,654,1387,6967,6498,13464,2501,2170,4679,1395,1561,2958,1160,1081,2236,5052,4819,9871,217,234,456,80,168,251,454,211,672,373,531,904,9,7,12,1138,1159,2297,1790,2095,3882,575,661,1231,171,245,419,459,965,1426,4,21,24,3004,3980,6979,118,150,270,246,474,716,3,11,15,371,631,1001,4665,4839,9501,22638,23212,45851
CED210,1187,1063,2253,3731,3606,7336,1364,1310,2668,593,594,1189,5686,5512,11195,2434,2136,4565,1181,1474,2656,1213,1020,2229,4821,4629,9451,288,355,637,139,308,446,417,263,677,404,548,949,10,13,22,1259,1485,2742,1139,1541,2682,434,595,1028,152,221,374,423,806,1230,9,12,25,2158,3170,5333,214,273,487,314,555,870,11,10,23,540,844,1385,6203,5692,11890,21850,22390,44239
CED211,1404,1328,2731,4623,4309,8930,974,1049,2030,510,484,995,6105,5845,11947,2980,2694,5674,922,922,1843,858,926,1787,4763,4539,9306,333,267,600,225,316,537,381,137,512,368,533,906,11,11,15,1317,1263,2577,1962,2064,4023,632,755,1384,189,255,446,619,980,1602,14,14,35,3416,4074,7492,231,249,478,337,686,1029,9,10,17,579,948,1520,3129,3647,6772,20711,21643,42358
