CED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED140,0,0,16,57,39,39,12,7,3,181,5,42,56,304,143,159,66,14,9,786,0,0,4,56,27,41,30,24,13,196,4,43,28,103,158,149,206,126,57,873,6,13,13,26,30,16,7,3,3,117,0,56,104,259,221,151,121,63,11,974,0,0,0,0,14,8,7,12,4,58,0,3,3,44,28,20,25,12,3,131,0,7,4,37,12,9,0,0,0,70,11,21,37,163,63,18,4,3,0,314,0,0,0,0,4,12,0,0,0,13,0,0,0,21,24,11,4,4,0,62,14,71,49,170,119,89,77,9,9,604,3,8,7,63,40,24,12,4,0,159,0,9,5,47,34,51,47,34,14,242,0,7,14,54,29,20,14,0,0,142,23,99,85,676,390,349,396,250,99,2374,342,705,782,1903,1181,1277,1207,920,722,9032,8064,17036,15875,32466,19553,19177,16549,9626,4747,143103
CED141,0,0,3,27,20,19,3,3,0,76,3,27,53,180,83,87,29,7,3,472,0,0,0,18,10,33,28,24,35,139,4,14,16,72,102,126,212,124,40,709,0,0,3,8,11,12,5,11,0,59,0,27,45,127,84,67,40,16,7,411,0,0,0,4,12,15,12,15,3,68,0,4,0,28,15,11,14,11,0,87,0,3,3,6,0,5,0,3,0,19,5,19,19,98,20,11,4,0,0,175,0,0,0,11,32,57,62,44,14,222,0,0,0,9,8,6,0,0,0,20,3,55,32,84,60,58,31,17,3,342,0,3,13,39,31,6,9,3,0,94,0,3,9,25,45,34,40,26,8,191,0,0,4,37,10,15,4,0,0,65,9,65,56,328,227,186,250,147,80,1349,269,559,606,1516,1025,1022,1095,804,364,7253,8431,17837,16881,32529,19421,19055,16678,9814,3838,144482
CED142,3,3,15,72,44,27,12,6,0,188,0,27,154,1105,207,160,80,16,3,1747,3,3,23,341,38,79,61,32,8,577,4,0,68,495,138,128,82,31,10,960,9,24,269,635,96,80,40,16,3,1170,7,7,113,651,145,123,72,20,3,1138,0,0,0,51,27,33,33,27,8,181,0,0,59,249,42,21,21,7,0,399,7,6,214,971,67,54,30,3,0,1356,30,37,782,5378,303,111,24,9,0,6674,0,0,5,56,23,30,16,14,0,140,0,3,24,227,76,43,35,16,4,437,49,85,436,1385,279,170,106,29,3,2548,11,18,418,911,223,292,150,60,17,2092,0,0,23,149,40,20,17,5,0,254,0,0,14,66,26,10,9,0,0,128,82,153,1427,6834,959,775,755,503,159,11654,690,676,4607,12256,2674,2044,1292,657,252,25144,6807,6904,36590,98772,20469,15144,9616,4433,1456,200181
CED143,0,0,3,42,81,37,14,16,3,201,8,39,63,411,139,127,48,13,3,859,3,5,8,176,33,58,34,14,20,358,0,54,32,375,266,175,151,98,32,1189,23,108,58,97,64,43,35,14,5,440,30,113,109,1062,425,285,199,63,15,2307,0,0,4,37,28,33,20,26,11,148,0,5,0,89,38,33,26,6,5,204,5,11,10,101,36,33,14,0,0,217,15,27,48,277,75,50,3,3,0,499,0,0,8,17,22,12,9,5,0,80,0,7,3,70,37,22,23,8,7,181,67,313,213,823,367,193,118,25,14,2131,3,7,43,130,57,34,18,8,3,293,6,14,17,164,100,37,42,26,6,418,0,0,8,78,67,47,15,3,5,227,85,357,399,3641,935,494,434,229,136,6708,450,792,825,3092,1269,1001,790,492,335,9045,9147,18859,14499,45608,21450,15582,12107,6545,3536,147333
CED144,0,4,7,23,21,17,12,14,4,98,31,92,198,1080,458,407,211,36,17,2515,0,0,3,71,38,50,44,36,32,277,0,0,6,20,26,23,45,28,11,156,3,23,33,88,36,58,27,6,6,279,0,9,29,91,56,38,29,12,3,276,0,0,0,12,28,21,29,23,8,129,0,16,30,229,93,157,97,47,24,686,3,6,33,181,38,38,22,3,4,323,9,21,73,427,80,78,29,7,3,721,0,3,3,51,68,76,66,36,12,311,4,3,10,117,95,53,46,21,8,354,12,42,42,106,38,20,14,3,0,265,13,99,468,1669,1243,1220,412,182,88,5400,0,0,3,7,6,3,6,3,0,35,0,3,10,30,11,6,0,0,0,55,132,491,791,3308,1812,1376,984,569,217,9681,734,1169,1337,3343,1455,1188,907,617,320,11064,12542,22666,23952,53491,21946,17647,11626,7494,3434,174806
CED145,0,5,13,58,40,21,10,7,5,145,5,42,68,431,140,84,41,7,3,830,0,3,8,234,29,90,123,65,143,698,0,8,30,335,117,101,102,67,20,787,23,94,54,160,59,65,53,36,12,554,20,86,339,1785,1006,928,590,333,128,5217,0,0,0,22,25,25,18,26,6,127,0,3,8,68,25,22,17,18,3,159,6,4,11,96,22,14,4,0,0,168,8,23,48,275,66,25,24,4,0,472,0,0,0,30,17,6,3,4,3,58,0,0,3,82,36,9,9,12,5,154,78,259,204,997,291,173,113,27,13,2162,0,5,23,150,61,20,13,3,5,279,6,3,6,173,39,14,19,10,3,272,0,0,10,65,56,33,18,16,4,196,83,242,772,4885,1139,1082,1448,783,590,11016,644,950,1257,5976,1777,1352,1234,903,651,14741,8142,14239,13742,55061,18477,14023,11753,6598,3919,145949
CED146,0,3,3,13,12,8,4,0,0,42,17,89,268,1269,813,803,301,71,30,3671,0,0,8,116,76,173,95,49,19,533,0,3,3,28,44,76,86,34,15,288,4,6,15,33,22,17,16,7,0,122,3,3,37,123,86,68,50,14,8,390,0,0,18,153,148,157,126,75,11,680,0,20,29,147,106,97,48,19,16,472,0,4,9,33,16,10,3,0,0,90,3,9,52,407,93,73,28,5,0,669,0,3,32,215,210,199,165,33,7,869,7,25,52,199,185,69,36,16,0,584,4,49,53,82,27,8,6,3,0,245,19,100,358,2845,1728,1444,419,153,59,7121,0,3,0,11,3,12,6,3,0,36,0,44,95,127,66,16,0,0,0,352,61,427,775,3410,2601,2108,1322,531,150,11388,713,1565,1538,3091,1643,1271,935,632,375,11766,12414,26676,25569,47652,23207,18094,10341,5151,1801,170909
CED147,0,0,0,26,22,19,7,9,0,83,5,31,61,261,127,146,66,13,7,723,0,3,0,45,21,53,60,29,21,237,0,19,10,53,226,296,322,257,81,1266,0,17,14,16,10,12,7,8,0,87,3,33,47,141,68,54,76,29,14,459,0,0,0,11,44,55,56,52,15,232,0,5,6,31,18,19,7,7,3,90,0,8,8,31,13,5,5,3,0,75,6,22,33,107,45,21,7,0,0,229,0,7,25,184,360,412,419,150,35,1595,0,5,6,79,82,36,46,16,4,267,12,15,52,92,68,43,58,12,8,363,3,8,18,109,51,68,25,5,3,292,0,5,6,20,86,88,95,64,21,383,0,3,4,33,19,14,4,3,0,81,26,115,122,546,567,751,604,447,210,3382,369,838,857,1996,1316,1355,1304,874,329,9238,9155,19914,18581,34960,20148,19278,16766,9841,3641,152280
CED194,0,0,0,5,6,4,0,0,0,16,3,6,8,46,11,15,3,3,0,89,0,0,3,6,0,4,4,0,0,18,0,0,3,17,3,14,11,7,0,50,0,0,3,7,3,0,0,0,0,13,3,7,4,34,6,15,14,0,0,77,0,0,0,3,3,3,3,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,12,55,3,0,0,0,0,74,0,0,8,27,4,0,0,0,0,39,0,0,0,3,3,3,0,0,0,5,0,0,0,10,6,3,0,0,0,18,5,5,27,25,7,11,6,0,0,82,0,0,16,27,9,10,3,0,0,76,0,0,5,4,3,0,5,0,0,19,0,0,0,3,0,7,0,0,0,9,14,15,54,172,68,43,25,8,0,398,36,56,328,934,338,284,200,60,15,2248,338,402,1876,4599,1798,1722,1196,282,78,12288
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,10,4,0,3,9,5,6,11,3,0,36,14,22,25,62,50,74,108,42,10,412
CED201,0,0,6,20,25,10,0,0,0,63,6,66,126,475,240,209,106,16,11,1251,0,6,3,100,62,154,75,17,54,469,0,12,16,66,105,177,191,110,41,712,11,112,159,208,157,143,63,11,3,881,4,48,109,283,189,198,129,43,14,1005,0,0,0,22,46,48,45,30,15,205,15,129,276,1037,625,558,329,89,29,3082,8,8,12,144,25,49,16,0,0,264,3,25,40,175,47,25,5,0,0,321,0,0,0,12,10,9,15,6,0,53,0,0,4,18,32,33,18,13,0,112,7,42,48,105,62,33,24,6,3,331,6,24,48,398,334,291,89,26,11,1215,0,3,3,10,39,24,30,22,8,143,0,3,9,47,9,20,12,4,0,104,12,93,208,836,541,533,448,370,234,3268,256,421,555,1439,810,821,673,460,230,5668,7866,15960,18204,36200,19554,17628,11857,6138,2603,136018
CED202,0,0,7,20,22,3,0,0,0,56,9,61,55,237,73,69,17,3,0,525,0,3,0,32,4,10,14,8,15,97,0,11,23,70,94,129,199,92,29,650,3,13,4,30,19,11,3,0,0,88,0,25,39,116,65,49,37,9,0,350,0,0,0,4,17,32,22,20,8,111,5,17,11,80,24,15,18,3,3,171,0,0,4,40,3,0,0,0,0,47,3,13,28,77,20,10,4,0,0,155,0,0,0,4,16,4,13,7,0,48,0,0,0,10,6,5,0,0,0,27,7,32,38,98,57,82,60,3,3,375,3,5,18,71,25,10,3,0,0,142,0,3,0,17,27,22,31,23,7,125,0,0,19,30,8,8,11,0,0,83,16,86,140,406,238,226,185,147,59,1502,493,954,1195,2529,1673,1618,1508,876,399,11239,9644,19880,19905,37341,20892,19794,15729,7893,3412,154483
CED203,0,0,0,53,15,4,3,0,0,74,10,45,90,510,139,117,67,24,4,1011,0,0,4,89,24,47,31,21,20,231,0,12,12,161,81,76,76,34,16,476,8,23,39,184,52,21,11,3,0,347,0,4,37,234,53,34,19,3,0,386,0,0,0,23,30,40,35,38,12,175,8,28,100,475,98,104,70,29,4,909,3,8,32,200,19,10,3,3,0,271,13,18,78,253,51,21,3,0,0,443,0,11,9,194,210,275,317,235,60,1306,0,0,3,87,81,31,25,25,3,262,14,58,66,337,104,47,29,9,3,669,30,67,503,1034,556,453,178,70,25,2926,0,0,3,44,11,10,12,4,4,89,0,0,12,57,10,12,0,0,0,93,197,387,568,2556,659,555,416,281,123,5733,584,831,1364,4230,1558,1250,947,846,497,12108,9670,15946,20131,56576,21025,15403,10818,8437,3953,161964
CED204,0,3,0,46,23,8,3,0,0,81,11,45,53,215,87,58,21,8,0,501,0,0,0,14,0,9,11,6,17,65,0,4,13,56,71,107,139,74,28,486,0,0,11,21,5,19,7,3,0,69,3,21,51,110,56,44,40,11,3,344,0,0,0,3,10,7,15,17,0,54,0,19,15,75,30,31,21,12,8,214,0,3,23,132,3,6,0,0,0,167,20,155,139,92,17,11,3,0,0,434,0,0,0,0,3,3,3,0,0,18,0,0,3,10,3,0,4,0,0,20,3,31,23,82,52,59,55,6,5,320,0,8,20,78,28,5,3,0,0,146,0,4,4,18,16,23,36,12,3,118,0,3,8,18,11,6,7,0,0,50,8,57,99,274,166,157,150,90,28,1034,536,1067,1120,2615,1760,1832,1570,1007,554,12066,9136,18903,18394,35005,20184,20411,16144,8506,3757,150431
CED205,0,0,7,20,9,0,0,0,0,40,23,80,210,653,317,204,74,25,11,1599,0,0,18,99,98,221,146,95,56,723,0,8,7,37,49,73,146,115,56,492,18,167,196,252,113,126,83,25,3,979,7,45,82,167,126,107,104,51,10,693,0,0,7,97,100,143,121,102,33,607,75,535,820,3303,1230,983,634,309,131,8020,3,12,56,274,68,74,34,6,7,540,21,125,109,255,61,32,11,3,0,619,0,0,4,62,42,64,48,24,7,258,3,3,22,95,134,115,103,55,30,561,13,66,54,74,53,29,18,11,8,323,20,79,320,1692,1201,953,344,138,73,4820,0,0,4,7,7,17,17,19,11,74,0,6,26,72,14,6,10,0,0,127,91,390,721,2074,1107,1045,847,559,178,7014,517,828,1097,2498,1106,1002,928,720,460,9157,9076,17412,21666,44934,19564,17092,14233,9220,3812,157011
CED206,0,3,9,18,14,0,3,0,0,50,25,140,236,842,496,474,177,44,19,2456,0,0,3,78,64,145,94,35,30,441,0,4,7,25,60,89,90,51,17,353,12,33,47,54,41,36,23,3,0,249,0,6,23,67,35,31,25,8,0,195,0,0,7,25,69,100,96,63,7,367,19,139,230,749,616,340,190,70,23,2372,0,3,5,42,6,11,3,0,0,71,5,35,26,163,38,20,7,0,0,293,4,12,14,148,231,341,271,94,29,1144,28,91,266,1619,1774,990,549,207,37,5558,9,43,43,70,43,20,10,4,0,242,6,38,93,704,657,444,152,74,26,2203,0,0,0,0,8,10,5,6,3,37,0,3,18,33,9,4,3,0,0,71,116,584,827,2538,1661,1427,926,456,137,8673,686,1345,1382,3047,1616,1383,1093,550,216,11327,10858,22592,25166,44848,23501,18597,12150,5806,1893,165406
CED207,0,0,0,30,33,11,5,3,0,76,3,33,52,192,114,77,34,9,0,508,0,5,6,42,29,61,46,32,19,247,3,9,19,83,151,192,218,116,31,818,3,13,25,32,36,14,7,0,0,128,0,38,91,216,161,109,80,29,11,733,0,0,0,0,10,17,19,13,0,59,5,7,14,139,53,78,37,21,7,352,0,4,6,35,11,4,0,0,0,61,6,41,32,116,34,4,0,0,0,238,0,0,0,3,11,12,14,5,0,49,0,0,0,14,12,0,3,5,0,27,5,20,42,107,77,62,61,5,0,394,0,3,28,77,28,17,6,0,0,172,0,0,8,19,35,49,23,21,9,166,0,0,10,31,22,19,0,0,0,87,14,55,101,440,297,277,247,180,60,1668,373,695,782,1980,1255,1141,1003,565,324,8120,9089,18290,17762,36786,20147,18057,13756,6326,2548,142766
CED208,4,3,4,27,26,13,3,0,0,82,15,53,126,546,166,127,62,16,0,1126,0,12,3,100,62,138,106,57,29,513,0,13,19,59,75,88,120,92,53,510,14,116,491,380,136,120,69,11,8,1346,4,31,119,242,156,92,63,39,11,765,0,0,3,13,30,33,27,34,9,143,45,192,682,1647,471,366,304,120,54,3872,10,31,116,499,69,87,32,6,3,854,12,23,97,298,85,32,22,7,0,574,0,0,0,12,16,18,14,15,7,82,0,0,5,29,25,8,7,9,3,95,37,68,130,154,85,43,43,9,0,562,16,38,344,772,436,475,205,73,32,2392,0,0,9,13,16,11,12,20,4,81,0,8,40,74,24,15,11,0,0,162,65,238,523,1427,583,535,527,460,220,4576,405,600,1254,2335,953,837,716,713,459,8281,8409,16681,29914,46924,20204,15963,11994,9552,4788,164433
CED209,0,3,0,28,18,10,3,0,0,73,4,30,48,164,75,59,34,3,0,425,0,0,3,37,15,23,24,14,22,130,3,27,21,91,119,151,192,120,41,767,0,11,19,35,31,19,10,0,0,137,7,33,53,168,112,63,45,19,6,504,0,0,0,5,22,22,25,19,3,103,0,17,54,83,29,25,13,10,4,237,0,3,4,31,8,0,0,0,0,49,8,13,20,61,28,7,4,0,0,136,0,0,3,9,10,21,14,16,0,74,0,0,0,11,5,3,7,3,0,34,12,58,30,145,76,62,56,16,7,458,4,10,32,76,22,18,7,0,0,157,0,3,3,30,29,32,30,23,7,152,0,8,10,48,16,21,3,0,0,110,23,100,164,508,212,215,213,137,89,1653,410,832,913,2104,1330,1400,1286,797,363,9419,9632,20141,18139,37047,19893,19665,16039,8209,3978,152740
CED210,0,3,0,23,22,7,5,3,0,64,11,77,157,352,190,117,55,8,9,980,0,0,0,48,27,68,59,61,59,329,0,11,13,92,121,244,240,168,35,935,0,19,31,35,30,18,16,0,0,146,4,16,24,103,45,51,31,21,9,294,0,0,0,19,67,99,112,93,19,414,0,7,9,107,19,18,16,0,3,196,7,4,10,18,6,3,4,0,0,46,12,159,114,116,36,17,4,3,0,456,0,0,8,59,94,167,152,96,18,597,0,0,8,29,35,15,18,15,0,122,9,42,40,125,51,43,50,3,3,366,0,11,44,185,91,51,12,3,3,403,0,3,4,30,30,35,51,21,11,182,0,4,5,48,9,3,6,0,0,78,38,128,196,618,296,401,425,383,183,2669,457,896,1143,2491,1562,1602,1385,959,548,11037,8921,17318,18980,37663,19774,19062,15404,8824,3961,149914
CED211,0,0,3,36,27,10,5,0,0,89,15,44,70,353,141,118,54,22,4,818,0,0,4,78,35,74,71,43,37,346,3,12,16,110,91,141,182,128,56,734,10,99,78,196,83,79,45,18,7,617,8,35,89,295,149,106,68,34,9,798,0,0,4,18,20,46,25,16,14,139,11,33,79,523,159,172,131,75,34,1220,7,22,27,288,34,40,26,0,0,449,13,78,108,274,50,25,10,3,0,561,0,0,0,3,10,12,8,11,0,44,0,7,3,31,18,10,17,6,0,88,16,74,53,149,105,53,47,8,3,506,4,17,70,451,293,288,151,63,11,1336,0,0,0,26,25,21,24,15,7,127,0,3,11,55,31,24,3,3,0,135,14,178,186,873,444,402,427,293,168,2984,315,493,568,1777,822,708,721,634,469,6513,9235,17516,16856,41609,19401,15861,13342,8576,4369,146767
CED212,0,0,4,34,39,16,6,3,0,101,14,45,54,282,134,104,39,3,3,682,0,3,7,87,38,106,63,26,10,349,8,48,36,229,260,310,332,244,86,1559,0,13,21,43,20,27,10,3,3,139,3,46,83,251,146,101,77,38,9,759,0,0,0,11,33,39,34,21,3,137,0,9,20,102,61,65,62,36,9,363,0,0,5,26,9,3,3,0,0,49,19,29,42,151,24,14,0,0,0,275,0,0,3,9,9,7,0,3,0,37,0,4,3,27,18,15,5,0,0,73,9,35,50,153,108,78,73,18,3,519,3,9,18,77,17,9,4,0,0,132,0,21,12,67,65,49,65,38,10,336,0,4,13,60,25,20,9,8,0,142,32,153,194,846,471,433,430,273,103,2944,458,913,995,2443,1442,1335,1200,816,330,9930,8874,17506,17097,36413,20458,18222,15381,8734,3702,146381
CED213,0,0,0,28,20,13,0,3,0,72,5,46,29,178,58,57,33,8,0,412,0,0,3,32,21,36,29,16,16,146,0,29,43,125,211,252,318,184,70,1234,4,14,3,19,11,23,10,5,0,83,6,20,45,151,94,86,94,21,8,520,0,0,0,12,24,24,18,24,5,99,0,4,3,33,28,47,40,12,3,171,0,0,0,13,3,0,0,0,0,16,5,24,17,84,27,15,8,0,0,177,0,0,0,18,10,18,7,3,3,59,0,0,0,17,7,10,13,4,0,57,8,32,32,92,72,62,67,20,12,394,0,4,0,36,21,5,3,0,0,71,4,7,13,33,52,46,51,30,17,253,0,0,9,28,5,12,5,0,0,63,3,46,71,352,267,305,350,206,105,1713,425,888,950,2250,1624,1766,1770,1199,649,11526,8286,18414,16147,32291,20969,21612,20310,10923,4541,153498
CED214,3,8,10,52,22,12,0,0,0,112,25,76,179,907,301,294,169,42,14,2010,0,0,9,140,50,140,102,87,114,644,3,16,15,169,136,149,127,93,46,754,15,23,32,153,42,27,9,3,0,293,4,10,16,274,71,39,24,7,10,458,0,0,5,39,81,110,88,102,28,452,4,31,143,542,86,37,24,18,3,892,0,3,14,137,13,8,0,0,0,176,23,44,70,297,66,21,7,0,0,529,0,3,13,149,242,322,424,214,41,1398,0,0,9,115,69,59,24,14,8,299,17,56,56,282,90,63,24,3,0,601,54,180,823,3281,1863,1829,626,269,108,9036,0,3,3,41,28,22,14,8,8,119,0,0,3,61,12,6,0,0,0,86,94,282,705,2842,1096,805,646,521,257,7251,702,915,1197,3820,1540,1277,988,792,462,11683,11557,17214,19353,56939,21606,16824,11333,7489,3558,165873
CED215,0,0,7,19,12,11,3,3,0,60,16,56,53,255,112,117,56,12,8,689,0,0,0,21,10,44,33,11,33,155,0,10,10,52,76,172,284,144,38,791,0,9,9,23,9,7,0,3,0,70,0,28,38,93,66,50,29,17,0,329,0,0,0,0,8,16,19,14,3,60,0,12,12,91,19,23,13,5,6,182,0,0,16,63,3,0,0,0,0,87,6,21,18,63,26,15,0,0,0,152,0,0,0,0,3,3,0,3,0,8,0,0,3,3,9,4,0,3,0,26,3,25,16,60,40,44,53,16,3,265,0,7,16,128,47,25,5,0,0,237,0,3,3,14,24,20,28,12,3,110,0,5,3,21,18,6,6,0,0,61,3,99,97,309,199,197,254,168,73,1395,520,1112,1310,2745,1860,2144,1949,1160,547,13349,8048,16991,15614,31265,18811,21189,18142,9345,3623,143033
CED216,0,0,0,20,18,12,3,3,0,61,6,28,31,194,91,56,33,8,3,441,0,9,11,168,73,195,253,120,187,1017,8,39,52,186,221,178,170,97,46,1000,20,117,55,119,58,36,28,18,3,459,18,123,233,718,583,385,255,100,54,2464,0,0,6,25,45,44,31,24,14,189,0,10,17,162,83,109,88,58,21,553,0,3,11,104,17,10,6,0,0,148,8,30,38,121,24,14,7,0,0,251,0,0,0,11,20,22,10,5,3,68,0,5,4,38,44,34,34,12,3,162,33,256,156,276,224,135,67,15,7,1169,5,16,42,209,69,51,22,3,3,418,3,15,4,52,39,31,25,13,9,183,0,0,8,49,32,30,17,3,0,137,56,322,377,2082,1307,1142,1056,629,330,7293,316,710,721,1868,1201,1016,830,559,453,7676,7877,19886,17291,34547,23363,18340,13616,7583,5121,147627
CED217,0,8,7,14,10,3,0,0,0,48,39,432,885,2722,1420,935,364,85,27,6907,0,4,14,195,126,201,117,38,28,717,3,14,18,66,91,163,157,63,20,596,14,53,44,107,59,38,18,3,0,333,3,31,69,174,102,49,33,4,0,463,0,0,3,73,103,123,111,65,19,502,6,117,113,766,334,164,98,27,12,1643,0,5,8,70,17,18,4,0,0,120,9,38,46,266,67,18,15,4,0,459,5,15,65,502,514,593,441,105,17,2271,0,0,15,158,164,96,51,12,0,504,11,62,50,112,35,16,11,0,0,304,47,150,543,3705,2003,1272,404,141,59,8324,0,8,3,19,14,18,13,7,7,87,0,6,25,98,26,4,3,0,0,165,77,677,1328,4338,2236,1609,1031,355,150,11807,932,1733,1473,3939,1710,1521,1074,438,124,12942,16177,29937,25571,62239,24335,18932,11840,4329,1332,194692
CED218,0,0,3,30,17,7,3,0,3,76,11,31,52,448,67,63,37,12,0,720,0,5,9,126,39,110,148,100,137,658,7,12,22,236,88,93,87,50,24,626,28,69,122,320,61,71,48,7,3,741,7,18,106,520,178,194,129,61,31,1249,0,0,0,20,20,30,16,25,9,114,3,19,78,498,132,132,102,62,30,1051,6,10,46,262,18,10,13,0,0,364,10,23,84,364,41,26,6,3,0,558,0,0,0,30,13,3,9,7,0,56,0,4,3,78,30,22,19,6,0,173,34,119,146,455,156,110,81,19,14,1126,7,14,162,424,135,154,68,18,10,998,0,0,7,41,15,13,21,6,7,113,0,0,20,70,22,15,11,3,0,137,55,176,364,2491,677,644,717,585,289,6001,365,562,1172,4002,1193,1013,811,685,381,10189,7318,14539,21055,54162,19024,15318,11729,7216,3576,153942
CED219,0,0,3,15,8,9,0,0,0,34,50,344,540,1508,795,464,150,53,15,3908,0,15,36,225,139,273,160,52,39,936,0,13,16,105,138,224,196,135,37,864,9,52,63,126,76,74,23,7,0,427,6,55,123,347,235,169,129,42,26,1124,0,0,9,111,167,187,137,89,23,718,72,590,640,3996,1367,1016,555,173,55,8455,3,3,0,77,11,19,3,0,0,115,7,31,50,347,67,29,6,0,0,537,0,9,13,145,100,90,56,13,5,427,3,3,28,179,229,109,84,44,9,685,7,62,61,94,49,20,24,0,0,322,4,39,102,663,290,243,68,25,10,1449,0,4,7,21,21,28,24,17,0,119,0,27,62,152,44,18,3,0,0,316,64,604,1209,3573,2052,1714,930,473,136,10757,919,1505,1502,3684,1544,1342,913,471,194,12071,16895,28907,27496,62609,24879,19661,11702,5595,2108,199864
