CED_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
CED311,71,200,460,14,1119,465,2327,33,151,52,29,219,8,490,305,553,315,74,286,19,1552,1175,349,558,76,177,26,2358,1180,95,533,27,95,18,1955,2205,115,598,39,117,22,3092,2867,28,598,18,77,17,3610,1207,12,313,3,46,3,1581,207,0,70,0,9,0,288,54,0,27,0,3,0,87,15,0,10,0,0,0,27,5,0,3,0,0,0,10,0,0,0,0,0,0,3,3,0,8,0,3,0,19,164,66,186,10,264,34,722,9498,1559,3740,287,2425,608,18119
CED312,16,78,128,4,30,83,343,4,146,5,3,0,0,156,25,468,73,12,37,5,619,55,418,94,12,80,7,658,108,133,107,11,59,5,415,784,109,236,16,92,11,1245,3203,142,801,49,108,31,4336,6770,30,1040,22,97,27,7988,1523,4,216,0,14,6,1763,300,0,57,0,9,0,366,106,0,14,0,0,0,119,26,4,4,0,0,0,37,15,3,5,0,0,0,21,22,0,5,3,0,0,25,199,89,123,15,27,22,477,13160,1615,2901,145,539,203,18564
CED313,26,216,214,14,20,126,625,11,321,17,8,0,0,358,45,1227,109,32,7,12,1445,203,434,248,50,17,5,967,201,192,203,22,13,8,639,740,161,353,21,28,7,1305,2683,108,770,26,42,11,3639,6474,65,1362,16,70,33,8021,4758,7,905,14,44,15,5742,1916,3,371,6,18,11,2325,799,4,167,3,14,3,985,398,0,119,0,0,3,524,185,3,43,0,5,0,233,337,0,91,0,7,0,433,253,148,167,29,28,31,645,19022,2885,5138,246,321,265,27877
CED314,28,62,209,20,90,159,565,11,120,32,23,19,4,196,100,462,224,31,49,7,865,545,247,358,67,70,21,1304,770,112,430,28,48,12,1398,2235,121,698,21,155,6,3237,4465,60,912,25,153,26,5640,2521,8,423,3,26,13,2989,388,0,67,0,12,0,473,63,3,11,0,3,0,82,15,4,7,0,0,0,30,0,0,4,0,0,0,12,3,0,0,0,0,0,6,8,0,5,0,3,0,12,132,91,125,24,58,24,444,11278,1284,3512,241,680,269,17266
CED315,21,203,163,7,46,129,575,10,279,21,14,5,0,330,85,946,161,46,32,15,1289,446,625,308,84,47,19,1525,834,222,362,11,65,15,1509,2461,260,732,20,904,19,4393,5212,160,1254,20,228,19,6890,4046,29,734,10,88,14,4917,576,0,162,0,30,3,775,147,6,53,0,7,0,211,32,0,20,0,7,0,67,10,3,8,0,3,0,21,5,0,8,0,0,0,10,18,3,15,0,3,0,44,168,136,116,26,59,36,542,14082,2871,4109,245,1526,265,23087
CED316,20,102,183,9,70,173,553,9,142,21,25,30,0,223,63,488,178,59,64,9,866,397,402,380,59,157,20,1419,645,140,480,26,105,18,1415,2230,151,993,42,144,37,3606,4337,62,1177,19,108,28,5730,1728,13,300,14,18,11,2085,185,3,43,0,3,0,235,33,0,9,0,0,0,44,5,0,8,0,0,0,17,3,0,0,0,3,0,12,0,0,0,0,0,0,0,11,0,9,0,3,3,26,150,107,131,20,58,30,498,9819,1605,3919,284,767,333,16727
CED317,26,267,428,23,832,548,2129,14,251,68,24,96,3,463,131,854,435,129,228,31,1799,663,821,727,156,254,44,2672,742,189,660,45,134,21,1799,1447,166,860,40,148,18,2671,1889,107,857,16,135,26,3030,1308,38,401,5,63,12,1826,292,4,117,0,24,0,451,52,0,36,0,6,0,105,18,0,9,0,0,0,31,4,3,3,0,0,0,13,0,0,3,0,0,0,5,8,0,7,0,6,0,24,107,128,203,24,232,24,714,6716,2839,4837,465,2148,717,17732
CED318,46,637,227,154,574,253,1902,18,463,15,56,42,3,603,84,1717,199,124,115,19,2264,771,1034,409,127,124,25,2489,897,197,470,61,84,11,1716,2084,213,759,65,193,19,3332,3721,216,1161,31,207,43,5385,3961,69,973,24,118,24,5172,1186,14,251,6,34,11,1500,359,6,58,0,38,3,465,154,3,40,0,19,0,219,79,0,12,0,8,0,99,37,0,12,0,7,0,52,20,8,18,0,14,4,61,184,240,172,36,144,43,809,13606,4826,4770,679,1721,446,26054
CED319,13,156,169,11,16,116,478,3,250,9,15,3,3,286,47,1009,80,48,15,13,1207,147,515,165,95,39,18,978,168,179,188,30,48,3,620,596,163,306,34,235,14,1351,2516,176,768,53,124,12,3658,6865,89,1243,37,102,33,8370,2275,10,305,0,27,3,2624,550,0,105,0,8,3,659,153,5,28,0,3,0,195,56,0,9,0,0,0,69,31,0,9,0,0,0,38,24,0,3,0,0,0,29,166,191,124,67,36,29,614,13615,2744,3513,396,652,244,21171
CED320,20,69,151,9,36,122,390,4,84,4,12,3,0,121,63,440,115,22,31,3,673,119,250,156,83,82,8,700,203,125,239,31,51,7,656,1443,154,502,40,100,11,2260,4995,96,1007,43,92,44,6278,4791,12,615,13,33,24,5487,590,5,128,0,10,0,735,169,0,29,0,0,3,199,52,0,15,0,3,0,74,14,3,0,0,0,0,17,4,0,0,0,3,0,11,12,0,4,0,3,0,18,187,75,101,20,36,20,443,12679,1315,3056,275,485,244,18055
CED321,28,178,609,29,961,707,2514,15,148,70,16,134,5,399,265,432,554,113,286,21,1676,1226,296,811,113,218,29,2694,1187,84,767,39,127,21,2229,2459,63,791,25,125,21,3480,2021,19,491,7,70,13,2619,491,7,176,0,27,6,701,51,3,25,0,6,0,86,16,0,11,0,3,0,33,7,3,4,0,3,0,13,3,0,0,0,0,0,8,0,0,0,0,0,0,5,11,0,22,0,4,0,39,108,66,219,24,332,28,775,7903,1294,4547,364,2301,842,17261
CED322,17,47,197,6,18,159,446,3,89,8,0,0,0,104,26,398,73,13,15,9,529,46,208,163,25,16,3,464,92,65,152,5,6,3,319,442,77,272,7,16,9,824,1532,54,654,11,69,18,2341,4296,43,1638,42,177,46,6246,3189,11,686,13,71,17,3987,1172,0,257,4,17,4,1463,446,0,94,0,4,0,547,175,0,34,0,4,0,209,70,0,21,0,3,0,95,77,0,11,0,3,0,97,151,56,122,7,28,29,393,11733,1056,4382,125,454,300,18050
CED323,39,91,242,8,68,172,618,11,137,11,8,10,3,179,53,513,110,30,34,3,741,201,273,191,85,94,4,841,151,94,213,20,44,8,529,863,123,383,46,126,22,1564,4097,94,1235,33,201,32,5697,6147,48,1815,33,238,41,8324,2782,7,739,15,63,21,3624,1212,3,310,3,23,3,1551,570,0,114,0,10,0,697,239,0,61,0,3,0,306,145,0,29,0,0,0,174,185,0,57,0,0,0,247,256,78,184,25,54,41,621,16950,1465,5684,301,968,348,25721
CED324,22,94,252,9,14,117,508,7,136,9,13,5,0,173,77,587,186,28,38,10,931,128,292,213,74,64,5,779,116,121,196,23,27,3,482,359,112,283,36,33,5,821,1640,123,693,27,58,15,2556,5275,57,1244,52,161,34,6814,2233,3,583,14,52,5,2897,602,6,188,4,18,0,817,242,0,87,3,3,3,336,120,3,42,0,5,0,171,54,0,18,0,0,0,71,57,0,25,0,0,0,85,172,102,181,17,31,23,532,11109,1635,4198,303,508,229,17977
CED325,16,100,151,11,21,68,363,7,132,4,4,0,0,148,17,643,79,23,33,9,796,58,539,107,26,99,7,827,46,247,134,28,60,3,508,533,294,286,16,237,7,1375,3272,335,872,50,207,27,4767,5868,50,841,35,121,34,6948,1094,12,192,0,26,5,1325,303,5,44,3,6,0,357,108,3,19,0,0,0,129,28,0,4,0,0,0,41,17,0,3,0,0,0,20,20,0,10,0,0,0,28,168,153,101,23,30,31,501,11566,2512,2839,212,836,190,18150
CED326,30,91,110,21,19,102,369,7,175,5,8,3,3,203,34,734,79,49,50,12,957,138,468,148,38,108,13,910,192,167,182,11,73,11,646,906,194,348,30,281,19,1786,3657,210,919,53,159,34,5032,7217,46,1035,63,128,28,8516,1655,9,207,3,19,6,1896,414,0,51,0,4,0,475,131,0,25,0,3,0,157,40,0,10,0,0,0,49,15,0,0,0,0,0,18,23,0,6,0,0,0,36,195,140,85,39,27,31,517,14664,2220,3221,319,881,257,21564
CED327,46,134,153,10,24,89,452,8,196,11,0,0,0,210,42,622,75,16,27,4,785,91,537,119,38,46,7,845,110,186,146,6,24,4,481,1026,278,315,23,38,15,1690,4338,204,1013,53,159,39,5808,5881,46,1147,60,134,42,7308,1286,5,229,3,26,0,1556,246,0,52,3,4,0,308,71,0,14,0,6,0,84,10,0,6,0,0,0,17,3,3,3,0,0,0,12,9,3,9,0,3,0,27,193,121,114,24,30,24,507,13359,2345,3409,238,521,232,20098
CED328,8,38,232,14,27,121,441,7,50,8,10,3,0,85,42,225,103,15,12,5,398,156,165,167,45,31,6,572,101,70,156,21,24,0,369,217,84,198,12,261,0,768,1132,56,434,14,210,4,1859,4160,30,920,6,83,5,5206,2882,13,588,3,37,3,3532,1266,4,275,0,23,5,1581,531,0,104,0,8,3,648,284,3,65,0,8,0,357,121,0,30,0,0,0,154,162,0,71,0,0,0,235,113,25,118,20,30,13,316,11192,757,3463,172,756,176,16520
CED329,12,77,274,14,83,266,737,7,176,25,9,23,3,246,70,514,208,50,73,13,933,481,248,526,62,88,24,1427,540,79,545,20,65,9,1263,1797,118,925,25,97,24,2992,2048,45,718,6,61,19,2896,1381,19,471,4,43,13,1924,745,0,186,0,5,4,940,293,0,66,0,3,0,369,137,0,22,0,3,0,157,54,0,9,0,4,0,65,28,0,4,0,0,0,32,34,0,11,0,5,0,47,130,68,151,12,65,25,446,7754,1346,4151,216,617,393,14481
CED330,16,20,254,0,101,211,604,3,24,22,8,10,0,62,46,100,112,5,50,3,322,123,71,230,14,53,8,501,212,24,259,16,35,3,554,737,53,422,24,59,5,1294,1738,22,578,10,65,13,2429,2093,3,491,3,21,11,2623,825,0,205,0,16,3,1044,252,0,69,0,3,0,328,100,0,27,0,0,0,130,28,0,7,0,0,0,41,20,0,3,0,3,0,24,18,0,7,0,0,0,25,110,23,127,9,54,19,341,6323,341,2830,89,470,281,10329
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,37,314,361,52,36,168,968,8,746,25,117,3,8,905,94,1308,256,225,31,15,1916,247,568,422,363,59,8,1666,317,221,342,101,46,3,1033,1686,260,903,104,106,12,3068,3484,226,1608,77,175,24,5603,4187,84,1452,29,96,13,5855,1722,6,553,10,37,6,2340,576,6,178,3,20,5,791,254,3,74,0,5,0,345,119,0,43,0,7,0,169,53,3,24,0,0,0,79,70,7,30,0,3,0,114,171,201,196,74,36,35,703,13023,3942,6466,1163,652,297,25548
CED402,33,133,431,32,395,408,1432,41,477,108,74,47,17,759,575,847,671,152,260,33,2538,1483,628,1000,127,265,32,3540,1069,189,665,29,94,17,2067,2033,78,618,28,87,17,2867,1063,20,322,3,27,11,1450,254,12,69,3,12,3,348,19,8,21,0,5,0,48,10,4,8,0,3,0,20,0,0,3,0,4,0,14,0,0,4,0,0,0,9,0,0,0,0,0,0,3,6,3,10,5,0,0,25,91,139,185,54,133,30,634,6680,2552,4119,507,1339,564,15748
CED403,11,114,191,26,14,132,493,8,289,24,45,8,6,376,39,555,158,153,21,15,948,79,393,225,185,40,12,942,121,124,219,54,17,4,536,753,127,499,50,34,8,1478,1757,117,909,28,60,12,2881,2213,41,903,11,58,6,3235,550,5,214,10,8,0,783,160,0,63,0,3,0,231,65,3,25,3,3,0,101,30,3,7,0,4,0,43,14,0,12,4,0,0,26,25,7,14,0,3,0,49,79,120,112,55,18,24,403,5901,1894,3580,634,294,222,12518
CED404,26,442,554,101,386,432,1941,26,987,108,115,69,24,1312,318,1340,625,94,340,25,2746,1350,916,940,104,386,40,3741,769,281,648,16,148,18,1884,1486,180,636,12,98,20,2432,1133,58,377,19,53,3,1647,331,18,109,5,17,7,476,37,5,13,0,4,0,68,9,0,9,0,5,0,25,0,3,6,0,3,0,8,3,3,0,0,0,0,7,0,0,0,0,3,0,6,4,7,7,0,7,0,28,88,291,166,52,136,40,784,5589,4532,4193,515,1654,612,17102
CED405,22,266,254,50,23,166,781,13,740,32,85,6,11,882,87,1258,233,127,32,10,1747,241,600,408,183,49,11,1487,398,191,434,49,42,10,1127,1729,202,940,53,92,19,3033,2910,220,1556,50,94,10,4848,2602,65,1184,12,60,6,3927,945,6,321,4,19,6,1302,307,3,93,0,7,0,408,128,3,32,0,0,0,161,48,7,18,0,0,0,76,38,0,10,0,0,0,44,26,8,9,0,0,0,43,144,185,175,70,31,28,625,9624,3751,5694,686,457,285,20495
CED406,10,149,124,13,5,65,366,3,536,6,39,7,4,596,27,768,103,65,15,14,985,100,471,200,144,31,7,956,120,156,272,60,25,8,640,955,286,781,81,50,13,2167,3878,97,1579,53,73,14,5695,1735,16,498,9,25,9,2288,120,0,38,3,0,3,168,32,6,14,0,0,0,54,13,0,5,0,0,3,18,4,3,0,0,0,0,9,0,4,0,0,0,0,6,4,3,5,0,0,0,15,86,158,91,31,25,12,402,7091,2647,3718,500,260,153,14363
CED407,12,98,164,24,14,77,389,3,364,9,36,14,3,432,30,582,110,61,17,10,809,102,334,193,74,10,3,720,106,136,232,31,21,0,528,545,186,527,62,86,4,1411,2925,181,1366,18,192,13,4697,1729,31,523,0,26,4,2323,233,0,66,0,3,3,312,44,0,10,0,3,0,59,13,0,3,0,4,0,16,3,0,7,0,0,0,8,3,0,3,0,0,0,6,8,3,3,0,3,0,14,90,113,103,32,24,18,380,5842,2029,3324,331,424,149,12094
CED408,11,37,294,16,78,189,625,3,111,26,29,13,0,182,42,214,193,75,69,12,614,198,145,355,88,58,6,848,202,35,379,38,31,9,689,921,72,570,28,71,20,1683,1845,40,782,14,49,12,2745,1130,6,341,13,17,11,1515,203,6,62,7,4,0,280,64,3,24,0,3,0,95,22,0,6,0,0,0,30,16,0,0,0,0,0,13,3,0,0,0,0,0,6,5,0,9,0,0,0,22,65,31,107,33,34,15,285,4732,693,3149,347,434,273,9626
CED409,24,322,258,20,25,137,786,4,1016,33,73,7,24,1158,59,1597,183,97,35,16,1984,182,902,355,209,47,7,1700,257,354,451,92,69,8,1225,1411,491,1085,112,210,24,3344,3449,396,1603,74,229,27,5781,1996,91,743,12,81,9,2926,264,11,101,3,13,3,393,57,5,34,0,5,0,105,13,3,12,0,0,0,31,7,4,8,0,0,0,17,5,0,0,0,0,0,8,10,11,5,0,0,0,25,136,265,183,60,37,35,718,7881,5464,5051,746,754,301,20196
CED410,21,121,258,39,18,155,618,5,426,26,85,7,14,556,39,797,190,101,45,13,1185,132,332,303,167,25,9,969,190,107,265,54,26,0,648,1057,147,708,42,104,8,2072,2631,126,1262,44,102,24,4191,2332,51,894,11,60,16,3364,634,4,215,5,0,3,867,196,7,67,0,6,0,270,78,0,28,0,0,0,113,43,0,14,0,0,0,63,15,3,0,0,0,0,22,21,12,14,0,0,3,48,90,122,155,66,34,20,487,7492,2251,4416,616,439,261,15473
CED411,31,249,242,35,77,166,801,12,668,20,55,20,11,793,93,1158,211,149,100,27,1732,560,728,496,235,91,22,2127,947,366,585,102,72,13,2089,2989,348,1080,67,409,24,4918,3436,77,1045,34,147,29,4763,659,18,213,19,20,4,928,88,4,38,0,11,3,143,23,0,10,3,0,3,34,8,0,0,0,3,0,12,4,4,3,0,0,0,10,0,0,0,0,0,0,3,6,9,0,0,3,0,27,149,193,153,36,63,29,615,8991,3830,4101,734,1016,331,19001
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,13,48,172,9,29,98,366,3,71,8,10,3,4,99,23,453,92,17,21,5,609,45,330,146,53,39,4,612,85,118,201,19,45,3,474,539,111,425,5,280,11,1370,2206,79,1034,5,139,10,3474,4388,15,1366,0,95,18,5881,714,3,234,3,25,5,981,95,0,42,0,3,0,152,33,0,3,0,0,0,36,12,0,6,0,0,0,20,3,0,7,0,0,0,5,21,0,7,0,4,0,36,93,69,121,15,43,12,352,8273,1297,3870,138,726,172,14476
