CED_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED225,211,5431,405,6043,233,4533,249,5018,529,7852,509,8894,1025,9527,591,11137,1327,9767,635,11731,1225,7169,506,8901,673,4467,412,5553,287,1911,327,2519,68,600,143,810,5588,51246,3767,60605,234,4926,362,5528,291,4252,263,4805,911,8060,516,9485,1774,9863,553,12190,2272,9203,605,12073,2089,6559,473,9122,964,4425,466,5856,266,2139,360,2765,48,1007,216,1272,8852,50433,3814,63100,452,10359,763,11570,526,8783,514,9819,1441,15914,1021,18379,2792,19390,1139,23326,3599,18964,1237,23807,3320,13727,979,18023,1642,8895,879,11413,556,4052,685,5285,116,1608,358,2077,14440,101680,7577,123705
CED226,286,6027,623,6931,380,6387,741,7506,1417,17648,1910,20978,1922,16531,1543,19997,1506,11190,992,13687,1175,7669,706,9544,663,4404,570,5628,242,1642,350,2236,47,409,117,573,7629,71914,7544,87089,370,5660,549,6573,537,5955,491,6988,2391,18815,1529,22730,2791,14801,1126,18720,2452,10321,858,13632,1887,7481,707,10077,863,4442,626,5933,254,1987,422,2655,32,770,229,1034,11566,70237,6538,88340,651,11690,1166,13511,916,12350,1231,14491,3809,36462,3442,43711,4711,31332,2668,38714,3957,21511,1850,27320,3057,15151,1412,19623,1518,8848,1197,11563,496,3629,769,4894,80,1183,348,1608,19195,142150,14080,175430
CED227,208,3602,589,4403,224,3104,398,3723,525,6174,812,7510,764,5728,672,7163,1155,6996,932,9081,1410,7474,1025,9912,855,5985,1072,7911,432,3116,822,4368,136,1153,369,1661,5703,43338,6690,55735,228,3304,564,4098,261,2945,349,3561,922,6012,699,7630,1199,5795,669,7672,1944,6659,838,9444,2121,6661,976,9756,1188,5573,1077,7842,553,3610,1003,5171,111,2083,607,2810,8535,42653,6790,57973,435,6912,1154,8501,483,6054,748,7289,1452,12184,1509,15144,1965,11527,1341,14831,3098,13652,1772,18522,3526,14137,2003,19671,2043,11554,2151,15751,980,6726,1823,9536,246,3238,979,4469,14242,85996,13476,113709
CED228,192,4162,498,4852,327,5868,610,6803,817,11777,1295,13890,1029,9153,861,11037,1389,8456,816,10662,1278,6784,676,8743,778,4896,687,6363,431,2875,550,3855,139,1041,263,1444,6379,55019,6246,67645,236,4023,469,4726,392,5237,457,6090,1123,11486,1125,13738,1654,9069,829,11550,2303,7908,728,10931,2181,6684,731,9598,1177,5141,766,7082,558,3650,711,4914,86,1867,447,2396,9709,55055,6261,71030,428,8185,961,9577,720,11100,1069,12891,1945,23264,2418,27629,2688,18217,1692,22591,3692,16361,1542,21595,3463,13469,1405,18337,1953,10036,1452,13440,986,6525,1262,8770,224,2908,712,3842,16090,110080,12506,138675
CED229,280,6073,699,7046,333,5621,478,6426,1055,13011,1014,15076,1477,12968,1043,15484,1626,11043,955,13625,1422,8269,815,10499,851,5472,730,7053,323,2068,434,2816,71,607,152,829,7424,65123,6315,78868,314,5617,673,6600,464,5318,436,6214,1760,13640,1061,16468,2491,12659,995,16139,2696,10727,959,14383,2468,7718,811,10993,1166,5365,809,7338,316,2254,513,3085,65,989,276,1327,11742,64271,6532,82548,597,11681,1372,13648,793,10937,914,12647,2816,26651,2075,31546,3960,25629,2039,31630,4329,21764,1907,28001,3890,15984,1623,21491,2019,10836,1540,14390,640,4317,948,5905,133,1597,423,2156,19170,129395,12841,161415
CED230,232,4304,644,5185,232,3877,373,4481,673,8330,757,9757,993,7855,711,9557,1192,8326,914,10423,1406,7872,910,10190,984,6799,967,8750,422,3291,739,4447,107,985,321,1414,6243,51643,6322,64206,229,4059,522,4817,348,3875,374,4596,1196,8825,709,10734,1739,7767,751,10256,2203,8063,833,11101,2385,7655,983,11027,1405,6923,1099,9428,494,3560,922,4972,92,1831,525,2450,10095,52560,6716,69372,466,8365,1165,9998,580,7754,746,9076,1871,17152,1465,20488,2730,15627,1458,19819,3394,16386,1746,21524,3794,15525,1900,21214,2396,13721,2060,18180,918,6850,1652,9420,194,2820,845,3861,16337,104206,13042,133583
CED231,201,4788,663,5654,454,13422,1707,15586,1030,27063,3626,31717,913,11786,1752,14452,1106,7083,1163,9355,966,5174,902,7040,518,3453,620,4596,199,1535,349,2090,51,610,190,852,5440,74916,10987,91339,228,6177,712,7116,604,16358,1836,18804,1434,27819,3381,32636,1284,10796,1499,13580,1543,6711,1048,9309,1568,5083,853,7504,775,3518,625,4921,282,1983,445,2713,58,999,325,1383,7790,79449,10732,97962,435,10969,1374,12773,1057,29781,3544,34386,2466,54879,7009,64351,2199,22584,3252,28030,2656,13798,2215,18666,2531,10256,1756,14544,1294,6972,1251,9518,485,3524,801,4799,110,1608,516,2233,13226,154366,21713,189301
CED232,111,2401,297,2808,214,5068,671,5949,715,17096,2357,20170,806,10931,1419,13157,1069,7502,1068,9641,1069,5842,870,7781,607,4316,646,5575,265,1812,354,2424,91,845,204,1140,4955,55806,7877,68642,126,2611,315,3058,291,5935,757,6986,1001,18048,2448,21498,1208,10496,1319,13025,1687,7268,950,9900,1797,5421,810,8023,1015,3992,613,5621,330,2120,427,2877,84,1418,323,1829,7542,57317,7962,72820,239,5013,613,5865,500,11005,1430,12933,1719,35143,4806,41667,2019,21427,2734,26182,2758,14769,2018,19543,2872,11262,1680,15806,1624,8312,1260,11193,596,3929,778,5306,176,2260,530,2973,12494,113130,15845,141464
CED233,185,4427,240,4848,226,4149,204,4575,466,6588,391,7447,715,6772,343,7832,1292,7804,449,9547,1244,6596,407,8241,856,5230,356,6444,498,3521,464,4479,147,1176,225,1548,5628,46264,3072,54966,202,3944,222,4369,271,3689,189,4141,643,6581,361,7575,1226,7221,365,8812,2134,8095,444,10679,2073,6642,441,9154,1338,5700,500,7543,616,3821,575,5014,120,1956,402,2473,8617,47642,3496,59760,386,8368,463,9223,500,7833,389,8724,1109,13162,750,15025,1937,13997,705,16642,3431,15904,894,20220,3318,13238,845,17404,2192,10938,855,13982,1110,7341,1037,9488,263,3133,619,4018,14249,93904,6567,114724
CED234,213,3910,653,4775,218,3128,369,3721,562,6066,798,7431,799,6219,832,7850,1118,7350,1002,9470,1376,7662,1040,10082,872,6504,1212,8593,468,3396,931,4794,134,1106,375,1616,5756,45354,7220,58328,260,3527,571,4356,264,2916,299,3478,946,6135,708,7791,1409,6149,702,8261,1923,7127,872,9924,2224,7022,944,10189,1217,6075,1178,8474,525,3582,1075,5184,84,1862,613,2561,8841,44398,6970,60215,470,7433,1230,9131,480,6052,672,7201,1511,12206,1500,15214,2203,12372,1534,16114,3039,14480,1877,19400,3596,14683,1989,20266,2091,12583,2392,17067,986,6981,2007,9977,216,2964,993,4181,14603,89752,14191,118546
CED235,224,4727,415,5365,334,5448,428,6209,948,11306,915,13170,1138,9762,685,11593,1342,8701,605,10645,1237,7094,575,8908,850,4893,571,6320,399,2509,359,3266,80,764,122,968,6565,55209,4675,66449,257,4401,387,5044,446,5053,366,5868,1450,10937,904,13298,1876,9077,654,11599,2323,8454,655,11435,2129,6939,669,9734,1105,4962,589,6657,391,2981,456,3824,57,1215,199,1466,10024,54029,4879,68931,478,9128,802,10405,781,10504,802,12079,2401,22247,1824,26474,3015,18837,1336,23192,3662,17153,1261,22079,3366,14039,1243,18644,1954,9858,1160,12975,795,5491,810,7093,137,1980,317,2430,16590,109234,9550,135376
CED236,168,3480,529,4180,193,3035,361,3589,435,5222,743,6400,735,5726,868,7332,1127,7020,1059,9206,1340,7534,1058,9934,853,6320,1110,8286,392,3015,802,4210,98,1007,321,1417,5346,42360,6854,54553,187,3209,490,3885,262,2633,262,3155,771,5259,483,6516,1194,5650,572,7413,1919,6896,703,9523,2249,6843,889,9979,1144,5949,1045,8136,379,3426,978,4779,78,1876,558,2509,8187,41738,5968,55895,349,6689,1020,8064,449,5668,626,6740,1207,10484,1227,12915,1931,11376,1436,14738,3049,13910,1762,18724,3593,14374,1944,19914,1997,12273,2155,16426,777,6440,1784,8995,177,2877,872,3930,13529,84094,12827,110449
CED237,178,3319,373,3876,314,5695,486,6490,960,15903,1419,18291,1169,11210,985,13375,1438,7812,698,9939,1126,5247,538,6912,547,3597,465,4614,466,2764,451,3680,179,1298,243,1714,6377,56851,5659,68886,197,3128,312,3636,407,5966,466,6834,1379,15530,1328,18237,1801,10727,898,13421,2385,7190,687,10254,1890,5230,577,7701,901,4045,536,5487,599,3962,578,5143,123,2245,339,2713,9682,58031,5717,73428,369,6456,687,7513,724,11656,950,13330,2340,31435,2748,36524,2967,21944,1885,26793,3817,15003,1383,20195,3012,10483,1115,14610,1453,7649,1001,10101,1070,6725,1027,8822,303,3544,583,4431,16059,114878,11372,142318
CED294,8,124,42,180,20,301,122,447,48,695,306,1052,47,419,352,813,43,335,251,628,43,279,141,460,30,192,62,283,3,49,23,72,0,9,0,9,243,2405,1296,3942,7,131,41,178,22,323,107,453,57,538,201,795,54,272,152,479,40,216,93,347,52,227,78,352,26,141,36,204,4,29,9,49,0,19,11,28,265,1887,725,2883,18,254,84,357,41,627,229,898,101,1239,505,1848,101,691,500,1295,87,547,337,975,92,503,215,816,58,332,95,482,7,81,36,121,0,22,11,38,505,4294,2019,6825
CED297,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,5,5,0,11,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,18,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,5,5,0,11,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,21,3,25
CED301,258,4523,608,5394,267,4514,499,5282,776,9077,995,10851,1014,7832,891,9745,1196,7724,852,9775,1234,6548,801,8574,705,4681,664,6051,281,2176,417,2874,62,643,140,840,5805,47718,5862,59392,299,4237,510,5043,424,4502,449,5378,1370,9312,903,11589,1740,7630,738,10105,1979,7344,784,10099,1941,6054,743,8735,908,4577,681,6170,308,2469,498,3274,40,1117,238,1391,9011,47232,5541,61786,565,8762,1116,10434,694,9014,954,10661,2144,18388,1900,22439,2758,15464,1630,19849,3177,15068,1635,19875,3177,12597,1539,17310,1617,9259,1348,12218,585,4650,916,6151,105,1759,376,2239,14816,94954,11405,121175
CED302,187,4507,304,5006,197,4505,301,5003,524,8363,603,9495,862,9010,612,10485,1181,8415,627,10226,1138,6355,485,7976,698,4494,443,5640,357,2320,358,3033,86,810,179,1071,5236,48775,3921,57932,221,4336,304,4857,294,4401,271,4962,768,8692,599,10054,1439,9325,524,11283,1990,8344,525,10854,1934,6164,436,8540,1032,4814,469,6324,428,2921,496,3846,66,1680,347,2092,8173,50670,3972,62812,410,8842,609,9864,487,8903,572,9962,1294,17058,1196,19549,2297,18332,1140,21767,3171,16758,1150,21077,3071,12515,925,16517,1733,9314,914,11963,784,5235,856,6878,152,2488,524,3167,13410,99445,7890,120740
CED303,192,4602,284,5083,188,3853,186,4228,482,6835,434,7745,802,7567,487,8854,1103,8402,562,10070,1321,7718,556,9594,885,5988,527,7403,359,2683,430,3477,101,843,289,1233,5440,48488,3759,57691,209,4210,225,4648,264,3524,175,3965,793,6836,391,8020,1398,7776,429,9606,1951,8693,475,11122,2219,7532,525,10278,1320,6043,592,7954,415,3074,588,4079,70,1483,493,2044,8658,49163,3896,61715,404,8814,510,9730,459,7381,356,8191,1272,13671,828,15769,2201,15344,917,18459,3058,17089,1039,21188,3543,15252,1077,19872,2211,12028,1121,15357,781,5762,1022,7557,172,2327,786,3279,14097,97654,7654,119405
CED304,149,3599,275,4021,276,7600,794,8670,709,17011,1974,19695,812,10525,1246,12578,1120,8471,1137,10729,994,5803,796,7591,534,3499,532,4566,186,1460,294,1931,61,491,170,727,4829,58456,7217,70506,159,4062,327,4547,329,8356,758,9443,853,16369,1798,19020,1162,9927,1014,12102,1662,7645,798,10101,1490,5261,651,7396,732,3383,504,4624,218,1767,378,2370,52,1058,446,1556,6664,57826,6680,71166,311,7656,600,8568,604,15956,1551,18116,1562,33375,3776,38713,1970,20456,2257,24684,2781,16116,1931,20828,2485,11058,1449,14991,1263,6889,1036,9191,407,3226,670,4302,110,1556,614,2279,11488,116282,13898,141674
CED305,228,4162,582,4977,228,3824,626,4681,570,8252,1597,10409,759,7866,1454,10076,1050,8153,1482,10681,1172,7371,1228,9766,604,4846,826,6275,280,2147,571,3000,68,612,266,946,4962,47230,8629,60813,242,4034,555,4823,263,3719,455,4443,982,8078,882,9940,1258,7399,818,9480,1701,7528,919,10151,1744,6283,807,8836,825,4439,750,6009,338,2496,649,3480,52,1098,392,1545,7399,45086,6223,58707,475,8187,1137,9800,488,7548,1078,9118,1547,16330,2474,20354,2021,15266,2273,19560,2744,15681,2401,20830,2913,13656,2040,18605,1432,9283,1575,12287,617,4641,1216,6477,124,1714,657,2493,12358,92310,14855,119527
CED306,187,4193,563,4941,186,4187,695,5065,540,8504,1603,10641,770,8185,1418,10371,1073,8945,1405,11424,1123,7961,1146,10227,638,5323,909,6868,293,2352,511,3154,68,703,170,945,4866,50355,8421,63642,218,3947,476,4636,246,3996,503,4745,903,8615,1013,10531,1273,8144,871,10283,1742,8378,934,11053,1808,6938,822,9574,945,4614,774,6335,355,2560,563,3477,52,1234,281,1565,7541,48424,6241,62205,404,8141,1035,9584,427,8185,1205,9815,1441,17119,2618,21178,2039,16328,2287,20655,2814,17328,2336,22477,2937,14900,1972,19806,1577,9936,1684,13202,643,4908,1081,6632,125,1935,448,2513,12408,98775,14666,125849
CED307,199,4616,299,5112,201,4062,261,4524,503,7578,487,8565,862,8965,545,10366,1150,8676,555,10379,1155,6614,424,8191,741,4771,392,5910,252,1641,269,2164,52,427,155,631,5107,47349,3381,55837,208,4272,289,4768,264,3863,208,4333,873,7843,441,9165,1534,9074,471,11079,1977,8439,474,10885,1865,6302,401,8566,1064,4767,425,6251,253,1845,335,2436,45,806,305,1158,8082,47221,3349,58645,410,8896,582,9883,459,7924,470,8855,1373,15426,932,17725,2392,18042,1012,21443,3125,17114,1025,21263,3018,12919,823,16765,1804,9540,816,12159,506,3488,605,4597,99,1232,463,1794,13185,94573,6726,114482
CED308,178,4749,530,5450,232,4848,498,5579,655,8923,970,10548,869,9171,911,10951,1084,9129,973,11190,990,7353,776,9117,784,6402,748,7931,416,2857,510,3788,109,795,253,1153,5322,54233,6163,65710,242,4589,477,5312,300,4902,497,5698,986,9319,997,11306,1626,9493,897,12020,1800,9336,974,12112,1908,7657,793,10353,1219,6548,880,8645,407,3121,690,4214,86,1379,443,1902,8576,56342,6646,71565,415,9344,1007,10763,535,9753,991,11281,1645,18247,1967,21858,2494,18662,1811,22965,2885,18471,1946,23305,2896,15006,1568,19473,2008,12943,1626,16578,821,5978,1202,7998,194,2168,693,3054,13892,110575,12805,137276
CED309,155,3924,376,4456,188,3390,319,3897,436,6963,638,8032,713,7924,738,9376,1027,8391,744,10160,1176,7784,677,9641,836,6666,654,8149,469,3223,470,4166,137,1026,267,1434,5130,49296,4879,59304,203,3946,324,4474,209,3517,308,4035,757,7268,556,8589,1368,8375,592,10335,2018,9035,704,11753,2159,7906,660,10729,1265,6735,725,8728,495,3549,693,4738,89,1776,449,2317,8574,52108,5011,65691,359,7866,700,8929,395,6905,621,7929,1191,14232,1196,16616,2077,16308,1327,19713,3041,17425,1442,21913,3335,15695,1336,20369,2106,13395,1374,16878,966,6780,1160,8907,226,2809,722,3752,13702,101406,9892,124998
CED310,152,3878,384,4417,161,3241,308,3714,386,6006,573,6959,736,6968,635,8342,942,7420,659,9029,1111,6795,599,8508,850,6529,662,8036,489,3443,522,4451,136,1131,261,1528,4970,45417,4595,54989,198,3773,321,4295,218,3123,293,3641,687,6365,533,7582,1263,7171,514,8942,1717,7701,604,10021,1998,7082,609,9687,1383,6768,731,8877,527,3705,706,4943,107,1846,471,2426,8095,47537,4786,60414,356,7649,707,8712,382,6364,606,7353,1074,12367,1105,14541,2002,14142,1142,17285,2664,15126,1267,19052,3109,13877,1211,18198,2229,13294,1389,16916,1017,7152,1228,9394,246,2981,729,3950,13071,92952,9381,115405
CED311,180,4013,652,4844,201,3715,498,4416,611,8321,1199,10129,838,8325,1244,10405,1059,9128,1442,11626,1087,8114,1118,10317,641,5387,886,6916,284,2119,553,2955,39,527,146,713,4945,49637,7747,62329,211,3558,605,4373,251,3534,453,4244,997,8490,979,10462,1341,7849,925,10122,1670,8125,1082,10879,1627,6573,886,9091,849,4402,787,6032,258,1893,534,2684,36,740,208,976,7234,45165,6461,58861,386,7577,1256,9218,456,7258,948,8658,1601,16812,2175,20596,2186,16166,2168,20521,2732,17246,2524,22504,2714,14678,2012,19406,1489,9789,1673,12948,546,4005,1091,5635,74,1262,351,1694,12184,94800,14209,121193
CED312,249,5000,489,5743,263,4962,414,5632,718,9611,912,11242,1035,9354,824,11214,1026,8376,783,10189,1031,6683,625,8342,728,5033,622,6381,316,1988,372,2671,69,588,142,793,5432,51592,5184,62207,331,4756,526,5618,358,4757,395,5506,1267,9883,931,12086,1737,9281,782,11800,1770,8249,772,10792,1764,6688,691,9147,1059,5007,673,6739,276,2374,474,3126,39,1061,246,1345,8607,52059,5490,66153,583,9759,1009,11356,619,9717,805,11142,1987,19490,1850,23329,2774,18633,1610,23013,2797,16622,1552,20977,2794,13370,1321,17483,1784,10043,1294,13122,594,4368,844,5803,104,1643,386,2134,14041,103649,10667,128360
CED313,171,3733,308,4212,249,6371,592,7210,667,14511,1471,16643,847,10776,946,12564,1071,8142,792,10006,985,5496,558,7035,439,3290,378,4116,235,1599,246,2086,73,642,130,837,4726,54553,5427,64710,149,3777,307,4235,313,6673,574,7562,938,14714,1393,17048,1272,10436,818,12526,1724,7744,707,10173,1567,5315,567,7447,671,3470,356,4496,255,1968,315,2540,65,1392,223,1675,6961,55489,5249,67698,323,7512,613,8445,557,13046,1167,14775,1607,29220,2867,33691,2122,21211,1757,25085,2793,15888,1500,20177,2556,10806,1119,14482,1111,6764,741,8614,492,3566,560,4624,134,2031,352,2517,11686,110046,10674,132404
CED314,194,4413,527,5139,216,4323,432,4977,614,7930,738,9274,832,7070,683,8591,1038,7255,717,9008,1171,6542,708,8427,724,5180,652,6558,362,2628,591,3580,103,835,301,1239,5263,46178,5344,56786,224,4234,474,4931,328,4063,337,4727,1015,7881,643,9539,1397,7209,606,9210,1944,7259,649,9848,2057,6501,659,9215,1096,5524,783,7400,468,3201,789,4456,72,1549,664,2274,8592,47414,5591,61602,417,8651,1001,10072,545,8389,770,9698,1626,15811,1382,18813,2235,14288,1285,17803,2975,14511,1361,18849,3228,13043,1369,17644,1826,10701,1433,13957,834,5829,1376,8035,174,2377,958,3511,13852,93590,10941,118387
CED315,256,4989,625,5871,284,5985,877,7150,683,10169,1274,12127,863,8438,964,10266,1087,8010,974,10068,1023,6587,811,8425,564,4490,645,5691,228,1860,331,2421,69,546,144,750,5047,51083,6640,62777,283,4743,516,5532,384,5775,566,6721,1168,10295,919,12385,1479,8526,773,10776,1767,7808,824,10403,1769,6186,709,8657,894,4160,641,5698,312,2196,456,2961,47,1001,187,1237,8109,50683,5581,64372,537,9731,1140,11409,668,11769,1439,13875,1853,20463,2192,24511,2344,16963,1739,21042,2858,15822,1792,20476,2789,12774,1517,17082,1460,8648,1287,11391,543,4057,787,5381,114,1546,329,1988,13160,101766,12221,127151
CED316,231,3492,414,4131,199,2817,303,3320,481,5294,580,6359,770,5626,614,7011,1028,6592,756,8376,1332,7323,902,9557,1178,8009,1126,10317,613,4062,831,5499,117,1081,342,1538,5940,44289,5873,56106,253,3349,388,3991,280,2731,279,3294,916,5611,520,7046,1389,5910,574,7877,1880,6820,703,9411,2335,7532,875,10748,1634,7832,1156,10618,609,4230,1002,5841,102,1711,476,2290,9393,45732,5984,61100,485,6835,801,8121,475,5549,587,6616,1397,10904,1106,13401,2159,11536,1187,14885,2905,13415,1460,17785,3664,14858,1780,20305,2816,15836,2276,20932,1216,8293,1835,11345,215,2791,821,3830,15330,90024,11853,117208
CED317,225,3924,782,4927,219,3543,724,4484,535,7170,1472,9170,804,7028,1266,9101,1101,8259,1372,10732,1216,8291,1340,10849,740,6470,1216,8427,324,3049,722,4096,89,789,231,1114,5247,48525,9134,62906,233,3598,695,4532,270,3256,461,3985,873,7246,1011,9131,1381,7013,946,9336,1810,7718,1126,10653,1919,7122,1115,10155,1035,5428,1047,7508,332,2788,722,3843,67,1243,278,1587,7916,45420,7408,60737,456,7527,1481,9459,480,6801,1190,8470,1407,14413,2484,18307,2185,14038,2213,18440,2905,15979,2499,21391,3137,15414,2458,21006,1781,11899,2262,15939,656,5834,1450,7931,155,2036,509,2703,13163,93940,16541,123642
CED318,246,4524,807,5576,308,4161,705,5166,699,9375,1534,11607,980,9557,1364,11903,1099,9817,1515,12435,1054,8490,1256,10805,629,5633,972,7228,231,2037,499,2766,47,514,171,723,5289,54112,8813,68215,295,4189,734,5216,370,4286,694,5346,1097,10124,1532,12755,1619,10270,1310,13203,1816,9740,1334,12894,1652,7848,1164,10660,875,4809,848,6533,293,1954,521,2770,40,923,317,1278,8058,54137,8455,70654,544,8710,1537,10792,672,8451,1398,10517,1790,19500,3068,24364,2598,19828,2676,25105,2917,19561,2846,25324,2708,16334,2416,21463,1501,10441,1819,13764,527,3986,1017,5533,84,1437,482,1998,13346,108253,17269,138861
CED319,194,3866,260,4317,230,4728,402,5358,630,10855,858,12347,929,9606,687,11225,1255,8157,612,10026,1164,6381,468,8013,676,4473,396,5546,387,2448,356,3193,139,963,254,1358,5614,51480,4301,61385,194,3779,238,4209,289,4732,386,5406,921,10990,808,12721,1396,9639,592,11622,1905,8036,556,10492,1923,6190,503,8620,1027,4849,451,6329,454,3357,619,4434,86,1849,675,2606,8194,53418,4819,66429,389,7639,502,8532,522,9453,787,10766,1556,21842,1661,25063,2321,19240,1275,22845,3160,16193,1168,20522,3086,12572,968,16629,1701,9328,851,11878,844,5809,974,7626,222,2812,932,3961,13803,104894,9123,127817
CED320,255,4577,491,5324,238,4246,557,5045,697,7798,1051,9548,958,7782,928,9663,1163,8116,796,10074,1217,7262,804,9286,975,6454,880,8303,401,2799,582,3784,90,725,346,1161,5988,49757,6433,62181,300,4526,401,5231,348,4275,372,4990,1217,8014,711,9943,1737,7847,664,10244,2093,8094,677,10873,2141,7143,774,10060,1399,6352,857,8605,404,2808,687,3901,64,975,593,1637,9703,50032,5740,65479,556,9107,889,10550,587,8522,933,10037,1910,15810,1765,19486,2689,15622,1593,19907,3252,16217,1472,20945,3355,14404,1586,19348,2371,12806,1733,16914,804,5607,1268,7683,161,1697,937,2794,15695,99792,12175,127659
CED321,218,3690,661,4564,195,3315,408,3918,529,6543,921,8003,785,6570,907,8260,1109,7764,1093,9962,1193,8038,1124,10355,914,6793,1216,8927,394,3202,739,4342,103,858,265,1221,5439,46778,7334,59558,221,3295,573,4086,276,3170,338,3780,995,6615,730,8335,1417,6639,790,8844,1830,7303,906,10039,1957,7142,1032,10126,1170,5961,1084,8216,435,3144,780,4360,76,1459,368,1902,8368,44715,6614,59698,440,6982,1230,8654,471,6486,747,7701,1525,13164,1653,16335,2203,13207,1695,17101,2942,15063,2001,20005,3153,15178,2156,20483,2081,12753,2302,17140,830,6348,1523,8699,176,2318,634,3128,13813,91493,13945,119257
CED322,166,4210,351,4725,202,3955,352,4505,460,7915,733,9108,765,8379,742,9885,957,7962,680,9592,1028,6748,688,8467,726,5714,659,7097,345,2938,520,3804,137,935,408,1483,4767,48762,5136,58668,202,4086,353,4635,221,4015,344,4578,762,8411,750,9925,1314,8935,749,11001,1769,8337,696,10808,1959,7202,763,9925,1157,5833,725,7716,423,3170,756,4360,91,1666,747,2507,7902,51657,5886,65449,363,8301,705,9365,425,7970,698,9085,1220,16331,1484,19037,2071,17314,1493,20879,2724,16303,1372,20401,2995,13952,1449,18390,1880,11549,1390,14814,769,6108,1277,8157,226,2598,1160,3983,12674,100418,11024,124120
