CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED516,77,96,48,23,15,4,18,847,15,248,277,152,27,27,30,19,5,26,24,18,9,3,47,917,0,3,3,3,22,61,107,65,11,18,12,15,23,11,19,371,0,0,0,4,34,94,263,277,82,90,70,47,58,17,40,1079,0,4,3,23,9,29,22,6,0,3,3,0,0,0,0,101,6,14,54,309,782,1749,993,1041,216,255,265,191,248,130,111,6350,0,15,8,11,3,5,0,0,0,0,0,0,0,0,0,51,3,225,56,53,45,23,56,20,8,4,13,3,0,0,18,535,7,9,44,239,438,521,411,348,134,107,111,71,52,19,76,2580,0,3,7,11,0,24,52,55,14,36,47,38,22,8,7,312,0,0,0,10,62,88,82,221,74,89,79,72,77,43,27,923,0,30,7,3,86,58,17,21,4,7,6,3,8,0,6,258,3,6,22,147,316,543,669,453,68,90,91,83,96,58,55,2700
CED594,3,3,0,0,3,9,0,49,0,0,4,0,0,0,0,0,3,0,0,3,10,4,8,33,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,18,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,3,3,4,4,8,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,0,3,0,3,0,0,0,0,0,9,4,0,34,0,0,0,22,32,36,33,43,13,17,8,6,3,4,42,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,5,0,0,3,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12
CED597,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,3,3,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,0,0,4,12,0,3,0,129,0,54,92,16,7,3,3,3,0,3,0,0,0,0,11,195,0,0,0,0,0,9,14,12,4,3,0,0,0,5,3,54,0,0,0,3,6,16,31,35,4,4,6,10,8,19,7,139,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,10,0,0,4,13,16,20,28,43,16,36,42,56,93,64,21,448,0,8,6,4,0,0,0,0,0,0,0,0,0,0,3,19,3,199,165,32,50,14,21,3,0,0,0,0,0,0,11,485,5,4,37,102,161,167,172,78,27,20,15,12,13,12,40,860,0,0,0,0,0,0,3,9,3,8,8,12,21,8,0,72,0,0,0,3,36,60,79,82,16,14,14,12,12,8,8,356,0,22,11,0,22,21,3,4,3,0,0,0,0,0,5,93,4,3,0,13,5,6,19,13,5,4,11,16,26,22,4,147
CED602,10,3,0,3,0,0,3,80,0,13,24,11,3,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0,0,0,7,7,0,3,0,0,7,0,0,33,0,0,0,0,0,5,9,0,0,4,3,9,14,10,7,50,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,11,9,10,13,17,5,5,4,0,4,4,4,82,0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,24,0,180,135,37,42,9,27,10,0,4,0,0,0,0,16,461,10,12,37,133,200,214,241,89,25,25,22,4,15,12,33,1074,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,17,0,0,0,3,55,64,57,68,24,15,16,11,5,11,15,349,0,7,6,0,12,6,0,5,0,0,0,0,0,0,0,43,0,0,12,6,3,4,0,3,3,0,0,0,7,0,0,39
CED603,11,8,7,4,3,3,8,214,3,72,180,57,6,9,12,5,0,4,4,4,0,4,21,387,0,3,4,3,10,24,44,33,10,10,0,8,9,7,13,178,0,0,0,3,18,39,46,68,4,17,9,14,11,19,14,265,0,3,0,13,11,6,4,0,0,0,3,0,0,0,0,37,0,0,22,27,30,41,67,68,15,35,37,42,81,101,18,597,0,6,8,3,3,4,0,0,0,0,0,0,0,0,0,22,0,103,62,20,34,16,27,10,0,3,0,0,3,0,3,277,5,10,43,122,192,173,162,67,16,15,13,24,8,11,34,896,0,0,0,0,3,4,11,31,9,21,32,38,37,18,7,213,0,0,0,11,47,86,62,102,20,28,19,22,21,14,17,436,0,56,48,21,61,43,17,16,0,0,0,5,3,3,12,275,4,0,7,12,8,15,34,28,12,25,28,23,36,35,8,271
CED604,3,0,5,5,3,0,0,149,0,25,47,21,5,3,7,0,0,0,3,0,0,0,14,135,0,0,3,9,3,17,34,19,3,3,3,10,3,4,4,113,0,0,0,0,3,15,29,42,0,0,3,4,10,0,10,116,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,14,0,7,13,17,22,23,49,22,9,13,6,3,11,3,5,212,0,11,9,5,0,0,0,0,0,0,0,0,0,0,0,21,0,195,148,44,46,30,30,16,0,3,0,4,0,0,19,539,3,11,47,151,240,203,187,92,19,32,24,18,14,6,49,1088,0,3,0,0,0,0,0,12,3,8,0,0,0,0,0,34,0,0,0,6,28,61,37,41,9,5,7,12,16,7,16,236,0,13,3,8,24,23,7,5,0,0,0,3,0,0,4,99,3,0,5,4,9,14,20,12,0,0,3,0,3,0,0,79
CED605,3,3,0,0,0,0,3,100,0,15,21,14,6,6,0,4,0,0,0,0,0,0,11,74,0,0,0,0,0,7,7,3,4,0,0,0,3,0,0,36,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,20,10,9,14,10,0,3,0,0,3,3,0,73,0,14,4,4,0,0,0,0,0,0,0,0,0,0,0,28,0,152,105,52,44,15,17,12,3,0,0,3,3,0,9,423,0,12,21,162,282,210,157,65,6,7,9,17,21,13,48,1034,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,0,0,5,34,37,42,36,3,3,8,19,25,4,19,226,0,7,7,3,30,12,5,0,0,0,0,0,0,0,0,69,0,3,0,5,4,7,5,0,0,0,0,0,0,0,0,37
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,17,19,11,7,4,3,8,212,0,20,33,24,0,0,3,13,5,0,8,4,11,6,24,152,0,0,0,0,0,3,24,11,0,0,0,6,11,7,7,74,0,0,0,0,7,4,8,28,3,5,3,7,20,9,16,112,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,0,0,18,65,178,91,34,43,11,7,8,5,4,6,32,515,0,3,3,7,0,0,0,0,0,0,0,0,0,0,3,21,0,32,33,23,20,8,19,18,3,4,0,0,7,3,9,182,3,0,25,169,356,288,309,300,81,130,111,100,98,56,147,2169,0,0,0,0,0,0,0,25,3,4,3,3,0,0,8,52,0,0,3,5,75,170,121,288,96,72,76,86,80,34,75,1179,0,0,5,3,12,7,9,5,0,0,0,0,0,0,3,42,0,0,5,20,31,10,12,13,4,0,3,0,0,0,7,99
CED702,148,127,63,47,34,23,24,801,0,32,77,66,15,12,16,34,6,12,23,16,12,4,21,347,0,0,3,7,5,21,33,29,3,14,20,69,105,45,38,386,0,0,0,0,7,18,58,77,10,11,13,21,32,17,22,290,0,0,0,3,9,3,9,9,3,3,5,0,0,0,4,48,3,0,23,72,125,92,58,76,21,6,23,17,19,18,12,579,0,4,0,9,3,0,0,4,0,0,0,0,0,0,0,21,0,37,47,23,21,12,19,23,4,4,4,3,18,0,12,222,4,6,42,216,478,406,414,342,91,136,102,61,51,35,85,2455,0,0,3,5,9,10,13,88,22,39,31,29,30,22,10,310,0,0,3,43,289,441,377,1467,279,390,394,339,340,221,160,4741,0,4,4,3,18,15,10,6,0,3,0,3,3,7,4,84,0,0,8,42,28,41,33,23,8,6,4,13,9,6,18,245
CED794,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,3,0,0,0,0,0,0,0,3,0,0,16,0,0,0,16,7,10,9,9,3,0,4,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,28,29,22,5,3,6,5,417,4,182,372,207,49,21,27,19,3,16,11,12,14,3,38,978,5,15,10,16,28,40,116,69,14,10,13,18,22,18,31,405,0,0,0,10,50,85,150,173,39,49,46,39,36,36,33,758,0,9,5,42,52,70,35,25,0,5,0,9,3,0,5,264,6,9,74,182,210,222,124,102,26,54,39,69,78,77,40,1311,0,51,42,35,4,11,3,8,0,0,0,0,0,0,8,174,0,175,151,63,48,20,25,30,11,7,3,3,9,3,15,546,13,39,122,356,471,418,473,228,87,96,66,59,84,42,152,2703,0,4,0,10,15,42,94,111,34,36,48,48,75,26,7,540,0,0,8,50,146,300,212,366,104,139,106,137,125,82,55,1838,0,42,63,27,153,149,25,30,0,3,4,6,3,3,16,523,3,0,28,68,58,54,79,49,14,21,27,27,57,49,12,542
CED802,46,36,24,20,3,3,6,427,3,139,339,212,54,38,39,26,16,23,6,18,13,3,36,965,0,8,5,19,23,49,106,76,14,18,9,10,12,12,27,378,0,0,0,6,38,115,346,425,99,122,90,80,81,62,65,1524,0,0,0,25,29,33,20,13,0,3,0,0,0,0,4,137,3,0,46,120,167,201,167,129,35,36,37,46,56,32,31,1123,0,31,33,21,4,3,3,8,0,3,0,0,0,0,3,110,0,161,118,41,35,28,34,30,6,4,8,8,16,4,9,492,8,22,78,223,373,400,484,239,95,95,108,49,55,25,62,2326,0,0,3,3,16,76,325,356,79,115,140,129,113,57,33,1454,0,5,14,53,154,355,342,399,102,88,117,136,124,74,38,1992,0,36,27,25,114,112,39,23,3,11,3,10,0,0,11,424,3,4,20,68,37,70,105,74,14,15,17,11,27,27,17,489
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
