CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED213,23,9,5,0,9,0,17,488,7,347,462,208,29,8,19,12,4,10,3,0,4,0,68,1183,0,6,6,3,0,12,28,10,0,8,0,0,0,0,4,78,0,0,0,0,0,9,13,7,0,0,0,0,0,0,5,29,0,0,4,20,4,5,7,0,0,0,0,0,0,0,5,46,3,3,9,20,37,22,22,8,0,0,3,5,0,0,8,141,0,99,80,21,6,0,0,0,0,0,0,0,0,0,4,213,0,336,296,83,86,23,23,4,5,0,3,0,0,3,34,902,8,26,70,281,500,376,374,184,61,35,20,14,9,24,89,2068,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,3,0,4,9,50,69,57,56,20,11,23,38,22,25,26,412,0,18,21,16,41,25,11,7,0,0,0,3,0,0,4,146,0,3,5,19,9,4,7,7,6,0,3,4,11,0,7,83
CED214,57,28,20,14,16,4,15,623,13,470,1124,514,71,28,27,27,11,24,38,37,11,11,116,2516,0,6,0,5,4,27,68,63,15,20,18,9,22,12,12,283,0,0,0,0,3,12,57,58,23,12,6,11,24,7,9,222,0,6,12,164,186,201,167,129,18,19,19,30,23,9,29,1012,0,3,13,23,99,137,175,139,39,43,47,47,73,44,30,924,11,498,815,358,103,16,8,10,0,0,0,0,0,0,86,1904,0,79,52,17,13,13,27,29,4,3,6,6,9,7,9,269,3,7,23,123,324,428,917,636,216,243,169,129,129,65,106,3505,0,0,0,3,3,13,29,139,59,187,160,99,82,47,27,847,0,0,3,29,236,591,283,246,42,110,122,106,119,59,61,2010,0,104,88,42,174,115,41,19,0,7,9,3,5,3,25,644,0,0,0,16,23,50,85,46,12,10,15,13,14,6,3,293
CED215,9,10,0,3,0,0,18,221,3,206,354,157,28,3,3,9,0,5,0,0,0,0,53,825,0,3,0,0,3,5,7,3,0,7,3,0,3,6,8,40,0,0,0,0,5,3,4,16,6,0,10,0,0,0,0,44,0,0,3,3,3,0,0,3,0,0,0,0,0,0,9,16,0,0,4,26,27,21,17,34,4,5,18,19,13,7,22,218,0,108,92,29,17,3,0,0,0,3,0,0,0,0,12,260,0,408,429,68,56,19,21,20,0,3,0,0,0,0,35,1061,8,19,57,140,328,191,270,162,35,39,37,26,26,17,106,1459,0,0,0,0,0,0,11,34,3,7,7,0,9,0,0,66,0,0,0,3,72,137,89,90,30,43,39,47,62,32,45,689,0,37,20,17,26,35,8,3,0,0,0,3,0,0,14,155,0,0,0,3,3,5,14,13,0,6,3,3,6,0,9,70
CED216,61,67,30,25,27,20,9,813,21,287,360,163,51,18,27,34,8,28,15,23,27,11,34,1107,0,4,7,19,20,72,104,70,18,23,49,54,67,41,35,591,0,0,0,0,10,34,73,93,38,18,20,15,18,19,6,361,0,0,9,43,48,27,13,3,0,5,0,0,0,4,7,167,3,0,24,95,132,157,144,73,21,17,22,21,22,9,14,751,0,24,46,12,9,7,0,0,0,0,0,0,0,0,4,107,3,74,71,17,27,28,53,45,18,13,12,15,9,0,9,409,22,21,67,191,399,394,659,380,95,95,78,58,72,34,67,2636,0,0,3,5,11,8,10,15,7,7,8,8,5,3,3,92,0,3,3,22,68,83,56,54,17,27,23,17,31,21,10,441,20,187,222,66,229,142,50,31,6,8,12,5,8,5,24,1017,5,3,9,33,44,44,83,78,17,27,15,31,37,18,3,459
CED217,7,3,11,8,3,0,5,258,0,220,550,434,99,49,51,30,5,4,9,10,8,0,64,1533,0,0,3,0,0,7,47,22,4,6,4,3,4,0,9,100,0,0,0,0,3,13,56,61,6,9,5,10,16,0,4,190,0,0,3,85,97,105,109,55,3,5,12,8,10,7,20,522,0,0,0,29,68,140,203,183,60,35,31,28,20,18,26,840,3,488,1054,817,373,120,90,86,13,21,0,4,13,3,94,3175,0,67,104,17,25,4,11,22,3,4,0,0,0,0,9,265,0,0,16,76,245,427,862,849,261,342,267,218,138,109,226,4049,0,0,0,8,29,74,257,295,77,129,127,82,78,55,21,1234,0,0,3,61,538,1765,1460,1723,243,243,201,181,234,117,134,6907,0,30,38,39,210,267,78,30,3,0,4,7,5,0,15,717,0,0,0,10,14,30,116,78,9,6,3,8,27,12,10,333
CED218,83,84,61,45,46,29,12,795,8,209,273,118,24,18,36,45,14,38,40,41,23,13,31,930,0,0,0,14,31,75,134,86,17,41,41,50,44,33,27,598,0,0,0,0,30,59,141,171,27,41,28,52,37,28,19,635,0,9,9,34,15,21,13,6,3,3,0,0,0,0,3,114,0,5,31,146,325,348,312,258,52,61,80,74,113,64,54,1929,0,34,24,19,6,0,3,0,0,0,0,3,0,0,0,82,0,67,47,19,13,22,26,30,14,7,11,17,9,8,12,315,13,21,64,174,303,350,661,545,195,204,191,167,201,128,86,3314,0,0,0,6,10,12,18,32,9,9,15,26,15,14,4,169,0,0,0,15,71,134,84,116,30,41,53,39,63,43,25,720,48,148,107,42,132,81,44,14,0,3,7,5,10,4,16,658,4,3,17,40,75,77,202,114,30,39,25,34,52,24,13,741
CED219,12,8,20,3,4,0,12,310,5,160,454,310,57,27,21,25,3,8,9,0,0,8,51,1123,0,0,0,3,3,5,26,21,0,6,0,0,6,3,3,68,0,0,0,0,0,16,64,62,7,14,6,9,10,0,3,182,0,3,4,84,121,128,89,27,6,3,12,12,10,3,13,513,0,0,7,41,91,250,237,217,28,42,30,29,26,15,17,1041,0,77,95,44,23,3,6,0,0,0,0,0,0,0,10,266,0,204,279,74,49,17,19,13,0,0,0,0,0,4,36,699,3,9,11,102,400,797,1428,1005,272,380,295,220,137,89,208,5353,0,3,0,14,17,117,329,486,143,200,221,220,127,55,37,1959,0,0,3,24,212,839,764,1111,195,174,166,153,110,77,78,3908,0,14,33,55,303,311,126,33,9,6,0,3,6,3,13,936,0,0,0,14,19,100,110,96,19,24,6,13,8,4,4,427
CED220,20,23,12,14,6,0,8,438,13,397,812,410,69,23,27,33,7,10,15,15,11,10,72,1926,0,3,0,17,16,60,137,76,16,22,10,24,20,20,13,435,0,0,0,3,20,41,173,245,36,27,54,36,47,19,14,723,0,5,13,86,102,41,33,20,3,9,0,0,0,0,7,329,0,3,8,50,165,238,199,164,27,69,62,52,126,73,48,1281,3,80,71,32,15,0,3,0,0,0,0,0,0,0,5,212,0,69,73,26,23,7,19,16,0,0,3,6,0,0,4,255,5,15,27,109,255,269,555,252,86,102,63,39,44,34,59,1910,0,3,0,13,18,18,56,67,25,43,54,47,49,19,14,407,0,0,0,17,167,388,198,226,53,79,88,61,77,48,38,1435,5,41,81,43,204,130,57,22,0,4,0,0,6,3,9,620,0,0,6,22,25,41,93,56,11,10,15,17,12,9,11,331
CED221,6,3,0,0,0,0,0,158,21,285,320,120,9,4,10,4,0,3,0,3,7,0,50,832,0,0,0,3,4,6,12,7,0,3,3,0,9,0,3,55,0,0,0,0,0,4,10,10,0,3,8,0,0,4,0,43,0,0,3,3,5,0,6,0,0,0,0,0,0,0,4,28,3,0,14,17,20,18,21,18,0,0,3,18,18,0,10,146,4,21,27,6,4,0,0,0,0,0,0,0,0,0,3,66,0,238,216,50,46,15,25,8,0,0,0,3,0,0,21,632,8,24,46,150,276,187,226,115,32,21,6,16,25,3,63,1201,0,0,0,0,0,0,0,17,3,8,7,0,5,5,0,48,0,0,0,3,46,73,52,106,17,49,44,14,35,22,28,485,0,30,22,11,17,10,3,4,0,0,0,3,0,0,3,88,0,0,0,14,3,6,6,6,0,3,3,0,0,0,3,55
CED222,33,43,19,5,3,0,13,550,12,224,413,253,66,10,20,20,5,12,18,13,3,6,46,1123,0,0,3,4,7,40,63,29,3,3,4,3,8,4,10,179,0,0,0,3,5,15,40,45,9,6,0,5,6,0,3,145,0,0,8,41,60,50,37,29,0,3,3,7,4,7,3,260,0,3,5,41,93,158,128,101,13,34,39,20,28,20,22,704,0,63,75,24,14,7,0,6,0,0,0,0,0,0,4,198,0,159,148,38,39,15,23,18,4,5,0,4,0,10,48,521,7,13,36,160,394,522,785,498,158,143,118,88,68,43,108,3147,0,0,0,17,23,33,63,124,30,83,89,37,64,32,4,599,0,0,0,15,162,458,324,308,58,68,89,78,80,32,37,1700,0,24,37,43,200,154,45,19,3,6,4,4,8,3,23,576,0,3,3,13,19,65,88,60,0,11,6,5,3,0,3,274
CED223,17,21,8,0,8,0,6,463,14,646,861,323,62,32,24,15,8,13,7,8,12,0,76,2107,0,4,3,5,12,37,92,57,4,8,4,6,9,7,7,261,0,0,0,3,8,17,52,84,9,0,8,7,5,0,12,210,0,11,26,91,78,74,20,15,4,3,3,3,0,3,18,346,0,3,14,77,189,237,204,129,33,30,37,21,31,7,22,1037,3,82,94,27,12,3,0,7,0,0,0,0,0,0,6,231,0,104,93,26,32,9,38,29,3,8,13,3,3,0,4,361,10,16,37,123,234,278,401,227,77,66,35,19,21,43,54,1639,0,0,0,4,3,14,32,45,0,13,13,13,21,11,5,179,0,0,3,16,90,101,85,95,13,20,14,16,21,19,27,526,3,30,26,20,71,67,23,7,9,3,5,0,3,3,8,273,0,0,10,25,28,33,89,51,12,12,12,23,3,4,13,316
CED224,30,32,18,9,3,3,5,431,18,449,570,157,41,10,30,18,4,21,22,23,16,3,44,1439,3,0,5,13,19,58,90,49,20,8,11,12,16,13,20,347,0,0,0,7,29,61,216,152,39,34,28,31,20,35,18,660,0,3,19,41,18,19,3,9,0,0,3,3,0,0,0,118,10,10,55,302,610,685,442,330,75,73,84,84,110,102,66,3039,0,34,30,15,0,0,0,0,4,0,0,0,0,0,0,88,3,67,53,16,27,21,32,24,3,0,4,7,5,0,9,272,15,35,69,188,273,297,528,309,89,129,82,91,84,51,63,2312,0,0,0,14,3,33,22,37,18,19,7,7,33,9,9,216,0,0,5,16,65,85,57,83,23,25,50,27,37,27,17,516,13,69,54,23,46,43,12,19,4,0,3,9,3,3,10,302,5,0,21,66,100,161,208,122,38,27,17,35,44,31,9,875
CED225,13,12,0,3,10,3,6,375,8,159,258,170,35,18,18,16,0,0,0,3,7,0,40,733,0,3,0,3,4,15,42,19,11,0,0,3,3,0,3,109,0,0,0,0,9,11,63,133,21,20,30,4,0,4,4,296,0,0,4,45,30,46,33,15,0,0,4,6,5,0,5,189,0,0,17,31,60,90,130,169,28,36,25,11,27,20,4,653,0,58,50,24,13,7,3,3,0,0,0,0,0,0,14,170,0,335,350,98,86,41,33,24,9,0,0,3,0,7,32,1019,9,8,51,161,398,365,606,377,129,104,86,53,66,23,83,2516,0,0,0,4,16,46,132,123,34,22,29,18,23,20,12,469,0,0,0,10,103,242,159,236,34,37,59,28,34,18,24,985,0,21,26,22,156,163,48,27,0,3,0,0,3,0,11,486,0,0,9,16,17,61,123,65,6,22,14,14,32,20,14,410
CED226,29,44,12,7,14,5,10,431,15,342,743,420,72,25,45,33,5,8,11,18,10,6,106,1862,0,0,0,0,7,19,89,77,3,6,11,12,8,0,6,239,0,0,0,3,8,48,150,295,46,41,26,32,35,30,24,741,0,3,4,96,156,152,209,181,30,18,32,34,43,3,34,1006,0,0,12,64,144,231,474,519,98,138,115,102,105,60,75,2142,0,230,519,276,104,44,30,23,10,0,8,3,3,0,45,1295,0,84,90,39,20,13,23,16,6,9,6,0,4,0,10,316,0,7,20,128,432,709,1696,1734,599,762,634,435,380,194,368,8108,0,0,0,7,12,96,419,578,159,206,150,214,192,113,28,2175,0,0,3,42,355,1183,1243,1755,232,260,285,233,252,163,102,6116,0,30,30,29,182,172,73,23,12,5,17,9,9,3,10,591,0,3,3,24,32,78,306,353,56,56,63,39,45,30,20,1105
CED227,3,4,3,3,4,3,0,97,10,297,384,123,21,6,0,0,5,7,5,3,7,4,73,952,0,3,0,0,0,0,6,11,0,4,0,0,0,6,19,52,0,0,0,0,0,0,24,22,3,4,0,3,5,21,18,94,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,11,0,0,3,13,0,9,19,42,11,19,34,48,60,90,77,440,0,9,9,9,0,3,0,0,0,0,0,0,0,0,3,38,0,112,105,28,24,3,10,7,0,0,4,0,4,0,13,321,5,4,16,86,174,171,233,81,29,19,54,10,30,13,47,965,0,0,0,0,0,0,12,18,8,30,17,3,6,7,0,103,0,0,0,4,34,89,76,185,40,31,49,47,40,27,28,649,0,11,4,6,7,7,0,3,0,0,0,0,0,0,5,43,0,0,3,0,0,0,9,3,0,0,0,0,0,0,4,29
CED228,34,22,13,5,11,17,14,426,20,1179,2370,988,105,54,50,49,20,31,41,42,29,15,260,5247,0,0,3,3,12,26,59,46,5,5,7,13,9,8,6,199,0,0,0,0,16,29,78,97,4,19,19,15,15,11,13,317,0,3,33,136,133,73,51,31,6,4,3,3,5,0,25,508,0,0,10,35,99,170,196,142,40,47,73,47,63,50,45,1021,6,537,1008,510,150,31,14,3,0,0,0,3,0,0,104,2369,0,63,58,20,18,4,8,9,0,4,0,3,3,4,4,197,0,4,14,79,161,220,483,405,142,157,145,112,122,60,99,2208,0,0,0,3,4,21,55,157,77,233,219,108,70,49,37,1030,0,0,3,30,266,599,292,352,72,78,100,105,122,59,91,2187,0,121,104,57,151,109,31,11,8,4,0,3,3,0,22,620,0,0,0,12,19,44,84,56,16,5,6,5,13,5,15,280
CED229,41,16,7,3,0,0,10,442,0,326,731,554,60,39,58,34,11,4,13,12,10,5,96,1945,0,7,0,0,3,12,23,22,5,5,3,0,4,0,3,94,0,0,0,0,0,12,33,37,5,3,10,4,5,6,10,133,0,0,16,93,87,94,83,54,14,12,8,14,8,3,6,503,3,0,17,23,60,72,95,121,15,16,30,20,29,11,22,544,0,196,317,137,62,35,16,10,0,4,0,0,0,0,30,818,0,157,148,27,29,18,17,17,3,0,0,0,0,0,9,431,3,13,34,119,350,451,785,566,203,189,196,144,146,47,155,3405,0,0,0,4,4,34,163,207,38,76,51,78,75,43,4,780,0,3,3,19,98,308,365,491,86,82,66,63,58,44,51,1742,0,29,24,10,68,38,16,22,4,0,5,0,0,0,9,222,0,0,3,23,9,30,127,113,13,23,13,19,14,5,10,413
CED230,11,10,7,12,17,0,11,331,16,246,251,121,22,11,9,6,5,0,3,3,3,0,51,738,0,3,3,4,0,0,22,12,3,7,0,7,0,0,11,74,0,0,0,0,0,4,10,22,3,0,3,9,4,4,0,73,0,0,0,6,12,7,13,10,0,0,0,0,0,0,0,39,0,0,11,14,23,24,43,51,5,7,7,4,12,6,3,208,0,140,100,30,12,0,11,3,0,0,0,0,0,0,15,301,0,512,497,111,140,35,28,8,3,11,4,3,0,0,34,1394,6,21,40,183,379,397,521,348,133,101,63,48,47,28,99,2422,0,0,0,0,3,7,19,42,12,8,12,8,16,3,8,138,0,0,0,5,75,141,129,273,35,43,27,27,46,19,22,837,0,21,20,22,45,35,19,3,0,0,0,3,0,0,0,167,3,0,3,7,7,5,23,32,4,0,0,0,3,0,3,96
CED231,90,79,48,59,76,37,20,869,14,355,573,232,30,21,52,94,45,74,124,132,153,89,92,2073,0,0,0,10,25,71,176,137,36,68,49,98,145,145,136,1102,0,0,0,3,23,65,332,501,131,195,244,303,369,367,287,2821,0,6,6,36,31,31,12,12,4,4,5,0,3,5,5,153,3,8,15,106,228,393,826,960,249,417,497,813,989,915,254,6676,0,55,84,32,13,6,4,0,0,0,3,3,0,0,10,208,0,44,51,25,26,21,40,29,3,10,18,23,22,33,25,365,5,7,44,142,336,451,842,807,340,350,321,347,374,288,164,4821,0,0,0,4,4,9,36,49,14,26,25,42,54,52,3,323,0,0,3,23,80,227,166,180,44,77,91,109,140,122,49,1301,6,13,32,10,73,63,13,19,3,7,7,15,26,8,12,308,0,0,14,18,52,108,311,273,87,113,143,220,270,289,70,1970
CED232,198,159,126,125,131,80,25,1533,10,193,209,124,25,25,43,94,45,97,116,114,102,68,46,1302,0,8,4,10,25,65,130,99,32,37,44,83,98,68,76,777,0,0,0,3,21,47,147,211,52,55,65,76,74,83,56,881,0,3,5,23,23,17,8,11,3,3,0,3,4,0,3,111,3,3,8,90,173,227,399,382,75,70,90,111,146,114,59,1959,0,56,28,14,15,3,5,0,0,0,0,0,0,0,6,135,0,60,48,23,23,35,43,52,15,8,17,8,35,19,4,394,3,9,58,206,436,440,785,706,282,321,281,261,290,174,106,4365,0,0,0,5,0,12,34,33,11,15,12,11,30,14,8,172,0,0,0,15,86,182,96,139,37,41,63,76,80,56,35,902,72,313,253,67,178,114,45,33,10,10,10,14,15,8,43,1191,0,7,7,23,55,83,157,130,26,54,43,43,63,31,18,731
CED233,12,3,3,0,0,0,11,214,27,1046,1414,429,62,44,37,26,7,10,18,13,10,3,173,3318,0,9,4,18,20,22,69,38,3,6,11,10,0,4,3,220,0,0,0,3,21,96,259,258,42,44,22,16,8,18,27,825,0,12,56,115,103,80,32,3,0,0,3,3,0,0,9,414,0,12,53,211,593,873,730,676,125,129,127,123,178,91,84,4002,0,107,80,17,13,8,4,0,3,0,0,0,0,0,9,233,0,127,113,23,26,12,20,10,3,0,3,3,0,0,14,352,12,15,37,105,220,210,351,141,41,37,25,20,17,15,35,1277,0,0,5,7,13,34,58,67,23,18,23,31,50,43,13,390,0,3,4,23,74,125,62,69,12,17,18,24,11,10,16,485,4,35,44,16,52,51,7,3,0,0,0,0,0,0,4,221,0,3,13,47,106,145,326,173,12,25,22,26,26,14,10,951
CED234,21,10,7,6,3,0,6,178,23,408,487,181,28,9,6,7,0,3,3,3,3,3,86,1252,0,0,0,0,0,0,3,6,0,0,0,6,3,0,3,32,0,0,0,0,0,6,10,15,3,5,3,3,15,8,11,70,0,0,0,4,3,3,9,3,0,0,0,0,0,0,3,25,0,0,4,9,21,11,33,45,20,22,15,40,46,29,19,316,0,35,32,4,4,0,0,0,0,0,0,0,0,0,3,89,0,167,169,27,40,11,26,17,0,10,0,3,0,3,17,491,0,11,36,125,249,223,384,237,48,57,60,61,48,20,89,1651,0,0,0,3,0,0,11,49,19,32,73,23,24,19,0,258,0,0,0,0,45,122,95,183,62,71,67,36,71,49,33,840,0,12,7,7,3,9,3,4,0,0,0,0,3,0,0,54,0,0,0,9,8,6,6,5,0,4,0,0,0,0,0,42
CED235,13,17,7,3,4,3,15,299,9,895,2318,1463,167,91,70,67,29,27,26,33,20,13,395,5632,0,3,0,3,8,8,38,31,0,3,0,3,0,3,3,104,0,0,0,0,7,14,50,61,3,0,4,6,0,0,3,151,0,4,23,273,338,357,213,143,19,23,18,4,24,3,60,1500,0,3,14,31,118,226,153,159,29,27,65,62,48,31,33,988,0,219,380,141,60,9,0,0,0,0,0,3,0,0,27,848,0,48,50,6,16,5,10,9,3,0,3,0,0,0,8,166,0,0,18,54,174,212,411,290,103,115,120,96,74,48,74,1796,0,0,0,6,11,55,128,172,28,55,84,63,59,41,24,719,0,0,3,28,169,481,365,366,58,75,85,87,57,29,56,1860,0,7,34,24,67,57,19,6,0,0,5,3,4,0,3,235,0,0,0,13,8,42,69,56,10,11,8,10,22,8,4,273
CED236,4,11,5,13,4,0,9,182,0,34,33,28,0,0,7,5,6,0,0,0,0,0,19,133,0,0,0,4,0,3,13,9,0,3,0,0,5,0,4,41,0,0,0,0,0,0,15,12,3,0,3,19,17,18,20,113,0,0,0,5,11,0,0,0,0,0,0,0,0,0,3,22,0,0,6,13,8,9,15,17,4,3,5,0,6,4,4,99,0,23,40,18,4,0,0,4,0,0,0,0,0,0,8,98,0,240,198,47,31,8,28,5,0,0,3,0,3,0,26,597,4,10,27,120,263,229,469,273,49,56,46,33,32,20,89,1719,0,0,0,0,0,3,6,10,0,7,3,0,0,0,3,38,0,0,0,6,40,71,74,100,20,43,48,29,47,36,31,540,0,4,5,0,16,0,0,3,0,0,0,0,0,0,3,45,0,0,0,8,4,5,7,8,0,0,6,0,0,0,0,39
CED237,39,32,37,12,17,3,10,513,53,1744,3402,1694,186,72,86,85,36,71,94,81,75,29,409,8099,0,4,0,6,15,42,109,90,11,14,10,3,22,14,30,364,0,0,0,0,3,22,77,72,15,15,14,17,16,10,18,294,0,12,64,581,709,460,306,202,32,43,46,48,38,18,122,2677,0,0,9,29,128,143,189,165,31,46,72,36,60,37,19,962,5,293,350,114,46,17,6,0,0,0,0,0,0,0,32,856,0,36,37,14,14,11,26,24,3,0,3,13,4,15,5,214,0,6,18,82,259,333,672,585,167,200,177,174,141,71,110,2996,0,0,0,3,14,82,332,670,254,311,310,361,399,240,91,3076,0,0,3,25,118,243,147,191,46,45,57,101,90,50,43,1163,3,57,74,23,91,82,23,22,8,9,9,3,4,0,18,422,0,0,8,17,40,42,73,48,11,19,13,15,13,9,12,315
CED294,0,0,0,0,3,14,3,27,0,3,12,4,0,0,0,0,0,0,0,4,10,12,12,58,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,6,4,0,3,0,0,0,3,9,9,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,9,11,10,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,3,0,0,0,3,0,0,0,3,0,0,29,0,0,3,8,20,13,39,23,12,6,13,3,5,17,46,219,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,11,0,0,0,0,3,5,3,6,0,3,3,0,0,5,7,41,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,13
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,16,13,7,8,0,0,8,218,3,31,21,18,0,0,3,0,0,0,0,4,0,3,8,97,0,0,0,0,6,4,30,11,8,3,0,3,3,3,3,84,0,0,0,0,0,6,27,39,11,4,10,4,16,14,13,149,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,32,86,60,32,32,14,8,3,4,3,4,7,20,306,0,31,17,5,10,0,3,3,0,0,0,0,0,0,0,68,0,136,166,60,57,21,23,5,0,0,3,0,0,0,22,493,0,8,39,257,756,961,1374,1185,345,409,289,244,181,68,308,6408,0,0,0,0,0,5,21,18,0,3,0,0,5,0,6,66,0,0,3,0,95,151,155,345,95,88,66,70,88,48,47,1253,0,13,6,9,26,19,8,6,3,0,0,0,0,3,5,97,0,0,9,20,12,8,28,16,0,4,3,3,0,3,5,106
CED302,50,45,47,13,7,6,7,673,10,123,181,84,12,6,18,12,3,5,3,3,4,4,25,493,0,3,3,4,19,52,96,61,18,8,13,7,19,12,27,354,0,0,0,0,13,83,287,387,63,58,85,39,65,46,34,1169,0,0,8,30,22,7,14,5,0,0,0,0,0,0,0,94,0,3,21,53,137,148,123,179,15,39,35,31,34,15,30,870,0,10,16,6,9,0,0,0,0,7,0,0,0,0,3,57,0,99,76,39,26,13,14,29,3,11,0,0,0,0,12,330,5,16,51,319,967,1164,1706,1277,395,307,241,173,177,93,226,7112,0,0,0,0,4,5,30,54,10,18,16,17,17,13,5,202,0,0,0,19,137,388,289,329,68,56,60,46,35,15,37,1486,0,19,15,14,60,48,11,19,4,3,3,3,9,0,7,214,0,3,8,33,42,57,102,87,17,11,13,5,11,3,13,395
