CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED407,..,960,138,1104,10,1111,..,357,32,392,0,391,..,781,43,824,3,825,..,1083,119,1200,5,1208,..,354,28,385,3,384,..,322,20,342,3,349,..,937,174,1109,12,1119,..,3830,422,4253,25,4277,..,1670,259,1932,16,1954,..,150,14,166,5,169,..,266,109,371,3,376,..,112,6,121,0,121,..,144,7,150,0,151,..,417,125,544,3,548,..,672,86,758,7,759,..,292,54,346,0,345,..,23,4,26,0,26,..,330,66,393,4,396,..,423,11,435,5,441,..,101,12,114,0,116,..,598,21,623,6,623,..,134,15,151,3,154,..,1258,58,1315,15,1327,..,595,79,681,11,686,..,250,17,271,0,272,..,114,28,142,0,142,..,79,10,88,0,88,..,1528,558,2082,11,2096,..,4324,1282,5608,107,5715,..,22196,4363,26560,276,26833,..,399,56,448,6279,6733,115952,22594,4418,27012,6551,149513
CED408,..,238,9,247,6,255,..,5,0,5,0,5,..,40,4,49,0,49,..,53,5,64,0,64,..,45,0,48,0,48,..,7,3,11,0,11,..,29,0,31,0,31,..,188,18,206,0,205,..,611,54,668,9,675,..,151,11,162,3,167,..,24,3,27,0,27,..,3,0,3,0,3,..,30,0,27,0,27,..,36,4,42,0,42,..,187,14,198,3,198,..,88,7,99,0,98,..,0,0,0,3,7,..,37,6,42,0,42,..,122,0,122,0,122,..,60,3,65,0,62,..,121,0,125,3,124,..,45,3,49,0,49,..,349,11,356,3,356,..,178,9,188,4,194,..,5,0,5,0,5,..,72,12,80,0,80,..,14,0,11,0,11,..,99,37,129,0,129,..,687,118,804,16,822,..,5072,434,5508,86,5593,..,325,13,338,7085,7423,127347,5400,449,5842,7171,140367
CED409,..,2752,523,3279,34,3312,..,215,20,234,0,231,..,864,71,932,3,944,..,1167,190,1354,16,1368,..,132,15,147,0,147,..,350,39,384,7,393,..,1293,499,1793,9,1802,..,4019,831,4848,40,4885,..,3452,768,4227,63,4285,..,109,11,121,0,121,..,79,11,91,0,91,..,100,13,114,0,113,..,147,17,163,0,160,..,306,116,424,0,424,..,950,205,1160,7,1171,..,505,108,613,7,618,..,30,0,29,0,29,..,1309,434,1740,10,1755,..,784,31,818,11,827,..,117,12,134,0,134,..,1228,52,1279,18,1291,..,217,24,240,0,240,..,2349,118,2466,27,2491,..,880,138,1016,14,1023,..,405,50,457,7,462,..,222,61,289,3,291,..,74,11,81,0,84,..,6068,3483,9553,67,9618,..,8326,3144,11468,226,11693,..,36581,11504,48088,559,48643,..,522,128,654,7559,8213,108231,37101,11639,48742,8119,165086
CED410,..,2260,250,2513,24,2543,..,302,28,324,3,329,..,1371,82,1451,5,1455,..,1362,151,1511,15,1528,..,902,47,951,3,954,..,366,44,406,0,411,..,1261,123,1379,14,1397,..,5559,470,6031,41,6074,..,7946,1375,9321,126,9448,..,315,43,359,4,364,..,1002,394,1396,10,1412,..,16,0,15,0,15,..,73,4,78,0,77,..,786,147,936,7,939,..,570,62,629,3,637,..,460,80,539,4,546,..,15,0,15,0,15,..,204,37,245,3,247,..,272,5,281,3,287,..,240,21,263,0,263,..,427,9,438,3,436,..,219,7,229,0,230,..,1156,50,1205,6,1208,..,673,52,723,3,727,..,547,38,588,0,588,..,161,19,182,0,186,..,71,5,78,0,78,..,674,136,809,8,822,..,3616,703,4324,94,4418,..,37148,6369,43519,411,43930,..,366,50,416,5219,5632,99597,37518,6417,43932,5635,149164
CED411,..,554,86,634,16,651,..,116,12,128,6,135,..,162,12,174,3,176,..,195,27,220,0,220,..,39,7,49,0,49,..,64,5,69,0,67,..,644,703,1354,12,1364,..,1222,768,1983,20,2007,..,1086,186,1275,27,1304,..,61,5,64,0,64,..,21,3,26,0,26,..,37,12,48,0,48,..,43,0,47,3,51,..,140,54,196,3,200,..,186,29,219,4,224,..,214,59,268,0,273,..,6,0,6,0,3,..,176,44,216,3,222,..,311,7,317,8,326,..,118,21,137,0,138,..,363,19,387,9,392,..,82,9,93,0,93,..,872,59,937,18,952,..,320,54,374,11,384,..,84,55,141,0,141,..,103,31,136,3,137,..,58,15,74,0,70,..,703,463,1167,7,1172,..,4541,1828,6372,133,6509,..,12176,4149,16329,275,16601,..,496,77,566,9822,10393,141217,12675,4226,16897,10095,168212
CED494,..,13,0,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,15,0,15,..,3,0,3,0,3,..,3,4,8,0,8,..,5,0,5,0,5,..,30,4,39,0,39,..,19,0,19,0,19,..,3,3,3,0,3,..,3,4,9,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,8,3,12,..,0,3,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,17,0,20,0,20,..,4,0,7,0,7,..,4,0,4,0,4,..,0,0,6,0,6,..,0,0,0,0,0,..,14,3,18,0,18,..,50,12,57,3,61,..,256,76,329,14,347,..,37,0,34,547,582,1933,291,76,367,561,2863
CED497,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,0,4,0,4,0,3
CED501,..,68,3,72,3,76,..,130,8,130,0,137,..,421,40,458,0,458,..,630,72,710,7,716,..,142,6,153,0,158,..,145,18,161,0,158,..,298,48,346,0,346,..,1763,195,1958,9,1969,..,512,41,553,14,567,..,197,40,243,3,241,..,123,89,211,0,218,..,50,3,56,0,56,..,22,0,22,0,22,..,105,10,118,3,120,..,178,14,199,0,199,..,169,18,181,3,184,..,90,5,96,3,98,..,376,86,464,4,470,..,918,31,947,14,961,..,335,18,354,3,354,..,1353,54,1408,12,1424,..,382,21,404,4,406,..,2984,126,3112,30,3139,..,591,65,655,7,660,..,206,13,221,0,220,..,377,59,434,7,441,..,14,0,15,0,19,..,240,87,334,0,333,..,3419,471,3891,101,3991,..,15104,1756,16858,229,17092,..,405,38,440,12134,12575,134364,15509,1796,17304,12363,164031
CED502,..,76,4,78,0,87,..,455,36,490,8,499,..,1286,81,1363,5,1369,..,2153,278,2428,16,2445,..,902,57,957,7,962,..,983,93,1077,0,1083,..,898,92,991,3,994,..,6669,640,7308,40,7346,..,812,82,890,17,907,..,266,44,311,0,308,..,480,240,718,3,725,..,19,3,22,0,22,..,24,0,24,0,24,..,470,114,587,0,582,..,203,13,220,3,225,..,160,16,173,0,173,..,187,22,205,3,205,..,131,26,157,0,163,..,1007,29,1039,11,1047,..,1616,192,1806,9,1816,..,1565,56,1624,19,1638,..,1241,87,1328,13,1343,..,5424,370,5792,47,5843,..,603,50,657,3,661,..,1808,278,2084,26,2105,..,435,77,510,4,517,..,133,23,162,0,159,..,403,152,552,0,555,..,7813,1785,9599,179,9777,..,38058,7200,45261,424,45685,..,480,95,572,9404,9980,113114,38538,7302,45837,9826,168783
CED503,..,70,7,77,0,77,..,41,0,41,0,41,..,188,25,211,0,211,..,410,52,458,5,464,..,125,8,137,0,137,..,98,11,107,0,107,..,167,14,182,3,183,..,1029,102,1138,8,1146,..,727,70,796,22,818,..,116,11,131,0,128,..,75,43,115,0,120,..,18,0,15,0,15,..,15,0,15,0,15,..,106,17,125,0,125,..,150,10,155,0,162,..,84,5,84,0,85,..,54,0,54,0,54,..,44,4,50,0,48,..,376,13,384,0,388,..,234,15,258,0,253,..,506,16,525,8,526,..,136,9,143,3,145,..,1254,54,1308,9,1321,..,225,17,240,5,243,..,107,8,111,3,113,..,283,43,321,6,326,..,13,0,19,0,21,..,83,41,120,3,127,..,1740,262,2007,60,2072,..,8880,878,9758,167,9921,..,401,35,438,9539,9978,126118,9284,914,10195,9700,146019
CED504,..,374,18,398,3,399,..,112,5,118,0,116,..,575,49,624,0,627,..,502,59,560,0,564,..,140,5,140,0,140,..,222,29,250,0,253,..,1803,137,1940,6,1951,..,3342,286,3634,13,3647,..,1599,198,1796,26,1825,..,161,15,169,0,174,..,117,23,142,0,142,..,1527,204,1739,22,1754,..,50,0,47,0,50,..,488,140,629,0,632,..,483,52,533,9,541,..,171,26,196,0,198,..,53,0,52,0,54,..,646,150,798,4,798,..,575,16,587,11,595,..,291,26,320,0,322,..,961,32,998,14,1009,..,584,58,638,3,640,..,2409,129,2538,26,2570,..,645,80,726,6,733,..,292,16,314,0,314,..,362,69,429,10,434,..,43,3,50,0,50,..,4498,2527,7023,55,7077,..,7158,2167,9324,154,9482,..,31536,7630,39160,429,39587,..,387,83,468,6373,6839,101115,31925,7709,39629,6801,147538
CED505,..,583,31,622,6,622,..,178,22,201,0,201,..,595,29,623,15,633,..,215,11,224,3,224,..,230,12,244,0,244,..,183,15,201,3,208,..,900,80,973,0,975,..,2303,170,2472,18,2488,..,1481,101,1579,22,1602,..,686,156,843,3,851,..,223,57,286,0,286,..,119,14,130,0,133,..,6,0,6,0,6,..,438,70,505,3,507,..,374,32,402,0,404,..,292,30,323,0,324,..,16,0,20,0,20,..,184,25,210,0,210,..,120,4,124,0,127,..,484,30,510,0,513,..,206,3,208,0,208,..,231,12,242,0,242,..,1043,56,1090,3,1092,..,785,68,858,3,862,..,303,21,326,0,326,..,192,26,216,0,218,..,49,3,51,0,51,..,379,71,446,0,446,..,3399,372,3767,60,3828,..,21426,2281,23710,195,23908,..,322,34,351,8644,8995,110186,21749,2315,24064,8842,143086
CED506,..,80,8,87,0,91,..,88,7,101,0,100,..,241,14,258,7,265,..,95,9,103,4,107,..,162,5,169,3,170,..,111,16,125,3,129,..,221,23,241,7,248,..,925,73,1002,26,1023,..,481,53,532,10,545,..,115,23,139,3,143,..,114,40,148,0,148,..,92,7,101,0,100,..,19,0,19,0,19,..,52,0,52,0,52,..,89,0,89,3,92,..,69,8,78,0,76,..,55,5,61,0,61,..,64,4,65,0,65,..,931,30,959,9,966,..,303,25,327,4,331,..,1276,45,1326,14,1338,..,623,87,714,10,726,..,3129,192,3323,37,3367,..,252,21,268,0,271,..,144,9,160,3,159,..,472,57,533,5,537,..,21,0,22,0,26,..,290,163,460,0,457,..,2221,262,2485,66,2544,..,18335,1822,20157,485,20638,..,621,98,725,21666,22391,138736,18958,1923,20885,22151,181764
CED507,..,71,12,83,0,83,..,47,5,49,0,49,..,87,5,96,0,98,..,136,26,159,12,167,..,76,5,90,0,90,..,80,7,86,0,90,..,141,19,156,3,162,..,569,66,641,12,652,..,1062,104,1171,19,1188,..,183,23,205,0,205,..,156,104,258,0,262,..,13,0,13,0,13,..,3,0,3,0,3,..,54,9,63,0,65,..,164,6,170,3,176,..,65,15,78,0,80,..,8,0,10,0,10,..,32,0,33,0,33,..,493,6,505,0,504,..,199,19,219,3,219,..,629,20,652,7,656,..,219,11,229,0,232,..,1538,63,1601,13,1613,..,269,9,277,7,287,..,70,0,74,0,74,..,172,25,199,4,201,..,12,3,17,0,17,..,123,56,181,5,184,..,1290,228,1525,39,1566,..,8563,1092,9655,135,9791,..,392,29,424,10433,10852,127124,8963,1124,10083,10567,147768
CED508,..,156,16,175,0,175,..,176,9,187,0,187,..,373,22,391,3,394,..,319,28,350,3,355,..,229,10,238,0,238,..,155,16,166,0,172,..,402,45,451,3,449,..,1658,131,1789,12,1798,..,3540,617,4156,41,4197,..,329,48,375,4,381,..,285,188,469,3,469,..,54,6,66,0,68,..,27,0,24,0,24,..,342,54,398,0,398,..,351,39,390,4,393,..,253,28,277,0,278,..,53,0,57,0,57,..,633,176,813,8,825,..,807,18,823,3,825,..,623,61,689,6,691,..,1391,60,1450,15,1462,..,305,20,323,0,327,..,3119,160,3281,26,3304,..,1062,117,1181,11,1194,..,234,20,255,0,255,..,290,60,352,6,353,..,79,8,92,0,92,..,236,72,311,9,316,..,4217,770,4989,93,5085,..,24166,3894,28053,299,28351,..,421,45,463,9428,9887,110501,24587,3934,28516,9723,148744
CED509,..,107,11,109,0,117,..,293,29,325,0,327,..,663,56,714,12,725,..,772,102,866,4,873,..,294,14,313,4,316,..,203,19,228,0,228,..,393,51,440,3,449,..,2615,276,2892,26,2915,..,1417,191,1608,18,1622,..,196,26,220,0,223,..,116,39,151,0,148,..,44,0,48,0,48,..,14,3,15,0,11,..,165,64,228,4,230,..,317,37,354,4,358,..,142,14,154,0,158,..,77,6,85,3,87,..,139,25,162,3,165,..,922,66,986,6,997,..,543,53,596,5,604,..,1330,57,1384,20,1404,..,381,26,410,0,410,..,3171,206,3375,38,3413,..,306,29,335,6,343,..,460,111,575,8,578,..,321,66,385,3,384,..,126,36,161,0,161,..,302,93,396,0,403,..,4637,1202,5836,114,5958,..,18982,3246,22234,295,22533,..,348,71,416,9777,10192,110899,19335,3316,22654,10074,143626
CED510,..,254,16,269,0,270,..,70,3,71,0,71,..,216,12,232,0,232,..,166,9,173,0,173,..,60,3,60,0,60,..,59,5,64,0,62,..,469,25,491,0,494,..,1038,60,1095,3,1096,..,956,60,1012,6,1014,..,284,43,324,0,323,..,89,28,111,0,111,..,233,8,239,0,242,..,24,0,24,0,24,..,333,44,376,0,381,..,574,62,639,3,643,..,179,33,212,0,212,..,13,0,13,0,13,..,186,15,198,3,201,..,141,0,141,3,147,..,240,11,255,3,254,..,231,3,239,0,239,..,249,16,261,0,261,..,865,27,895,6,899,..,486,43,524,3,535,..,93,0,92,0,92,..,248,35,280,0,282,..,29,3,36,0,33,..,276,72,356,4,360,..,1933,262,2196,30,2226,..,13766,1348,15116,121,15234,..,326,18,348,5047,5393,119634,14094,1369,15460,5162,140258
CED511,..,53,3,54,3,56,..,34,3,39,0,39,..,174,15,191,0,190,..,126,14,141,0,139,..,50,3,56,0,56,..,49,0,49,0,49,..,109,10,114,0,114,..,540,41,580,3,584,..,578,50,625,11,639,..,76,4,79,0,79,..,28,17,45,0,45,..,84,5,96,5,98,..,7,0,7,0,7,..,74,16,83,3,90,..,148,8,156,0,156,..,58,10,61,0,61,..,58,0,54,0,60,..,27,0,27,0,27,..,606,26,635,5,639,..,165,17,185,0,185,..,698,29,731,13,741,..,309,75,381,3,386,..,1779,151,1934,19,1949,..,135,6,139,3,142,..,62,9,71,0,69,..,224,35,265,6,266,..,19,3,21,0,21,..,78,46,125,4,133,..,1781,482,2264,80,2347,..,9707,1435,11140,314,11458,..,484,37,529,14461,14983,129879,10194,1478,11670,14774,156323
CED512,..,139,10,145,0,146,..,102,9,105,0,110,..,734,56,790,10,796,..,1187,168,1351,10,1368,..,176,18,195,0,198,..,135,15,147,0,147,..,771,91,854,5,862,..,3101,350,3449,34,3484,..,794,60,854,7,863,..,206,28,231,3,238,..,100,53,154,0,152,..,129,10,138,0,138,..,43,0,43,0,45,..,173,26,197,0,197,..,435,44,481,0,482,..,171,30,201,0,201,..,57,6,60,0,65,..,151,18,169,6,177,..,704,35,741,14,749,..,272,18,293,3,293,..,1077,46,1115,4,1123,..,379,20,399,4,399,..,2437,111,2551,26,2571,..,618,60,675,6,682,..,281,16,304,0,304,..,294,42,344,3,342,..,23,0,25,0,24,..,478,214,686,4,692,..,4792,842,5636,135,5778,..,20662,2540,23196,294,23497,..,507,37,546,13325,13870,144401,21170,2575,23746,13625,181763
CED513,..,797,113,917,13,925,..,203,25,230,3,233,..,945,63,1003,5,1007,..,546,70,612,4,619,..,213,20,236,0,236,..,451,51,499,6,505,..,886,68,955,8,966,..,3246,292,3540,29,3567,..,3787,591,4384,68,4451,..,694,178,871,5,878,..,713,326,1045,3,1050,..,509,96,602,5,610,..,64,3,66,0,68,..,535,96,629,5,630,..,659,66,726,8,737,..,297,45,336,3,337,..,31,3,31,0,37,..,695,106,801,11,812,..,479,17,495,8,501,..,539,37,575,7,584,..,698,21,719,3,727,..,330,27,363,3,362,..,2039,103,2146,22,2169,..,1066,97,1167,12,1178,..,407,31,435,3,447,..,492,92,584,8,590,..,95,22,122,0,123,..,2351,924,3275,13,3293,..,4687,832,5516,107,5620,..,31709,6054,37771,386,38152,..,413,72,480,11760,12240,100696,32126,6126,38247,12148,151089
CED514,..,1001,142,1143,5,1146,..,103,9,115,7,121,..,1146,83,1224,8,1231,..,1287,132,1424,13,1439,..,252,13,260,0,260,..,614,63,677,11,689,..,1667,169,1843,19,1859,..,5069,471,5544,59,5600,..,4704,631,5333,78,5408,..,450,78,529,3,531,..,268,107,373,3,378,..,2088,309,2403,29,2431,..,21,3,25,0,25,..,764,177,941,0,947,..,553,72,619,10,632,..,273,33,302,3,308,..,34,0,34,0,34,..,608,89,702,11,714,..,465,11,477,3,481,..,403,28,433,3,431,..,746,27,770,3,777,..,367,42,409,3,408,..,1978,107,2088,13,2101,..,820,114,940,3,942,..,249,37,289,3,294,..,388,80,473,11,476,..,150,82,234,0,234,..,2781,1317,4100,33,4129,..,7377,1932,9308,204,9511,..,37675,7921,45594,544,46138,..,395,102,494,8655,9149,92701,38075,8024,46096,9200,147992
CED515,..,266,26,293,3,299,..,540,55,594,0,594,..,1454,100,1556,6,1567,..,1749,193,1947,22,1961,..,707,30,737,4,739,..,1038,107,1144,20,1165,..,1416,93,1515,15,1525,..,6898,589,7484,66,7553,..,1957,242,2193,34,2225,..,518,92,605,5,612,..,1038,521,1565,9,1573,..,73,5,75,0,75,..,26,0,26,0,26,..,838,126,961,7,974,..,473,47,519,9,528,..,241,31,272,0,276,..,55,3,57,0,59,..,172,14,185,0,181,..,1023,53,1079,4,1084,..,1993,181,2177,16,2191,..,1508,59,1572,15,1582,..,787,44,836,14,850,..,5311,340,5653,50,5700,..,877,104,979,3,985,..,510,43,554,3,560,..,597,112,710,3,713,..,479,111,592,9,599,..,1006,248,1258,8,1270,..,6904,1299,8198,143,8342,..,41250,6857,48109,466,48577,..,434,77,514,12811,13323,101302,41687,6938,48625,13276,163202
