CED_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED305,53,63,658,703,219,1570,138,879,43,4331,237,651,1530,868,615,786,432,883,73,6070,1100,2532,3330,1311,1663,851,1701,1434,180,14111,1591,2332,2690,1408,1801,808,1953,1459,212,14261,1936,2182,2344,1416,2062,918,2279,1562,241,14937,1533,1554,1497,939,1435,635,1593,1206,162,10541,529,318,225,132,238,137,258,252,44,2127,148,29,23,10,20,19,22,44,27,334,11,3,0,0,3,0,8,0,3,33,7134,9657,12298,6779,8054,5727,8386,7718,991,66737
CED306,53,87,694,681,212,1655,144,890,80,4492,296,698,1557,1132,604,877,417,950,94,6630,1339,2791,3368,1663,1584,1012,1420,1584,202,14960,1961,2759,2784,1401,1961,1014,1702,1436,205,15235,2377,2578,2395,1556,2336,1180,2142,1803,242,16606,1736,1759,1567,965,1562,827,1574,1514,184,11692,546,342,269,174,291,183,280,327,66,2487,142,18,20,15,33,17,17,39,32,334,13,4,3,0,4,3,0,4,15,55,8466,11041,12660,7589,8596,6770,7694,8549,1119,72482
CED307,54,102,562,865,271,1661,133,908,66,4627,327,681,1268,1224,852,1065,361,679,112,6567,1398,2957,2555,1723,2194,978,817,965,203,13799,2535,4465,2624,1751,2883,1029,913,1043,260,17495,2772,3849,2160,1717,3357,1117,968,1139,234,17315,1441,2215,1307,1055,2094,821,782,868,107,10701,272,418,219,173,405,191,180,234,50,2136,24,26,17,9,13,13,8,16,19,139,3,0,3,0,3,0,0,0,6,19,8824,14711,10713,8515,12076,6870,4171,5849,1059,72792
CED308,67,83,498,808,277,1769,147,917,93,4651,400,836,1245,1343,831,1429,343,923,137,7475,1758,3078,2916,1794,2069,1450,908,1477,261,15705,2530,3466,2689,1857,2540,1466,960,1406,304,17221,2707,2965,2480,1840,2876,1622,1115,1491,323,17418,1666,1886,1525,1073,1910,1244,862,1186,172,11536,531,535,329,216,508,431,248,308,71,3182,64,50,26,19,39,44,15,28,13,301,6,6,3,0,0,4,0,0,4,25,9719,12901,11711,8963,11049,9455,4593,7737,1380,77508
CED309,65,90,511,818,193,1539,92,925,68,4299,298,546,1144,1070,586,952,204,704,81,5598,1225,2634,2637,1532,1362,1098,553,1131,179,12356,2114,3713,2563,1570,1962,1092,666,1191,233,15101,2285,3777,2371,1833,2612,1365,816,1440,224,16708,1520,2432,1486,1197,1816,1106,717,1231,152,11660,427,571,257,191,391,287,203,284,53,2672,57,50,13,14,28,16,20,26,26,253,7,3,0,0,6,4,0,4,8,30,8003,13818,10987,8212,8958,7457,3281,6938,1022,68671
CED310,50,68,524,826,214,1475,109,865,63,4191,255,450,1070,911,485,904,208,711,73,5067,969,2172,2328,1367,1233,930,552,1070,133,10744,1729,2831,2314,1471,1816,1043,680,1122,227,13223,2075,2922,2109,1589,2156,1290,895,1305,192,14535,1436,1926,1358,1070,1498,948,657,1088,140,10128,475,487,214,173,313,312,150,237,61,2412,70,54,17,8,15,25,6,26,27,253,12,6,9,0,0,0,0,3,12,37,7069,10908,9929,7420,7740,6927,3252,6434,917,60594
CED311,79,47,666,515,202,1374,131,965,67,4053,267,527,1394,678,556,643,472,1049,80,5671,1302,2114,3049,1231,1482,869,1762,1916,203,13923,1866,2077,2838,1287,1663,801,2157,1634,248,14581,2439,1863,2393,1397,1890,983,2519,1905,274,15664,1876,1101,1498,806,1172,578,1817,1503,171,10516,1038,247,223,105,218,117,321,314,78,2663,323,22,18,6,24,14,13,42,25,484,37,0,3,3,3,0,0,8,10,62,9225,7990,12083,6032,7217,5376,9201,9336,1152,67613
CED312,83,61,694,665,266,1678,215,988,80,4734,373,619,1549,1082,877,1207,609,1108,136,7558,1488,2600,3252,1774,2458,1418,1467,1948,282,16694,2203,2900,2850,1793,2643,1253,1563,1763,347,17320,2002,2148,2326,1631,2622,1138,1657,1719,253,15484,1192,1394,1560,1019,1752,854,1148,1264,162,10345,266,295,270,169,377,208,297,263,54,2205,17,20,16,6,26,12,11,27,10,152,3,3,0,0,0,0,0,3,0,14,7632,10034,12528,8138,11025,7769,6973,9080,1325,74501
CED313,44,145,221,897,329,1153,74,588,50,3512,530,2143,1139,1908,1481,1572,271,930,147,10129,2946,10140,3078,2389,3344,1696,639,1688,380,26297,3842,7992,1805,1217,2634,976,466,790,296,20013,3254,5627,1246,1017,2482,881,420,648,222,15789,1580,2959,700,587,1579,583,359,545,107,9010,366,661,142,120,348,182,96,161,37,2112,45,75,11,5,35,19,7,26,20,233,5,6,0,0,8,7,0,0,3,31,12608,29754,8341,8140,12244,7063,2334,5369,1269,87124
CED314,75,82,728,830,288,1450,79,1009,48,4583,330,716,1442,1047,820,904,292,993,65,6597,1294,3008,2631,1507,1807,991,872,1480,150,13735,1687,3063,2007,1364,1946,888,892,1329,158,13328,2044,3104,1770,1507,2225,918,1073,1557,163,14370,1557,2295,1244,1042,1633,761,949,1172,143,10791,635,501,271,207,315,198,236,304,57,2729,149,36,21,15,15,19,10,34,31,333,21,0,7,0,3,3,3,0,3,46,7783,12808,10113,7510,9055,6131,4410,7878,820,66522
CED315,52,73,517,1014,241,1766,139,890,55,4755,366,942,1590,2299,856,1272,502,897,127,8847,1381,3989,3308,2690,2125,1211,1212,1269,246,17434,1802,3351,2389,1869,2272,979,1203,1253,271,15391,1818,2898,1944,1845,2411,993,1270,1365,202,14753,1114,1871,1198,1096,1584,724,992,1117,131,9810,222,372,230,172,289,153,209,261,24,1941,27,28,26,14,16,12,17,24,13,183,3,3,0,0,3,0,0,0,3,23,6781,13539,11197,10995,9796,7107,5558,7088,1075,73138
CED316,41,31,332,536,185,1398,88,722,42,3380,233,369,738,678,312,645,214,742,54,3985,792,1637,1548,1147,877,789,548,1243,127,8712,1170,2076,1505,1347,1184,832,729,1104,151,10091,1354,2078,1457,1530,1656,939,936,1437,158,11532,1048,1526,1212,1144,1203,732,818,1200,118,8994,325,307,200,146,271,166,171,248,49,1874,71,31,10,10,27,14,16,18,35,240,3,3,0,0,0,3,0,5,9,26,5043,8067,7007,6533,5707,5512,3514,6713,741,48835
CED317,66,72,650,508,191,1304,113,970,74,3937,297,531,1205,653,468,543,349,1136,76,5258,1190,1996,2446,1297,1236,728,1207,1793,197,12083,1799,1899,2103,1505,1605,798,1329,1577,195,12808,2433,1989,2036,1708,1967,887,1755,1934,255,14961,2032,1545,1501,1183,1345,773,1426,1730,191,11725,995,361,291,240,327,227,339,424,116,3315,320,42,30,24,44,33,31,53,47,613,44,3,0,0,4,4,0,4,8,73,9164,8436,10251,7118,7184,5293,6549,9623,1161,64785
CED318,75,87,478,778,212,1580,84,775,74,4141,254,771,1198,1261,627,881,248,807,113,6174,1535,3552,2926,2603,1806,1225,846,1415,265,16169,2153,3923,2725,2497,2420,1310,1000,1505,323,17854,2438,3676,2311,2275,2546,1429,1156,1732,322,17893,1806,2466,1519,1372,1821,1029,877,1381,188,12467,449,565,295,215,424,340,270,349,83,2992,74,59,17,14,47,30,20,35,27,312,14,13,3,0,3,9,0,3,7,48,8795,15109,11470,11016,9907,7833,4498,8008,1406,78047
CED319,59,116,362,715,259,1512,99,724,46,3886,391,1130,1176,1399,1108,1375,325,864,93,7856,2118,5901,2884,2113,2939,1362,951,1301,344,19914,2869,5894,2133,1526,2951,977,801,991,261,18393,2451,4107,1815,1450,3044,966,831,1274,252,16196,1316,2296,1174,931,2097,668,692,1004,136,10305,225,473,224,164,415,187,194,238,39,2167,42,58,16,9,33,27,12,25,22,244,7,8,3,0,0,0,0,5,3,31,9472,19981,9783,8311,12836,7070,3900,6433,1200,78986
CED320,76,86,647,636,263,1769,138,1023,95,4741,364,425,1438,981,687,1023,355,1199,115,6596,1165,1636,2722,1471,1832,1120,1083,1956,235,13221,1580,2123,2415,1757,2158,1022,1324,1577,237,14190,1772,2076,2161,1824,2486,1283,1549,1699,248,15104,1051,1390,1374,1143,1561,823,1125,1294,132,9895,292,286,223,167,286,193,206,230,63,1943,27,19,17,11,21,18,10,21,35,177,0,4,3,0,0,0,3,0,3,21,6338,8055,10989,7996,9295,7251,5787,9005,1175,65884
CED321,91,66,701,515,198,1218,108,1036,75,4003,287,545,1130,604,436,617,350,1180,61,5222,1487,1879,2052,1062,1249,725,984,1875,151,11463,2226,1727,1702,1265,1549,783,1172,1693,182,12303,3123,1718,1615,1416,1778,868,1513,2023,191,14248,2981,1398,1255,1020,1317,664,1268,1686,185,11773,1633,312,293,183,316,211,355,490,140,3937,553,25,33,18,48,27,31,72,55,860,80,7,7,0,3,3,3,16,16,136,12464,7678,8796,6076,6896,5128,5776,10071,1061,63948
CED322,73,100,448,895,232,1747,104,767,72,4429,330,857,1051,1205,677,1242,227,677,92,6362,1672,3643,2625,1849,1620,1333,482,1065,220,14512,2391,4098,2549,1801,2203,1348,579,1035,255,16254,2303,3143,2197,1852,2480,1554,700,1336,237,15800,1469,2157,1345,1190,1863,1187,649,1075,171,11107,382,575,308,217,443,403,207,301,79,2910,42,66,14,12,40,26,12,22,36,267,5,0,0,3,3,3,0,3,5,27,8674,14636,10518,9027,9558,8849,2965,6281,1163,71668
CED323,59,98,318,739,189,1410,89,713,54,3658,468,974,1161,1667,892,1486,247,1003,116,8009,2110,3988,3157,2635,2022,1843,672,1931,309,18661,2260,3387,2373,1632,1938,1336,669,1329,315,15230,2246,2917,1972,1639,2223,1541,789,1389,260,14972,1621,2109,1235,1063,1703,1281,642,1103,180,10926,566,673,308,223,542,531,210,320,91,3469,86,76,20,21,58,67,13,50,33,421,13,13,3,0,3,0,0,3,16,52,9419,14224,10543,9612,9569,9492,3339,7836,1364,75412
CED324,65,135,281,667,256,1170,103,604,46,3322,350,1477,953,1475,1001,1466,399,1120,168,8410,2010,6562,2503,2039,2474,1617,1016,1939,388,20540,2359,5880,1855,1352,2281,924,760,1087,269,16764,2109,4227,1546,1176,2115,749,739,1116,232,14014,1183,2505,975,712,1469,584,601,792,136,8951,281,604,190,137,343,153,134,197,40,2087,38,67,17,6,29,22,7,23,16,223,0,7,0,0,0,0,0,4,9,30,8389,21466,8315,7562,9970,6688,3759,6883,1303,74343
CED325,64,84,367,678,253,1431,144,831,67,3917,314,815,1048,1159,895,1166,587,889,132,7004,1492,3824,2587,1953,2534,1228,1351,1521,334,16826,2161,4179,2147,1935,2551,1057,1428,1563,337,17362,2046,3024,1859,1605,2514,956,1568,1681,241,15481,1114,1743,1034,962,1460,604,998,1081,124,9109,219,370,198,144,285,186,204,210,33,1845,9,33,15,3,17,17,16,21,11,145,0,8,0,0,0,0,0,3,3,15,7414,14079,9261,8433,10504,6635,6293,7801,1292,71716
CED326,72,79,451,744,267,1590,139,902,87,4323,324,632,1290,1203,845,1088,386,883,117,6769,1548,3305,2810,1864,2407,1269,1036,1357,256,15862,2212,4012,2374,1850,2762,1215,1084,1385,342,17232,2084,2909,2046,1892,2809,1160,1197,1623,228,15939,1108,1818,1238,1171,1868,785,893,1096,153,10131,266,389,214,206,406,257,199,267,53,2249,21,41,13,10,23,18,6,19,23,172,3,0,0,3,4,0,3,0,12,26,7637,13195,10443,8937,11384,7381,4938,7530,1255,72703
CED327,66,108,449,570,232,1507,219,899,96,4151,323,791,1329,1021,884,1176,738,1225,157,7642,1663,3879,2987,2006,2850,1595,1924,2167,403,19481,1941,3631,2557,1853,2806,1185,1826,1944,330,18084,1646,2421,2018,1670,2539,1096,1917,1845,283,15429,1011,1473,1352,1084,1851,768,1377,1304,163,10389,199,328,241,189,334,197,276,270,47,2068,17,21,19,6,17,11,12,20,17,138,0,0,0,3,0,3,0,0,9,13,6880,12657,10949,8400,11510,7535,8286,9672,1506,77387
CED328,73,283,274,1215,422,1568,106,813,44,4797,404,2037,908,2138,1331,1626,225,728,87,9488,1661,6292,1631,1577,1895,968,319,666,211,15221,3061,7306,1439,1140,2131,706,296,528,228,16842,3238,6571,1217,1168,2367,779,328,524,216,16420,1846,4117,707,651,1645,585,253,405,117,10332,498,1281,168,152,514,225,106,126,42,3118,58,134,14,12,45,40,9,18,26,352,8,11,0,6,3,4,0,0,7,39,10846,28050,6359,8072,10361,6495,1646,3804,979,76603
CED329,40,45,457,577,166,1182,78,779,75,3396,155,237,787,605,292,559,196,678,53,3573,744,1127,1589,1028,878,694,540,976,103,7673,1366,1961,1833,1362,1372,850,718,1180,163,10809,1889,2398,1891,1742,1746,1159,1019,1598,196,13640,1624,1863,1337,1236,1447,870,893,1392,158,10835,709,466,209,176,350,261,205,274,77,2731,149,57,24,12,25,24,10,26,37,368,30,3,8,0,0,4,0,0,0,47,6698,8157,8148,6748,6286,5593,3674,6903,866,53069
CED330,78,77,747,714,267,1528,151,1081,74,4726,307,460,1312,810,609,799,357,1092,89,5828,1246,1812,2479,1137,1599,813,1011,1649,180,11929,2256,2729,2713,1593,2434,981,1329,1552,260,15837,2607,2633,2668,1758,2768,1169,1680,1912,271,17458,1756,1694,1694,1080,1727,797,1192,1392,164,11502,705,476,313,192,367,219,304,312,68,2950,166,52,17,10,29,22,20,37,30,379,13,0,3,3,3,0,3,0,7,35,9129,9934,11950,7290,9804,6337,6042,9024,1131,70643
CED394,11,0,16,20,8,25,3,30,0,103,25,25,39,86,22,39,21,207,7,480,67,164,133,137,59,44,70,310,27,1010,37,84,79,34,37,21,64,88,21,470,49,82,69,41,47,28,70,110,17,509,68,71,53,27,51,25,47,75,8,430,15,12,0,3,0,8,19,4,9,76,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,264,446,392,349,226,182,300,825,97,3087
CED397,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,9,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,3,0,0,0,11,5,4,3,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,0,7,7,0,6,4,60
CED401,47,90,155,662,142,1063,52,571,35,2815,345,1330,792,1804,803,1329,213,874,116,7607,2110,7756,2211,2284,2295,1382,665,1498,283,20474,2622,6026,1500,1275,2005,893,508,1014,264,16109,2830,4909,1296,1172,2198,919,476,879,207,14886,1906,3989,920,785,1746,710,403,632,157,11236,520,1250,188,196,464,224,82,156,68,3146,81,132,14,20,48,22,8,17,18,364,11,10,0,3,4,3,0,0,11,43,10458,25479,7082,8188,9703,6542,2407,5645,1165,76669
CED402,67,52,568,525,143,1217,104,1142,66,3886,282,387,1093,666,369,771,307,1306,68,5238,1332,1697,1993,1113,1043,921,855,2304,139,11393,2261,1788,1657,1237,1434,968,998,2166,170,12682,3040,1793,1733,1693,1881,1196,1430,2588,215,15579,2689,1588,1389,1275,1478,859,1224,2099,170,12772,1371,392,248,218,345,187,307,516,80,3670,330,31,38,11,47,25,42,73,46,635,42,7,17,5,7,9,3,10,14,112,11408,7718,8727,6743,6758,6146,5268,12219,964,65967
CED403,55,87,248,759,167,1346,77,872,30,3637,259,815,933,1487,621,1270,136,748,60,6337,1216,4139,1886,1642,1547,982,340,845,174,12756,2348,5162,1662,1439,2099,848,404,735,213,14903,2542,4744,1820,1631,2644,966,488,872,184,15893,1725,3725,1184,1192,2191,725,475,752,124,12097,417,935,285,222,504,231,111,192,53,2943,46,79,32,14,30,47,15,24,33,313,7,5,0,7,8,3,0,0,10,44,8618,19678,8046,8387,9814,6406,2035,5044,888,68926
CED404,77,37,375,316,118,1049,86,817,45,2924,271,503,1044,645,313,581,318,804,57,4542,1239,1961,1952,1226,1001,818,1096,1221,182,10708,1836,1669,1708,1334,1269,742,1113,1167,178,11020,2526,1662,1829,1681,1615,949,1507,1748,233,13735,2389,1522,1353,1290,1202,697,1191,1481,206,11331,929,276,232,205,247,133,258,377,79,2746,217,23,29,7,24,21,24,40,66,448,39,7,4,3,3,0,7,7,20,97,9525,7656,8523,6706,5806,4987,5597,7668,1073,57554
CED405,42,55,267,670,147,1298,71,690,45,3282,314,890,971,1550,773,1341,225,843,84,6987,1681,4941,2376,2220,2062,1224,699,1273,233,16700,2267,4368,1735,1497,2315,999,603,960,206,14950,2520,3358,1787,1507,2810,1184,771,1051,233,15225,1632,2629,1196,1053,2278,827,612,834,158,11217,430,636,309,211,542,220,160,228,58,2793,67,80,34,17,50,37,9,23,27,351,8,7,0,0,3,4,3,0,14,50,8959,16962,8663,8730,10978,7133,3151,5911,1054,71553
CED406,47,30,400,497,115,1391,107,890,34,3503,293,441,1285,1078,583,1335,262,897,85,6256,1213,2414,3141,1991,1972,1415,805,1388,219,14546,1616,2626,2480,1953,2195,1110,874,1247,212,14305,1569,2168,2264,2041,2481,1220,1089,1511,236,14584,973,1650,1552,1575,1936,811,885,1173,109,10667,214,334,258,230,315,160,152,268,45,1971,14,18,13,9,12,14,8,18,15,108,4,3,0,0,5,3,0,0,3,20,5949,9675,11393,9377,9609,7448,4174,7383,957,65975
CED407,37,55,330,551,152,1505,79,870,64,3637,252,697,1271,1156,737,1161,295,857,87,6518,1273,3357,2788,1885,2163,1185,851,1275,219,14992,1838,3344,2296,1845,2506,1086,988,1299,274,15475,2037,2541,2214,1848,2913,1199,1192,1398,226,15573,1252,1819,1426,1269,2254,816,889,1034,150,10909,256,324,291,191,423,196,197,241,44,2171,27,21,16,12,15,11,5,22,15,150,3,6,0,0,0,3,0,0,10,19,6977,12167,10624,8758,11164,7164,4494,6993,1094,69438
CED408,45,62,423,700,112,1112,81,934,46,3510,208,386,959,962,330,857,160,836,41,4742,988,1980,1792,1119,1037,713,460,883,111,9084,2090,3269,1835,1325,1697,777,641,982,156,12775,2818,3514,2131,1725,2272,1123,808,1337,214,15946,2261,3124,1606,1332,1811,884,703,1144,164,13027,981,886,349,242,467,269,185,299,89,3758,215,80,36,24,35,27,19,41,20,495,30,15,0,3,3,0,4,0,7,69,9633,13321,9133,7438,7774,5756,3054,6451,846,63407
CED409,44,44,281,462,125,1340,72,728,44,3140,295,618,1093,1215,707,1296,404,1131,103,6860,1455,3290,2822,2280,2315,1419,1272,2070,294,17205,1671,2846,2154,1916,2236,1048,1379,1907,277,15428,1812,2121,2171,1914,2461,1070,1770,2258,258,15827,985,1548,1403,1256,1699,669,1148,1527,171,10403,171,244,209,180,284,135,198,242,50,1711,14,18,18,11,14,11,17,24,28,141,0,0,0,3,0,0,0,8,5,24,6444,10731,10139,9222,9839,6993,6252,9883,1226,70735
CED410,35,88,150,600,136,1326,60,626,34,3057,250,889,744,1222,621,1188,158,677,80,5822,1427,4888,1730,1686,1800,1066,516,962,255,14327,2203,5181,1641,1353,2045,867,461,953,203,14910,2509,4481,1683,1321,2630,1054,590,1020,206,15499,1531,3270,1065,928,1922,771,436,707,130,10758,431,949,304,217,532,212,88,228,61,3020,67,121,42,10,58,40,7,19,28,398,8,20,0,3,6,4,0,0,13,44,8452,19869,7372,7339,9741,6525,2315,5195,1009,67826
CED411,48,45,418,528,156,1290,101,1005,53,3656,335,439,1391,1093,581,1119,470,1384,116,6917,1320,1908,2703,1948,1687,1289,1362,2091,249,14559,1685,1885,2018,1659,1756,947,1476,1807,257,13488,2041,1739,2149,2004,2236,1108,1754,2130,270,15430,1535,1376,1425,1266,1570,725,1264,1499,168,10829,490,275,190,167,284,109,234,306,60,2118,110,30,18,11,12,13,11,33,23,270,18,4,5,5,0,0,3,3,11,51,7587,7715,10309,8673,8298,6596,6678,10248,1214,67322
CED494,0,0,0,0,0,9,7,13,0,23,0,9,5,3,4,3,4,49,3,88,14,35,38,15,17,13,20,82,3,242,13,23,26,6,10,0,17,23,3,125,15,22,24,14,12,12,13,26,0,131,12,16,8,11,11,7,14,23,3,102,4,0,4,0,4,4,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,103,112,53,57,49,85,212,11,734
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CED501,48,62,580,620,158,1632,120,992,56,4266,326,528,1835,1207,722,1178,490,993,136,7428,1436,2725,4075,2124,2265,1231,1584,1721,273,17439,1693,2718,3391,1940,2117,1013,1637,1568,312,16390,1749,2239,2821,1913,2269,1137,1775,1541,289,15739,882,1208,1418,1069,1296,616,1134,995,171,8794,124,225,184,154,213,115,175,194,38,1424,17,22,15,10,15,5,12,31,14,135,3,0,0,0,4,0,3,7,8,22,6280,9727,14322,9052,9061,6936,6924,8037,1305,71643
CED502,57,63,501,586,173,1599,116,863,73,4037,294,692,1464,1075,861,1423,534,1018,104,7466,1569,3946,3711,1962,2707,1540,1889,1831,315,19466,1816,3719,3114,1907,2548,1113,1711,1609,308,17836,1789,2402,2512,1649,2645,1107,1811,1555,261,15730,1050,1428,1460,1200,1790,728,1204,1149,153,10155,222,294,278,217,312,202,252,280,39,2104,27,17,15,14,19,15,10,29,9,158,0,0,4,3,0,0,3,0,0,16,6831,12562,13059,8608,11051,7732,7527,8332,1263,76954
CED503,56,49,599,571,139,1296,114,817,50,3692,226,411,1482,841,564,827,298,718,66,5428,860,1682,2940,1278,1383,823,1324,1116,196,11595,1392,1941,2528,1371,1521,817,1416,1142,235,12355,1814,2172,2587,1417,1969,1003,1862,1350,251,14410,1266,1480,1644,1038,1470,758,1313,1020,163,10140,421,357,297,162,356,198,279,279,56,2404,97,38,24,14,34,27,13,32,27,308,14,8,0,0,6,0,3,3,3,38,6140,8137,12096,6692,7435,5741,6618,6471,1040,60374
CED504,56,80,491,567,165,1605,103,826,58,3950,275,607,1327,1018,758,1306,324,879,128,6625,1369,3238,3296,1643,2193,1154,1050,1448,296,15685,2020,3180,2914,1659,2363,1108,1130,1455,291,16127,1845,2255,2497,1683,2565,1155,1437,1664,293,15396,990,1280,1518,1091,1790,701,966,1227,145,9710,201,266,292,192,369,187,181,306,48,2048,20,26,17,7,23,8,8,32,8,157,0,3,3,0,0,0,0,0,0,9,6775,10927,12355,7868,10238,7237,5213,7827,1259,69698
CED505,28,172,155,865,150,1052,82,468,38,3015,290,1339,633,1460,676,1118,154,582,68,6317,1713,6893,2001,1560,1654,949,349,968,189,16281,2815,6383,1044,815,1511,617,258,552,242,14245,3327,6355,886,790,1857,677,247,378,195,14716,2178,4403,708,568,1409,605,205,337,141,10553,708,1476,168,157,544,239,67,136,68,3549,122,233,23,24,77,56,7,32,42,615,16,20,4,0,3,0,0,3,4,57,11185,27280,5623,6249,7882,5312,1363,3454,991,69344
CED506,72,62,536,470,202,1083,93,701,57,3279,294,635,1559,752,663,553,466,997,126,6057,1874,3526,5138,1824,2091,932,2272,2459,346,20466,2715,2995,4180,1780,2002,798,2427,1993,376,19260,3082,2454,3229,1677,2081,933,2760,2034,388,18636,2539,1671,1874,1116,1453,605,1925,1485,256,12929,947,329,300,207,278,148,389,363,91,3059,245,27,24,18,34,14,29,54,32,470,22,11,10,3,5,0,3,10,7,64,11801,11703,16857,7840,8803,5077,10362,10089,1680,84223
CED507,55,52,643,598,178,1524,69,915,46,4074,231,327,1266,643,402,663,248,845,70,4697,1043,1914,2915,1209,1179,920,936,1827,160,12107,1749,2638,2884,1490,1732,1006,1381,1739,225,14830,2163,2596,2612,1571,2003,1185,1493,1730,243,15598,1694,1909,1561,1163,1472,885,1224,1299,168,11380,713,402,250,193,298,215,275,350,74,2779,151,38,24,7,24,21,26,53,24,362,22,5,3,3,0,0,0,8,4,51,7819,9883,12159,6883,7287,6424,5651,8766,1008,65875
CED508,39,67,400,620,154,1342,100,699,60,3487,275,788,1151,1230,760,1081,334,697,95,6400,1779,5153,3290,1753,2149,1058,832,1201,286,17503,2490,5040,2802,1348,2283,879,899,1100,299,17145,2309,3872,2333,1385,2439,996,1016,1161,285,15791,1406,2412,1395,997,1667,678,757,890,140,10336,336,617,271,194,369,189,187,252,49,2465,31,49,9,11,33,23,11,34,23,220,3,10,0,7,0,0,0,3,6,32,8686,18003,11655,7534,9853,6252,4135,6029,1231,73375
CED509,41,71,482,594,183,1266,99,862,59,3649,255,456,1385,903,663,1008,426,795,85,5976,1042,2549,2881,1384,1915,937,1173,1193,221,13305,1741,2923,2530,1340,2013,795,1301,1167,248,14052,2025,2692,2422,1563,2356,912,1494,1302,260,15035,1317,1957,1494,1153,1820,680,1198,978,176,10778,385,539,372,241,414,215,261,248,59,2744,43,52,23,13,39,19,16,32,10,258,3,4,0,7,3,0,0,5,6,24,6863,11238,11601,7198,9408,5838,5971,6579,1130,65823
CED510,45,104,495,895,189,1777,122,818,47,4494,281,936,1275,1237,735,1335,229,719,101,6839,1142,3198,2552,1211,1581,794,509,800,176,11963,2377,4431,2445,1272,2143,791,496,701,230,14892,3058,4510,2478,1702,3109,1166,670,902,275,17872,2002,3104,1788,1105,2515,1016,665,811,160,13174,378,652,354,231,520,255,161,230,53,2832,25,42,16,7,30,19,6,29,10,188,9,4,3,0,3,0,0,0,7,20,9310,16978,11404,7671,10826,7158,2863,5008,1064,72287
