CED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
CED407,1554,292,300,291,308,322,186,81,4240,0,0,4,0,0,0,0,0,0,31,38,974,654,1736,337,341,332,342,352,203,145,5416,917,178,236,32,51,28,23,22,7,43,1532,843,577,1277,160,158,164,98,99,47,43,3457,60,66,156,38,35,49,19,15,11,14,458,13,6,8,0,0,3,0,0,0,0,30,908,641,1437,196,195,212,117,113,65,52,3941,0,0,0,0,0,3,0,0,0,30,33,1824,820,1676,232,241,245,137,133,76,120,5511,3128,259,291,17,17,15,18,10,3,92,3855,1065,298,420,39,39,33,30,11,4,26,1965,156,76,142,23,23,22,8,12,19,8,486,9,6,3,0,0,0,0,0,0,3,23,1237,377,570,59,64,56,33,21,19,38,2473,3,0,0,0,0,0,0,0,0,28,33,4366,644,859,81,85,70,53,33,26,158,6358,4136,93,54,8,7,4,11,0,0,70,4384,1363,92,56,9
CED408,160,22,49,30,26,44,16,9,467,0,0,0,0,0,0,0,0,0,0,0,362,136,299,48,91,55,47,73,31,48,1184,827,226,308,29,66,45,26,15,14,58,1615,135,97,189,24,36,16,14,15,4,22,552,0,4,16,0,0,0,0,3,0,3,25,0,0,0,0,0,0,0,0,0,0,7,135,106,202,24,37,18,14,16,4,25,586,0,0,0,0,0,0,0,0,0,0,3,970,336,513,50,99,64,36,30,14,88,2200,2550,397,436,34,49,19,13,11,4,106,3615,287,107,78,7,13,7,9,6,0,12,517,3,16,7,0,4,0,3,0,0,7,40,0,0,3,0,0,0,0,0,0,0,8,287,118,90,5,15,11,7,6,0,13,563,0,0,0,0,0,0,0,0,0,0,6,2845,516,531,37,59,29,20,21,6,116,4182,3795,152,95,11,12,9,8,0,3,123,4208,397,34,14,5
CED409,2197,340,383,500,412,476,261,166,6409,0,0,0,0,0,0,0,0,0,10,12,1472,840,2444,392,437,537,455,507,289,213,7584,778,191,270,36,56,25,18,23,11,41,1458,1594,786,1659,186,202,193,115,128,74,80,5007,272,211,332,70,64,96,69,56,53,42,1264,15,8,10,0,3,3,0,0,0,4,43,1877,1007,2002,258,266,292,185,182,120,130,6315,3,0,4,0,0,0,0,0,0,4,6,2655,1197,2278,295,322,325,204,207,135,171,7786,2132,161,217,26,27,14,13,13,4,60,2661,1849,353,531,56,59,44,23,27,9,77,3028,862,171,309,66,41,71,41,36,24,63,1690,8,3,3,0,0,0,0,0,0,6,27,2721,525,839,124,99,116,58,70,39,150,4743,0,3,0,0,0,0,0,0,0,7,6,4853,685,1054,152,127,129,73,83,44,218,7419,2861,60,55,8,0,6,0,3,0,78,3073,2030,120,100,13
CED410,2392,343,420,455,509,564,253,109,6206,0,0,0,0,0,0,0,0,0,7,10,902,877,2622,405,474,499,554,604,282,137,7358,822,242,248,44,38,41,35,32,17,34,1551,862,799,1874,255,336,290,241,286,126,47,5119,27,59,174,46,43,49,68,49,27,16,553,0,11,9,4,0,0,4,0,0,0,30,894,858,2060,302,379,341,313,339,153,70,5704,0,0,0,0,0,0,0,0,0,3,4,1717,1101,2306,351,420,381,339,374,170,104,7255,1840,237,269,37,42,27,13,18,12,49,2533,1328,497,605,91,101,69,60,52,21,42,2863,96,103,197,44,43,37,36,24,13,36,630,4,0,7,0,0,0,0,0,0,0,13,1427,594,814,137,144,106,95,73,33,75,3506,5,0,0,0,0,3,0,0,0,3,10,3267,836,1078,169,187,136,108,95,44,127,6041,2557,104,57,13,6,8,3,8,3,37,2799,1959,140,81,19
CED411,762,167,186,197,143,149,97,43,2277,0,0,3,0,0,0,0,0,0,7,10,633,431,924,191,223,224,160,162,111,89,3151,768,134,194,23,31,21,14,14,7,59,1265,340,266,480,86,78,64,55,59,25,34,1493,57,62,187,37,60,74,39,29,56,10,616,0,0,3,0,0,0,0,0,0,0,10,397,334,667,126,137,144,97,93,82,47,2120,0,0,0,0,0,0,0,0,0,3,3,1168,467,861,150,164,168,108,101,93,100,3388,3418,180,210,28,14,12,7,10,4,107,3984,465,141,186,19,15,15,12,15,3,27,901,129,58,147,34,36,54,24,23,17,19,538,5,0,3,0,0,0,0,0,0,4,15,595,198,342,53,55,70,34,42,21,43,1458,12,0,0,0,0,0,0,0,0,5,9,4021,382,548,74,68,81,38,56,25,158,5456,4679,67,66,5,4,7,3,3,0,141,4969,572,49,41,6
CED494,13,3,3,3,15,30,16,9,96,0,0,0,0,0,0,0,0,0,3,3,9,6,15,4,3,7,16,45,30,15,159,14,3,4,0,0,0,0,0,0,0,23,3,3,4,0,0,0,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,6,6,37,0,0,0,0,0,0,0,0,0,6,6,19,9,14,0,0,0,3,0,11,12,68,40,3,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,41,6,6,0,0,0,0,0,0,6,59,54,0,6,0,0,0,0,0,0,3,66,4,0,3,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,1276,253,297,282,216,155,84,59,3157,0,0,0,0,0,0,0,0,0,67,69,1659,812,2333,594,724,555,428,315,144,241,7793,1970,651,1461,346,424,248,183,145,28,118,5578,351,455,1343,262,271,169,127,89,28,23,3114,12,32,92,13,13,15,9,9,8,6,209,5,3,10,0,5,0,0,0,0,0,25,370,486,1444,275,286,181,132,95,42,29,3342,3,0,3,0,0,0,0,0,0,40,49,2340,1142,2906,621,710,431,320,242,75,192,8966,4579,855,1576,252,279,153,82,59,16,149,8001,539,249,673,102,86,50,31,15,15,29,1796,26,17,56,8,11,10,8,12,3,10,160,5,3,4,0,0,0,0,0,0,3,18,570,270,727,116,102,57,40,24,15,42,1973,9,0,0,0,0,0,0,0,0,36,45,5162,1127,2304,363,375,206,126,88,33,224,10021,4625,321,402,67,86,52,37,24,8,112,5741,596,83,114,20
CED502,3581,621,773,731,554,523,287,195,9306,0,0,0,0,0,0,3,0,0,73,80,2142,1777,4434,823,1002,903,681,604,324,360,13047,2017,464,795,141,162,94,65,47,27,73,3875,1290,1229,3024,450,545,383,270,190,84,87,7543,56,74,554,69,118,68,39,49,35,30,1078,7,9,8,0,3,0,3,3,0,3,37,1347,1303,3584,515,661,454,313,237,120,118,8653,3,0,3,0,3,0,0,0,0,46,59,3364,1768,4381,662,825,542,377,288,143,234,12587,4228,635,712,116,116,67,59,11,13,122,6085,1395,654,1339,178,190,137,57,51,9,50,4059,179,110,371,43,45,53,36,16,35,40,933,5,5,11,0,0,0,0,0,0,0,28,1582,764,1731,220,233,193,92,71,47,89,5023,3,0,3,0,0,0,0,0,0,34,45,5809,1399,2439,343,345,262,157,85,60,248,11155,4603,305,284,44,39,38,27,11,3,89,5453,1442,257,265,49
CED503,599,115,163,148,127,95,55,26,1544,0,0,3,0,0,0,0,0,0,12,17,869,401,1193,303,347,292,206,152,85,92,3942,1402,433,744,197,180,121,108,55,20,61,3331,199,200,669,114,155,127,101,58,23,28,1678,12,8,27,13,3,13,17,3,5,0,97,0,3,3,3,3,3,0,0,0,0,20,209,216,697,126,163,145,111,69,32,31,1798,0,3,0,0,0,0,0,0,0,23,29,1616,650,1447,315,342,263,219,124,50,116,5154,3668,634,908,132,149,105,62,37,19,130,5845,313,164,373,53,54,57,26,18,13,14,1095,8,6,34,9,0,0,7,3,3,12,82,7,3,3,0,0,0,0,0,0,0,13,328,174,409,60,54,62,29,24,15,29,1187,10,0,0,0,0,0,0,0,0,26,37,4001,812,1314,197,206,166,93,62,32,184,7072,4222,269,295,63,41,37,20,22,9,119,5097,405,66,67,9
CED504,1792,319,386,355,279,273,166,137,5476,0,0,0,0,0,0,0,0,0,4,12,2206,1191,2499,527,641,527,368,333,209,214,8716,1941,503,897,178,159,98,49,34,22,79,3953,1652,948,1565,211,219,171,117,114,37,77,5114,255,164,311,39,69,73,31,37,17,32,1042,13,19,7,3,3,0,0,0,0,6,54,1923,1130,1887,255,294,248,153,147,59,114,6215,3,0,5,0,0,0,0,0,0,0,16,3871,1635,2788,432,456,345,206,182,75,196,10184,3361,682,788,136,121,56,27,31,18,116,5339,2008,574,781,92,100,58,34,19,14,60,3737,625,163,223,32,31,38,21,18,19,50,1212,17,6,3,0,0,0,0,0,0,4,41,2651,740,1010,127,134,95,59,35,34,106,4993,4,0,0,0,0,0,0,0,0,4,10,6020,1423,1796,259,255,151,90,65,44,231,10341,3731,243,215,36,20,13,21,5,10,97,4378,1914,198,146,19
CED505,1043,286,342,502,629,643,378,118,4581,0,0,0,0,0,0,0,0,0,0,8,1344,708,1893,712,860,873,905,930,486,239,8952,1747,560,717,176,215,158,119,122,46,86,3950,692,593,962,205,281,257,295,271,123,48,3734,19,20,46,7,12,19,24,25,12,24,209,0,0,4,0,0,3,5,3,0,0,20,718,614,1014,221,291,279,320,300,143,66,3969,0,3,0,0,0,0,0,0,0,5,10,2469,1180,1731,391,509,434,443,421,188,158,7925,3306,701,551,97,90,74,73,51,34,72,5037,1018,387,334,72,83,82,59,55,32,32,2153,32,21,31,11,11,20,13,17,9,4,169,6,3,0,0,0,0,0,0,0,0,11,1052,416,373,86,92,95,69,72,40,36,2328,0,0,0,0,0,0,0,0,0,0,4,4360,1112,915,178,184,175,141,123,72,108,7364,3616,311,177,34,38,26,14,17,9,60,4309,1100,112,79,11
CED506,773,234,273,269,261,292,151,140,2742,0,0,3,0,0,3,0,0,0,15,28,895,470,1687,583,653,479,429,418,198,279,6093,1272,472,718,142,181,98,75,43,20,126,3142,279,303,941,178,244,198,137,112,39,62,2500,16,9,34,5,8,5,6,13,13,3,126,3,6,9,0,6,0,4,0,4,0,24,304,323,982,186,252,208,149,125,55,67,2649,7,0,5,0,3,3,0,0,0,8,22,1579,793,1709,326,432,306,219,173,77,204,5820,2598,403,532,143,131,71,62,27,10,140,4112,408,230,518,104,114,79,42,42,12,36,1583,46,9,27,4,15,8,10,4,5,8,139,6,0,11,3,3,0,0,0,0,0,27,465,244,554,110,127,90,50,48,17,43,1747,4,0,3,0,0,0,0,0,0,13,24,3065,646,1090,254,259,160,107,72,26,200,5878,2652,192,274,55,63,31,23,16,9,117,3431,357,58,119,19
CED507,475,117,168,218,228,232,124,125,1859,0,0,0,0,0,0,0,0,0,10,14,586,305,950,238,314,330,328,305,150,206,3716,1322,447,578,112,105,85,45,35,10,89,2832,161,215,616,93,132,139,87,66,19,32,1553,6,10,32,8,12,12,5,3,4,6,94,3,0,6,0,0,0,0,0,0,0,10,169,224,655,101,141,146,92,67,27,37,1657,0,4,0,0,0,3,0,0,0,7,17,1490,676,1234,219,241,234,136,101,38,135,4506,2812,431,523,70,80,61,45,22,6,132,4181,256,129,308,43,40,34,20,17,4,26,879,25,5,23,3,3,6,0,4,0,5,79,0,5,0,0,0,0,0,0,0,0,8,284,137,332,44,43,41,22,21,13,31,968,3,0,3,0,0,0,0,0,0,14,20,3108,567,854,115,124,101,69,42,14,177,5166,3257,224,189,29,34,9,18,8,6,103,3886,330,61,56,13
CED508,1381,280,401,396,363,340,185,102,4474,3,0,0,0,0,0,0,0,0,4,9,1643,924,2316,622,772,662,562,536,266,209,8510,1913,613,950,221,201,147,102,85,37,99,4373,864,615,1315,235,327,247,167,150,47,46,4010,25,30,187,15,40,27,28,14,11,11,388,10,3,3,0,0,0,3,0,0,0,18,893,649,1503,251,372,278,197,163,63,59,4421,0,0,0,0,0,0,0,0,0,4,5,2809,1259,2449,472,568,423,299,247,101,164,8795,3523,571,624,131,114,68,45,38,11,94,5216,1268,319,635,85,101,68,35,33,17,48,2603,80,44,103,12,27,12,12,14,5,23,322,14,3,10,0,3,0,0,0,0,0,27,1369,366,742,94,133,78,44,45,19,68,2953,6,0,0,4,0,0,0,0,0,4,10,4897,940,1364,223,242,152,87,85,28,166,8186,3752,221,171,34,30,41,20,23,14,72,4380,1549,141,109,13
CED509,1632,320,354,338,308,272,180,80,4219,7,0,0,0,0,0,0,0,0,134,139,1090,684,2140,457,569,450,363,334,201,260,6544,1532,441,597,99,90,66,36,26,15,76,2985,506,520,1367,187,287,165,118,94,54,39,3343,28,62,173,27,34,38,22,24,8,14,435,4,10,9,5,0,0,0,0,0,0,36,536,590,1555,222,320,212,143,118,67,49,3810,0,0,0,0,0,0,0,0,0,95,102,2071,1031,2147,324,414,274,182,151,83,223,6896,3811,522,521,87,87,51,36,15,9,119,5260,701,274,630,63,76,48,39,30,15,29,1905,72,40,138,19,24,23,14,20,21,24,395,13,4,12,0,0,0,0,0,0,0,21,778,320,771,88,103,69,53,47,33,52,2318,4,0,0,0,0,0,0,0,0,76,87,4600,841,1297,169,192,122,81,66,45,253,7670,4404,207,202,35,50,23,6,13,4,125,5063,844,112,116,17
CED510,513,119,150,152,167,124,88,54,1836,0,0,0,0,0,0,0,0,0,0,5,1561,667,1303,400,466,358,333,239,157,138,5624,2299,887,1407,351,428,322,207,129,91,103,6214,459,383,649,156,158,119,84,92,25,37,2160,12,11,29,6,13,8,11,10,0,6,101,0,4,3,3,0,0,0,0,0,0,10,474,397,686,161,172,124,96,102,29,38,2274,3,0,0,0,0,0,0,0,0,3,5,2776,1287,2084,509,601,448,300,231,118,147,8498,4803,1689,1657,266,254,165,93,61,44,112,9137,930,357,431,41,72,37,31,17,6,15,1944,56,10,20,3,4,5,8,9,3,0,125,5,0,0,0,0,0,0,0,0,0,5,991,371,447,51,80,43,44,23,14,17,2078,9,0,0,0,0,0,0,0,0,0,8,5801,2062,2108,313,330,211,129,84,53,130,11222,6244,576,373,57,32,25,20,22,13,84,7443,1266,168,111,9
CED511,501,139,156,174,143,138,79,55,1584,0,0,0,0,0,0,0,0,0,29,31,553,331,1014,348,367,285,255,212,114,164,3643,1044,334,446,87,86,56,38,36,12,81,2225,154,244,609,112,141,85,52,53,21,32,1502,10,11,64,4,14,20,12,7,0,6,156,0,3,8,3,0,3,0,0,0,3,15,165,252,686,117,154,108,64,64,26,42,1673,0,3,3,0,0,0,0,0,0,25,34,1212,590,1132,202,243,161,97,103,35,146,3932,2705,309,367,69,79,43,29,23,9,138,3764,265,158,348,47,54,32,20,25,9,17,972,12,16,65,3,7,9,0,4,3,10,132,3,0,3,0,0,0,0,0,0,3,8,281,172,418,54,64,39,22,28,9,30,1119,0,0,0,0,0,0,0,0,0,25,23,2984,485,792,120,143,83,42,52,15,191,4910,3357,178,198,47,39,21,8,14,8,119,3990,374,37,72,15
CED512,1822,282,346,312,253,249,154,167,4587,3,4,4,0,0,0,3,0,0,215,223,2275,1414,3377,719,851,630,443,420,256,552,10938,2562,986,1991,426,533,256,202,107,62,186,7304,571,683,1692,285,339,190,119,97,49,59,4084,33,60,93,15,13,17,16,14,10,12,270,4,9,18,0,0,0,0,3,0,0,32,603,753,1800,302,348,204,137,118,60,65,4384,4,0,0,0,0,0,0,0,0,141,155,3169,1746,3785,723,879,470,332,227,119,393,11847,4451,1478,2356,329,375,177,75,50,26,183,9500,704,488,869,129,116,54,26,30,12,27,2459,59,53,57,15,13,12,8,9,13,18,260,8,5,13,0,0,3,0,0,0,3,29,775,551,936,144,132,72,33,42,23,52,2750,10,3,6,0,0,0,0,0,0,72,83,5233,2032,3297,472,505,247,106,98,46,306,12337,4352,540,531,79,94,44,33,39,18,153,5877,781,141,161,20
CED513,2239,562,770,1024,1082,1095,639,354,9259,0,0,0,0,3,0,0,3,0,7,15,2114,1217,3478,1151,1504,1522,1471,1418,809,503,15185,2038,574,806,183,214,95,83,78,46,80,4195,1147,688,1257,233,362,264,267,234,121,89,4664,82,70,162,34,30,38,49,61,33,34,600,5,6,5,3,0,3,0,0,0,4,33,1237,766,1419,270,401,310,324,300,150,131,5292,0,0,0,0,0,0,0,0,0,0,4,3274,1341,2226,458,612,406,404,376,196,208,9496,3413,420,333,86,76,48,29,30,8,100,4548,1428,257,415,73,83,64,57,55,30,44,2510,251,75,122,19,26,17,22,20,20,35,611,11,3,3,0,0,0,0,0,0,4,21,1688,334,532,95,109,83,85,76,48,87,3143,4,0,0,0,0,0,0,0,0,4,9,5109,759,863,180,185,130,116,112,63,183,7697,3568,140,130,28,27,28,5,17,5,92,4055,1756,109,101,15
CED514,2889,583,760,852,847,792,428,257,9266,3,0,3,0,3,0,0,0,0,15,24,1931,1410,3981,1154,1317,1260,1116,943,508,377,14000,1684,528,666,142,143,79,49,32,21,85,3421,1352,959,1557,269,312,261,234,169,68,86,5274,113,139,284,61,59,88,49,59,41,47,940,4,6,11,4,3,3,3,0,0,3,48,1474,1112,1856,332,381,352,281,228,109,138,6264,3,0,0,0,0,0,0,0,0,8,7,3160,1634,2515,481,522,433,329,266,131,230,9697,2615,437,345,49,69,40,28,18,7,75,3683,1794,472,554,73,99,65,36,34,19,61,3208,357,132,170,39,39,40,45,37,39,54,953,11,6,8,0,0,0,0,0,3,3,31,2163,608,727,112,148,104,84,70,59,111,4191,5,0,0,0,0,0,0,0,0,3,9,4788,1049,1070,164,212,144,115,91,65,190,7879,3061,205,117,21,21,21,9,9,3,54,3518,2156,174,124,15
CED515,4064,841,1230,1341,1448,1262,755,381,13466,0,0,5,0,3,0,0,0,0,24,32,1956,1823,5142,1394,1858,1754,1745,1511,875,544,18599,1625,495,650,156,156,116,87,66,21,62,3433,1292,1102,2092,380,546,462,383,300,169,90,6826,47,75,236,38,81,52,56,63,35,45,732,3,3,13,7,3,3,3,3,0,3,43,1345,1183,2339,428,636,520,448,364,200,137,7597,0,0,6,0,0,0,0,0,0,22,29,2974,1676,2993,587,788,637,531,433,227,216,11055,3084,396,342,68,91,63,49,31,17,103,4234,1411,478,740,115,163,89,59,61,25,46,3182,134,96,213,23,44,37,23,32,34,45,697,12,5,3,0,0,0,0,0,0,3,28,1553,575,965,136,202,125,85,93,66,94,3907,6,3,0,0,0,0,0,0,0,25,28,4645,975,1301,209,296,190,134,123,77,218,8172,3367,213,189,48,41,29,26,18,12,70,4018,1464,200,186,24
CED516,1224,263,292,334,342,366,166,103,4455,0,0,3,0,0,0,0,0,0,8,12,1525,986,1632,408,460,446,438,430,187,159,6676,1578,453,471,103,110,83,73,42,24,59,2997,1277,844,1326,272,348,319,272,185,82,47,4964,31,77,194,23,44,53,30,51,22,23,553,5,3,3,0,0,7,0,0,0,0,20,1312,921,1523,299,393,371,303,241,107,68,5538,0,0,0,0,0,0,0,0,0,4,8,2894,1375,1990,400,500,453,379,286,132,133,8549,3260,560,519,103,85,53,52,34,16,71,4764,1707,609,914,129,198,110,76,80,33,46,3897,143,75,170,19,32,21,22,22,15,16,532,0,3,3,3,3,0,0,0,0,4,16,1852,685,1088,146,233,133,102,107,43,73,4450,0,3,0,0,0,0,0,0,0,3,9,5117,1246,1604,247,314,186,149,141,57,143,9214,3911,277,163,29,22,23,13,16,6,63,4525,2203,308,156,30
CED594,26,4,4,8,31,44,49,32,220,0,0,0,0,0,0,0,0,0,17,20,42,17,53,17,21,22,46,70,85,60,428,50,6,17,5,5,8,0,0,3,4,92,10,9,4,0,3,4,0,0,3,8,45,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,10,10,4,0,3,7,0,0,3,6,50,0,0,0,0,0,0,0,0,0,15,16,60,20,25,3,7,14,0,0,3,21,164,89,7,21,4,0,3,7,0,0,8,135,17,0,9,0,0,0,0,0,0,3,27,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,0,7,3,36,0,0,0,0,0,0,0,0,0,31,31,109,7,26,4,4,5,5,3,4,39,203,148,6,12,4,9,3,3,3,3,15,205,14,3,3,0
CED597,4,0,9,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,15,5,7,0,8,0,0,3,47,14,3,5,0,0,0,0,5,0,3,35,0,0,3,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,17,5,10,0,3,0,0,3,3,3,45,15,11,4,0,0,0,0,0,0,8,34,4,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,11,4,0,3,0,3,3,0,8,42,10,3,3,0,0,0,0,0,0,4,13,3,0,0,0
