CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED147,194,436,712,728,919,1026,1748,1325,688,7775,160,647,1080,1139,1140,952,929,511,214,6769,90,613,1088,1146,1141,840,553,284,85,5844,25,427,1070,982,1119,802,347,163,64,5006,6,230,845,849,947,667,257,135,36,3976,0,69,517,554,550,369,107,31,7,2215,0,26,323,435,465,312,78,36,5,1681,0,4,151,289,310,253,50,15,13,1091,0,4,112,323,328,259,74,25,9,1134,11,11,30,100,108,105,86,32,16,494,397,270,493,542,644,701,782,689,496,5025,5026,4167,8545,9500,10470,10111,8767,5331,2240,64155,4378,614,873,926,1094,1644,679,256,106,10565,2219,519,365,454,495,609,467,168,57,5354,952,931,980,919,1098,1541,1557,834,224,9040,468,648,847,1011,1283,1919,4063,2765,742,13752,504,761,982,1016,1400,1642,2851,2087,977,12216,415,1159,1473,1468,1541,1501,1793,962,325,10629,194,1260,1779,1696,1724,1450,1125,598,158,9985,70,977,2183,1874,2024,1686,824,312,123,10071
CED194,10,38,71,45,72,72,79,17,7,409,6,54,78,46,41,55,47,7,5,350,4,47,91,27,37,38,16,3,0,270,3,45,64,25,32,25,15,7,3,221,6,25,77,22,24,34,9,5,0,201,0,7,51,16,18,9,3,0,0,104,3,3,27,18,11,12,5,0,0,81,0,4,21,10,13,3,0,0,0,44,0,0,19,26,14,4,3,0,0,70,0,0,3,13,8,3,3,0,0,29,49,131,241,133,118,126,81,30,15,935,232,615,1091,629,646,732,477,120,48,4590,163,228,302,144,155,184,54,16,10,1241,39,53,53,63,61,74,14,6,3,364,109,214,297,302,250,250,100,19,3,1549,16,94,210,189,235,227,298,61,11,1328,16,81,140,134,188,180,248,39,12,1047,26,100,154,94,93,112,101,21,5,698,14,122,203,83,105,87,49,16,3,681,14,108,212,108,81,78,47,15,3,664
CED197,0,0,3,0,0,5,6,3,3,22,3,0,0,3,3,0,4,3,0,25,0,0,3,0,10,4,4,0,0,25,0,0,3,4,3,0,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,13,17,10,3,50,7,4,24,14,31,53,60,24,7,220,4,0,0,0,0,13,0,0,0,24,0,0,0,3,0,0,0,0,0,11,3,0,0,0,3,5,6,11,0,33,0,0,4,0,0,12,20,5,0,46,0,0,3,0,0,6,14,3,3,34,3,0,3,3,8,0,16,7,4,38,0,0,8,5,13,9,11,5,0,47,0,0,3,5,6,4,5,0,0,24
CED201,95,408,487,648,736,812,1163,851,412,5620,78,466,810,823,1040,856,727,304,176,5268,45,517,904,909,1087,852,464,186,76,5041,21,488,1202,970,1179,879,260,86,43,5127,8,318,1304,925,1133,798,187,55,21,4755,0,93,926,642,676,466,88,17,7,2913,3,28,506,559,538,316,60,15,9,2035,0,6,191,328,350,240,34,4,7,1159,3,3,189,372,349,179,30,14,4,1146,4,3,28,116,116,74,18,12,8,372,228,210,485,438,496,480,486,428,390,3648,4372,4515,9126,9391,10270,9165,6241,3359,1669,58110,4400,1095,1219,1237,1183,1671,811,341,210,12169,2296,913,360,507,487,683,426,174,50,5894,844,1173,842,845,835,1134,1218,613,172,7674,283,762,709,833,947,1149,2302,1481,447,8912,266,757,760,898,1038,1175,1838,1318,575,8630,182,979,1245,1126,1437,1314,1334,599,256,8475,110,1065,1696,1416,1695,1516,892,411,122,8921,57,997,2434,1908,2138,1754,684,197,85,10248
CED202,172,512,753,896,994,1069,1669,1171,651,7891,108,637,1045,1096,1169,980,936,398,258,6629,46,586,1100,1076,1149,922,550,212,119,5758,11,439,1040,1026,1128,856,298,116,62,4984,5,268,965,904,1051,781,223,88,52,4327,0,77,678,656,718,466,95,40,11,2746,0,19,406,535,572,362,73,23,8,2009,0,7,165,309,373,264,40,15,12,1181,0,8,125,280,322,253,57,11,7,1052,3,17,36,149,169,107,52,26,20,585,477,384,657,700,808,843,862,691,488,5924,4788,5012,9323,10008,10904,10353,8153,4361,2251,65149,3907,789,861,866,930,1409,600,191,78,9628,2450,608,444,455,463,575,463,143,49,5649,1069,1575,1286,1043,1095,1580,1426,636,232,9938,357,933,1001,1022,1241,1736,3395,1994,606,12284,458,948,1114,1273,1513,1811,2807,1831,879,12629,316,1200,1530,1519,1676,1671,1772,726,364,10766,129,1190,1950,1727,1875,1678,1202,464,188,10411,56,1044,2322,2002,2150,1816,776,267,113,10547
CED203,61,579,875,658,789,723,1025,1142,671,6517,50,622,1155,943,841,653,504,334,191,5301,33,514,1384,1001,912,616,346,162,70,5036,10,476,1716,1110,985,629,243,90,58,5318,5,349,2039,1280,1051,619,169,58,31,5606,0,108,1582,1060,788,415,96,18,11,4077,6,32,1070,1031,724,344,64,13,10,3291,0,8,488,667,504,261,34,9,3,1984,0,7,583,955,684,309,44,7,3,2604,3,12,109,483,406,145,46,9,9,1219,377,521,1263,947,816,684,633,649,627,6519,3742,6470,15939,12887,10910,7989,5851,4722,2475,70983,3547,2060,2328,1393,1112,1164,605,381,160,12749,1777,980,610,556,473,456,368,245,120,5594,818,1922,1694,1100,1056,1251,1224,1098,336,10505,256,1267,1462,1050,1190,1360,2404,2451,820,12258,158,1140,1684,1118,1276,1259,1666,1677,911,10887,144,1139,2165,1446,1333,1102,967,625,302,9228,63,1022,2809,1733,1555,1132,673,333,138,9464,24,932,3596,2151,1939,1280,490,173,102,10698
CED204,163,464,675,698,900,1076,1656,1143,589,7370,127,601,1036,1061,1079,1005,994,433,258,6591,57,594,1064,1068,1142,1012,604,254,96,5890,27,401,1003,976,1098,905,376,127,74,4993,10,248,890,848,1033,758,237,106,50,4182,5,82,630,587,683,482,120,41,12,2645,0,20,327,480,529,424,83,20,9,1901,0,7,133,290,341,232,48,14,15,1086,0,5,98,308,333,227,51,32,10,1057,9,8,47,143,172,105,58,31,7,577,496,324,676,706,779,919,922,760,692,6268,4537,4591,8664,9423,10472,10539,8279,4558,2389,63446,3584,592,656,797,800,1241,531,163,81,8449,2366,590,415,429,439,656,411,135,81,5528,951,1324,1089,992,1085,1638,1418,679,234,9402,373,796,914,1015,1226,1810,3228,2102,607,12078,358,813,1035,1049,1418,1767,2843,1823,811,11910,268,1128,1466,1492,1582,1705,1906,834,385,10767,148,1221,1902,1694,1899,1865,1237,549,195,10699,60,948,2202,1926,2101,1986,945,329,145,10636
CED205,72,414,660,648,730,800,1284,1170,631,6416,57,382,872,881,879,700,753,442,229,5192,14,355,1027,907,934,742,458,205,120,4769,16,343,1190,914,939,677,329,122,75,4604,4,265,1226,838,886,604,237,105,49,4210,0,86,730,591,510,373,113,34,19,2462,3,34,492,483,452,276,89,27,12,1857,0,9,203,289,260,195,43,20,5,1023,0,10,210,406,354,193,48,18,11,1254,5,5,55,165,179,114,55,34,15,614,345,346,818,586,597,592,595,584,531,4989,4583,5365,11494,10152,9841,8898,7534,4912,2376,65166,5421,2656,3008,2083,1663,1975,1117,514,187,18620,2010,1198,599,519,548,624,516,254,67,6320,743,1606,1586,1288,1268,1523,1605,1087,287,10995,286,1073,1221,1046,1210,1476,2802,2253,699,12057,188,961,1300,1081,1244,1341,2118,1816,918,10954,133,904,1722,1423,1422,1204,1402,861,354,9421,63,954,2497,1857,1745,1393,944,487,206,10147,39,862,3004,2169,2005,1446,771,301,116,10708
CED206,101,488,792,784,968,917,1147,820,348,6371,86,554,972,1073,1159,815,491,168,99,5415,34,593,1147,997,1151,742,269,90,24,5052,21,516,1238,994,1162,654,195,51,25,4851,11,319,1096,921,949,567,138,40,17,4058,4,71,688,563,580,352,52,5,0,2315,0,30,385,366,456,218,34,7,0,1498,0,7,183,234,246,137,18,3,4,832,0,9,122,218,233,97,15,3,0,693,4,8,50,91,109,47,19,13,5,356,541,422,904,758,845,733,651,405,190,5450,6097,6071,11558,10825,12050,9464,6221,3098,1162,66542,5808,1838,2318,1760,1800,1847,858,387,131,16746,2984,1312,661,594,600,568,375,161,43,7313,1275,1788,2040,1922,2034,2017,1529,722,170,13518,362,1101,1420,1443,1864,2085,3203,1697,428,13602,279,1040,1409,1295,1550,1458,1860,1258,493,10637,207,1216,1811,1660,1804,1350,1007,351,148,9546,123,1324,2338,1818,2051,1449,651,210,69,10024,63,1166,2930,2190,2445,1601,488,103,36,11017
CED207,108,431,637,748,867,846,1437,891,437,6406,79,503,890,991,1129,961,828,365,199,5943,49,562,1021,1003,1194,913,503,175,67,5492,19,485,1212,944,1195,815,311,83,38,5103,6,259,1184,901,1071,801,246,60,25,4561,0,67,737,626,644,450,102,22,6,2646,0,17,420,454,481,365,72,17,7,1833,0,8,119,271,325,175,34,7,8,935,3,3,126,287,286,164,44,6,0,921,8,8,35,103,102,69,40,21,12,396,386,259,529,596,665,646,647,486,335,4552,4487,4154,9276,9553,10398,9334,7104,3404,1586,59291,3848,653,948,996,994,1364,668,221,116,9801,2266,541,495,509,459,615,398,129,29,5445,932,945,945,981,874,1230,1258,522,156,7844,360,682,775,889,1003,1329,2620,1569,490,9717,395,823,892,1004,1246,1361,2355,1404,621,10102,320,1056,1254,1304,1562,1497,1637,682,296,9609,145,1150,1799,1610,1847,1574,1075,397,122,9719,58,1082,2500,1990,2293,1828,796,232,78,10853
CED208,110,592,695,597,680,649,988,1140,690,6147,95,573,894,736,837,649,788,551,363,5483,36,414,1023,777,862,630,516,351,166,4784,27,443,1305,792,903,672,362,179,108,4796,6,358,1551,1001,1002,688,275,138,81,5096,0,112,1069,746,762,491,143,72,45,3442,3,43,661,716,726,419,106,36,24,2731,3,28,390,508,504,296,62,21,13,1825,6,14,418,742,651,341,77,42,28,2315,3,13,82,337,370,155,45,28,35,1067,333,483,779,521,555,508,540,661,654,5033,5767,8937,12951,10534,10556,8469,6631,5446,2942,72227,6196,6351,3760,1752,1461,1621,989,489,184,22802,2419,1623,739,540,557,582,473,264,93,7299,1052,2313,1347,907,939,1218,1181,1049,362,10354,364,1523,1312,846,968,1070,1946,2088,761,10882,240,1288,1390,899,1045,1055,1527,1700,967,10122,195,1281,1792,1115,1277,1067,1322,986,537,9564,81,963,2178,1349,1410,1116,956,654,291,8993,64,931,2776,1555,1664,1287,727,413,207,9622
CED209,134,449,578,744,825,954,1460,1048,607,6791,103,514,874,1106,1129,1077,1047,505,270,6619,39,456,950,1022,1080,962,703,270,131,5618,19,357,1032,1023,1110,899,457,150,82,5128,9,245,1077,956,1038,810,327,116,78,4657,0,76,792,687,694,479,161,47,34,2956,0,21,469,537,575,385,114,33,22,2155,0,3,193,358,367,250,70,29,8,1277,0,3,175,381,357,235,84,35,11,1283,7,3,50,175,202,120,72,38,15,690,412,285,516,584,650,711,775,658,573,5166,4494,4162,8851,10165,10360,10128,8273,4483,2588,63504,3575,692,877,980,877,1364,628,225,205,9418,2618,686,409,548,479,629,466,159,70,6062,918,1325,964,923,900,1369,1469,693,237,8792,390,828,864,894,1049,1501,2692,1864,715,10786,354,911,891,1010,1158,1510,2462,1613,840,10753,256,1012,1286,1443,1539,1779,1951,931,401,10598,116,991,1644,1576,1655,1703,1410,557,236,9886,63,894,2175,1927,2050,1858,1083,348,140,10537
CED210,132,525,787,764,1006,1084,1665,1301,815,8076,101,635,1046,1089,1102,1034,943,425,224,6596,50,573,1113,988,1139,844,525,217,79,5528,21,483,1096,865,1039,782,300,144,59,4787,10,259,1046,824,923,661,217,84,64,4081,3,59,757,607,564,407,81,26,13,2513,4,27,455,450,493,315,54,26,5,1830,0,11,183,269,306,232,47,12,3,1062,0,5,165,286,295,177,37,18,11,987,11,8,46,137,138,80,60,32,12,523,430,374,676,625,776,849,865,743,567,5903,4517,4886,9797,9350,10253,10027,8124,4885,2467,64305,3891,737,1027,885,933,1410,602,218,109,9811,2360,676,455,481,412,604,369,157,46,5569,921,1312,1196,1024,1161,1639,1564,829,278,9933,355,867,994,1096,1241,1844,3329,2279,691,12703,302,932,1209,1092,1523,1667,2732,1982,1129,12561,250,1183,1561,1485,1520,1619,1756,858,350,10585,111,1179,2022,1572,1783,1523,1083,488,182,9958,60,1006,2343,1812,2018,1723,721,296,104,10084
CED211,70,359,521,658,740,749,1359,1205,802,6452,75,409,760,847,896,815,971,580,355,5710,28,389,956,869,933,706,562,311,134,4892,20,395,1209,1017,1028,677,381,190,122,5044,7,269,1353,1155,1007,765,311,100,59,5024,3,77,1001,839,788,500,149,35,25,3413,0,28,713,717,596,450,101,45,26,2675,0,0,314,473,433,262,68,15,16,1588,0,6,329,629,508,239,61,26,9,1808,0,0,76,206,189,95,43,29,8,645,238,197,524,537,485,434,526,629,647,4226,4115,4050,10397,10968,10018,8375,7339,4898,2841,63002,4005,1065,1579,1433,1142,1402,881,365,146,12028,2365,844,499,570,498,577,459,191,67,6070,780,1170,1009,1043,915,1007,1209,778,265,8188,232,792,803,838,906,1033,2008,1740,608,8965,206,701,864,968,1059,1143,2094,1781,1096,9912,169,854,1273,1220,1269,1272,1670,997,500,9227,69,854,1810,1455,1486,1238,1078,634,236,8869,33,830,2446,1924,1798,1366,906,430,205,9950
CED212,131,381,599,771,828,930,1684,1189,596,7117,79,521,876,1025,1103,921,1049,535,296,6400,54,544,993,1011,1093,829,583,286,113,5510,22,467,1090,992,1161,906,393,180,79,5293,5,219,1111,923,1102,837,267,105,53,4614,0,58,758,660,723,483,141,37,33,2894,3,19,392,563,580,357,88,39,11,2057,0,5,173,331,384,251,55,16,10,1219,0,4,158,327,349,234,60,35,10,1178,0,9,48,159,189,92,81,30,15,626,365,355,668,686,748,725,862,704,531,5648,4341,4199,8878,9900,10605,9569,8324,4822,2323,62952,3729,677,836,1009,973,1338,723,262,96,9639,2237,609,389,454,444,520,426,182,117,5379,808,1017,927,934,929,1237,1310,763,188,8107,307,708,780,925,1016,1302,2695,1855,599,10179,321,734,874,1066,1239,1438,2654,1866,846,11027,246,1038,1258,1382,1531,1409,1855,1011,430,10153,137,1116,1706,1572,1671,1421,1155,569,228,9572,56,951,2301,1924,2135,1798,961,379,152,10668
CED213,101,405,567,771,920,1131,2061,1282,692,7929,103,520,923,1088,1228,1150,1247,606,302,7171,81,497,988,1021,1224,1055,703,312,134,6018,32,376,882,873,1182,998,474,203,76,5097,15,176,799,763,1071,799,340,137,65,4158,0,52,482,522,619,467,182,48,20,2398,0,8,269,384,519,410,107,44,14,1750,0,10,107,237,314,232,92,31,13,1043,0,3,96,260,300,234,103,50,11,1042,5,3,28,141,181,157,112,63,17,712,410,279,548,695,812,932,1128,911,675,6383,4072,3539,7675,9163,10851,11300,10547,5618,2671,65436,3236,465,722,867,983,1643,902,339,139,9297,2200,379,360,450,439,625,534,176,65,5224,764,769,866,948,995,1528,1699,900,293,8760,366,583,719,909,1186,1779,3827,2399,719,12489,358,694,838,1097,1404,1779,3421,2135,1004,12722,327,1016,1270,1469,1737,1892,2351,1212,502,11771,280,1138,1629,1532,1923,1877,1521,724,282,10904,112,979,1898,1788,2252,2041,1186,464,170,10892
CED214,62,442,816,657,718,774,1158,1073,710,6414,50,464,1045,893,855,677,502,329,200,5012,31,461,1195,1021,809,607,327,149,67,4674,23,466,1565,1111,958,625,229,87,45,5112,6,314,1833,1158,985,637,166,64,33,5202,0,77,1396,1059,784,412,79,9,8,3828,0,27,961,1025,724,358,49,9,10,3162,3,12,524,649,515,260,30,6,8,1999,0,9,615,1085,697,275,42,17,6,2751,0,3,151,523,368,112,33,7,6,1212,334,456,1187,901,787,669,624,617,496,6073,3854,5335,14896,13154,10861,8513,5942,4224,2230,69009,3841,1690,2397,1623,1286,1452,694,370,165,13514,1863,933,603,566,465,483,371,213,75,5559,772,1630,1653,1281,1288,1565,1257,903,299,10640,260,1133,1386,1057,1160,1464,2550,1977,658,11638,170,1002,1551,1111,1156,1317,1910,1612,976,10796,147,1031,2005,1425,1346,1171,984,557,284,8957,88,982,2566,1821,1446,1189,646,298,124,9162,55,979,3499,2233,1949,1375,544,178,90,10899
CED215,141,356,706,741,955,1107,1750,1181,654,7595,117,473,949,975,1062,1110,987,481,286,6433,48,521,917,863,1048,911,581,260,95,5237,19,354,791,792,945,768,369,128,76,4232,14,203,774,622,822,647,263,116,48,3503,3,66,467,413,498,390,107,36,16,1991,0,21,244,309,398,296,58,23,8,1351,0,5,99,186,223,174,36,11,0,738,0,3,93,140,196,157,39,21,8,644,11,9,46,74,101,83,36,21,17,401,531,399,725,670,883,1051,1017,877,533,6682,3930,3634,7982,7945,9759,10866,8911,4900,2213,60139,3083,460,768,703,949,1632,673,252,95,8625,1967,401,389,393,459,756,444,165,52,5024,766,897,1077,1025,1266,1992,1668,783,205,9663,332,554,905,1051,1268,2087,4063,2347,573,13179,347,641,1056,1095,1433,1840,3140,1941,957,12457,281,864,1320,1321,1517,1798,2022,933,418,10479,123,1029,1549,1390,1676,1618,1305,585,180,9451,54,845,1747,1536,1812,1728,928,291,126,9065
CED216,47,331,334,446,613,652,950,817,740,4924,30,268,436,593,804,718,832,524,373,4576,20,288,536,618,880,717,618,322,216,4211,11,332,875,739,1022,854,504,219,150,4708,5,233,1044,844,1093,883,472,173,121,4880,5,79,849,694,941,693,275,93,58,3682,0,36,655,806,945,636,219,84,67,3449,0,11,317,569,613,455,161,59,35,2220,4,13,458,1104,1131,585,243,77,65,3688,4,3,171,978,1012,445,186,89,60,2951,283,249,522,606,746,611,604,519,685,4831,4403,3945,7786,10429,12289,9521,7200,4299,3387,63266,4941,1169,1125,1450,1314,1080,705,337,232,12348,2437,1036,285,376,484,517,403,173,96,5802,646,1285,565,597,691,826,804,622,328,6365,217,782,554,562,765,858,1433,1128,622,6917,122,663,596,635,837,1009,1489,1204,1005,7552,86,580,776,782,1071,1095,1359,858,553,7150,51,575,1002,893,1242,1170,1097,595,349,6972,18,648,1616,1156,1531,1433,1000,431,258,8092
CED217,135,507,971,1134,906,953,1126,636,305,6664,88,645,1464,1567,1233,833,495,189,92,6604,55,704,1635,1665,1368,778,251,83,23,6569,27,543,1857,1651,1307,729,140,30,12,6300,12,339,1804,1521,1161,597,101,21,11,5561,3,112,1069,1051,662,344,40,12,0,3298,0,19,633,687,428,208,34,0,0,2014,0,9,253,426,287,121,11,0,0,1111,0,8,214,401,242,85,9,3,0,961,4,15,59,128,91,26,13,7,3,346,551,609,1290,1220,983,798,633,285,101,6472,6207,6342,15811,16146,12374,9829,5917,2296,870,75785,6252,1739,2670,2360,1924,2136,988,295,148,18511,2783,1032,705,784,536,587,383,122,19,6951,1157,1619,1763,1794,1542,1924,1459,464,112,11831,404,974,1365,1435,1392,1941,3085,1236,246,12078,389,990,1491,1579,1343,1426,1864,955,398,10435,248,1249,2198,2227,1815,1394,995,359,151,10629,160,1483,2982,2865,2357,1511,613,180,49,12207,101,1221,4012,3492,2849,1772,421,57,24,13948
CED218,60,514,572,397,471,497,716,682,412,4326,57,587,814,485,534,515,591,364,196,4141,52,561,1056,561,612,579,499,236,115,4276,23,675,1672,678,676,612,461,218,99,5109,27,552,2430,892,837,724,407,160,96,6123,10,231,2078,831,721,534,309,100,53,4868,8,83,1533,962,738,573,247,92,57,4282,0,26,923,641,587,422,183,78,39,2899,0,28,1187,1350,991,642,280,136,85,4692,6,19,338,1122,1069,588,304,190,96,3739,310,533,1464,767,655,626,563,557,511,5984,3811,7375,16925,10771,9791,8091,6307,4070,2274,69414,3920,2750,2278,1325,1085,890,655,288,128,13322,1693,1065,487,386,387,366,311,169,65,4927,597,1613,904,545,621,716,688,634,244,6560,222,1113,901,516,585,684,1122,1133,460,6738,129,960,1062,623,731,811,1143,1014,566,7027,123,1061,1524,726,763,823,980,610,294,6900,81,1008,2004,918,888,928,837,427,186,7268,52,1152,3157,1194,1110,1056,839,373,188,9117
CED219,127,535,1069,1015,953,910,1193,814,425,7045,108,731,1693,1415,1263,878,515,198,102,6891,60,750,1903,1692,1543,903,295,99,25,7272,26,612,2046,1583,1452,867,192,42,12,6841,11,335,1793,1367,1210,748,135,32,16,5636,0,92,960,880,673,386,48,4,4,3040,0,22,512,549,448,226,23,3,3,1799,0,11,200,304,217,131,8,3,0,874,0,7,159,242,171,92,27,7,0,693,9,10,49,70,69,31,24,15,9,283,557,509,1136,914,885,747,622,433,263,6061,6364,6790,16855,14651,12521,10006,5999,3060,1356,77600,6796,1986,3073,2359,1884,2275,1013,400,166,19954,2779,1119,803,733,569,570,371,124,43,7120,1142,1754,1930,1743,1481,1659,1198,630,213,11744,414,1144,1568,1395,1382,1813,2897,1550,389,12558,352,1065,1598,1512,1395,1451,1916,1237,598,11131,278,1490,2558,2139,1887,1456,1034,411,161,11406,179,1706,3687,3150,2732,1791,716,209,58,14224,91,1468,4714,3798,3306,2084,515,92,25,16102
CED220,58,373,603,636,727,767,1200,1124,681,6169,47,433,821,932,961,743,672,391,252,5259,40,392,1002,999,1038,749,405,199,123,4948,8,388,1279,987,1072,712,257,115,74,4891,7,248,1327,1011,985,660,195,64,52,4552,0,73,891,746,677,412,94,23,16,2935,3,31,576,683,579,321,77,13,25,2302,0,4,293,452,389,203,26,13,8,1398,0,3,306,634,441,177,28,11,11,1616,3,6,77,254,191,51,26,14,13,642,271,295,641,627,608,505,560,576,488,4583,4206,4857,10949,10934,10420,8553,6695,4619,2551,63781,4497,2046,2290,1659,1421,1691,947,438,176,15172,2144,1029,483,505,481,577,451,206,85,5969,726,1384,1140,1027,1089,1435,1485,1057,361,9696,249,942,1018,910,1097,1425,2691,2212,870,11418,176,886,1129,987,1170,1303,1922,1689,946,10213,126,965,1501,1379,1462,1233,1206,737,386,9003,95,903,2079,1686,1799,1442,815,420,212,9449,31,797,2824,1981,2098,1567,608,238,133,10274
