CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED330,222,445,635,827,975,846,1373,797,380,6501,233,616,987,1218,1262,929,740,248,116,6345,115,613,1171,1243,1354,888,445,140,33,6001,40,451,1016,1131,1244,780,237,76,18,4992,9,238,835,1021,1169,700,168,43,13,4199,3,79,533,683,688,386,94,22,0,2493,3,13,371,602,601,380,67,12,3,2060,3,12,135,307,340,166,49,6,3,1021,0,8,122,352,354,182,43,17,0,1075,3,4,36,138,120,89,39,21,3,459,612,397,731,873,1025,917,719,421,282,5965,5371,4404,8685,10960,11991,9729,7150,2995,1211,62484,4202,742,835,1042,1285,1558,648,180,60,10562,2249,485,373,454,532,652,439,129,54,5368,1179,917,1034,1047,1086,1483,1405,614,135,8902,507,596,848,984,1268,1726,3495,1638,428,11480,531,760,920,1125,1459,1496,2485,1331,559,10662,519,1075,1369,1603,1744,1535,1490,507,174,10013,282,1247,1884,1878,2100,1652,1002,325,78,10449,139,1001,2174,2214,2458,1788,706,168,43,10687
CED394,7,40,75,39,54,123,128,28,6,499,6,53,95,42,42,69,66,9,0,371,9,67,96,33,36,69,39,4,0,355,3,50,74,12,47,43,21,4,0,251,0,26,66,21,36,32,16,4,0,194,0,3,29,14,17,20,6,0,0,99,0,0,32,18,13,13,0,0,0,73,0,0,14,9,10,3,4,0,0,35,0,0,12,8,12,13,0,0,0,41,0,7,5,0,0,11,3,3,0,30,33,116,193,101,125,190,108,32,11,920,203,576,1005,514,688,1224,798,153,18,5179,115,150,233,116,166,284,72,12,3,1145,36,49,57,42,57,120,30,7,3,403,89,131,225,246,225,325,191,36,0,1468,32,74,161,136,182,338,559,111,6,1606,16,87,140,89,122,240,331,67,8,1094,23,98,175,77,94,142,166,26,0,797,10,134,214,91,87,144,112,15,0,807,4,90,184,68,101,108,68,14,0,640
CED397,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,13,5,4,6,3,7,19,16,7,0,81,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,3,9,4,0,18,0,0,0,3,0,3,6,4,0,11,0,0,0,0,3,0,5,3,0,14,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,3,0,11
CED401,129,587,796,601,630,731,1147,1044,856,6512,93,632,1093,816,731,749,783,377,301,5575,45,512,1139,797,810,727,566,247,159,5001,15,504,1394,902,878,750,518,171,90,5222,10,331,1629,1033,943,876,399,118,67,5408,7,151,1286,769,780,625,241,55,33,3939,0,57,976,808,767,655,168,62,27,3521,3,15,521,560,569,482,118,39,18,2320,4,24,506,720,845,530,176,64,23,2888,9,11,159,457,515,375,169,75,45,1813,317,528,974,638,656,665,589,470,492,5334,4565,7702,14083,10499,10111,9584,7062,4150,2775,70535,4507,3793,2726,1352,918,1067,548,220,109,15247,2138,1374,627,459,400,484,333,122,57,5997,1031,2250,1637,1150,1089,1242,924,627,261,10212,356,1317,1378,946,1066,1359,1878,1579,695,10577,264,1123,1495,1024,1129,1363,1920,1516,1176,11009,197,1218,2043,1280,1192,1194,1314,668,443,9541,92,1042,2378,1506,1333,1242,1018,493,257,9370,50,1036,3061,1859,1609,1459,996,343,156,10561
CED402,187,364,687,797,979,1105,1730,1318,806,7977,138,597,1011,1096,1257,1077,902,485,308,6868,80,575,1038,1126,1232,948,581,304,90,5977,34,352,920,925,1177,885,315,150,58,4811,12,212,623,707,966,720,231,94,45,3608,3,81,387,370,542,382,125,26,14,1921,0,18,279,309,368,276,81,26,12,1364,0,10,104,195,271,238,54,10,5,884,0,7,89,177,209,172,61,24,11,749,7,6,34,75,105,101,67,40,21,458,430,247,519,558,737,826,867,614,573,5374,4304,3544,7786,8488,10362,10447,8643,4939,2534,61042,3311,359,617,659,836,1317,542,169,58,7873,2064,328,366,381,475,694,423,143,48,4927,869,789,1187,1181,1406,1964,1680,832,240,10145,422,557,987,987,1439,2095,4113,2613,807,14023,461,627,986,1176,1549,1916,3194,2030,1117,13062,366,1065,1507,1574,1914,1794,1840,919,442,11415,229,1295,1996,1956,2178,1897,1274,634,192,11647,91,981,2348,2107,2533,2089,866,334,113,11465
CED403,116,449,557,579,705,819,1425,1133,860,6639,80,501,793,856,877,858,1076,595,476,6112,37,431,850,925,899,856,668,345,249,5261,21,354,1019,998,1117,907,502,186,135,5244,11,253,1089,1049,1238,1012,325,110,86,5174,4,88,788,816,892,617,180,54,36,3475,0,28,583,724,799,594,119,36,33,2921,0,3,244,495,550,403,87,27,12,1821,0,3,237,530,620,395,92,26,20,1919,4,8,52,186,235,184,62,34,24,789,227,217,439,383,461,463,552,481,501,3717,4656,4701,8758,9542,10308,9962,7940,4696,3181,63739,4319,1187,1204,934,799,1230,573,224,139,10608,2412,905,412,452,449,656,520,152,61,6024,1099,1592,1037,842,869,1297,1251,733,271,8985,343,930,853,730,821,1145,2286,1781,805,9683,273,831,933,874,1054,1264,2306,1743,1168,10450,195,970,1313,1215,1262,1364,1869,1034,665,9885,91,960,1594,1375,1380,1424,1299,727,409,9262,59,783,1949,1765,1880,1685,1240,459,252,10066
CED404,129,384,665,740,892,1061,1638,1251,685,7445,96,468,896,879,1099,921,820,390,222,5798,49,432,798,827,966,812,548,249,83,4758,20,280,717,764,941,764,279,120,51,3942,12,210,608,633,847,654,197,85,23,3271,5,131,513,389,510,395,92,20,9,2080,3,35,344,350,446,316,75,32,7,1604,0,18,165,194,279,234,38,9,6,938,0,16,135,178,245,184,52,17,3,822,4,8,49,94,93,105,48,18,3,420,499,344,725,612,840,958,899,690,557,6134,3713,3420,7868,7765,9747,10209,8387,4622,2241,57973,3108,344,669,638,830,1379,466,169,72,7680,1682,278,430,409,469,706,394,132,42,4556,792,918,1422,1269,1617,2213,1706,804,194,10934,323,572,1014,971,1550,2254,4414,2481,731,14308,317,658,979,1105,1504,1943,3029,2029,980,12535,251,825,1254,1236,1598,1661,1726,811,328,9707,146,880,1400,1320,1648,1481,1194,557,180,8804,66,724,1575,1469,1786,1667,797,257,93,8432
CED405,116,495,653,592,732,867,1622,1453,1053,7588,84,577,948,879,917,917,1042,632,484,6490,42,573,1104,882,965,875,646,332,161,5573,15,456,1372,989,1093,902,434,181,130,5574,8,310,1421,1018,1102,909,325,88,87,5271,0,102,990,749,796,587,154,43,27,3458,4,30,714,731,702,504,109,34,23,2851,0,9,336,432,430,347,70,22,15,1648,0,8,278,496,477,320,75,37,19,1707,7,11,61,174,185,124,71,36,19,685,231,316,666,507,546,563,564,653,807,4853,3964,5327,11158,9567,9978,9851,8087,5660,3696,67294,3495,1418,1600,1006,857,1199,589,237,120,10518,2139,908,415,401,412,563,407,197,79,5517,922,1616,1267,926,1010,1344,1275,855,347,9562,311,967,1049,888,1097,1518,2663,2504,957,11953,262,935,1160,960,1228,1458,2578,2209,1444,12228,209,1080,1596,1337,1352,1474,1884,1095,693,10713,99,1078,2119,1467,1582,1453,1247,652,296,9987,47,981,2780,1908,2044,1727,960,453,234,11138
CED406,160,510,794,795,929,1051,1735,1006,538,7517,108,668,1278,1186,1125,1078,876,389,190,6897,65,585,1278,1221,1138,848,433,173,66,5817,18,445,1253,1121,1203,907,264,74,38,5324,4,230,1143,1008,1193,826,151,49,27,4631,3,66,636,659,664,385,48,11,5,2477,0,22,368,459,440,309,48,3,3,1651,0,4,125,253,221,201,28,4,0,834,0,5,95,182,198,126,25,7,3,641,3,5,25,43,46,45,20,12,10,212,342,269,571,543,571,579,621,470,425,4382,4431,4499,9959,9862,10086,9895,7723,3661,1814,61928,4020,568,818,845,884,1342,460,145,90,9172,2044,639,449,465,460,673,452,132,91,5413,1034,1299,1430,1189,1215,1738,1345,586,211,10044,369,828,1118,1085,1160,1799,3799,2016,518,12685,331,886,1227,1165,1419,1669,2853,1652,758,11972,286,1213,1820,1659,1629,1696,1694,716,299,11009,141,1178,2311,1968,1861,1512,993,394,153,10501,40,1013,2729,2386,2461,1894,766,191,86,11572
CED407,137,432,696,677,769,893,1666,1209,540,7024,83,563,1109,1092,1092,898,943,418,210,6402,43,525,1160,1132,1128,847,496,224,80,5638,24,464,1266,1099,1251,889,303,104,50,5443,0,287,1252,1097,1187,842,188,52,18,4926,0,130,745,699,689,446,80,14,0,2798,0,31,560,574,562,333,49,8,0,2119,0,10,227,349,341,205,18,4,0,1148,0,3,105,313,306,176,28,3,3,934,7,0,16,63,68,40,30,13,12,243,279,223,590,486,475,471,537,418,323,3802,4447,4531,10223,10015,10230,9413,7835,4085,1865,62655,4211,1006,1304,1015,1009,1489,591,153,84,10860,2271,846,516,487,443,628,459,114,26,5786,1061,1330,1311,1096,1068,1414,1376,647,174,9464,385,783,868,941,1085,1443,3568,2199,782,12045,300,793,1089,1030,1162,1365,2670,1936,777,11117,235,1078,1664,1472,1468,1397,1782,835,307,10238,112,1129,2099,1836,1785,1472,1072,504,180,10188,62,1068,2703,2368,2429,1849,831,254,105,11673
CED408,135,334,471,630,763,1005,1840,1134,546,6849,95,409,755,886,1046,1106,1232,519,300,6353,40,363,683,939,1129,940,690,286,98,5174,23,256,659,825,1094,927,449,136,71,4441,3,147,601,800,1113,868,338,103,47,4016,0,49,447,613,717,523,170,41,7,2567,3,10,289,502,582,524,119,30,16,2072,0,3,130,303,435,347,70,15,9,1321,0,4,117,342,442,330,89,23,3,1342,3,5,37,147,184,147,81,23,16,640,389,179,370,491,567,731,760,603,552,4638,4116,3108,6169,8517,10341,10944,9651,4520,2144,59501,3642,490,556,722,896,1433,599,148,67,8550,2076,542,331,433,488,762,536,169,48,5382,815,908,814,834,977,1653,1627,728,192,8546,326,572,648,800,1052,1689,3920,2090,619,11723,322,625,706,922,1204,1639,3141,1867,807,11230,262,813,1082,1219,1490,1790,2304,1036,444,10435,125,792,1230,1454,1805,1724,1512,697,198,9540,51,680,1443,1630,2062,1977,1166,413,136,9565
CED409,144,540,950,819,1113,1101,1526,1280,741,8215,100,706,1318,1216,1195,932,632,318,238,6661,33,616,1466,1199,1292,794,378,166,82,6019,16,495,1552,1216,1288,853,223,64,43,5754,3,276,1334,1057,1143,775,134,43,28,4798,3,87,799,657,590,377,64,9,5,2591,0,27,542,541,517,332,42,0,4,1998,3,12,240,317,335,178,18,4,0,1107,0,5,128,243,239,148,19,0,3,790,7,6,32,76,77,50,17,13,10,294,384,339,719,619,666,649,578,496,413,4857,4946,5620,12432,10920,11706,10216,6639,4340,2318,69140,4668,1334,1674,1286,1278,1500,546,267,213,12772,2394,1015,585,471,554,634,324,138,52,6159,1148,1715,1926,1702,1891,2218,1320,783,303,13001,393,903,1381,1305,1719,2399,3411,2367,745,14623,302,948,1524,1312,1757,1910,2577,1844,1042,13215,243,1304,2091,1761,1818,1531,1266,621,326,10967,96,1283,2865,2187,2301,1582,782,345,148,11584,53,1060,3440,2775,2710,1953,561,150,89,12800
CED410,89,383,557,653,752,790,1555,1400,919,7096,59,445,802,852,922,780,976,655,414,5903,27,397,933,856,919,746,604,382,184,5054,8,353,1110,978,1000,806,485,208,150,5108,8,230,1193,980,1121,876,391,145,112,5052,3,80,920,725,734,532,193,80,46,3310,3,25,646,706,688,523,167,58,53,2860,0,3,276,436,506,380,120,46,30,1796,0,3,262,544,581,416,110,60,35,2014,4,5,49,211,313,175,107,83,68,1017,239,188,422,434,426,441,551,615,647,3962,4617,4537,9592,9889,10221,9225,8397,5818,3603,65894,4803,1740,1584,1218,995,1204,674,285,113,12619,2232,955,483,448,441,551,462,207,66,5854,899,1424,1064,1011,1018,1192,1283,954,342,9190,281,824,919,896,1003,1250,2593,2347,1054,11164,187,731,1019,998,1212,1262,2373,2067,1269,11127,150,833,1403,1282,1358,1195,1640,1156,561,9568,72,813,1762,1426,1504,1262,1129,767,321,9054,22,753,2260,1900,1894,1504,1056,497,257,10142
CED411,196,631,1025,903,1124,1138,1523,1205,671,8425,153,813,1566,1274,1275,994,748,390,201,7409,71,712,1477,1195,1234,834,381,219,65,6188,40,490,1333,1045,1275,795,229,75,41,5327,16,266,943,860,1056,700,137,70,32,4080,3,75,569,482,565,338,68,17,4,2121,0,21,284,364,409,276,50,17,5,1435,0,4,139,242,252,167,40,4,3,860,0,0,62,183,202,127,25,9,0,613,6,10,36,56,83,51,30,25,9,303,517,431,840,661,781,725,655,577,348,5532,5340,5680,11588,10065,11503,9852,7074,4294,1961,67353,4760,858,1126,952,1175,1418,436,111,49,10877,2351,788,587,482,541,651,382,139,40,5959,1218,1747,2124,1699,1796,1955,1307,686,199,12732,455,879,1433,1325,1757,2137,3633,2313,702,14632,422,1076,1505,1396,1809,1912,2661,1854,970,13597,339,1373,2153,1762,1829,1642,1432,772,309,11616,186,1461,2675,2029,2114,1593,859,503,149,11561,107,1259,3005,2353,2668,1878,653,210,96,12229
CED494,3,11,21,6,17,9,11,0,3,89,3,8,28,13,13,9,8,0,0,93,0,14,16,6,8,4,5,0,0,61,0,3,10,8,9,12,3,0,0,41,0,3,15,8,7,10,3,0,0,46,0,0,3,6,4,3,0,0,0,19,0,0,3,0,6,0,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,12,26,18,43,19,10,5,4,141,80,99,209,140,192,164,97,21,7,1016,52,32,60,31,30,47,14,6,0,275,16,24,8,20,17,30,10,0,0,126,56,56,94,114,88,67,21,4,3,507,8,20,42,35,58,51,75,21,3,312,7,20,43,29,41,24,55,11,3,246,11,19,52,23,27,34,35,3,0,200,4,24,59,21,22,17,15,3,0,160,0,14,49,20,20,21,9,0,0,126
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,190,482,816,723,696,625,1167,769,306,5783,174,671,1206,1130,987,645,589,290,140,5841,88,690,1157,1025,1030,594,311,137,57,5083,30,592,1189,1091,1145,650,159,76,22,4969,21,416,1347,1020,1147,597,116,45,17,4722,10,186,860,730,726,381,54,10,4,2957,0,48,605,539,556,271,32,4,0,2062,0,25,298,351,349,161,24,3,4,1218,0,21,282,381,433,184,38,7,3,1348,0,8,76,102,116,58,20,12,11,409,434,511,1061,792,797,646,587,518,268,5625,5122,5546,13048,11564,10877,7963,5634,3165,1232,64147,4577,1094,2250,1907,1684,1754,568,171,41,14047,2184,533,736,598,457,492,329,98,39,5469,1026,1076,1405,1144,958,1139,1099,562,121,8526,453,725,1053,958,882,1206,2542,1682,477,9978,441,757,1090,947,963,995,1916,1260,466,8833,396,1121,1558,1379,1264,1010,1141,579,215,8653,212,1299,1739,1417,1393,944,672,335,113,8126,113,1265,2326,1882,1896,1201,445,144,61,9332
CED502,157,470,837,782,673,676,1124,737,294,5758,158,594,1239,1182,930,728,599,246,106,5782,84,659,1253,1105,1034,717,308,114,41,5314,42,624,1397,1182,1216,742,209,61,33,5500,13,375,1510,1087,1138,785,152,47,13,5112,3,183,991,768,742,432,61,10,6,3187,0,58,721,665,557,308,52,5,0,2372,0,19,323,396,355,239,35,5,0,1377,0,14,305,414,405,199,31,4,0,1375,4,7,49,129,81,51,25,9,3,361,367,366,805,706,623,587,489,404,295,4635,5306,5624,14055,12258,10661,8740,5687,2890,1112,66334,5112,1489,2903,2234,1638,2015,818,232,55,16498,2334,798,737,654,448,560,351,118,35,6029,1142,1321,1542,1208,1088,1232,1052,488,130,9196,444,818,1201,1016,948,1090,2451,1532,373,9862,352,821,1230,1079,937,1039,1826,1149,425,8855,345,1103,1809,1559,1285,1077,1131,510,173,8980,196,1317,2219,1732,1574,1157,707,273,82,9254,111,1307,3019,2306,2140,1471,577,143,55,11129
CED503,147,361,580,620,692,848,1452,1028,399,6128,131,520,899,935,837,820,981,454,194,5775,83,498,775,837,912,716,508,269,87,4682,36,383,791,820,926,673,313,102,40,4092,8,248,792,762,924,686,224,101,40,3766,3,131,506,470,670,413,109,13,13,2323,0,36,349,395,509,289,66,27,6,1679,3,18,207,298,410,237,43,7,3,1229,0,9,204,326,425,272,62,15,8,1326,0,7,64,143,152,95,52,33,6,550,381,266,625,612,721,731,772,716,450,5279,4390,3992,8697,9041,9988,9553,8197,4612,1717,60192,3883,787,1535,1445,1476,1981,769,274,103,12245,1803,426,497,499,436,589,443,166,43,4912,856,848,1048,931,940,1415,1577,770,185,8560,426,600,765,806,945,1432,3630,2437,578,11621,377,598,809,836,970,1321,2517,1706,599,9721,334,848,1156,1176,1129,1247,1920,962,334,9111,210,944,1172,1119,1261,1143,1129,621,174,7775,113,871,1492,1376,1531,1300,825,258,91,7855
CED504,143,456,653,697,723,641,1064,733,367,5478,121,485,976,1032,926,688,596,265,124,5201,62,510,991,984,1034,705,303,136,49,4779,26,457,1105,1106,1095,712,219,49,38,4797,14,307,1153,1026,1100,732,153,41,14,4538,5,155,837,709,702,456,86,6,3,2968,0,43,623,521,533,291,40,3,3,2066,0,16,338,364,366,170,38,12,3,1303,3,7,287,437,408,182,22,3,5,1361,3,4,57,90,92,46,19,8,9,319,330,308,630,531,590,463,417,335,244,3843,4923,4640,10800,10760,10217,8064,5448,2779,1177,58814,4719,1153,1799,1653,1418,1584,687,194,51,13264,2354,705,509,545,453,484,325,119,21,5511,1065,1203,1303,1177,1001,1254,1111,523,135,8771,404,763,899,941,887,1169,2313,1346,355,9079,358,805,973,990,1042,996,1737,1108,513,8521,307,962,1400,1398,1316,1085,1160,511,185,8322,168,1080,1683,1541,1600,1224,671,300,96,8365,79,993,2261,2078,2057,1430,524,116,58,9594
CED505,73,355,470,446,411,477,839,782,551,4401,72,354,666,553,541,542,701,488,277,4190,34,340,654,517,574,493,529,315,151,3614,13,380,887,609,703,622,479,251,156,4088,5,356,1292,747,786,738,469,196,94,4688,3,218,1172,628,719,585,268,112,53,3756,3,84,1002,676,779,596,259,97,36,3540,3,25,725,503,639,424,177,64,37,2593,0,32,877,1005,1054,767,265,134,45,4185,7,14,281,999,1134,637,248,133,60,3517,293,342,994,631,641,621,570,581,553,5228,4487,4862,10970,9683,9948,8374,6475,4265,2507,61565,4480,1482,1404,1464,1210,991,643,257,97,12020,2431,1086,381,414,383,406,327,166,81,5679,835,1488,751,554,515,647,644,415,202,6039,277,877,684,524,545,688,1030,971,403,5979,167,778,846,670,559,737,1276,1161,745,6939,146,733,1130,769,720,780,1173,851,396,6702,66,617,1128,762,772,758,911,581,263,5860,32,682,1689,946,1012,964,895,470,237,6924
CED506,185,309,762,635,658,589,819,533,227,4710,188,470,912,937,854,688,444,199,88,4775,115,507,963,899,889,667,318,141,39,4543,85,509,1064,1002,995,674,223,87,20,4648,48,400,1245,1017,1107,796,219,58,17,4904,11,279,896,762,783,501,126,22,3,3386,10,150,821,641,700,486,89,13,8,2911,3,92,542,482,498,343,58,17,3,2036,6,88,809,757,769,469,83,20,0,3003,5,27,260,326,274,194,75,24,3,1197,741,699,1939,1521,1543,1171,683,448,250,8990,4340,4803,13947,12103,11641,9389,5233,2440,908,64802,3510,746,1746,1335,1159,1400,600,141,50,10680,1469,311,614,585,456,514,291,92,28,4373,771,902,1824,1522,1414,1423,1018,422,99,9396,365,515,1126,1072,1127,1380,2235,1187,290,9293,382,498,1010,889,999,1119,1610,949,366,7818,416,780,1293,1256,1248,1161,970,419,138,7675,285,941,1502,1290,1328,1225,714,296,83,7658,194,989,1992,1661,1742,1443,575,191,35,8825
CED507,200,312,691,784,796,872,1311,891,421,6276,208,476,962,1095,1130,932,823,390,191,6200,80,541,996,1073,1122,890,553,216,90,5565,42,364,880,904,1089,809,302,140,48,4572,17,205,805,881,995,688,223,103,38,3955,7,100,410,545,625,427,96,25,10,2248,4,34,337,412,467,363,87,35,4,1739,3,16,194,280,354,243,37,15,6,1150,0,7,161,290,416,257,61,20,11,1218,3,6,58,133,160,107,67,19,9,566,500,284,670,725,797,841,800,647,421,5692,4389,3329,8938,10171,10487,9922,7312,3836,1692,60070,3523,468,1291,1232,1098,1633,600,181,85,10109,2141,259,494,568,428,579,367,106,49,4993,712,565,1008,1060,955,1434,1296,565,161,7753,410,433,826,982,1016,1464,3050,1781,521,10485,441,524,921,1004,1113,1355,2293,1410,579,9638,456,820,1321,1406,1471,1465,1603,755,290,9589,216,1058,1557,1501,1593,1475,1177,466,161,9208,102,836,1818,1671,1885,1610,839,283,93,9133
