CED_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED215,24,526,1856,1452,1758,1637,778,263,88,8382,4,193,1202,1139,1134,1015,368,85,37,5178,0,97,747,910,1061,891,198,51,27,3986,0,32,459,686,780,647,142,31,12,2784,3,45,589,859,1107,879,184,44,13,3724,21,39,269,458,697,518,142,66,27,2235,1098,891,1722,1596,1892,2150,2079,1515,804,13746,8105,7512,15661,15605,18811,21189,18142,9345,3623,117989
CED216,17,509,2014,1430,1736,1622,1035,391,209,8958,7,183,1600,1286,1586,1291,711,222,109,6987,8,70,1299,1537,1761,1283,582,198,109,6845,0,30,774,1213,1349,996,413,131,67,4970,6,30,1186,2792,3102,1713,719,201,112,9849,10,35,577,3600,4422,2271,776,243,137,12054,632,517,1061,1217,1481,1192,1087,861,947,8991,9201,8093,15026,19527,23363,18340,13616,7583,5121,119860
CED217,24,789,4189,3784,2865,1689,340,52,11,13744,13,284,2568,2868,1874,1074,186,24,3,8889,3,95,1722,2116,1444,786,133,10,0,6313,0,44,883,1505,978,463,66,10,0,3945,4,37,918,1891,1069,486,75,6,3,4498,14,24,236,579,389,173,42,6,8,1473,1183,1248,2730,2530,1969,1569,1200,542,148,13120,12732,12841,30439,31806,24335,18932,11840,4329,1332,148579
CED218,34,1018,4515,1693,1403,1245,824,320,149,11217,21,442,3833,1563,1244,957,601,230,91,8972,16,189,3154,1849,1362,1072,523,208,89,8473,0,80,2012,1438,1185,812,385,144,80,6140,3,71,2949,3193,2384,1566,705,304,140,11321,11,50,1161,3757,3915,2224,1079,423,194,12809,600,987,2876,1629,1363,1164,1037,935,709,11303,7492,13562,32810,21348,19024,15318,11729,7216,3576,132082
CED219,38,855,4533,3948,3138,1978,401,76,23,14978,7,296,2629,2615,1936,1184,163,19,9,8859,0,105,1567,1886,1416,790,115,17,9,5907,0,42,812,1146,814,491,56,15,3,3389,4,38,754,1245,880,499,95,7,3,3522,20,31,156,314,322,168,73,21,11,1112,1181,1125,2267,1960,1736,1457,1136,795,399,12052,13280,14217,32657,29957,24879,19661,11702,5595,2108,154064
CED220,13,529,2883,2235,2094,1487,528,154,100,10018,0,203,1860,1707,1519,956,274,74,38,6629,7,70,1372,1591,1352,842,219,34,37,5518,0,22,758,1257,1000,612,115,28,14,3809,3,30,987,2122,1557,724,121,26,15,5592,11,18,297,1160,899,317,84,26,29,2833,583,667,1309,1249,1215,1024,1019,951,736,8740,8662,10492,21917,21443,20246,16631,12479,8294,4156,124324
CED221,51,553,1858,1888,2191,2018,738,222,113,9628,12,178,1274,1350,1567,1249,416,77,35,6168,6,80,690,1068,1238,984,225,61,27,4383,3,16,367,689,858,626,167,37,18,2797,3,16,338,737,961,708,174,57,11,3006,11,19,108,286,399,363,171,80,26,1452,1102,642,1260,1446,1625,1943,1830,1281,828,11955,8349,6854,14024,16112,19338,20960,17106,8505,3755,114998
CED222,23,615,3114,2620,2542,1829,580,169,67,11564,3,216,2307,2099,1748,1148,319,65,19,7924,9,68,1640,1911,1544,1004,223,50,30,6472,0,38,828,1436,1196,705,132,24,11,4373,0,18,986,2158,1748,877,187,37,18,6024,8,15,251,1031,1044,441,124,48,18,2984,701,683,1440,1478,1416,1225,1232,1048,939,10167,9346,9815,22099,23895,22302,17648,12693,7023,3458,128284
CED223,24,568,2359,1892,1961,1760,851,265,77,9762,9,201,2008,1713,1659,1336,539,130,50,7651,4,72,1540,1822,1686,1288,397,94,30,6931,3,24,886,1461,1352,975,235,65,12,5017,3,24,1092,2527,2168,1476,374,75,26,7759,9,17,308,1519,1729,1033,286,87,22,5009,590,514,1060,1069,1200,1040,955,818,732,7970,8365,8520,17438,19883,19791,17847,13056,6897,3368,115161
CED224,22,768,2810,1265,1508,1330,929,412,212,9261,5,317,2295,1207,1201,1077,669,289,142,7207,7,138,1868,1354,1453,1159,659,242,127,7008,3,31,1041,1107,1214,966,433,167,89,5040,10,43,1528,2483,2525,1783,790,284,154,9608,9,54,595,3231,4412,2543,1040,341,174,12407,645,757,1408,1085,1267,1044,958,833,909,8906,10388,11947,20340,17749,20576,16356,12264,7178,4377,121182
CED225,26,669,2701,2602,2921,2027,601,126,47,11716,6,252,1954,2213,2172,1315,320,53,30,8319,3,106,1267,1986,1918,1123,205,36,22,6657,0,40,687,1452,1442,793,131,24,7,4592,0,24,772,2059,2020,1066,211,29,8,6200,8,23,183,864,971,550,145,50,11,2818,857,603,1110,1222,1411,1108,878,654,479,8328,11570,9819,18379,23326,23807,18023,11413,5285,2077,123705
CED226,36,808,5920,4611,3292,1929,428,102,37,17164,3,313,3591,3339,2306,1200,225,22,10,11018,3,115,2388,2969,1898,1006,153,19,8,8549,4,47,1414,2113,1286,624,78,16,3,5577,6,45,1617,3004,1777,860,114,22,6,7446,5,24,360,1115,784,325,80,19,8,2728,1204,1256,3351,2673,1945,1473,1132,607,335,13965,13511,14491,43711,38714,27320,19623,11563,4894,1608,175430
CED227,20,514,1806,1522,2013,1763,585,217,119,8555,8,172,1053,1090,1206,976,302,86,26,4918,0,65,664,809,993,795,185,65,22,3599,0,30,290,499,632,526,96,37,16,2120,3,18,264,554,674,487,125,54,26,2193,13,19,136,275,313,323,135,59,31,1306,1136,748,1504,1345,1816,2055,1982,1520,881,12989,8501,7289,15144,14831,18522,19671,15751,9536,4469,113709
CED228,31,781,3598,2260,2035,1578,539,156,55,11027,7,266,2551,1681,1596,1020,291,55,25,7498,6,115,1789,1580,1375,917,175,35,19,6002,3,37,951,1199,1061,677,149,40,5,4127,3,29,1232,1981,1685,926,174,28,12,6077,5,38,389,1358,1340,639,131,46,14,3966,946,1009,2356,1682,1604,1436,1391,1130,799,12356,9577,12891,27629,22591,21595,18337,13440,8770,3842,138675
CED229,42,948,4446,3831,3471,2198,689,157,52,15834,14,345,3237,2963,2483,1528,325,65,19,10982,3,149,2162,2523,2083,1173,227,43,20,8384,9,52,1130,1694,1469,813,129,16,5,5322,3,50,1174,2316,1890,1042,216,39,11,6748,5,34,286,841,871,492,141,50,14,2736,1439,955,2127,2142,2028,1703,1486,801,398,13073,13648,12647,31546,31630,28001,21491,14390,5905,2156,161415
CED230,39,657,2692,2268,2257,1787,682,245,88,10714,8,231,1751,1584,1570,1095,348,63,22,6678,6,87,1141,1223,1351,920,215,43,17,5002,3,29,593,851,907,619,148,23,10,3171,3,43,598,1047,1164,794,182,52,7,3891,17,37,188,362,583,456,166,58,24,1890,1143,781,1523,1512,1850,1928,2060,1396,841,13032,9998,9076,20488,19819,21524,21214,18180,9420,3861,133583
CED231,122,1665,7714,2125,1336,930,593,148,45,14682,43,753,6796,2137,1178,816,405,88,27,12242,34,273,5572,2395,1266,873,367,79,19,10878,22,146,3319,2110,1047,663,260,57,19,7637,48,165,4855,4081,2213,1278,413,87,36,13170,34,134,1685,3073,2365,1491,550,113,43,9483,1382,3529,7083,3269,2221,1776,1256,757,495,21764,12773,34386,64351,28030,18666,14544,9518,4799,2233,189301
CED232,36,1005,5574,2101,1510,1208,783,228,109,12556,9,439,4737,2066,1264,953,539,152,74,10234,11,192,3901,2296,1466,1089,498,118,54,9625,7,92,2469,1907,1225,782,383,108,60,7041,7,91,3915,3988,2473,1514,656,159,66,12873,12,62,1373,3929,3364,2137,951,240,116,12196,630,1477,4865,2803,2116,1800,1378,835,676,16589,5865,12933,41667,26182,19543,15806,11193,5306,2973,141464
CED233,20,570,2091,1477,1909,1591,870,339,107,8975,7,183,1533,1336,1522,1148,517,205,64,6505,3,101,1158,1381,1573,1099,401,153,41,5910,0,20,647,1052,1215,848,292,81,24,4188,4,20,828,1982,2017,1275,389,122,46,6680,4,17,316,1358,1760,1081,350,128,50,5059,531,437,799,801,1030,951,926,1020,807,7301,9223,8724,15025,16642,20220,17404,13982,9488,4018,114724
CED234,27,530,1923,1822,2193,1840,658,223,119,9334,9,177,1198,1151,1321,1096,299,92,24,5365,0,91,694,914,1134,833,183,56,25,3929,0,19,366,607,725,562,125,35,16,2455,3,22,324,670,760,553,141,57,28,2556,11,17,130,267,371,353,176,86,29,1436,1229,656,1494,1558,1925,2066,2188,1668,1000,13795,9131,7201,15214,16114,19400,20266,17067,9977,4181,118546
CED235,26,710,3475,2662,2521,1715,420,98,34,11655,6,209,2203,1981,1663,1091,241,25,16,7428,4,108,1421,1588,1391,851,153,32,4,5555,0,28,734,1094,947,590,102,15,0,3513,4,38,777,1423,1231,720,95,14,3,4298,7,14,205,490,570,303,91,19,13,1710,827,791,1779,1390,1277,1237,1182,864,495,9840,10405,12079,26474,23192,22079,18644,12975,7093,2430,135376
CED236,43,437,1600,1549,2070,1735,652,195,88,8362,5,175,916,1055,1283,986,296,88,30,4849,3,63,574,853,1065,861,225,73,25,3741,3,28,332,564,765,531,141,37,17,2408,3,25,298,653,845,582,177,58,28,2667,13,19,124,282,437,399,195,73,38,1570,1011,629,1253,1465,1795,1964,1995,1470,819,12404,8064,6740,12915,14738,18724,19914,16426,8995,3930,110449
CED237,19,811,5021,2694,2019,1278,413,125,57,12447,4,291,3628,2319,1674,958,211,55,30,9177,3,112,2780,2328,1651,826,160,22,11,7893,3,52,1519,1821,1213,599,110,25,7,5356,0,29,2015,2960,1817,838,133,29,17,7842,13,19,502,1584,1008,418,81,32,17,3665,678,973,2775,1967,1428,1134,995,1047,763,11753,7513,13330,36524,26793,20195,14610,10101,8822,4431,142318
CED294,6,37,127,61,53,32,12,0,0,329,0,11,83,36,32,25,3,0,0,185,0,0,42,36,19,18,9,0,0,123,0,0,34,23,21,13,0,0,0,88,0,0,52,36,21,16,4,0,0,129,0,0,15,23,14,21,5,0,0,76,64,163,358,249,183,140,91,26,12,1283,357,898,1848,1295,975,816,482,121,38,6825
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,4,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,4,3,11,5,0,0,0,25
CED301,51,908,3120,2572,2363,1606,470,133,39,11257,20,366,2067,1745,1589,1073,216,34,16,7124,3,134,1311,1474,1428,837,132,13,8,5339,8,53,660,901,924,499,85,13,0,3144,5,35,612,1003,1010,613,82,19,4,3378,22,22,142,308,335,246,70,28,14,1184,1092,984,1900,1621,1656,1550,1193,798,396,11188,10434,10661,22439,19849,19875,17310,12218,6151,2239,121175
CED302,38,777,2768,2418,2347,1670,682,190,76,10968,17,339,2009,1949,1823,1157,332,76,32,7739,11,127,1672,2095,1933,1190,244,43,27,7338,0,58,1050,1542,1383,778,177,43,16,5049,0,52,1296,2572,2299,1153,237,58,23,7693,4,20,349,1455,1448,755,186,61,22,4299,636,589,1215,1162,1170,988,882,850,796,8297,9864,9962,19549,21767,21077,16517,11963,6878,3167,120740
CED303,30,668,2293,2318,2546,2033,767,190,62,10915,10,283,1628,1744,1854,1378,390,95,27,7408,5,135,1237,1611,1875,1283,279,61,20,6502,3,60,626,1123,1221,778,133,36,10,3993,3,33,701,1675,1959,1056,245,36,20,5731,9,14,222,752,1115,709,197,57,28,3102,526,425,836,999,1128,1130,1118,921,792,7875,9730,8191,15769,18459,21188,19872,15357,7557,3279,119405
CED304,72,1647,4904,2118,1638,1301,640,177,69,12553,21,790,4141,1913,1417,951,390,102,35,9766,15,287,3493,2171,1759,1096,341,82,21,9270,7,133,2171,1685,1402,777,254,71,25,6522,6,114,3205,3472,2935,1485,398,96,44,11754,13,42,1198,3465,3398,1795,513,174,53,10654,648,1606,3822,2307,1999,1457,1032,613,565,14043,8568,18116,38713,24684,20828,14991,9191,4302,2279,141674
CED305,51,795,2103,1844,1980,1602,549,144,52,9122,16,448,1552,1399,1612,1063,257,50,13,6403,25,235,1319,1353,1422,1063,169,32,7,5613,14,155,965,1062,1098,739,148,17,0,4189,13,172,1812,2078,1936,1159,144,35,3,7343,11,44,611,993,1007,634,159,60,15,3528,1138,1081,2492,2284,2441,2124,1459,1054,658,14729,9800,9118,20354,19560,20830,18605,12287,6477,2493,119527
CED306,46,946,2440,2116,2319,1786,604,146,40,10450,22,442,1711,1614,1733,1222,277,61,33,7109,7,219,1402,1536,1728,1164,230,52,18,6347,7,112,876,1132,1140,766,140,24,8,4210,0,108,1384,1891,1881,1036,196,41,14,6547,17,34,417,882,975,623,157,60,27,3183,1040,1214,2675,2296,2412,2060,1597,1037,539,14875,9584,9815,21178,20655,22477,19806,13202,6632,2513,125849
CED307,47,768,2498,2530,2523,1853,632,115,42,11006,13,309,2006,2063,1916,1222,340,47,9,7919,4,110,1440,2126,1988,1137,238,18,5,7070,0,43,769,1419,1322,739,139,15,5,4450,0,28,843,2211,2147,1093,171,19,3,6509,10,19,213,1027,1196,514,112,27,12,3131,631,499,964,1013,1105,861,784,525,409,6789,9883,8855,17725,21443,21263,16765,12159,4597,1794,114482
CED308,51,725,2856,2809,2725,1897,829,209,82,12187,14,304,1799,1969,1852,1201,474,87,28,7720,6,139,1286,1659,1719,1040,320,74,28,6266,0,54,726,1133,1055,617,202,56,10,3857,0,43,873,1591,1610,941,315,62,21,5464,10,23,267,823,1020,632,313,115,30,3232,982,1038,1983,1826,1979,1634,1630,1087,747,12899,10763,11281,21858,22965,23305,19473,16578,7998,3054,137276
CED309,28,516,2088,2208,2430,1868,864,301,100,10399,10,205,1300,1629,1728,1218,461,133,46,6718,4,95,942,1497,1628,1041,298,72,26,5608,0,41,511,1004,1034,631,182,51,20,3479,0,44,690,1214,1439,835,235,64,16,4530,15,25,247,755,907,519,206,58,30,2761,749,658,1273,1383,1558,1472,1444,1152,1061,10752,8929,7929,16616,19713,21913,20369,16878,8907,3752,124998
CED310,32,461,1769,1948,2159,1579,772,268,113,9101,7,208,1160,1374,1475,1042,449,102,32,5846,0,67,892,1290,1430,936,253,82,36,4986,4,48,480,801,904,534,167,54,13,3003,0,38,607,1157,1261,747,243,73,30,4152,3,17,215,664,776,526,240,80,29,2545,711,644,1124,1176,1328,1317,1359,1090,980,9734,8712,7353,14541,17285,19052,18198,16916,9394,3950,115405
CED311,71,840,1875,1734,1790,1383,514,142,29,8383,25,458,1551,1313,1396,964,224,55,13,5998,8,282,1267,1230,1349,840,194,34,8,5213,8,170,962,1114,1089,724,109,23,15,4217,10,173,1871,2282,2251,1221,174,36,3,8016,10,54,760,1258,1176,715,182,52,17,4226,1198,958,2193,2214,2593,2091,1566,889,298,13994,9218,8658,20596,20521,22504,19406,12948,5635,1694,121193
CED312,57,834,3313,3082,2681,1802,544,109,35,12466,14,354,2032,2088,1820,1162,234,38,10,7751,10,153,1322,1763,1522,936,156,17,9,5892,13,61,703,1096,940,565,104,6,0,3486,3,40,720,1394,1202,664,111,14,7,4155,11,22,214,477,524,295,86,28,12,1667,1004,833,1823,1683,1576,1352,1180,715,479,10638,11356,11142,23329,23013,20977,17483,13122,5803,2134,128360
CED313,27,1324,4464,2350,1818,1312,555,167,62,12084,12,619,3656,2007,1659,1011,324,81,22,9401,7,256,3040,2369,1775,1040,247,65,25,8825,5,95,1949,1856,1460,766,186,33,24,6379,9,83,2724,3616,2633,1344,273,78,21,10783,0,39,955,2815,2580,1187,328,87,31,8027,676,1190,2911,1833,1573,1136,733,559,426,11029,8445,14775,33691,25085,20177,14482,8614,4624,2517,132404
CED314,59,899,2504,2022,2180,1810,653,191,84,10404,16,388,1660,1491,1549,1125,329,98,25,6671,3,172,1287,1440,1513,1072,257,55,16,5809,4,64,678,942,1012,718,147,39,23,3628,0,76,783,1180,1383,836,178,52,11,4504,8,24,220,562,619,440,182,56,28,2133,979,789,1417,1288,1379,1395,1439,1228,1044,10953,10072,9698,18813,17803,18849,17644,13957,8035,3511,118387
CED315,108,1336,3247,2378,2282,1635,566,106,45,11704,35,754,2637,2009,1730,1167,282,49,10,8681,13,254,1847,1857,1723,1022,192,34,10,6945,8,64,970,1193,1124,695,102,19,9,4177,0,74,1052,1607,1538,817,147,24,9,5274,12,28,257,591,649,428,123,28,11,2131,1133,1485,2262,1754,1877,1580,1242,739,379,12452,11409,13875,24511,21042,20476,17082,11391,5381,1988,127151
CED316,28,402,1412,1564,1748,1473,707,260,92,7685,6,147,815,996,1049,853,279,96,18,4266,3,72,596,947,1067,760,143,41,14,3640,0,33,313,538,622,437,88,37,5,2069,0,21,372,629,673,483,125,35,13,2346,14,19,156,318,368,262,115,53,18,1322,778,623,1124,1171,1513,1820,2126,1479,840,11474,8121,6616,13401,14885,17785,20305,20932,11345,3830,117208
CED317,70,656,1790,1804,2104,1733,625,176,61,9028,27,345,1285,1270,1374,1097,316,80,18,5811,14,168,986,1148,1359,898,209,67,15,4860,11,111,652,752,867,638,162,35,15,3236,5,125,1198,1278,1307,814,180,47,12,4966,10,19,275,482,509,394,171,65,15,1936,1445,1135,2418,2192,2496,2527,2060,1242,470,15989,9459,8470,18307,18440,21391,21006,15939,7931,2703,123642
CED318,48,648,2706,2738,2763,2003,630,157,48,11748,15,337,1750,1897,1859,1229,376,51,15,7531,5,147,1324,1717,1820,1159,262,36,14,6486,3,72,761,1128,1210,745,166,25,14,4121,7,56,957,1495,1615,1023,188,43,14,5385,20,15,279,684,786,584,174,51,21,2614,1612,1455,3067,2710,2837,2446,1755,901,460,17239,10792,10517,24364,25105,25324,21463,13764,5533,1998,138861
CED319,22,1027,3513,2462,2330,1764,630,237,106,12092,8,434,2775,2165,1928,1270,358,80,44,9065,8,150,2225,2349,1888,1118,236,68,31,8076,0,59,1284,1701,1328,746,120,46,15,5290,0,54,1735,2707,2151,1082,178,80,24,8008,4,15,488,1346,1162,584,136,66,29,3832,550,801,1647,1292,1204,1018,854,863,933,9156,8532,10766,25063,22845,20522,16629,11878,7626,3961,127817
CED320,41,690,2339,2410,2500,1763,672,166,65,10643,13,277,1463,1691,1673,1018,270,63,28,6500,4,118,967,1399,1429,895,192,37,11,5042,3,49,528,893,935,494,95,23,4,3030,5,41,543,1077,1108,599,131,32,6,3542,8,24,178,363,447,264,126,51,7,1468,878,929,1810,1623,1527,1584,1625,1035,869,11872,10550,10037,19486,19907,20945,19348,16914,7683,2794,127659
CED321,80,749,1944,1815,2022,1685,652,240,60,9258,20,334,1301,1189,1282,961,292,71,19,5482,4,167,868,1024,1150,813,206,50,18,4305,6,67,495,659,672,532,141,40,13,2621,3,76,705,887,969,606,174,47,25,3495,12,39,264,429,475,363,193,72,13,1861,1231,739,1675,1738,2061,2187,2130,1325,604,13685,8654,7701,16335,17101,20005,20483,17140,8699,3128,119257
CED322,30,614,2528,2349,2338,1852,775,232,100,10819,10,244,1806,1821,1594,1122,369,75,41,7082,5,76,1244,1730,1574,1022,280,72,19,6020,0,51,742,1138,1035,622,189,35,20,3827,3,39,832,1573,1387,762,235,62,14,4910,6,28,302,827,835,573,168,61,27,2823,726,738,1558,1526,1416,1467,1372,1235,1226,11255,9365,9085,19037,20879,20401,18390,14814,8157,3983,124120
CED323,26,766,3122,2317,2358,1780,885,278,115,11655,8,278,1915,1581,1507,1190,432,128,55,7110,6,138,1348,1459,1346,967,387,107,29,5797,3,68,797,945,855,643,256,75,25,3671,4,62,867,1296,1248,815,332,114,50,4787,14,51,383,897,1014,714,385,180,40,3677,1089,1433,2803,2105,2181,2036,1882,1355,1005,15890,8779,12716,25709,20998,21003,19071,16654,8998,3976,137892
CED324,26,839,3481,2356,1873,1404,569,166,65,10789,8,370,2284,1899,1472,1030,371,96,32,7560,0,137,1857,1814,1495,968,259,75,47,6647,0,48,1028,1346,1072,710,165,40,19,4427,0,34,1322,2168,1746,955,240,66,24,6555,9,27,376,1241,1333,717,239,80,24,4062,673,974,1819,1310,1212,973,949,695,669,9269,9647,14951,28735,22256,18947,15581,11087,5936,3046,130188
CED325,28,727,3175,2716,2433,1556,487,110,49,11272,13,288,2153,2128,1753,1001,254,30,11,7624,8,126,1535,1962,1613,868,191,33,4,6349,0,60,850,1242,1067,584,105,17,3,3932,0,29,869,1822,1538,786,134,18,12,5213,5,28,244,643,768,389,115,24,8,2226,1105,1353,2903,2393,1859,1264,983,666,499,13027,11505,11513,24718,24005,21689,16108,10214,4674,1774,126209
CED326,37,786,3007,2808,2676,1889,659,205,80,12138,14,360,2110,2033,1784,1183,327,88,33,7926,9,118,1452,1961,1665,999,217,48,16,6492,0,42,822,1249,1073,584,134,29,10,3950,0,36,924,1862,1541,783,168,40,9,5358,8,17,223,690,773,401,157,62,46,2378,771,661,1441,1538,1455,1174,1339,1183,1098,10667,9752,9616,21379,22780,21320,17841,15223,8495,3901,130302
CED327,50,800,3706,3140,2792,1839,480,80,32,12925,11,309,2249,2258,1749,1149,282,24,11,8042,9,133,1472,1746,1384,934,150,13,9,5849,3,54,768,1128,890,545,90,11,3,3487,0,33,733,1293,1099,615,78,12,3,3858,15,26,190,394,411,254,70,19,3,1375,1161,1009,2028,1761,1569,1328,1030,560,298,10734,12542,12837,28463,25298,21742,18330,12097,4621,1738,137672
CED328,78,1174,2510,1886,1693,1388,897,304,123,10060,31,530,2205,1722,1594,1089,604,198,60,8030,13,179,1875,2034,1813,1270,490,139,35,7856,3,60,1078,1603,1499,948,349,90,29,5662,10,64,1491,3082,2959,1658,546,155,69,10036,7,29,469,2333,3001,1741,597,174,63,8412,613,1013,1319,1037,954,866,719,674,787,7979,12305,16664,20694,21173,20093,15618,11939,5843,2868,127205
CED329,32,317,1210,1547,1970,1649,791,244,92,7850,8,132,681,1043,1213,1027,405,108,26,4634,6,62,494,934,1119,904,264,93,27,3903,0,22,259,526,749,539,155,43,11,2316,0,36,289,671,854,593,256,67,19,2792,8,17,142,373,523,410,277,82,32,1860,841,621,1202,1551,1807,2072,2169,1332,791,12381,8152,6046,12156,15987,20511,22748,20585,9494,3396,119082
CED330,51,666,2041,2428,2771,1885,576,124,32,10578,12,267,1368,1831,1924,1144,314,56,9,6928,6,96,1063,1738,1712,1064,221,50,3,5953,7,42,543,1021,1091,589,133,15,10,3440,3,30,569,1354,1424,731,149,38,9,4308,8,16,187,558,576,383,155,48,16,1950,1252,813,1652,1844,2130,1875,1478,785,419,12253,10954,8755,16871,21112,23543,19566,14701,6013,2018,123530
CED394,3,50,160,92,72,102,47,12,0,535,0,20,63,49,62,50,15,0,0,264,0,3,85,52,52,32,16,0,0,242,0,3,26,28,28,22,3,0,0,122,0,0,51,47,46,33,4,0,0,185,0,10,20,22,28,14,10,4,0,109,72,230,495,331,332,424,297,73,17,2272,408,1133,2293,1485,1663,2373,1916,381,44,11693
CED397,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,4,8,0,0,24,11,11,11,14,24,30,33,16,4,144
CED401,28,722,3432,2104,1809,1638,880,270,129,11019,17,334,2551,1641,1475,1198,583,144,68,8011,3,147,2051,1765,1544,1294,404,116,52,7379,5,33,1251,1365,1229,982,317,98,39,5321,8,46,1412,2137,2086,1448,527,142,48,7858,18,29,512,1528,1898,1416,649,200,87,6333,651,1123,2187,1499,1515,1397,1113,789,718,10994,9373,15585,28731,21621,20301,18789,13416,7323,4292,139437
