CED_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED141,..,236,243,87,178,249,191,83,35,1302,..,107,329,341,679,1499,1938,1908,1076,7879,224,333,256,120,159,223,156,103,48,1611,12201,7796,7570,8388,9520,9257,8185,4901,1910,69723,..,236,5721,9484,10722,11154,10049,5096,1046,53510,..,1192,3192,2086,1928,1141,542,172,36,10274,..,255,948,1777,2027,999,496,452,288,7241,24889,..,..,..,..,..,..,..,..,24889,..,6739,..,..,..,..,..,..,..,6739,..,5307,2181,876,725,417,73,3,0,9577,..,633,295,121,237,394,417,315,216,2621,..,427,319,142,166,99,53,15,5,1238,..,516,593,244,420,539,371,148,50,2879,..,253,869,1013,1743,2680,3030,2689,1475,13752,471,645,577,343,350,393,276,167,74,3291,25362,16192,14689,16094,18317,17803,15309,9052,3193,136017
CED142,..,7176,7483,1388,406,264,151,53,14,16927,..,1687,3069,2420,1852,1834,1543,912,375,13691,86,439,770,223,173,139,107,85,25,2053,6090,15315,27663,12368,7531,6101,3936,1933,622,81556,..,549,11081,9734,5551,4564,3168,1397,293,36331,..,2829,14440,6059,3360,1604,577,103,11,28980,..,46,309,818,1176,906,364,230,106,3963,12059,..,..,..,..,..,..,..,..,12059,..,2710,..,..,..,..,..,..,..,2710,..,1116,1344,458,297,150,21,0,0,3393,..,1845,1720,401,251,314,251,132,75,4983,..,2086,3265,642,161,80,33,13,5,6286,..,12887,15705,3358,1300,738,437,119,28,34566,..,3127,6711,5658,4709,4007,2964,1511,541,29227,168,829,1531,567,392,270,181,124,30,4100,12229,28026,56105,27702,17190,12634,7997,3626,1091,166601
CED143,..,439,1318,369,173,168,111,52,20,2641,..,155,847,1095,999,1329,1704,1379,901,8412,133,166,271,151,103,115,111,49,35,1132,12998,6637,10435,11608,10362,7365,5816,3214,1591,70021,..,136,6180,14084,13082,8939,6674,3172,922,53184,..,628,5270,3301,1923,1011,486,114,22,12760,..,34,165,890,1536,871,374,228,239,4348,26305,..,..,..,..,..,..,..,..,26305,..,7461,..,..,..,..,..,..,..,7461,..,2748,2011,544,417,234,50,4,0,6010,..,523,486,150,141,221,274,211,172,2171,..,409,664,209,130,80,42,15,16,1562,..,777,2578,777,399,372,260,95,36,5302,..,332,1628,2122,2024,2217,2513,1851,1181,13858,251,301,510,285,219,205,182,81,48,2091,26558,13354,19492,22370,19876,14147,10861,5766,2626,135048
CED144,..,455,655,226,220,230,120,69,27,1987,..,123,415,452,621,1003,1154,1096,630,5478,191,196,288,152,137,143,122,107,57,1405,16279,10981,13591,11205,10604,8506,5438,3567,1471,81638,..,1307,12688,15054,13291,10409,6659,3524,823,63751,..,446,1759,1078,954,556,181,50,3,5031,..,129,799,1562,2078,1421,667,586,337,7583,33173,..,..,..,..,..,..,..,..,33173,..,10639,..,..,..,..,..,..,..,10639,..,5621,5542,1730,1040,415,52,3,0,14409,..,1419,1346,449,589,849,698,546,317,6210,..,964,1343,446,340,237,87,31,8,3451,..,1499,2633,790,615,519,287,135,45,6532,..,318,1069,1112,1468,1899,1914,1574,870,10217,400,401,640,383,301,284,207,176,83,2879,33576,22739,27813,22605,20679,16597,10762,6624,2483,163874
CED145,..,1050,3700,719,230,202,163,64,34,6165,..,295,1544,1627,1238,1425,1825,1464,897,10312,136,207,450,179,106,104,83,59,42,1363,10052,6148,14480,10963,8361,6474,5448,3028,1461,66415,..,102,5711,11066,9147,6878,5746,2613,764,42028,..,744,7284,3896,2115,1112,606,160,46,15961,..,30,137,806,1317,862,353,220,160,3877,20181,..,..,..,..,..,..,..,..,20181,..,5559,..,..,..,..,..,..,..,5559,..,1664,1551,415,328,187,32,0,0,4179,..,519,669,147,117,185,217,165,137,2167,..,409,896,174,87,58,26,7,3,1663,..,1803,6818,1477,582,427,351,135,69,11667,..,542,2903,3109,2464,2495,2735,1974,1205,17430,284,376,814,383,233,169,140,81,54,2534,20463,11755,26788,21470,16395,12368,10213,5362,2436,127251
CED146,..,68,106,57,145,150,75,29,3,632,..,68,230,258,415,723,816,692,271,3473,228,244,268,128,121,151,130,76,25,1373,18160,11895,11615,12013,11153,8663,4865,2532,814,81712,..,737,10032,15786,15248,11808,6240,2341,385,62578,..,526,1622,1326,1159,605,193,44,9,5483,..,247,1210,1986,2254,1389,618,406,189,8290,36792,..,..,..,..,..,..,..,..,36792,..,12325,..,..,..,..,..,..,..,12325,..,7990,6402,1661,832,301,38,5,0,17229,..,1246,907,496,559,854,813,615,308,5796,..,394,449,312,275,180,64,22,4,1700,..,178,318,209,304,282,165,66,8,1543,..,176,627,751,1077,1424,1304,1000,386,6752,469,467,582,360,282,280,201,126,41,2801,37261,24298,22149,22893,21984,17121,9634,4626,1325,161285
CED147,..,183,153,85,161,199,166,60,14,1028,..,107,279,319,708,1451,1911,1736,784,7287,242,320,248,116,147,216,185,119,54,1634,13539,8540,8095,8997,9901,9408,8045,4731,1503,72767,..,402,6632,10634,11415,11386,10076,5011,918,56484,..,1107,2781,2007,1796,1128,552,159,24,9566,..,303,1061,1842,2106,1020,499,461,278,7563,27274,..,..,..,..,..,..,..,..,27274,..,7085,..,..,..,..,..,..,..,7085,..,6069,2795,995,770,406,55,0,0,11090,..,688,345,160,281,436,464,367,194,2938,..,487,338,149,173,118,39,12,6,1330,..,374,448,213,349,426,336,115,29,2289,..,221,745,914,1669,2563,2960,2419,1056,12544,523,629,528,309,317,385,319,182,72,3278,27794,17370,15665,17239,18881,17869,15313,8732,2582,141439
CED194,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,222,417,504,270,247,302,191,43,15,2212,222,417,504,270,247,302,191,43,15,2212,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,474,901,1278,812,691,673,420,92,19,5356,474,901,1278,812,691,673,420,92,19,5356
CED197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
CED201,..,193,314,95,116,144,82,40,14,1001,..,99,412,408,515,971,1273,1042,557,5272,132,233,199,83,77,132,109,76,27,1061,11209,8614,8716,9027,9871,8681,5725,2918,1060,65813,..,190,7034,11886,12762,11966,7590,3134,625,55185,..,652,2568,1555,1396,740,234,45,9,7191,..,102,488,1147,1911,1062,435,269,142,5563,22852,..,..,..,..,..,..,..,..,22852,..,9259,..,..,..,..,..,..,..,9259,..,5271,4023,997,505,195,27,0,0,11010,..,677,546,192,236,434,397,318,179,2973,..,408,497,171,127,66,50,11,3,1330,..,419,768,288,286,293,163,82,23,2308,..,227,896,1013,1309,1681,1818,1404,735,9073,271,424,388,197,179,211,188,114,37,2018,23129,17624,17199,17440,18713,16645,10897,5371,1746,128763
CED202,..,996,504,143,218,233,134,47,16,2293,..,300,708,683,1039,1873,2073,1632,945,9261,263,451,255,146,153,203,178,109,54,1819,13618,8850,8683,9379,10085,9311,7142,3661,1524,72248,..,250,6096,10231,11007,10748,8433,3495,696,50961,..,1474,3861,2590,2248,1284,520,114,22,12120,..,282,1013,1746,1998,918,388,305,215,6856,27371,..,..,..,..,..,..,..,..,27371,..,6778,..,..,..,..,..,..,..,6778,..,4719,1911,706,535,243,51,3,0,8162,..,586,313,146,215,371,272,194,122,2218,..,456,303,111,115,76,37,7,3,1107,..,1987,1233,359,452,455,296,101,24,4909,..,613,1550,1573,2277,3299,3325,2260,1239,16144,524,850,591,367,360,379,323,163,72,3628,27899,17986,16874,17835,19205,17775,13640,6643,2395,140252
CED203,..,1833,2562,648,328,257,111,41,17,5784,..,306,1301,1391,1324,1456,1482,1531,913,9699,151,350,404,230,135,123,142,138,58,1728,11840,9029,14618,11968,10172,7391,5375,4117,1696,76212,..,404,8587,11963,10225,7368,5645,3959,864,49017,..,897,5617,3914,2329,1188,346,65,12,14365,..,84,440,1144,1709,1115,550,606,366,6012,23861,..,..,..,..,..,..,..,..,23861,..,6739,..,..,..,..,..,..,..,6739,..,2960,2890,1172,1028,487,65,4,0,8596,..,1104,1065,282,369,462,348,344,214,4196,..,899,1180,228,150,90,35,7,4,2596,..,3691,5576,1381,729,554,254,102,25,12312,..,574,2492,2620,2663,2692,2410,2133,1237,16822,295,583,814,457,322,250,220,200,99,3242,24157,17929,28666,23161,19527,14209,9865,7416,2823,147760
CED204,..,874,486,140,208,262,165,43,12,2190,..,243,607,569,995,1895,2016,1556,874,8759,215,410,243,109,137,218,194,107,52,1681,12784,8332,8004,8704,9686,9505,7288,3882,1490,69673,..,313,5564,9379,10557,10871,8686,4019,835,50225,..,1535,3456,2429,2137,1352,585,129,17,11648,..,289,938,1634,1923,1024,385,305,198,6687,25878,..,..,..,..,..,..,..,..,25878,..,6484,..,..,..,..,..,..,..,6484,..,4164,1754,699,496,238,53,0,0,7412,..,626,308,119,206,332,320,220,128,2264,..,453,299,146,104,77,43,7,6,1135,..,1652,1116,368,457,531,337,116,32,4599,..,507,1345,1415,2234,3474,3352,2291,1203,15821,430,744,548,327,303,396,351,166,71,3334,26307,16764,15332,16515,18421,18295,14108,7257,2493,135502
CED205,..,633,569,170,157,146,118,37,19,1846,..,164,407,380,539,938,1268,1363,759,5826,125,183,209,106,110,136,154,123,61,1203,12218,9379,10833,9651,9354,8378,6925,4345,1549,72638,..,700,9939,12986,12057,10844,9010,4952,965,61453,..,514,1736,919,817,522,217,72,10,4800,..,120,587,1404,1899,1175,604,484,245,6525,25061,..,..,..,..,..,..,..,..,25061,..,9960,..,..,..,..,..,..,..,9960,..,3860,4248,1338,876,326,58,0,0,10713,..,1433,1199,354,417,637,597,458,275,5364,..,1085,1168,347,212,133,42,10,9,3001,..,2044,2351,839,560,353,243,73,33,6496,..,379,1033,1081,1346,1748,2001,1883,1031,10511,256,378,508,325,257,236,255,185,77,2474,25314,20480,22768,19602,18433,15974,13024,8123,2645,146360
CED206,..,123,236,104,118,130,73,27,3,822,..,98,306,341,479,835,976,809,327,4182,195,256,257,123,136,140,146,102,24,1380,15502,11620,10895,10273,11463,8923,5748,2718,811,77962,..,843,9404,13340,15406,12367,7788,2898,449,62496,..,443,1738,1227,1110,586,188,38,10,5346,..,177,852,1635,2335,1398,657,427,190,7677,31430,..,..,..,..,..,..,..,..,31430,..,12348,..,..,..,..,..,..,..,12348,..,7399,6312,1629,855,302,35,0,0,16534,..,1068,939,328,416,599,556,456,201,4573,..,423,476,210,167,122,34,13,5,1439,..,562,984,345,307,283,164,55,15,2719,..,273,836,997,1389,1555,1533,1116,459,8165,394,486,602,362,314,263,241,164,34,2859,31824,24016,22138,20073,22297,17485,11206,5164,1372,155568
CED207,..,140,225,100,147,182,125,39,20,978,..,99,393,400,627,1169,1511,1119,568,5885,178,295,200,102,100,128,141,96,42,1291,12684,8243,8761,9045,9837,8608,6364,2974,1067,67580,..,241,7002,10837,11777,10994,8172,3061,575,52664,..,935,3757,2534,2127,1160,438,90,9,11058,..,150,627,1444,1991,1119,427,270,156,6186,25767,..,..,..,..,..,..,..,..,25767,..,7650,..,..,..,..,..,..,..,7650,..,5825,3097,839,466,205,34,0,0,10459,..,578,400,158,202,319,326,286,164,2445,..,451,351,155,157,109,49,22,3,1302,..,298,513,266,353,370,250,67,29,2148,..,249,893,1070,1618,2138,2306,1549,781,10598,404,574,466,279,256,232,238,149,69,2664,26174,16960,17109,17577,18946,16656,12238,5493,1788,132942
CED208,..,3457,1802,267,173,197,121,57,21,6096,..,540,739,553,681,1135,1494,1828,1200,8170,129,305,232,110,98,98,131,138,77,1312,11732,12679,12118,9997,10035,7917,6069,4835,2136,77514,..,383,9212,13233,12664,9376,7044,4887,1324,58123,..,987,2986,1320,1094,685,263,55,7,7404,..,49,294,1110,1916,1253,492,461,331,5907,23741,..,..,..,..,..,..,..,..,23741,..,9254,..,..,..,..,..,..,..,9254,..,3114,3262,955,805,415,45,0,0,8600,..,1351,1017,239,292,529,458,342,192,4426,..,1793,1419,242,127,81,35,16,5,3732,..,7402,4431,730,436,375,246,109,37,13765,..,1144,1586,1191,1544,1968,2151,2370,1617,13575,262,559,481,247,213,181,192,195,99,2433,24008,26039,24703,19285,19094,14862,10930,8433,3616,150967
CED209,..,839,538,98,133,155,99,32,10,1902,..,171,512,479,758,1527,1796,1506,1032,7780,181,351,223,125,137,229,229,115,49,1636,13592,7748,8278,9562,9704,9100,7040,3779,1611,70406,..,198,6397,12018,11856,11480,9169,4027,873,56020,..,1077,3641,2462,1929,1252,456,111,16,10953,..,114,539,1358,1670,841,284,265,181,5259,27918,..,..,..,..,..,..,..,..,27918,..,7165,..,..,..,..,..,..,..,7165,..,3915,1870,594,368,212,30,3,0,6989,..,535,300,99,149,253,226,152,113,1825,..,411,320,107,91,74,21,17,10,1043,..,1885,1347,332,307,321,205,70,23,4482,..,409,1139,1190,1795,2766,2789,2050,1342,13489,359,687,513,309,284,433,363,177,67,3195,28279,16404,16071,18464,18445,17627,13562,6872,2618,138338
CED210,..,702,534,141,221,236,141,56,14,2051,..,315,756,706,1086,1816,2036,1786,982,9477,217,357,262,129,140,217,199,116,52,1681,12113,8512,9141,8807,9548,9141,7211,4227,1634,70341,..,327,6175,9290,9994,10211,8380,4103,894,49365,..,1347,3681,2232,1771,1114,447,113,21,10739,..,307,1074,1793,2114,1077,479,358,250,7456,24293,..,..,..,..,..,..,..,..,24293,..,6802,..,..,..,..,..,..,..,6802,..,4517,2375,949,612,285,54,0,0,8796,..,716,417,171,260,365,305,238,122,2592,..,447,357,134,142,68,29,5,9,1197,..,1379,1316,391,469,431,302,116,16,4419,..,585,1606,1643,2498,3380,3229,2494,1357,16789,460,687,593,342,320,374,310,181,76,3348,24758,17112,17593,16938,18186,17316,13537,7616,2746,135805
CED211,..,361,601,230,157,180,105,52,22,1712,..,131,591,726,848,1374,1836,1728,1020,8251,110,209,214,105,94,124,105,106,51,1118,12570,7876,9866,10463,9577,7887,6677,4244,1750,70909,..,265,8561,13833,11738,9373,7877,4226,964,56835,..,701,3024,1762,1341,704,284,54,8,7885,..,77,425,1192,1828,1095,514,382,273,5787,25578,..,..,..,..,..,..,..,..,25578,..,8503,..,..,..,..,..,..,..,8503,..,3717,2792,899,660,282,50,5,0,8414,..,810,636,216,240,451,377,270,152,3157,..,557,520,157,118,87,33,7,5,1478,..,951,1438,545,379,366,223,106,28,4034,..,287,1273,1554,1855,2329,2586,2243,1362,13489,247,394,459,245,221,208,169,157,74,2171,25826,16258,19120,20400,18383,14897,12122,7459,2864,137323
CED212,..,321,342,146,204,243,181,64,13,1518,..,176,549,613,955,1682,2098,1788,896,8753,182,265,229,126,130,156,177,107,55,1419,12060,7884,8263,9287,9917,8822,7372,4227,1568,69404,..,194,5326,10159,10765,9796,8311,4042,872,49462,..,998,3858,2569,2006,1164,522,127,24,11275,..,207,835,1689,2324,1201,503,374,247,7370,24579,..,..,..,..,..,..,..,..,24579,..,6980,..,..,..,..,..,..,..,6980,..,4950,2662,865,588,305,69,0,0,9445,..,622,432,178,225,386,365,273,153,2631,..,470,351,153,140,102,33,10,7,1266,..,577,844,400,481,497,358,141,31,3330,..,314,1274,1522,2219,2959,3147,2432,1258,15122,380,541,500,308,280,274,283,168,67,2801,24960,15852,16074,17838,19033,16682,13584,7578,2658,134259
CED213,..,145,169,112,203,271,182,64,16,1166,..,159,389,393,836,1706,2238,1752,1000,8473,205,310,220,137,158,271,281,146,48,1774,12325,6989,7152,8525,10068,10114,9104,4750,1781,70823,..,210,4970,9403,11234,11879,11285,5332,1208,55526,..,1009,3239,2626,2464,1644,790,198,28,11992,..,182,731,1532,1924,940,440,328,213,6296,24843,..,..,..,..,..,..,..,..,24843,..,6330,..,..,..,..,..,..,..,6330,..,4785,2229,783,532,262,40,3,0,8636,..,401,266,127,210,314,334,288,193,2139,..,381,265,130,155,111,40,18,13,1114,..,288,385,273,424,556,362,139,31,2466,..,334,883,1125,2038,3114,3623,2662,1446,15214,451,611,515,343,373,521,515,247,76,3649,25290,14531,13498,16337,19355,19345,17431,9217,3215,138206
CED214,..,911,1342,330,287,224,122,38,14,3263,..,289,999,1025,1211,1416,1457,1362,830,8589,190,269,327,201,120,145,136,155,62,1611,13373,8663,13866,12315,10184,7934,5467,3723,1555,77089,..,612,10038,13848,10606,8430,5988,3338,813,53674,..,826,5166,3728,2412,1097,317,55,8,13618,..,111,617,1487,1930,1278,598,577,303,6913,26860,..,..,..,..,..,..,..,..,26860,..,7435,..,..,..,..,..,..,..,7435,..,3663,3364,1231,904,432,76,3,0,9672,..,1243,1278,414,390,595,444,319,200,4880,..,808,1084,269,211,143,37,10,3,2566,..,2414,3946,1061,762,526,266,90,34,9099,..,623,2132,2243,2568,2782,2395,1962,1132,15839,365,520,736,429,342,286,246,211,92,3229,27228,18252,28365,24716,20130,15582,10367,6561,2579,153774
CED215,..,383,279,88,197,253,142,40,21,1401,..,261,565,474,927,1781,1849,1741,895,8492,244,340,243,121,200,286,272,125,42,1874,11398,6822,7253,7296,8841,9635,7570,4078,1422,64318,..,256,5189,7572,9422,11402,9752,4285,800,48666,..,1494,3110,2078,1925,1426,660,148,21,10862,..,270,1009,1528,1607,780,342,246,178,5960,22922,..,..,..,..,..,..,..,..,22922,..,5288,..,..,..,..,..,..,..,5288,..,3854,1474,632,442,211,38,3,0,6645,..,487,244,102,210,261,238,180,122,1838,..,336,236,94,96,58,28,10,8,868,..,785,667,242,406,479,327,107,30,3042,..,571,1390,1364,2252,3535,3434,2604,1232,16384,467,655,542,337,409,519,521,224,71,3750,23394,13989,13860,13948,16773,18673,15333,7806,2452,126223
CED216,..,417,564,155,161,166,103,58,29,1644,..,182,577,683,833,1381,1831,1642,1382,8514,125,152,193,101,99,125,101,100,56,1062,13096,7904,7283,9835,11586,8833,6493,3723,2253,71007,..,127,5060,12700,15439,11346,7963,3472,1128,57216,..,419,2560,1985,1820,1096,480,96,29,8494,..,41,188,888,1704,1041,393,260,288,4813,26211,..,..,..,..,..,..,..,..,26211,..,10305,..,..,..,..,..,..,..,10305,..,3051,2559,614,436,291,60,0,0,7010,..,596,378,112,129,240,248,256,202,2162,..,389,352,84,60,60,29,7,3,985,..,860,1351,376,343,341,208,101,47,3622,..,339,1156,1296,1680,2294,2691,2184,1772,13405,258,307,379,218,215,216,172,147,79,1995,26471,16425,13980,18267,21822,16931,12245,6526,3550,136218
CED217,..,237,302,184,211,197,105,29,4,1269,..,127,522,526,588,974,1011,621,229,4597,292,296,337,180,132,181,144,70,19,1652,21613,11861,14837,15205,11662,9237,5491,2057,615,92576,..,676,13110,19907,14933,11780,7267,2047,290,70014,..,988,3905,2644,1634,803,259,47,14,10284,..,302,1407,2593,2535,1412,608,296,111,9267,43334,..,..,..,..,..,..,..,..,43334,..,11598,..,..,..,..,..,..,..,11598,..,7121,5185,1441,586,171,25,5,0,14536,..,1436,1157,433,541,842,627,433,208,5680,..,609,697,302,262,165,70,19,6,2123,..,504,841,458,470,419,228,60,11,3003,..,294,1331,1571,1576,1848,1632,886,324,9450,556,582,706,438,318,289,254,111,28,3280,43889,24124,28328,29783,22852,17731,10961,3906,997,182567
CED218,..,2535,2736,410,164,170,102,45,19,6177,..,711,2298,1683,1169,1584,1817,1550,983,11792,79,310,393,148,90,118,114,86,29,1368,10179,10365,15416,9989,9126,7401,5717,3497,1556,73239,..,257,8146,11256,10978,8434,6365,3238,791,49465,..,1424,7030,2410,1516,862,388,91,12,13727,..,38,179,709,1368,914,360,299,199,4071,20478,..,..,..,..,..,..,..,..,20478,..,7792,..,..,..,..,..,..,..,7792,..,2045,2044,571,442,219,39,0,0,5358,..,1071,982,189,157,266,216,218,145,3244,..,683,843,142,72,38,17,12,7,1807,..,4437,5550,934,414,323,231,98,38,12018,..,1257,4206,3094,2404,2722,2747,2073,1299,19802,191,527,825,314,207,200,192,145,48,2654,20671,19532,29795,19620,17551,13971,10555,6184,2541,140421
CED219,..,193,271,158,174,183,121,44,8,1156,..,111,422,407,553,994,1052,808,336,4671,265,314,293,133,118,159,129,91,32,1540,21379,12551,15988,13978,11898,9401,5492,2682,850,94222,..,1035,15613,19798,15721,12336,6890,2627,443,74462,..,1214,3954,2333,1699,854,256,56,17,10375,..,310,1285,2073,2527,1428,588,311,168,8688,43278,..,..,..,..,..,..,..,..,43278,..,12181,..,..,..,..,..,..,..,12181,..,7640,5119,1225,577,231,40,0,0,14840,..,1591,1218,465,520,869,760,521,253,6191,..,747,794,376,248,166,62,28,10,2429,..,621,1060,564,464,443,258,85,14,3524,..,260,1161,1258,1537,1845,1654,1128,467,9315,557,611,706,373,287,272,219,148,46,3211,43830,26215,30913,28469,23578,18448,10724,4903,1419,188489
CED220,..,694,664,192,164,196,102,53,24,2085,..,134,461,493,594,1067,1351,1432,938,6468,156,152,213,145,120,137,140,112,62,1230,12587,8675,10440,10427,9957,8105,6249,4095,1858,72395,..,485,8809,13342,12238,9772,7536,4202,1084,57458,..,577,2518,1707,1345,729,269,69,14,7223,..,60,456,1338,1954,1320,579,478,354,6543,25701,..,..,..,..,..,..,..,..,25701,..,8653,..,..,..,..,..,..,..,8653,..,4031,3839,1342,940,406,78,3,0,10629,..,1261,1000,326,447,633,536,402,264,4867,..,909,936,270,243,155,52,22,7,2597,..,1700,1788,552,413,451,241,101,40,5281,..,305,1053,1175,1425,1992,2069,1971,1291,11278,304,331,444,320,251,248,231,166,101,2390,26002,18316,20844,20372,19242,15700,11586,7410,3154,142624
CED221,..,321,272,92,207,239,153,66,9,1357,..,174,473,476,928,1750,1834,1587,922,8144,206,338,250,132,182,280,244,136,62,1833,11506,6354,6594,7697,9109,9521,7327,3831,1504,63439,..,263,4694,8392,10230,11400,9210,3984,834,49020,..,1320,2937,2196,2047,1431,650,149,28,10762,..,212,829,1431,1613,709,322,262,176,5550,23093,..,..,..,..,..,..,..,..,23093,..,5291,..,..,..,..,..,..,..,5291,..,3553,1317,567,397,225,36,3,0,6100,..,412,196,93,161,310,289,194,116,1766,..,334,204,82,87,68,33,8,5,826,..,686,642,240,416,494,310,116,25,2931,..,429,1162,1238,2234,3403,3287,2290,1264,15301,426,683,554,321,396,518,452,234,94,3677,23521,13195,12531,14564,17579,18554,14599,7240,2539,124317
CED222,..,215,383,192,208,206,139,63,21,1418,..,159,662,709,874,1382,1749,1309,755,7604,184,243,211,141,127,126,119,90,62,1306,14197,8802,10717,11590,10771,8438,6091,3343,1392,75347,..,438,8763,14318,13127,10144,6849,3071,668,57384,..,792,3671,2626,1900,953,340,81,24,10397,..,141,681,1518,2090,1229,535,338,220,6753,28759,..,..,..,..,..,..,..,..,28759,..,8826,..,..,..,..,..,..,..,8826,..,4993,3432,998,577,257,47,4,0,10303,..,981,736,234,342,552,439,355,209,3844,..,588,503,211,168,112,43,12,7,1649,..,690,1179,617,504,428,275,112,34,3839,..,336,1430,1709,2083,2467,2688,1826,1022,13557,356,483,500,350,277,240,226,124,87,2644,29120,18267,20886,22594,21066,16387,11446,5925,2273,147964
