CED_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
CED507,363,469,433,649,861,1398,1001,2563,82,7819,515,982,1148,1305,1556,1732,1082,1475,86,9883,589,613,679,946,1990,2634,1721,2772,207,12159,329,1384,1222,1543,951,608,308,427,109,6883,271,1122,1140,1196,1586,986,450,482,57,7287,269,1873,944,976,927,558,324,452,96,6424,418,259,281,312,671,687,913,2007,96,5651,434,1990,1030,1299,1299,972,543,1037,159,8766,68,82,56,58,130,118,80,133,272,1008,3253,8772,6935,8292,9966,9699,6436,11354,1168,65875
CED508,207,329,397,520,1312,2004,1298,2543,69,8686,815,1495,1744,1986,3181,4186,1882,2582,130,18003,420,585,613,803,2361,2880,1448,2379,166,11655,319,1620,1238,1326,1164,854,399,510,111,7534,343,1124,1330,1256,2469,1789,787,650,101,9853,210,1915,1017,814,813,645,316,448,77,6252,176,293,240,350,780,693,495,1038,70,4135,261,1442,803,751,892,727,341,691,115,6029,50,104,63,71,159,189,79,180,322,1231,2809,8913,7456,7872,13124,13972,7047,11015,1163,73375
CED509,212,268,299,429,1101,1445,966,2074,64,6863,480,975,1146,1304,2164,2446,1087,1542,96,11238,428,641,620,831,2410,2733,1353,2387,197,11601,326,1347,1121,1337,1199,831,437,496,101,7198,354,1008,1149,1155,2402,1833,750,673,81,9408,189,1634,945,787,811,646,329,429,75,5838,279,306,285,428,1140,1013,737,1666,129,5971,229,1508,943,921,1044,806,391,613,124,6579,59,89,55,75,167,168,66,137,308,1130,2551,7784,6569,7253,12430,11917,6110,10024,1187,65823
CED510,244,333,401,572,1175,2260,1383,2857,75,9310,680,1494,1897,1872,2911,3716,1817,2456,128,16978,411,595,640,907,2075,3020,1333,2232,189,11404,325,1832,1313,1311,977,895,448,473,93,7671,358,1438,1641,1627,2437,1894,678,680,78,10826,219,2401,1211,917,787,693,355,495,72,7158,152,270,177,224,544,400,308,745,46,2863,192,1479,661,616,605,612,256,512,75,5008,59,106,65,73,142,171,55,140,248,1064,2636,9951,8020,8121,11643,13666,6634,10603,1010,72287
CED511,534,678,591,844,890,1788,1227,5094,177,11828,506,749,877,1067,1410,1743,1010,1687,66,9117,526,631,575,773,1713,2102,1684,3403,179,11576,395,1159,974,1420,948,769,430,545,115,6753,292,1040,967,1101,1518,1082,473,581,72,7121,221,1392,685,815,830,568,388,413,97,5407,495,365,310,329,653,854,1217,3545,171,7933,431,1840,1003,1088,1024,1189,701,1233,203,8704,76,87,58,56,106,125,87,185,368,1152,3467,7943,6039,7487,9090,10214,7222,16684,1446,69597
CED512,282,366,386,600,1472,2107,1272,2793,100,9373,505,829,1102,1277,2533,2598,1172,1701,111,11824,669,798,814,1122,3018,3835,1831,3461,255,15798,496,1752,1398,1837,1638,1326,649,751,164,10016,432,1305,1374,1558,3091,2276,856,849,119,11855,265,2090,1228,1152,1281,966,428,588,106,8089,418,339,317,481,1137,991,880,2461,120,7144,375,1847,1111,1155,1303,1206,602,1207,181,8983,80,91,75,96,198,216,73,192,371,1400,3520,9416,7811,9277,15676,15509,7766,13992,1526,84487
CED513,286,328,425,615,1554,2470,1560,3087,72,10402,882,1620,1845,2097,4365,5775,2873,4012,172,23630,320,573,805,714,2007,2264,1120,1916,141,9863,309,1575,1490,1339,1213,936,437,556,135,7996,341,1034,1124,1127,2759,2178,838,799,96,10289,167,1618,916,759,902,730,321,588,89,6096,120,222,251,291,628,502,328,756,75,3179,159,1247,1210,706,773,662,269,485,106,5617,60,84,83,87,178,184,90,145,299,1209,2640,8305,8153,7734,14382,15700,7848,12333,1192,78282
CED514,199,286,378,523,1313,2011,1196,2350,72,8328,671,1360,1515,1632,3303,4015,1879,2531,124,17032,328,592,688,828,2145,2544,1170,1814,154,10266,264,1471,1438,1303,1183,859,448,593,143,7701,335,1127,1214,1173,2602,1815,717,663,109,9755,204,1800,1066,846,883,754,351,584,81,6569,124,286,294,389,758,641,397,822,68,3776,187,1470,1199,871,1011,812,309,595,140,6591,40,106,88,83,167,171,62,110,324,1160,2351,8496,7884,7644,13364,13630,6524,10065,1222,71179
CED515,251,334,421,523,1390,2094,1242,2514,72,8840,723,1440,1595,1722,3935,4953,2228,2960,155,19706,359,608,805,760,2290,2646,1225,2079,187,10963,317,1775,1536,1515,1328,952,430,532,153,8539,358,1031,1103,1115,2838,2216,827,811,89,10379,189,1818,1035,872,912,758,345,542,102,6571,199,309,414,462,969,800,558,1179,100,4992,236,1720,1565,893,1056,721,311,634,139,7281,50,98,78,69,191,199,62,159,347,1256,2687,9129,8555,7932,14912,15340,7226,11408,1344,78527
CED516,187,407,429,542,1094,2030,1269,2755,60,8775,689,1854,1946,2072,3232,4409,2023,2802,143,19179,216,533,516,578,1521,1700,840,1382,95,7376,210,1768,1140,1009,740,574,276,330,80,6121,292,1302,1336,1227,2047,1561,635,569,57,9031,170,2138,923,652,627,565,252,437,43,5803,95,237,207,226,446,420,244,519,42,2427,168,1347,711,563,587,415,170,330,47,4330,39,114,84,61,105,142,53,101,223,929,2066,9690,7295,6937,10392,11809,5771,9216,793,63971
CED594,17,7,4,3,4,16,9,48,3,104,29,26,14,20,25,44,25,58,3,235,27,21,19,15,40,35,21,161,11,349,9,20,25,18,19,17,12,34,7,162,7,15,10,9,20,16,16,21,0,114,5,17,14,11,17,11,8,5,3,90,19,15,15,16,24,24,18,139,3,276,12,35,48,44,48,56,25,114,10,386,10,4,3,3,0,6,0,8,24,58,140,151,146,136,200,222,136,587,60,1773
CED597,3,0,0,0,0,0,0,8,0,11,0,0,3,0,3,5,3,64,0,78,3,0,0,0,3,0,0,71,0,87,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,5,0,0,3,3,79,3,100,0,3,0,0,0,0,0,9,0,9,16,12,11,0,4,14,11,274,4,334
CED601,157,197,213,352,774,908,661,1584,57,4905,417,663,896,1085,1632,1467,806,1182,59,8204,171,388,344,499,1555,1403,714,732,83,5899,276,1150,999,1091,722,443,240,262,75,5261,219,654,663,886,1473,808,325,309,34,5364,178,1264,688,732,779,439,267,323,46,4721,134,200,213,250,694,489,423,554,58,3019,192,1167,700,775,922,535,229,295,117,4918,34,61,34,51,113,72,36,62,213,677,1767,5743,4751,5731,8657,6562,3710,5295,738,42959
CED602,155,226,232,378,582,806,597,1671,70,4720,262,448,567,767,1057,937,499,757,50,5345,226,366,338,464,1310,1354,834,940,70,5896,280,857,941,1080,673,362,219,270,79,4763,209,556,623,695,1138,603,303,319,33,4484,146,1232,656,585,615,307,206,230,49,4035,189,203,209,245,573,551,532,870,55,3422,319,1303,712,802,1058,803,400,517,106,6019,33,45,51,40,97,103,54,73,208,712,1830,5235,4330,5043,7104,5826,3641,5653,725,39390
CED603,135,253,245,445,912,992,698,1511,33,5233,550,1130,1297,1746,2636,2222,1220,1598,77,12484,121,420,341,512,1377,1302,643,629,72,5420,252,1312,962,1228,879,506,305,374,85,5907,276,668,755,871,2072,913,444,396,39,6435,197,1326,617,587,667,336,227,238,60,4261,62,167,162,181,403,301,253,253,43,1830,164,1098,578,564,672,390,184,189,68,3897,52,60,71,75,158,106,25,67,193,803,1804,6431,5025,6208,9781,7083,3999,5256,677,46271
CED604,196,236,287,412,988,1206,783,1595,55,5759,496,774,1248,1511,2079,1612,832,1180,64,9797,211,417,432,646,1466,1781,712,807,82,6556,272,1151,990,1183,796,549,331,364,60,5699,336,722,895,1058,2201,1025,493,400,38,7179,170,1380,641,575,680,409,230,258,41,4392,72,177,144,179,403,343,267,297,44,1930,166,1074,583,602,657,606,236,282,88,4300,53,66,51,50,171,95,35,75,176,777,1974,6008,5280,6217,9441,7629,3926,5258,649,46383
CED605,246,367,311,430,721,1065,623,1976,84,5829,285,453,623,736,917,791,395,627,53,4883,236,412,442,605,1474,1584,713,837,128,6432,297,876,979,1186,680,368,274,345,80,5090,248,548,650,790,1235,614,289,282,48,4710,185,1043,627,650,636,363,178,225,64,3978,147,199,227,279,709,664,560,698,97,3577,318,1277,788,820,1029,776,363,450,158,5974,54,61,53,58,130,94,35,90,229,797,2028,5237,4703,5552,7529,6316,3439,5531,952,41280
CED694,0,3,0,0,3,4,0,6,0,17,3,0,3,3,3,12,8,10,0,49,0,3,0,3,8,13,3,4,0,38,3,3,7,7,8,0,0,0,5,33,0,5,3,3,7,3,0,0,0,27,0,3,4,4,0,0,0,0,0,14,0,4,3,0,5,0,0,3,0,20,0,8,10,4,5,7,0,6,0,54,0,0,0,0,0,0,0,0,0,3,14,38,27,28,45,38,17,39,10,247
CED697,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,14,0,0,0,0,4,4,0,0,0,9,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,0,23,0,47
CED701,206,140,127,213,880,980,613,1946,77,5177,438,421,481,689,2026,1909,825,1336,120,8246,283,237,236,360,1176,1393,807,2022,120,6636,317,519,563,787,1480,1076,498,881,162,6275,283,308,327,533,1794,1042,445,584,70,5381,95,486,253,314,533,309,188,246,50,2474,135,132,119,182,440,342,263,944,79,2638,170,519,372,501,774,775,295,1014,153,4569,74,79,55,70,188,143,68,162,484,1319,2003,2842,2535,3647,9291,7963,4000,9133,1302,42719
CED702,255,144,161,301,1219,1583,1080,2613,74,7434,621,554,572,993,2791,2802,1376,2570,121,12411,354,317,312,423,1937,2070,1217,2804,191,9623,419,713,809,857,1589,1366,884,1173,167,7967,370,453,504,791,2999,1831,763,986,108,8810,134,972,605,585,913,511,296,435,84,4539,129,110,169,211,688,539,380,991,81,3303,161,652,631,604,805,655,323,1147,149,5126,74,41,40,58,208,185,76,210,338,1239,2522,3953,3812,4829,13139,11546,6392,12935,1306,60432
CED794,9,3,3,0,9,6,10,9,0,41,17,3,14,7,19,13,11,29,0,108,7,3,3,0,9,32,14,45,0,104,12,5,4,13,14,16,8,13,5,84,4,4,3,3,4,3,4,7,0,34,4,4,0,5,11,3,0,5,0,32,7,0,3,0,6,5,4,36,0,63,0,4,9,9,16,13,5,39,5,104,0,0,0,0,3,3,0,0,3,15,52,28,40,30,78,93,56,175,18,574
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,10,28
CED801,682,472,602,1001,2808,3806,2796,4844,125,17134,1381,1838,1921,2895,7110,7228,3621,4450,268,30713,277,493,475,683,2116,2467,1117,1512,133,9272,447,2260,1436,1441,1649,1133,669,884,219,10141,852,1319,1393,1881,5534,3381,1517,1202,152,17245,227,2193,943,813,889,592,357,467,120,6600,92,246,162,221,413,474,298,483,55,2458,160,1208,688,620,729,635,258,355,109,4759,143,131,107,164,583,533,197,297,390,2545,4266,10151,7732,9724,21829,20258,10833,14499,1574,100874
CED802,608,396,568,1090,3126,3714,2592,3641,108,15835,1407,1989,2017,2875,8455,7849,3449,3815,214,32070,239,579,603,743,2625,2711,1260,1659,128,10546,488,2441,1765,1692,2044,1337,769,921,209,11663,858,1161,1402,1869,5966,3439,1497,1178,136,17509,284,2300,1180,978,1134,645,348,467,120,7447,71,239,184,216,377,405,298,432,43,2275,168,1305,1007,727,932,690,320,443,123,5702,124,126,118,174,649,529,227,255,395,2601,4254,10530,8841,10352,25314,21324,10749,12807,1477,105655
CED894,0,0,0,0,0,6,0,7,3,21,3,9,3,4,5,13,6,7,0,57,0,0,0,0,5,10,0,4,0,14,3,5,0,8,8,3,0,5,0,34,3,9,0,3,11,5,0,0,0,28,0,4,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,3,0,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,3,6,9,28,14,22,35,46,12,35,6,202
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
