CED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
CED303,3,3,21,45,122,138,790,752,111,112,101,65,77,46,41,2429,0,0,7,28,14,31,31,42,8,8,4,3,4,0,0,185,0,0,3,3,8,16,51,53,5,11,13,12,11,5,11,201,0,0,0,9,3,3,3,0,0,0,0,0,0,0,0,22,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,26,23,581,1331,2197,1133,1204,1825,2022,309,243,193,135,126,43,284,11650,0,10,19,99,55,46,93,53,36,29,14,17,14,3,6,494,0,0,0,6,52,25,21,19,4,0,3,10,0,3,3,154,0,3,7,4,30,24,105,77,8,4,8,4,3,3,4,288,16,144,301,619,426,484,632,446,71,73,86,50,64,43,119,3562,70,1419,2395,4009,3680,4238,6628,5802,1008,929,757,565,545,283,877,33203
CED304,0,0,14,50,108,132,413,246,44,28,33,35,39,42,24,1210,0,7,11,29,34,52,43,80,18,23,27,30,24,31,3,411,0,0,0,13,24,46,124,157,23,28,40,52,76,58,46,677,0,0,7,12,0,8,8,4,0,0,3,0,0,4,0,45,0,0,3,6,7,10,13,12,4,11,3,5,8,0,6,81,15,200,504,986,686,846,1277,976,259,250,196,228,252,161,188,7029,0,4,28,88,70,120,206,185,55,62,67,65,77,79,40,1153,0,0,0,7,172,59,38,56,17,28,21,31,50,30,14,530,0,0,8,6,41,27,96,43,0,3,6,3,5,9,0,243,15,84,159,494,432,789,1174,1521,366,613,809,1000,1381,1146,623,10606,63,763,1450,2652,3178,4477,6622,7199,1793,2323,2665,3336,4083,3256,2029,45871
CED305,0,0,7,19,37,26,218,337,42,29,28,26,22,6,15,796,0,0,3,3,0,8,7,101,27,83,10,0,13,14,7,285,0,0,0,3,12,17,38,50,12,14,17,11,6,10,13,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,17,231,474,715,322,241,313,286,39,59,33,37,45,25,121,2961,0,4,11,40,21,35,41,63,13,9,14,6,13,0,9,280,0,0,0,0,8,18,51,239,7,5,10,3,14,3,16,370,0,0,5,0,17,14,45,84,10,11,0,0,0,0,0,190,0,32,81,239,124,174,250,540,88,110,115,58,72,51,89,2024,33,544,865,1539,1369,1338,1969,3157,558,752,551,436,431,244,576,14361
CED306,0,0,12,19,42,48,399,609,73,81,18,44,38,3,25,1407,0,0,0,12,10,25,15,68,10,32,9,9,9,6,6,203,0,0,0,0,11,30,45,80,22,18,16,29,17,11,16,288,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,6,0,0,0,0,0,0,3,17,10,279,646,919,426,378,503,593,121,111,87,91,96,58,152,4477,0,3,13,42,29,27,55,57,17,21,14,18,13,12,10,338,0,0,0,3,25,39,22,36,13,14,10,10,9,0,9,191,0,0,6,7,25,17,142,174,15,27,7,14,0,3,9,434,13,68,177,350,207,213,328,525,110,99,71,98,158,70,170,2663,66,933,1430,2063,1895,1837,2985,4316,964,996,677,780,791,413,916,21057
CED307,0,0,21,39,90,124,742,666,76,86,63,45,25,15,29,2010,0,4,5,48,14,38,29,28,10,4,3,0,0,0,4,193,0,0,0,5,7,21,47,70,19,11,13,11,9,6,18,232,0,0,0,0,4,8,5,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,15,15,351,856,1562,840,831,1414,1341,172,163,147,76,73,23,185,8044,0,10,17,61,46,55,101,78,13,15,14,19,20,6,10,460,0,0,0,4,19,10,13,34,4,8,0,6,7,0,0,107,0,0,0,10,50,43,111,134,13,9,4,0,3,3,3,376,8,49,178,455,379,483,653,623,105,87,75,69,49,72,82,3362,33,790,1534,3004,2890,3668,5781,5284,840,803,670,508,418,347,672,27247
CED308,0,4,19,51,116,142,842,718,91,79,98,78,82,54,34,2395,0,4,11,17,8,31,44,58,17,10,8,9,9,6,10,245,0,0,0,3,17,42,88,99,20,19,15,27,25,16,18,390,0,0,3,21,4,12,14,3,0,0,0,0,0,0,0,61,0,0,3,57,31,33,13,5,0,13,0,3,4,0,3,169,24,586,1280,2089,1118,1219,1740,1910,274,284,209,200,151,116,297,11507,0,8,18,58,44,102,112,124,30,27,28,23,33,16,22,652,0,0,0,12,70,40,21,29,11,18,17,19,13,12,12,274,0,0,8,5,28,31,119,116,14,13,14,6,9,3,0,359,9,132,311,761,623,881,1256,871,147,227,214,238,178,133,196,6173,61,1421,2504,4428,4607,6687,10727,9724,1759,1888,1687,1693,1330,889,1514,50918
CED309,0,5,13,62,131,135,432,493,58,63,71,44,80,43,29,1663,0,5,9,19,9,11,17,21,0,15,10,8,5,0,9,126,0,0,0,5,13,43,64,84,14,19,26,21,20,7,14,320,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,19,44,608,1339,2098,936,943,1571,1740,219,266,240,155,158,69,302,10672,0,3,25,105,70,90,147,162,21,26,26,36,46,16,13,789,0,0,3,0,13,3,10,20,3,4,3,10,3,0,8,86,0,0,0,6,63,38,146,75,14,9,7,7,8,11,0,387,11,141,275,551,308,300,413,442,97,110,83,126,144,66,138,3198,86,1336,2415,3963,3324,3358,5115,5027,883,929,873,771,824,400,956,30258
CED310,0,0,21,36,94,91,309,337,45,60,41,62,46,38,23,1208,0,0,11,13,11,14,9,19,3,9,0,7,3,3,3,96,0,0,0,0,6,9,41,51,7,11,11,7,15,8,13,188,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,6,0,0,0,3,3,0,0,0,14,33,669,1243,1936,938,854,1322,1603,195,188,148,147,136,72,280,9770,0,11,27,83,56,78,119,104,35,19,25,23,21,20,17,637,0,0,0,0,8,17,17,20,3,6,12,7,3,0,11,97,0,0,4,6,28,25,120,70,5,3,4,7,4,4,7,286,18,118,291,466,312,300,397,329,47,79,99,119,151,130,107,2968,90,1379,2278,3564,3070,3005,4440,4454,670,772,695,690,718,464,859,27142
CED311,0,0,3,10,33,49,241,471,83,79,52,35,26,22,23,1121,0,0,0,3,0,4,12,52,9,60,11,3,0,3,3,166,0,0,0,0,13,15,38,59,14,10,7,8,11,6,6,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,13,14,247,650,1071,424,268,300,240,75,80,67,53,46,11,130,3679,0,3,11,60,31,23,51,39,20,25,8,16,11,12,12,325,0,0,0,0,9,15,14,75,5,3,0,0,7,6,11,141,0,0,5,4,23,5,63,123,10,22,7,7,12,6,6,291,4,53,133,297,184,178,228,400,106,115,95,82,103,67,148,2182,30,583,1151,2043,1813,1580,2274,3313,840,948,739,641,600,322,746,17621
CED312,0,4,10,52,157,135,559,423,46,69,49,44,17,14,22,1580,0,0,5,31,10,26,26,71,4,13,3,3,6,3,3,209,0,0,0,0,17,92,55,88,17,11,6,9,19,3,23,342,0,0,0,16,3,7,6,5,0,0,0,0,0,0,0,47,0,0,0,15,15,22,35,20,7,3,7,0,3,0,9,139,23,402,1205,2464,1190,998,1074,1137,105,142,90,90,81,20,250,9269,0,4,14,41,30,64,64,83,12,17,13,23,22,13,10,412,0,3,0,7,67,86,52,104,6,16,7,8,9,3,20,395,0,0,0,3,45,32,114,80,11,7,9,7,11,0,3,324,12,99,261,786,730,1119,1293,1226,207,175,199,175,139,108,222,6749,58,1019,2211,4471,4701,5888,8158,8072,1387,1529,1320,1060,933,599,1437,42842
CED313,3,0,12,64,110,141,365,306,44,32,49,37,45,27,21,1259,0,4,6,28,38,64,56,184,56,53,43,52,32,31,7,660,0,0,0,3,22,55,103,118,30,36,31,50,47,47,35,576,0,0,0,14,0,6,9,0,0,0,0,0,0,0,0,35,0,0,0,17,6,13,9,24,7,5,7,0,13,12,9,128,26,225,542,952,632,783,1190,994,257,243,224,200,237,142,168,6814,0,5,14,78,58,101,155,165,44,41,41,80,105,97,29,1015,0,0,5,26,421,233,79,111,32,48,60,48,56,25,16,1144,0,0,3,3,39,33,69,57,10,8,8,7,4,5,0,247,9,118,183,579,535,1021,1425,1529,361,441,608,663,810,688,391,9348,82,891,1619,2770,3502,4815,6733,7626,1814,1949,2311,2542,2857,2093,1495,43104
CED314,0,0,16,17,53,34,285,280,38,50,10,22,15,16,10,840,0,0,3,4,0,20,33,97,9,28,20,21,34,26,8,312,0,0,0,0,3,16,23,36,3,0,8,4,11,4,11,116,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,21,23,334,607,946,366,232,290,288,42,54,48,43,38,14,128,3433,0,9,17,82,32,32,61,66,12,12,18,13,17,14,13,392,0,0,0,9,8,13,14,31,0,3,10,10,3,3,3,104,0,0,5,5,48,30,228,131,11,4,5,14,4,7,0,501,9,51,117,246,169,162,643,935,177,268,299,228,241,184,106,3830,60,696,1100,1785,1423,1377,2686,3434,618,784,963,811,856,565,539,17697
CED315,0,4,7,17,37,56,245,286,37,25,10,14,22,8,11,794,0,0,5,15,11,20,19,61,8,15,7,7,9,13,3,192,0,0,0,3,19,27,65,63,15,13,24,12,17,11,14,287,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,17,15,317,677,1144,492,494,567,604,108,103,78,76,67,62,125,4925,0,4,12,50,26,48,98,86,25,24,20,39,47,29,14,520,0,0,0,9,15,33,20,49,8,5,16,5,15,13,9,200,0,0,7,8,17,33,73,102,8,3,18,3,8,3,0,281,8,71,182,435,272,387,629,761,176,171,250,198,288,138,186,4157,53,752,1412,2419,2043,2372,3211,4166,832,839,793,767,828,506,728,21730
CED316,0,0,11,27,55,43,210,209,15,33,21,10,25,6,18,680,0,3,18,17,7,5,5,26,12,12,0,19,8,3,6,142,0,0,0,3,3,15,24,55,15,17,12,12,18,8,6,190,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,10,9,16,10,0,0,3,0,0,3,0,4,55,42,711,1370,2196,728,511,604,450,76,74,56,41,103,49,264,7266,0,4,18,59,37,35,66,46,15,8,3,9,7,4,8,319,0,0,0,0,19,33,19,25,7,5,10,11,3,5,8,142,0,0,0,3,13,9,49,40,3,4,0,3,3,0,3,138,4,111,251,480,229,189,230,274,48,49,42,77,104,64,161,2308,66,1531,2392,3796,2425,2079,2425,2139,351,410,357,403,525,303,862,20075
CED317,0,0,9,24,30,26,94,103,16,50,30,22,9,5,12,450,0,0,3,5,7,15,12,32,5,8,9,4,10,8,3,112,0,0,0,3,11,91,59,45,7,11,4,5,7,7,18,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,3,0,0,0,21,18,337,767,991,313,342,305,271,48,50,46,33,67,51,156,3777,0,13,25,74,40,55,48,45,8,11,5,9,5,6,13,345,0,0,0,3,6,5,5,20,0,0,0,0,5,0,7,61,0,0,3,4,14,17,42,69,16,15,0,7,0,3,0,206,10,115,320,499,312,328,364,386,95,101,97,80,123,75,205,3119,143,1382,2233,2535,1840,1963,2018,2445,491,612,495,491,606,338,956,18543
CED318,0,3,10,53,73,63,174,253,31,30,10,21,21,23,12,783,0,7,12,31,14,26,18,58,13,13,3,8,6,3,7,218,0,0,0,7,39,108,167,137,28,27,26,30,21,22,34,646,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,8,5,8,5,0,4,0,0,0,0,6,38,20,369,947,1517,794,960,1252,962,158,146,149,133,159,135,263,7971,0,0,24,95,69,103,122,95,29,32,26,27,30,17,26,699,0,0,0,3,39,25,31,84,9,21,4,26,12,8,8,281,0,3,3,7,21,23,55,59,0,0,3,5,4,0,3,200,8,112,324,809,799,958,1140,1231,359,370,398,353,354,260,410,7896,72,973,2115,3718,3682,4598,6039,6049,1273,1295,1260,1184,1176,886,1517,35817
CED319,0,0,9,26,92,89,302,264,38,32,25,21,37,5,19,964,0,0,27,54,47,63,49,127,17,74,15,18,22,17,16,558,0,0,0,3,17,53,95,151,34,14,27,35,22,16,24,481,0,0,0,15,9,3,7,0,0,4,0,0,0,0,0,46,0,0,0,3,0,4,13,8,8,0,0,0,0,0,0,46,35,365,652,1054,593,609,936,819,163,144,134,114,83,40,170,5903,0,3,3,35,49,58,124,108,25,22,17,23,17,11,13,512,0,0,0,15,135,89,30,38,19,7,15,22,3,7,23,419,0,0,8,4,29,18,74,39,4,13,12,4,3,0,0,219,10,87,169,515,447,739,1048,1308,197,273,307,258,240,217,196,6012,93,1093,1705,2788,3203,4440,6107,7729,1420,1548,1449,1519,1305,837,1157,36391
CED320,0,3,14,39,88,72,308,279,47,33,31,22,15,9,16,984,0,3,12,17,4,19,14,14,0,0,0,3,0,3,0,85,0,0,0,7,8,19,41,51,7,6,7,9,14,3,9,186,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,6,0,0,4,0,0,0,0,0,18,19,554,1356,2130,916,756,947,1132,149,132,93,51,68,29,245,8577,0,6,17,66,35,47,87,68,14,12,13,10,15,3,9,405,0,0,0,4,17,39,25,37,3,3,6,8,4,0,27,156,0,0,3,0,27,22,51,53,4,5,14,3,3,3,3,203,6,88,203,508,366,359,523,424,106,100,80,86,163,170,231,3436,55,1253,2173,3718,3228,3373,4311,4126,842,789,571,489,627,454,1096,27095
CED321,0,0,17,16,30,30,107,207,16,30,29,24,14,6,17,544,0,0,6,3,0,4,3,31,7,0,7,5,4,0,0,79,0,0,0,0,5,3,11,20,11,3,3,8,10,5,11,91,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,361,636,939,306,212,197,164,29,45,41,24,25,6,168,3173,0,6,17,61,16,30,30,47,4,5,10,13,3,3,12,255,0,0,0,0,4,10,11,35,0,4,15,57,16,8,4,166,0,0,4,6,24,16,49,43,0,4,6,6,0,0,5,160,13,56,111,271,148,135,142,184,50,72,46,82,68,41,85,1501,46,817,1226,1786,1387,1157,1270,1766,370,425,433,419,341,170,614,12230
CED322,0,3,18,54,113,133,678,495,49,76,65,41,48,30,32,1835,0,0,11,26,10,19,26,22,3,13,3,3,6,4,8,161,0,0,0,3,15,51,75,87,9,22,19,18,31,17,16,360,0,0,3,32,10,13,6,0,0,0,0,0,0,0,0,69,0,0,0,24,3,13,17,7,0,0,0,0,3,3,0,75,36,569,1075,1671,848,932,1375,1401,182,227,169,187,143,79,315,9209,3,12,12,72,79,104,199,118,26,32,31,38,47,40,31,830,0,0,0,10,42,27,19,10,9,6,0,8,10,7,3,145,0,0,4,3,26,22,59,29,8,3,4,4,8,0,7,185,17,153,281,629,423,572,916,696,157,150,170,202,238,94,170,4861,84,1430,2186,3665,3621,4992,7789,6101,1097,1111,1037,1132,1192,651,1287,37376
CED323,0,0,35,52,120,141,468,322,39,45,39,37,39,23,17,1370,0,7,9,26,18,25,15,30,5,0,5,7,14,3,10,179,0,0,0,7,23,53,122,184,32,31,44,54,61,22,34,666,0,0,5,22,8,11,14,4,0,0,0,5,0,0,0,80,0,0,7,31,10,19,15,5,0,3,6,0,0,0,3,100,38,576,1161,1598,860,875,1061,826,139,158,138,166,200,104,296,8205,0,13,16,78,63,104,130,103,31,28,34,34,34,45,27,746,0,0,3,9,82,50,20,53,20,17,25,28,26,14,18,360,0,0,4,4,24,27,55,41,5,3,3,3,4,8,4,184,16,215,387,840,641,933,1220,1116,252,330,542,684,818,592,450,9043,100,1640,2767,4196,4593,6208,8531,7520,1552,1743,2050,2464,2538,1761,2177,49837
CED324,0,0,16,29,133,112,432,205,37,57,28,21,39,15,14,1149,0,6,18,29,46,99,136,198,54,79,51,35,32,26,14,808,0,0,0,6,23,63,91,85,21,16,19,36,23,21,19,417,0,0,7,32,16,15,18,0,0,0,0,0,3,0,0,78,0,0,0,9,16,11,19,6,9,4,0,3,3,0,4,82,24,314,584,986,549,502,652,539,96,148,66,80,65,33,132,4772,0,4,8,72,49,73,154,100,37,34,27,41,38,22,8,654,0,0,4,39,853,662,224,242,46,59,84,87,73,44,72,2491,0,0,0,5,37,45,150,103,4,6,3,15,14,6,3,384,11,133,225,717,781,2489,3374,2208,498,622,766,780,748,497,532,14377,73,1032,1490,2898,4450,8290,12165,12390,2558,2926,3523,3699,3638,2198,2210,63534
CED325,0,0,7,35,99,117,631,440,69,69,47,31,20,10,36,1613,0,3,6,35,38,285,264,316,72,82,61,25,17,10,11,1241,0,0,0,4,41,66,52,49,16,7,9,17,15,7,12,294,0,0,3,27,8,19,8,3,0,4,0,0,0,0,3,72,0,0,0,5,3,10,15,5,0,0,0,4,0,0,0,46,10,296,889,1857,808,725,816,851,123,165,98,61,41,18,219,6985,0,3,22,60,38,63,107,87,22,24,25,19,20,7,23,519,3,0,0,105,2087,2473,1067,1066,175,196,282,166,152,92,303,8171,0,0,3,3,29,32,159,144,13,11,11,3,3,7,13,438,11,81,149,689,900,1713,2723,2526,491,493,608,509,512,303,477,12199,42,939,1636,3746,5873,8968,11235,11530,2064,2181,2228,1648,1568,857,2035,56553
CED326,0,0,14,49,89,108,461,744,130,152,104,90,89,58,51,2141,0,10,28,53,38,52,78,128,21,32,15,3,0,7,8,477,0,0,0,3,14,32,68,73,14,15,16,13,15,8,11,284,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,20,0,0,0,5,5,3,11,7,0,0,0,0,3,0,0,29,36,580,1247,2021,883,859,1136,1778,251,253,205,146,141,67,291,9898,0,8,16,58,38,56,107,93,26,19,39,25,18,6,12,532,0,0,0,7,50,50,32,26,14,0,5,3,9,4,15,214,0,0,4,8,34,28,98,157,15,9,13,6,14,6,6,406,9,85,213,625,467,625,1069,1142,185,270,159,109,172,86,128,5348,75,1271,2178,3880,3452,4699,7311,9436,1740,1801,1400,1077,1064,654,1234,41261
CED327,0,0,7,57,114,160,585,322,29,44,29,26,15,7,16,1402,0,4,8,35,17,121,113,147,31,73,52,17,15,11,11,644,0,0,0,0,39,157,106,243,69,34,33,24,26,34,25,798,0,0,0,27,29,31,36,21,0,3,0,7,3,0,0,154,0,0,0,10,8,25,32,29,0,4,4,0,3,0,9,119,19,295,878,1712,794,622,619,450,48,55,24,52,49,22,170,5806,0,10,12,45,31,30,93,56,9,13,13,13,26,11,14,364,0,3,0,19,353,315,121,129,21,21,37,37,22,18,36,1117,0,0,5,5,45,49,255,118,17,9,14,12,13,17,13,560,4,73,284,969,1089,2812,3881,3266,670,664,1004,636,637,470,433,16892,40,810,1754,3953,5067,9297,14376,14056,2450,2686,3138,2324,2120,1365,1970,65402
CED328,0,0,24,53,209,316,1171,847,114,140,76,83,72,42,41,3200,0,5,21,47,53,146,107,107,19,32,28,17,21,32,11,636,0,0,3,4,18,35,65,104,12,21,19,26,38,21,15,391,0,0,3,25,9,10,5,3,0,0,0,0,0,0,0,53,0,0,0,8,3,5,16,10,3,0,0,7,0,3,0,54,37,344,814,1354,958,1006,1783,1514,307,273,212,203,156,115,228,9301,0,12,35,122,94,138,297,184,72,73,75,80,108,91,43,1430,0,0,0,22,95,47,39,61,24,43,48,57,64,53,15,576,0,0,0,11,65,72,203,108,20,9,9,13,7,8,8,526,14,123,171,481,493,843,1208,1073,251,336,404,440,483,383,193,6902,106,965,1568,3176,3616,4923,8229,7263,1643,1869,2007,2438,3008,2469,1195,44471
CED329,0,5,13,34,101,78,189,176,21,17,31,21,29,4,10,745,0,0,10,13,10,4,0,3,6,0,3,0,6,0,5,66,0,0,0,6,11,20,36,41,3,8,10,13,4,6,3,171,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,3,0,3,6,0,0,0,0,0,0,0,16,31,613,1320,1940,815,738,989,780,76,112,89,69,78,38,250,7939,0,4,20,104,49,62,110,91,8,14,10,12,24,15,5,535,0,3,0,3,10,5,15,14,3,3,20,3,8,3,4,87,0,0,8,7,32,13,69,35,11,3,3,3,3,0,3,187,12,122,264,462,276,234,269,212,40,51,67,56,43,44,87,2236,69,1277,2298,3558,2740,2444,3039,2255,349,407,395,325,339,197,726,20413
CED330,0,0,18,39,78,85,430,319,31,16,21,20,17,9,10,1096,0,0,13,12,5,6,4,4,0,0,0,3,8,0,0,66,0,0,0,0,7,78,37,33,10,11,9,3,8,3,9,219,0,0,0,3,3,5,4,0,0,0,0,0,0,0,3,25,0,0,0,10,3,3,4,0,0,0,0,0,0,0,0,21,12,416,1141,2107,986,819,1162,973,112,96,91,83,66,16,287,8371,0,6,23,79,62,56,89,59,13,17,6,10,11,5,22,460,0,0,0,0,61,57,26,8,4,0,4,0,9,7,23,212,0,0,0,9,47,27,76,40,10,5,4,0,0,5,3,227,12,68,200,574,437,495,490,381,71,94,140,127,202,110,243,3653,35,951,1990,3805,3524,3681,4740,3390,580,477,539,519,624,364,1088,26299
CED394,0,0,0,6,4,3,14,9,0,0,0,0,3,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,109,169,83,62,55,35,4,9,9,16,122,188,67,972,0,0,3,4,9,3,8,5,0,0,0,0,7,24,5,67,0,0,0,0,3,0,0,6,0,0,0,5,0,3,0,28,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,16,0,10,18,39,29,22,42,38,9,5,22,50,123,110,93,616,0,99,190,297,260,242,280,203,46,56,84,154,401,514,338,3157
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8,4,3,0,3,3,3,0,0,0,0,0,9,40
CED401,0,3,37,32,56,52,168,128,23,23,13,10,31,14,13,592,0,3,4,17,34,52,58,120,23,70,69,29,61,35,10,595,0,0,0,3,56,69,83,101,9,31,28,31,30,22,25,486,0,5,5,7,4,0,0,0,0,0,0,0,0,0,3,31,0,0,5,19,9,12,18,11,0,0,3,4,3,3,3,94,32,594,1596,1987,598,543,613,479,112,131,87,107,105,102,225,7310,0,3,14,74,64,81,114,92,20,33,30,30,43,27,23,658,0,0,0,25,905,607,216,263,67,71,78,96,125,107,78,2631,0,0,10,3,7,11,33,37,12,8,16,4,10,3,0,148,25,403,312,502,475,729,1378,1814,465,731,721,662,836,498,343,9895,105,2629,4813,4243,3427,3819,5450,8887,1877,2684,3005,3588,4253,2662,1895,53338
CED402,0,3,14,15,12,18,102,73,10,36,19,15,9,22,12,355,0,0,3,4,6,0,0,13,3,37,18,4,4,0,3,99,0,0,0,0,6,19,35,90,15,8,28,17,9,6,10,256,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,21,11,20,5,0,0,0,0,0,0,0,0,65,21,451,1420,1755,323,228,217,215,29,50,40,23,35,25,236,5073,0,4,5,43,18,33,45,39,5,3,3,18,10,4,10,238,0,0,0,6,26,36,19,64,0,6,10,29,8,28,43,274,0,0,0,0,11,3,23,46,0,10,8,4,3,3,9,119,7,139,196,221,104,70,168,426,165,159,157,136,217,119,259,2545,62,1385,2726,2607,998,898,1355,2028,425,529,559,568,644,352,984,16118
