CED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
CED210,0,3,7,46,32,41,46,51,24,7,7,15,11,0,7,294,0,0,5,18,14,21,14,36,6,25,21,6,10,0,8,196,0,0,0,0,9,21,46,163,33,23,40,28,40,34,19,456,0,4,126,293,68,55,22,3,4,0,0,0,7,0,15,597,0,0,0,41,10,16,20,5,0,0,0,3,0,3,13,122,28,656,1581,1688,561,455,388,417,72,57,55,47,46,34,234,6302,0,4,9,50,21,33,83,60,18,17,13,9,23,11,13,366,0,0,0,0,96,72,54,43,8,10,15,3,14,16,66,403,0,0,0,0,7,0,23,26,0,3,8,0,0,0,3,78,5,299,575,818,272,393,513,622,120,161,262,140,187,130,228,4736,57,2538,4181,4492,1836,2007,2415,2993,523,649,828,615,813,588,1219,25763
CED211,0,3,20,33,137,107,217,154,20,25,21,10,17,12,14,798,0,12,50,139,74,211,225,239,25,45,35,49,52,34,22,1220,0,0,0,3,31,64,109,155,24,24,42,35,40,24,18,561,0,0,9,26,3,4,5,0,0,0,0,0,0,0,0,44,0,0,0,24,9,13,10,6,3,0,9,3,7,0,3,88,50,592,1149,1484,707,523,574,378,89,90,42,43,60,20,169,5971,0,11,15,42,49,77,119,67,18,33,12,32,17,9,8,506,0,0,0,14,597,344,129,100,30,21,13,15,20,16,20,1336,0,0,3,3,18,12,24,46,6,3,3,12,3,0,0,135,14,261,305,588,704,763,868,1115,247,334,346,292,334,197,160,6526,108,1892,3004,3786,3793,5391,7550,8098,1488,1748,1811,1758,1820,936,1195,44379
CED212,0,3,17,43,114,96,223,123,26,6,33,25,15,8,23,759,3,4,51,102,28,38,38,49,4,4,7,7,10,3,14,363,0,0,0,0,16,13,55,64,12,15,20,26,20,11,14,275,0,0,0,11,6,8,5,0,0,0,0,0,0,0,0,37,0,0,0,33,12,12,9,9,0,0,0,0,0,0,0,73,55,857,2135,3122,1592,1084,1325,1202,267,227,162,138,116,48,369,12688,0,9,16,61,52,74,140,61,14,20,15,12,15,3,14,519,0,0,0,5,26,14,24,23,5,3,9,3,5,8,6,132,0,0,4,4,14,15,43,47,0,6,3,0,0,0,5,142,14,182,311,651,448,574,773,503,86,79,96,75,72,49,123,4041,109,1967,3806,5290,3610,3336,4404,3566,764,676,718,650,571,309,985,30758
CED213,0,4,26,41,108,70,128,92,7,9,0,20,9,0,3,520,0,10,33,50,14,20,10,10,3,3,5,3,0,0,3,171,0,0,0,3,7,21,31,48,10,14,13,8,8,5,10,177,0,3,4,20,8,11,6,0,0,0,0,0,0,0,0,59,0,0,0,22,12,7,9,7,0,0,0,0,0,0,0,57,71,987,2108,3025,1306,806,991,992,159,123,100,67,58,32,422,11256,6,10,18,64,55,48,89,37,11,6,8,11,17,3,13,394,0,0,0,8,15,13,3,19,0,3,3,0,3,0,4,71,0,0,0,5,8,7,23,18,0,0,0,4,5,0,0,63,15,202,269,556,318,250,253,203,29,32,26,36,17,11,89,2309,139,2487,4165,5137,2858,2066,2397,2061,386,318,275,271,216,147,908,23813
CED214,0,3,12,24,56,60,92,95,18,21,14,20,15,4,18,458,0,4,6,28,25,74,66,132,48,223,111,48,52,43,30,892,0,0,0,4,33,70,102,145,23,20,26,33,35,10,29,529,0,5,84,850,156,166,57,27,3,3,3,7,3,0,34,1398,0,0,3,93,49,39,52,26,4,3,6,3,0,9,8,299,19,346,782,943,515,496,809,618,182,175,130,116,98,53,135,5419,0,3,3,37,51,77,110,105,41,32,26,40,28,26,24,601,0,4,3,16,2395,2790,1000,1009,171,281,357,268,252,129,352,9036,0,0,4,3,3,11,24,29,3,5,5,0,3,3,0,86,4,301,488,1220,964,1225,1765,1892,403,605,720,731,717,398,365,11799,65,2389,5065,6108,5998,7686,7549,8459,1814,2657,2903,2663,2558,1501,2007,59421
CED215,0,3,12,12,46,15,73,104,13,9,6,12,4,5,8,329,0,11,11,16,6,14,21,45,7,27,17,3,9,0,5,182,0,0,0,0,3,13,25,39,3,13,10,11,17,3,19,152,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,3,0,0,0,4,0,0,0,0,0,8,26,41,882,1378,1481,505,296,260,233,34,33,25,31,23,21,233,5463,0,5,6,57,29,14,39,46,6,6,5,17,21,7,9,265,0,0,0,5,16,27,42,31,0,9,7,8,4,3,79,237,0,0,0,0,3,5,18,16,4,3,3,7,0,0,0,61,7,147,209,314,172,115,233,272,34,43,35,68,58,32,136,1874,85,2253,2924,2655,1485,1080,1383,1629,249,316,298,333,353,169,999,16204
CED216,0,7,21,65,260,544,848,388,43,39,37,56,79,58,22,2464,0,10,49,145,87,106,44,35,12,10,8,10,10,4,18,553,0,0,0,9,16,21,49,52,13,22,25,10,12,13,9,251,0,3,3,19,14,12,11,0,0,0,0,3,0,0,3,68,0,4,6,57,27,23,16,13,3,0,0,0,3,0,0,162,60,552,954,1248,799,839,1493,1238,340,303,276,253,261,142,207,8955,0,8,23,83,80,123,246,212,61,55,51,71,75,56,36,1169,0,0,0,9,149,58,40,48,10,18,16,17,26,8,8,418,0,0,0,7,28,15,36,27,3,0,0,4,5,3,0,137,45,478,586,754,1128,2074,1349,869,229,216,221,250,239,109,177,8720,245,2163,3538,4201,4123,6004,7075,5947,1443,1467,1510,1731,1837,1049,1087,43431
CED217,0,0,3,8,35,48,157,126,30,12,11,7,5,5,7,463,0,3,8,38,54,318,412,481,75,71,41,53,38,31,27,1643,0,0,0,3,32,77,104,105,18,20,16,25,20,9,25,459,0,4,42,1015,270,382,309,89,9,9,30,15,21,0,69,2271,0,0,5,162,95,100,77,22,4,3,6,3,0,6,21,504,11,261,718,1154,442,305,263,351,52,39,40,46,30,15,138,3870,0,0,3,13,16,18,80,63,21,21,17,19,22,5,10,304,0,0,4,28,1780,2901,1241,960,178,157,183,224,169,92,408,8324,0,0,0,0,6,5,43,62,3,15,15,3,6,4,0,165,4,190,303,1692,1842,3291,3901,2336,404,372,395,384,331,196,474,16123,24,1647,3404,7190,6767,12061,13160,12239,1976,2020,2041,1948,1707,1105,2350,69640
CED218,3,7,28,61,200,266,343,154,35,25,28,30,35,16,26,1249,0,15,39,172,95,181,136,161,21,26,40,40,63,38,21,1051,0,0,0,6,26,43,122,126,25,34,27,44,45,30,28,558,0,0,5,12,4,11,11,0,3,3,4,0,0,0,0,56,0,0,3,41,24,25,14,21,5,4,7,3,6,7,0,173,54,346,613,896,556,557,725,625,226,199,246,245,307,164,186,5955,4,14,20,105,83,126,208,153,50,46,60,84,98,46,38,1126,0,0,6,21,357,156,71,124,24,31,48,39,54,34,32,998,0,3,0,6,18,7,40,30,8,3,3,3,0,0,4,137,45,378,400,625,711,1476,1122,1035,220,290,371,420,527,389,200,8206,241,1701,3285,3889,3690,5717,6681,7293,1815,2294,2551,3378,3851,2246,1482,50115
CED219,0,4,8,47,261,194,255,196,34,35,21,22,21,11,20,1124,0,9,38,318,355,1513,1686,2534,349,521,320,241,235,152,177,8455,0,0,0,0,51,126,133,110,22,20,14,12,23,9,16,537,0,0,13,113,75,110,56,39,0,0,8,0,3,0,14,427,0,0,3,244,123,139,91,38,3,3,0,6,8,0,23,685,10,321,997,1696,871,549,353,422,60,79,36,26,37,17,182,5659,0,7,5,29,19,35,88,60,7,22,11,13,7,3,15,322,0,0,0,12,291,430,257,246,30,36,40,18,22,27,41,1449,0,0,4,0,8,16,70,157,11,12,13,7,16,10,4,316,3,94,370,1860,2042,4719,6396,4689,875,861,1098,739,745,507,663,25665,37,1098,2894,6375,6328,12915,18208,19755,2939,3382,3348,2550,2313,1477,2309,85932
CED220,0,3,13,54,137,195,397,224,34,42,28,20,31,3,21,1200,0,10,71,379,230,442,241,302,54,83,60,66,94,41,51,2125,0,0,0,3,101,134,140,144,20,17,36,52,64,28,34,785,3,4,6,39,16,14,3,0,0,0,0,0,0,0,3,80,0,4,10,186,71,73,38,24,11,3,3,3,0,6,6,441,27,302,586,858,463,339,469,383,89,77,68,92,44,28,91,3922,0,3,5,33,37,47,67,82,18,24,28,23,9,7,10,396,4,0,3,20,2170,2630,1125,897,170,183,262,213,212,119,255,8261,0,0,0,0,12,3,26,47,6,7,4,0,15,4,0,131,14,191,388,1307,2070,3289,2662,1847,363,494,686,496,547,317,439,15114,95,1569,4128,6342,7283,10427,9838,9810,1767,2165,2624,2647,2725,1575,1970,64962
CED221,0,0,8,28,43,22,74,66,4,9,5,8,0,3,8,274,0,3,8,7,7,8,18,52,16,7,5,3,0,11,0,140,0,0,0,3,0,13,20,19,3,6,8,10,18,4,18,128,0,0,4,18,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,17,24,519,991,1138,434,283,311,201,38,21,20,35,33,11,177,4240,0,4,8,66,34,31,52,29,21,9,10,18,8,9,15,312,0,0,0,0,5,7,7,5,0,0,0,0,3,0,10,41,0,0,4,3,8,4,14,7,0,0,0,0,0,0,3,45,8,209,293,355,165,139,156,302,71,77,43,51,88,65,105,2138,79,1750,2423,2315,1272,983,1268,1372,264,291,204,237,295,193,620,13565
CED222,0,0,14,45,192,137,292,268,77,61,47,53,52,37,29,1298,0,5,41,302,204,557,446,399,64,109,79,69,64,29,56,2426,0,0,0,8,62,90,107,105,17,10,26,31,23,9,17,509,0,3,5,140,150,226,132,63,6,16,9,3,3,0,37,802,0,3,14,225,83,137,77,45,7,3,13,4,4,0,20,637,26,450,1087,1677,878,635,838,853,183,200,198,136,124,56,251,7595,0,3,5,35,37,73,106,68,26,19,17,19,21,19,21,460,0,0,0,12,964,1311,499,384,52,74,89,100,60,41,118,3705,0,0,0,3,21,8,45,57,8,4,0,10,9,8,0,165,3,118,299,1103,1453,2298,2584,1876,425,555,536,448,379,211,369,12649,56,1340,2939,5471,5808,8644,9126,8267,1540,1941,1923,1703,1582,950,1712,53005
CED223,0,0,15,34,61,71,179,137,18,17,14,16,19,11,12,592,3,9,25,62,72,169,114,95,18,27,19,15,26,18,10,684,0,0,0,6,22,39,62,58,8,16,7,12,12,8,8,259,0,13,55,156,31,54,23,4,0,0,0,0,3,0,9,356,0,3,5,36,9,15,6,12,3,0,0,0,0,4,0,94,38,383,839,1076,647,545,789,637,111,95,92,86,59,28,123,5557,0,3,16,67,62,72,124,99,22,28,30,30,36,7,16,615,0,0,0,6,172,107,81,91,19,30,30,47,51,31,19,674,0,0,7,0,15,15,27,17,4,7,0,3,0,0,0,94,12,242,307,594,345,721,878,606,161,148,148,186,164,86,123,4716,101,1960,3214,3664,2665,3828,4904,4208,930,934,922,960,970,582,821,30664
CED224,3,0,25,52,157,150,268,139,13,21,14,22,17,11,14,900,0,7,22,101,112,241,182,154,32,29,43,39,53,52,25,1091,0,0,0,10,23,36,99,90,14,29,18,31,37,17,23,428,0,14,28,34,0,20,11,9,0,0,0,0,0,0,3,132,0,0,3,44,18,23,16,8,0,4,6,11,4,5,7,149,71,380,633,847,467,555,753,550,154,107,98,93,125,58,142,5042,0,3,31,73,93,101,203,150,55,35,33,52,48,34,37,948,0,0,3,31,669,259,112,180,48,59,75,90,127,82,52,1783,0,0,0,0,14,13,39,22,5,0,5,3,5,3,0,116,35,337,290,463,433,812,738,644,141,195,233,317,337,251,225,5445,212,1914,3076,3513,4109,6419,7158,6578,1475,1771,2024,2412,2668,1594,1462,46384
CED225,0,6,17,66,215,130,377,293,25,33,32,24,15,11,27,1275,4,0,30,166,108,522,707,937,116,147,115,82,111,72,69,3189,0,0,0,3,15,31,51,38,6,12,9,8,3,4,6,193,0,0,3,28,13,5,4,3,0,0,4,0,0,3,5,81,0,0,0,49,22,33,0,9,0,0,0,0,5,0,3,127,23,526,1416,2312,1179,876,1006,913,154,120,122,104,71,35,247,9100,0,8,20,62,45,58,128,74,28,21,13,14,18,9,9,520,0,0,0,7,64,62,44,37,7,8,5,9,5,4,10,257,0,0,0,4,14,18,57,65,10,3,9,14,12,7,3,208,3,128,305,1046,835,1433,1518,951,155,150,138,155,140,77,177,7220,57,1536,3065,5093,3903,5272,7194,6802,1083,1066,1036,838,842,534,1074,39393
CED226,0,5,13,28,62,54,295,351,57,75,49,64,88,38,30,1209,0,5,8,32,32,291,471,707,102,106,116,86,76,39,26,2096,0,0,0,4,48,79,187,690,95,79,86,109,146,90,42,1656,0,3,26,295,97,118,98,42,8,7,6,5,3,3,30,738,0,0,3,46,29,30,31,16,11,3,3,3,0,0,10,181,11,318,1140,1584,626,497,657,937,200,270,172,123,112,44,172,6868,0,3,9,37,35,44,129,132,33,32,42,24,26,24,22,578,0,0,4,13,446,561,280,243,52,60,45,45,44,32,80,1907,0,0,4,5,5,14,64,110,10,15,17,14,19,15,0,296,10,108,273,1031,1198,2335,4377,4534,744,680,767,762,735,456,570,18583,44,1452,3387,5017,4599,8357,18953,26644,4307,4705,4660,4376,4337,2621,2901,96373
CED227,0,0,4,14,17,12,83,47,13,11,3,11,14,4,0,243,0,0,7,5,3,6,19,40,5,34,17,7,4,6,6,162,0,0,0,0,7,17,26,83,11,21,10,11,4,9,5,204,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,104,41,56,57,31,12,0,0,0,4,0,6,317,24,285,520,677,178,128,129,83,17,27,30,26,31,19,123,2306,0,3,8,25,18,11,27,24,8,4,8,3,13,0,0,143,0,0,0,0,51,66,67,66,13,13,16,7,13,4,23,335,0,0,3,3,3,3,21,17,0,7,3,3,0,0,0,67,14,68,131,158,157,182,384,469,128,119,111,115,134,71,180,2419,70,985,1429,1425,830,874,1415,1852,394,460,496,408,486,362,738,12233
CED228,0,0,8,16,34,38,47,38,9,11,9,9,8,11,3,239,0,5,18,86,40,160,99,183,44,135,112,41,44,28,28,1020,0,0,0,3,34,63,93,107,11,18,18,24,27,17,19,428,0,0,31,526,91,119,52,18,11,10,0,11,9,0,43,914,0,0,0,125,57,73,38,17,8,10,8,3,6,0,12,358,6,221,468,560,255,210,268,194,74,54,48,66,36,31,102,2599,0,0,7,20,32,34,61,71,11,30,23,12,15,14,12,348,0,0,0,31,3638,4790,2080,1889,289,361,594,473,445,217,633,15453,0,0,0,0,6,7,12,14,0,3,5,6,3,0,0,57,7,373,520,1257,1055,1381,1807,1660,344,478,606,523,542,332,369,11246,65,3181,6170,6380,6967,9769,7804,8828,1689,2315,3015,2721,2631,1632,2516,65684
CED229,0,0,5,26,60,51,179,228,48,13,19,18,26,20,16,719,0,3,15,53,26,266,443,774,87,151,86,71,64,42,48,2132,0,0,0,0,16,69,95,76,14,20,22,24,25,11,23,387,0,10,51,330,108,162,110,46,17,6,6,9,8,5,32,885,0,0,5,177,119,212,191,106,11,11,9,4,8,0,32,883,17,417,1151,1724,727,590,683,663,155,148,96,48,66,27,171,6669,0,0,4,46,27,44,102,84,17,18,21,16,28,9,19,440,0,0,0,4,47,81,48,65,14,14,19,12,10,10,14,332,0,0,0,3,5,11,68,142,11,24,9,16,12,19,3,330,8,153,265,699,530,815,1013,1093,174,198,224,161,255,143,203,5937,41,1700,3281,4802,2886,4496,7288,9597,1597,1605,1536,1412,1416,929,1464,44049
CED230,0,0,11,36,77,52,109,120,20,28,12,10,6,3,14,498,0,3,14,44,32,79,114,269,26,49,17,24,42,8,25,747,0,0,0,3,7,16,36,38,11,19,12,5,14,3,9,170,0,0,0,12,3,4,0,0,4,0,0,0,0,0,0,25,0,0,0,19,6,5,7,0,0,0,0,0,0,0,0,35,47,847,1667,2170,890,528,465,488,61,87,62,44,28,6,257,7649,0,11,7,50,44,42,68,47,7,9,19,13,10,3,6,329,0,0,0,3,15,36,26,32,8,6,6,4,6,0,17,168,0,0,0,3,15,8,19,52,9,7,4,11,0,3,12,146,12,147,246,538,342,475,777,696,95,96,96,78,94,52,104,3850,88,2372,3310,3798,2355,2192,3019,3651,567,635,511,455,503,222,868,24533
CED231,0,0,18,19,72,108,206,110,31,30,15,42,33,32,19,733,0,3,9,47,52,141,94,121,24,37,43,54,68,87,24,797,0,0,0,6,42,83,193,303,73,97,136,191,329,244,198,1889,0,0,12,53,11,37,24,16,8,5,3,3,0,0,6,178,0,4,0,99,51,66,63,46,13,4,12,10,24,14,31,431,11,219,486,692,534,740,886,771,295,307,296,373,489,327,225,6654,0,0,14,61,96,177,240,240,84,80,98,142,195,155,85,1670,0,0,4,20,1287,1357,613,541,147,155,168,200,238,201,175,5098,0,0,3,0,16,14,36,18,0,9,4,3,3,10,3,122,13,140,246,555,729,1668,2629,2248,609,746,958,1374,1925,1358,894,16102,63,1116,2452,3128,4474,7649,10977,12354,3974,5228,6367,9136,12354,9198,4525,92999
CED232,3,4,37,55,257,484,594,229,34,41,53,32,45,29,32,1942,0,3,14,50,46,112,82,64,16,26,22,25,27,15,10,503,0,0,3,10,30,41,108,117,31,35,26,59,38,30,41,572,0,0,7,24,5,23,21,16,3,0,9,0,0,0,0,106,0,3,3,56,30,31,22,31,4,11,8,13,12,9,8,237,37,289,646,956,622,695,1097,1123,381,448,440,430,537,312,241,8254,0,10,26,106,131,198,280,284,94,74,116,164,164,84,73,1799,0,0,0,12,165,98,55,105,30,27,24,36,26,26,21,622,0,0,0,4,28,18,47,27,7,9,0,4,9,5,3,157,55,608,620,722,1097,1840,1542,1485,404,540,594,738,983,638,485,12351,251,2008,2939,3562,3949,5891,7877,8687,2489,2894,3235,3870,4590,2902,2057,57201
CED233,3,3,13,39,154,166,513,318,27,44,24,37,46,35,14,1434,0,12,49,107,67,235,132,92,14,16,16,16,13,3,17,784,0,0,0,0,20,26,46,47,9,13,11,11,14,10,5,205,0,17,55,101,31,19,14,4,0,0,0,0,3,0,13,259,0,0,11,67,27,27,29,3,0,0,3,0,0,0,3,175,46,393,698,905,456,377,510,370,54,72,43,31,38,15,94,4111,0,6,3,42,34,56,101,57,9,16,19,16,22,12,12,421,0,0,0,3,610,223,75,41,3,7,20,20,19,21,23,1063,0,0,3,4,16,11,52,29,0,4,3,5,7,3,0,132,14,386,430,589,573,927,808,411,67,119,102,107,121,61,152,4876,140,2900,4975,4592,4704,8035,8481,6565,1241,1518,1482,1567,1544,850,1525,50120
CED234,0,0,8,9,11,3,70,51,6,5,3,27,5,4,4,209,0,0,0,5,8,12,27,59,6,17,10,12,17,5,8,182,0,0,0,0,5,21,37,45,5,5,7,11,6,0,10,154,0,6,38,27,4,6,6,0,0,0,0,0,0,0,4,92,0,0,0,67,35,60,54,11,3,0,0,5,0,6,12,263,25,406,810,858,249,163,164,115,42,32,32,19,19,15,164,3116,0,4,4,27,17,21,45,22,9,4,14,5,11,7,4,202,0,0,0,0,8,6,12,8,3,5,7,5,0,0,10,56,0,0,0,0,4,0,9,20,4,0,8,3,5,5,0,58,9,95,149,187,90,159,540,672,104,131,257,171,189,92,128,2979,61,1382,1990,1743,912,1033,2102,2619,481,535,753,618,620,370,761,15996
CED235,0,0,3,12,23,34,115,86,12,15,28,14,17,0,9,363,0,3,14,51,96,501,620,594,108,165,139,88,83,68,39,2568,0,0,0,3,35,40,63,57,10,10,11,16,12,12,18,282,3,66,321,2135,532,772,438,187,37,18,27,42,37,13,161,4788,0,0,8,228,129,170,78,32,7,9,3,6,8,7,24,716,18,153,492,813,315,276,307,295,60,71,40,22,39,27,82,3009,0,0,3,21,18,27,54,41,8,7,10,13,27,4,0,232,0,0,0,5,746,1009,435,349,70,56,93,83,68,46,130,3080,0,0,0,0,3,3,33,64,4,18,17,16,11,11,0,187,3,124,306,1027,887,1381,1589,1300,239,303,337,354,314,204,259,8627,53,1990,5626,8238,4528,7503,9041,10363,1765,2011,2651,2103,1986,1181,2181,61224
CED236,0,0,0,10,14,13,65,77,6,12,4,12,12,0,7,241,0,0,3,8,3,13,14,48,6,12,9,8,8,9,14,154,0,0,0,0,4,5,14,23,5,6,7,9,13,3,5,110,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,19,25,411,931,945,323,189,194,182,40,26,24,24,26,3,186,3538,0,8,6,40,18,25,43,26,12,6,3,5,7,8,4,207,0,0,0,3,7,11,8,12,0,0,3,5,7,3,17,69,0,0,0,0,3,3,14,25,3,7,3,0,0,7,3,67,8,67,95,123,76,93,161,137,25,31,14,61,96,79,135,1207,47,945,1510,1530,906,794,1321,1245,221,266,230,273,349,262,713,10614
CED237,0,0,7,24,45,61,87,62,12,13,16,16,7,15,7,360,0,8,10,59,41,217,178,214,50,53,56,39,62,35,20,1050,0,0,0,9,19,43,97,83,16,32,26,27,45,23,31,444,0,0,20,70,14,22,9,3,0,7,0,0,0,0,10,157,0,0,0,537,276,390,260,85,26,17,27,16,27,8,61,1739,29,181,432,529,398,454,660,512,165,131,137,157,140,88,115,4124,0,3,14,42,74,80,133,128,50,50,33,40,61,31,25,787,0,0,3,14,345,308,158,161,20,30,50,39,39,31,34,1236,0,0,0,3,18,11,29,16,3,3,5,0,0,0,0,89,4,249,313,745,625,924,1177,1928,275,434,630,795,837,549,294,9786,103,3067,6678,6320,4064,5328,6638,7998,1759,2207,2737,2860,3025,1968,2070,56817
CED294,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
CED301,0,0,10,30,45,32,158,186,28,20,11,13,11,3,8,551,0,3,0,0,0,14,22,50,15,22,4,0,5,0,6,153,0,0,0,3,16,33,45,42,11,0,4,8,7,6,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,4,6,0,0,3,0,0,0,0,3,19,16,356,856,1725,606,468,452,379,59,64,34,42,21,14,192,5292,0,3,10,39,26,45,78,72,10,15,7,14,9,3,13,347,0,0,0,10,78,86,32,53,10,15,8,4,6,3,16,316,0,0,0,3,17,14,40,74,4,3,3,0,8,0,3,180,7,40,131,321,306,472,875,798,146,244,149,168,163,81,154,4061,39,776,1475,2837,2290,2561,3842,4021,873,1027,710,710,607,336,935,23044
CED302,0,3,10,35,112,92,537,712,76,107,60,40,60,30,18,1893,0,0,10,27,51,124,172,258,39,26,34,31,17,27,21,842,0,0,0,4,17,45,67,76,11,10,20,19,27,11,16,317,0,0,4,14,7,9,6,0,0,0,0,0,0,0,0,54,0,0,0,18,8,3,9,14,3,0,0,0,0,0,3,60,22,397,825,1272,645,645,996,968,189,164,136,103,116,42,195,6717,0,3,6,57,70,56,131,89,30,22,27,20,22,17,16,564,0,0,4,27,318,182,68,73,17,22,28,19,12,6,17,801,0,0,3,7,40,21,86,72,6,4,3,3,7,3,3,260,11,118,220,720,552,1078,1297,1015,229,200,229,201,192,154,219,6439,70,1116,1865,3219,3701,5464,7895,8305,1668,1609,1604,1295,1405,817,1256,41274
