CED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
CED514,14,32,186,679,340,305,116,58,32,1759,0,0,3,25,24,9,13,10,8,94,3,7,34,100,31,34,17,3,0,226,58,305,576,2053,454,322,214,126,68,4174,265,451,441,1569,515,535,489,419,284,4968,4620,7873,8424,24174,9051,8220,6650,4375,1998,75389,4,25,146,273,59,34,10,0,0,545,8416,12080,10450,21723,9079,7580,5448,3330,1296,79407,3,0,6,66,10,13,4,3,0,98,0,0,42,203,132,123,40,19,3,560,3,3,8,39,19,14,11,4,3,97,3,15,29,159,67,37,29,14,4,354,3,7,9,58,20,18,17,4,0,136,31,67,219,1012,325,232,81,57,27,2052,0,3,15,86,77,98,138,120,31,565,7,35,11,45,19,27,47,25,10,222,35,217,331,1840,1379,1176,1143,711,250,7072,0,3,3,24,10,17,3,0,0,54,0,9,6,136,29,27,6,9,3,233,0,16,49,188,80,53,183,65,22,652
CED515,9,18,96,298,80,69,30,13,3,613,0,0,8,32,26,20,24,16,7,132,3,20,68,161,45,33,17,0,0,351,79,260,492,1824,352,263,160,96,71,3600,310,443,851,2282,691,659,551,444,421,6657,4768,7363,11437,27618,9162,8488,5860,3830,2519,81047,6,30,192,367,62,21,8,3,3,685,8250,11075,13152,22649,8915,8346,5303,3001,1748,82434,16,57,55,341,26,8,3,0,0,508,0,0,6,48,19,24,8,4,0,101,5,13,15,50,19,19,8,5,3,140,7,13,22,181,47,34,25,7,9,350,0,4,8,57,35,27,31,8,0,177,28,118,1382,2311,524,286,99,53,28,4843,0,0,4,26,28,39,42,38,24,198,11,24,3,86,16,20,21,7,6,193,38,199,344,1801,1708,1499,1347,878,438,8253,0,0,3,52,13,12,9,0,0,95,3,3,28,181,29,23,14,9,0,291,3,11,35,167,78,58,142,66,37,605
CED516,0,9,21,116,63,48,19,7,3,288,0,3,7,34,36,25,35,22,19,178,0,8,33,87,71,59,30,9,0,298,18,184,224,705,354,302,215,114,76,2194,107,227,270,661,360,354,323,340,305,2942,3247,8394,9078,16584,9955,9288,6626,4153,2585,69914,0,0,8,47,8,0,3,0,0,69,5971,12880,12538,15768,8852,8956,6032,3541,2115,76660,10,39,26,130,51,12,11,3,0,275,0,0,9,24,15,15,3,3,6,67,0,0,5,12,0,0,3,0,0,19,10,46,33,125,59,42,32,3,7,352,0,11,10,32,24,24,15,8,4,124,48,289,541,1715,606,367,178,97,51,3895,0,0,0,18,30,60,53,35,13,199,0,20,10,26,11,23,34,19,12,161,47,552,538,1431,1972,1741,1648,1007,481,9421,0,3,0,16,18,15,10,3,0,65,3,15,22,92,25,11,11,11,5,200,8,19,30,131,84,71,150,61,38,585
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,13,36,7,5,0,0,0,62,20,21,52,133,45,74,47,3,3,406,79,120,315,840,325,442,254,37,11,2415,0,0,0,0,0,0,0,0,0,0,115,187,347,1275,609,571,352,53,10,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,3,0,0,0,26,0,0,0,3,0,0,0,0,0,4,3,3,15,13,3,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,35,95,72,88,68,12,3,378,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,29,0,0,13,14,3,3,12,0,0,50
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,3,11,8,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,122,42,20,3,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
CED601,0,3,6,29,4,0,0,0,0,54,0,0,4,5,0,7,16,8,6,46,0,3,0,8,6,3,6,0,0,23,12,50,83,299,122,92,80,30,24,795,170,289,413,873,525,574,567,349,200,3962,2827,6055,6505,12255,7081,6914,5575,3239,1662,52099,0,3,35,85,16,6,0,0,0,146,5282,10944,11441,19052,10990,10418,7687,4044,1761,81632,0,3,3,22,3,0,0,0,0,31,0,0,4,3,0,3,0,3,0,14,0,0,0,3,0,0,0,0,0,8,0,8,9,68,26,24,16,0,0,148,0,0,0,4,5,3,4,0,0,15,5,24,120,194,51,30,10,6,0,438,0,0,0,0,0,11,3,12,0,32,6,12,4,7,0,8,3,0,0,43,5,67,74,269,514,654,906,534,203,3225,0,0,4,19,9,10,0,0,0,41,0,0,3,12,4,4,8,5,4,44,0,7,3,43,26,61,98,76,27,340
CED602,0,3,3,14,3,0,0,0,0,29,0,3,4,3,4,9,9,16,3,46,0,0,3,8,7,4,7,0,0,29,3,12,13,77,46,58,43,30,13,298,115,261,299,732,508,634,567,397,172,3678,2730,5830,5484,10867,7044,7154,5890,3362,1440,49808,0,0,0,0,0,0,0,0,0,0,5163,11162,10244,17988,11255,11187,8411,4424,1693,81525,0,0,0,0,3,3,0,0,0,9,0,0,0,5,3,0,0,0,0,15,0,0,0,3,3,0,0,0,0,3,3,6,9,25,17,19,8,7,0,94,0,0,0,3,6,3,3,0,0,17,6,13,5,52,23,12,5,0,0,121,0,0,0,0,4,4,9,16,0,30,0,0,0,9,0,5,6,3,0,22,3,43,44,187,436,617,904,592,184,3011,0,3,3,17,18,4,3,3,0,47,0,0,0,7,0,4,11,0,0,25,0,3,6,18,22,44,94,50,18,256
CED603,0,9,14,60,7,16,3,0,0,111,0,3,0,7,9,15,11,7,0,49,0,3,4,4,8,9,0,0,0,28,18,99,145,476,137,134,98,69,49,1223,125,239,396,875,464,500,414,314,197,3530,2612,5560,6972,13873,6932,6859,5120,3075,1747,52758,0,10,36,66,20,7,3,0,0,142,4905,9985,10752,19509,10239,9867,6670,3548,1745,77206,0,0,6,45,0,0,0,0,0,54,0,0,4,19,15,11,11,5,0,69,0,0,0,9,3,0,0,0,0,11,3,9,18,90,29,34,25,8,0,217,0,9,3,31,23,16,4,4,0,80,12,50,638,1049,92,74,34,23,10,1989,0,3,6,13,4,21,31,32,12,119,3,6,3,13,7,4,3,5,3,44,18,82,110,433,682,740,810,469,202,3549,0,4,3,23,22,20,5,11,3,92,3,8,8,64,24,21,18,3,3,150,6,9,21,91,69,68,147,68,56,538
CED604,3,3,0,17,3,7,0,0,0,34,0,0,0,5,3,17,15,7,3,61,0,3,0,14,10,7,0,3,0,35,3,34,34,173,94,105,71,46,24,581,117,239,232,632,440,523,453,313,140,3083,3078,6366,5382,12704,7481,7764,6062,3297,1491,53619,0,0,0,3,3,0,0,0,0,10,5888,12161,10141,20407,11322,11503,8211,4049,1673,85357,0,3,0,14,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,13,0,0,0,3,0,0,0,0,0,5,4,8,7,76,48,39,33,10,4,233,0,3,6,21,12,4,8,5,0,58,5,18,50,222,32,33,16,11,3,386,0,0,0,3,5,9,12,15,0,44,0,3,0,3,3,3,0,3,0,14,18,128,97,475,852,1017,1251,743,247,4828,0,0,0,15,6,9,3,5,0,33,0,3,3,18,9,17,11,9,0,77,3,9,19,68,71,92,156,96,53,561
CED605,0,0,0,10,0,0,0,0,0,12,0,0,0,3,10,10,23,9,0,67,0,0,0,8,8,6,0,3,0,23,5,12,8,76,57,76,64,28,15,331,159,357,388,955,700,851,706,396,144,4660,2670,6225,5277,11093,7548,8342,6609,2947,1072,51790,0,0,0,0,0,0,0,0,0,0,5230,11920,9869,18200,12012,12904,9708,3941,1271,85059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,6,3,31,20,32,21,4,0,125,0,0,0,3,3,4,3,3,0,13,4,6,0,41,11,13,9,4,0,87,0,0,0,0,3,0,3,5,0,17,0,0,0,0,0,3,8,0,0,13,0,39,44,239,630,1011,1330,667,163,4125,0,0,0,11,11,8,3,0,0,33,0,0,3,11,14,11,5,3,0,44,0,7,6,38,48,72,134,78,20,404
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,5,4,9,12,9,4,0,0,38,20,22,62,123,59,56,38,5,0,393,0,0,0,0,0,0,0,0,0,0,41,32,119,236,99,73,58,11,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,14,10,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,7,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,0,10,11,86,41,14,3,7,0,173,0,0,0,10,3,7,4,5,0,29,0,12,18,79,33,16,0,0,0,152,3,21,39,210,96,77,39,18,3,504,319,630,655,1861,976,778,359,119,39,5732,4282,8350,7505,17276,7827,5719,2492,813,229,54495,0,0,3,6,0,0,0,0,0,13,7918,15309,13625,26235,11421,8061,3537,1041,245,87400,0,0,0,28,0,0,0,0,0,35,0,0,0,5,0,0,0,0,0,8,0,3,4,33,25,26,5,0,0,95,0,0,11,53,23,28,14,5,0,127,0,0,0,9,6,3,0,0,0,25,0,10,20,90,37,13,3,3,0,177,0,0,0,0,3,0,7,4,0,12,0,0,0,7,4,3,3,0,0,11,5,57,88,409,548,463,325,93,18,2008,0,20,16,84,43,17,10,5,0,208,0,0,15,54,19,15,18,3,0,129,5,0,21,105,52,61,64,22,5,346
CED702,7,20,33,178,52,36,15,8,0,353,0,3,5,22,11,7,12,0,0,59,0,16,25,108,13,19,4,0,0,187,30,137,154,738,330,223,146,74,22,1855,398,610,700,2199,737,627,308,124,42,5747,4374,7100,6881,20406,7202,5417,2811,1081,321,55594,0,0,19,31,3,3,0,0,0,55,7463,10856,9931,22492,8506,6389,3037,929,271,69876,3,27,73,219,27,15,4,3,0,371,0,0,0,10,9,8,8,0,0,27,3,8,9,56,17,18,10,0,0,126,3,14,13,107,29,32,24,5,0,225,0,0,3,16,8,3,3,0,0,33,11,81,143,496,161,50,54,22,10,1031,0,0,3,3,3,6,8,6,0,28,3,12,3,15,7,4,5,0,0,41,35,189,247,998,744,608,459,171,54,3503,3,12,28,109,38,27,7,0,3,217,3,16,29,124,35,13,20,7,0,246,5,12,35,200,71,75,105,54,9,559
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,3,0,0,0,24,6,17,38,138,61,42,17,5,0,317,34,76,102,418,203,212,105,10,0,1157,0,0,0,0,0,0,0,0,0,0,62,92,94,406,270,278,163,15,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,11,24,22,4,0,120,0,0,3,0,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,14,0,0,6,8,3,3,3,0,0,28
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,4,16,33,224,120,121,42,16,8,571,3,3,5,14,15,20,26,14,7,114,0,13,15,62,23,21,6,3,0,139,31,170,244,986,564,486,359,244,123,3211,229,388,631,1666,746,707,593,475,459,5898,5610,10903,13503,28062,13942,11987,8647,4597,2369,99615,0,4,20,52,12,14,9,0,0,116,10496,19132,21088,36919,18116,15066,9820,4346,1883,136871,7,17,33,214,63,43,16,0,0,395,0,0,3,38,20,27,22,23,8,144,0,5,19,47,23,13,7,5,0,123,4,49,51,179,133,93,54,17,5,589,0,3,3,72,49,47,46,18,3,241,20,89,1442,1128,325,246,138,68,29,3496,0,0,5,37,80,88,154,148,21,538,0,20,11,54,29,32,27,10,9,184,30,358,363,994,1437,1468,1292,788,340,7081,4,21,40,155,68,56,24,14,5,388,5,52,45,152,72,33,26,15,13,417,13,16,50,171,135,128,396,179,88,1179
CED802,3,41,104,570,257,210,63,39,9,1299,0,3,8,21,7,13,14,14,6,93,0,19,40,80,31,13,3,0,0,186,37,205,372,1606,473,394,306,187,99,3680,297,416,773,1741,601,565,416,264,203,5271,7338,12278,14225,35253,12182,9755,7004,3386,1495,102909,0,10,67,160,61,38,14,3,3,351,14025,21344,19550,41354,14888,11142,7545,3118,1218,134184,9,56,81,647,101,69,15,4,0,976,0,4,3,75,59,45,27,20,0,241,0,7,35,121,45,30,25,3,0,262,12,37,50,240,125,57,42,9,0,569,4,10,17,183,92,90,83,27,8,517,53,148,2740,3217,705,603,232,109,44,7850,4,6,10,84,83,163,216,170,25,760,9,31,17,105,28,30,23,12,0,260,43,299,311,1158,1111,997,1015,571,213,5724,7,26,43,246,117,76,41,16,0,563,3,9,34,117,48,22,9,9,4,253,4,33,68,216,137,119,335,100,60,1054
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,5,8,3,7,0,0,0,23,6,12,59,79,26,34,9,4,3,228,0,0,0,0,0,0,0,0,0,0,10,17,74,142,44,45,17,3,3,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,10,8,4,4,6,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
