CED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,14,3,0,9,12,7,19,16,7,0,87,0,0,0,0,0,0,0,0,0,0,3,4,9,13,10,16,14,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,6,33,192,558,288,234,82,31,14,1437,0,0,3,21,15,17,22,6,8,93,0,5,17,32,8,9,0,0,0,76,36,158,405,1041,320,195,196,166,161,2678,202,287,666,1416,611,585,516,341,200,4824,4055,7781,12265,24583,10111,9584,7062,4150,2775,82378,13,113,520,837,218,112,33,3,3,1852,7337,12392,14398,27414,13243,12059,7639,3456,2189,100129,17,68,47,319,28,9,3,0,0,491,0,0,7,64,38,48,26,12,4,199,3,3,23,114,80,73,33,12,6,350,12,21,45,173,40,44,17,3,3,358,7,4,7,45,12,6,14,0,0,97,41,190,3139,2998,349,252,121,47,25,7171,0,0,3,48,39,56,68,76,31,325,5,10,9,46,14,11,27,21,10,153,38,209,276,939,1253,1377,1129,589,302,6114,0,6,3,53,25,22,15,8,0,132,3,15,36,105,31,25,33,15,3,265,0,7,34,149,77,83,300,87,91,836
CED402,0,11,9,77,13,4,7,0,0,128,0,3,3,9,13,20,15,8,0,63,0,3,11,26,6,8,3,0,0,57,15,57,53,162,67,69,71,81,26,596,203,420,436,1157,847,858,786,463,316,5488,4115,8878,7853,16278,10362,10447,8643,4939,2534,74031,0,12,79,231,91,29,3,0,0,455,7746,16870,14414,26719,16848,16873,13213,6723,2980,122395,0,10,0,30,3,0,0,0,0,44,0,0,0,3,4,4,3,5,0,16,4,0,4,22,13,0,3,0,0,50,0,3,10,27,13,16,10,0,0,84,0,0,0,0,0,0,0,0,0,3,7,31,60,278,78,31,7,0,0,495,0,0,0,0,9,20,33,41,10,113,0,0,0,13,0,4,0,5,0,24,8,68,73,336,832,1020,1106,633,189,4259,0,6,4,17,19,9,3,3,0,60,0,0,5,20,11,7,10,7,0,66,0,3,11,56,59,98,244,131,77,685
CED403,3,20,14,124,40,36,13,6,0,267,0,11,17,22,39,25,19,7,17,158,0,0,6,27,21,10,8,0,0,79,56,160,217,680,262,186,164,119,100,1937,106,247,301,692,424,446,455,343,249,3268,3626,8227,9357,18299,10308,9962,7940,4696,3181,75585,7,17,24,53,11,3,4,0,0,124,7105,13933,14646,24218,13211,13215,9799,5002,3107,104244,5,24,11,115,17,9,0,3,0,183,0,0,6,34,29,42,11,12,3,128,3,5,0,50,25,24,9,3,0,119,8,15,21,126,55,63,33,13,7,334,0,4,7,22,6,9,0,3,0,63,22,136,628,1387,221,198,97,25,7,2721,0,0,0,8,18,33,43,53,13,166,5,3,0,23,8,24,26,18,13,121,45,581,730,1344,2222,1779,1676,1032,528,9936,0,0,7,34,14,18,9,4,0,96,0,11,15,47,47,23,12,12,3,171,0,17,18,108,99,136,288,180,139,993
CED404,4,4,0,24,15,0,0,0,0,47,0,0,3,7,16,19,11,7,7,69,0,7,5,30,8,13,0,0,0,67,8,28,9,115,64,75,74,51,15,446,236,524,525,1190,847,913,799,508,361,5906,4073,8525,7128,15641,9747,10209,8387,4622,2241,70571,0,0,0,3,0,0,0,0,0,11,7783,15993,13527,26876,15927,16217,12538,6162,2510,117537,0,15,3,40,6,0,0,0,0,65,0,0,0,6,10,3,3,9,0,24,0,0,0,0,3,0,0,0,0,5,0,3,3,32,10,12,14,3,3,88,0,0,0,7,10,0,7,3,0,26,3,7,8,47,12,12,7,0,0,100,0,0,0,6,18,24,66,53,9,179,0,0,0,3,3,0,3,0,0,12,3,47,69,254,1020,1457,1303,825,237,5219,0,0,7,34,8,14,0,0,0,65,0,3,7,13,16,8,22,7,3,79,0,0,0,25,67,127,224,134,55,624
CED405,0,9,35,154,105,94,28,17,9,443,0,4,10,36,20,25,19,19,7,136,0,0,3,13,15,3,0,0,0,33,52,159,295,942,301,228,243,195,118,2541,156,228,377,1046,508,587,465,433,374,4176,3762,6921,9291,20725,9978,9851,8087,5660,3696,77977,0,16,83,98,24,13,9,0,0,258,7004,11857,13998,25853,13907,12705,9061,5284,3458,103134,11,47,19,177,16,3,0,0,0,277,0,0,23,112,97,88,44,29,3,381,0,3,10,69,71,51,26,8,5,249,10,18,18,119,43,34,19,0,3,272,0,4,3,20,6,12,8,3,0,61,24,90,932,1501,290,187,108,61,23,3210,0,0,11,60,54,80,88,107,33,429,12,29,15,107,21,47,68,29,21,344,39,261,357,1117,1308,1243,1078,736,415,6545,0,10,11,29,16,21,10,4,0,105,6,15,15,54,29,13,21,12,5,168,4,13,34,108,78,101,344,138,71,893
CED406,0,10,8,50,16,10,5,0,0,102,0,20,16,48,41,45,33,22,16,237,0,9,11,37,13,8,3,3,0,84,8,53,82,289,191,188,167,107,44,1128,210,373,417,1044,546,601,565,372,287,4411,4714,8966,8925,19826,10086,9895,7723,3661,1814,75606,0,0,3,3,3,0,0,0,0,4,9026,16134,14982,30002,12306,11802,8336,3014,1329,106925,0,0,3,10,3,0,3,0,0,19,0,0,3,19,16,17,4,3,0,74,0,0,0,13,3,3,0,0,0,22,7,7,4,67,39,19,20,8,3,175,0,3,4,15,12,7,18,10,3,73,13,31,96,327,98,68,35,14,3,678,0,0,3,27,41,39,38,25,7,178,0,11,22,48,28,32,30,23,5,185,58,806,1029,2185,3423,2894,2672,1747,650,15463,0,0,9,65,31,24,14,4,0,145,0,3,0,21,17,29,18,9,5,107,0,9,19,110,112,174,354,187,98,1061
CED407,3,6,50,306,169,179,35,29,4,783,0,4,12,16,22,41,33,35,7,166,0,7,13,26,13,14,0,0,0,75,15,120,222,637,272,276,200,153,63,1953,149,253,322,847,445,451,455,298,192,3399,4370,8636,8975,20243,10230,9413,7835,4085,1865,75662,3,69,350,444,115,51,16,3,0,1052,8415,15422,14946,27864,12855,10336,8075,3160,1274,102347,13,41,9,210,14,11,3,0,0,300,0,0,15,110,53,58,23,9,0,274,0,4,10,92,52,45,13,6,0,226,0,13,21,48,19,18,13,8,5,151,0,0,3,31,24,12,11,14,0,97,19,73,367,1037,190,158,96,12,8,1957,0,0,9,57,60,63,86,77,12,365,8,24,3,54,5,14,24,18,0,142,12,214,406,1016,2638,2779,2519,1960,656,12198,0,0,13,65,23,27,10,4,0,153,0,0,7,12,23,9,9,3,3,64,0,18,15,68,80,165,417,195,116,1082
CED408,0,4,9,28,11,5,0,0,0,68,0,5,6,23,31,40,39,22,3,165,0,0,3,5,18,13,0,3,0,48,3,21,36,194,127,131,130,76,47,778,157,372,344,887,607,772,684,369,189,4381,3530,8565,7226,14683,10341,10944,9651,4520,2144,71592,0,0,0,0,0,0,0,0,0,0,6729,15844,13201,23000,14632,14970,12455,5261,2289,108372,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,13,9,71,48,48,39,3,7,240,0,3,0,3,3,8,0,0,0,14,0,18,28,107,29,25,22,0,0,228,0,0,0,5,6,18,14,19,7,65,0,0,0,3,3,3,7,12,0,25,30,333,443,1061,2379,2589,2828,1745,551,11944,0,3,3,16,7,7,3,7,0,41,3,4,9,31,34,27,17,5,0,123,4,7,24,118,143,201,375,184,103,1149
CED409,17,84,299,1403,779,658,263,131,46,3687,0,3,7,11,17,26,16,16,7,102,0,8,9,29,10,4,0,0,0,60,39,286,419,1248,529,329,278,229,145,3500,234,431,520,1228,723,682,492,368,230,4906,5063,9643,10566,23356,11706,10216,6639,4340,2318,83849,19,159,419,585,146,45,7,3,0,1383,9549,16088,15982,28483,14182,11524,6484,3043,1564,106901,3,23,15,137,13,5,0,0,0,197,0,4,40,277,128,127,50,42,4,677,11,63,110,661,322,261,151,56,12,1653,0,8,16,70,24,27,17,4,0,162,0,0,8,53,31,47,19,8,0,173,8,49,220,529,188,164,108,96,20,1371,0,0,25,146,101,141,120,112,32,677,0,33,3,34,6,18,19,7,7,137,15,162,191,712,1496,1656,1171,777,309,6482,0,7,25,97,48,16,20,0,0,216,0,0,8,29,23,20,15,8,3,107,0,10,24,75,85,136,359,123,87,905
CED410,0,21,39,191,83,83,27,14,10,458,0,0,3,7,19,14,15,15,5,80,3,9,5,37,16,7,3,5,0,84,26,154,251,760,299,242,240,241,154,2374,125,235,274,758,428,404,472,384,276,3355,3877,7939,9154,19474,10221,9225,8397,5818,3603,77712,0,10,48,110,28,18,7,0,0,227,7184,13083,13084,21885,13006,10593,8053,4896,2886,94674,5,40,22,147,30,10,6,0,0,261,0,0,8,47,29,16,12,8,0,125,3,3,11,55,32,27,15,3,3,141,4,23,22,73,49,40,10,8,4,229,0,7,3,30,9,7,12,4,0,71,88,336,1533,2972,678,441,231,96,44,6421,0,3,4,32,39,43,45,56,11,222,4,45,22,63,20,30,47,26,8,266,23,287,266,729,1197,1188,1218,858,445,6221,0,3,5,34,23,18,17,5,0,102,0,11,11,48,38,16,13,14,4,145,0,16,33,73,104,124,373,201,153,1084
CED411,0,8,25,190,90,79,20,7,0,415,0,3,3,9,32,34,27,34,13,151,0,15,20,37,18,16,0,0,0,111,28,285,344,892,286,202,147,87,60,2328,346,574,722,1416,848,754,605,471,206,5936,5936,11262,11019,21651,11503,9852,7074,4294,1961,84558,6,111,294,393,101,28,4,6,0,946,11314,20190,18767,33120,15579,12223,7730,3631,1451,124000,11,19,3,87,0,0,0,0,0,122,0,0,3,13,15,22,3,3,0,60,3,11,32,151,74,61,28,7,6,363,5,14,8,31,31,18,8,5,3,122,0,0,0,29,12,18,12,4,0,77,0,7,24,86,64,30,11,0,0,232,0,0,4,15,22,20,38,29,5,134,0,7,0,14,0,7,6,0,0,51,14,139,226,869,2757,3418,2590,2046,819,12875,0,8,10,32,24,13,3,0,0,86,0,0,0,8,25,22,6,7,0,61,0,3,13,43,103,153,250,116,93,786
CED494,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,3,0,0,0,23,3,10,11,35,39,19,14,0,0,143,43,68,181,351,192,164,97,21,7,1129,0,0,0,3,0,0,0,0,0,7,76,94,274,637,319,254,174,36,10,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,39,26,40,14,3,8,142,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,4,4,0,4,3,0,0,21
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,12,20,97,17,15,9,0,0,162,3,22,16,62,77,59,54,36,15,328,0,26,71,188,63,28,8,3,0,391,10,130,201,767,306,190,140,76,24,1853,372,657,782,1771,784,601,491,347,133,5944,6269,11608,10669,24615,10877,7963,5634,3165,1232,82028,0,4,7,14,3,0,0,0,0,34,11464,17972,15005,28249,10094,7589,4826,2222,895,98331,3,3,0,80,6,4,0,0,0,87,0,0,11,58,30,34,11,3,0,148,4,0,6,13,4,0,0,0,0,23,5,19,30,134,48,42,22,6,4,306,0,3,0,57,21,20,16,3,0,116,4,25,44,232,84,36,24,4,8,459,0,5,5,67,36,55,51,33,9,261,0,4,0,18,0,8,13,6,0,47,124,1244,1500,3878,4628,3156,2722,1896,553,19704,0,16,19,73,26,19,0,0,0,153,0,0,7,52,25,11,20,3,3,118,0,21,27,152,117,97,153,72,27,669
CED502,3,9,25,161,53,29,10,3,3,301,0,7,3,30,43,40,33,22,8,173,3,46,75,213,68,45,7,4,0,459,49,253,389,1100,375,256,130,57,28,2642,331,444,538,1369,596,566,400,308,195,4752,6594,11324,10935,26315,10661,8740,5687,2890,1112,84254,5,46,271,516,98,48,22,9,0,1012,12089,17063,14310,24356,8857,7277,4584,1833,640,91005,5,34,24,237,46,19,7,0,0,361,0,4,8,35,9,9,5,4,0,76,0,4,4,64,19,31,8,3,0,140,0,34,30,58,36,30,6,10,0,209,0,0,4,46,27,35,22,4,0,146,49,290,462,1993,596,266,106,45,29,3841,0,0,0,28,14,16,24,17,8,112,4,39,29,58,23,14,22,10,3,202,36,345,510,1894,2775,2564,2132,1351,421,12024,0,9,10,43,21,9,3,0,0,97,0,5,11,38,40,8,10,11,0,124,0,13,18,98,77,81,147,78,16,520
CED503,3,4,4,40,11,3,0,0,0,67,0,19,21,57,52,47,36,28,7,268,0,13,38,133,56,42,18,11,0,306,14,84,77,361,215,155,133,59,42,1131,239,504,465,1127,687,732,681,503,223,5169,4416,9282,8384,17742,9988,9553,8197,4612,1717,73891,0,0,11,26,0,0,0,0,0,47,8362,15566,13162,23013,11205,11060,9065,4706,1644,97788,0,11,0,19,7,3,0,0,0,41,0,0,0,9,0,3,3,0,0,20,5,4,0,17,5,0,0,0,0,24,7,20,36,78,48,50,24,15,3,287,0,0,3,15,8,10,4,7,0,45,6,12,23,121,62,16,12,3,0,260,0,4,0,10,17,14,24,24,3,95,0,5,0,15,6,6,14,4,0,51,47,632,863,2262,3352,2793,3124,1973,535,15572,0,8,3,22,8,6,5,0,0,52,3,9,10,40,16,8,14,8,3,114,0,3,20,71,84,95,203,81,29,587
CED504,16,60,218,1136,516,416,137,77,16,2579,0,9,9,44,41,23,21,13,6,182,3,29,43,159,72,51,20,3,0,378,16,211,453,1234,512,333,189,86,42,3078,201,378,449,1006,540,441,363,205,103,3697,5192,10184,9565,21566,10217,8064,5448,2779,1177,74189,11,66,234,495,115,48,20,12,0,1004,9772,16441,13300,21712,8768,6866,4234,1950,731,83779,3,0,9,66,10,21,8,3,0,127,0,0,35,194,122,89,39,12,0,493,3,4,19,117,72,68,18,3,9,313,3,17,23,81,23,27,7,10,5,186,0,0,9,14,12,26,12,3,0,75,11,54,125,586,188,122,60,13,16,1176,0,0,18,112,82,99,72,59,13,448,3,63,25,74,20,29,22,9,5,255,60,580,829,2485,2446,1839,1727,966,344,11274,0,0,7,19,18,10,7,3,0,58,0,8,3,46,27,12,16,9,0,131,0,17,40,112,79,58,167,42,14,528
CED505,0,17,28,120,43,39,9,5,0,269,0,6,12,35,35,32,18,11,7,148,0,7,32,123,71,59,23,10,4,334,42,240,299,1467,393,309,160,101,62,3081,173,297,467,1465,551,554,465,398,296,4661,3541,8454,9346,20650,9948,8374,6475,4265,2507,73563,0,0,8,18,4,3,0,0,0,39,6392,13618,12754,20328,10557,9198,6852,4407,2225,86329,4,14,9,95,12,5,3,0,0,143,0,0,0,37,15,18,15,3,3,94,0,3,3,7,6,3,0,0,0,26,13,76,68,284,140,100,37,16,9,743,0,10,15,58,13,16,11,3,0,124,32,166,849,1064,300,148,116,59,24,2758,0,3,3,29,24,45,25,35,16,184,0,10,3,25,13,23,17,19,11,120,102,708,756,2484,2154,1609,1491,737,385,10425,0,0,3,21,11,13,8,5,0,63,16,74,52,295,86,28,21,4,0,593,4,37,61,251,125,81,150,70,31,802
CED506,0,8,7,91,28,20,3,0,0,167,0,3,3,28,21,12,12,3,0,84,0,25,29,123,41,34,4,0,0,257,7,46,59,412,165,112,69,27,16,913,573,1018,962,3177,1498,1128,661,323,131,9475,6397,11859,9141,26052,11641,9389,5233,2440,908,83060,0,0,0,7,0,0,0,0,0,10,11724,20731,15305,38448,16897,14142,7690,3311,1124,129381,0,14,9,38,19,3,0,0,0,85,0,0,4,15,8,9,0,3,0,44,0,4,7,51,18,9,0,0,0,85,0,6,17,122,44,31,13,4,5,244,0,0,0,20,10,4,0,0,0,37,8,9,118,234,81,22,4,0,4,482,0,0,0,18,19,33,25,20,0,118,0,5,0,27,3,5,8,0,0,55,14,152,222,1559,1559,1199,937,425,116,6187,0,15,17,61,25,23,13,3,0,153,6,4,46,152,22,23,16,0,0,272,0,12,55,221,110,73,119,50,9,658
CED507,3,8,12,51,9,9,7,0,0,104,0,4,0,20,33,30,17,15,8,131,0,18,47,116,50,60,19,9,0,324,13,61,45,344,186,138,90,50,24,954,277,576,522,1387,811,828,657,456,209,5722,4603,10208,7720,19109,10487,9922,7312,3836,1692,74891,0,3,26,39,13,4,0,0,0,84,8749,17833,12905,25969,13696,13007,9173,4349,1644,107330,4,8,3,32,3,4,0,0,0,52,0,0,0,9,0,0,3,0,0,10,0,0,0,0,4,5,0,0,0,9,0,12,15,117,44,35,12,3,7,251,0,0,0,11,7,3,5,0,0,29,3,23,19,157,39,17,4,0,0,257,0,0,0,3,4,12,11,11,3,41,0,0,0,7,0,5,3,0,0,27,30,374,349,1551,2058,1875,2049,1069,396,9742,0,0,0,17,9,6,0,5,0,39,0,6,23,95,23,18,20,8,3,201,3,14,21,148,70,90,216,49,26,639
CED508,0,10,16,83,37,18,6,0,3,175,3,6,9,50,37,27,24,14,3,168,0,14,33,123,47,45,10,4,3,279,25,136,209,1179,491,478,313,161,61,3052,249,402,506,1592,707,619,480,371,286,5221,4963,8747,8814,23399,10455,8641,5806,3393,1663,75880,0,0,11,19,0,0,0,0,0,37,9002,14296,12790,25390,11004,8681,5071,2596,1027,89852,0,11,4,87,11,5,9,0,0,127,0,0,18,135,73,94,44,19,8,388,0,0,0,12,0,0,0,0,0,19,3,22,31,206,84,55,21,11,3,427,0,7,6,62,42,37,15,16,3,187,15,126,292,877,221,128,43,22,3,1734,0,3,31,187,145,251,273,269,70,1231,0,7,0,21,9,21,26,27,14,123,61,484,564,2889,2385,1888,1489,787,266,10816,0,3,0,26,12,15,4,3,0,63,3,14,23,260,73,32,22,13,4,432,6,27,37,267,114,85,146,37,36,762
CED509,0,5,14,97,28,25,10,0,0,191,0,5,4,25,32,38,41,8,3,154,0,21,39,130,70,55,19,7,0,338,23,105,173,622,292,224,187,89,44,1750,196,370,500,1134,619,543,518,322,209,4413,4288,8756,8652,18956,10001,8623,6597,3449,1424,70743,9,49,255,424,89,35,5,3,0,870,8090,14827,13674,23060,11232,9461,6380,2719,908,90338,6,38,26,169,24,16,11,0,0,281,0,0,5,59,30,11,5,3,0,111,3,0,5,61,21,24,8,3,0,119,3,8,20,67,42,47,20,8,7,221,0,11,6,27,21,10,10,0,0,82,8,59,94,523,167,84,40,6,0,980,0,0,8,37,30,59,81,62,20,295,0,16,4,26,11,10,24,10,3,95,28,305,427,1556,2652,2354,2393,1474,458,11642,0,7,9,46,23,14,5,0,0,105,0,3,10,61,19,20,18,11,4,148,3,11,17,135,122,102,267,90,36,775
CED510,0,4,7,75,24,27,10,3,0,162,3,31,31,94,92,66,46,20,6,403,0,19,72,194,164,120,51,11,5,639,10,113,180,717,406,323,167,93,30,2049,114,269,310,671,409,424,300,193,111,2805,3828,9271,9196,17384,11274,9820,6006,2715,1221,70718,0,3,11,28,16,13,8,0,0,75,7209,14544,12951,18631,9616,9020,5303,2006,868,80145,0,3,4,31,7,4,0,0,0,48,0,0,7,11,22,31,9,3,0,83,0,4,6,7,12,0,3,3,0,33,10,52,44,136,79,76,27,11,0,426,0,3,0,18,14,12,10,0,0,55,17,38,125,369,99,89,37,14,7,802,0,0,7,18,31,35,32,21,11,155,0,14,10,50,45,59,36,23,7,252,175,1696,2129,4499,4988,3811,2726,1193,428,21645,0,5,5,7,11,9,5,0,0,43,0,12,14,70,32,11,21,5,3,176,3,24,57,163,160,105,201,62,30,805
CED511,0,3,9,30,3,3,0,0,0,55,0,3,3,23,18,22,28,6,7,116,0,24,16,115,55,41,20,0,5,276,8,51,48,271,148,152,107,58,23,864,372,791,703,1901,1081,1116,827,522,273,7588,4838,10307,7977,19109,10854,10469,7389,3959,1657,76555,0,16,46,103,28,6,0,0,0,199,9016,17790,13684,26793,14970,14454,9724,4643,1679,112757,0,3,0,19,4,0,0,0,0,29,0,0,0,6,0,3,0,0,0,16,0,5,3,5,0,0,0,0,0,16,0,22,15,81,43,46,16,12,0,246,0,0,0,15,7,6,0,3,0,35,3,17,61,164,63,24,3,4,0,336,0,0,0,13,5,19,20,4,3,62,0,3,0,15,0,9,6,5,0,40,19,134,148,963,1553,1769,1887,1060,329,7865,0,17,9,71,16,13,3,0,0,134,0,5,9,36,19,16,13,3,0,106,0,6,18,141,99,91,265,59,32,712
CED512,3,12,30,173,42,23,10,0,0,301,0,22,54,110,93,44,30,17,10,377,4,64,142,335,148,70,29,9,0,798,21,263,414,1229,441,241,162,89,25,2880,506,890,812,2106,1008,790,578,307,164,7162,7001,13184,11858,28246,12684,8872,6111,2827,1011,91795,0,4,58,144,42,22,3,4,0,283,12831,19954,14719,27461,10487,8274,5442,2524,843,102540,0,5,4,90,6,3,0,3,0,113,0,0,11,72,17,17,10,0,0,128,0,3,6,57,25,8,3,3,0,110,4,41,39,107,56,39,25,4,0,317,0,3,12,39,30,15,6,3,0,107,10,16,38,276,81,34,15,4,0,465,0,4,12,42,19,56,47,33,6,228,3,49,17,67,23,24,26,3,0,216,137,1828,2580,5841,5516,3035,2718,1311,301,23269,0,0,3,37,14,14,3,0,0,72,0,6,6,48,26,19,23,5,3,132,0,19,44,172,123,133,224,61,22,800
CED513,11,25,153,588,288,278,110,62,20,1536,0,4,8,55,23,23,18,9,9,140,0,6,29,91,26,24,7,3,0,192,45,115,360,1703,334,251,180,112,82,3174,231,296,799,2439,677,633,484,390,381,6325,3925,6429,9138,27371,9258,8220,5623,3518,2154,75634,0,4,46,66,11,8,8,0,0,136,7095,10841,11284,25650,9867,8128,4665,2355,1211,81088,0,6,19,134,8,15,6,0,0,194,0,3,20,146,47,59,33,18,4,328,3,0,0,40,15,16,3,3,0,80,8,15,48,243,68,60,34,12,0,487,0,5,9,64,26,21,12,4,0,132,20,98,565,1219,347,259,93,68,25,2692,0,0,6,81,43,75,72,55,19,353,0,18,3,39,10,23,24,15,4,136,35,171,388,2695,1817,1518,1251,643,314,8823,0,0,4,35,19,15,3,7,0,77,0,12,69,346,48,20,16,9,0,519,0,3,64,298,101,62,189,54,39,812
